|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.5/WD94/WD94_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000        99.3008       0.513532       0.185695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000        99.4513       0.484483       0.573102E-001  0.691840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000        98.6064        1.31766       0.759184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000        99.0263       0.922693       0.510353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000        99.0115       0.937868       0.506680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000        99.0725       0.879187       0.483500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000        99.0583       0.893772       0.479620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000        99.0640       0.889922       0.461100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000        99.0815       0.871527       0.470087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.0862       0.869946       0.438867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000        99.0954       0.861813       0.428253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000        99.1067       0.850228       0.431008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000        99.0850       0.873621       0.414085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000        99.6900       0.297360       0.126498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000        98.5917        1.34515       0.631269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000        99.1396       0.823962       0.364591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000        99.1209       0.842849       0.362048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000        99.7053       0.283788       0.108665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000        98.6337        1.31423       0.520695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000        98.8837       0.970225       0.146120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000        99.4824       0.509265       0.830036E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000        99.1809       0.819077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        500.000        99.1937       0.806253       0.150670E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        500.000        99.2060       0.724575       0.693847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        500.000        99.2093       0.753289       0.374093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.2148       0.785185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        500.000        99.2202       0.723302       0.565159E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        98.5162        1.47384       0.992524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        500.000        99.8854       0.114634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        500.000        99.3601       0.639908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.25        500.000        99.2051       0.794908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        500.000        99.2561       0.728281       0.156107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.23        500.000        99.1584       0.815929       0.257058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        500.000        99.3787       0.604071       0.172493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        500.000        99.2750       0.706543       0.184737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000        99.2819       0.700755       0.173950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        500.000        99.2877       0.694927       0.174110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        500.000        99.2929       0.692652       0.144633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        500.000        99.2972       0.689513       0.132815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000        99.3047       0.682312       0.129896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        500.000        99.3099       0.678059       0.120759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        500.000        99.4841       0.505585       0.102781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        500.000        99.1518       0.834755       0.134624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        500.000        99.3251       0.666862       0.807683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        500.000        99.3295       0.661388       0.915228E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        500.000        99.3374       0.654222       0.834122E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        500.000        99.3404       0.653346       0.628068E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000        99.3460       0.647881       0.614764E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        500.000        99.2474       0.751993       0.591495E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        500.000        99.4548       0.541772       0.338120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        500.000        99.3591       0.624255       0.166876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000        99.3708       0.583519       0.457241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        500.000        99.3658       0.634207       0.275543E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        500.000        99.3761       0.614611       0.933049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        500.000        99.3851       0.568717       0.461563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000        99.3827       0.617313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        500.000        99.3407       0.659283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        500.000        99.4384       0.561610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        500.000        99.3941       0.605876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000        99.4004       0.599566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        500.000        99.4035       0.596521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000        99.4079       0.592072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        500.000        99.4105       0.589467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        500.000        99.4135       0.586477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        500.000        99.4178       0.582155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        500.000        99.4210       0.579014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        500.000        99.9516       0.484244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000        98.9030        1.09696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        500.000        99.4326       0.567362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000        99.5497                 NaN            NaN            NaN  0.450251                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        500.000        99.1367       0.223188                 NaN            NaN  0.640072                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        500.000        99.3170                 NaN            NaN            NaN  0.682979                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        500.000        99.1544                 NaN            NaN            NaN  0.845594                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000        99.6293                 NaN            NaN            NaN  0.370687                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        500.000        99.6115                 NaN            NaN            NaN  0.388513                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000        98.8901                 NaN            NaN            NaN   1.10993                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        500.000        99.3454       0.277057                 NaN            NaN  0.377578                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000        99.3296                 NaN            NaN            NaN  0.670426                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        500.000        99.3271                 NaN            NaN            NaN  0.672872                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        500.000        99.3300                 NaN            NaN            NaN  0.670020                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        500.000        99.3298                 NaN            NaN            NaN  0.670250                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        500.000        99.3321                 NaN            NaN            NaN  0.667876                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        500.000        99.3259                 NaN            NaN            NaN  0.674118                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        500.000        99.3231                 NaN            NaN            NaN  0.676902                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000        99.3348                 NaN            NaN            NaN  0.665239                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        500.000        99.3227                 NaN            NaN            NaN  0.677263                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        500.000        99.3206                 NaN            NaN            NaN  0.679450                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        500.000        99.3191                 NaN            NaN            NaN  0.680864                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        500.000        99.3143                 NaN            NaN            NaN  0.685686                 NaN            NaN            NaN            NaN            NaN            NaN
