|6.6.6
Archiving\03_Data\eq/QFM_m4.5/GRV/GRV_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3191       0.680878                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3190       0.680952                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3190       0.681026                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3189       0.681100                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3188       0.681174                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3188       0.681248                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3187       0.681323                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3186       0.681397                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3185       0.681472                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3185       0.681546                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3184       0.681621                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3183       0.681695                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3182       0.681770                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3182       0.681845                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3181       0.681920                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3180       0.681995                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3179       0.682070                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3179       0.682145                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3178       0.682220                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3177       0.682295                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3176       0.682371                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3176       0.682446                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3175       0.682521                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3174       0.682597                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3173       0.682672                 NaN            NaN            NaN            NaN            NaN
