|6.6.6
Archiving\03_Data\Deq/QFM/K22/K22_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.4099       0.590082                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3607       0.639252                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3116       0.688422                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2624       0.737592                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2132       0.786762                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1641       0.835931                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1149       0.885100                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0657       0.934269                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0166       0.983437                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.8417        1.15827                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.6669        1.33310                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.4921        1.50793                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.3172        1.68276                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        98.1424        1.85759                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.9676        2.03242                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.7928        2.20725                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        97.6179        2.38208                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        97.2359        2.76408                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        96.8539        3.14609                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.3881        3.61188                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        95.8675        4.11718       0.153171E-001            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        95.2648        4.70040       0.347593E-001            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        94.6622        5.28363       0.542019E-001            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        94.0595        5.86687       0.736449E-001            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        93.4568        6.45012       0.930881E-001            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        92.8036        7.08549       0.110902                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        92.1504        7.72088       0.128717                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        91.4972        8.35629       0.146531                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        90.8439        8.99170       0.164347                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        90.1907        9.62714       0.182162                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        89.5374        10.2626       0.199978                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        88.8842        10.8980       0.217795                 NaN            NaN            NaN            NaN            NaN
