|6.6.6
Archiving\03_Data\Deq/QFM/K22/K22_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.4679       0.532127                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.4218       0.578174                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3758       0.624232                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3297       0.670302                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2836       0.716384                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2375       0.762477                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1914       0.808583                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1453       0.854700                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0992       0.900828                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.9354        1.06460                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.7716        1.22843                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.6077        1.39233                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.4437        1.55630                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        98.2797        1.72033                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.1156        1.88443                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.9514        2.04860                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        97.7872        2.21283                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        97.4289        2.57109                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        97.0704        2.92960                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.6331        3.36689                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        96.1482        3.84131       0.105148E-001            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        95.5876        4.38850       0.238579E-001            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        95.0266        4.93620       0.372141E-001            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        94.4650        5.48441       0.505833E-001            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        93.9029        6.03313       0.639654E-001            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        93.2951        6.62867       0.761885E-001            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        92.6868        7.22481       0.884241E-001            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        92.0778        7.82153       0.100672                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        91.4682        8.41883       0.112933                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        90.8581        9.01672       0.125206                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        90.2473        9.61519       0.137491                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        89.6360        10.2142       0.149789                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        89.0240        10.8139       0.162099                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        88.4381        11.3887       0.173220                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        87.8516        11.9641       0.184352                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        87.2646        12.5399       0.195495                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        86.6770        13.1164       0.206648                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        86.0889        13.6933       0.217812                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        85.5002        14.2708       0.228987                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        84.9110        14.8488       0.240172                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        84.3213        15.4273       0.251368                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        83.7690        15.9695       0.261523                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        83.2161        16.5122       0.271687                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        82.6629        17.0553       0.281860                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        82.1091        17.5988       0.292042                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        81.5549        18.1429       0.302233                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        81.0002        18.6874       0.312433                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        80.4451        19.2323       0.322642                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        79.8894        19.7777       0.332860                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        79.3672        20.2906       0.342240                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        78.8445        20.8039       0.351628                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        78.3214        21.3176       0.361023                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        77.7979        21.8317       0.370426                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        77.2740        22.3461       0.379837                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        76.7497        22.8610       0.389255                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        76.2250        23.3763       0.398680                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        75.7000        23.8919       0.408113                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        75.1998        24.3835       0.416698                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        74.6993        24.8754       0.425289                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        74.1985        25.3676       0.433886                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        73.6973        25.8602       0.442490                 NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        73.1957        26.3532       0.451100                 NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        72.6938        26.8465       0.459717                 NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        72.1916        27.3401       0.468339                 NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        71.6890        27.8340       0.476968                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        71.2103        28.3047       0.485055                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        70.7312        28.7756       0.493148                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        70.2519        29.2469       0.501246                 NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        69.7722        29.7184       0.509349                 NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        69.2923        30.1902       0.517458                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        68.8121        30.6624       0.525572                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        68.3315        31.1348       0.533692                 NaN            NaN            NaN            NaN            NaN
