|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1583.33        2500.00       0.415660E-003   99.8391       0.159768       0.677217E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.87        2500.00                 NaN   99.3313       0.645792       0.229467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.41        2500.00                 NaN   99.3356       0.591940       0.724997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.94        2500.00                 NaN   99.3392       0.589191       0.716122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.48        2500.00                 NaN   99.3442       0.584987       0.708190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        2500.00                 NaN   99.3512       0.579066       0.697345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.56        2500.00                 NaN   99.3556       0.575485       0.689242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00                 NaN   99.3588       0.573580       0.676623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.63        2500.00                 NaN   99.2475       0.670862       0.815944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.17        2500.00                 NaN   99.8958       0.920216E-001  0.121907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.71        2500.00                 NaN   98.6064        1.25845       0.135118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        2500.00                 NaN   99.1813       0.733815       0.849080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.79        2500.00                 NaN   99.8590       0.127037       0.139556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.32        2500.00                 NaN   99.4887       0.461177       0.501124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.86        2500.00                 NaN   99.3974       0.540462       0.621862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00                 NaN   99.2993       0.625392       0.752639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.94        2500.00                 NaN   99.4706       0.475457       0.539740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.48        2500.00                 NaN   99.8369       0.144978       0.181178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.01        2500.00                 NaN   99.0334       0.869946       0.966790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.55        2500.00                 NaN   98.8470        1.04407       0.108951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.09        2500.00                 NaN   99.9676       0.299928E-001  0.242921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        2500.00                 NaN   99.4571       0.495473       0.474312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.17        2500.00                 NaN   99.3926       0.529252       0.781200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        2500.00                 NaN   99.4760       0.487540       0.365070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.24        2500.00                 NaN   99.4429       0.503335       0.537686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        2500.00                 NaN   99.4425       0.504246       0.532274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.32        2500.00                 NaN   99.4506       0.494930       0.544989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00                 NaN   99.4563       0.493704       0.500418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.39        2500.00                 NaN   99.4511       0.496813       0.520454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.93        2500.00                 NaN   99.4678       0.487288       0.449328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.47        2500.00                 NaN   98.7296        1.16073       0.109643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00                 NaN   99.9994                 NaN  0.561158E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.55        2500.00                 NaN   99.5861       0.378074       0.357904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.08        2500.00                 NaN   99.5620       0.397648       0.403970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00                 NaN   99.4790       0.475409       0.455748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.16        2500.00                 NaN   99.4816       0.474085       0.443089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00                 NaN   99.4871       0.469402       0.435416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00                 NaN   99.7478       0.233133       0.191017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.77        2500.00                 NaN   99.2296       0.705561       0.648245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        2500.00                 NaN   99.4980       0.461458       0.405282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.85        2500.00                 NaN   99.3755       0.575454       0.490308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.39        2500.00                 NaN   99.9012       0.864589E-001  0.123168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.93        2500.00                 NaN   99.2283       0.715427       0.562948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.46        2500.00                 NaN   99.5081       0.453890       0.379914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.00        2500.00                 NaN   99.4859       0.473773       0.403314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.54        2500.00                 NaN   99.8190       0.166251       0.147173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.08        2500.00                 NaN   99.2392       0.705583       0.551886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00                 NaN   99.5208       0.443913       0.353102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.15        2500.00                 NaN   99.4664       0.498826       0.347888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.69        2500.00                 NaN   99.5786       0.391225       0.301318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.23        2500.00                 NaN   99.5293       0.437562       0.331181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
