|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/KHA22/KHA22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1219.78        500.000        97.6494                 NaN            NaN  0.163401       0.322560       0.273209       0.284797        1.30666                 NaN            NaN
  1218.41        500.000        96.3586                 NaN            NaN            NaN  0.756255       0.244240       0.442899        2.07336       0.124652                 NaN
  1217.03        500.000        98.7149                 NaN            NaN  0.173508       0.321785E-001  0.350648       0.207154       0.521577                 NaN            NaN
  1215.66        500.000        98.1105                 NaN            NaN  0.392508E-001  0.184023       0.296405       0.166902        1.20290                 NaN            NaN
  1214.29        500.000        97.8910                 NaN            NaN  0.140355       0.253334       0.280418       0.253132        1.18172                 NaN            NaN
  1212.91        500.000        97.9329                 NaN            NaN  0.134789       0.266083       0.263221       0.248688        1.15431                 NaN            NaN
  1211.54        500.000        97.6237                 NaN            NaN  0.174981E-002  0.611256       0.198913       0.352531        1.10761       0.104239                 NaN
  1210.17        500.000        98.2624                 NaN            NaN  0.365141E-001  0.282742       0.803771E-001  0.150835        1.18716                 NaN            NaN
  1208.79        500.000        97.5200                 NaN            NaN  0.238514       0.367505E-001  0.521089       0.317847        1.36578                 NaN            NaN
  1207.42        500.000        98.8418                 NaN            NaN  0.127354E-001  0.785917E-001  0.248201       0.881458E-001  0.730531                 NaN            NaN
  1206.05        500.000        96.8607                 NaN            NaN  0.133671       0.276202       0.498482       0.363830        1.81511       0.519879E-001            NaN
  1204.67        500.000        99.8730                 NaN            NaN  0.562500E-003  0.612756E-001            NaN  0.121570E-001  0.530148E-001            NaN            NaN
  1203.30        500.000        97.5812                 NaN            NaN  0.161589       0.309752       0.304209       0.287968        1.35529                 NaN            NaN
  1201.92        500.000        95.9995                 NaN            NaN  0.673576E-001  0.447111       0.671033       0.462577        2.27551       0.768726E-001            NaN
  1200.55        500.000        99.9043                 NaN            NaN  0.114528E-003  0.353280E-001            NaN  0.109969E-001  0.492744E-001            NaN            NaN
  1199.18        500.000        99.9137                 NaN            NaN  0.103642E-001  0.405609E-002            NaN  0.708413E-002  0.647882E-001            NaN            NaN
  1197.80        500.000        98.9581                 NaN            NaN            NaN  0.857118E-001  0.218922       0.122219       0.591758       0.233166E-001            NaN
  1196.43        500.000        97.6599                 NaN            NaN            NaN  0.675363       0.421073E-001  0.278244        1.29625       0.481515E-001            NaN
  1195.06        500.000        98.4532                 NaN            NaN            NaN  0.310003       0.126462       0.173896       0.897763       0.386551E-001            NaN
  1193.68        500.000        98.5071                 NaN            NaN            NaN  0.315166       0.113399       0.167997       0.860879       0.354936E-001            NaN
  1192.31        500.000        99.3796                 NaN            NaN            NaN  0.713258E-001            NaN  0.717210E-001  0.455150       0.222100E-001            NaN
  1190.94        500.000        95.5226                 NaN            NaN            NaN   1.23862       0.126493       0.512667        2.50736       0.922511E-001            NaN
  1189.56        500.000        99.9871                 NaN            NaN            NaN  0.121582E-001            NaN  0.693021E-003            NaN            NaN            NaN
  1188.19        500.000        99.4625                 NaN  0.432408E-002  0.333485E-001  0.582987E-001  0.103294E-001  0.510580E-001  0.270628                 NaN  0.109526     
  1186.81        500.000        99.9999                 NaN  0.178415E-005  0.316698E-005  0.753805E-005            NaN  0.775755E-005  0.396733E-004            NaN  0.385415E-004
  1185.44        500.000        85.8382                 NaN            NaN  0.267232       0.921620       0.864452        1.12906        6.18834       0.595282E-001   4.73153     
  1184.07        500.000                 NaN            NaN  0.414737        2.93405        5.96282        2.13434        7.32170        41.5166                 NaN   39.7158     
  1182.69        500.000                 NaN            NaN  0.610641        2.96581        6.17490        1.59892        7.31283        41.5534                 NaN   39.7835     
  1181.32        500.000                 NaN            NaN  0.669428        2.96495        6.20602        1.48874        7.31325        41.5601                 NaN   39.7975     
  1179.95        500.000                 NaN            NaN  0.696731        2.95594        6.19584        1.47737        7.31592        41.5594                 NaN   39.7988     
  1178.57        500.000                 NaN            NaN  0.785611        2.96309        1.27535        6.26300        7.31373        41.5743                 NaN   39.8249     
  1177.20        500.000                 NaN            NaN  0.839460        2.96132        6.28711        1.18060        7.31427        41.5801                 NaN   39.8372     
  1175.83        500.000                 NaN            NaN  0.892626        2.95923        1.08843        6.30986        7.31465        41.5863                 NaN   39.8489     
  1174.45        500.000                 NaN            NaN  0.941809        2.95578        1.01274        6.32386        7.31547        41.5915                 NaN   39.8589     
  1173.08        500.000                 NaN            NaN  0.958967        2.94573        1.02971        6.30058        7.31860        41.5894                 NaN   39.8571     
  1171.70        500.000                 NaN            NaN   1.37831        3.01428        6.63642                 NaN   7.29995        41.6679                 NaN   40.0031     
  1170.33        500.000                 NaN            NaN   1.37831        3.01428        6.63642                 NaN   7.29995        41.6679                 NaN   40.0031     
  1168.96        500.000                 NaN            NaN   1.37831        3.01428        6.63642                 NaN   7.29995        41.6679                 NaN   40.0031     
  1167.58        500.000                 NaN            NaN   1.37831        3.01428        6.63642                 NaN   7.29995        41.6679                 NaN   40.0031     
  1166.21        500.000                 NaN            NaN   1.37831        3.01428        6.63643                 NaN   7.29995        41.6679                 NaN   40.0031     
  1164.84        500.000                 NaN            NaN   1.37831        3.01428        6.63643                 NaN   7.29995        41.6679                 NaN   40.0031     
  1163.46        500.000                 NaN            NaN   1.38819        3.00700        6.63499                 NaN   7.30086        41.6685                 NaN   40.0005     
  1162.09        500.000                 NaN            NaN   1.32908        2.91754       0.443137        6.42780        7.32340        41.6289                 NaN   39.9302     
  1160.72        500.000                 NaN            NaN   1.38962        3.00596        6.63474                 NaN   7.30102        41.6686                 NaN   40.0001     
  1159.34        500.000                 NaN            NaN   1.41851        2.91064       0.304286        6.45587        7.32431        41.6386                 NaN   39.9478     
  1157.97        500.000                 NaN            NaN   1.54353        2.92940        6.55622                 NaN   7.31811        41.6626                 NaN   39.9902     
  1156.59        500.000                 NaN            NaN   1.39909        2.99897        6.63344       0.171461E-005   7.30185        41.6691                 NaN   39.9975     
  1155.22        500.000                 NaN            NaN   1.39983        2.99843        6.63330                 NaN   7.30193        41.6692                 NaN   39.9973     
  1153.85        500.000                 NaN            NaN   1.40781        2.93633       0.175867        6.54852        7.31459        41.6600                 NaN   39.9569     
  1152.47        500.000                 NaN            NaN   1.57666        2.82987        6.61209                 NaN   7.31545        41.6776       0.390975E-001   39.9492     
  1151.10        500.000                 NaN            NaN   1.58323        2.82464        6.61099                 NaN   7.31614        41.6780       0.395131E-001   39.9474     
  1149.73        500.000                 NaN            NaN   4.04609       0.267637        6.25548                 NaN   7.44081        41.7446       0.892375        39.3530     
  1148.35        500.000                 NaN            NaN   4.30611                 NaN   6.21009                 NaN   7.45106        41.7593       0.983145        39.2903     
  1146.98        500.000                 NaN            NaN   4.32023                 NaN   6.18970                 NaN   7.45342        41.7552       0.984330        39.2971     
  1145.61        500.000                 NaN            NaN   4.31809                 NaN   6.19592                 NaN   7.45359        41.7538       0.983377        39.2952     
  1144.23        500.000                 NaN            NaN   4.32948                 NaN   6.17910                 NaN   7.45426        41.7537       0.984180        39.2993     
  1142.86        500.000                 NaN            NaN   4.33846                 NaN   6.16616                 NaN   7.45476        41.7537       0.984684        39.3022     
  1141.48        500.000                 NaN            NaN   4.37044                 NaN   6.11479                 NaN   7.45415        41.7600       0.987915        39.3127     
  1140.11        500.000                 NaN            NaN   4.37386                 NaN   6.11112                 NaN   7.45527        41.7576       0.987834        39.3143     
  1138.74        500.000                 NaN            NaN   4.37709                 NaN   6.10773                 NaN   7.45641        41.7552       0.987737        39.3158     
  1137.36        500.000                 NaN            NaN   4.38394                 NaN   6.09824                 NaN   7.45713        41.7544       0.988044        39.3182     
  1135.99        500.000                 NaN            NaN   4.39395                 NaN   6.08341                 NaN   7.45748        41.7551       0.988703        39.3214     
  1134.62        500.000                 NaN            NaN   4.40374                 NaN   6.06891                 NaN   7.45785        41.7556       0.989343        39.3246     
  1133.24        500.000                 NaN            NaN   4.41301                 NaN   6.05527                 NaN   7.45825        41.7560       0.989931        39.3276     
  1131.87        500.000                 NaN            NaN   4.42180                 NaN   6.04243                 NaN   7.45870        41.7561       0.990470        39.3305     
  1130.50        500.000                 NaN            NaN   4.43041                 NaN   6.02987                 NaN   7.45915        41.7563       0.990994        39.3333     
  1129.12        500.000                 NaN            NaN   4.43886                 NaN   6.01757                 NaN   7.45962        41.7563       0.991505        39.3361     
  1127.75        500.000                 NaN            NaN   4.44715                 NaN   6.00550                 NaN   7.46009        41.7564       0.992003        39.3389     
  1126.37        500.000                 NaN            NaN   4.43835                 NaN   6.02239                 NaN   7.46110        41.7519       0.990439        39.3358     
  1125.00        500.000                 NaN            NaN   4.45479                 NaN   5.99670                 NaN   7.46226        41.7521       0.991984        39.3422     
  1123.63        500.000                 NaN            NaN   4.45028                 NaN   6.00613                 NaN   7.46239        41.7505       0.990897        39.3398     
  1122.25        500.000                 NaN            NaN   4.47914                 NaN   5.95917                 NaN   7.46204        41.7561       0.993879        39.3496     
  1120.88        500.000                 NaN            NaN   4.48678                 NaN   5.94808                 NaN   7.46254        41.7561       0.994341        39.3522     
  1119.51        500.000                 NaN            NaN   4.49666                 NaN   5.93325                 NaN   7.46278        41.7569       0.995036        39.3554     
  1118.13        500.000                 NaN            NaN   4.48030                 NaN   5.95438                 NaN   7.46354        41.7557       0.995165        39.3509     
  1116.76        500.000                 NaN            NaN   4.45784                 NaN   5.98318                 NaN   7.46404        41.7551       0.995335        39.3445     
  1115.39        500.000                 NaN            NaN   4.46321                 NaN   5.97597                 NaN   7.46453        41.7546       0.995501        39.3462     
  1114.01        500.000                 NaN            NaN   4.46852                 NaN   5.96884                 NaN   7.46501        41.7541       0.995664        39.3479     
  1112.64        500.000                 NaN            NaN   4.47376                 NaN   5.96179                 NaN   7.46548        41.7536       0.995822        39.3496     
  1111.26        500.000                 NaN            NaN   4.47896                 NaN   5.95483                 NaN   7.46595        41.7531       0.995976        39.3512     
  1109.89        500.000                 NaN            NaN   4.48409                 NaN   5.94795                 NaN   7.46641        41.7525       0.996128        39.3529     
  1108.52        500.000                 NaN            NaN   4.63028                 NaN   5.74993                 NaN   7.49526        41.7094        1.00150        39.4136     
  1107.14        500.000                 NaN            NaN   4.63781                 NaN   5.73949                 NaN   7.49600        41.7081        1.00194        39.4166     
  1105.77        500.000                 NaN            NaN   4.65003                 NaN   5.72262                 NaN   7.50048        41.7038        1.00208        39.4210     
  1104.40        500.000                 NaN            NaN   4.65397                 NaN   5.71764                 NaN   7.49884        41.7039        1.00253        39.4231     
  1103.02        500.000                 NaN            NaN   4.66847                 NaN   5.69779                 NaN   7.50339        41.6992        1.00272        39.4285     
  1101.65        500.000                 NaN            NaN   4.66723                 NaN   5.69970                 NaN   7.50119        41.7005        1.00301        39.4284     
  1100.28        500.000                 NaN            NaN   4.68227                 NaN   5.67863                 NaN   7.50334        41.6976        1.00380        39.4344     
  1098.90        500.000                 NaN            NaN   4.67827                 NaN   5.68479                 NaN   7.50316        41.6975        1.00341        39.4328     
  1097.53        500.000                 NaN            NaN   4.69026                 NaN   5.66814                 NaN   7.50508        41.6947        1.00408        39.4377     
  1096.15        500.000                 NaN            NaN   4.68756                 NaN   5.67223                 NaN   7.50483        41.6951        1.00375        39.4366     
  1094.78        500.000                 NaN            NaN   4.69547                 NaN   5.66151                 NaN   7.50622        41.6930        1.00404        39.4397     
  1093.41        500.000                 NaN            NaN   4.59350                 NaN   5.80351                 NaN   7.47708        41.7346       0.998721        39.3926     
  1092.03        500.000                 NaN            NaN   4.69966                 NaN   5.65612                 NaN   7.50712        41.6913        1.00419        39.4416     
  1090.66        500.000                 NaN            NaN   4.60168                 NaN   5.79342                 NaN   7.47887        41.7311       0.998871        39.3960     
  1089.29        500.000                 NaN            NaN   4.60693                 NaN   5.78624                 NaN   7.47958        41.7301       0.999104        39.3981     
  1087.91        500.000                 NaN            NaN   4.61212                 NaN   5.77917                 NaN   7.48031        41.7290       0.999333        39.4001     
  1086.54        500.000                 NaN            NaN   4.60102                 NaN   5.79328                 NaN   7.48101        41.7280       0.999530        39.3972     
  1085.17        500.000                 NaN            NaN   4.58204                 NaN   5.81717                 NaN   7.48336        41.7245       0.999966        39.3930     
  1083.79        500.000                 NaN            NaN   4.59356                 NaN   5.80163                 NaN   7.48556        41.7212        1.00037        39.3977     
  1082.42        500.000                 NaN            NaN   4.60017                 NaN   5.79282                 NaN   7.48679        41.7192        1.00060        39.4004     
  1081.04        500.000                 NaN            NaN   4.60639                 NaN   5.78454                 NaN   7.48795        41.7174        1.00082        39.4029     
  1079.67        500.000                 NaN            NaN   4.66059                 NaN   5.71337                 NaN   7.49113        41.7127        1.00139        39.4209     
  1078.30        500.000                 NaN            NaN   4.66508                 NaN   5.70740                 NaN   7.49207        41.7111        1.00155        39.4228     
  1076.92        500.000                 NaN            NaN   4.66941                 NaN   5.70165                 NaN   7.49298        41.7096        1.00171        39.4246     
  1075.55        500.000                 NaN            NaN   4.67359                 NaN   5.69613                 NaN   7.49387        41.7081        1.00187        39.4264     
  1074.18        500.000                 NaN            NaN   4.67704                 NaN   5.69163                 NaN   7.49455        41.7069        1.00198        39.4279     
  1072.80        500.000                 NaN            NaN   4.68022                 NaN   5.68752                 NaN   7.49517        41.7058        1.00208        39.4292     
  1071.43        500.000                 NaN            NaN   4.68337                 NaN   5.68347                 NaN   7.49578        41.7047        1.00218        39.4305     
  1070.06        500.000                 NaN            NaN   4.68648                 NaN   5.67947                 NaN   7.49640        41.7035        1.00227        39.4318     
  1068.68        500.000                 NaN            NaN   4.68956                 NaN   5.67554                 NaN   7.49701        41.7024        1.00237        39.4331     
  1067.31        500.000                 NaN            NaN   4.69264                 NaN   5.67153                 NaN   7.49753        41.7015        1.00246        39.4344     
  1065.93        500.000                 NaN            NaN   4.69560                 NaN   5.66782                 NaN   7.49821        41.7001        1.00254        39.4357     
  1064.56        500.000                 NaN            NaN   4.73200                 NaN   5.61408                 NaN   7.51026        41.6857        1.00482        39.4532     
  1063.19        500.000                 NaN            NaN   4.73277                 NaN   5.61318                 NaN   7.51036        41.6854        1.00483        39.4535     
  1061.81        500.000                 NaN            NaN   4.73356                 NaN   5.61226                 NaN   7.51046        41.6851        1.00484        39.4538     
  1060.44        500.000                 NaN            NaN   4.73438                 NaN   5.61131                 NaN   7.51058        41.6848        1.00485        39.4541     
  1059.07        500.000                 NaN            NaN   4.73524                 NaN   5.61032                 NaN   7.51070        41.6844        1.00486        39.4545     
  1057.69        500.000                 NaN            NaN   4.73613                 NaN   5.60930                 NaN   7.51084        41.6841        1.00486        39.4548     
  1056.32        500.000                 NaN            NaN   4.73705                 NaN   5.60824                 NaN   7.51098        41.6837        1.00487        39.4552     
  1054.95        500.000                 NaN            NaN   4.73802                 NaN   5.60713                 NaN   7.51113        41.6832        1.00488        39.4556     
  1053.57        500.000                 NaN            NaN   4.73902                 NaN   5.60599                 NaN   7.51130        41.6828        1.00489        39.4560     
  1052.20        500.000                 NaN            NaN   4.74007                 NaN   5.60480                 NaN   7.51148        41.6823        1.00489        39.4565     
  1050.82        500.000                 NaN            NaN   4.74117                 NaN   5.60356                 NaN   7.51167        41.6818        1.00490        39.4569     
  1049.45        500.000                 NaN            NaN   4.74231                 NaN   5.60227                 NaN   7.51188        41.6812        1.00491        39.4574     
  1048.08        500.000                 NaN            NaN   4.74351                 NaN   5.60093                 NaN   7.51211        41.6806        1.00491        39.4580     
  1046.70        500.000                 NaN            NaN   4.74476                 NaN   5.59953                 NaN   7.51234        41.6799        1.00492        39.4585     
  1045.33        500.000                 NaN            NaN   4.74608                 NaN   5.59806                 NaN   7.51260        41.6793        1.00492        39.4591     
  1043.96        500.000                 NaN            NaN   4.74746                 NaN   5.59653                 NaN   7.51288        41.6785        1.00493        39.4597     
  1042.58        500.000                 NaN            NaN   4.74891                 NaN   5.59492                 NaN   7.51318        41.6777        1.00493        39.4603     
  1041.21        500.000                 NaN            NaN   4.75043                 NaN   5.59324                 NaN   7.51350        41.6769        1.00494        39.4610     
  1039.84        500.000                 NaN            NaN   4.75204                 NaN   5.59147                 NaN   7.51384        41.6760        1.00494        39.4618     
  1038.46        500.000                 NaN            NaN   4.75373                 NaN   5.58962                 NaN   7.51421        41.6750        1.00494        39.4625     
  1037.09        500.000                 NaN            NaN   4.75552                 NaN   5.58766                 NaN   7.51461        41.6739        1.00495        39.4633     
  1035.71        500.000                 NaN            NaN   4.75740                 NaN   5.58560                 NaN   7.51504        41.6728        1.00495        39.4642     
  1034.34        500.000                 NaN            NaN   4.76016                 NaN   5.58218                 NaN   7.51582        41.6715        1.00505        39.4653     
  1032.97        500.000                 NaN            NaN   4.76912                 NaN   5.57954                 NaN   7.51580        41.6625        1.00387        39.4691     
  1031.59        500.000                 NaN            NaN   4.76411                 NaN   5.57807                 NaN   7.51682        41.6688        1.00502        39.4672     
  1030.22        500.000                 NaN            NaN   4.76653                 NaN   5.57615                 NaN   7.51787        41.6662        1.00479        39.4685     
  1028.85        500.000                 NaN            NaN   4.76882                 NaN   5.57356                 NaN   7.51789        41.6652        1.00490        39.4696     
  1027.47        500.000                 NaN            NaN   4.77157                 NaN   5.57062                 NaN   7.51859        41.6634        1.00489        39.4709     
  1026.10        500.000                 NaN            NaN   4.77452                 NaN   5.56747                 NaN   7.51934        41.6614        1.00489        39.4724     
  1024.73        500.000                 NaN            NaN   4.77769                 NaN   5.56409                 NaN   7.52017        41.6593        1.00488        39.4739     
  1023.35        500.000                 NaN            NaN   4.78110                 NaN   5.56047                 NaN   7.52106        41.6570        1.00487        39.4755     
  1021.98        500.000                 NaN            NaN   4.78341                 NaN   5.55782                 NaN   7.52334        41.6534        1.00480        39.4772     
  1020.60        500.000                 NaN            NaN   4.79809                 NaN   5.54469                 NaN   7.52510        41.6441        1.00450        39.4835     
  1019.23        500.000                 NaN            NaN   4.79168                 NaN   5.54957                 NaN   7.52426        41.6488        1.00488        39.4808     
  1017.86        500.000                 NaN            NaN   4.80433                 NaN   5.53624                 NaN   7.52731        41.6398        1.00519        39.4871     
  1016.48        500.000                 NaN            NaN   4.80848                 NaN   5.53210                 NaN   7.52823        41.6379        1.00468        39.4887     
  1015.11        500.000                 NaN            NaN   4.81154                 NaN   5.52864                 NaN   7.52954        41.6352        1.00468        39.4904     
  1013.74        500.000                 NaN            NaN   4.81445                 NaN   5.52524                 NaN   7.53048        41.6332        1.00475        39.4919     
  1012.36        500.000                 NaN            NaN   4.81710                 NaN   5.52234                 NaN   7.53143        41.6310        1.00478        39.4934     
  1010.99        500.000                 NaN            NaN   4.82019                 NaN   5.51870                 NaN   7.53251        41.6289        1.00476        39.4949     
  1009.62        500.000                 NaN            NaN   4.77834                 NaN   5.55422                 NaN   7.52162        41.6649        1.00657        39.4744     
  1008.24        500.000                 NaN            NaN   4.77833                 NaN   5.55423                 NaN   7.52161        41.6649        1.00657        39.4744     
  1006.87        500.000                 NaN            NaN   4.77833                 NaN   5.55423                 NaN   7.52161        41.6649        1.00657        39.4744     
  1005.49        500.000                 NaN            NaN   4.77832                 NaN   5.55424                 NaN   7.52161        41.6649        1.00657        39.4744     
  1004.12        500.000                 NaN            NaN   4.77832                 NaN   5.55424                 NaN   7.52161        41.6649        1.00657        39.4744     
  1002.75        500.000                 NaN            NaN   4.77832                 NaN   5.55424                 NaN   7.52161        41.6649        1.00657        39.4744     
  1001.37        500.000                 NaN            NaN   4.77832                 NaN   5.55424                 NaN   7.52161        41.6649        1.00657        39.4744     
  1000.00        500.000                 NaN            NaN   4.77832                 NaN   5.55424                 NaN   7.52161        41.6649        1.00657        39.4744     
