|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/KHA22/KHA22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1476.65        500.000        99.5561       0.443850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.28        500.000        99.5587       0.441317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.90        500.000        99.5582       0.441823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.53        500.000        99.5616       0.438439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.16        500.000        99.5664       0.433604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.78        500.000        99.5681       0.431891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        500.000        99.5705       0.429497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.04        500.000        99.3492       0.650772       0.390256E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.66        500.000        99.7614       0.238558       0.209591E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.29        500.000        99.6276       0.372364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.91        500.000        99.5614       0.431966       0.667817E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        98.9385       0.946264                 NaN            NaN  0.115190                 NaN            NaN            NaN            NaN            NaN
  1460.17        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.79        500.000        99.7788       0.221210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.42        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.05        500.000        99.1746       0.825384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.67        500.000        99.5887       0.411289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        500.000        99.5911       0.408940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        500.000        99.5556       0.259314                 NaN            NaN  0.185040                 NaN            NaN            NaN            NaN            NaN
  1450.55        500.000        99.2183       0.460640E-001  0.234491E-005            NaN  0.388770       0.346908                 NaN            NaN            NaN            NaN
  1449.18        500.000        98.8137       0.964200E-001            NaN            NaN  0.659757       0.430171                 NaN            NaN            NaN            NaN
  1447.80        500.000        99.5557       0.359952E-001            NaN            NaN  0.246353       0.161914                 NaN            NaN            NaN            NaN
  1446.43        500.000        99.1945       0.579461E-001            NaN            NaN  0.301434       0.446154                 NaN            NaN            NaN            NaN
  1445.06        500.000        99.2029       0.599540E-001            NaN            NaN  0.295093       0.442014                 NaN            NaN            NaN            NaN
  1443.68        500.000        99.0261       0.730354E-001            NaN            NaN  0.360464       0.540405                 NaN            NaN            NaN            NaN
  1442.31        500.000        99.3998       0.416038E-001            NaN            NaN  0.333064       0.225550                 NaN            NaN            NaN            NaN
  1440.94        500.000        99.2236       0.527642E-001            NaN            NaN  0.292744       0.430906                 NaN            NaN            NaN            NaN
  1439.56        500.000        99.2294       0.518907E-001            NaN            NaN  0.428115       0.290588                 NaN            NaN            NaN            NaN
  1438.19        500.000        99.1168       0.556954E-001            NaN            NaN  0.490352       0.337105                 NaN            NaN            NaN            NaN
  1436.82        500.000        99.3625       0.405710E-001            NaN            NaN  0.242691       0.354222                 NaN            NaN            NaN            NaN
  1435.44        500.000        99.2481       0.647732E-001            NaN            NaN  0.419220       0.267947                 NaN            NaN            NaN            NaN
  1434.07        500.000        99.2558       0.314703E-001            NaN            NaN  0.299416       0.413266                 NaN            NaN            NaN            NaN
  1432.69        500.000        99.2632       0.438604E-001            NaN            NaN  0.282617       0.410321                 NaN            NaN            NaN            NaN
  1431.32        500.000        99.2680       0.432091E-001            NaN            NaN  0.280887       0.407902                 NaN            NaN            NaN            NaN
  1429.95        500.000        99.2718       0.418001E-001            NaN            NaN  0.405785       0.280661                 NaN            NaN            NaN            NaN
  1428.57        500.000        99.2826       0.149956                 NaN            NaN  0.405509       0.161941                 NaN            NaN            NaN            NaN
  1427.20        500.000        99.2860       0.495120E-001            NaN            NaN  0.265531       0.398973                 NaN            NaN            NaN            NaN
  1425.83        500.000        99.2923                 NaN            NaN            NaN  0.314442       0.393248                 NaN            NaN            NaN            NaN
  1424.45        500.000        99.2971                 NaN            NaN            NaN  0.391119       0.311813                 NaN            NaN            NaN            NaN
  1423.08        500.000        99.3028       0.247865E-001            NaN            NaN  0.283035       0.389350                 NaN            NaN            NaN            NaN
  1421.71        500.000        99.3086       0.336962E-002            NaN            NaN  0.302643       0.385403                 NaN            NaN            NaN            NaN
  1420.33        500.000        99.3145       0.344712E-001            NaN            NaN  0.267232       0.383756                 NaN            NaN            NaN            NaN
  1418.96        500.000        99.3197       0.344429E-001            NaN            NaN  0.264807       0.381015                 NaN            NaN            NaN            NaN
  1417.58        500.000        99.3253       0.342913E-001            NaN            NaN  0.262164       0.378238                 NaN            NaN            NaN            NaN
  1416.21        500.000        99.3298       0.345632E-001            NaN            NaN  0.376037       0.259566                 NaN            NaN            NaN            NaN
  1414.84        500.000        99.3354       0.332384E-001            NaN            NaN  0.373187       0.258186                 NaN            NaN            NaN            NaN
  1413.46        500.000        99.3406       0.325892E-001            NaN            NaN  0.256409       0.370358                 NaN            NaN            NaN            NaN
  1412.09        500.000        99.2301       0.253167E-001            NaN            NaN  0.377230       0.313923       0.534133E-001            NaN            NaN            NaN
  1410.72        500.000        98.4102       0.203428E-001            NaN            NaN  0.439963       0.692189       0.437301                 NaN            NaN            NaN
  1409.34        500.000        98.4400       0.647406E-001            NaN            NaN  0.433112       0.633008       0.429141                 NaN            NaN            NaN
  1407.97        500.000        98.4630                 NaN            NaN            NaN  0.423316       0.690464       0.423216                 NaN            NaN            NaN
  1406.60        500.000        98.4919                 NaN            NaN            NaN  0.415572       0.677542       0.414981                 NaN            NaN            NaN
  1405.22        500.000        98.5149                 NaN            NaN            NaN  0.408956       0.667319       0.408778                 NaN            NaN            NaN
  1403.85        500.000        98.5381                 NaN            NaN            NaN  0.402038       0.657382       0.402514                 NaN            NaN            NaN
  1402.47        500.000        98.5632                 NaN            NaN            NaN  0.394908       0.646449       0.395476                 NaN            NaN            NaN
  1401.10        500.000        98.5850                 NaN            NaN            NaN  0.637133       0.388266       0.389554                 NaN            NaN            NaN
  1399.73        500.000        98.6051                 NaN            NaN            NaN  0.628047       0.382791       0.384068                 NaN            NaN            NaN
  1398.35        500.000        98.6325                 NaN            NaN            NaN  0.616202       0.374934       0.376386                 NaN            NaN            NaN
  1396.98        500.000        98.6494                 NaN            NaN            NaN  0.369872       0.609018       0.371691                 NaN            NaN            NaN
  1395.61        500.000        98.6721                 NaN            NaN            NaN  0.362875       0.599397       0.365594                 NaN            NaN            NaN
  1394.23        500.000        98.6913                 NaN            NaN            NaN  0.591078       0.357399       0.360203                 NaN            NaN            NaN
  1392.86        500.000        98.7111                 NaN            NaN            NaN  0.582495       0.351593       0.354831                 NaN            NaN            NaN
  1391.49        500.000        98.7307                 NaN            NaN            NaN  0.345813       0.574089       0.349370                 NaN            NaN            NaN
  1390.11        500.000        98.7488                 NaN            NaN            NaN  0.340448       0.566273       0.344450                 NaN            NaN            NaN
  1388.74        500.000        98.7662                 NaN            NaN            NaN  0.558762       0.335553       0.339449                 NaN            NaN            NaN
  1387.36        500.000        98.7851                 NaN            NaN            NaN  0.329814       0.550703       0.334375                 NaN            NaN            NaN
  1385.99        500.000        98.8005                 NaN            NaN            NaN  0.544008       0.325398       0.330102                 NaN            NaN            NaN
  1384.62        500.000        98.8191                 NaN            NaN            NaN  0.536003       0.320163       0.324782                 NaN            NaN            NaN
  1383.24        500.000        98.8343                 NaN            NaN            NaN  0.315366       0.529599       0.320770                 NaN            NaN            NaN
  1381.87        500.000        98.8519                 NaN            NaN            NaN  0.310321       0.522011       0.315720                 NaN            NaN            NaN
  1380.50        500.000        98.8672                 NaN            NaN            NaN  0.305625       0.515543       0.311590                 NaN            NaN            NaN
  1379.12        500.000        98.8827                 NaN            NaN            NaN  0.508974       0.301069       0.307271                 NaN            NaN            NaN
  1377.75        500.000        98.8975                 NaN            NaN            NaN  0.502537       0.296932       0.303058                 NaN            NaN            NaN
  1376.38        500.000        98.9125                 NaN            NaN            NaN  0.496185       0.292401       0.298897                 NaN            NaN            NaN
  1375.00        500.000        98.9275                 NaN            NaN            NaN  0.287938       0.489769       0.294775                 NaN            NaN            NaN
  1373.63        500.000        98.9406                 NaN            NaN            NaN  0.484365       0.283938       0.291089                 NaN            NaN            NaN
  1372.25        500.000        98.9544                 NaN            NaN            NaN  0.279902       0.478324       0.287335                 NaN            NaN            NaN
  1370.88        500.000        98.9684                 NaN            NaN            NaN  0.275918       0.472396       0.283250                 NaN            NaN            NaN
  1369.51        500.000        98.9811                 NaN            NaN            NaN  0.272112       0.467054       0.279745                 NaN            NaN            NaN
  1368.13        500.000        98.9903                 NaN            NaN            NaN  0.463325       0.269175       0.277188                 NaN            NaN            NaN
  1366.76        500.000        99.0100                 NaN            NaN            NaN  0.263407       0.454904       0.271679                 NaN            NaN            NaN
  1365.39        500.000        99.0189                 NaN            NaN            NaN  0.260813       0.451101       0.269191                 NaN            NaN            NaN
  1364.01        500.000        99.0302                 NaN            NaN            NaN  0.257482       0.446249       0.266058                 NaN            NaN            NaN
  1362.64        500.000        99.0434                 NaN            NaN            NaN  0.253714       0.440632       0.262262                 NaN            NaN            NaN
  1361.27        500.000        99.0546                 NaN            NaN            NaN  0.250196       0.435987       0.259208                 NaN            NaN            NaN
  1359.89        500.000        99.0658                 NaN            NaN            NaN  0.246906       0.431210       0.256093                 NaN            NaN            NaN
  1358.52        500.000        99.0770                 NaN            NaN            NaN  0.243553       0.426605       0.252848                 NaN            NaN            NaN
  1357.14        500.000        99.0876                 NaN            NaN            NaN  0.240505       0.422028       0.249826                 NaN            NaN            NaN
  1355.77        500.000        99.0990                 NaN            NaN            NaN  0.417198       0.237166       0.246659                 NaN            NaN            NaN
  1354.40        500.000        99.1091                 NaN            NaN            NaN  0.233935       0.413093       0.243871                 NaN            NaN            NaN
  1353.02        500.000        99.1196                 NaN            NaN            NaN  0.230786       0.408603       0.240964                 NaN            NaN            NaN
  1351.65        500.000        99.1297                 NaN            NaN            NaN  0.227796       0.404463       0.238025                 NaN            NaN            NaN
  1350.28        500.000        99.1392                 NaN  0.246455E-005            NaN  0.400390       0.225083       0.235333                 NaN            NaN            NaN
  1348.90        500.000        99.1496                 NaN  0.127792E-005            NaN  0.221980       0.395898       0.232507                 NaN            NaN            NaN
  1347.53        500.000        99.1589                 NaN  0.178980E-005            NaN  0.219178       0.392182       0.229763                 NaN            NaN            NaN
  1346.16        500.000        99.1679                 NaN            NaN            NaN  0.388390       0.216409       0.227254                 NaN            NaN            NaN
  1344.78        500.000        99.1775                 NaN            NaN            NaN  0.384341       0.213607       0.224601                 NaN            NaN            NaN
  1343.41        500.000        99.1865                 NaN            NaN            NaN  0.210876       0.380594       0.222043                 NaN            NaN            NaN
  1342.03        500.000        99.1954                 NaN  0.193903E-002            NaN  0.374277       0.208549       0.219793                 NaN            NaN            NaN
  1340.66        500.000        99.2094                 NaN  0.363061E-001            NaN  0.213900       0.320712       0.219710                 NaN            NaN            NaN
  1339.29        500.000        99.2209                 NaN  0.717791E-001            NaN  0.220274       0.266494       0.220556                 NaN            NaN            NaN
  1337.91        500.000        99.2332                 NaN  0.719762E-001            NaN  0.260987       0.216766       0.217086                 NaN            NaN            NaN
  1336.54        500.000        99.2407                 NaN  0.716002E-001            NaN  0.214612       0.258230       0.214827                 NaN            NaN            NaN
  1335.17        500.000        99.2487                 NaN  0.717915E-001            NaN  0.254465       0.212373       0.212691                 NaN            NaN            NaN
  1333.79        500.000        99.2571                 NaN  0.721131E-001            NaN  0.210153       0.250326       0.210315                 NaN            NaN            NaN
  1332.42        500.000        99.2655                 NaN  0.701885E-001            NaN  0.249624       0.207133       0.207508                 NaN            NaN            NaN
  1331.05        500.000        99.2727                 NaN  0.711767E-001            NaN  0.205358       0.245090       0.205639                 NaN            NaN            NaN
  1329.67        500.000        99.2807                 NaN  0.707860E-001            NaN  0.203228       0.241958       0.203322                 NaN            NaN            NaN
  1328.30        500.000        99.2875                 NaN  0.707331E-001            NaN  0.239329       0.201074       0.201413                 NaN            NaN            NaN
  1326.92        500.000        99.2962                 NaN  0.702133E-001            NaN  0.198766       0.236031       0.198767                 NaN            NaN            NaN
  1325.55        500.000        99.3031                 NaN  0.703088E-001            NaN  0.232958       0.196778       0.196817                 NaN            NaN            NaN
  1324.18        500.000        99.3109                 NaN  0.699851E-001            NaN  0.230072       0.194471       0.194591                 NaN            NaN            NaN
  1322.80        500.000        99.3171                 NaN  0.694524E-001            NaN  0.227965       0.192737       0.192710                 NaN            NaN            NaN
  1321.43        500.000        99.3252                 NaN  0.698509E-001            NaN  0.224109       0.190400       0.190402                 NaN            NaN            NaN
  1320.06        500.000        99.3317                 NaN  0.693283E-001            NaN  0.188546       0.221937       0.188536                 NaN            NaN            NaN
  1318.68        500.000        99.3388                 NaN  0.686437E-001            NaN  0.220045       0.186016       0.186520                 NaN            NaN            NaN
  1317.31        500.000        99.3452                 NaN  0.683326E-001            NaN  0.184479       0.217511       0.184460                 NaN            NaN            NaN
  1315.94        500.000        99.3518                 NaN  0.683285E-001            NaN  0.182689       0.214595       0.182633                 NaN            NaN            NaN
  1314.56        500.000        99.3583                 NaN  0.678026E-001            NaN  0.180588       0.212570       0.180696                 NaN            NaN            NaN
  1313.19        500.000        99.3645                 NaN  0.679944E-001            NaN  0.209466       0.179108       0.178967                 NaN            NaN            NaN
  1311.81        500.000        99.3713                 NaN  0.665984E-001            NaN  0.176564       0.208726       0.176780                 NaN            NaN            NaN
  1310.44        500.000        99.3770                 NaN  0.669942E-001            NaN  0.205646       0.175036       0.175289                 NaN            NaN            NaN
  1309.07        500.000        99.3836                 NaN  0.657868E-001            NaN  0.173076       0.204356       0.173153                 NaN            NaN            NaN
  1307.69        500.000        99.3890                 NaN  0.654473E-001            NaN  0.171443       0.202442       0.171642                 NaN            NaN            NaN
  1306.32        500.000        99.3955                 NaN  0.658241E-001            NaN  0.169743       0.199192       0.169752                 NaN            NaN            NaN
  1304.95        500.000        99.4010                 NaN  0.649848E-001            NaN  0.168042       0.197814       0.168113                 NaN            NaN            NaN
  1303.57        500.000        99.3963                 NaN  0.509181E-001            NaN  0.221415       0.162870       0.168469                 NaN            NaN            NaN
  1302.20        500.000        99.4215                 NaN  0.782714E-001            NaN  0.169385       0.167801       0.163007                 NaN            NaN            NaN
  1300.83        500.000        99.4183                 NaN  0.624657E-001            NaN  0.162501       0.193957       0.162824                 NaN            NaN            NaN
  1299.45        500.000        99.4238                 NaN  0.634557E-001            NaN  0.161202       0.190081       0.161427                 NaN            NaN            NaN
  1298.08        500.000        99.4291                 NaN  0.623013E-001            NaN  0.189406       0.159478       0.159726                 NaN            NaN            NaN
  1296.70        500.000        99.4337                 NaN  0.617781E-001            NaN  0.188239       0.157898       0.158356                 NaN            NaN            NaN
  1295.33        500.000        99.4397                 NaN  0.608904E-001            NaN  0.156035       0.186823       0.156538                 NaN            NaN            NaN
  1293.96        500.000        99.4446                 NaN  0.605154E-001            NaN  0.154524       0.185213       0.155165                 NaN            NaN            NaN
  1292.58        500.000        99.5944                 NaN  0.136466                 NaN  0.139240       0.734192E-002  0.122554                 NaN            NaN            NaN
  1291.21        500.000        99.3121                 NaN            NaN            NaN  0.169444       0.334087       0.184408                 NaN            NaN            NaN
  1289.84        500.000        99.1843                 NaN  0.508475E-001            NaN  0.250597       0.169092       0.178831       0.166367                 NaN            NaN
  1288.46        500.000        80.7427                 NaN  0.612434                 NaN   3.31451        1.80270        2.13279        11.3949                 NaN            NaN
  1287.09        500.000        82.6440                 NaN  0.545286                 NaN   3.00875        1.64657        1.93527        10.2201                 NaN            NaN
  1285.72        500.000        84.2627                 NaN  0.491884                 NaN   2.74372        1.51097        1.76619        9.22456                 NaN            NaN
  1284.34        500.000        85.5860                 NaN  0.444489                 NaN   1.39891        2.53408        1.62772        8.40884                 NaN            NaN
  1282.97        500.000        86.7222                 NaN  0.405059                 NaN   1.30068        2.35357        1.50855        7.70990                 NaN            NaN
  1281.59        500.000        87.6922                 NaN  0.370040                 NaN   1.21437        2.20305        1.40663        7.11368                 NaN            NaN
  1280.22        500.000        88.5501                 NaN  0.342951                 NaN   1.13863        2.06423        1.31609        6.58796                 NaN            NaN
  1278.85        500.000        89.2866                 NaN  0.316175                 NaN   1.07173        1.95070        1.23822        6.13656                 NaN            NaN
  1277.47        500.000        89.9417                 NaN  0.295433                 NaN   1.01230        1.84658        1.16888        5.73509                 NaN            NaN
  1276.10        500.000        90.5303                 NaN  0.275927                 NaN  0.957101        1.75507        1.10652        5.37508                 NaN            NaN
  1274.73        500.000        91.0573                 NaN  0.257379                 NaN  0.906578        1.67478        1.05035        5.05359                 NaN            NaN
  1273.35        500.000        91.5258                 NaN  0.240166                 NaN  0.860949        1.60489        1.00038        4.76786                 NaN            NaN
  1271.98        500.000        91.9493                 NaN  0.224906                 NaN  0.818695        1.54273       0.955153        4.50917                 NaN            NaN
  1270.61        500.000        92.3389                 NaN  0.211140                 NaN  0.779249        1.48512       0.913394        4.27224                 NaN            NaN
  1269.23        500.000        92.6921                 NaN  0.197837                 NaN  0.742588        1.43445       0.875443        4.05757                 NaN            NaN
  1267.86        500.000        93.0127                 NaN  0.184944                 NaN  0.707860        1.39089       0.841068        3.86252                 NaN            NaN
  1266.49        500.000        93.3133                 NaN  0.172097                 NaN  0.675313        1.35135       0.808310        3.67959                 NaN            NaN
  1265.11        500.000        93.5818                 NaN  0.161699                 NaN  0.644844        1.31569       0.779415        3.51659                 NaN            NaN
  1263.74        500.000        93.8367                 NaN  0.149891                 NaN   1.28543       0.614476       0.751720        3.36175                 NaN            NaN
  1262.36        500.000        94.0707                 NaN  0.139364                 NaN  0.586429        1.25697       0.726198        3.22034                 NaN            NaN
  1260.99        500.000        94.2813                 NaN  0.126586                 NaN   1.23948       0.557947       0.703171        3.09152                 NaN            NaN
  1259.62        500.000        94.4899                 NaN  0.118042                 NaN  0.531993        1.21321       0.680350        2.96647                 NaN            NaN
  1258.24        500.000        94.6844                 NaN  0.110560                 NaN  0.507924        1.18783       0.658896        2.85041                 NaN            NaN
  1256.87        500.000        93.5920                 NaN            NaN  0.322419       0.798608        1.10879       0.786795        3.39135                 NaN            NaN
  1255.50        500.000        93.5160                 NaN            NaN  0.416905       0.883192       0.965114       0.797688        3.42112                 NaN            NaN
  1254.12        500.000        93.8965                 NaN            NaN  0.392664       0.908821       0.829818       0.753084        3.21907                 NaN            NaN
  1252.75        500.000        94.2283                 NaN            NaN  0.370846       0.860194       0.783304       0.713956        3.04342                 NaN            NaN
  1251.38        500.000        94.5304                 NaN            NaN  0.351712       0.740852       0.814799       0.678161        2.88405                 NaN            NaN
  1250.00        500.000        94.8118                 NaN            NaN  0.333711       0.697855       0.775379       0.644971        2.73633                 NaN            NaN
  1248.63        500.000        94.2150                 NaN            NaN  0.435464       0.757602       0.836011       0.723289        3.03259                 NaN            NaN
  1247.25        500.000        95.9842                 NaN            NaN  0.195326       0.690416       0.501690       0.496448        2.13192                 NaN            NaN
  1245.88        500.000        93.1710                 NaN            NaN  0.543303       0.564211        1.09898       0.850540        3.77202                 NaN            NaN
  1244.51        500.000        95.7252                 NaN            NaN  0.280668       0.579682       0.604656       0.532155        2.27765                 NaN            NaN
  1243.13        500.000        98.3757                 NaN            NaN  0.476827E-002  0.268487E-001  0.732875       0.206525       0.653256                 NaN            NaN
  1241.76        500.000        95.8698                 NaN            NaN  0.268408       0.586973       0.562181       0.516012        2.19659                 NaN            NaN
  1240.39        500.000        94.5586                 NaN            NaN  0.386941       0.737418       0.694241       0.701142        2.92165                 NaN            NaN
  1239.01        500.000        95.8370                 NaN  0.165829       0.166433       0.959420                 NaN  0.624187        2.24713                 NaN            NaN
  1237.64        500.000        98.5168                 NaN            NaN  0.179045       0.536159                 NaN  0.618031E-001  0.706218                 NaN            NaN
  1236.27        500.000        94.7391                 NaN            NaN  0.397881       0.816299       0.416300       0.652403        2.97803                 NaN            NaN
  1234.89        500.000        97.3816                 NaN            NaN  0.143929       0.607315       0.286954       0.346884        1.23333                 NaN            NaN
  1233.52        500.000        98.0324                 NaN            NaN  0.958735E-001  0.370252       0.226455       0.228510        1.04654                 NaN            NaN
  1232.14        500.000        96.9338                 NaN            NaN  0.209390       0.413769       0.417322       0.382576        1.64314                 NaN            NaN
  1230.77        500.000        93.6233                 NaN            NaN            NaN  0.543990        1.46140       0.785552        3.58572                 NaN            NaN
  1229.40        500.000        99.0820                 NaN            NaN  0.422673                 NaN            NaN  0.147782       0.347534                 NaN            NaN
  1228.02        500.000        98.2262                 NaN            NaN  0.216173       0.380607                 NaN  0.233086       0.942535       0.137286E-002            NaN
  1226.65        500.000        97.6613                 NaN            NaN  0.141514       0.436650       0.240975       0.253542        1.26606                 NaN            NaN
  1225.28        500.000        97.5256                 NaN            NaN  0.221840       0.539341       0.334979E-001  0.292736        1.38694                 NaN            NaN
  1223.90        500.000        96.4812                 NaN            NaN  0.316423       0.590999       0.280813       0.473225        1.85738                 NaN            NaN
  1222.53        500.000        98.3762                 NaN            NaN  0.206490E-001  0.102397       0.384740       0.154880       0.961117                 NaN            NaN
  1221.16        500.000        97.5370                 NaN            NaN  0.164798       0.341063       0.307035       0.301661        1.34847                 NaN            NaN
