|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/KHA22/KHA22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1221.16        500.000        97.8366                 NaN            NaN  0.871999E-001  0.245307       0.214194       0.277088        1.33957                 NaN            NaN
  1219.78        500.000        97.9329                 NaN            NaN  0.865904E-001  0.232020       0.190780       0.261189        1.29657                 NaN            NaN
  1218.41        500.000        96.7681                 NaN            NaN            NaN  0.526728       0.175407       0.406013        2.05717       0.666221E-001            NaN
  1217.03        500.000        98.9304                 NaN            NaN  0.913774E-001  0.223013E-001  0.251158       0.189257       0.515484                 NaN            NaN
  1215.66        500.000        98.3023                 NaN            NaN  0.206405E-001  0.131504       0.205253       0.152337        1.18796                 NaN            NaN
  1214.29        500.000        98.1528                 NaN            NaN  0.738537E-001  0.175422       0.200292       0.230901        1.16669                 NaN            NaN
  1212.91        500.000        98.1933                 NaN            NaN  0.707384E-001  0.183789       0.187573       0.226539        1.13809                 NaN            NaN
  1211.54        500.000        97.9687                 NaN            NaN  0.918725E-003  0.421645       0.141603       0.320827        1.09105       0.553028E-001            NaN
  1210.17        500.000        98.4254                 NaN            NaN  0.191149E-001  0.194356       0.570105E-001  0.136933        1.16723                 NaN            NaN
  1208.79        500.000        97.8494                 NaN            NaN  0.124795       0.252761E-001  0.369731       0.288509        1.34227                 NaN            NaN
  1207.42        500.000        98.9718                 NaN            NaN  0.664243E-002  0.556154E-001  0.170039       0.798010E-001  0.716113                 NaN            NaN
  1206.05        500.000        97.2544                 NaN            NaN  0.697278E-001  0.188395       0.351931       0.329620        1.77845       0.274555E-001            NaN
  1204.67        500.000        99.8953                 NaN            NaN  0.291939E-003  0.416513E-001            NaN  0.109705E-001  0.518048E-001            NaN            NaN
  1203.30        500.000        97.9049                 NaN            NaN  0.835276E-001  0.218329       0.206661       0.260198        1.32638                 NaN            NaN
  1201.92        500.000        96.5114                 NaN            NaN  0.350149E-001  0.314900       0.457012       0.417682        2.22358       0.404597E-001            NaN
  1200.55        500.000        99.9182                 NaN            NaN  0.590083E-004  0.239340E-001            NaN  0.987763E-002  0.479061E-001            NaN            NaN
  1199.18        500.000        99.9226                 NaN            NaN  0.536193E-002  0.274762E-002            NaN  0.636260E-002  0.629760E-001            NaN            NaN
  1197.80        500.000        99.0941                 NaN            NaN            NaN  0.600790E-001  0.148387       0.109839       0.575383       0.122137E-001            NaN
  1196.43        500.000        97.9740                 NaN            NaN            NaN  0.457935       0.295456E-001  0.250101        1.26316       0.252266E-001            NaN
  1195.06        500.000        98.6524                 NaN            NaN            NaN  0.209767       0.885171E-001  0.155965       0.873117       0.202066E-001            NaN
  1193.68        500.000        98.7028                 NaN            NaN            NaN  0.212668       0.792410E-001  0.150518       0.836200       0.185344E-001            NaN
  1192.31        500.000        99.4332                 NaN            NaN            NaN  0.497575E-001            NaN  0.641555E-001  0.441351       0.115790E-001            NaN
  1190.94        500.000        96.1310                 NaN            NaN            NaN  0.836893       0.884833E-001  0.459690        2.43572       0.482090E-001            NaN
  1189.56        500.000        99.9909                 NaN            NaN            NaN  0.846400E-002            NaN  0.617489E-003            NaN            NaN            NaN
  1188.19        500.000        99.5221                 NaN  0.246193E-002  0.169408E-001  0.404893E-001  0.689463E-002  0.455091E-001  0.260993                 NaN  0.104642     
  1186.81        500.000        99.9999                 NaN  0.101387E-005  0.160779E-005  0.522271E-005            NaN  0.691042E-005  0.382798E-004            NaN  0.368023E-004
  1185.44        500.000        86.9572                 NaN            NaN  0.138210       0.647601       0.585117        1.01743        6.05264       0.312612E-001   4.57055     
  1184.07        500.000                 NaN            NaN  0.256347        1.61993        4.50100        1.54785        7.09440        43.7272                 NaN   41.2533     
  1182.69        500.000                 NaN            NaN  0.377379        1.63744        4.66108        1.15936        7.08494        43.7601                 NaN   41.3197     
  1181.32        500.000                 NaN            NaN  0.413686        1.63702        4.68553        1.07946        7.08510        43.7652                 NaN   41.3340     
  1179.95        500.000                 NaN            NaN  0.430541        1.63212        4.67950        1.07137        7.08755        43.7631                 NaN   41.3358     
  1178.57        500.000                 NaN            NaN  0.485429        1.63609       0.924752        4.73033        7.08508        43.7763                 NaN   41.3620     
  1177.20        500.000                 NaN            NaN  0.518675        1.63518        4.74946       0.856048        7.08538        43.7806                 NaN   41.3746     
  1175.83        500.000                 NaN            NaN  0.551496        1.63408       0.789218        4.76748        7.08554        43.7854                 NaN   41.3868     
  1174.45        500.000                 NaN            NaN  0.581855        1.63225       0.734349        4.77894        7.08615        43.7893                 NaN   41.3972     
  1173.08        500.000                 NaN            NaN  0.592553        1.62677       0.746712        4.76258        7.08911        43.7862                 NaN   41.3961     
  1171.70        500.000                 NaN            NaN  0.851265        1.66465        5.01894                 NaN   7.06926        43.8575                 NaN   41.5384     
  1170.33        500.000                 NaN            NaN  0.851242        1.66458        5.01880                 NaN   7.06922        43.8568                 NaN   41.5394     
  1168.96        500.000                 NaN            NaN  0.851218        1.66450        5.01866                 NaN   7.06918        43.8561                 NaN   41.5403     
  1167.58        500.000                 NaN            NaN  0.851195        1.66443        5.01851                 NaN   7.06914        43.8555                 NaN   41.5413     
  1166.21        500.000                 NaN            NaN  0.851172        1.66436        5.01837                 NaN   7.06910        43.8548                 NaN   41.5422     
  1164.84        500.000                 NaN            NaN  0.851148        1.66428        5.01823                 NaN   7.06906        43.8541                 NaN   41.5432     
  1163.46        500.000                 NaN            NaN  0.857228        1.66030        5.01702                 NaN   7.06992        43.8541                 NaN   41.5414     
  1162.09        500.000                 NaN            NaN  0.820780        1.61178       0.321323        4.86472        7.09238        43.8158                 NaN   41.4733     
  1160.72        500.000                 NaN            NaN  0.858061        1.65959        5.01655                 NaN   7.06999        43.8529                 NaN   41.5429     
  1159.34        500.000                 NaN            NaN  0.875931        1.60811       0.220638        4.88742        7.09292        43.8230                 NaN   41.4919     
  1157.97        500.000                 NaN            NaN  0.953301        1.61844        4.96368                 NaN   7.08636        43.8444                 NaN   41.5338     
  1156.59        500.000                 NaN            NaN  0.863844        1.65563        5.01515       0.124351E-005   7.07069        43.8515                 NaN   41.5432     
  1155.22        500.000                 NaN            NaN  0.864275        1.65526        5.01490                 NaN   7.07074        43.8509                 NaN   41.5439     
  1153.85        500.000                 NaN            NaN  0.869215        1.62143       0.127991        4.95088        7.08327        43.8425                 NaN   41.5047     
  1152.47        500.000                 NaN            NaN  0.973449        1.56264        4.99885                 NaN   7.08414        43.8608       0.220548E-001   41.4980     
  1151.10        500.000                 NaN            NaN  0.977484        1.55973        4.99788                 NaN   7.08477        43.8606       0.222887E-001   41.4972     
  1149.73        500.000                 NaN            NaN   2.49954       0.147950        4.74682                 NaN   7.21219        43.9708       0.503834        40.9188     
  1148.35        500.000                 NaN            NaN   2.65991                 NaN   4.71182                 NaN   7.22292        43.9910       0.555134        40.8592     
  1146.98        500.000                 NaN            NaN   2.66982                 NaN   4.69793                 NaN   7.22502        43.9850       0.555778        40.8664     
  1145.61        500.000                 NaN            NaN   2.66723                 NaN   4.70478                 NaN   7.22511        43.9825       0.555224        40.8652     
  1144.23        500.000                 NaN            NaN   2.67444                 NaN   4.69278                 NaN   7.22567        43.9814       0.555661        40.8701     
  1142.86        500.000                 NaN            NaN   2.67989                 NaN   4.68379                 NaN   7.22607        43.9805       0.555929        40.8738     
  1141.48        500.000                 NaN            NaN   2.70045                 NaN   4.64622                 NaN   7.22530        43.9855       0.557729        40.8848     
  1140.11        500.000                 NaN            NaN   2.70248                 NaN   4.64397                 NaN   7.22633        43.9823       0.557669        40.8873     
  1138.74        500.000                 NaN            NaN   2.70440                 NaN   4.64193                 NaN   7.22738        43.9790       0.557601        40.8897     
  1137.36        500.000                 NaN            NaN   2.70855                 NaN   4.63541                 NaN   7.22801        43.9773       0.557759        40.8930     
  1135.99        500.000                 NaN            NaN   2.71464                 NaN   4.62498                 NaN   7.22827        43.9770       0.558114        40.8970     
  1134.62        500.000                 NaN            NaN   2.72060                 NaN   4.61478                 NaN   7.22855        43.9767       0.558460        40.9009     
  1133.24        500.000                 NaN            NaN   2.72624                 NaN   4.60522                 NaN   7.22886        43.9761       0.558775        40.9048     
  1131.87        500.000                 NaN            NaN   2.73158                 NaN   4.59623                 NaN   7.22922        43.9754       0.559064        40.9085     
  1130.50        500.000                 NaN            NaN   2.73681                 NaN   4.58744                 NaN   7.22958        43.9746       0.559344        40.9122     
  1129.12        500.000                 NaN            NaN   2.74194                 NaN   4.57885                 NaN   7.22996        43.9738       0.559617        40.9158     
  1127.75        500.000                 NaN            NaN   2.74698                 NaN   4.57042                 NaN   7.23034        43.9730       0.559882        40.9194     
  1126.37        500.000                 NaN            NaN   2.74068                 NaN   4.58380                 NaN   7.23133        43.9678       0.558990        40.9174     
  1125.00        500.000                 NaN            NaN   2.75153                 NaN   4.56495                 NaN   7.23233        43.9669       0.559843        40.9245     
  1123.63        500.000                 NaN            NaN   2.74771                 NaN   4.57285                 NaN   7.23245        43.9647       0.559218        40.9231     
  1122.25        500.000                 NaN            NaN   2.76638                 NaN   4.53810                 NaN   7.23194        43.9692       0.560878        40.9335     
  1120.88        500.000                 NaN            NaN   2.77101                 NaN   4.53036                 NaN   7.23236        43.9682       0.561124        40.9369     
  1119.51        500.000                 NaN            NaN   2.77702                 NaN   4.51988                 NaN   7.23251        43.9682       0.561500        40.9409     
  1118.13        500.000                 NaN            NaN   2.76685                 NaN   4.53450                 NaN   7.23325        43.9665       0.561562        40.9374     
  1116.76        500.000                 NaN            NaN   2.75283                 NaN   4.55441                 NaN   7.23374        43.9655       0.561649        40.9319     
  1115.39        500.000                 NaN            NaN   2.75590                 NaN   4.54962                 NaN   7.23415        43.9641       0.561728        40.9345     
  1114.01        500.000                 NaN            NaN   2.75894                 NaN   4.54489                 NaN   7.23456        43.9628       0.561806        40.9370     
  1112.64        500.000                 NaN            NaN   2.76194                 NaN   4.54023                 NaN   7.23496        43.9614       0.561880        40.9396     
  1111.26        500.000                 NaN            NaN   2.76490                 NaN   4.53563                 NaN   7.23535        43.9601       0.561953        40.9421     
  1109.89        500.000                 NaN            NaN   2.76782                 NaN   4.53108                 NaN   7.23574        43.9587       0.562024        40.9446     
  1108.52        500.000                 NaN            NaN   2.85862                 NaN   4.40086                 NaN   7.26294        43.9079       0.564987        41.0047     
  1107.14        500.000                 NaN            NaN   2.86318                 NaN   4.39383                 NaN   7.26358        43.9057       0.565216        41.0085     
  1105.77        500.000                 NaN            NaN   2.87061                 NaN   4.38277                 NaN   7.26781        43.9000       0.565278        41.0135     
  1104.40        500.000                 NaN            NaN   2.87296                 NaN   4.37929                 NaN   7.26618        43.8995       0.565517        41.0166     
  1103.02        500.000                 NaN            NaN   2.88180                 NaN   4.36628                 NaN   7.27046        43.8932       0.565608        41.0226     
  1101.65        500.000                 NaN            NaN   2.88097                 NaN   4.36733                 NaN   7.26831        43.8940       0.565759        41.0236     
  1100.28        500.000                 NaN            NaN   2.89014                 NaN   4.35311                 NaN   7.27028        43.8899       0.566186        41.0304     
  1098.90        500.000                 NaN            NaN   2.88760                 NaN   4.35734                 NaN   7.27009        43.8893       0.565956        41.0297     
  1097.53        500.000                 NaN            NaN   2.89490                 NaN   4.34627                 NaN   7.27185        43.8853       0.566313        41.0354     
  1096.15        500.000                 NaN            NaN   2.89316                 NaN   4.34890                 NaN   7.27158        43.8850       0.566117        41.0352     
  1094.78        500.000                 NaN            NaN   2.89795                 NaN   4.34175                 NaN   7.27286        43.8820       0.566263        41.0392     
  1093.41        500.000                 NaN            NaN   2.83517                 NaN   4.43285                 NaN   7.24519        43.9291       0.563298        40.9944     
  1092.03        500.000                 NaN            NaN   2.90037                 NaN   4.33813                 NaN   7.27363        43.8787       0.566321        41.0428     
  1090.66        500.000                 NaN            NaN   2.84005                 NaN   4.42638                 NaN   7.24681        43.9237       0.563354        40.9997     
  1089.29        500.000                 NaN            NaN   2.84321                 NaN   4.42153                 NaN   7.24744        43.9218       0.563471        41.0025     
  1087.91        500.000                 NaN            NaN   2.84632                 NaN   4.41674                 NaN   7.24808        43.9199       0.563585        41.0054     
  1086.54        500.000                 NaN            NaN   2.83940                 NaN   4.42652                 NaN   7.24874        43.9182       0.563684        41.0035     
  1085.17        500.000                 NaN            NaN   2.82762                 NaN   4.44337                 NaN   7.25100        43.9140       0.563919        41.0001     
  1083.79        500.000                 NaN            NaN   2.83463                 NaN   4.43311                 NaN   7.25304        43.9095       0.564131        41.0056     
  1082.42        500.000                 NaN            NaN   2.83862                 NaN   4.42728                 NaN   7.25416        43.9065       0.564245        41.0091     
  1081.04        500.000                 NaN            NaN   2.84237                 NaN   4.42179                 NaN   7.25523        43.9037       0.564351        41.0125     
  1079.67        500.000                 NaN            NaN   2.87566                 NaN   4.37353                 NaN   7.25809        43.8970       0.564645        41.0311     
  1078.30        500.000                 NaN            NaN   2.87835                 NaN   4.36958                 NaN   7.25894        43.8945       0.564725        41.0339     
  1076.92        500.000                 NaN            NaN   2.88093                 NaN   4.36578                 NaN   7.25976        43.8922       0.564801        41.0366     
  1075.55        500.000                 NaN            NaN   2.88342                 NaN   4.36212                 NaN   7.26056        43.8898       0.564874        41.0392     
  1074.18        500.000                 NaN            NaN   2.88547                 NaN   4.35913                 NaN   7.26117        43.8878       0.564924        41.0415     
  1072.80        500.000                 NaN            NaN   2.88735                 NaN   4.35640                 NaN   7.26171        43.8858       0.564967        41.0438     
  1071.43        500.000                 NaN            NaN   2.88920                 NaN   4.35372                 NaN   7.26226        43.8839       0.565007        41.0460     
  1070.06        500.000                 NaN            NaN   2.89104                 NaN   4.35107                 NaN   7.26280        43.8819       0.565047        41.0482     
  1068.68        500.000                 NaN            NaN   2.89285                 NaN   4.34846                 NaN   7.26334        43.8799       0.565084        41.0503     
  1067.31        500.000                 NaN            NaN   2.89467                 NaN   4.34575                 NaN   7.26380        43.8782       0.565124        41.0525     
  1065.93        500.000                 NaN            NaN   2.89641                 NaN   4.34334                 NaN   7.26441        43.8760       0.565156        41.0547     
  1064.56        500.000                 NaN            NaN   2.91869                 NaN   4.30808                 NaN   7.27580        43.8586       0.566410        41.0724     
  1063.19        500.000                 NaN            NaN   2.91908                 NaN   4.30742                 NaN   7.27586        43.8576       0.566402        41.0736     
  1061.81        500.000                 NaN            NaN   2.91949                 NaN   4.30674                 NaN   7.27592        43.8566       0.566393        41.0748     
  1060.44        500.000                 NaN            NaN   2.91991                 NaN   4.30604                 NaN   7.27599        43.8556       0.566385        41.0761     
  1059.07        500.000                 NaN            NaN   2.92036                 NaN   4.30532                 NaN   7.27607        43.8545       0.566376        41.0773     
  1057.69        500.000                 NaN            NaN   2.92083                 NaN   4.30458                 NaN   7.27616        43.8535       0.566368        41.0786     
  1056.32        500.000                 NaN            NaN   2.92132                 NaN   4.30383                 NaN   7.27626        43.8524       0.566359        41.0799     
  1054.95        500.000                 NaN            NaN   2.92183                 NaN   4.30305                 NaN   7.27637        43.8512       0.566350        41.0812     
  1053.57        500.000                 NaN            NaN   2.92237                 NaN   4.30225                 NaN   7.27649        43.8500       0.566341        41.0825     
  1052.20        500.000                 NaN            NaN   2.92294                 NaN   4.30142                 NaN   7.27662        43.8488       0.566332        41.0839     
  1050.82        500.000                 NaN            NaN   2.92353                 NaN   4.30057                 NaN   7.27677        43.8476       0.566323        41.0852     
  1049.45        500.000                 NaN            NaN   2.92416                 NaN   4.29969                 NaN   7.27693        43.8463       0.566313        41.0866     
  1048.08        500.000                 NaN            NaN   2.92481                 NaN   4.29877                 NaN   7.27710        43.8450       0.566303        41.0881     
  1046.70        500.000                 NaN            NaN   2.92551                 NaN   4.29783                 NaN   7.27729        43.8436       0.566293        41.0895     
  1045.33        500.000                 NaN            NaN   2.92624                 NaN   4.29685                 NaN   7.27750        43.8421       0.566283        41.0910     
  1043.96        500.000                 NaN            NaN   2.92700                 NaN   4.29584                 NaN   7.27773        43.8407       0.566273        41.0925     
  1042.58        500.000                 NaN            NaN   2.92782                 NaN   4.29479                 NaN   7.27797        43.8391       0.566262        41.0940     
  1041.21        500.000                 NaN            NaN   2.92867                 NaN   4.29369                 NaN   7.27824        43.8375       0.566251        41.0956     
  1039.84        500.000                 NaN            NaN   2.92958                 NaN   4.29255                 NaN   7.27853        43.8358       0.566240        41.0972     
  1038.46        500.000                 NaN            NaN   2.93054                 NaN   4.29136                 NaN   7.27885        43.8341       0.566228        41.0989     
  1037.09        500.000                 NaN            NaN   2.93156                 NaN   4.29012                 NaN   7.27919        43.8323       0.566216        41.1006     
  1035.71        500.000                 NaN            NaN   2.93264                 NaN   4.28882                 NaN   7.27956        43.8304       0.566204        41.1024     
  1034.34        500.000                 NaN            NaN   2.93425                 NaN   4.28678                 NaN   7.28026        43.8282       0.566246        41.1043     
  1032.97        500.000                 NaN            NaN   2.93970                 NaN   4.28715                 NaN   7.28022        43.8181       0.565569        41.1093     
  1031.59        500.000                 NaN            NaN   2.93652                 NaN   4.28430                 NaN   7.28114        43.8239       0.566205        41.1079     
  1030.22        500.000                 NaN            NaN   2.93793                 NaN   4.28334                 NaN   7.28211        43.8204       0.566060        41.1102     
  1028.85        500.000                 NaN            NaN   2.93926                 NaN   4.28170                 NaN   7.28209        43.8186       0.566109        41.1122     
  1027.47        500.000                 NaN            NaN   2.94087                 NaN   4.27993                 NaN   7.28271        43.8160       0.566092        41.1144     
  1026.10        500.000                 NaN            NaN   2.94261                 NaN   4.27805                 NaN   7.28340        43.8132       0.566075        41.1167     
  1024.73        500.000                 NaN            NaN   2.94447                 NaN   4.27606                 NaN   7.28414        43.8101       0.566057        41.1191     
  1023.35        500.000                 NaN            NaN   2.94649                 NaN   4.27393                 NaN   7.28496        43.8069       0.566037        41.1217     
  1021.98        500.000                 NaN            NaN   2.94783                 NaN   4.27242                 NaN   7.28711        43.8025       0.565984        41.1242     
  1020.60        500.000                 NaN            NaN   2.95677                 NaN   4.26559                 NaN   7.28874        43.7916       0.565800        41.1315     
  1019.23        500.000                 NaN            NaN   2.95275                 NaN   4.26765                 NaN   7.28791        43.7961       0.566004        41.1296     
  1017.86        500.000                 NaN            NaN   2.96026                 NaN   4.26047                 NaN   7.29077        43.7856       0.566161        41.1368     
  1016.48        500.000                 NaN            NaN   2.96291                 NaN   4.25785                 NaN   7.29160        43.7826       0.565860        41.1392     
  1015.11        500.000                 NaN            NaN   2.96471                 NaN   4.25576                 NaN   7.29282        43.7791       0.565843        41.1417     
  1013.74        500.000                 NaN            NaN   2.96642                 NaN   4.25370                 NaN   7.29368        43.7762       0.565867        41.1442     
  1012.36        500.000                 NaN            NaN   2.96797                 NaN   4.25202                 NaN   7.29455        43.7731       0.565872        41.1465     
  1010.99        500.000                 NaN            NaN   2.96978                 NaN   4.24981                 NaN   7.29554        43.7701       0.565850        41.1489     
  1009.62        500.000                 NaN            NaN   2.94397                 NaN   4.26648                 NaN   7.28509        43.8084       0.566867        41.1292     
  1008.24        500.000                 NaN            NaN   2.94389                 NaN   4.26637                 NaN   7.28506        43.8077       0.566855        41.1301     
  1006.87        500.000                 NaN            NaN   2.94381                 NaN   4.26626                 NaN   7.28502        43.8071       0.566842        41.1310     
  1005.49        500.000                 NaN            NaN   2.94373                 NaN   4.26616                 NaN   7.28498        43.8064       0.566830        41.1319     
  1004.12        500.000                 NaN            NaN   2.94365                 NaN   4.26605                 NaN   7.28495        43.8058       0.566817        41.1328     
  1002.75        500.000                 NaN            NaN   2.94357                 NaN   4.26594                 NaN   7.28491        43.8051       0.566805        41.1337     
  1001.37        500.000                 NaN            NaN   2.94349                 NaN   4.26583                 NaN   7.28488        43.8044       0.566792        41.1346     
  1000.00        500.000                 NaN            NaN   2.94341                 NaN   4.26572                 NaN   7.28484        43.8038       0.566780        41.1355     
