|6.6.6
Archiving\03_Data\Deq/QFM_m2.5/T13/T13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.9914       0.863630E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9914       0.863662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9914       0.863693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9914       0.863725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9914       0.863757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9914       0.863790E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9914       0.863822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9914       0.863855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9914       0.863888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9914       0.863921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9914       0.863954E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9914       0.863988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9914       0.864021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.9914       0.864055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.9100       0.828233E-002  0.817319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.9760       0.413597E-002   1.01984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        98.0560                 NaN   1.94397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        97.4452                 NaN   2.55481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        96.8338                 NaN   3.16624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        96.2217                 NaN   3.77828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        95.6091                 NaN   4.39091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        94.9959                 NaN   5.00413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
