|6.6.6
Archiving\03_Data\eq/QFM_m4.25/WD94/WD94_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7263       0.273708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7263       0.273727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.7263       0.273746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.7262       0.273766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.7262       0.273785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.7262       0.273804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7262       0.273824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.7262       0.273843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.7261       0.273863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.7261       0.273882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.7261       0.273902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.7261       0.273922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.7261       0.273942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.7260       0.273962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.7260       0.273982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.7260       0.274002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.7260       0.274022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.7260       0.274042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.7259       0.274062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.7259       0.274082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.7259       0.274102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.7259       0.274122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.7259       0.274142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.7258       0.274162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.7258       0.274183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.7258       0.274203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.7258       0.274223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.7258       0.274244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.7257       0.274264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.7257       0.274284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1001       0.274408       0.625520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        98.3271       0.274556        1.39830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        97.5533       0.274703        2.17196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        96.7918       0.274849        2.93335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        95.3558       0.176368        4.21332       0.254494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        93.3940                 NaN   5.89600       0.710000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        92.6560                 NaN   6.63362       0.710397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        91.9421                 NaN   7.34713       0.710783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        91.2275                 NaN   8.06137       0.711168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        90.5121                 NaN   8.77635       0.711552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        89.7960                 NaN   9.49204       0.711935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        89.0977                 NaN   10.1900       0.712311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        88.3883                 NaN   10.8978       0.712694       0.117115E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        87.6967                 NaN   11.5798       0.713075       0.104305E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        87.0043                 NaN   12.2625       0.713454       0.196999E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        86.3193                 NaN   12.9357       0.713834       0.311867E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        85.6336                 NaN   13.6095       0.714213       0.426858E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        84.9473                 NaN   14.2839       0.714590       0.541972E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        84.2602                 NaN   14.9591       0.714967       0.657209E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        83.6053                 NaN   15.6028       0.715330       0.765079E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        82.9498                 NaN   16.2472       0.715692       0.873059E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.2937                 NaN   16.8921       0.716053       0.981148E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        81.6370                 NaN   17.5376       0.716413       0.108935                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        80.9797                 NaN   18.1837       0.716771       0.119765                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.3219                 NaN   18.8304       0.717129       0.130606                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        79.6634                 NaN   19.4777       0.717484       0.141458                 NaN            NaN            NaN            NaN            NaN            NaN
