|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1631.41        2500.00       0.798838E-002   99.1717       0.696729       0.123538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.83        2500.00       0.132998E-002   99.8849       0.941684E-001  0.196444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.25        2500.00                 NaN   98.1984        1.56679       0.234819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.66        2500.00                 NaN   99.0505       0.826847       0.122640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00                 NaN   99.0631       0.816132       0.120722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.50        2500.00                 NaN   99.0729       0.805530       0.121523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.92        2500.00                 NaN   99.0679       0.816029       0.116092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.33        2500.00                 NaN   99.1077       0.775554       0.116788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.75        2500.00                 NaN   99.1058       0.777637       0.116570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.17        2500.00                 NaN   99.1125       0.774545       0.112955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.59        2500.00                 NaN   99.1231       0.764903       0.111966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.00        2500.00                 NaN   99.1318       0.758145       0.110086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.42        2500.00                 NaN   99.1280       0.761881       0.110150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.84        2500.00                 NaN   99.1622       0.731128       0.106654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.26        2500.00                 NaN   99.1595       0.734728       0.105793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
