|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1247.03        2500.00        96.9136                 NaN  0.891646                 NaN            NaN            NaN            NaN            NaN  0.568193       0.114451        1.51209                 NaN
  1245.80        2500.00        98.2587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.135108       0.523196E-001   1.55389                 NaN
  1244.58        2500.00        97.8192                 NaN   1.28016       0.101329                 NaN            NaN            NaN            NaN  0.373250                 NaN  0.426068                 NaN
  1243.35        2500.00        97.2499                 NaN  0.760517                 NaN            NaN            NaN            NaN            NaN  0.302845       0.550336E-001   1.63166                 NaN
  1242.12        2500.00        99.5186                 NaN  0.328278                 NaN            NaN            NaN            NaN            NaN  0.115235       0.378473E-001            NaN            NaN
  1240.89        2500.00        97.6722                 NaN  0.701299       0.304633E-001            NaN            NaN            NaN            NaN  0.229467       0.355940E-001   1.33097                 NaN
  1239.66        2500.00        97.6651                 NaN  0.828032       0.435102E-005            NaN            NaN            NaN            NaN  0.352788       0.516534E-001   1.10243                 NaN
  1238.43        2500.00        97.9463                 NaN  0.119068                 NaN            NaN            NaN            NaN            NaN  0.388386E-001  0.129279        1.76651                 NaN
  1237.20        2500.00        97.5574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.131420       0.115587        2.15590       0.396775E-001
  1235.97        2500.00        94.1511                 NaN   2.50811                 NaN            NaN            NaN            NaN            NaN  0.988617                 NaN   1.89492       0.457286     
  1234.74        2500.00        98.1180                 NaN  0.392848                 NaN            NaN            NaN            NaN            NaN            NaN  0.360175E-001  0.767253       0.685924     
  1233.51        2500.00        98.3198                 NaN  0.865942                 NaN            NaN            NaN            NaN            NaN  0.267124       0.286531E-001  0.518488                 NaN
  1232.29        2500.00        91.6382                 NaN   1.18407                 NaN            NaN            NaN            NaN            NaN  0.751879       0.800067E-001   3.90041        2.44540     
  1231.06        2500.00        91.9283                 NaN   1.33386                 NaN            NaN            NaN            NaN            NaN  0.747269       0.778435E-001   3.51200        2.40076     
  1229.83        2500.00                 NaN            NaN  0.194162        15.4372                 NaN            NaN            NaN            NaN   8.44804        1.06892        43.3418        31.5099     
  1228.60        2500.00                 NaN            NaN   4.85397        10.6358       0.165998E-005            NaN            NaN            NaN   8.21617        1.12651        43.6744        31.4931     
  1227.37        2500.00                 NaN            NaN   4.83704        10.6540       0.215696E-005            NaN            NaN            NaN   8.21973        1.12581        43.6702        31.4933     
  1226.14        2500.00                 NaN            NaN   4.82019        10.6721       0.275228E-005            NaN            NaN            NaN   8.22329        1.12511        43.6659        31.4934     
  1224.91        2500.00                 NaN            NaN   4.80342        10.6902       0.346214E-005            NaN            NaN            NaN   8.22684        1.12440        43.6616        31.4936     
  1223.68        2500.00                 NaN            NaN   4.78665        10.7082       0.431471E-005            NaN            NaN            NaN   8.23041        1.12369        43.6573        31.4937     
  1222.45        2500.00                 NaN            NaN   1.12738        14.5971       0.170913E-004            NaN            NaN            NaN   8.41483        1.05155        43.2802        31.5288     
  1221.22        2500.00                 NaN            NaN   1.04848        14.6780       0.228959E-004            NaN            NaN            NaN   8.41827        1.05068        43.2755        31.5291     
  1220.00        2500.00                 NaN            NaN   8.07406        7.55792                 NaN            NaN            NaN            NaN   8.33472        1.08245        43.4359        31.5150     
  1218.77        2500.00                 NaN            NaN   8.09394        7.53948                 NaN            NaN            NaN            NaN   8.33770        1.08178        43.4319        31.5152     
  1217.54        2500.00                 NaN            NaN   8.13625        7.49832       0.130933E-005            NaN            NaN            NaN   8.34066        1.08116        43.4283        31.5153     
  1216.31        2500.00                 NaN            NaN   8.16885        7.46702       0.130692E-005            NaN            NaN            NaN   8.34365        1.08051        43.4245        31.5155     
  1215.08        2500.00                 NaN            NaN   8.20791        7.42918       0.130449E-005            NaN            NaN            NaN   8.34659        1.07989        43.4208        31.5157     
  1213.85        2500.00                 NaN            NaN   8.19405        7.44495                 NaN            NaN            NaN            NaN   8.34959        1.07911        43.4163        31.5160     
  1212.62        2500.00                 NaN            NaN   15.7416                 NaN            NaN            NaN            NaN            NaN   8.44862        1.04326        43.2352        31.5314     
  1211.39        2500.00                 NaN            NaN   8.31557        7.32536                 NaN            NaN            NaN            NaN   8.35551        1.07794        43.4094        31.5162     
  1210.16        2500.00                 NaN            NaN   8.34528        7.29705                 NaN            NaN            NaN            NaN   8.35849        1.07727        43.4055        31.5164     
  1208.93        2500.00                 NaN            NaN   8.38093        7.26272                 NaN            NaN            NaN            NaN   8.36147        1.07660        43.4017        31.5166     
  1207.70        2500.00                 NaN            NaN   8.38296        7.26246                 NaN            NaN            NaN            NaN   8.36442        1.07586        43.3975        31.5168     
  1206.48        2500.00                 NaN            NaN   8.41967        7.22708                 NaN            NaN            NaN            NaN   8.36741        1.07518        43.3936        31.5170     
  1205.25        2500.00                 NaN            NaN   8.45635        7.19175                 NaN            NaN            NaN            NaN   8.37039        1.07451        43.3898        31.5172     
  1204.02        2500.00                 NaN            NaN   8.52114        7.12797                 NaN            NaN            NaN            NaN   8.37340        1.07390        43.3863        31.5173     
  1202.79        2500.00                 NaN            NaN   8.55538        7.09513                 NaN            NaN            NaN            NaN   8.37639        1.07321        43.3824        31.5175     
  1201.56        2500.00                 NaN            NaN   8.58984        7.06208                 NaN            NaN            NaN            NaN   8.37937        1.07252        43.3785        31.5177     
  1200.33        2500.00                 NaN            NaN   8.62409        7.02929                 NaN            NaN            NaN            NaN   8.38237        1.07182        43.3745        31.5179     
  1199.10        2500.00                 NaN            NaN   8.65802        6.99686                 NaN            NaN            NaN            NaN   8.38538        1.07110        43.3705        31.5181     
  1197.87        2500.00                 NaN            NaN   8.69183        6.96450                 NaN            NaN            NaN            NaN   8.38840        1.07039        43.3665        31.5184     
  1196.64        2500.00                 NaN            NaN   8.72543        6.93233                 NaN            NaN            NaN            NaN   8.39140        1.06967        43.3626        31.5186     
  1195.41        2500.00                 NaN            NaN   8.75861        6.90065                 NaN            NaN            NaN            NaN   8.39441        1.06895        43.3586        31.5188     
  1194.19        2500.00                 NaN            NaN   8.79153        6.86925                 NaN            NaN            NaN            NaN   8.39742        1.06823        43.3546        31.5190     
  1192.96        2500.00                 NaN            NaN   8.82430        6.83804                 NaN            NaN            NaN            NaN   8.40043        1.06751        43.3505        31.5192     
  1191.73        2500.00                 NaN            NaN   8.83417        6.83001                 NaN            NaN            NaN            NaN   8.40334        1.06671        43.3462        31.5195     
  1190.50        2500.00                 NaN            NaN   8.88270        6.78286                 NaN            NaN            NaN            NaN   8.40639        1.06601        43.3423        31.5197     
  1189.27        2500.00                 NaN            NaN   8.91542        6.75166                 NaN            NaN            NaN            NaN   8.40940        1.06526        43.3383        31.5199     
  1188.04        2500.00                 NaN            NaN   8.94596        6.72274                 NaN            NaN            NaN            NaN   8.41244        1.06448        43.3342        31.5202     
  1186.81        2500.00                 NaN            NaN   8.98320        6.68706                 NaN            NaN            NaN            NaN   8.41545        1.06375        43.3301        31.5204     
  1185.58        2500.00                 NaN            NaN   9.01430        6.65757                 NaN            NaN            NaN            NaN   8.41845        1.06300        43.3260        31.5207     
  1184.35        2500.00                 NaN            NaN   9.04478        6.62875                 NaN            NaN            NaN            NaN   8.42146        1.06223        43.3219        31.5209     
  1183.12        2500.00                 NaN            NaN   9.07547        6.59972                 NaN            NaN            NaN            NaN   8.42449        1.06145        43.3177        31.5212     
  1181.90        2500.00                 NaN            NaN   9.10605        6.57088                 NaN            NaN            NaN            NaN   8.42755        1.06065        43.3134        31.5214     
  1180.67        2500.00                 NaN            NaN   9.13430        6.54433                 NaN            NaN            NaN            NaN   8.43053        1.05987        43.3093        31.5217     
  1179.44        2500.00                 NaN            NaN   9.16531        6.51502                 NaN            NaN            NaN            NaN   8.43364        1.05906        43.3050        31.5219     
  1178.21        2500.00                 NaN            NaN   9.19501        6.48706                 NaN            NaN            NaN            NaN   8.43657        1.05829        43.3009        31.5222     
  1176.98        2500.00                 NaN            NaN   9.22455        6.45927                 NaN            NaN            NaN            NaN   8.43960        1.05748        43.2966        31.5225     
  1175.75        2500.00                 NaN            NaN   9.25353        6.43203                 NaN            NaN            NaN            NaN   8.44261        1.05668        43.2924        31.5227     
  1174.52        2500.00                 NaN            NaN   9.28202        6.40532                 NaN            NaN            NaN            NaN   8.44563        1.05586        43.2882        31.5230     
  1173.29        2500.00                 NaN            NaN   9.31044        6.37873                 NaN            NaN            NaN            NaN   8.44868        1.05502        43.2838        31.5233     
  1172.06        2500.00                 NaN            NaN   9.33866        6.35241                 NaN            NaN            NaN            NaN   8.45187        1.05420        43.2793        31.5236     
  1170.83        2500.00                 NaN            NaN   9.36658        6.32627                 NaN            NaN            NaN            NaN   8.45471        1.05341        43.2751        31.5239     
  1169.61        2500.00                 NaN            NaN   9.39352        6.30108                 NaN            NaN            NaN            NaN   8.45761        1.05260        43.2711        31.5241     
  1168.38        2500.00                 NaN            NaN   9.42131        6.27530                 NaN            NaN            NaN            NaN   8.46075        1.05172        43.2665        31.5245     
  1167.15        2500.00                 NaN            NaN   9.44145        6.25707                 NaN            NaN            NaN            NaN   8.46371        1.05087        43.2621        31.5248     
  1165.92        2500.00                 NaN            NaN   9.47628        6.22411       0.150931E-005            NaN            NaN            NaN   8.46683        1.05001        43.2577        31.5250     
  1164.69        2500.00                 NaN            NaN   9.49972        6.20259       0.472330E-005            NaN            NaN            NaN   8.46981        1.04915        43.2534        31.5253     
  1163.46        2500.00                 NaN            NaN   9.52739        6.17671       0.466882E-005            NaN            NaN            NaN   8.47283        1.04832        43.2491        31.5256     
  1162.23        2500.00                 NaN            NaN   9.44099        6.25061                 NaN            NaN            NaN            NaN   8.48056        1.05238        43.2519        31.5236     
  1161.00        2500.00                 NaN            NaN   9.46496        6.22881                 NaN            NaN            NaN            NaN   8.48345        1.05143        43.2474        31.5240     
  1159.77        2500.00                 NaN            NaN   9.49144        6.20446       0.578415E-005            NaN            NaN            NaN   8.48627        1.05052        43.2430        31.5243     
  1158.54        2500.00                 NaN            NaN   9.51517        6.18295       0.567865E-005            NaN            NaN            NaN   8.48934        1.04942        43.2386        31.5246     
  1157.31        2500.00                 NaN            NaN   9.54024        6.16007       0.176245E-005            NaN            NaN            NaN   8.49218        1.04848        43.2341        31.5249     
  1156.09        2500.00                 NaN            NaN   9.56489        6.13761       0.173212E-005            NaN            NaN            NaN   8.49502        1.04755        43.2297        31.5253     
  1154.86        2500.00                 NaN            NaN   9.60778        6.09671       0.171375E-005            NaN            NaN            NaN   8.49820        1.04627        43.2256        31.5254     
  1153.63        2500.00                 NaN            NaN   9.62994        6.07674       0.168428E-005            NaN            NaN            NaN   8.50100        1.04535        43.2212        31.5258     
  1152.40        2500.00                 NaN            NaN   9.65228        6.05661                 NaN            NaN            NaN            NaN   8.50380        1.04443        43.2168        31.5261     
  1151.17        2500.00                 NaN            NaN   9.67528        6.03583                 NaN            NaN            NaN            NaN   8.50662        1.04350        43.2123        31.5265     
  1149.94        2500.00                 NaN            NaN   9.79812        5.92834                 NaN            NaN            NaN            NaN   8.50587        1.03857        43.2000        31.5291     
  1148.71        2500.00                 NaN            NaN   9.82030        5.90834                 NaN            NaN            NaN            NaN   8.50881        1.03762        43.1955        31.5294     
  1147.48        2500.00                 NaN            NaN   9.83869        5.89095                 NaN            NaN            NaN            NaN   8.51395        1.03645        43.1903        31.5296     
  1146.25        2500.00                 NaN            NaN   9.86103        5.87012                 NaN            NaN            NaN            NaN   8.51634        1.03584        43.1868        31.5299     
  1145.02        2500.00                 NaN            NaN   9.88899        5.84554                 NaN            NaN            NaN            NaN   8.51873        1.03486        43.1813        31.5305     
  1143.80        2500.00                 NaN            NaN   9.81035        5.91431                 NaN            NaN            NaN            NaN   8.52356        1.03783        43.1852        31.5288     
  1142.57        2500.00                 NaN            NaN   9.82961        5.89733                 NaN            NaN            NaN            NaN   8.52638        1.03689        43.1807        31.5291     
  1141.34        2500.00                 NaN            NaN   9.82545       0.574942E-003   5.90631                 NaN            NaN            NaN   8.52245        1.03564        43.1794        31.5301     
  1140.11        2500.00                 NaN            NaN   9.87348        5.85813                 NaN            NaN            NaN            NaN   8.53207        1.03495        43.1714        31.5299     
  1138.88        2500.00                 NaN            NaN   9.86025       0.720400E-003   5.87643                 NaN            NaN            NaN   8.52882        1.03324        43.1697        31.5308     
  1137.65        2500.00                 NaN            NaN   9.92278        5.81484                 NaN            NaN            NaN            NaN   8.53954        1.03193        43.1601        31.5308     
  1136.42        2500.00                 NaN            NaN   9.90267        5.84006                 NaN            NaN            NaN            NaN   8.53524        1.03104        43.1592        31.5317     
  1135.19        2500.00                 NaN            NaN   9.92572       0.660404E-004   5.81812                 NaN            NaN            NaN   8.53756        1.03044        43.1560        31.5321     
  1133.96        2500.00                 NaN            NaN   9.94341        5.80304                 NaN            NaN            NaN            NaN   8.54063        1.02941        43.1510        31.5325     
  1132.73        2500.00                 NaN            NaN   10.0002        5.74681                 NaN            NaN            NaN            NaN   8.55077        1.02807        43.1417        31.5324     
  1131.51        2500.00                 NaN            NaN   9.97346        5.77863                 NaN            NaN            NaN            NaN   8.54678        1.02730        43.1405        31.5333     
  1130.28        2500.00                 NaN            NaN   9.99207        5.76250                 NaN            NaN            NaN            NaN   8.54974        1.02630        43.1357        31.5337     
  1129.05        2500.00                 NaN            NaN   10.0099        5.74665                 NaN            NaN            NaN            NaN   8.55292        1.02536        43.1310        31.5342     
  1127.82        2500.00                 NaN            NaN   10.0248        5.73477                 NaN            NaN            NaN            NaN   8.55661        1.02396        43.1252        31.5347     
  1126.59        2500.00                 NaN            NaN   10.0456        5.71647                 NaN            NaN            NaN            NaN   8.55863        1.02326        43.1211        31.5349     
  1125.36        2500.00                 NaN            NaN   10.0557        5.70724                 NaN            NaN            NaN            NaN   8.56102        1.02262        43.1183        31.5351     
  1124.13        2500.00                 NaN            NaN   11.8766        3.76672       0.454037E-004            NaN            NaN            NaN   8.50893        1.05209        43.2805        31.5151     
  1122.90        2500.00                 NaN            NaN   12.7490        2.96048       0.441924E-004            NaN            NaN            NaN   8.33778        1.07820        43.3339        31.5406     
  1121.67        2500.00                 NaN            NaN   12.7524        2.95742       0.444303E-004            NaN            NaN            NaN   8.33792        1.07811        43.3334        31.5407     
  1120.44        2500.00                 NaN            NaN   12.7558        2.95437       0.446435E-004            NaN            NaN            NaN   8.33807        1.07803        43.3329        31.5408     
  1119.22        2500.00                 NaN            NaN   12.7592        2.95134       0.448518E-004            NaN            NaN            NaN   8.33822        1.07794        43.3324        31.5409     
  1117.99        2500.00                 NaN            NaN   12.7625        2.94832       0.450497E-004            NaN            NaN            NaN   8.33836        1.07786        43.3319        31.5410     
  1116.76        2500.00                 NaN            NaN   12.7659        2.94531       0.452388E-004            NaN            NaN            NaN   8.33851        1.07777        43.3314        31.5411     
  1115.53        2500.00                 NaN            NaN   12.7692        2.94232       0.454169E-004            NaN            NaN            NaN   8.33866        1.07769        43.3309        31.5412     
  1114.30        2500.00                 NaN            NaN   12.7725        2.93934       0.455702E-004            NaN            NaN            NaN   8.33880        1.07760        43.3304        31.5413     
  1113.07        2500.00                 NaN            NaN   12.7758        2.93638       0.457209E-004            NaN            NaN            NaN   8.33895        1.07752        43.3299        31.5414     
  1111.84        2500.00                 NaN            NaN   12.7791        2.93343       0.458471E-004            NaN            NaN            NaN   8.33910        1.07743        43.3294        31.5415     
  1110.61        2500.00                 NaN            NaN   12.7816        2.93115       0.123107E-004            NaN            NaN            NaN   8.33864        1.07732        43.3301        31.5412     
  1109.38        2500.00                 NaN            NaN   12.7849        2.92824       0.120425E-004            NaN            NaN            NaN   8.33879        1.07724        43.3296        31.5413     
  1108.15        2500.00                 NaN            NaN   12.7881        2.92533       0.117746E-004            NaN            NaN            NaN   8.33893        1.07715        43.3291        31.5414     
  1106.92        2500.00                 NaN            NaN   12.7913        2.92244       0.115079E-004            NaN            NaN            NaN   8.33908        1.07707        43.3286        31.5415     
  1105.70        2500.00                 NaN            NaN   12.7945        2.91956       0.112425E-004            NaN            NaN            NaN   8.33923        1.07698        43.3281        31.5416     
  1104.47        2500.00                 NaN            NaN   12.7977        2.91670       0.109806E-004            NaN            NaN            NaN   8.33937        1.07690        43.3276        31.5417     
  1103.24        2500.00                 NaN            NaN   12.8009        2.91384       0.107175E-004            NaN            NaN            NaN   8.33952        1.07682        43.3271        31.5418     
  1102.01        2500.00                 NaN            NaN   12.8041        2.91100       0.104599E-004            NaN            NaN            NaN   8.33967        1.07673        43.3266        31.5419     
  1100.78        2500.00                 NaN            NaN   12.8073        2.90817       0.102035E-004            NaN            NaN            NaN   8.33982        1.07665        43.3261        31.5420     
  1099.55        2500.00                 NaN            NaN   12.8104        2.90535       0.332291E-004            NaN            NaN            NaN   8.33997        1.07657        43.3256        31.5421     
  1098.32        2500.00                 NaN            NaN   12.8135        2.90256       0.330684E-004            NaN            NaN            NaN   8.34011        1.07648        43.3251        31.5422     
  1097.09        2500.00                 NaN            NaN   12.8167        2.89976       0.329042E-004            NaN            NaN            NaN   8.34026        1.07640        43.3246        31.5423     
  1095.86        2500.00                 NaN            NaN   12.8097        2.87602       0.316768E-001            NaN            NaN            NaN   8.34104        1.07616        43.3229        31.5425     
  1094.63        2500.00                 NaN            NaN   12.8128        2.87327       0.316272E-001            NaN            NaN            NaN   8.34119        1.07608        43.3224        31.5426     
  1093.41        2500.00                 NaN            NaN   12.8159        2.87053       0.315974E-001            NaN            NaN            NaN   8.34134        1.07600        43.3219        31.5427     
  1092.18        2500.00                 NaN            NaN  0.434593E-004   12.5959        3.38391                 NaN            NaN            NaN   8.73817       0.943274        42.7697        31.5689     
  1090.95        2500.00                 NaN            NaN  0.733116        15.2431                 NaN            NaN            NaN            NaN   8.73899       0.950190        42.7603        31.5743     
  1089.72        2500.00                 NaN            NaN   1.14675        14.8682                 NaN            NaN            NaN            NaN   8.75120       0.935679        42.7158        31.5823     
  1088.49        2500.00                 NaN            NaN   12.8283        2.85963       0.315515E-001            NaN            NaN            NaN   8.34195        1.07566        43.3199        31.5431     
  1087.26        2500.00                 NaN            NaN   5.77033        10.1870                 NaN            NaN            NaN            NaN   8.72429       0.950753        42.8024        31.5652     
  1086.03        2500.00                 NaN            NaN   10.4640        5.38206                 NaN            NaN            NaN            NaN   8.65676       0.988892        42.9582        31.5501     
  1084.80        2500.00                 NaN            NaN   10.4681        5.38078                 NaN            NaN            NaN            NaN   8.65950       0.987802        42.9532        31.5506     
  1083.57        2500.00                 NaN            NaN   10.6016        5.25855                 NaN            NaN            NaN            NaN   8.66425       0.983893        42.9392        31.5525     
  1082.34        2500.00                 NaN            NaN   10.6049        5.25839                 NaN            NaN            NaN            NaN   8.66738       0.982514        42.9339        31.5529     
  1081.12        2500.00                 NaN            NaN   10.4947        5.36289                 NaN            NaN            NaN            NaN   8.66806       0.984400        42.9378        31.5522     
  1079.89        2500.00                 NaN            NaN   10.5061        5.35435                 NaN            NaN            NaN            NaN   8.67094       0.983254        42.9326        31.5527     
  1078.66        2500.00                 NaN            NaN   10.5185        5.34503                 NaN            NaN            NaN            NaN   8.67188       0.982050        42.9294        31.5531     
  1077.43        2500.00                 NaN            NaN   10.5629        5.30203                 NaN            NaN            NaN            NaN   8.67716       0.980869        42.9236        31.5535     
  1076.20        2500.00                 NaN            NaN   5.13552        10.6016       0.205983E-004            NaN            NaN            NaN   8.54791        1.05000        43.1214        31.5435     
  1074.97        2500.00                 NaN            NaN   12.9820        2.85172       0.293095E-004            NaN            NaN            NaN   8.34303        1.07492        43.1736        31.5747     
  1073.74        2500.00                 NaN            NaN   16.0491                 NaN            NaN            NaN            NaN            NaN   8.79933       0.917200        42.6513        31.5831     
  1072.51        2500.00                 NaN            NaN   3.54733        12.2978       0.393487E-004            NaN            NaN            NaN   8.56265        1.00771        43.0265        31.5580     
  1071.28        2500.00                 NaN            NaN   10.6651        5.22438                 NaN            NaN            NaN            NaN   8.69569       0.972006        42.8849        31.5579     
  1070.05        2500.00                 NaN            NaN   10.5509        5.33280                 NaN            NaN            NaN            NaN   8.69343       0.974198        42.8915        31.5571     
  1068.83        2500.00                 NaN            NaN   10.6823        5.21313                 NaN            NaN            NaN            NaN   8.70147       0.969665        42.8744        31.5591     
  1067.60        2500.00                 NaN            NaN   10.6865       0.641902E-003   5.21120                 NaN            NaN            NaN   8.70344       0.968480        42.8700        31.5597     
  1066.37        2500.00                 NaN            NaN   10.6887        5.21275                 NaN            NaN            NaN            NaN   8.70712       0.967408        42.8637        31.5603     
  1065.14        2500.00                 NaN            NaN   10.6710        5.23324                 NaN            NaN            NaN            NaN   8.71033       0.965885        42.8590        31.5606     
  1063.91        2500.00                 NaN            NaN   10.6911        5.21586                 NaN            NaN            NaN            NaN   8.71187       0.965055        42.8548        31.5613     
  1062.68        2500.00                 NaN            NaN   10.6889        5.22088       0.144214E-005            NaN            NaN            NaN   8.71452       0.964000        42.8499        31.5619     
  1061.45        2500.00                 NaN            NaN   10.6888        5.22392                 NaN            NaN            NaN            NaN   8.71730       0.962861        42.8447        31.5624     
  1060.22        2500.00                 NaN            NaN   10.7020        5.21380                 NaN            NaN            NaN            NaN   8.72034       0.961634        42.8392        31.5630     
  1058.99        2500.00                 NaN            NaN   10.6901        5.22895                 NaN            NaN            NaN            NaN   8.72302       0.960465        42.8338        31.5636     
  1057.76        2500.00                 NaN            NaN   10.6891        5.23245       0.134872E-005            NaN            NaN            NaN   8.72556       0.959535        42.8291        31.5642     
  1056.54        2500.00                 NaN            NaN   10.6923        5.23250                 NaN            NaN            NaN            NaN   8.72885       0.958175        42.8234        31.5647     
  1055.31        2500.00                 NaN            NaN   10.6939        5.23379                 NaN            NaN            NaN            NaN   8.73155       0.956987        42.8185        31.5652     
  1054.08        2500.00                 NaN            NaN   10.7020        5.22868                 NaN            NaN            NaN            NaN   8.73445       0.955818        42.8133        31.5658     
  1052.85        2500.00                 NaN            NaN   10.6982        5.23541                 NaN            NaN            NaN            NaN   8.73691       0.954849        42.8082        31.5665     
  1051.62        2500.00                 NaN            NaN   10.7032        5.23321                 NaN            NaN            NaN            NaN   8.73962       0.953843        42.8030        31.5671     
  1050.39        2500.00                 NaN            NaN   10.6988        5.24071                 NaN            NaN            NaN            NaN   8.74251       0.952603        42.7977        31.5676     
  1049.16        2500.00                 NaN            NaN   10.6957        5.24685       0.102008E-004            NaN            NaN            NaN   8.74524       0.951485        42.7925        31.5682     
  1047.93        2500.00                 NaN            NaN   10.6967        5.24883       0.101361E-004            NaN            NaN            NaN   8.74799       0.950353        42.7873        31.5688     
  1046.70        2500.00                 NaN            NaN   10.6936        5.25480       0.100712E-004            NaN            NaN            NaN   8.75065       0.949262        42.7823        31.5694     
  1045.47        2500.00                 NaN            NaN   10.6884        5.26330       0.100062E-004            NaN            NaN            NaN   8.75399       0.947990        42.7763        31.5700     
  1044.24        2500.00                 NaN            NaN   10.6842        5.27039                 NaN            NaN            NaN            NaN   8.75622       0.946932        42.7716        31.5707     
  1043.02        2500.00                 NaN            NaN   10.6786        5.27905                 NaN            NaN            NaN            NaN   8.75900       0.945777        42.7663        31.5713     
  1041.79        2500.00                 NaN            NaN   10.6738        5.28689                 NaN            NaN            NaN            NaN   8.76163       0.944693        42.7611        31.5719     
  1040.56        2500.00                 NaN            NaN   10.6686        5.29533                 NaN            NaN            NaN            NaN   8.76424       0.943521        42.7558        31.5725     
  1039.33        2500.00                 NaN            NaN   10.6635        5.30336                 NaN            NaN            NaN            NaN   8.76696       0.942418        42.7506        31.5731     
  1038.10        2500.00                 NaN            NaN   10.6589        5.31104                 NaN            NaN            NaN            NaN   8.76973       0.941284        42.7453        31.5737     
  1036.87        2500.00                 NaN            NaN   10.6549        5.31809                 NaN            NaN            NaN            NaN   8.77247       0.940137        42.7400        31.5744     
  1035.64        2500.00                 NaN            NaN   10.6513        5.32473                 NaN            NaN            NaN            NaN   8.77518       0.939010        42.7348        31.5750     
  1034.41        2500.00                 NaN            NaN   10.6480        5.33122                 NaN            NaN            NaN            NaN   8.77788       0.937861        42.7295        31.5756     
  1033.18        2500.00                 NaN            NaN   10.6453        5.33715                 NaN            NaN            NaN            NaN   8.78046       0.936666        42.7242        31.5763     
  1031.95        2500.00                 NaN            NaN   10.6466        5.33873                 NaN            NaN            NaN            NaN   8.78343       0.935536        42.7188        31.5769     
  1030.73        2500.00                 NaN            NaN   14.9990        1.20444                 NaN            NaN            NaN            NaN   8.92711       0.855071        42.4082        31.6062     
  1029.50        2500.00                 NaN            NaN   16.2158                 NaN            NaN            NaN            NaN            NaN   8.93469       0.850263        42.3915        31.6078     
  1028.27        2500.00                 NaN            NaN   4.35924        11.4757                 NaN            NaN            NaN            NaN   8.70060       0.986188        42.9227        31.5557     
  1027.04        2500.00                 NaN            NaN   4.12630        11.6856       0.122262E-005            NaN            NaN            NaN   8.71741       0.977342        42.9463        31.5471     
  1025.81        2500.00                 NaN            NaN   4.13290        11.6813       0.118895E-005            NaN            NaN            NaN   8.71978       0.976417        42.9420        31.5476     
  1024.58        2500.00                 NaN            NaN   7.21718        8.79365                 NaN            NaN            NaN            NaN   8.76558       0.944814        42.6839        31.5949     
  1023.35        2500.00                 NaN            NaN   4.14690        11.6718       0.115105E-005            NaN            NaN            NaN   8.72560       0.974270        42.9330        31.5484     
  1022.12        2500.00                 NaN            NaN   4.15450        11.6659       0.114152E-005            NaN            NaN            NaN   8.72714       0.973547        42.9302        31.5488     
  1020.89        2500.00                 NaN            NaN   4.16321        11.6599       0.118721E-005            NaN            NaN            NaN   8.72961       0.972490        42.9254        31.5494     
  1019.66        2500.00                 NaN            NaN   2.90940        13.2868                 NaN            NaN            NaN            NaN   8.96123       0.851585        42.3874        31.6035     
  1018.44        2500.00                 NaN            NaN   3.16517        12.8329       0.584471E-003            NaN            NaN            NaN   8.90519       0.898679        42.6192        31.5783     
  1017.21        2500.00                 NaN            NaN   4.00912        11.8379                 NaN            NaN            NaN            NaN   8.75068       0.962792        42.8868        31.5527     
  1015.98        2500.00                 NaN            NaN   4.01835        11.8310                 NaN            NaN            NaN            NaN   8.75300       0.961881        42.8825        31.5533     
  1014.75        2500.00                 NaN            NaN   10.6563        5.37332                 NaN            NaN            NaN            NaN   8.82253       0.918956        42.6430        31.5859     
  1013.52        2500.00                 NaN            NaN   10.6162        5.41355                 NaN            NaN            NaN            NaN   8.82341       0.919043        42.6418        31.5860     
  1012.29        2500.00                 NaN            NaN   3.88490        12.1761                 NaN            NaN            NaN            NaN   8.91534       0.887309        42.5491        31.5873     
  1011.06        2500.00                 NaN            NaN   7.21915        8.91409                 NaN            NaN            NaN            NaN   8.82879       0.901669        42.5342        31.6021     
  1009.83        2500.00                 NaN            NaN   11.8114        4.34954                 NaN            NaN            NaN            NaN   8.95552       0.863126        42.4135        31.6069     
  1008.60        2500.00                 NaN            NaN   3.33378        12.7200       0.231130E-004            NaN            NaN            NaN   8.90755       0.894372        42.5544        31.5899     
  1007.37        2500.00                 NaN            NaN   7.92699        8.29619       0.124948E-004            NaN            NaN            NaN   8.95936       0.858052        42.3392        31.6202     
  1006.15        2500.00                 NaN            NaN   9.53385        6.70795                 NaN            NaN            NaN            NaN   8.97738       0.847595        42.3116        31.6217     
  1004.92        2500.00                 NaN            NaN   9.73251        6.53321                 NaN            NaN            NaN            NaN   8.99553       0.837345        42.2758        31.6256     
  1003.69        2500.00                 NaN            NaN   9.30161        6.98094                 NaN            NaN            NaN            NaN   9.00431       0.832728        42.2510        31.6294     
