|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/GRV/GRV_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1490.99        2500.00       0.117290E-003            NaN   98.8576       0.126529       0.137670       0.878041                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.52        2500.00       0.529430E-004            NaN   98.8687       0.123372       0.137070       0.870772                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.05        2500.00       0.340572E-005            NaN   98.8798       0.119971       0.136742       0.863493                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.58        2500.00                 NaN            NaN   98.8895       0.115725       0.136325       0.858436                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00       0.707998E-003            NaN   98.8995       0.105047       0.139791       0.854984                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.64        2500.00                 NaN            NaN   98.9131       0.107593       0.135941       0.843408                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.17        2500.00                 NaN            NaN   98.9204       0.104802       0.135992       0.838779                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.70        2500.00                 NaN            NaN   98.9275       0.102396       0.133515       0.836557                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.23        2500.00       0.648001E-003            NaN   98.9419       0.889276E-001  0.139006       0.829533                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.76        2500.00                 NaN            NaN   98.9433       0.965086E-001  0.134294       0.825894                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.29        2500.00       0.270613E-003            NaN   98.9592       0.830768E-001  0.136305       0.821114                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.82        2500.00       0.496820E-002            NaN   98.8070       0.369762E-001  0.185415       0.965609                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.35        2500.00                 NaN            NaN   99.1536       0.683815E-001  0.111254       0.666809                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.88        2500.00                 NaN            NaN   98.9842       0.794378E-001  0.133695       0.802646                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.41        2500.00                 NaN            NaN   98.9907       0.766765E-001  0.132041       0.800589                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.94        2500.00                 NaN            NaN   99.0001       0.731982E-001  0.132835       0.793841                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.47        2500.00                 NaN            NaN   99.0268       0.699877E-001  0.128586       0.774608                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.00        2500.00                 NaN            NaN   98.9956       0.692172E-001  0.134080       0.801122                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.53        2500.00                 NaN            NaN   99.0202       0.744008E-001  0.129164       0.776208                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00                 NaN            NaN   99.0250       0.965198E-001  0.115167       0.763290                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.59        2500.00       0.878583E-003            NaN   99.0489                 NaN  0.158380       0.791833                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.12        2500.00                 NaN            NaN   99.0447       0.548068E-001  0.130978       0.769537                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00       0.623206E-002            NaN   98.9736       0.115220       0.151279       0.753633                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.18        2500.00                 NaN            NaN   99.1291                 NaN  0.109755       0.761162                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.71        2500.00                 NaN            NaN   99.0723                 NaN  0.137277       0.762794       0.276345E-001            NaN            NaN            NaN            NaN            NaN
  1454.24        2500.00                 NaN            NaN   99.0554       0.357542E-001  0.104737       0.728063       0.760721E-001            NaN            NaN            NaN            NaN            NaN
  1452.77        2500.00                 NaN            NaN   99.0432                 NaN  0.811360E-001  0.690660       0.184957                 NaN            NaN            NaN            NaN            NaN
  1451.30        2500.00                 NaN            NaN   99.0505                 NaN  0.793278E-001  0.683176       0.187045                 NaN            NaN            NaN            NaN            NaN
  1449.83        2500.00                 NaN            NaN   99.0547                 NaN  0.776480E-001  0.677877       0.189817                 NaN            NaN            NaN            NaN            NaN
  1448.36        2500.00                 NaN            NaN   99.0573                 NaN  0.767904E-001  0.190551       0.675327                 NaN            NaN            NaN            NaN            NaN
  1446.89        2500.00                 NaN            NaN   99.0656                 NaN  0.748550E-001  0.666920       0.192587                 NaN            NaN            NaN            NaN            NaN
  1445.42        2500.00                 NaN            NaN   99.0697                 NaN  0.736841E-001  0.662494       0.194073                 NaN            NaN            NaN            NaN            NaN
  1443.95        2500.00       0.173566E-002            NaN   99.0740                 NaN  0.711374E-001  0.199609       0.653548                 NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN            NaN   99.0777                 NaN  0.713764E-001  0.654564       0.196350                 NaN            NaN            NaN            NaN            NaN
  1441.01        2500.00       0.140173E-002            NaN   99.0843                 NaN  0.687846E-001  0.643754       0.201806                 NaN            NaN            NaN            NaN            NaN
  1439.54        2500.00                 NaN            NaN   99.0887                 NaN  0.686719E-001  0.199063       0.643544                 NaN            NaN            NaN            NaN            NaN
  1438.07        2500.00                 NaN            NaN   99.0920                 NaN  0.675826E-001  0.641057       0.199334                 NaN            NaN            NaN            NaN            NaN
  1436.60        2500.00                 NaN            NaN   99.0965                 NaN  0.663147E-001  0.635973       0.201213                 NaN            NaN            NaN            NaN            NaN
  1435.13        2500.00       0.201720E-002            NaN   99.0981                 NaN  0.640048E-001  0.206992       0.628935                 NaN            NaN            NaN            NaN            NaN
  1433.66        2500.00                 NaN            NaN   99.1036                 NaN  0.637922E-001  0.202982       0.629602                 NaN            NaN            NaN            NaN            NaN
  1432.19        2500.00       0.210163E-002            NaN   99.1523                 NaN  0.589518E-001  0.200442       0.586249                 NaN            NaN            NaN            NaN            NaN
  1430.72        2500.00                 NaN            NaN   99.0671                 NaN  0.644681E-001  0.650651       0.217778                 NaN            NaN            NaN            NaN            NaN
  1429.25        2500.00                 NaN            NaN   99.1175                 NaN  0.600218E-001  0.206940       0.615508                 NaN            NaN            NaN            NaN            NaN
  1427.78        2500.00       0.245175E-002            NaN   99.1183                 NaN  0.579071E-001  0.606552       0.214806                 NaN            NaN            NaN            NaN            NaN
  1426.31        2500.00                 NaN            NaN   99.1231                 NaN  0.580733E-001  0.208755       0.610097                 NaN            NaN            NaN            NaN            NaN
  1424.84        2500.00       0.339363E-004            NaN   99.1256                 NaN  0.572578E-001  0.606833       0.210277                 NaN            NaN            NaN            NaN            NaN
  1423.37        2500.00                 NaN            NaN   99.1284                 NaN  0.559807E-001  0.211617       0.604014                 NaN            NaN            NaN            NaN            NaN
  1421.90        2500.00       0.120901E-002            NaN   99.1314                 NaN  0.541568E-001  0.596898       0.216344                 NaN            NaN            NaN            NaN            NaN
  1420.43        2500.00                 NaN            NaN   99.1345                 NaN  0.538373E-001  0.597853       0.213811                 NaN            NaN            NaN            NaN            NaN
  1418.96        2500.00                 NaN            NaN   99.1366                 NaN  0.527439E-001  0.214685       0.595927                 NaN            NaN            NaN            NaN            NaN
  1417.49        2500.00       0.830442E-003            NaN   99.1395                 NaN  0.512770E-001  0.219044       0.589373                 NaN            NaN            NaN            NaN            NaN
  1416.02        2500.00       0.506797E-003            NaN   99.1420                 NaN  0.503145E-001  0.588254       0.218884                 NaN            NaN            NaN            NaN            NaN
  1414.55        2500.00                 NaN            NaN   99.1446                 NaN  0.490609E-001  0.587632       0.218687                 NaN            NaN            NaN            NaN            NaN
  1413.08        2500.00                 NaN            NaN   99.1469                 NaN  0.487463E-001  0.218999       0.585399                 NaN            NaN            NaN            NaN            NaN
  1411.61        2500.00       0.405371E-002            NaN   99.1477                 NaN  0.471702E-001  0.228387       0.572695                 NaN            NaN            NaN            NaN            NaN
  1410.14        2500.00                 NaN            NaN   99.1571                 NaN  0.447410E-001  0.574591       0.223609                 NaN            NaN            NaN            NaN            NaN
  1408.67        2500.00                 NaN            NaN   99.1521                 NaN  0.452921E-001  0.579756       0.222819                 NaN            NaN            NaN            NaN            NaN
  1407.20        2500.00                 NaN            NaN   99.1550                 NaN  0.438195E-001  0.224850       0.576364                 NaN            NaN            NaN            NaN            NaN
  1405.73        2500.00                 NaN            NaN   99.1563                 NaN  0.430970E-001  0.226417       0.574175                 NaN            NaN            NaN            NaN            NaN
  1404.26        2500.00                 NaN            NaN   99.1611                 NaN  0.637455E-001  0.194610       0.580517                 NaN            NaN            NaN            NaN            NaN
  1402.79        2500.00                 NaN            NaN   98.5141                 NaN  0.252817       0.258242       0.628628                 NaN  0.346172                 NaN            NaN            NaN
  1401.32        2500.00                 NaN            NaN   98.1828                 NaN  0.404493       0.666222       0.215173                 NaN  0.531302                 NaN            NaN            NaN
  1399.85        2500.00                 NaN            NaN   98.2026                 NaN  0.406103       0.203820       0.661907                 NaN  0.525550                 NaN            NaN            NaN
  1398.38        2500.00                 NaN            NaN   98.2211                 NaN  0.408972       0.657832       0.191389                 NaN  0.520727                 NaN            NaN            NaN
  1396.91        2500.00                 NaN            NaN   98.2453                 NaN  0.407189       0.651416       0.183382                 NaN  0.512705                 NaN            NaN            NaN
  1395.44        2500.00                 NaN            NaN   98.2607                 NaN  0.409980       0.649749       0.171182                 NaN  0.508361                 NaN            NaN            NaN
  1393.97        2500.00                 NaN            NaN   98.2783                 NaN  0.411386       0.645831       0.161446                 NaN  0.503067                 NaN            NaN            NaN
  1392.50        2500.00                 NaN            NaN   98.2965                 NaN  0.412598       0.642327       0.151005                 NaN  0.497618                 NaN            NaN            NaN
  1391.03        2500.00                 NaN            NaN   98.3148                 NaN  0.413648       0.140265       0.638904                 NaN  0.492400                 NaN            NaN            NaN
  1389.56        2500.00                 NaN            NaN   98.3329                 NaN  0.414431       0.634746       0.131089                 NaN  0.486851                 NaN            NaN            NaN
  1388.09        2500.00                 NaN            NaN   98.3501                 NaN  0.415674       0.630919       0.121598                 NaN  0.481683                 NaN            NaN            NaN
  1386.62        2500.00                 NaN            NaN   98.3645                 NaN  0.417382       0.112313       0.628319                 NaN  0.477527                 NaN            NaN            NaN
  1385.15        2500.00                 NaN            NaN   98.3839                 NaN  0.416560       0.624346       0.104038                 NaN  0.471179                 NaN            NaN            NaN
  1383.68        2500.00                 NaN            NaN   98.3957                 NaN  0.418997       0.622832       0.947966E-001            NaN  0.467651                 NaN            NaN            NaN
  1382.21        2500.00                 NaN            NaN   98.4106                 NaN  0.419144       0.620272       0.872229E-001            NaN  0.462771                 NaN            NaN            NaN
  1380.74        2500.00                 NaN            NaN   98.4292                 NaN  0.419458       0.615611       0.783826E-001            NaN  0.457363                 NaN            NaN            NaN
  1379.27        2500.00                 NaN            NaN   98.4434                 NaN  0.420339       0.612904       0.702487E-001            NaN  0.453076                 NaN            NaN            NaN
  1377.80        2500.00                 NaN            NaN   98.4578                 NaN  0.421452       0.624182E-001  0.609421                 NaN  0.448884                 NaN            NaN            NaN
  1376.33        2500.00                 NaN            NaN   98.4729                 NaN  0.420865       0.607633       0.547570E-001            NaN  0.443849                 NaN            NaN            NaN
  1374.86        2500.00                 NaN            NaN   98.4855                 NaN  0.422322       0.471016E-001  0.604870                 NaN  0.440187                 NaN            NaN            NaN
  1373.39        2500.00                 NaN            NaN   98.5000                 NaN  0.422770       0.600235       0.414494E-001            NaN  0.435543                 NaN            NaN            NaN
  1371.92        2500.00                 NaN            NaN   98.5151                 NaN  0.420823       0.598118       0.356136E-001            NaN  0.430363                 NaN            NaN            NaN
  1370.45        2500.00                 NaN            NaN   98.5241                 NaN  0.423452       0.257749E-001  0.598666                 NaN  0.428012                 NaN            NaN            NaN
  1368.98        2500.00                 NaN            NaN   98.5377                 NaN  0.423410       0.594143       0.214402E-001            NaN  0.423328                 NaN            NaN            NaN
  1367.51        2500.00                 NaN            NaN   98.5549                 NaN  0.418828       0.590266       0.188042E-001            NaN  0.417196                 NaN            NaN            NaN
  1366.04        2500.00                 NaN            NaN   98.5625                 NaN  0.421724       0.953682E-002  0.591051                 NaN  0.415224                 NaN            NaN            NaN
  1364.57        2500.00                 NaN            NaN   98.5770                 NaN  0.421003       0.444430E-002  0.586847                 NaN  0.410734                 NaN            NaN            NaN
  1363.10        2500.00                 NaN            NaN   98.5885                 NaN  0.419942       0.584721       0.259821E-003            NaN  0.406585                 NaN            NaN            NaN
  1361.63        2500.00       0.111523                 NaN   98.4116                 NaN  0.303491       0.116731       0.634776                 NaN  0.421877                 NaN            NaN            NaN
  1360.16        2500.00       0.172074                 NaN   98.3219                 NaN  0.233837       0.171730       0.675339                 NaN  0.425112                 NaN            NaN            NaN
  1358.69        2500.00       0.202144                 NaN   98.2757                 NaN  0.199800       0.701824       0.193402                 NaN  0.427172                 NaN            NaN            NaN
  1357.22        2500.00       0.226658                 NaN   98.2446                 NaN  0.169245       0.722432       0.210499                 NaN  0.426573                 NaN            NaN            NaN
  1355.75        2500.00       0.244184                 NaN   98.2273                 NaN  0.145334       0.221922       0.736600                 NaN  0.424614                 NaN            NaN            NaN
  1354.28        2500.00       0.254273                 NaN   98.2256                 NaN  0.128897       0.742320       0.227719                 NaN  0.421149                 NaN            NaN            NaN
  1352.81        2500.00       0.260085                 NaN   98.2323                 NaN  0.116663       0.743240       0.230759                 NaN  0.416993                 NaN            NaN            NaN
  1351.34        2500.00       0.262361                 NaN   98.2465                 NaN  0.108145       0.231082       0.739815                 NaN  0.412129                 NaN            NaN            NaN
  1349.87        2500.00       0.261871                 NaN   98.2653                 NaN  0.102039       0.231776       0.731952                 NaN  0.407071                 NaN            NaN            NaN
  1348.40        2500.00       0.262463                 NaN   98.2838                 NaN  0.953679E-001  0.229707       0.726983                 NaN  0.401632                 NaN            NaN            NaN
  1346.93        2500.00       0.261895                 NaN   98.3026                 NaN  0.894760E-001  0.719940       0.229462                 NaN  0.396580                 NaN            NaN            NaN
  1345.46        2500.00       0.260517                 NaN   98.3213                 NaN  0.840712E-001  0.712334       0.230025                 NaN  0.391731                 NaN            NaN            NaN
  1343.99        2500.00       0.255533                 NaN   98.3517                 NaN  0.835572E-001  0.225310       0.698657                 NaN  0.385282                 NaN            NaN            NaN
  1342.52        2500.00       0.253602                 NaN   98.3720                 NaN  0.790286E-001  0.225705       0.689289                 NaN  0.380364                 NaN            NaN            NaN
  1341.05        2500.00       0.247190                 NaN   98.3981                 NaN  0.101733       0.686664       0.187709                 NaN  0.378583                 NaN            NaN            NaN
  1339.58        2500.00       0.251393                 NaN   98.4175                 NaN  0.476227E-001  0.257758       0.659739                 NaN  0.365959                 NaN            NaN            NaN
  1338.11        2500.00       0.244134                 NaN   98.4420                 NaN  0.713975E-001  0.657060       0.220702                 NaN  0.364660                 NaN            NaN            NaN
  1336.64        2500.00       0.241754                 NaN   98.4629                 NaN  0.662404E-001  0.222661       0.646945                 NaN  0.359475                 NaN            NaN            NaN
  1335.17        2500.00       0.238600                 NaN   98.4848                 NaN  0.628428E-001  0.223487       0.635694                 NaN  0.354527                 NaN            NaN            NaN
  1333.70        2500.00       0.235706                 NaN   98.5066                 NaN  0.593253E-001  0.624844       0.224035                 NaN  0.349522                 NaN            NaN            NaN
  1332.23        2500.00       0.232911                 NaN   98.5271                 NaN  0.557429E-001  0.224686       0.614844                 NaN  0.344709                 NaN            NaN            NaN
  1330.76        2500.00       0.229798                 NaN   98.5480                 NaN  0.528961E-001  0.225342       0.603955                 NaN  0.340030                 NaN            NaN            NaN
  1329.29        2500.00       0.226991                 NaN   98.5686                 NaN  0.490140E-001  0.593668       0.226454                 NaN  0.335245                 NaN            NaN            NaN
  1327.82        2500.00       0.224255                 NaN   98.5884                 NaN  0.454212E-001  0.228132       0.583139                 NaN  0.330609                 NaN            NaN            NaN
  1326.35        2500.00       0.221377                 NaN   98.6085                 NaN  0.424224E-001  0.228674       0.572868                 NaN  0.326123                 NaN            NaN            NaN
  1324.88        2500.00       0.218921                 NaN   98.6279                 NaN  0.370422E-001  0.232835       0.562016                 NaN  0.321323                 NaN            NaN            NaN
  1323.41        2500.00       0.215490                 NaN   98.6467                 NaN  0.371796E-001  0.229777       0.553276                 NaN  0.317539                 NaN            NaN            NaN
  1321.94        2500.00       0.213405                 NaN   98.6656                 NaN  0.314737E-001  0.542466       0.234255                 NaN  0.312850                 NaN            NaN            NaN
  1320.47        2500.00       0.210585                 NaN   98.6843                 NaN  0.282230E-001  0.532288       0.236033                 NaN  0.308555                 NaN            NaN            NaN
  1319.00        2500.00       0.208039                 NaN   98.7023                 NaN  0.246805E-001  0.237921       0.522648                 NaN  0.304365                 NaN            NaN            NaN
  1317.53        2500.00       0.205592                 NaN   98.7194                 NaN  0.202283E-001  0.242223       0.512172                 NaN  0.300346                 NaN            NaN            NaN
  1316.06        2500.00       0.203113                 NaN   98.7370                 NaN  0.171612E-001  0.503441       0.243021                 NaN  0.296263                 NaN            NaN            NaN
  1314.59        2500.00       0.200833                 NaN   98.7538                 NaN  0.128497E-001  0.493282       0.246981                 NaN  0.292299                 NaN            NaN            NaN
  1313.12        2500.00       0.198232                 NaN   98.7713                 NaN  0.100600E-001  0.484118       0.247944                 NaN  0.288344                 NaN            NaN            NaN
  1311.65        2500.00       0.195979                 NaN   98.7877                 NaN  0.591821E-002  0.251615       0.474320                 NaN  0.284433                 NaN            NaN            NaN
  1310.18        2500.00       0.193774                 NaN   98.8033                 NaN  0.203119E-002  0.254689       0.465487                 NaN  0.280753                 NaN            NaN            NaN
  1308.71        2500.00       0.191047                 NaN   98.8208                 NaN            NaN  0.255087       0.456077                 NaN  0.276987                 NaN            NaN            NaN
  1307.24        2500.00       0.188012                 NaN   98.8368                 NaN            NaN  0.252923       0.448631                 NaN  0.273657                 NaN            NaN            NaN
  1305.77        2500.00       0.185133                 NaN   98.8523                 NaN  0.178355E-005  0.440850       0.251273                 NaN  0.270457                 NaN            NaN            NaN
  1304.30        2500.00       0.182167                 NaN   98.8684                 NaN  0.109592E-005  0.248833       0.433545                 NaN  0.267054                 NaN            NaN            NaN
  1302.83        2500.00       0.179194                 NaN   98.8848                 NaN            NaN  0.425782       0.246476                 NaN  0.263777                 NaN            NaN            NaN
  1301.36        2500.00       0.176318                 NaN   98.8990                 NaN            NaN  0.419028       0.244955                 NaN  0.260681                 NaN            NaN            NaN
  1299.89        2500.00       0.173125                 NaN   98.9153                 NaN  0.185639E-005  0.410823       0.243283                 NaN  0.257448                 NaN            NaN            NaN
  1298.42        2500.00       0.170452                 NaN   98.9300                 NaN  0.127245E-004  0.403943       0.241236                 NaN  0.254383                 NaN            NaN            NaN
