|6.6.6
Archiving\03_Data\DeqLP/QFM_m3.5/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.9764       0.235608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9764       0.235608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9764       0.235608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9764       0.235607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9764       0.235607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9764       0.235607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9764       0.235607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9764       0.235606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9764       0.235606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9764       0.235606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9764       0.235606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9764       0.235605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9764       0.235605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9764       0.235605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9764       0.235604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.9764       0.235604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.9764       0.235604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.9764       0.235604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.9764       0.235603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7388       0.227813E-001  0.238415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        98.7849       0.196192E-001   1.19552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        97.8696       0.164751E-001   2.11396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.9543       0.133310E-001   3.03240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.0390       0.101869E-001   3.95082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        95.1237       0.704292E-002   4.86924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        94.2451       0.391563E-002   5.75103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        93.3664       0.788357E-003   6.63281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        92.5756                 NaN   7.42445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        91.8035                 NaN   8.19648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        91.0301                 NaN   8.96992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        90.2566                 NaN   9.74336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        89.4832                 NaN   10.5168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        88.7097                 NaN   11.2903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        87.9530                 NaN   12.0470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        87.1962                 NaN   12.8038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        86.4394                 NaN   13.5606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        85.6827                 NaN   14.3173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        84.9697                 NaN   15.0303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        84.2297                 NaN   15.7681       0.227038E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        83.4804                 NaN   16.5006       0.190056E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        82.7312                 NaN   17.2331       0.357409E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        82.0156                 NaN   17.9328       0.515954E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        81.3000                 NaN   18.6326       0.674500E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        80.5843                 NaN   19.3324       0.833048E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        79.8687                 NaN   20.0321       0.991597E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        79.1531                 NaN   20.7319       0.115015                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        78.4374                 NaN   21.4317       0.130870                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        77.7218                 NaN   22.1315       0.146725                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        77.0061                 NaN   22.8313       0.162580                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        76.3304                 NaN   23.4925       0.177150                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        75.6546                 NaN   24.1537       0.191720                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        74.9789                 NaN   24.8148       0.206290                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        74.3031                 NaN   25.4760       0.220859                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        73.6273                 NaN   26.1372       0.235429                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        72.9516                 NaN   26.7984       0.250000                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        72.2758                 NaN   27.4596       0.264570                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        71.6000                 NaN   28.1208       0.279140                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        70.9547                 NaN   28.7526       0.292643                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        70.3094                 NaN   29.3845       0.306146                 NaN            NaN            NaN            NaN            NaN            NaN
