|6.6.6
Archiving\03_Data\DeqLP/QFM_m3.5/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.9914       0.858645E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9914       0.858680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9914       0.858715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9914       0.858751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9914       0.858786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9914       0.858822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9914       0.858859E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9914       0.858895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9914       0.858931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9914       0.858968E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9914       0.859005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9914       0.859042E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9914       0.859079E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9914       0.859116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9914       0.859154E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.9914       0.859192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.9914       0.859229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.9914       0.859267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.9914       0.859306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7677       0.831054E-002  0.224000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        98.8694       0.716156E-002   1.12342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.0086       0.601756E-002   1.98535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        97.1467       0.487216E-002   2.84846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.2836       0.372536E-002   3.71272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        95.4193       0.257716E-002   4.57815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        94.5914       0.143365E-002   5.40714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        93.7625       0.288815E-003   6.23720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        93.0166                 NaN   6.98339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        92.2881                 NaN   7.71194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        91.5603                 NaN   8.43974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        90.8316                 NaN   9.16838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        90.1021                 NaN   9.89787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        89.3718                 NaN   10.6282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        88.6596                 NaN   11.3404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        87.9467                 NaN   12.0533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        87.2329                 NaN   12.7671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        86.5184                 NaN   13.4816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        85.8428                 NaN   14.1572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        85.1460                 NaN   14.8524       0.156692E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        84.4446                 NaN   15.5423       0.131137E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        83.7425                 NaN   16.2328       0.246745E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        83.0745                 NaN   16.8899       0.355914E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        82.4058                 NaN   17.5477       0.465210E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        81.7363                 NaN   18.2062       0.574631E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        81.0662                 NaN   18.8654       0.684179E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        80.3954                 NaN   19.5252       0.793851E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        79.7239                 NaN   20.1858       0.903649E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        79.0517                 NaN   20.8470       0.101357                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        78.3787                 NaN   21.5089       0.112362                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        77.7481                 NaN   22.1295       0.122419                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        77.1169                 NaN   22.7507       0.132486                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        76.4850                 NaN   23.3724       0.142565                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        75.8525                 NaN   23.9948       0.152654                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        75.2195                 NaN   24.6178       0.162754                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        74.5858                 NaN   25.2413       0.172864                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        73.9515                 NaN   25.8655       0.182985                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        73.3167                 NaN   26.4902       0.193116                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        72.7148                 NaN   27.0827       0.202482                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        72.1123                 NaN   27.6758       0.211857                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        71.5094                 NaN   28.2694       0.221241                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        70.9059                 NaN   28.8635       0.230635                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        70.3019                 NaN   29.4581       0.240037                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        69.6973                 NaN   30.0532       0.249448                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        69.0923                 NaN   30.6489       0.258869                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        68.4867                 NaN   31.2450       0.268298                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        67.9114                 NaN   31.8116       0.276913                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        67.3357                 NaN   32.3788       0.285536                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        66.7595                 NaN   32.9463       0.294167                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        66.1829                 NaN   33.5143       0.302805                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        65.6058                 NaN   34.0827       0.311450                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        65.0283                 NaN   34.6516       0.320104                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        64.4504                 NaN   35.2209       0.328764                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        63.8720                 NaN   35.7906       0.337432                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        63.3206                 NaN   36.3338       0.345624                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        62.7688                 NaN   36.8774       0.353822                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        62.2167                 NaN   37.4213       0.362027                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        61.6641                 NaN   37.9656       0.370238                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        61.1112                 NaN   38.5103       0.378456                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        60.5580                 NaN   39.0554       0.386680                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        60.0043                 NaN   39.6008       0.394911                 NaN            NaN            NaN            NaN            NaN            NaN
