|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1498.75        500.000        99.1472                 NaN            NaN            NaN            NaN  0.852796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1557                 NaN            NaN            NaN            NaN  0.844255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1640                 NaN            NaN            NaN            NaN  0.836018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1744                 NaN            NaN  0.309376E-003            NaN  0.825304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1855                 NaN            NaN            NaN            NaN  0.814542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1898                 NaN            NaN            NaN            NaN  0.810218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1057                 NaN            NaN            NaN            NaN  0.274591       0.619692                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0720                 NaN            NaN            NaN            NaN  0.513392E-001  0.876704                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0784                 NaN            NaN            NaN            NaN  0.406431E-001  0.880986                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0859                 NaN            NaN            NaN            NaN  0.324951E-001  0.881636                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0912                 NaN            NaN            NaN            NaN  0.248460E-001  0.883913                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0974                 NaN            NaN            NaN            NaN  0.159969E-001  0.886555                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1013                 NaN            NaN            NaN            NaN  0.703802E-002  0.891632                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1085                 NaN            NaN            NaN            NaN  0.159519E-001  0.875531                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1126                 NaN            NaN            NaN            NaN            NaN  0.887391                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1183                 NaN            NaN            NaN            NaN  0.489576E-001  0.832718                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1197                 NaN            NaN            NaN            NaN            NaN  0.880274                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1269                 NaN            NaN            NaN            NaN            NaN  0.873141                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1270                 NaN            NaN            NaN            NaN            NaN  0.872954                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1284                 NaN            NaN            NaN            NaN            NaN  0.871612                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1283                 NaN            NaN            NaN            NaN            NaN  0.871738                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1350                 NaN            NaN            NaN            NaN  0.370894E-001  0.827911                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.1313                 NaN            NaN            NaN            NaN            NaN  0.868664                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.1287                 NaN            NaN            NaN            NaN            NaN  0.871334                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.1267                 NaN            NaN            NaN            NaN            NaN  0.873337                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.1243                 NaN            NaN            NaN            NaN            NaN  0.875716                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.1162                 NaN            NaN            NaN            NaN            NaN  0.883836                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.1074                 NaN            NaN            NaN            NaN            NaN  0.892616                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.0952                 NaN            NaN            NaN            NaN            NaN  0.904835                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.0720                 NaN            NaN            NaN            NaN            NaN  0.923914       0.408112E-002            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7520                 NaN            NaN            NaN            NaN            NaN  0.807527       0.440494                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.7159                 NaN            NaN            NaN            NaN            NaN  0.355955       0.928150                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.7333                 NaN            NaN            NaN            NaN            NaN  0.916136       0.350585                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.7488                 NaN            NaN            NaN            NaN            NaN  0.905355       0.345873                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.7648                 NaN            NaN            NaN            NaN            NaN  0.342033       0.893152                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.7817                 NaN            NaN            NaN            NaN            NaN  0.881301       0.337025                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        97.4978                 NaN            NaN            NaN            NaN            NaN  0.949908       0.964530                 NaN  0.587742                 NaN            NaN            NaN
  1406.02        500.000        96.7314                 NaN            NaN            NaN            NaN            NaN  0.972153        1.34575                 NaN  0.950714                 NaN            NaN            NaN
  1403.51        500.000        96.9599                 NaN            NaN            NaN            NaN            NaN   1.24853       0.906665                 NaN  0.884883                 NaN            NaN            NaN
  1401.00        500.000        96.7791                 NaN            NaN            NaN            NaN            NaN   1.32536       0.961296                 NaN  0.934204                 NaN            NaN            NaN
  1398.50        500.000        97.0122                 NaN            NaN            NaN            NaN            NaN   1.22996       0.889742                 NaN  0.868094                 NaN            NaN            NaN
  1395.99        500.000        97.0982                 NaN            NaN            NaN            NaN            NaN   1.19522       0.863754                 NaN  0.842800                 NaN            NaN            NaN
  1393.48        500.000        97.1765                 NaN            NaN            NaN            NaN            NaN  0.840710        1.16323                 NaN  0.819560                 NaN            NaN            NaN
  1390.98        500.000        97.2551                 NaN            NaN            NaN            NaN            NaN  0.816869        1.13172                 NaN  0.796342                 NaN            NaN            NaN
  1388.47        500.000        97.3288                 NaN            NaN            NaN            NaN            NaN  0.794314        1.10215                 NaN  0.774689                 NaN            NaN            NaN
  1385.96        500.000        97.3995                 NaN            NaN            NaN            NaN            NaN   1.07392       0.773079                 NaN  0.753510                 NaN            NaN            NaN
  1383.46        500.000        97.4645                 NaN            NaN            NaN            NaN            NaN   1.04690       0.754701                 NaN  0.733898                 NaN            NaN            NaN
  1380.95        500.000        97.5298                 NaN            NaN            NaN            NaN            NaN  0.734199        1.02158                 NaN  0.714447                 NaN            NaN            NaN
  1378.45        500.000        97.5904                 NaN            NaN            NaN            NaN            NaN  0.715063       0.998284                 NaN  0.696258                 NaN            NaN            NaN
  1375.94        500.000        97.6461                 NaN            NaN            NaN            NaN            NaN  0.977313       0.697201                 NaN  0.679382                 NaN            NaN            NaN
  1373.43        500.000        97.7035                 NaN            NaN            NaN            NaN            NaN  0.679902       0.954608                 NaN  0.662020                 NaN            NaN            NaN
  1370.93        500.000        97.7604                 NaN            NaN            NaN            NaN            NaN  0.932753       0.661568                 NaN  0.645231                 NaN            NaN            NaN
  1368.42        500.000        97.8097                 NaN            NaN            NaN            NaN            NaN  0.647238       0.913353                 NaN  0.629710                 NaN            NaN            NaN
  1365.91        500.000        97.8592                 NaN            NaN            NaN            NaN            NaN  0.895139       0.630771                 NaN  0.614885                 NaN            NaN            NaN
  1363.41        500.000        97.9068                 NaN            NaN            NaN            NaN            NaN  0.876323       0.616433                 NaN  0.600421                 NaN            NaN            NaN
  1360.90        500.000        97.9528                 NaN            NaN            NaN            NaN            NaN  0.602361       0.858529                 NaN  0.586356                 NaN            NaN            NaN
  1358.40        500.000        97.9957                 NaN            NaN            NaN            NaN            NaN  0.589895       0.841354                 NaN  0.573080                 NaN            NaN            NaN
  1355.89        500.000        98.0388                 NaN            NaN            NaN            NaN            NaN  0.575718       0.825567                 NaN  0.559929                 NaN            NaN            NaN
  1353.38        500.000        98.0801                 NaN            NaN            NaN            NaN            NaN  0.811460       0.561331                 NaN  0.547132                 NaN            NaN            NaN
  1350.88        500.000        98.1195                 NaN            NaN            NaN            NaN            NaN  0.796882       0.548450                 NaN  0.535207                 NaN            NaN            NaN
  1348.37        500.000        98.1579                 NaN            NaN            NaN            NaN            NaN  0.783669       0.535270                 NaN  0.523163                 NaN            NaN            NaN
  1345.86        500.000        98.1930                 NaN            NaN            NaN            NaN            NaN  0.770777       0.523977                 NaN  0.512206                 NaN            NaN            NaN
  1343.36        500.000        98.2293                 NaN            NaN            NaN            NaN            NaN  0.512179       0.757537                 NaN  0.501015                 NaN            NaN            NaN
  1340.85        500.000        98.2642                 NaN            NaN            NaN            NaN            NaN  0.743739       0.501772                 NaN  0.490262                 NaN            NaN            NaN
  1338.35        500.000        98.3246                 NaN            NaN  0.278495                 NaN            NaN  0.773813       0.122471                 NaN  0.500587                 NaN            NaN            NaN
  1335.84        500.000        98.3505                 NaN            NaN  0.343650                 NaN            NaN  0.806430                 NaN            NaN  0.499418                 NaN            NaN            NaN
  1333.33        500.000        98.3888                 NaN            NaN  0.338470                 NaN            NaN  0.785959                 NaN            NaN  0.486795                 NaN            NaN            NaN
  1330.83        500.000        98.4228                 NaN            NaN  0.333843                 NaN            NaN  0.767635                 NaN            NaN  0.475765                 NaN            NaN            NaN
  1328.32        500.000        98.4578                 NaN            NaN  0.331306                 NaN            NaN  0.746363                 NaN            NaN  0.464502                 NaN            NaN            NaN
  1325.81        500.000        98.4840                 NaN            NaN  0.335709                 NaN            NaN  0.724244                 NaN            NaN  0.456032                 NaN            NaN            NaN
  1323.31        500.000        98.5249                 NaN            NaN  0.311487                 NaN            NaN  0.722161                 NaN            NaN  0.441492                 NaN            NaN            NaN
  1320.80        500.000        98.5518                 NaN            NaN  0.306655                 NaN            NaN  0.709365                 NaN            NaN  0.432165                 NaN            NaN            NaN
  1318.30        500.000        98.5809                 NaN            NaN  0.304747                 NaN            NaN  0.691713                 NaN            NaN  0.422640                 NaN            NaN            NaN
  1315.79        500.000        98.6124                 NaN            NaN  0.297068                 NaN            NaN  0.678363                 NaN            NaN  0.412168                 NaN            NaN            NaN
  1313.28        500.000        98.6412                 NaN            NaN  0.292747                 NaN            NaN  0.663453                 NaN            NaN  0.402640                 NaN            NaN            NaN
  1310.78        500.000        98.6695                 NaN            NaN  0.287198                 NaN            NaN  0.650153                 NaN            NaN  0.393136                 NaN            NaN            NaN
  1308.27        500.000        98.6970                 NaN            NaN  0.281387                 NaN            NaN  0.637750                 NaN            NaN  0.383867                 NaN            NaN            NaN
  1305.76        500.000        98.7234                 NaN            NaN  0.273370                 NaN            NaN  0.628496                 NaN            NaN  0.374784                 NaN            NaN            NaN
  1303.26        500.000        98.7495                 NaN            NaN  0.269525                 NaN            NaN  0.615101                 NaN            NaN  0.365910                 NaN            NaN            NaN
  1300.75        500.000        98.7741                 NaN            NaN  0.270604                 NaN            NaN  0.596919                 NaN            NaN  0.358389                 NaN            NaN            NaN
  1298.25        500.000        98.8015                 NaN            NaN  0.257400                 NaN            NaN  0.593068                 NaN            NaN  0.347998                 NaN            NaN            NaN
  1295.74        500.000        98.8238                 NaN            NaN  0.250160                 NaN            NaN  0.585636                 NaN            NaN  0.340399                 NaN            NaN            NaN
  1293.23        500.000        98.8475                 NaN            NaN  0.243447                 NaN            NaN  0.576525                 NaN            NaN  0.332504                 NaN            NaN            NaN
  1290.73        500.000        98.8710                 NaN            NaN  0.238564                 NaN            NaN  0.565631                 NaN            NaN  0.324791                 NaN            NaN            NaN
  1288.22        500.000        98.8926                 NaN            NaN  0.231088                 NaN            NaN  0.559078                 NaN            NaN  0.317242                 NaN            NaN            NaN
  1285.71        500.000        98.9157                 NaN            NaN  0.227202                 NaN            NaN  0.547255                 NaN            NaN  0.309822                 NaN            NaN            NaN
  1283.21        500.000        98.9379                 NaN            NaN  0.218222                 NaN            NaN  0.541992                 NaN            NaN  0.301857                 NaN            NaN            NaN
  1280.70        500.000        98.9557                 NaN            NaN  0.212765                 NaN            NaN  0.535563                 NaN            NaN  0.296020                 NaN            NaN            NaN
  1278.20        500.000        98.5603                 NaN            NaN  0.227333                 NaN            NaN  0.613883                 NaN            NaN  0.331155       0.267332                 NaN            NaN
  1275.69        500.000        90.9358                 NaN            NaN  0.447165                 NaN            NaN   2.36715                 NaN            NaN   1.10186        5.14806                 NaN            NaN
  1273.18        500.000        91.2712                 NaN            NaN  0.441773E-002            NaN            NaN   1.78705        1.00694                 NaN   1.06818        4.86219                 NaN            NaN
  1270.68        500.000        91.9329                 NaN            NaN  0.626171E-003            NaN            NaN   2.60215                 NaN            NaN   1.00179        4.46250                 NaN            NaN
  1268.17        500.000        92.6539                 NaN            NaN            NaN            NaN            NaN   2.38296                 NaN            NaN  0.913654        4.04945                 NaN            NaN
  1265.66        500.000        93.2072                 NaN            NaN            NaN            NaN            NaN   2.21154                 NaN            NaN  0.848584        3.73265                 NaN            NaN
  1263.16        500.000        93.6975                 NaN            NaN            NaN            NaN            NaN   2.06093                 NaN            NaN  0.788739        3.45284                 NaN            NaN
  1260.65        500.000        94.1305                 NaN            NaN            NaN            NaN            NaN   1.92712                 NaN            NaN  0.734704        3.20764                 NaN            NaN
  1258.15        500.000        94.5209                 NaN            NaN            NaN            NaN            NaN   1.80425                 NaN            NaN  0.685492        2.98933                 NaN            NaN
  1255.64        500.000        94.8423                 NaN            NaN            NaN            NaN            NaN   1.70545                 NaN            NaN  0.647573        2.80464                 NaN            NaN
  1253.13        500.000        95.1430                 NaN            NaN            NaN            NaN            NaN   1.61180                 NaN            NaN  0.608561        2.63667                 NaN            NaN
  1250.63        500.000        95.4081                 NaN            NaN            NaN            NaN            NaN   1.52988                 NaN            NaN  0.573742        2.48825                 NaN            NaN
  1248.12        500.000        95.6461                 NaN            NaN            NaN            NaN            NaN   1.45548                 NaN            NaN  0.545059        2.35337                 NaN            NaN
  1245.61        500.000        95.8623                 NaN            NaN            NaN            NaN            NaN   1.38779                 NaN            NaN  0.518074        2.23185                 NaN            NaN
  1243.11        500.000        96.0669                 NaN            NaN            NaN            NaN            NaN   1.32315                 NaN            NaN  0.489920        2.12003                 NaN            NaN
  1240.60        500.000        96.2435                 NaN            NaN            NaN            NaN            NaN   1.26909                 NaN            NaN  0.467364        2.02000                 NaN            NaN
  1238.10        500.000        96.4118                 NaN            NaN            NaN            NaN            NaN   1.21662                 NaN            NaN  0.443630        1.92799                 NaN            NaN
  1235.59        500.000        96.5706                 NaN            NaN            NaN            NaN            NaN   1.16541                 NaN            NaN  0.423370        1.84064                 NaN            NaN
  1233.08        500.000        96.7151                 NaN            NaN            NaN            NaN            NaN   1.11931                 NaN            NaN  0.404614        1.76103                 NaN            NaN
  1230.58        500.000        96.8483                 NaN            NaN            NaN            NaN            NaN   1.07740                 NaN            NaN  0.386484        1.68780                 NaN            NaN
  1228.07        500.000        96.9769                 NaN            NaN            NaN            NaN            NaN   1.03538                 NaN            NaN  0.369258        1.61843                 NaN            NaN
  1225.56        500.000        97.0990                 NaN            NaN            NaN            NaN            NaN  0.994891                 NaN            NaN  0.352678        1.55344                 NaN            NaN
  1223.06        500.000        97.2061                 NaN            NaN            NaN            NaN            NaN  0.961485                 NaN            NaN  0.338335        1.49411                 NaN            NaN
  1220.55        500.000        97.2912                 NaN            NaN            NaN            NaN            NaN  0.924529                 NaN            NaN  0.327186        1.45062       0.646336E-002            NaN
  1218.05        500.000        97.2290                 NaN            NaN            NaN            NaN            NaN  0.880661                 NaN            NaN  0.331981        1.50276       0.556061E-001            NaN
  1215.54        500.000        97.3496                 NaN            NaN            NaN            NaN            NaN  0.842595                 NaN            NaN  0.313632        1.44205       0.521696E-001            NaN
  1213.03        500.000        93.7692                 NaN            NaN            NaN            NaN            NaN   1.28343                 NaN            NaN  0.590279        2.70368       0.731852E-001   1.58022     
  1210.53        500.000        76.1980                 NaN            NaN            NaN            NaN            NaN   3.58887                 NaN            NaN   1.96792        8.88833       0.177598        9.17930     
  1208.02        500.000        78.0739                 NaN            NaN            NaN            NaN            NaN   3.35986                 NaN            NaN   1.81299        8.15433       0.153296        8.44561     
  1205.51        500.000        79.8584                 NaN            NaN            NaN            NaN            NaN   3.10316                 NaN            NaN   1.66641        7.48214       0.132256        7.75763     
  1203.01        500.000        75.7916                 NaN            NaN  0.519587                 NaN            NaN  0.207318        2.79535       0.106665E-004   2.05421        9.12959       0.175165        9.32722     
  1200.50        500.000        81.6159                 NaN            NaN            NaN            NaN            NaN   2.22751       0.541371                 NaN   1.49646        6.95587       0.100540        7.06239     
  1197.99        500.000        90.9344                 NaN            NaN            NaN            NaN            NaN   1.32564                 NaN            NaN  0.636076        3.25332       0.639138E-001   3.78667     
  1195.49        500.000        81.7974                 NaN            NaN            NaN            NaN            NaN   2.63094                 NaN            NaN   1.43144        6.95836       0.114113        7.06770     
  1192.98        500.000        72.2966                 NaN            NaN            NaN            NaN            NaN   1.45406        2.30927                 NaN   2.21550        10.7789       0.127180        10.8185     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.28765        3.14945       0.227730E-004   7.14337        41.0199       0.654446        39.7452     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.23705        2.19195       0.122588E-003   7.17464        41.0005       0.653257        39.7425     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.4884                 NaN            NaN   7.16924        40.9490       0.638813        39.7546     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.51853        1.93585                 NaN   7.15660        40.9939       0.647318        39.7478     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.73029        1.72810                 NaN   7.16042        40.9871       0.645744        39.7484     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.94793        1.51459                 NaN   7.16427        40.9801       0.644142        39.7490     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1717        1.29503                 NaN   7.16812        40.9730       0.642521        39.7497     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.4017        1.06931                 NaN   7.17197        40.9659       0.640882        39.7503     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.6592       0.816131                 NaN   7.17584        40.9587       0.639227        39.7510     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.9041       0.575584                 NaN   7.17970        40.9514       0.637553        39.7516     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.1510       0.333645                 NaN   7.18386        40.9434       0.635734        39.7524     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.4078       0.814509E-001            NaN   7.18776        40.9358       0.634007        39.7531     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.4847                 NaN            NaN   7.18614        40.9412       0.635684        39.7523     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.3905       0.887853E-001            NaN   7.18393        40.9475       0.637736        39.7515     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.1910       0.291566       0.160351E-004   7.18602        40.9427       0.636593        39.7522     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.9476       0.536879       0.173079E-002   7.18846        40.9372       0.635309        39.7529     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.7112       0.776931       0.171004E-002   7.19101        40.9316       0.633997        39.7536     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0093        1.48873                 NaN   7.19742        40.9186       0.630940        39.7550     
  1145.36        500.000                 NaN            NaN            NaN  0.289620                 NaN            NaN   11.0263       0.412082E-001            NaN   7.16620        40.9938       0.651838        39.8310     
  1142.86        500.000                 NaN            NaN            NaN  0.345465                 NaN            NaN   10.9499       0.383534E-001            NaN   7.16266        41.0027       0.654567        39.8464     
  1140.35        500.000                 NaN            NaN            NaN  0.408219                 NaN            NaN   10.8982       0.320168E-003            NaN   7.15825        41.0136       0.657848        39.8636     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69982        2.81802                 NaN   7.21231        40.8875       0.623626        39.7587     
  1135.34        500.000                 NaN            NaN            NaN  0.512842                 NaN            NaN   10.7499       0.420198E-005            NaN   7.15139        41.0305       0.663018        39.8924     
  1132.83        500.000                 NaN            NaN            NaN  0.563479                 NaN            NaN   10.6776       0.311685E-003            NaN   7.14802        41.0386       0.665529        39.9064     
  1130.33        500.000                 NaN            NaN            NaN  0.613328                 NaN            NaN  0.253064E-005   10.6071       0.372656E-005   7.14466        41.0467       0.668013        39.9202     
  1127.82        500.000                 NaN            NaN            NaN  0.662139                 NaN            NaN  0.253045E-005   10.5378       0.349582E-005   7.14134        41.0546       0.670450        39.9337     
  1125.31        500.000                 NaN            NaN            NaN  0.710133                 NaN            NaN   10.4694       0.283225E-003            NaN   7.13805        41.0623       0.672866        39.9470     
  1122.81        500.000                 NaN            NaN            NaN  0.756043                 NaN            NaN  0.252743E-005   10.4046       0.133424E-004   7.13495        41.0696       0.675126        39.9597     
  1120.30        500.000                 NaN            NaN            NaN  0.801115                 NaN            NaN   10.3407       0.105427E-004            NaN   7.13188        41.0767       0.677359        39.9722     
  1117.79        500.000                 NaN            NaN            NaN  0.843806                 NaN            NaN   10.2734       0.691189E-002            NaN   7.12904        41.0833       0.679437        39.9841     
  1115.29        500.000                 NaN            NaN            NaN  0.888636                 NaN            NaN  0.250503E-005   10.2167       0.151931E-004   7.12588        41.0906       0.681704        39.9965     
  1112.78        500.000                 NaN            NaN            NaN  0.932476                 NaN            NaN  0.252471E-005   10.1541                 NaN   7.12258        41.0982       0.684020        40.0086     
  1110.28        500.000                 NaN            NaN            NaN  0.973148                 NaN            NaN  0.332699E-004   10.0966       0.905312E-005   7.11983        41.1044       0.686006        40.0199     
  1107.77        500.000                 NaN            NaN            NaN   1.01321                 NaN            NaN  0.324033E-004   10.0400       0.825120E-005   7.11710        41.1105       0.687970        40.0311     
  1105.26        500.000                 NaN            NaN            NaN   1.05195                 NaN            NaN  0.312402E-004   9.98539       0.748131E-005   7.11451        41.1163       0.689845        40.0419     
  1102.76        500.000                 NaN            NaN            NaN   1.09046                 NaN            NaN   9.93104       0.198111E-004            NaN   7.11188        41.1222       0.691731        40.0527     
  1100.25        500.000                 NaN            NaN            NaN   1.12764                 NaN            NaN   9.87864       0.429920E-004            NaN   7.10938        41.1276       0.693525        40.0631     
  1097.74        500.000                 NaN            NaN            NaN   1.16397                 NaN            NaN   9.82742       0.107118E-003            NaN   7.10695        41.1329       0.695271        40.0733     
  1095.24        500.000                 NaN            NaN            NaN   1.19818                 NaN            NaN   9.77961       0.361128E-005            NaN   7.10481        41.1376       0.696840        40.0830     
  1092.73        500.000                 NaN            NaN            NaN   1.23331                 NaN            NaN   9.73019       0.493626E-005            NaN   7.10245        41.1426       0.698530        40.0929     
  1090.23        500.000                 NaN            NaN            NaN   1.26812                 NaN            NaN   9.68119       0.572381E-005            NaN   7.10009        41.1477       0.700219        40.1027     
  1087.72        500.000                 NaN            NaN            NaN   1.30165                 NaN            NaN   9.63412       0.655817E-005            NaN   7.09787        41.1524       0.701811        40.1121     
  1085.21        500.000                 NaN            NaN            NaN   1.33410                 NaN            NaN   9.58869       0.743552E-005            NaN   7.09578        41.1568       0.703324        40.1213     
  1082.71        500.000                 NaN            NaN            NaN   1.36369                 NaN            NaN   9.54765       0.703980E-005            NaN   7.09412        41.1602       0.704575        40.1298     
  1080.20        500.000                 NaN            NaN            NaN   1.39425                 NaN            NaN   9.50505                 NaN            NaN   7.09225        41.1640       0.705948        40.1385     
  1077.69        500.000                 NaN            NaN            NaN   1.42457                 NaN            NaN   9.46274                 NaN            NaN   7.09037        41.1679       0.707323        40.1471     
  1075.19        500.000                 NaN            NaN            NaN   1.45397                 NaN            NaN   9.42184                 NaN            NaN   7.08860        41.1715       0.708628        40.1555     
  1072.68        500.000                 NaN            NaN            NaN   1.48404                 NaN            NaN   9.37982                 NaN            NaN   7.08666        41.1754       0.710031        40.1640     
  1070.18        500.000                 NaN            NaN            NaN   1.50996                 NaN            NaN   9.34418       0.105642E-003            NaN   7.08539        41.1778       0.711028        40.1715     
  1067.67        500.000                 NaN            NaN            NaN   1.53596                 NaN            NaN   9.30847       0.102497E-003            NaN   7.08408        41.1803       0.712051        40.1791     
  1065.16        500.000                 NaN            NaN            NaN   1.56578                 NaN            NaN   9.26665       0.932678E-004            NaN   7.08205        41.1844       0.713500        40.1875     
  1062.66        500.000                 NaN            NaN            NaN   1.59215                 NaN            NaN   9.23041       0.767965E-004            NaN   7.08066        41.1870       0.714549        40.1952     
  1060.15        500.000                 NaN            NaN            NaN   1.61775                 NaN            NaN   9.19513                 NaN            NaN   7.07924        41.1897       0.715643        40.2026     
  1057.64        500.000                 NaN            NaN            NaN   1.63491                 NaN            NaN   9.19611       0.112998E-005            NaN   7.09337        41.1567       0.707410        40.2115     
  1055.14        500.000                 NaN            NaN            NaN   1.66456                 NaN            NaN   9.15449                 NaN            NaN   7.09128        41.1608       0.708894        40.2200     
  1052.63        500.000                 NaN            NaN            NaN   1.69573                 NaN            NaN   9.11039                 NaN            NaN   7.08885        41.1657       0.710572        40.2288     
  1050.13        500.000                 NaN            NaN            NaN   1.72636                 NaN            NaN   9.06698                 NaN            NaN   7.08643        41.1706       0.712242        40.2374     
  1047.62        500.000                 NaN            NaN            NaN   1.75446                 NaN            NaN   9.02760                 NaN            NaN   7.08447        41.1744       0.713644        40.2454     
  1045.11        500.000                 NaN            NaN            NaN   1.76163                 NaN            NaN   8.99831       0.118050E-004            NaN   7.07186        41.2024       0.721219        40.2445     
  1042.61        500.000                 NaN            NaN            NaN   1.80535                 NaN            NaN   8.95721                 NaN            NaN   7.08146        41.1799       0.715901        40.2602     
  1040.10        500.000                 NaN            NaN            NaN   1.82407                 NaN            NaN   8.90748                 NaN            NaN   7.06409        41.2171       0.725780        40.2615     
  1037.59        500.000                 NaN            NaN            NaN   1.85311                 NaN            NaN   8.89160                 NaN            NaN   7.07886        41.1844       0.717900        40.2741     
  1035.09        500.000                 NaN            NaN            NaN   1.81138                 NaN            NaN   8.94125       0.894869E-005            NaN   7.07604        41.1902       0.719805        40.2613     
  1032.58        500.000                 NaN            NaN            NaN   1.83647                 NaN            NaN   8.90635       0.889599E-005            NaN   7.07437        41.1933       0.720980        40.2685     
  1030.08        500.000                 NaN            NaN            NaN   1.92270                 NaN            NaN   8.79611       0.121409E-004            NaN   7.07512        41.1908       0.720809        40.2944     
  1027.57        500.000                 NaN            NaN            NaN   2.01525                 NaN            NaN   8.66442                 NaN            NaN   7.04581        41.2285       0.730361        40.3157     
  1025.06        500.000                 NaN            NaN            NaN   1.91731                 NaN            NaN   8.79288                 NaN            NaN   7.06662        41.2060       0.725434        40.2917     
  1022.56        500.000                 NaN            NaN            NaN   1.98249                 NaN            NaN   8.71631                 NaN            NaN   7.07318        41.1929       0.722649        40.3124     
  1020.05        500.000                 NaN            NaN            NaN   2.00206                 NaN            NaN   8.69008                 NaN            NaN   7.07240        41.1938       0.723336        40.3183     
  1017.54        500.000                 NaN            NaN            NaN   2.01985                 NaN            NaN   8.66694                 NaN            NaN   7.07217        41.1936       0.723684        40.3238     
  1015.04        500.000                 NaN            NaN            NaN   2.03879                 NaN            NaN   8.64175                 NaN            NaN   7.07157        41.1941       0.724265        40.3295     
  1012.53        500.000                 NaN            NaN            NaN   1.70625                 NaN            NaN   9.18818                 NaN            NaN   7.14153        41.0312       0.682485        40.2503     
