|6.6.6
Archiving\03_Data\Deq/QFM_m1/K22/K22_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.4028       0.597197                 NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3418       0.658188                 NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2808       0.719196                 NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2198       0.780220                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1587       0.841262                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0977       0.902320                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0366       0.963396                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        98.9755        1.02449                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        98.9144        1.08560                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.6863        1.31372                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.4580        1.54196                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.2297        1.77031                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.0012        1.99877                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        97.7727        2.22734                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.5440        2.45602                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.3152        2.68480                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        97.0863        2.91370                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.5794        3.42063                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        96.0720        3.92798                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        95.5643        4.43575                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        95.0561        4.94393                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        94.4644        5.53560                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        93.8722        6.12782                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        93.2487        6.74350       0.782467E-002            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        92.6283        7.36049       0.112518E-001            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        91.9979        7.97854       0.235148E-001            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        91.3670        8.59721       0.357907E-001            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        90.7354        9.21648       0.480795E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        90.1032        9.83637       0.603811E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        89.4704        10.4569       0.726954E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        88.8370        11.0780       0.850226E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        88.2030        11.6997       0.973624E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        87.5683        12.3220       0.109715                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        86.9702        12.9089       0.120922                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        86.3716        13.4963       0.132141                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        85.7724        14.0843       0.143371                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        85.1726        14.6728       0.154611                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        84.5723        15.2618       0.165862                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        83.9715        15.8514       0.177125                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        83.3701        16.4415       0.188398                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        82.7682        17.0321       0.199681                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        82.2085        17.5815       0.209999                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        81.6483        18.1314       0.220326                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        81.0876        18.6817       0.230663                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        80.5265        19.2325       0.241008                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        79.9649        19.7837       0.251363                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        79.4029        20.3354       0.261727                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        78.8404        20.8875       0.272099                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        78.2774        21.4401       0.282481                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        77.7490        21.9590       0.291991                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        77.2202        22.4783       0.301508                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        76.6909        22.9981       0.311034                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        76.1613        23.5182       0.320567                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        75.6312        24.0386       0.330107                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        75.1008        24.5595       0.339656                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        74.5700        25.0808       0.349212                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        74.0388        25.6024       0.358775                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        73.5359        26.0964       0.367618                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        73.0327        26.5908       0.376468                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        72.5292        27.0855       0.385325                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        72.0253        27.5805       0.394187                 NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        71.5211        28.0759       0.403057                 NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        71.0165        28.5716       0.411932                 NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        70.5116        29.0676       0.420814                 NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        70.0064        29.5639       0.429703                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        69.5238        30.0383       0.437921                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        69.0408        30.5130       0.446145                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        68.5576        30.9880       0.454375                 NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        68.0741        31.4633       0.462610                 NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        67.5904        31.9388       0.470850                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        67.1063        32.4146       0.479096                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        66.6219        32.8907       0.487347                 NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        66.1373        33.3671       0.495603                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        65.6745        33.8221       0.503345                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        65.2115        34.2774       0.511093                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        64.7482        34.7330       0.518844                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        64.2846        35.1888       0.526600                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        63.8209        35.6448       0.534361                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        63.3569        36.1010       0.542126                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        62.8926        36.5575       0.549895                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        62.4282        37.0141       0.557669                 NaN            NaN            NaN            NaN            NaN
