|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ne             lc             ilm           
  1286.65        2500.00        89.3183       0.381886                 NaN   1.59958                 NaN   1.29608        6.77462       0.629585                 NaN            NaN            NaN            NaN
  1285.18        2500.00        90.5323       0.325626                 NaN   1.42474                 NaN   1.13913        6.00993       0.568284                 NaN            NaN            NaN            NaN
  1283.71        2500.00        91.4855       0.308558                 NaN   1.27752                 NaN   1.02414        5.39567       0.508664                 NaN            NaN            NaN            NaN
  1282.24        2500.00        92.3181       0.269251                 NaN   1.16309                 NaN  0.917061        4.86775       0.464785                 NaN            NaN            NaN            NaN
  1280.77        2500.00        92.9098       0.247117                 NaN   1.07732                 NaN  0.841199        4.49235       0.432247                 NaN            NaN            NaN            NaN
  1279.30        2500.00        87.8799       0.782148                 NaN   1.70895                 NaN   1.55459        7.59109       0.483294                 NaN            NaN            NaN            NaN
  1277.83        2500.00        99.3802                 NaN            NaN  0.155001E-002            NaN  0.114836E-001  0.392150       0.214622                 NaN            NaN            NaN            NaN
  1276.36        2500.00        92.5358       0.190794                 NaN   1.21728                 NaN  0.903176        4.78498       0.368013                 NaN            NaN            NaN            NaN
  1274.89        2500.00        96.5548                 NaN            NaN  0.583282                 NaN  0.318785        2.17715       0.365953                 NaN            NaN            NaN            NaN
  1273.42        2500.00        96.2166                 NaN            NaN  0.708200                 NaN  0.399852        2.39371       0.281604                 NaN            NaN            NaN            NaN
  1271.95        2500.00        95.0358       0.248854E-001            NaN  0.874783                 NaN  0.532328        3.17519       0.356986                 NaN            NaN            NaN            NaN
  1270.48        2500.00        96.2185       0.967348E-001            NaN  0.678102                 NaN  0.447956        2.44598       0.112723                 NaN            NaN            NaN            NaN
  1269.01        2500.00        96.0747       0.126535                 NaN  0.602019                 NaN  0.405434        2.40421       0.387142                 NaN            NaN            NaN            NaN
  1267.54        2500.00        94.7358       0.168106                 NaN  0.882114                 NaN  0.599065        3.27981       0.335153                 NaN            NaN            NaN            NaN
  1266.07        2500.00        97.4590       0.542110E-001            NaN  0.412545                 NaN  0.258562        1.65530       0.160337                 NaN            NaN            NaN            NaN
  1264.60        2500.00        96.5224       0.974331E-001            NaN  0.583351                 NaN  0.375182        2.18946       0.232135                 NaN            NaN            NaN            NaN
  1263.13        2500.00        96.7663       0.852324E-001            NaN  0.564151                 NaN  0.342055        2.02979       0.212497                 NaN            NaN            NaN            NaN
  1261.66        2500.00        93.0359       0.783515E-001            NaN   1.25435                 NaN  0.607800        3.75304       0.345058                 NaN  0.925476                 NaN            NaN
  1260.19        2500.00        90.5010       0.422078                 NaN   1.48741                 NaN  0.886179        4.89339       0.310274                 NaN   1.49963                 NaN            NaN
  1258.72        2500.00        88.6411       0.212484                 NaN   1.93677                 NaN  0.944832        6.04490       0.569613                 NaN   1.65031                 NaN            NaN
  1257.25        2500.00        92.8660       0.302739                 NaN   1.15831                 NaN  0.639829        3.66981       0.187389                 NaN   1.17594                 NaN            NaN
  1255.78        2500.00        90.9132       0.999683E-001            NaN   1.55337                 NaN  0.732089        4.88328       0.390297                 NaN   1.42781                 NaN            NaN
  1254.31        2500.00        86.2166                 NaN            NaN   3.15941                 NaN  0.239127        7.73361       0.317136       0.526623        1.80754                 NaN            NaN
  1252.84        2500.00        79.6007                 NaN            NaN   4.49772                 NaN  0.334970        11.6506       0.449579       0.740944        2.72548                 NaN            NaN
  1251.37        2500.00        61.2543                 NaN            NaN   7.91157                 NaN  0.931828        22.2615        1.12720       0.960456        5.55317                 NaN            NaN
  1249.90        2500.00                 NaN   1.41012        7.72598        10.4278                 NaN            NaN   59.1408        1.98576        2.10037        12.9045        4.30469                 NaN
  1248.43        2500.00                 NaN   1.39600        7.68807        10.4954                 NaN            NaN   59.1697        1.98511        2.11299        12.9196        4.23317                 NaN
  1246.96        2500.00                 NaN   1.38163        7.65128        10.5619                 NaN            NaN   59.1990        1.98435        2.12578        12.9348        4.16127                 NaN
  1245.49        2500.00                 NaN   1.36788        7.61361        10.6295                 NaN            NaN   59.2280        1.98343        2.13796        12.9503        4.08937                 NaN
  1244.02        2500.00                 NaN   1.35178        7.57201        10.7047                 NaN            NaN   59.2552        1.98260        2.15174        12.9657        4.01625                 NaN
  1242.55        2500.00                 NaN   1.36918        7.63096        10.6433                 NaN            NaN   59.2999        2.17866        1.94567        12.9804        3.95189                 NaN
  1241.08        2500.00                 NaN   1.43232        7.68186        10.5121                 NaN            NaN   59.3846        2.13252        1.96177        12.9889        3.90594                 NaN
  1239.61        2500.00                 NaN   1.43234        7.68199        10.5123                 NaN            NaN   59.4286        2.13258        1.96178        13.0087        3.84171                 NaN
  1238.14        2500.00                 NaN   1.43237        7.68212        10.5126                 NaN            NaN   59.4728        2.13265        1.96179        13.0286        3.77704                 NaN
  1236.67        2500.00                 NaN   1.43239        7.68224        10.5129                 NaN            NaN   59.5174        2.13271        1.96180        13.0487        3.71193                 NaN
  1235.20        2500.00                 NaN   1.43242        7.68237        10.5131                 NaN            NaN   59.5622        2.13277        1.96181        13.0689        3.64637                 NaN
  1233.73        2500.00                 NaN   1.43244        7.68250        10.5134                 NaN            NaN   59.6074        2.13283        1.96182        13.0893        3.58036                 NaN
  1232.26        2500.00                 NaN            NaN   2.37770        18.9890                 NaN            NaN   56.4892        3.70879       0.371717        13.4443        3.52344        1.09589     
  1230.79        2500.00                 NaN            NaN   2.37773        18.9894                 NaN            NaN   56.5324        3.70889       0.371718        13.4639        3.46004        1.09591     
  1229.32        2500.00                 NaN            NaN   2.37777        18.9899                 NaN            NaN   56.5760        3.70900       0.371720        13.4835        3.39620        1.09594     
  1227.85        2500.00                 NaN            NaN   1.79000        19.8419                 NaN            NaN   56.2537        3.93714                 NaN   13.5448        3.31340        1.31910     
  1226.38        2500.00                 NaN            NaN   1.79003        19.8424                 NaN            NaN   56.2975        3.93725                 NaN   13.5646        3.24909        1.31914     
  1224.91        2500.00                 NaN            NaN   1.79005        19.8428                 NaN            NaN   56.3417        3.93736                 NaN   13.5846        3.18432        1.31917     
  1223.44        2500.00                 NaN            NaN   1.79008        19.8433                 NaN            NaN   56.3854        3.93747                 NaN   13.6043        3.12022        1.31920     
  1221.97        2500.00                 NaN            NaN   1.79011        19.8438                 NaN            NaN   56.4304        3.93758                 NaN   13.6247        3.05424        1.31923     
  1220.50        2500.00                 NaN            NaN   1.79014        19.8442                 NaN            NaN   56.4757        3.93769                 NaN   13.6451        2.98784        1.31926     
  1219.03        2500.00                 NaN            NaN   1.79017        19.8447                 NaN            NaN   56.5212        3.93780                 NaN   13.6658        2.92102        1.31930     
  1217.56        2500.00                 NaN            NaN   1.79019        19.8452                 NaN            NaN   56.5671        3.93791                 NaN   13.6865        2.85377        1.31933     
  1216.09        2500.00                 NaN            NaN   1.79022        19.8457                 NaN            NaN   56.6132        3.93802                 NaN   13.7074        2.78610        1.31936     
  1214.62        2500.00                 NaN            NaN   1.79025        19.8462                 NaN            NaN   56.6596        3.93813                 NaN   13.7284        2.71799        1.31939     
  1213.15        2500.00                 NaN            NaN   1.79028        19.8466                 NaN            NaN   56.7064        3.93825                 NaN   13.7496        2.64944        1.31943     
  1211.68        2500.00                 NaN            NaN   1.79031        19.8471                 NaN            NaN   56.7534        3.93836                 NaN   13.7709        2.58045        1.31946     
  1210.21        2500.00                 NaN            NaN   1.49034        20.3329                 NaN            NaN   56.5005        3.82916                 NaN   13.8516        2.56056        1.43497     
  1208.74        2500.00                 NaN            NaN   1.49036        20.3334                 NaN            NaN   56.5479        3.82928                 NaN   13.8730        2.49103        1.43501     
  1207.27        2500.00                 NaN            NaN   1.49039        20.3339                 NaN            NaN   56.5956        3.82939                 NaN   13.8947        2.42102        1.43505     
  1205.80        2500.00                 NaN            NaN   1.49041        20.3344                 NaN            NaN   56.6439        3.82951                 NaN   13.9166        2.35020        1.43508     
  1204.33        2500.00                 NaN            NaN  0.279693E-001   21.4285                 NaN   1.08399        55.3243        3.63058                 NaN   14.2878        2.62868        1.58815     
  1202.86        2500.00                 NaN            NaN  0.279682E-001   21.4290                 NaN   1.08404        55.3720        3.63069                 NaN   14.3094        2.55865        1.58819     
  1201.39        2500.00                 NaN            NaN  0.279760E-001   21.4296                 NaN   1.08408        55.4200        3.63080                 NaN   14.3312        2.48817        1.58823     
  1199.92        2500.00                 NaN            NaN  0.279765E-001   21.4301                 NaN   1.08413        55.4682        3.63091                 NaN   14.3531        2.41723        1.58827     
  1198.45        2500.00                 NaN            NaN  0.279769E-001   21.4306                 NaN   1.08418        55.5168        3.63103                 NaN   14.3752        2.34583        1.58831     
  1196.98        2500.00                 NaN  0.107253E-005  0.279728E-001   21.4312                 NaN   1.08423        55.5658        3.63114                 NaN   14.3975        2.27383        1.58835     
  1195.51        2500.00                 NaN  0.877014E-002            NaN   21.4355                 NaN   1.11762        55.5836        3.62142       0.284184E-003   14.4295        2.21105        1.59220     
  1194.04        2500.00                 NaN            NaN            NaN   21.4535                 NaN   1.10358        55.6440        3.62989                 NaN   14.4474        2.13025        1.59142     
  1192.57        2500.00                 NaN            NaN            NaN   21.4197                 NaN  0.938784        56.3656        3.90275                 NaN   14.2683        1.49148        1.61334     
  1191.10        2500.00                 NaN            NaN            NaN   21.4326                 NaN  0.952852        56.4015        3.90304                 NaN   14.2902        1.40688        1.61285     
  1189.63        2500.00                 NaN            NaN            NaN   21.4608                 NaN  0.981455        56.4126        3.89866                 NaN   14.3133        1.32361        1.60955     
  1188.16        2500.00                 NaN            NaN            NaN   21.5204                 NaN  0.997078        56.4019        3.88884                 NaN   14.3403        1.24404        1.60746     
  1186.69        2500.00                 NaN            NaN            NaN   21.5351                 NaN  0.985428        56.4727        3.89647                 NaN   14.3532        1.14620        1.61086     
  1185.22        2500.00                 NaN            NaN            NaN   21.5011                 NaN   1.08334        56.3196        3.81746                 NaN   14.4571        1.22372        1.59771     
  1183.75        2500.00                 NaN            NaN            NaN   21.3708                 NaN   1.45928        56.0666        3.84604                 NaN   14.5170        1.12447        1.61574     
  1182.28        2500.00                 NaN            NaN            NaN   21.5203                 NaN   1.30551        56.1361        3.80476                 NaN   14.5312        1.05065        1.65152     
  1180.81        2500.00                 NaN            NaN            NaN   21.5209                 NaN   1.30557        56.1891        3.80488                 NaN   14.5554       0.972562        1.65156     
  1179.34        2500.00                 NaN            NaN            NaN   21.5214                 NaN   1.30563        56.2426        3.80501                 NaN   14.5798       0.893897        1.65160     
  1177.87        2500.00                 NaN            NaN            NaN   21.5220                 NaN   1.30569        56.2965        3.80513                 NaN   14.6044       0.814652        1.65165     
  1176.40        2500.00                 NaN            NaN            NaN   21.5226                 NaN   1.30575        56.3507        3.80525                 NaN   14.6292       0.734824        1.65169     
  1174.93        2500.00                 NaN            NaN            NaN   21.5232                 NaN   1.30581        56.4054        3.80538                 NaN   14.6541       0.654407        1.65174     
  1173.46        2500.00                 NaN            NaN            NaN   21.4501                 NaN   1.40944        56.4495        3.88402                 NaN   14.6196       0.525038        1.66233     
  1171.99        2500.00                 NaN            NaN            NaN   21.5060                 NaN   1.34111        56.5291        3.87256                 NaN   14.6314       0.443094        1.67665     
  1170.52        2500.00                 NaN            NaN            NaN   21.5214                 NaN   1.40491        56.5837        3.91705                 NaN   14.6152       0.280202        1.67753     
  1169.05        2500.00                 NaN            NaN            NaN   21.6478                 NaN   1.25597        56.7140        3.91608                 NaN   14.5929       0.176299        1.69700     
  1167.58        2500.00                 NaN            NaN            NaN   21.6484                 NaN   1.25603        56.7708        3.91621                 NaN   14.6188       0.927464E-001   1.69705     
  1166.11        2500.00                 NaN            NaN            NaN   21.6489                 NaN   1.25609        56.8280        3.91634                 NaN   14.6450       0.857624E-002   1.69710     
  1164.64        2500.00                 NaN            NaN            NaN   21.5770                 NaN  0.917028        57.3149        3.98489                 NaN   14.5522                 NaN   1.65401     
  1163.17        2500.00                 NaN            NaN            NaN   21.5841                 NaN  0.915127        57.3133        3.98948                 NaN   14.5418                 NaN   1.65612     
  1161.70        2500.00                 NaN            NaN            NaN   21.5874                 NaN  0.915925        57.3106        3.99302                 NaN   14.5345                 NaN   1.65848     
  1160.23        2500.00                 NaN            NaN            NaN   21.5953                 NaN  0.916131        57.3064        3.99699                 NaN   14.5249                 NaN   1.66028     
  1158.76        2500.00                 NaN            NaN            NaN   21.6046                 NaN  0.916045        57.3019        4.00120                 NaN   14.5144                 NaN   1.66185     
  1157.29        2500.00                 NaN            NaN            NaN   21.6155                 NaN  0.926285        57.2848        4.00173                 NaN   14.5089                 NaN   1.66274     
  1155.82        2500.00                 NaN            NaN            NaN   21.6234                 NaN  0.922835        57.2849        4.00722                 NaN   14.4971                 NaN   1.66455     
  1154.35        2500.00                 NaN            NaN            NaN   21.7123                 NaN  0.988123        57.1619        3.99013                 NaN   14.4949                 NaN   1.65268     
  1152.88        2500.00                 NaN            NaN            NaN   21.7500                 NaN  0.965051        57.1646        3.99720                 NaN   14.4638                 NaN   1.65937     
  1151.41        2500.00                 NaN            NaN            NaN   21.7241                 NaN  0.994166        57.1540        3.99782                 NaN   14.4732                 NaN   1.65670     
  1149.94        2500.00                 NaN            NaN            NaN   21.6498                 NaN  0.940400        57.2526        4.01804                 NaN   14.4687                 NaN   1.67039     
  1148.47        2500.00                 NaN            NaN            NaN   21.7378                 NaN   1.00245        57.1384        4.00357                 NaN   14.4582                 NaN   1.65960     
  1147.00        2500.00                 NaN            NaN            NaN   21.7662                 NaN  0.986186        57.1360        4.00921                 NaN   14.4394                 NaN   1.66303     
  1145.53        2500.00                 NaN            NaN            NaN   21.7794                 NaN  0.973075        57.0922        3.96891                 NaN   14.5006                 NaN   1.68577     
  1144.06        2500.00                 NaN            NaN            NaN   21.7321                 NaN   1.01665        57.1293        4.01466                 NaN   14.4448                 NaN   1.66244     
  1142.59        2500.00                 NaN            NaN            NaN   21.6981                 NaN  0.966819        57.2007        4.02990                 NaN   14.4295                 NaN   1.67506     
  1141.12        2500.00                 NaN            NaN            NaN   21.7996                 NaN   1.00043        57.1042        4.02193                 NaN   14.4045                 NaN   1.66933     
  1139.65        2500.00                 NaN            NaN            NaN   21.7918                 NaN   1.01562        57.0939        4.02455                 NaN   14.4074                 NaN   1.66668     
  1138.18        2500.00                 NaN            NaN            NaN   21.8051                 NaN   1.23515        56.8711        4.05067                 NaN   14.3566                 NaN   1.68133     
  1136.71        2500.00                 NaN            NaN            NaN   21.8387                 NaN  0.999875        57.0815        4.03264                 NaN   14.3730                 NaN   1.67426     
  1135.24        2500.00                 NaN            NaN            NaN   21.8350                 NaN   1.01237        57.0749        4.03597                 NaN   14.3678                 NaN   1.67396     
  1133.77        2500.00                 NaN            NaN            NaN   21.8245                 NaN   1.02994        57.0637        4.03811                 NaN   14.3726                 NaN   1.67110     
  1132.30        2500.00                 NaN            NaN            NaN   21.8338                 NaN   1.03256        57.0566        4.04177                 NaN   14.3630                 NaN   1.67227     
  1130.83        2500.00                 NaN            NaN            NaN   21.8434                 NaN   1.03543        57.0491        4.04540                 NaN   14.3534                 NaN   1.67332     
  1129.36        2500.00                 NaN            NaN            NaN   21.8550                 NaN   1.03668        57.0421        4.04937                 NaN   14.3424                 NaN   1.67451     
  1127.89        2500.00                 NaN            NaN            NaN   21.8637                 NaN   1.04013        57.0348        4.05318                 NaN   14.3329                 NaN   1.67528     
  1126.42        2500.00                 NaN            NaN            NaN   21.8742                 NaN   1.04305        57.0269        4.05699                 NaN   14.3228                 NaN   1.67605     
  1124.95        2500.00                 NaN            NaN            NaN   21.8760                 NaN   1.05361        57.0148        4.05756                 NaN   14.3206                 NaN   1.67747     
  1123.48        2500.00                 NaN            NaN            NaN   21.8873                 NaN   1.05643        57.0065        4.06129                 NaN   14.3101                 NaN   1.67834     
  1122.01        2500.00                 NaN            NaN            NaN   21.9005                 NaN   1.05599        57.0012        4.06665                 NaN   14.2968                 NaN   1.67888     
  1120.54        2500.00                 NaN            NaN            NaN   21.9088                 NaN   1.06090        56.9923        4.06979                 NaN   14.2886                 NaN   1.67964     
  1119.07        2500.00                 NaN            NaN            NaN   21.9154                 NaN   1.07139        56.9780        4.07061                 NaN   14.2841                 NaN   1.68051     
  1117.60        2500.00                 NaN            NaN            NaN   21.9269                 NaN   1.07473        56.9696        4.07436                 NaN   14.2731                 NaN   1.68132     
  1116.13        2500.00                 NaN            NaN            NaN   21.9387                 NaN   1.07818        56.9610        4.07811                 NaN   14.2618                 NaN   1.68215     
  1114.66        2500.00                 NaN            NaN            NaN   21.9508                 NaN   1.08174        56.9524        4.08185                 NaN   14.2501                 NaN   1.68301     
  1113.19        2500.00                 NaN            NaN            NaN   21.9630                 NaN   1.08555        56.9436        4.08553                 NaN   14.2384                 NaN   1.68389     
  1111.72        2500.00                 NaN            NaN            NaN   21.9749                 NaN   1.08986        56.9345        4.08903                 NaN   14.2269                 NaN   1.68480     
  1110.25        2500.00                 NaN            NaN            NaN   21.9769                 NaN   1.08846        56.9363        4.09416                 NaN   14.2176                 NaN   1.68653     
  1108.78        2500.00                 NaN            NaN            NaN   21.9725                 NaN   1.08338        56.9453        4.10032                 NaN   14.2096                 NaN   1.68882     
  1107.31        2500.00                 NaN            NaN            NaN   21.9660                 NaN   1.07696        56.9569        4.10682                 NaN   14.2020                 NaN   1.69135     
  1105.84        2500.00                 NaN            NaN            NaN   22.0193                 NaN   1.10567        56.8945        4.10298                 NaN   14.1920                 NaN   1.68545     
  1104.37        2500.00                 NaN            NaN            NaN   22.0277                 NaN   1.11176        56.8846        4.10625                 NaN   14.1842                 NaN   1.68542     
  1102.90        2500.00                 NaN            NaN            NaN   22.0452                 NaN   1.11379        56.8744        4.11020                 NaN   14.1701                 NaN   1.68630     
  1101.43        2500.00                 NaN            NaN            NaN   22.1008                 NaN   1.09274        56.8623        4.11616                 NaN   14.1363                 NaN   1.69167     
  1099.96        2500.00                 NaN            NaN            NaN   22.0757                 NaN   1.12086        56.8531        4.11744                 NaN   14.1453                 NaN   1.68763     
  1098.49        2500.00                 NaN            NaN            NaN   22.1640                 NaN   1.06873        56.8575        4.14356                 NaN   14.0861                 NaN   1.68018     
  1097.02        2500.00                 NaN            NaN            NaN   22.0408                 NaN   1.12618        56.8719        4.12746                 NaN   14.1438                 NaN   1.68977     
  1095.55        2500.00                 NaN            NaN            NaN   22.1062                 NaN   1.13352        56.8187        4.12639                 NaN   14.1286                 NaN   1.68661     
  1094.08        2500.00                 NaN            NaN            NaN   22.1173                 NaN   1.14049        56.8082        4.12987                 NaN   14.1174                 NaN   1.68675     
  1092.61        2500.00                 NaN            NaN            NaN   22.1285                 NaN   1.14784        56.7975        4.13334                 NaN   14.1058                 NaN   1.68698     
  1091.14        2500.00                 NaN            NaN            NaN   22.1389                 NaN   1.15656        56.7871        4.13678                 NaN   14.0935                 NaN   1.68718     
  1089.67        2500.00                 NaN            NaN            NaN   22.1514                 NaN   1.16224        56.7753        4.13981                 NaN   14.0840                 NaN   1.68724     
  1088.20        2500.00                 NaN            NaN            NaN   22.1647                 NaN   1.16883        56.7638        4.14332                 NaN   14.0720                 NaN   1.68730     
  1086.73        2500.00                 NaN            NaN            NaN   22.1776                 NaN   1.17495        56.7517        4.14660                 NaN   14.0621                 NaN   1.68709     
  1085.26        2500.00                 NaN            NaN            NaN   22.1915                 NaN   1.18045        56.7398        4.14998                 NaN   14.0512                 NaN   1.68709     
  1083.79        2500.00                 NaN            NaN            NaN   22.2049                 NaN   1.18663        56.7274        4.15325                 NaN   14.0410                 NaN   1.68686     
  1082.32        2500.00                 NaN            NaN            NaN   22.2444                 NaN   1.17766        56.7112        4.15800                 NaN   14.0207                 NaN   1.68809     
  1080.85        2500.00                 NaN            NaN            NaN   22.2357                 NaN   1.19811        56.7017        4.15975                 NaN   14.0177                 NaN   1.68697     
  1079.38        2500.00                 NaN            NaN            NaN   22.2034                 NaN   1.20891        56.7109        4.16363                 NaN   14.0274                 NaN   1.68574     
  1077.91        2500.00                 NaN            NaN            NaN   22.2673                 NaN   1.20944        56.6759        4.16663                 NaN   13.9941                 NaN   1.68671     
  1076.44        2500.00                 NaN            NaN            NaN   22.2783                 NaN   1.21983        56.6637        4.16940                 NaN   13.9817                 NaN   1.68700     
  1074.97        2500.00                 NaN            NaN            NaN   22.2988                 NaN   1.22167        56.6492        4.17333                 NaN   13.9709                 NaN   1.68617     
  1073.50        2500.00                 NaN            NaN            NaN   22.3038                 NaN   1.23080        56.6376        4.17630                 NaN   13.9669                 NaN   1.68464     
  1072.03        2500.00                 NaN            NaN            NaN   22.2813                 NaN   1.23046        56.6541        4.18294                 NaN   13.9661                 NaN   1.68521     
  1070.56        2500.00                 NaN            NaN            NaN   22.3446                 NaN   1.24185        56.6079        4.18297                 NaN   13.9377                 NaN   1.68495     
  1069.09        2500.00                 NaN            NaN            NaN   22.3605                 NaN   1.24857        56.5939        4.18631                 NaN   13.9263                 NaN   1.68438     
  1067.62        2500.00                 NaN            NaN            NaN   22.3724                 NaN   1.25962        56.5807        4.18909                 NaN   13.9140                 NaN   1.68430     
  1066.15        2500.00                 NaN            NaN            NaN   22.4108                 NaN   1.25061        56.5612        4.19340                 NaN   13.9000                 NaN   1.68402     
  1064.68        2500.00                 NaN            NaN            NaN   22.3882                 NaN   1.25883        56.5767        4.19904                 NaN   13.8914                 NaN   1.68586     
  1063.21        2500.00                 NaN            NaN            NaN   22.4210                 NaN   1.27764        56.5368        4.19938                 NaN   13.8841                 NaN   1.68116     
  1061.74        2500.00                 NaN            NaN            NaN   22.4151                 NaN   1.27070        56.5530        4.20601                 NaN   13.8699                 NaN   1.68529     
  1060.27        2500.00                 NaN            NaN            NaN   22.3702                 NaN   1.23723        56.6101        4.21834                 NaN   13.8738                 NaN   1.69027     
  1058.80        2500.00                 NaN            NaN            NaN   22.4751                 NaN   1.31490        56.4771        4.21653                 NaN   13.8449                 NaN   1.67150     
  1057.33        2500.00                 NaN            NaN            NaN   22.4971                 NaN   1.29323        56.4865        4.21347                 NaN   13.8291                 NaN   1.68059     
  1055.86        2500.00                 NaN            NaN            NaN   22.4431                 NaN   1.32722        56.4947        4.21960                 NaN   13.8421                 NaN   1.67323     
  1054.39        2500.00                 NaN            NaN            NaN   22.5128                 NaN   1.33300        56.4478        4.22034                 NaN   13.8113                 NaN   1.67482     
  1052.92        2500.00                 NaN            NaN            NaN   22.5432                 NaN   1.33158        56.4262        4.22117                 NaN   13.8026                 NaN   1.67516     
  1051.45        2500.00                 NaN            NaN            NaN   22.5710                 NaN   1.33765        56.4080        4.22548                 NaN   13.7830                 NaN   1.67487     
  1049.98        2500.00                 NaN            NaN            NaN   22.5961                 NaN   1.34555        56.3893        4.22887                 NaN   13.7659                 NaN   1.67434     
  1048.51        2500.00                 NaN            NaN            NaN   22.6088                 NaN   1.35468        56.3739        4.23164                 NaN   13.7581                 NaN   1.67290     
  1047.04        2500.00                 NaN            NaN            NaN   22.6185                 NaN   1.36325        56.3599        4.23467                 NaN   13.7529                 NaN   1.67075     
  1045.57        2500.00                 NaN            NaN            NaN   22.6377                 NaN   1.37352        56.3422        4.23787                 NaN   13.7390                 NaN   1.66973     
  1044.10        2500.00                 NaN            NaN            NaN   22.6515                 NaN   1.38400        56.3262        4.24088                 NaN   13.7292                 NaN   1.66813     
  1042.63        2500.00                 NaN            NaN            NaN   22.6645                 NaN   1.39097        56.3144        4.24458                 NaN   13.7184                 NaN   1.66725     
  1041.16        2500.00                 NaN            NaN            NaN   22.7037                 NaN   1.40137        56.2849        4.24814                 NaN   13.6967                 NaN   1.66526     
  1039.69        2500.00                 NaN            NaN            NaN   22.7318                 NaN   1.40761        56.2639        4.25035                 NaN   13.6812                 NaN   1.66511     
  1038.22        2500.00                 NaN            NaN            NaN   22.7212                 NaN   1.39200        56.2641        4.24980                 NaN   13.7068                 NaN   1.66618     
  1036.75        2500.00                 NaN            NaN            NaN   22.7317                 NaN   1.39931        56.2531        4.25382                 NaN   13.6970                 NaN   1.66512     
  1035.28        2500.00                 NaN            NaN            NaN   22.8028                 NaN   1.43459        56.2048        4.26050                 NaN   13.6362                 NaN   1.66113     
  1033.81        2500.00                 NaN            NaN            NaN   22.8269                 NaN   1.44427        56.1841        4.26367                 NaN   13.6214                 NaN   1.65965     
  1032.34        2500.00                 NaN            NaN            NaN   22.8247                 NaN   1.45497        56.1783        4.26450                 NaN   13.6173                 NaN   1.66024     
  1030.87        2500.00                 NaN            NaN            NaN   22.7858                 NaN   1.44168        56.1905        4.26265                 NaN   13.6608                 NaN   1.65852     
  1029.40        2500.00                 NaN            NaN            NaN   22.8881                 NaN   1.47387        56.1254        4.27306                 NaN   13.5856                 NaN   1.65389     
  1027.93        2500.00                 NaN            NaN            NaN   22.6194                 NaN   1.42547        56.3085        4.22733                 NaN   13.7240                 NaN   1.69525     
  1026.46        2500.00                 NaN            NaN            NaN   22.9204                 NaN   1.46733        56.1103        4.27214                 NaN   13.5769                 NaN   1.65290     
  1024.99        2500.00                 NaN            NaN            NaN   22.8679                 NaN   1.49311        56.1161        4.27299                 NaN   13.5952                 NaN   1.65463     
  1023.52        2500.00                 NaN            NaN            NaN   22.9851                 NaN   1.51577        56.0389        4.28557                 NaN   13.5283                 NaN   1.64645     
  1022.05        2500.00                 NaN            NaN            NaN   23.0116                 NaN   1.52650        56.0159        4.28881                 NaN   13.5127                 NaN   1.64446     
  1020.58        2500.00                 NaN            NaN            NaN   23.0396                 NaN   1.53795        55.9916        4.29192                 NaN   13.4964                 NaN   1.64243     
  1019.11        2500.00                 NaN            NaN            NaN   22.9983                 NaN   1.53033        56.0292        4.28042                 NaN   13.5039                 NaN   1.65777     
  1017.64        2500.00                 NaN            NaN            NaN   23.0853                 NaN   1.55951        55.9485        4.29826                 NaN   13.4707                 NaN   1.63773     
  1016.17        2500.00                 NaN            NaN            NaN   23.1115                 NaN   1.57440        55.9251        4.30078                 NaN   13.4514                 NaN   1.63680     
  1014.70        2500.00                 NaN            NaN            NaN   23.0075                 NaN   1.54702        55.9983        4.28928                 NaN   13.5117                 NaN   1.64618     
  1013.23        2500.00                 NaN            NaN            NaN   23.1277                 NaN   1.57121        55.9257        4.31173                 NaN   13.4252                 NaN   1.63841     
  1011.76        2500.00                 NaN            NaN            NaN   23.1548                 NaN   1.58250        55.9020        4.31499                 NaN   13.4096                 NaN   1.63615     
  1010.29        2500.00                 NaN            NaN            NaN   23.2100                 NaN   1.61176        55.8447        4.31504                 NaN   13.3882                 NaN   1.63037     
  1008.82        2500.00                 NaN            NaN            NaN   23.2589                 NaN   1.63693        55.7946        4.31585                 NaN   13.3686                 NaN   1.62516     
  1007.35        2500.00                 NaN            NaN            NaN   23.2847                 NaN   1.64717        55.7704        4.31919                 NaN   13.3565                 NaN   1.62204     
  1005.88        2500.00                 NaN            NaN            NaN   23.3124                 NaN   1.65669        55.7454        4.32257                 NaN   13.3440                 NaN   1.61890     
  1004.41        2500.00                 NaN            NaN            NaN   23.3442                 NaN   1.66409        55.7191        4.32610                 NaN   13.3308                 NaN   1.61576     
  1002.94        2500.00                 NaN            NaN            NaN   23.3771                 NaN   1.67628        55.6906        4.32929                 NaN   13.3138                 NaN   1.61289     
  1001.47        2500.00                 NaN            NaN            NaN   23.3754                 NaN   1.68948        55.6797        4.32778                 NaN   13.3145                 NaN   1.61312     
  1000.00        2500.00                 NaN            NaN            NaN   23.4444                 NaN   1.71412        55.6273        4.33526                 NaN   13.2725                 NaN   1.60641     
