|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1491.23        500.000        98.9040                 NaN            NaN            NaN            NaN  0.570047E-001   1.03901                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9052                 NaN            NaN            NaN            NaN  0.467814E-001   1.04797                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9061                 NaN            NaN            NaN            NaN  0.366358E-001   1.05729                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9082                 NaN            NaN            NaN            NaN  0.258110E-001   1.06601                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9071                 NaN            NaN            NaN            NaN  0.135726E-001   1.07936                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9046                 NaN            NaN            NaN            NaN  0.102973E-002   1.09440                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9017                 NaN            NaN            NaN            NaN  0.733641E-001   1.02494                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8947                 NaN            NaN            NaN            NaN            NaN   1.10525                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8844                 NaN            NaN            NaN            NaN            NaN   1.11562                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.8679                 NaN            NaN            NaN            NaN  0.466274E-002   1.12743                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.7033                 NaN            NaN  0.284015E-002            NaN            NaN  0.269385        1.02446                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.2728                 NaN            NaN  0.580396E-002            NaN            NaN  0.624393        1.09700                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.3022                 NaN            NaN  0.551979E-002            NaN            NaN   1.07847       0.613830                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3310                 NaN            NaN  0.523132E-002            NaN            NaN   1.06097       0.602766                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.3599                 NaN            NaN  0.495747E-002            NaN            NaN   1.04212       0.593018                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.6508                 NaN            NaN  0.389458E-002            NaN            NaN  0.488138       0.857121                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.1495                 NaN            NaN  0.516950E-002            NaN            NaN   1.17630       0.669076                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4407                 NaN            NaN  0.416077E-002            NaN            NaN  0.991515       0.563583                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.4676                 NaN            NaN  0.393287E-002            NaN            NaN  0.554084       0.974349                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.4895                 NaN            NaN  0.370289E-002            NaN            NaN  0.545797       0.960997                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.5132                 NaN            NaN  0.347128E-002            NaN            NaN  0.537301       0.946012                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.5358                 NaN            NaN  0.327585E-002            NaN            NaN  0.932014       0.528936                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5592                 NaN            NaN  0.304867E-002            NaN            NaN  0.917308       0.520462                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.5803                 NaN            NaN  0.284674E-002            NaN            NaN  0.512966       0.903906                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6024                 NaN            NaN  0.265103E-002            NaN            NaN  0.505032       0.889915                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.6218                 NaN            NaN  0.246505E-002            NaN            NaN  0.497276       0.878481                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.6419                 NaN            NaN  0.227334E-002            NaN            NaN  0.489860       0.865971                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.6609                 NaN            NaN  0.209518E-002            NaN            NaN  0.853558       0.483421                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.6801                 NaN            NaN  0.193209E-002            NaN            NaN  0.475729       0.842253                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.6999                 NaN            NaN  0.177887E-002            NaN            NaN  0.828895       0.469412                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.7169                 NaN            NaN  0.160049E-002            NaN            NaN  0.462244       0.819288                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.7341                 NaN            NaN  0.146323E-002            NaN            NaN  0.455876       0.808556                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.7504                 NaN            NaN  0.131403E-002            NaN            NaN  0.449540       0.798744                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        97.4891                 NaN            NaN            NaN            NaN            NaN  0.925602        1.00147                 NaN  0.583840                 NaN            NaN            NaN
  1406.02        500.000        96.8898                 NaN            NaN  0.797331E-003            NaN            NaN   1.26924       0.967149                 NaN  0.873031                 NaN            NaN            NaN
  1403.51        500.000        97.0004                 NaN            NaN            NaN            NaN            NaN  0.934028        1.22413                 NaN  0.841467                 NaN            NaN            NaN
  1401.00        500.000        97.0753                 NaN            NaN            NaN            NaN            NaN  0.912186        1.19194                 NaN  0.820564                 NaN            NaN            NaN
  1398.50        500.000        97.1568                 NaN            NaN            NaN            NaN            NaN  0.887430        1.15844                 NaN  0.797368                 NaN            NaN            NaN
  1395.99        500.000        97.2356                 NaN            NaN            NaN            NaN            NaN  0.862802        1.12625                 NaN  0.775396                 NaN            NaN            NaN
  1393.48        500.000        97.3087                 NaN            NaN            NaN            NaN            NaN  0.840450        1.09638                 NaN  0.754430                 NaN            NaN            NaN
  1390.98        500.000        97.3806                 NaN            NaN            NaN            NaN            NaN   1.06733       0.818087                 NaN  0.733970                 NaN            NaN            NaN
  1388.47        500.000        97.4481                 NaN            NaN            NaN            NaN            NaN  0.796470        1.04056                 NaN  0.714856                 NaN            NaN            NaN
  1385.96        500.000        97.5119                 NaN            NaN            NaN            NaN            NaN   1.01536       0.776033                 NaN  0.696719                 NaN            NaN            NaN
  1383.46        500.000        97.5202                 NaN  0.223242E-001            NaN            NaN            NaN  0.793549       0.964615                 NaN  0.699351                 NaN            NaN            NaN
  1380.95        500.000        97.3958                 NaN  0.103773                 NaN            NaN            NaN  0.839940       0.906964                 NaN  0.753497                 NaN            NaN            NaN
  1378.45        500.000        97.4828                 NaN  0.984333E-001            NaN            NaN            NaN  0.875948       0.814825                 NaN  0.728032                 NaN            NaN            NaN
  1375.94        500.000        97.5637                 NaN  0.930157E-001            NaN            NaN            NaN  0.792496       0.846811                 NaN  0.703994                 NaN            NaN            NaN
  1373.43        500.000        97.6409                 NaN  0.881453E-001            NaN            NaN            NaN  0.819913       0.769770                 NaN  0.681308                 NaN            NaN            NaN
  1370.93        500.000        97.7131                 NaN  0.831414E-001            NaN            NaN            NaN  0.750918       0.793090                 NaN  0.659719                 NaN            NaN            NaN
  1368.42        500.000        97.7819                 NaN  0.785270E-001            NaN            NaN            NaN  0.732054       0.768301                 NaN  0.639191                 NaN            NaN            NaN
  1365.91        500.000        97.8480                 NaN  0.741969E-001            NaN            NaN            NaN  0.744260       0.713920                 NaN  0.619601                 NaN            NaN            NaN
  1363.41        500.000        97.9100                 NaN  0.699088E-001            NaN            NaN            NaN  0.698177       0.720825                 NaN  0.601079                 NaN            NaN            NaN
  1360.90        500.000        97.9680                 NaN  0.653687E-001            NaN            NaN            NaN  0.685001       0.698189                 NaN  0.583394                 NaN            NaN            NaN
  1358.40        500.000        98.0248                 NaN  0.615667E-001            NaN            NaN            NaN  0.676906       0.670276                 NaN  0.566482                 NaN            NaN            NaN
  1355.89        500.000        98.0783                 NaN  0.577837E-001            NaN            NaN            NaN  0.657116       0.656441                 NaN  0.550370                 NaN            NaN            NaN
  1353.38        500.000        98.1292                 NaN  0.540804E-001            NaN            NaN            NaN  0.636859       0.644841                 NaN  0.534975                 NaN            NaN            NaN
  1350.88        500.000        98.1770                 NaN  0.503598E-001            NaN            NaN            NaN  0.633599       0.618566                 NaN  0.520459                 NaN            NaN            NaN
  1348.37        500.000        98.2234                 NaN  0.468574E-001            NaN            NaN            NaN  0.600000       0.623345                 NaN  0.506390                 NaN            NaN            NaN
  1345.86        500.000        98.2677                 NaN  0.435520E-001            NaN            NaN            NaN  0.582312       0.613424                 NaN  0.493047                 NaN            NaN            NaN
  1343.36        500.000        98.3103                 NaN  0.399322E-001            NaN            NaN            NaN  0.564839       0.605127                 NaN  0.479835                 NaN            NaN            NaN
  1340.85        500.000        98.3502                 NaN  0.367463E-001            NaN            NaN            NaN  0.548402       0.596918                 NaN  0.467716                 NaN            NaN            NaN
  1338.35        500.000        91.2873                 NaN  0.382289                 NaN            NaN            NaN   3.34525        2.40290                 NaN   2.58223                 NaN            NaN            NaN
  1335.84        500.000        98.1494                 NaN  0.610075E-001            NaN            NaN            NaN  0.657432       0.593682                 NaN  0.538431                 NaN            NaN            NaN
  1333.33        500.000        98.4771                 NaN  0.462144E-001            NaN            NaN            NaN  0.531396       0.503805                 NaN  0.441443                 NaN            NaN            NaN
  1330.83        500.000        98.6894                 NaN  0.365887E-001            NaN            NaN            NaN  0.449547       0.445740                 NaN  0.378704                 NaN            NaN            NaN
  1328.32        500.000        98.8484                 NaN  0.292029E-001            NaN            NaN            NaN  0.403413       0.387392                 NaN  0.331635                 NaN            NaN            NaN
  1325.81        500.000        98.9718                 NaN  0.230979E-001            NaN            NaN            NaN  0.338855       0.371570                 NaN  0.294651                 NaN            NaN            NaN
  1323.31        500.000        99.0656                 NaN  0.185828E-001            NaN            NaN            NaN  0.347363       0.301745                 NaN  0.266753                 NaN            NaN            NaN
  1320.80        500.000        99.1409                 NaN  0.147589E-001            NaN            NaN            NaN  0.271521       0.328668                 NaN  0.244175                 NaN            NaN            NaN
  1318.30        500.000        99.2019                 NaN  0.114928E-001            NaN            NaN            NaN  0.246574       0.314166                 NaN  0.225842                 NaN            NaN            NaN
  1315.79        500.000        99.2518                 NaN  0.890916E-002            NaN            NaN            NaN  0.302365       0.226042                 NaN  0.210845                 NaN            NaN            NaN
  1313.28        500.000        99.2932                 NaN  0.625509E-002            NaN            NaN            NaN  0.294475       0.207895                 NaN  0.198173                 NaN            NaN            NaN
  1310.78        500.000        99.3265                 NaN  0.394257E-002            NaN            NaN            NaN  0.288895       0.192704                 NaN  0.187940                 NaN            NaN            NaN
  1308.27        500.000        99.3551                 NaN  0.195273E-002            NaN            NaN            NaN  0.179587       0.284334                 NaN  0.179071                 NaN            NaN            NaN
  1305.76        500.000        99.3754                 NaN  0.253417E-002            NaN            NaN            NaN  0.172562       0.276397                 NaN  0.173121                 NaN            NaN            NaN
  1303.26        500.000        99.3942                 NaN            NaN            NaN            NaN            NaN  0.160517       0.278115                 NaN  0.167212                 NaN            NaN            NaN
  1300.75        500.000        99.4082                 NaN            NaN            NaN            NaN            NaN  0.273971       0.155163                 NaN  0.162627                 NaN            NaN            NaN
  1298.25        500.000        99.4189                 NaN            NaN            NaN            NaN            NaN  0.272208       0.149459                 NaN  0.159413                 NaN            NaN            NaN
  1295.74        500.000        99.4239                 NaN            NaN            NaN            NaN            NaN  0.145388       0.273101                 NaN  0.157565                 NaN            NaN            NaN
  1293.23        500.000        99.4278                 NaN            NaN            NaN            NaN            NaN  0.142574       0.273411                 NaN  0.156179                 NaN            NaN            NaN
  1290.73        500.000        99.4275                 NaN            NaN            NaN            NaN            NaN  0.276681       0.139817                 NaN  0.155953                 NaN            NaN            NaN
  1288.22        500.000        99.4216                 NaN            NaN            NaN            NaN            NaN  0.137884       0.283236                 NaN  0.157268                 NaN            NaN            NaN
  1285.71        500.000        88.5855                 NaN  0.806957E-001            NaN            NaN            NaN   1.43418        1.71818                 NaN   1.32034        6.86115                 NaN            NaN
  1283.21        500.000        91.7065                 NaN  0.760867E-001            NaN            NaN            NaN   1.09333        1.12589                 NaN  0.942086        5.05608                 NaN            NaN
  1280.70        500.000        96.8445                 NaN  0.182502E-001            NaN            NaN            NaN  0.485986       0.402899                 NaN  0.367403        1.88097                 NaN            NaN
  1278.20        500.000        98.1065                 NaN  0.487968E-002            NaN            NaN            NaN  0.229230       0.328316                 NaN  0.225242        1.10586                 NaN            NaN
  1275.69        500.000        98.6366                 NaN  0.257735E-002            NaN            NaN            NaN  0.254250       0.159834                 NaN  0.166289       0.780463                 NaN            NaN
  1273.18        500.000        98.9192                 NaN            NaN            NaN            NaN            NaN  0.945728E-001  0.248674                 NaN  0.135215       0.602373                 NaN            NaN
  1270.68        500.000        98.9851                 NaN            NaN            NaN            NaN            NaN  0.173229       0.135559                 NaN  0.124815       0.581265                 NaN            NaN
  1268.17        500.000        99.2029                 NaN            NaN            NaN            NaN            NaN  0.298600                 NaN            NaN  0.111198       0.387320                 NaN            NaN
  1265.66        500.000        99.0834                 NaN            NaN            NaN            NaN            NaN  0.331789                 NaN            NaN  0.126385       0.458460                 NaN            NaN
  1263.16        500.000        98.7097                 NaN            NaN            NaN            NaN            NaN  0.471955                 NaN            NaN  0.183982       0.613817       0.205739E-001            NaN
  1260.65        500.000        96.8954                 NaN            NaN            NaN            NaN            NaN   1.12098                 NaN            NaN  0.452110        1.41453       0.116937                 NaN
  1258.15        500.000        64.5428                 NaN            NaN            NaN            NaN            NaN   13.1671                 NaN            NaN   5.33778        15.5632        1.38905                 NaN
  1255.64        500.000        93.9890                 NaN            NaN            NaN            NaN            NaN   1.61637                 NaN            NaN  0.732138        3.43166       0.230865                 NaN
  1253.13        500.000        94.4202                 NaN            NaN            NaN            NaN            NaN   1.49469                 NaN            NaN  0.675450        3.19504       0.214662                 NaN
  1250.63        500.000        94.8095                 NaN            NaN            NaN            NaN            NaN   1.38680                 NaN            NaN  0.628142        2.97827       0.197305                 NaN
  1248.12        500.000        95.1448                 NaN            NaN            NaN            NaN            NaN   1.29425                 NaN            NaN  0.583925        2.79347       0.183573                 NaN
  1245.61        500.000        95.4502                 NaN            NaN            NaN            NaN            NaN   1.21065                 NaN            NaN  0.546282        2.62349       0.169356                 NaN
  1243.11        500.000        95.7283                 NaN            NaN            NaN            NaN            NaN   1.13415                 NaN            NaN  0.511677        2.46942       0.156496                 NaN
  1240.60        500.000        95.9811                 NaN            NaN            NaN            NaN            NaN   1.06341                 NaN            NaN  0.478094        2.33158       0.145834                 NaN
  1238.10        500.000        96.2093                 NaN            NaN            NaN            NaN            NaN   1.00129                 NaN            NaN  0.449456        2.20499       0.135005                 NaN
  1235.59        500.000        96.4251                 NaN            NaN            NaN            NaN            NaN  0.940272                 NaN            NaN  0.421600        2.08744       0.125536                 NaN
  1233.08        500.000        96.6144                 NaN            NaN            NaN            NaN            NaN  0.889183                 NaN            NaN  0.396119        1.98320       0.117125                 NaN
  1230.58        500.000        96.7895                 NaN            NaN            NaN            NaN            NaN  0.842208                 NaN            NaN  0.373496        1.88600       0.108821                 NaN
  1228.07        500.000        96.9557                 NaN            NaN            NaN            NaN            NaN  0.795532                 NaN            NaN  0.351141        1.79592       0.101736                 NaN
  1225.56        500.000        97.1005                 NaN            NaN            NaN            NaN            NaN  0.759561                 NaN            NaN  0.333730        1.71232       0.938676E-001            NaN
  1223.06        500.000        97.2441                 NaN            NaN            NaN            NaN            NaN  0.718488                 NaN            NaN  0.313779        1.63550       0.881562E-001            NaN
  1220.55        500.000        97.3727                 NaN            NaN            NaN            NaN            NaN  0.684983                 NaN            NaN  0.298465        1.56240       0.814131E-001            NaN
  1218.05        500.000        97.4921                 NaN            NaN            NaN            NaN            NaN  0.654652                 NaN            NaN  0.283167        1.49436       0.757331E-001            NaN
  1215.54        500.000        97.6053                 NaN            NaN            NaN            NaN            NaN  0.623588                 NaN            NaN  0.268475        1.43200       0.706573E-001            NaN
  1213.03        500.000        97.7106                 NaN            NaN            NaN            NaN            NaN  0.595625                 NaN            NaN  0.255478        1.37270       0.656388E-001            NaN
  1210.53        500.000        97.8032                 NaN            NaN            NaN            NaN            NaN  0.572695                 NaN            NaN  0.242625        1.32000       0.614946E-001            NaN
  1208.02        500.000        97.2165                 NaN            NaN            NaN            NaN            NaN  0.607745                 NaN            NaN  0.279514        1.51764       0.637670E-001  0.314801     
  1205.51        500.000        85.9581                 NaN            NaN            NaN            NaN            NaN   1.65213                 NaN            NaN   1.10559        5.57746       0.149273        5.55744     
  1203.01        500.000        86.2062                 NaN            NaN            NaN            NaN            NaN   1.65900                 NaN            NaN   1.08282        5.45823       0.137631        5.45610     
  1200.50        500.000        86.1253                 NaN            NaN            NaN            NaN            NaN   1.69834                 NaN            NaN   1.08627        5.47723       0.128708        5.48410     
  1197.99        500.000        85.5039                 NaN            NaN            NaN            NaN            NaN   1.78984                 NaN            NaN   1.12885        5.72544       0.124508        5.72746     
  1195.49        500.000        83.4653                 NaN            NaN            NaN            NaN            NaN   2.02836                 NaN            NaN   1.27077        6.56835       0.131274        6.53600     
  1192.98        500.000        74.6061                 NaN            NaN            NaN            NaN            NaN   3.00066                 NaN            NaN   1.90293        10.2473       0.181481        10.0615     
  1190.48        500.000        15.4944                 NaN            NaN            NaN            NaN            NaN   1.82133        7.42011                 NaN   6.05650        34.9175       0.564999        33.7252     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.51399        2.27136                 NaN   7.22434        40.8517       0.533062        39.6056     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7868                 NaN            NaN   7.24379        40.8250       0.535578        39.6088     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7902                 NaN            NaN   7.25191        40.8157       0.534134        39.6080     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.81514        6.97576                 NaN   7.25929        40.8071       0.534281        39.6085     
  1177.94        500.000                 NaN            NaN            NaN            NaN   2.78759                 NaN   5.84424        1.60759                 NaN   6.89742        41.7806       0.780456        40.3021     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7860                 NaN            NaN   7.28009        40.7891       0.536965        39.6078     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7913                 NaN            NaN   7.28494        40.7801       0.534908        39.6088     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7964                 NaN            NaN   7.28779        40.7729       0.533091        39.6098     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8034                 NaN            NaN   7.29352        40.7617       0.530501        39.6109     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8063       0.986729E-003            NaN   7.29742        40.7548       0.528912        39.6116     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8119                 NaN            NaN   7.30166        40.7469       0.527075        39.6124     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8147                 NaN            NaN   7.30605        40.7407       0.525737        39.6128     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.59612        4.21161                 NaN   7.26337        40.7917       0.525889        39.6113     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8244       0.142465E-002            NaN   7.31463        40.7233       0.521528        39.6147     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8294       0.161376E-002            NaN   7.31929        40.7146       0.519496        39.6156     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8356                 NaN            NaN   7.32382        40.7066       0.517594        39.6164     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8355                 NaN            NaN   7.32533        40.7053       0.517545        39.6163     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.239575        11.5959                 NaN   7.32658        40.7042       0.517425        39.6163     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.61985        5.76847        4.41603        7.30730        40.7502       0.527218        39.6110     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.59753        5.64338        4.56829        7.30941        40.7441       0.525476        39.6118     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.23168        10.6138                 NaN   7.33589        40.6873       0.513249        39.6180     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.50368        10.3456                 NaN   7.33936        40.6810       0.511703        39.6187     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.76861        10.0844                 NaN   7.34292        40.6746       0.510121        39.6193     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.02533        9.83160                 NaN   7.34655        40.6680       0.508500        39.6200     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.27027        9.59066                 NaN   7.35028        40.6613       0.506837        39.6206     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.48168        9.38229                 NaN   7.35339        40.6559       0.505544        39.6212     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.70821        9.15999                 NaN   7.35731        40.6488       0.503783        39.6219     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.92908        8.94346                 NaN   7.36130        40.6416       0.501977        39.6226     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.03897        5.81818                 NaN   7.35115        40.6644       0.507089        39.6203     
  1115.29        500.000                 NaN            NaN            NaN            NaN   1.49761                 NaN   9.62219                 NaN            NaN   7.17369        41.0759       0.619359        40.0113     
  1112.78        500.000                 NaN            NaN            NaN            NaN   1.54114                 NaN   9.56046                 NaN            NaN   7.17063        41.0830       0.621522        40.0233     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.78420        8.11187                 NaN   7.38090        40.6048       0.492206        39.6260     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.07450        6.81430                 NaN   7.37664        40.6125       0.496867        39.6252     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.60231        2.95099        5.35263        7.38938        40.5887       0.488361        39.6276     
  1102.76        500.000                 NaN            NaN            NaN            NaN   1.42136                 NaN   9.81027                 NaN            NaN   7.16519        40.9899       0.606576        40.0067     
  1100.25        500.000                 NaN            NaN            NaN            NaN   1.47306                 NaN   9.73683                 NaN            NaN   7.16060        40.9995       0.609219        40.0207     
  1097.74        500.000                 NaN            NaN            NaN            NaN   1.52367                 NaN   9.66492                 NaN            NaN   7.15609        41.0090       0.611821        40.0345     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.28599        7.62109                 NaN   7.37633        40.5994       0.489857        39.6273     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.57388        5.34046                 NaN   7.39643        40.5735       0.485082        39.6307     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.06606        7.85785                 NaN   7.38947        40.5696       0.485427        39.6316     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.99223        5.92542                 NaN   7.40943        40.5605       0.481567        39.6309     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.75436        4.17741                 NaN   7.40853        40.5461       0.479279        39.6343     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.70446        8.22291                 NaN   7.40357        40.5552       0.481217        39.6327     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.61176        8.32462                 NaN   7.41948        40.5360       0.474651        39.6335     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.01772        7.93930                 NaN   7.43352        40.5024       0.469030        39.6380     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.38532        3.58175                 NaN   7.44422        40.4875       0.462856        39.6384     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9940                 NaN            NaN   7.46423        40.4472       0.452286        39.6423     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.19126        8.76477       0.150011E-003   7.44097        40.5006       0.465472        39.6368     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.10439        8.85818       0.119957E-003   7.44639        40.4903       0.462809        39.6378     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.01529        8.95329       0.656097E-003   7.45184        40.4798       0.460150        39.6389     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.92965        9.04624       0.861275E-004   7.45738        40.4692       0.457415        39.6401     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.84726        9.13510       0.356705E-003   7.46288        40.4585       0.454687        39.6412     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.76667        9.22240       0.483402E-003   7.46848        40.4478       0.451914        39.6423     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.69138        9.30506       0.604874E-004   7.47409        40.4369       0.449104        39.6434     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.61556        9.38788                 NaN   7.47970        40.4260       0.446297        39.6446     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.54296        9.46752                 NaN   7.48535        40.4149       0.443451        39.6458     
  1047.62        500.000                 NaN            NaN            NaN            NaN   2.39532                 NaN   8.35799       0.353094E-003            NaN   7.11045        41.2099       0.663138        40.2629     
  1045.11        500.000                 NaN            NaN            NaN            NaN   2.41873                 NaN   8.32581       0.294852E-003            NaN   7.10908        41.2123       0.664123        40.2696     
  1042.61        500.000                 NaN            NaN            NaN            NaN   2.44162                 NaN   8.29439       0.248097E-003            NaN   7.10778        41.2146       0.665068        40.2763     
  1040.10        500.000                 NaN            NaN            NaN            NaN   2.46400                 NaN   8.26373       0.210558E-003            NaN   7.10655        41.2168       0.665975        40.2828     
  1037.59        500.000                 NaN            NaN            NaN            NaN   2.47103                 NaN   8.24454       0.173753E-003            NaN   7.09975        41.2310       0.670107        40.2834     
  1035.09        500.000                 NaN            NaN            NaN            NaN   2.50733                 NaN   8.20457       0.155489E-003            NaN   7.10426        41.2206       0.667679        40.2954     
  1032.58        500.000                 NaN            NaN            NaN            NaN   2.52831                 NaN   8.17602       0.135358E-003            NaN   7.10320        41.2223       0.668478        40.3015     
  1030.08        500.000                 NaN            NaN            NaN            NaN   2.54885                 NaN   8.14814       0.118768E-003            NaN   7.10221        41.2239       0.669241        40.3076     
  1027.57        500.000                 NaN            NaN            NaN            NaN   2.56895                 NaN   8.12092       0.104943E-003            NaN   7.10127        41.2253       0.669970        40.3135     
  1025.06        500.000                 NaN            NaN            NaN            NaN   2.58867                 NaN   8.09433       0.413366E-004            NaN   7.10039        41.2266       0.670669        40.3193     
  1022.56        500.000                 NaN            NaN            NaN            NaN   2.60797                 NaN   8.06834       0.355225E-004            NaN   7.09956        41.2277       0.671332        40.3251     
  1020.05        500.000                 NaN            NaN            NaN            NaN   2.62689                 NaN   8.04293       0.308191E-004            NaN   7.09879        41.2287       0.671964        40.3307     
  1017.54        500.000                 NaN            NaN            NaN            NaN   2.64542                 NaN   8.01811       0.269340E-004            NaN   7.09807        41.2296       0.672564        40.3362     
  1015.04        500.000                 NaN            NaN            NaN            NaN   2.06955                 NaN   8.96219       0.198637E-003            NaN   7.22689        40.9457       0.597217        40.1982     
  1012.53        500.000                 NaN            NaN            NaN            NaN   2.12395                 NaN   8.88219       0.162325E-003            NaN   7.22008        40.9592       0.601371        40.2130     
  1010.03        500.000                 NaN            NaN            NaN            NaN   2.17437                 NaN   8.80823       0.136835E-003            NaN   7.21390        40.9715       0.605160        40.2267     
