|6.6.6
Archiving\03_Data\eqLP/QFM_m4.5/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1269.23        500.000                 NaN  0.901295        1.04871                 NaN   24.4778                 NaN   18.2135        39.6802        10.9436        4.73485                 NaN
  1266.03        500.000                 NaN  0.901295        1.04871                 NaN   24.4778                 NaN   18.2135        39.6802        10.9436        4.73485                 NaN
  1262.82        500.000                 NaN  0.901295        1.04871                 NaN   24.4778                 NaN   18.2135        39.6802        10.9436        4.73485                 NaN
  1259.62        500.000                 NaN  0.901295        1.04871                 NaN   24.4778                 NaN   18.2135        39.6802        10.9436        4.73485                 NaN
  1256.41        500.000                 NaN  0.901296        1.06537                 NaN   24.5728                 NaN   39.3061        18.3247        11.0908        4.73890                 NaN
  1253.21        500.000                 NaN  0.901296        1.06537                 NaN   24.5728                 NaN   39.3061        18.3247        11.0908        4.73890                 NaN
  1250.00        500.000                 NaN  0.901296        1.06537                 NaN   24.5728                 NaN   39.3061        18.3247        11.0908        4.73890                 NaN
  1246.79        500.000                 NaN  0.901296        1.06537                 NaN   24.5728                 NaN   39.3061        18.3247        11.0908        4.73890                 NaN
  1243.59        500.000                 NaN  0.901296        1.06537                 NaN   24.5728                 NaN   39.3061        18.3247        11.0908        4.73890                 NaN
  1240.38        500.000                 NaN  0.901296        1.06537                 NaN   24.5728                 NaN   39.3061        18.3247        11.0908        4.73890                 NaN
  1237.18        500.000                 NaN  0.901296        1.06537                 NaN   24.5728                 NaN   39.3061        18.3247        11.0908        4.73890                 NaN
  1233.97        500.000                 NaN  0.901296        1.06537                 NaN   24.5728                 NaN   39.3061        18.3247        11.0908        4.73890                 NaN
  1230.77        500.000                 NaN  0.901297        1.08078                 NaN   24.6620                 NaN   39.0001        18.3874        11.2267        4.74174                 NaN
  1227.56        500.000                 NaN  0.901297        1.08078                 NaN   24.6620                 NaN   39.0001        18.3874        11.2267        4.74174                 NaN
  1224.36        500.000                 NaN  0.901297        1.08078                 NaN   24.6620                 NaN   39.0001        18.3874        11.2267        4.74174                 NaN
  1221.15        500.000                 NaN  0.901297        1.08078                 NaN   24.6620                 NaN   39.0001        18.3874        11.2267        4.74174                 NaN
  1217.95        500.000                 NaN  0.901297        1.08078                 NaN   24.6620                 NaN   39.0001        18.3874        11.2267        4.74174                 NaN
  1214.74        500.000                 NaN  0.901297        1.08078                 NaN   24.6620                 NaN   39.0001        18.3874        11.2267        4.74174                 NaN
  1211.54        500.000                 NaN  0.901297        1.08078                 NaN   24.6620                 NaN   39.0001        18.3874        11.2267        4.74174                 NaN
  1208.33        500.000                 NaN  0.901297        1.08078                 NaN   24.6620                 NaN   39.0001        18.3874        11.2267        4.74174                 NaN
  1205.13        500.000                 NaN  0.901298        1.09633                 NaN   24.7431                 NaN   38.7519        18.4129        11.3523        4.74212                 NaN
  1201.92        500.000                 NaN  0.901298        1.09633                 NaN   24.7431                 NaN   38.7519        18.4129        11.3523        4.74212                 NaN
  1198.72        500.000                 NaN  0.901298        1.09633                 NaN   24.7431                 NaN   38.7519        18.4129        11.3523        4.74212                 NaN
  1195.51        500.000                 NaN  0.901298        1.09633                 NaN   24.7431                 NaN   38.7519        18.4129        11.3523        4.74212                 NaN
  1192.31        500.000                 NaN  0.901299        1.10376                 NaN   24.7899                 NaN   38.6355        18.4152        11.4118        4.74253                 NaN
  1189.10        500.000                 NaN  0.901299        1.10376                 NaN   24.7899                 NaN   38.6355        18.4152        11.4118        4.74253                 NaN
  1185.90        500.000                 NaN  0.901298        1.10767                 NaN   24.8002                 NaN   18.4129        38.5960        11.4410        4.74101                 NaN
  1182.69        500.000                 NaN  0.901299        1.10238                 NaN   24.8133       0.218243        38.3354        18.4394        11.4446        4.74534                 NaN
  1179.49        500.000                 NaN  0.901298        1.09437                 NaN   24.8229       0.526833        37.9853        18.4749        11.4435        4.75088                 NaN
  1176.28        500.000                 NaN  0.901298        1.09437                 NaN   24.8229       0.526833        37.9853        18.4749        11.4435        4.75088                 NaN
  1173.08        500.000                 NaN  0.901298        1.09437                 NaN   24.8229       0.526833        37.9853        18.4749        11.4435        4.75088                 NaN
  1169.87        500.000                 NaN  0.901298        1.09437                 NaN   24.8229       0.526833        37.9853        18.4749        11.4435        4.75088                 NaN
  1166.67        500.000                 NaN  0.901298        1.09437                 NaN   24.8229       0.526833        37.9853        18.4749        11.4435        4.75088                 NaN
  1163.46        500.000                 NaN  0.901298        1.09437                 NaN   24.8229       0.526833        37.9853        18.4749        11.4435        4.75088                 NaN
  1160.26        500.000                 NaN  0.901298        1.09437                 NaN   24.8229       0.526833        37.9853        18.4749        11.4435        4.75088                 NaN
  1157.05        500.000                 NaN  0.901298        1.09437                 NaN   24.8229       0.526833        37.9853        18.4749        11.4435        4.75088                 NaN
  1153.85        500.000                 NaN  0.901296        1.03267                 NaN   24.9220        3.00125        18.7322        35.1834        11.4342        4.79311                 NaN
  1150.64        500.000                 NaN  0.901296        1.03267                 NaN   24.9220        3.00125        18.7322        35.1834        11.4342        4.79311                 NaN
  1147.44        500.000                 NaN  0.901296        1.03267                 NaN   24.9220        3.00125        18.7322        35.1834        11.4342        4.79311                 NaN
  1144.23        500.000                 NaN  0.901296        1.03267                 NaN   24.9220        3.00125        18.7322        35.1834        11.4342        4.79311                 NaN
  1141.03        500.000                 NaN  0.901296        1.03267                 NaN   24.9220        3.00125        18.7322        35.1834        11.4342        4.79311                 NaN
  1137.82        500.000                 NaN  0.901296        1.03267                 NaN   24.9220        3.00125        18.7322        35.1834        11.4342        4.79311                 NaN
  1134.62        500.000                 NaN  0.901296        1.03267                 NaN   24.9220        3.00125        18.7322        35.1834        11.4342        4.79311                 NaN
  1131.41        500.000                 NaN  0.901296        1.03267                 NaN   24.9220        3.00125        18.7322        35.1834        11.4342        4.79311                 NaN
  1128.21        500.000                 NaN  0.901295       0.984035                 NaN   25.0069        5.22746        32.7232        18.9001        11.4356        4.82130                 NaN
  1125.00        500.000                 NaN  0.901295       0.984035                 NaN   25.0069        5.22746        32.7232        18.9001        11.4356        4.82130                 NaN
  1121.79        500.000                 NaN  0.901295       0.984035                 NaN   25.0069        5.22746        32.7232        18.9001        11.4356        4.82130                 NaN
  1118.59        500.000                 NaN  0.901295       0.984035                 NaN   25.0069        5.22746        32.7232        18.9001        11.4356        4.82130                 NaN
  1115.38        500.000                 NaN  0.901295       0.984035                 NaN   25.0069        5.22746        32.7232        18.9001        11.4356        4.82130                 NaN
  1112.18        500.000                 NaN  0.901295       0.984035                 NaN   25.0069        5.22746        32.7232        18.9001        11.4356        4.82130                 NaN
  1108.97        500.000                 NaN  0.901295       0.984035                 NaN   25.0069        5.22746        32.7232        18.9001        11.4356        4.82130                 NaN
  1105.77        500.000                 NaN  0.901295       0.984035                 NaN   25.0069        5.22746        32.7232        18.9001        11.4356        4.82130                 NaN
  1102.56        500.000                 NaN  0.901294       0.947499                 NaN   25.0722        7.22902        18.9970        30.5687        11.4489        4.83538                 NaN
  1099.36        500.000                 NaN  0.901294       0.947499                 NaN   25.0722        7.22902        18.9970        30.5687        11.4489        4.83538                 NaN
  1096.15        500.000                 NaN  0.901294       0.947499                 NaN   25.0722        7.22902        18.9970        30.5687        11.4489        4.83538                 NaN
  1092.95        500.000                 NaN  0.901294       0.947499                 NaN   25.0722        7.22902        18.9970        30.5687        11.4489        4.83538                 NaN
  1089.74        500.000                 NaN  0.901294       0.947499                 NaN   25.0722        7.22902        18.9970        30.5687        11.4489        4.83538                 NaN
  1086.54        500.000                 NaN  0.901294       0.947499                 NaN   25.0722        7.22902        18.9970        30.5687        11.4489        4.83538                 NaN
  1083.33        500.000                 NaN  0.901294       0.947499                 NaN   25.0722        7.22902        18.9970        30.5687        11.4489        4.83538                 NaN
  1080.13        500.000                 NaN  0.901294       0.947499                 NaN   25.0722        7.22902        18.9970        30.5687        11.4489        4.83538                 NaN
  1076.92        500.000                 NaN  0.901292       0.919962                 NaN   25.1362        9.09566        19.0438        28.5934        11.4706        4.83918                 NaN
  1073.72        500.000                 NaN  0.901292       0.919962                 NaN   25.1362        9.09566        19.0438        28.5934        11.4706        4.83918                 NaN
  1070.51        500.000                 NaN  0.901292       0.919962                 NaN   25.1362        9.09566        19.0438        28.5934        11.4706        4.83918                 NaN
  1067.31        500.000                 NaN  0.901292       0.919962                 NaN   25.1362        9.09566        19.0438        28.5934        11.4706        4.83918                 NaN
  1064.10        500.000                 NaN  0.901292       0.919962                 NaN   25.1362        9.09566        19.0438        28.5934        11.4706        4.83918                 NaN
  1060.90        500.000                 NaN  0.901292       0.919962                 NaN   25.1362        9.09566        19.0438        28.5934        11.4706        4.83918                 NaN
  1057.69        500.000                 NaN  0.901292       0.919962                 NaN   25.1362        9.09566        19.0438        28.5934        11.4706        4.83918                 NaN
  1054.49        500.000                 NaN  0.901292       0.919962                 NaN   25.1362        9.09566        19.0438        28.5934        11.4706        4.83918                 NaN
  1051.28        500.000                 NaN  0.901291       0.901539                 NaN   25.1889        10.8254        19.0502        26.7992        11.5018        4.83164                 NaN
  1048.08        500.000                 NaN  0.901291       0.901539                 NaN   25.1889        10.8254        19.0502        26.7992        11.5018        4.83164                 NaN
  1044.87        500.000                 NaN  0.901291       0.898835                 NaN   25.1873        11.2150        26.4113        19.0474        11.5133        4.82560                 NaN
  1041.67        500.000                 NaN  0.901291       0.896593                 NaN   25.2073        11.4475        26.1609        19.0447        11.5154        4.82623                 NaN
  1038.46        500.000                 NaN  0.901291       0.895562                 NaN   25.2007        11.6223        19.0389        26.0028        11.5298        3.03576        1.77293     
  1035.26        500.000                 NaN  0.901291       0.893744                 NaN   25.2026        11.8128        19.0303        25.8289        11.5487                 NaN   4.78171     
  1032.05        500.000                 NaN  0.901291       0.892662                 NaN   25.2153        12.0201        19.0268        25.6093        11.5501                 NaN   4.78442     
  1028.85        500.000                 NaN  0.901291       0.892662                 NaN   25.2153        12.0201        19.0268        25.6093        11.5501                 NaN   4.78442     
  1025.64        500.000                 NaN  0.901290       0.891157                 NaN   25.2253        12.4143        19.0211        25.2041        11.5558                 NaN   4.78709     
  1022.44        500.000                 NaN  0.901290       0.891157                 NaN   25.2253        12.4143        19.0211        25.2041        11.5558                 NaN   4.78709     
  1019.23        500.000                 NaN  0.901290       0.891157                 NaN   25.2253        12.4143        19.0211        25.2041        11.5558                 NaN   4.78709     
  1016.03        500.000                 NaN  0.901290       0.891157                 NaN   25.2253        12.4143        19.0211        25.2041        11.5558                 NaN   4.78709     
  1012.82        500.000                 NaN  0.901290       0.891157                 NaN   25.2253        12.4143        19.0211        25.2041        11.5558                 NaN   4.78709     
  1009.62        500.000                 NaN  0.901290       0.891157                 NaN   25.2253        12.4143        19.0211        25.2041        11.5558                 NaN   4.78709     
  1006.41        500.000                 NaN  0.901290       0.891157                 NaN   25.2253        12.4143        19.0211        25.2041        11.5558                 NaN   4.78709     
  1003.21        500.000                 NaN  0.901290       0.891157                 NaN   25.2253        12.4143        19.0211        25.2041        11.5558                 NaN   4.78709     
  1000.00        500.000                 NaN  0.901290       0.889429                 NaN   25.2693        13.9520        18.9859        23.6264        11.5780                 NaN   4.79759     
