|6.6.6
Archiving\03_Data\frac/QFM_m0.75/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1786.97        2500.00        99.4606                 NaN            NaN            NaN  0.525551                 NaN  0.138682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4614                 NaN            NaN            NaN  0.524837                 NaN  0.137637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4599                 NaN            NaN            NaN  0.526301                 NaN  0.137554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4594                 NaN            NaN            NaN  0.526908                 NaN  0.137330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4585                 NaN            NaN            NaN  0.527769                 NaN  0.136974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4577                 NaN            NaN            NaN  0.528679                 NaN  0.136633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4566                 NaN            NaN            NaN  0.529743                 NaN  0.136363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4547                 NaN            NaN            NaN  0.531688                 NaN  0.136163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4555                 NaN            NaN            NaN  0.530978                 NaN  0.135571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4531                 NaN            NaN            NaN  0.533331                 NaN  0.135277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4462                 NaN            NaN            NaN  0.540084                 NaN  0.136776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4567                 NaN            NaN            NaN  0.529961                 NaN  0.133044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4755                 NaN            NaN            NaN  0.511642                 NaN  0.128109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4222                 NaN            NaN            NaN  0.563799                 NaN  0.140398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4456                 NaN            NaN            NaN  0.540991                 NaN  0.134006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4452                 NaN            NaN            NaN  0.541455                 NaN  0.133425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4430                 NaN            NaN            NaN  0.543628                 NaN  0.133228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4412                 NaN            NaN            NaN  0.545473                 NaN  0.133027E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4359                 NaN            NaN            NaN  0.550711                 NaN  0.133848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4414                 NaN            NaN            NaN  0.545453                 NaN  0.131361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4355                 NaN            NaN            NaN  0.551267                 NaN  0.132254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4337                 NaN            NaN            NaN  0.553136                 NaN  0.131905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4308                 NaN            NaN            NaN  0.556031                 NaN  0.131805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4310                 NaN            NaN            NaN  0.555900                 NaN  0.130982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4120                 NaN            NaN            NaN  0.573427                 NaN  0.145944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4404                 NaN            NaN            NaN  0.547966                 NaN  0.116446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4234                 NaN            NaN            NaN  0.563557                 NaN  0.130607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2198                 NaN            NaN            NaN  0.762590                 NaN  0.176571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.6232                 NaN            NaN            NaN  0.368372                 NaN  0.841348E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4182                 NaN            NaN            NaN  0.568842                 NaN  0.129606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4144                 NaN            NaN            NaN  0.572634                 NaN  0.129855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4134                 NaN            NaN            NaN  0.573713                 NaN  0.129340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4130                 NaN            NaN            NaN  0.574103                 NaN  0.128674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4093                 NaN            NaN            NaN  0.577801                 NaN  0.128754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4040                 NaN            NaN            NaN  0.583062                 NaN  0.129028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4066                 NaN            NaN            NaN  0.580658                 NaN  0.127737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4029                 NaN            NaN            NaN  0.584312                 NaN  0.128109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3987                 NaN            NaN            NaN  0.588459                 NaN  0.128295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3953                 NaN            NaN            NaN  0.591861                 NaN  0.128346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4021                 NaN            NaN            NaN  0.585234                 NaN  0.126162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3943                 NaN            NaN            NaN  0.592948                 NaN  0.127110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3926                 NaN            NaN            NaN  0.594701                 NaN  0.126853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3915                 NaN            NaN            NaN  0.595864                 NaN  0.126508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3889                 NaN            NaN            NaN  0.598492                 NaN  0.126397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3840                 NaN            NaN            NaN  0.603374                 NaN  0.126569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3886                 NaN            NaN            NaN  0.598815                 NaN  0.125354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.2586                 NaN            NaN            NaN   1.70589                 NaN  0.354798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.9912                 NaN            NaN            NaN            NaN            NaN  0.882613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.8988                 NaN            NaN            NaN  0.101207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3861                 NaN            NaN            NaN  0.608132                 NaN  0.580128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3794                 NaN            NaN            NaN  0.608138                 NaN  0.124408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3756                 NaN            NaN            NaN  0.611958                 NaN  0.124696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3779                 NaN            NaN            NaN  0.609675                 NaN  0.123794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3688                 NaN            NaN            NaN  0.618751                 NaN  0.124533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3759                 NaN            NaN            NaN  0.611746                 NaN  0.123383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3734                 NaN            NaN            NaN  0.614270                 NaN  0.123393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3767                 NaN            NaN            NaN  0.611055                 NaN  0.122331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3725                 NaN            NaN            NaN  0.615234                 NaN  0.122745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3721                 NaN            NaN            NaN  0.615676                 NaN  0.122432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3713                 NaN            NaN            NaN  0.616481                 NaN  0.122313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.5895                 NaN            NaN            NaN  0.365366                 NaN            NaN   1.04513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.6755        1.13699                 NaN            NaN  0.222455E-001            NaN            NaN  0.165294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        96.9049                 NaN            NaN            NaN  0.371059                 NaN            NaN   2.72404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3543                 NaN            NaN            NaN  0.198140                 NaN            NaN   1.44759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3272                 NaN            NaN            NaN  0.198930                 NaN            NaN   1.47387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4965                 NaN            NaN            NaN  0.180209                 NaN            NaN   1.32326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4505                 NaN            NaN            NaN  0.185965                 NaN            NaN   1.36353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4776                 NaN            NaN            NaN  0.180102                 NaN            NaN   1.34225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5036                 NaN            NaN            NaN  0.177317                 NaN            NaN   1.31912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5229                 NaN            NaN            NaN  0.172493                 NaN            NaN   1.30464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5576                 NaN            NaN            NaN  0.168637                 NaN            NaN   1.27372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5774                 NaN            NaN            NaN  0.165952                 NaN            NaN   1.25664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6010                 NaN            NaN            NaN  0.162271                 NaN            NaN   1.23669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6252                 NaN            NaN            NaN  0.157828                 NaN            NaN   1.21693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6455                 NaN            NaN            NaN  0.154001                 NaN            NaN   1.20045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6656                 NaN            NaN            NaN  0.149939                 NaN            NaN   1.18443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6874                 NaN            NaN            NaN  0.145761                 NaN            NaN   1.16686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7100                 NaN            NaN            NaN  0.143723                 NaN            NaN   1.14631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7270                 NaN            NaN            NaN  0.140695                 NaN            NaN   1.13231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7367                 NaN            NaN            NaN  0.135868                 NaN            NaN   1.12748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7775                 NaN            NaN            NaN  0.133213                 NaN            NaN   1.08929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7856                 NaN            NaN            NaN  0.130307                 NaN            NaN   1.08411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
