|6.6.6
Archiving\03_Data\frac/QFM_m0.75/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1581.45        2500.00        98.8034                 NaN            NaN            NaN  0.128136                 NaN            NaN   1.06844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8193                 NaN            NaN            NaN  0.123855                 NaN            NaN   1.05681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8352                 NaN            NaN            NaN  0.120160                 NaN            NaN   1.04467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8532                 NaN            NaN            NaN  0.118238                 NaN            NaN   1.02857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8687                 NaN            NaN            NaN  0.113413                 NaN            NaN   1.01787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8830                 NaN            NaN            NaN  0.110762                 NaN            NaN   1.00621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9000                 NaN            NaN            NaN  0.109509                 NaN            NaN  0.990456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9162                 NaN            NaN            NaN  0.105282                 NaN            NaN  0.978503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9272                 NaN            NaN            NaN  0.102545                 NaN            NaN  0.970225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9442                 NaN            NaN            NaN  0.100808                 NaN            NaN  0.954976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9579                 NaN            NaN            NaN  0.993011E-001            NaN            NaN  0.942811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9696                 NaN            NaN            NaN  0.928588E-001            NaN            NaN  0.937554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9836                 NaN            NaN            NaN  0.920657E-001            NaN            NaN  0.924333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9964                 NaN            NaN            NaN  0.893352E-001            NaN            NaN  0.914225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0090                 NaN            NaN            NaN  0.865798E-001            NaN            NaN  0.904413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0216                 NaN            NaN            NaN  0.846467E-001            NaN            NaN  0.893767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0317                 NaN            NaN            NaN  0.811495E-001            NaN            NaN  0.887140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0452                 NaN            NaN            NaN  0.822838E-001            NaN            NaN  0.872535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0551                 NaN            NaN            NaN  0.722332E-001            NaN            NaN  0.872703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0656                 NaN            NaN            NaN  0.721453E-001            NaN            NaN  0.862248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0629                 NaN            NaN            NaN  0.733892E-001            NaN            NaN  0.863714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1004                 NaN            NaN            NaN  0.666700E-001            NaN            NaN  0.832921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0958                 NaN            NaN            NaN  0.648848E-001            NaN            NaN  0.839325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1067                 NaN            NaN            NaN  0.638828E-001            NaN            NaN  0.829444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1175                 NaN            NaN            NaN  0.610217E-001            NaN            NaN  0.821449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1252                 NaN            NaN            NaN  0.572285E-001            NaN            NaN  0.817556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1325                 NaN            NaN            NaN  0.535133E-001            NaN            NaN  0.813966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1444                 NaN            NaN            NaN  0.541639E-001            NaN            NaN  0.801392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1491                 NaN            NaN            NaN  0.489397E-001            NaN            NaN  0.801996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1618                 NaN            NaN            NaN  0.475020E-001            NaN            NaN  0.790692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1646                 NaN            NaN            NaN  0.434252E-001            NaN            NaN  0.791975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1771                 NaN            NaN            NaN  0.416230E-001            NaN            NaN  0.781317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1831                 NaN            NaN            NaN  0.402892E-001            NaN            NaN  0.776600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1866                 NaN            NaN            NaN  0.346762E-001            NaN            NaN  0.778710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1990                 NaN            NaN            NaN  0.338443E-001            NaN            NaN  0.767169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2053                 NaN            NaN            NaN  0.330822E-001            NaN            NaN  0.761625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2109                 NaN            NaN            NaN  0.297874E-001            NaN            NaN  0.759271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2191                 NaN            NaN            NaN  0.266253E-001            NaN            NaN  0.754299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2241                 NaN            NaN            NaN  0.247990E-001            NaN            NaN  0.751083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2309                 NaN            NaN            NaN  0.234060E-001            NaN            NaN  0.745740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1535                 NaN            NaN            NaN  0.583829E-003            NaN            NaN  0.375932       0.469997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.956317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.957000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.960988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.965184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.973598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.982240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.694850       0.639233                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.540017       0.881471                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.866125       0.531135                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.858259       0.525340                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.518614       0.848375                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.839298       0.512678                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.508073       0.828140                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.500824       0.819992                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.495025       0.812130                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7125                 NaN            NaN            NaN  0.317702E-001            NaN            NaN            NaN  0.813998       0.441744                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7283                 NaN            NaN            NaN  0.495236E-001            NaN            NaN            NaN  0.409615       0.812528                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7434                 NaN            NaN            NaN  0.461812E-001            NaN            NaN            NaN  0.801017       0.409386                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7513                 NaN            NaN            NaN  0.418749E-001            NaN            NaN  0.148595E-001  0.395985       0.795979                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7670                 NaN            NaN            NaN  0.235955E-001            NaN            NaN  0.234680       0.167634       0.807069                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7789                 NaN            NaN            NaN  0.378846E-001            NaN            NaN            NaN  0.406503       0.776690                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7895                 NaN            NaN            NaN  0.360680E-001            NaN            NaN            NaN  0.769610       0.404789                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8012                 NaN            NaN            NaN  0.333530E-001            NaN            NaN            NaN  0.761528       0.403943                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8084                 NaN            NaN            NaN  0.259993E-001            NaN            NaN  0.476762E-001  0.357849       0.760117                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8247                 NaN            NaN            NaN  0.285140E-001            NaN            NaN            NaN  0.401042       0.745724                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6530                 NaN            NaN            NaN  0.623701E-001            NaN            NaN  0.163292E-001  0.422670       0.751165                 NaN  0.944488E-001            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.3628                 NaN            NaN            NaN  0.348239                 NaN            NaN            NaN  0.794862       0.701725                 NaN  0.792423                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4292                 NaN            NaN            NaN  0.345939                 NaN            NaN            NaN  0.776335       0.676095                 NaN  0.772385                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.4930                 NaN            NaN            NaN  0.344381                 NaN            NaN            NaN  0.650200       0.758776                 NaN  0.753606                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.5576                 NaN            NaN            NaN  0.341297                 NaN            NaN            NaN  0.741535       0.625516                 NaN  0.734072                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.6142                 NaN            NaN            NaN  0.340207                 NaN            NaN            NaN  0.725935       0.602527                 NaN  0.717107                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.6713                 NaN            NaN            NaN  0.337950                 NaN            NaN            NaN  0.710099       0.580685                 NaN  0.700011                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.7256                 NaN            NaN            NaN  0.336429                 NaN            NaN            NaN  0.559721       0.694509                 NaN  0.683695                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.7751                 NaN            NaN            NaN  0.335778                 NaN            NaN            NaN  0.681728       0.538601                 NaN  0.668755                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8297                 NaN            NaN            NaN  0.332151                 NaN            NaN            NaN  0.667143       0.519055                 NaN  0.652000                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.8758                 NaN            NaN            NaN  0.331339                 NaN            NaN            NaN  0.654106       0.500564                 NaN  0.638153                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.9224                 NaN            NaN            NaN  0.329357                 NaN            NaN            NaN  0.641578       0.482698                 NaN  0.623948                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.9661                 NaN            NaN            NaN  0.327844                 NaN            NaN            NaN  0.465230       0.630032                 NaN  0.610815                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.0095                 NaN            NaN            NaN  0.326153                 NaN            NaN            NaN  0.617731       0.449132                 NaN  0.597490                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.0513                 NaN            NaN            NaN  0.324347                 NaN            NaN            NaN  0.606301       0.433347                 NaN  0.584752                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.0914                 NaN            NaN            NaN  0.322828                 NaN            NaN            NaN  0.595541       0.417788                 NaN  0.572493                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.1301                 NaN            NaN            NaN  0.320938                 NaN            NaN            NaN  0.403964       0.584495                 NaN  0.560552                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.1678                 NaN            NaN            NaN  0.318982                 NaN            NaN            NaN  0.574711       0.389515                 NaN  0.548981                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.2018                 NaN            NaN            NaN  0.317781                 NaN            NaN            NaN  0.565346       0.376893                 NaN  0.538207                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.2384                 NaN            NaN            NaN  0.315110                 NaN            NaN            NaN  0.555314       0.364173                 NaN  0.527016                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.2717                 NaN            NaN            NaN  0.312889                 NaN            NaN            NaN  0.546399       0.352283                 NaN  0.516693                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.3045                 NaN            NaN            NaN  0.312936                 NaN            NaN            NaN  0.533551       0.340691                 NaN  0.508309                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.3440                 NaN            NaN            NaN  0.307052                 NaN            NaN            NaN  0.526503       0.328952                 NaN  0.493531                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.3666                 NaN            NaN            NaN  0.306762                 NaN            NaN            NaN  0.520069       0.319626                 NaN  0.486967                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.3960                 NaN            NaN            NaN  0.304260                 NaN            NaN            NaN  0.310425       0.511571                 NaN  0.477741                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.4250                 NaN            NaN            NaN  0.301838                 NaN            NaN            NaN  0.503663       0.300914                 NaN  0.468599                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.4522                 NaN            NaN            NaN  0.299095                 NaN            NaN            NaN  0.496096       0.292740                 NaN  0.459830                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.4826                 NaN            NaN            NaN  0.283385                 NaN            NaN            NaN  0.479331       0.304243                 NaN  0.450460                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.5175                 NaN            NaN            NaN  0.308419                 NaN            NaN            NaN  0.483106       0.250370                 NaN  0.440639                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.5312                 NaN            NaN            NaN  0.290687                 NaN            NaN            NaN  0.270087       0.473462                 NaN  0.434578                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.5560                 NaN            NaN            NaN  0.287521                 NaN            NaN            NaN  0.466270       0.263549                 NaN  0.426614                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.5786                 NaN            NaN            NaN  0.283988                 NaN            NaN            NaN  0.459826       0.258432                 NaN  0.419144                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.6030                 NaN            NaN            NaN  0.280553                 NaN            NaN            NaN  0.252601       0.452524                 NaN  0.411302                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.6242                 NaN            NaN            NaN  0.277173                 NaN            NaN            NaN  0.248384       0.445963                 NaN  0.404248                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.6471                 NaN            NaN            NaN  0.272891                 NaN            NaN            NaN  0.439017       0.244200                 NaN  0.396787                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.6689                 NaN            NaN            NaN  0.269027                 NaN            NaN            NaN  0.240067       0.432361                 NaN  0.389651                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.6890                 NaN            NaN            NaN  0.264990                 NaN            NaN            NaN  0.426186       0.236927                 NaN  0.382935                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.7095                 NaN            NaN            NaN  0.260547                 NaN            NaN            NaN  0.419773       0.234081                 NaN  0.376129                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.7284                 NaN            NaN            NaN  0.256598                 NaN            NaN            NaN  0.413624       0.231515                 NaN  0.369837                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.7466                 NaN            NaN            NaN  0.251489                 NaN            NaN            NaN  0.407650       0.230676                 NaN  0.363635                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.7683                 NaN            NaN            NaN  0.246253                 NaN            NaN            NaN  0.229001       0.400138                 NaN  0.356350                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.7845                 NaN            NaN            NaN  0.241760                 NaN            NaN            NaN  0.394654       0.228154                 NaN  0.350895                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.8019                 NaN            NaN            NaN  0.236658                 NaN            NaN            NaN  0.388439       0.227969                 NaN  0.345000                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.8166                 NaN            NaN            NaN  0.232987                 NaN            NaN            NaN  0.226537       0.383928                 NaN  0.339954                 NaN            NaN            NaN            NaN
  1305.76        2500.00        79.3173                 NaN            NaN            NaN   2.55492                 NaN            NaN            NaN   2.92028       0.683515                 NaN   2.73942        11.7845                 NaN            NaN            NaN
  1303.26        2500.00        76.8117                 NaN            NaN            NaN   2.90868                 NaN            NaN            NaN   3.35570       0.589562                 NaN   3.04678        13.2876                 NaN            NaN            NaN
  1300.75        2500.00        79.7153                 NaN            NaN            NaN   2.62347                 NaN            NaN            NaN   3.08584       0.348067                 NaN   2.68794        11.5394                 NaN            NaN            NaN
  1298.25        2500.00        82.0184                 NaN            NaN            NaN   2.39414                 NaN            NaN            NaN   2.87439       0.151968                 NaN   2.40200        10.1591                 NaN            NaN            NaN
  1295.74        2500.00        83.8599                 NaN            NaN            NaN   2.20320                 NaN            NaN            NaN   2.70892                 NaN            NaN   2.17244        9.05556                 NaN            NaN            NaN
  1293.23        2500.00        75.2903                 NaN            NaN            NaN   2.09670                 NaN   1.15147                 NaN   4.57184       0.107455                 NaN   3.16437        13.6179                 NaN            NaN            NaN
  1290.73        2500.00        58.4665                 NaN            NaN            NaN   1.46841                 NaN   3.44653                 NaN   7.80469        1.15269                 NaN   5.07056        22.5906                 NaN            NaN            NaN
  1288.22        2500.00        65.6006                 NaN            NaN            NaN   1.05092                 NaN   2.82168                 NaN   6.29057        1.34141                 NaN   4.19212        18.7027                 NaN            NaN            NaN
  1285.71        2500.00        65.1850                 NaN            NaN            NaN   1.32786                 NaN   2.98893                 NaN  0.797568        6.19369                 NaN   4.28073        19.2262                 NaN            NaN            NaN
  1283.21        2500.00        73.2725                 NaN            NaN            NaN  0.596116E-001            NaN   1.94045                 NaN   3.60403        3.49307                 NaN   3.17928        14.4511                 NaN            NaN            NaN
  1280.70        2500.00        73.3074                 NaN            NaN            NaN  0.664971                 NaN   2.04285                 NaN   4.58807        1.52564                 NaN   3.19574        14.6754                 NaN            NaN            NaN
  1278.20        2500.00        54.5142                 NaN            NaN            NaN  0.605315E-001            NaN   3.42289                 NaN   5.06984        6.24070                 NaN   5.32166        25.3702                 NaN            NaN            NaN
  1275.69        2500.00        33.6662                 NaN            NaN            NaN            NaN            NaN   4.41902                 NaN   7.39498        9.57241                 NaN   7.77308        37.1743                 NaN            NaN            NaN
  1273.18        2500.00        55.8927                 NaN            NaN            NaN            NaN            NaN   2.69316                 NaN   7.19881        4.42395                 NaN   5.25313        24.5383                 NaN            NaN            NaN
  1270.68        2500.00        72.0797                 NaN            NaN            NaN            NaN            NaN   1.61689                 NaN   2.14875        5.41719                 NaN   3.39539        15.3421                 NaN            NaN            NaN
  1268.17        2500.00        77.5796                 NaN            NaN            NaN            NaN            NaN   1.22256                 NaN   4.95731        1.32578                 NaN   2.77243        12.1423                 NaN            NaN            NaN
  1265.66        2500.00        83.1073                 NaN            NaN            NaN            NaN            NaN  0.892331                 NaN   3.54127        1.18009                 NaN   2.10240        9.17660                 NaN            NaN            NaN
  1263.16        2500.00        85.1717                 NaN            NaN            NaN            NaN            NaN  0.888193                 NaN   1.54361        2.65333                 NaN   1.84082        7.90237                 NaN            NaN            NaN
  1260.65        2500.00        87.7295                 NaN            NaN            NaN            NaN            NaN  0.673883                 NaN  0.445989        3.03988                 NaN   1.55832        6.55239                 NaN            NaN            NaN
  1258.15        2500.00        90.3759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854256        1.25904                 NaN   1.16817        6.24513       0.974752E-001            NaN            NaN
  1255.64        2500.00        89.5535                 NaN            NaN            NaN            NaN            NaN   1.06673                 NaN  0.403786E-001   3.54419                 NaN   1.38368        4.41152                 NaN            NaN            NaN
  1253.13        2500.00        91.7569                 NaN            NaN            NaN            NaN            NaN  0.247522                 NaN   2.03450                 NaN            NaN   1.08363        4.72072       0.156750                 NaN            NaN
  1250.63        2500.00        90.9574                 NaN            NaN            NaN            NaN            NaN  0.653496                 NaN  0.892022        1.57125       0.311001E-005   1.15065        4.77519                 NaN            NaN            NaN
  1248.12        2500.00        92.5637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.07718       0.562114                 NaN  0.877001        3.68609       0.233920                 NaN            NaN
  1245.61        2500.00        93.8214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.981324       0.923886                 NaN  0.821163        3.21651       0.235770                 NaN            NaN
  1243.11        2500.00        92.5296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.37101                 NaN            NaN  0.910273        4.01584       0.173291                 NaN            NaN
  1240.60        2500.00        93.4341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18827                 NaN            NaN  0.835995        3.36435       0.177326                 NaN            NaN
  1238.10        2500.00        93.9950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.863972                 NaN            NaN  0.605472        4.20148       0.334119                 NaN            NaN
  1235.59        2500.00        95.8388                 NaN            NaN            NaN  0.822134E-001            NaN  0.206862                 NaN  0.819509       0.541478       0.280371E-005  0.684448        1.82664                 NaN            NaN            NaN
  1233.08        2500.00        93.5441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.91960                 NaN            NaN  0.779117        2.69991       0.572597E-001            NaN            NaN
  1230.58        2500.00        96.3187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.418213       0.461306                 NaN  0.438799        2.21093       0.152082                 NaN            NaN
  1228.07        2500.00        94.1007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.20316                 NaN            NaN  0.787960        2.82003       0.881652E-001            NaN            NaN
  1225.56        2500.00        92.4288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05487                 NaN            NaN  0.782403        3.88998       0.187760        1.65613                 NaN
  1223.06        2500.00        68.6309                 NaN            NaN            NaN  0.231340                 NaN            NaN            NaN   4.71447                 NaN            NaN   2.82617        13.7515       0.404726        9.44084                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN   7.04553                 NaN            NaN            NaN   7.65097       0.296138E-005            NaN   8.42361        44.7606        1.58922        30.5301                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN   7.05065                 NaN            NaN            NaN   7.64440                 NaN            NaN   8.42484        44.7588        1.58928        30.5320                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   6.83000                 NaN            NaN            NaN   8.04213                 NaN            NaN   8.44334        44.6216        1.56705        30.4959                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   6.93448                 NaN            NaN            NaN   7.81329                 NaN            NaN   8.43608        44.7239        1.58731        30.5049                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN   6.99325                 NaN            NaN            NaN   7.72835                 NaN            NaN   8.43610        44.7318        1.58872        30.5218                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   6.99807                 NaN            NaN            NaN   7.72205                 NaN            NaN   8.43764        44.7298        1.58877        30.5236                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9732        3.57826                 NaN   8.65227        43.0021        1.07925        28.7150                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.399251        3.20769        14.9715        8.76866        42.8826        1.03746        28.7328                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.32199        15.0657       0.153136E-001   8.62701        43.1871        1.08711        28.6957                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0528        3.32678                 NaN   8.62520        43.2166        1.08830        28.6903                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN   7.09081                 NaN            NaN            NaN   7.59339       0.688443E-005            NaN   8.43617        44.7388        1.59120        30.5496                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN   7.09536                 NaN            NaN            NaN   7.58875       0.663460E-005            NaN   8.43824        44.7348        1.59094        30.5519                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.17797        15.1742       0.143863E-005   8.67965        43.1857        1.09787        28.6846                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.94791        16.6299                 NaN   8.87390        42.8072        1.04216        28.6989                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6427        5.88450                 NaN   8.76078        42.9419        1.06340        28.7067                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN   6.95500                 NaN            NaN            NaN   7.91101                 NaN            NaN   8.32963        44.7058        1.55586        30.5427                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.93637        12.6615                 NaN   8.74940        42.8680        1.06022        28.7246                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0826        4.41805                 NaN   8.75112        42.9621        1.07196        28.7142                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN   7.06260                 NaN            NaN            NaN   7.63811                 NaN            NaN   8.45530        44.7069        1.58910        30.5480                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN   7.06821                 NaN            NaN            NaN   7.63186                 NaN            NaN   8.45658        44.7047        1.58863        30.5500                 NaN
