|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q              hed           
  1167.73        2500.00                 NaN   7.90693        6.70103                 NaN            NaN  0.804234        8.27487        43.6594        1.20952        31.4440                 NaN
  1166.57        2500.00                 NaN   1.84795        14.1660                 NaN            NaN  0.344104E-005   8.53982        43.1121        1.08322        31.2509                 NaN
  1165.41        2500.00                 NaN   7.90695        6.77275                 NaN            NaN  0.752779        8.26927        43.6634        1.20751        31.4273                 NaN
  1164.26        2500.00                 NaN   3.00941        12.9338                 NaN            NaN            NaN   8.47308        43.2454        1.10279        31.2355                 NaN
  1163.10        2500.00                 NaN   9.55422        6.23773       0.250148E-004            NaN            NaN   8.29613        43.5250        1.16133        31.2255                 NaN
  1161.94        2500.00                 NaN   10.0214       0.758689E-003   5.76730                 NaN            NaN   8.29247        43.5281        1.16154        31.2285                 NaN
  1160.79        2500.00                 NaN   9.54773        6.27594                 NaN            NaN            NaN   8.31137        43.4814        1.15169        31.2319                 NaN
  1159.63        2500.00                 NaN   10.3893        5.38136       0.501214E-004            NaN  0.328746E-005   8.27925        43.5569        1.16671        31.2264                 NaN
  1158.47        2500.00                 NaN   2.49922        13.4606                 NaN            NaN            NaN   8.49649        43.2110        1.09556        31.2372                 NaN
  1157.32        2500.00                 NaN   10.3964        5.37618       0.937275E-004            NaN            NaN   8.28088        43.5532        1.16609        31.2272                 NaN
  1156.16        2500.00                 NaN   9.69962        6.12214                 NaN            NaN            NaN   8.30944        43.4840        1.15244        31.2324                 NaN
  1155.00        2500.00                 NaN   9.70758        6.11503                 NaN            NaN            NaN   8.30995        43.4826        1.15220        31.2326                 NaN
  1153.85        2500.00                 NaN   9.71737        6.10593                 NaN            NaN            NaN   8.31030        43.4815        1.15207        31.2328                 NaN
  1152.69        2500.00                 NaN   1.71160        14.2692                 NaN            NaN            NaN   8.52757        43.1663        1.08620        31.2391                 NaN
  1151.53        2500.00                 NaN   8.95232        7.04062                 NaN            NaN  0.981507E-005   8.54538        43.1367        1.08171        31.2433                 NaN
  1150.38        2500.00                 NaN   9.11001        6.88508                 NaN            NaN  0.980767E-005   8.54833        43.1323        1.08079        31.2435                 NaN
  1149.22        2500.00                 NaN   11.4513        4.23956       0.469409E-004            NaN            NaN   8.19344        43.7355        1.18212        31.1981                 NaN
  1148.06        2500.00                 NaN   8.97115        7.04317                 NaN            NaN            NaN   8.56079        43.1052        1.07340        31.2463                 NaN
  1146.91        2500.00                 NaN  0.146378E-001   15.9998                 NaN            NaN            NaN   8.58213        43.0910        1.07058        31.2419                 NaN
  1145.75        2500.00                 NaN   5.32554        10.6331                 NaN            NaN            NaN   8.45514        43.2461        1.09996        31.2402                 NaN
  1144.59        2500.00                 NaN   10.4047        5.38820       0.357167E-005            NaN            NaN   8.30103        43.5121        1.16037        31.2336                 NaN
  1143.44        2500.00                 NaN   10.4545        5.32406       0.269378E-003            NaN  0.410750E-005   8.29297        43.5338        1.16386        31.2306                 NaN
  1142.28        2500.00                 NaN   9.38259        6.64279                 NaN            NaN            NaN   8.57452        43.0833        1.06890        31.2479                 NaN
  1141.12        2500.00                 NaN   16.0662                 NaN            NaN            NaN            NaN   8.47471        43.1112        1.09039        31.2575                 NaN
  1139.97        2500.00                 NaN   4.92486        11.0276                 NaN            NaN            NaN   8.46713        43.2392        1.10125        31.2399                 NaN
  1138.81        2500.00                 NaN   10.4992        5.28413                 NaN            NaN            NaN   8.28616        43.5359        1.16397        31.2307                 NaN
  1137.65        2500.00                 NaN   9.75640        6.08118                 NaN            NaN            NaN   8.31944        43.4586        1.14822        31.2362                 NaN
  1136.50        2500.00                 NaN   9.77838        6.05935                 NaN            NaN            NaN   8.31937        43.4583        1.14823        31.2364                 NaN
  1135.34        2500.00                 NaN   6.97619        9.17402                 NaN            NaN            NaN   8.54517        42.9675        1.05873        31.2784                 NaN
  1134.18        2500.00                 NaN   9.76170        6.06344                 NaN            NaN            NaN   8.32101        43.4641        1.15404        31.2357                 NaN
  1133.03        2500.00                 NaN   9.88535        5.95076                 NaN            NaN            NaN   8.31765        43.4606        1.14886        31.2367                 NaN
  1131.87        2500.00                 NaN   11.5702        4.10561       0.282418E-003            NaN            NaN   8.23003        43.6892        1.18958        31.2151                 NaN
  1130.71        2500.00                 NaN   11.5697        4.07396                 NaN            NaN            NaN   8.23244        43.7281        1.18939        31.2064                 NaN
  1129.56        2500.00                 NaN   2.05062        13.9839       0.942651E-005            NaN            NaN   8.61641        43.0402        1.05986        31.2491                 NaN
  1128.40        2500.00                 NaN   9.92258        5.91639                 NaN            NaN            NaN   8.31915        43.4560        1.14819        31.2377                 NaN
  1127.24        2500.00                 NaN   9.82070        6.00899                 NaN            NaN            NaN   8.32531        43.4577        1.15108        31.2362                 NaN
  1126.08        2500.00                 NaN   11.4789        4.17748       0.544392E-004            NaN            NaN   8.19840        43.7566        1.18993        31.1986                 NaN
  1124.93        2500.00                 NaN   9.94498        5.89646                 NaN            NaN            NaN   8.32045        43.4521        1.14760        31.2384                 NaN
  1123.77        2500.00                 NaN   14.1541        2.01311       0.817382E-004            NaN            NaN   8.58864        42.9340        1.03886        31.2712                 NaN
  1122.61        2500.00                 NaN   11.4636        4.19343       0.547740E-004            NaN            NaN   8.19934        43.7585        1.18795        31.1971                 NaN
  1121.46        2500.00                 NaN   9.47247        6.35003                 NaN            NaN            NaN   8.32689        43.4602        1.15541        31.2350                 NaN
  1120.30        2500.00                 NaN   9.98111        5.86317                 NaN            NaN            NaN   8.32179        43.4476        1.14695        31.2394                 NaN
  1119.14        2500.00                 NaN   11.5486        4.08727       0.676010E-004            NaN            NaN   8.22601        43.7381        1.19401        31.2059                 NaN
  1117.99        2500.00                 NaN   8.76007        7.26132                 NaN            NaN            NaN   8.62495        43.0427        1.06824        31.2428                 NaN
  1116.83        2500.00                 NaN   11.6111        4.06839       0.566559E-004            NaN            NaN   8.23353        43.6815        1.18854        31.2168                 NaN
  1115.67        2500.00                 NaN   13.6243        2.49973                 NaN            NaN  0.114088E-004   8.63444        42.9421        1.03472        31.2647                 NaN
  1114.52        2500.00                 NaN   11.6167        4.06359       0.610884E-004            NaN            NaN   8.23398        43.6802        1.18837        31.2171                 NaN
  1113.36        2500.00                 NaN   9.94834        5.90510                 NaN            NaN            NaN   8.32766        43.4333        1.14444        31.2411                 NaN
  1112.20        2500.00                 NaN   8.75042        7.28671                 NaN            NaN            NaN   8.64121        43.0147        1.06187        31.2451                 NaN
  1111.05        2500.00                 NaN   6.42894        9.52085       0.263952E-004            NaN            NaN   8.55442        43.1313        1.11005        31.2544                 NaN
  1109.89        2500.00                 NaN   9.97589        5.87982                 NaN            NaN            NaN   8.32871        43.4298        1.14396        31.2419                 NaN
  1108.73        2500.00                 NaN   9.99309        5.86291                 NaN            NaN            NaN   8.32876        43.4292        1.14392        31.2421                 NaN
  1107.58        2500.00                 NaN   6.48005        9.48101       0.410655E-004            NaN            NaN   8.56241        43.1115        1.10715        31.2578                 NaN
  1106.42        2500.00                 NaN   10.4747        5.53252                 NaN            NaN            NaN   8.62875        43.0452        1.07129        31.2475                 NaN
  1105.26        2500.00                 NaN   10.0312        5.82650                 NaN            NaN            NaN   8.32940        43.4265        1.14360        31.2428                 NaN
  1104.11        2500.00                 NaN   10.0400        5.81845                 NaN            NaN            NaN   8.32974        43.4254        1.14343        31.2430                 NaN
  1102.95        2500.00                 NaN   11.6457       0.149179E-005   4.03821                 NaN            NaN   8.23661        43.6727        1.18773        31.2191                 NaN
  1101.79        2500.00                 NaN   11.6486       0.149286E-005   4.03561                 NaN            NaN   8.23681        43.6721        1.18767        31.2192                 NaN
  1100.64        2500.00                 NaN   7.79100        8.28146       0.244918E-005            NaN            NaN   8.69853        42.9401        1.03860        31.2503                 NaN
  1099.48        2500.00                 NaN   3.48608        12.5946                 NaN            NaN            NaN   8.68148        42.9381        1.03958        31.2602                 NaN
  1098.32        2500.00                 NaN   3.51533        12.5671       0.524637E-004            NaN            NaN   8.68392        42.9341        1.03880        31.2606                 NaN
  1097.17        2500.00                 NaN   11.6598       0.149836E-005   4.02550                 NaN            NaN   8.23725        43.6706        1.18733        31.2195                 NaN
  1096.01        2500.00                 NaN   7.90768                 NaN            NaN            NaN   2.14618        7.79181        45.1967        1.38879        31.5322        4.03670     
  1094.85        2500.00                 NaN   7.90669        5.06161                 NaN            NaN   1.79608        8.16390        44.0944        1.29795        31.6794                 NaN
  1093.70        2500.00                 NaN   7.90764                 NaN            NaN            NaN   2.14620        7.79181        45.1967        1.38879        31.5322        4.03671     
  1092.54        2500.00                 NaN   11.5742       0.559260E-003   4.08831                 NaN            NaN   8.24671        43.6923        1.18464        31.2133                 NaN
  1091.38        2500.00                 NaN   9.70941        6.13612                 NaN            NaN            NaN   8.33538        43.4273        1.14966        31.2421                 NaN
  1090.23        2500.00                 NaN   10.1996        5.66558                 NaN            NaN            NaN   8.33157        43.4150        1.14219        31.2461                 NaN
  1089.07        2500.00                 NaN   8.98702        7.06693                 NaN            NaN            NaN   8.68889        42.9546        1.04788        31.2547                 NaN
  1087.91        2500.00                 NaN   10.0168        5.84354                 NaN            NaN            NaN   8.33760        43.4126        1.14417        31.2454                 NaN
  1086.76        2500.00                 NaN   10.0254        5.83580                 NaN            NaN            NaN   8.33794        43.4112        1.14395        31.2456                 NaN
  1085.60        2500.00                 NaN   10.1220        5.73614                 NaN            NaN            NaN   8.33506        43.4166        1.14466        31.2456                 NaN
  1084.44        2500.00                 NaN   11.6900       0.128914E-005   3.99951                 NaN            NaN   8.24015        43.6627        1.18631        31.2213                 NaN
  1083.29        2500.00                 NaN   8.01833        8.07215                 NaN            NaN            NaN   8.71249        42.9137        1.03102        31.2523                 NaN
  1082.13        2500.00                 NaN   7.90762                 NaN            NaN            NaN   2.14621        7.79181        45.1967        1.38879        31.5322        4.03672     
  1080.97        2500.00                 NaN   11.6254       0.561823E-003   4.03958                 NaN            NaN   8.24632        43.6963        1.18131        31.2105                 NaN
  1079.82        2500.00                 NaN   10.1472        5.71798                 NaN            NaN            NaN   8.33400        43.4107        1.14304        31.2470                 NaN
  1078.66        2500.00                 NaN   11.7040        3.95517                 NaN            NaN            NaN   8.24073        43.7017        1.18588        31.2125                 NaN
  1077.50        2500.00                 NaN   8.55668        7.53133                 NaN            NaN            NaN   8.71207        42.9125        1.03296        31.2545                 NaN
  1076.34        2500.00                 NaN   10.3475        5.52276                 NaN            NaN            NaN   8.33273        43.4071        1.14151        31.2484                 NaN
  1075.19        2500.00                 NaN   11.6402       0.128918E-005   4.01368                 NaN            NaN   8.24102        43.7054        1.18768        31.2120                 NaN
  1074.03        2500.00                 NaN   10.1151        5.75819                 NaN            NaN            NaN   8.33935        43.3976        1.14093        31.2488                 NaN
  1072.87        2500.00                 NaN   1.67102        14.5378                 NaN            NaN            NaN   8.84002        42.7195       0.975655        31.2560                 NaN
  1071.72        2500.00                 NaN   10.1719        5.69476                 NaN            NaN            NaN   8.33544        43.4059        1.14340        31.2486                 NaN
  1070.56        2500.00                 NaN   8.91227        7.14954                 NaN            NaN            NaN   8.67915        42.9438        1.05441        31.2608                 NaN
  1069.40        2500.00                 NaN  0.948536E-005   7.73037        8.37480                 NaN            NaN   8.70694        42.8719        1.04461        31.2714                 NaN
  1068.25        2500.00                 NaN   11.7291        3.93363                 NaN            NaN            NaN   8.24305        43.6950        1.18509        31.2141                 NaN
  1067.09        2500.00                 NaN   11.7316        3.96440       0.549850E-004            NaN            NaN   8.23973        43.6641        1.18191        31.2181                 NaN
  1065.93        2500.00                 NaN   10.4319        5.42798                 NaN            NaN            NaN   8.32905        43.4162        1.14557        31.2492                 NaN
  1064.78        2500.00                 NaN   11.7352        3.92985                 NaN            NaN            NaN   8.24391        43.6915        1.18476        31.2149                 NaN
  1063.62        2500.00                 NaN   11.7373        3.92751                 NaN            NaN            NaN   8.24504        43.6906        1.18461        31.2149                 NaN
  1062.46        2500.00                 NaN   11.7421        3.92350                 NaN            NaN            NaN   8.24504        43.6892        1.18459        31.2155                 NaN
  1061.31        2500.00                 NaN   11.7387        3.92747                 NaN            NaN            NaN   8.24531        43.6878        1.18481        31.2159                 NaN
  1060.15        2500.00                 NaN   10.4308        5.64681                 NaN            NaN            NaN   8.71136        42.9060        1.04114        31.2639                 NaN
  1058.99        2500.00                 NaN   10.3990       0.279364E-004   5.48856                 NaN            NaN   8.34218        43.3791        1.13749        31.2536                 NaN
  1057.84        2500.00                 NaN   11.7540        3.91299                 NaN            NaN            NaN   8.24646        43.6865        1.18415        31.2159                 NaN
  1056.68        2500.00                 NaN   11.7493        3.91935                 NaN            NaN            NaN   8.24768        43.6826        1.18404        31.2170                 NaN
  1055.52        2500.00                 NaN   10.4022        5.48693                 NaN            NaN            NaN   8.34541        43.3749        1.13662        31.2539                 NaN
  1054.37        2500.00                 NaN   4.70534        11.5099                 NaN            NaN            NaN   8.79954        42.7101       0.990515        31.2846                 NaN
  1053.21        2500.00                 NaN   10.4278        5.46372                 NaN            NaN            NaN   8.34404        43.3728        1.13668        31.2549                 NaN
  1052.05        2500.00                 NaN   11.7623        3.90500                 NaN            NaN            NaN   8.24716        43.6848        1.18425        31.2165                 NaN
  1050.90        2500.00                 NaN   10.4384        5.45432                 NaN            NaN            NaN   8.34473        43.3713        1.13616        31.2551                 NaN
  1049.74        2500.00                 NaN   6.12637        9.96912                 NaN            NaN            NaN   8.72171        42.8731        1.03826        31.2715                 NaN
  1048.58        2500.00                 NaN   7.00516        9.15947                 NaN            NaN            NaN   8.67423        42.8245        1.04311        31.2936                 NaN
  1047.43        2500.00                 NaN   6.16670        9.92881                 NaN            NaN            NaN   8.72525        42.8717        1.03693        31.2706                 NaN
  1046.27        2500.00                 NaN   7.03200        9.08846                 NaN            NaN            NaN   8.74140        42.8348        1.02926        31.2741                 NaN
  1045.11        2500.00                 NaN   6.09504        10.0194                 NaN            NaN            NaN   8.74013        42.8393        1.03041        31.2758                 NaN
  1043.96        2500.00                 NaN   6.09106        10.0260                 NaN            NaN            NaN   8.74245        42.8344        1.02963        31.2765                 NaN
  1042.80        2500.00                 NaN   5.22567        10.9415                 NaN            NaN            NaN   8.71317        42.8115        1.01724        31.2908                 NaN
  1041.64        2500.00                 NaN   11.6969       0.556806E-003   3.98264                 NaN            NaN   8.25134        43.6715        1.18031        31.2167                 NaN
  1040.49        2500.00                 NaN   6.75751        9.37147                 NaN            NaN            NaN   8.74444        42.8142        1.03113        31.2812                 NaN
  1039.33        2500.00                 NaN   11.7181       0.317851E-003   3.95403                 NaN            NaN   8.24981        43.6737        1.18449        31.2195                 NaN
  1038.17        2500.00                 NaN   6.04284        10.0829                 NaN            NaN            NaN   8.75284        42.8153        1.02664        31.2795                 NaN
  1037.02        2500.00                 NaN   4.77981        7.62253                 NaN            NaN   2.38623        8.28568        43.7456        1.27675        31.9034                 NaN
  1035.86        2500.00                 NaN   6.22944        9.90633                 NaN            NaN  0.137723E-004   8.75756        42.8006        1.02409        31.2820                 NaN
  1034.70        2500.00                 NaN   6.22276        9.91490                 NaN            NaN  0.137740E-004   8.75975        42.7965        1.02343        31.2826                 NaN
  1033.55        2500.00                 NaN   11.7546       0.563368E-003   3.93354                 NaN            NaN   8.25363        43.6572        1.17975        31.2207                 NaN
  1032.39        2500.00                 NaN   11.7446       0.561873E-003   3.94307                 NaN            NaN   8.25630        43.6577        1.17808        31.2197                 NaN
  1031.23        2500.00                 NaN   4.73681        7.62683                 NaN            NaN   2.41788        8.28852        43.7386        1.27700        31.9144                 NaN
  1030.08        2500.00                 NaN   11.7348        3.95005       0.550840E-005            NaN            NaN   8.24433        43.6648        1.18497        31.2211                 NaN
  1028.92        2500.00                 NaN   11.7655        3.92151       0.519717E-005            NaN            NaN   8.25556        43.6582        1.17897        31.2203                 NaN
  1027.76        2500.00                 NaN   10.5725       0.273935E-002   5.33615                 NaN            NaN   8.35314        43.3409        1.13270        31.2618                 NaN
  1026.61        2500.00                 NaN   11.7473        3.92467                 NaN            NaN            NaN   8.25283        43.6707        1.18412        31.2204                 NaN
  1025.45        2500.00                 NaN   5.15309        11.1979                 NaN            NaN            NaN   8.72983        42.6308       0.957287        31.3311                 NaN
  1024.29        2500.00                 NaN   11.8195        3.85855                 NaN            NaN            NaN   8.25375        43.6656        1.18187        31.2208                 NaN
  1023.13        2500.00                 NaN   7.90772                 NaN            NaN            NaN   2.14616        7.79181        45.1967        1.38879        31.5322        4.03670     
  1021.98        2500.00                 NaN   11.8235        3.85584                 NaN            NaN            NaN   8.25547        43.6624        1.18142        31.2214                 NaN
  1020.82        2500.00                 NaN   7.90762                 NaN            NaN            NaN   2.14620        7.79181        45.1967        1.38879        31.5322        4.03672     
  1019.66        2500.00                 NaN   5.71542        7.20803                 NaN            NaN   2.04326        8.30331        43.6597        1.25292        31.8173                 NaN
  1018.51        2500.00                 NaN   13.3536        2.94065                 NaN            NaN            NaN   8.90335        42.5613       0.948009        31.2931                 NaN
  1017.35        2500.00                 NaN   13.4093        2.88748                 NaN            NaN            NaN   8.90134        42.5569       0.949705        31.2953                 NaN
  1016.19        2500.00                 NaN   11.8357        3.84530                 NaN            NaN            NaN   8.25591        43.6591        1.18147        31.2225                 NaN
  1015.04        2500.00                 NaN   11.8374        3.84307                 NaN            NaN            NaN   8.25649        43.6592        1.18140        31.2224                 NaN
  1013.88        2500.00                 NaN   6.09585        10.1081                 NaN            NaN            NaN   8.76247        42.7067        1.01143        31.3154                 NaN
  1012.72        2500.00                 NaN   11.8389       0.406752E-001   3.80304                 NaN            NaN   8.25687        43.6560        1.18119        31.2233                 NaN
  1011.57        2500.00                 NaN   12.2458        4.07798                 NaN            NaN            NaN   8.91615        42.5119       0.943385        31.3048                 NaN
  1010.41        2500.00                 NaN   11.7773        3.91187                 NaN            NaN            NaN   8.25706        43.6516        1.17947        31.2227                 NaN
  1009.25        2500.00                 NaN   11.8492        3.83339                 NaN            NaN            NaN   8.25807        43.6549        1.18096        31.2235                 NaN
  1008.10        2500.00                 NaN   6.05025        7.04737                 NaN            NaN   1.93346        8.31133        43.6209        1.24400        31.7927                 NaN
  1006.94        2500.00                 NaN   12.1464        4.14869                 NaN            NaN            NaN   8.91049        42.5388       0.951688        31.3039                 NaN
  1005.78        2500.00                 NaN   4.41902        11.8495                 NaN            NaN            NaN   8.89468        42.5724       0.962674        31.3017                 NaN
  1004.63        2500.00                 NaN   11.7903        3.89225       0.177615E-003            NaN            NaN   8.25931        43.6528        1.18132        31.2239                 NaN
  1003.47        2500.00                 NaN   4.40495        11.8933                 NaN            NaN            NaN   8.91526        42.5270       0.951798        31.3077                 NaN
  1002.31        2500.00                 NaN   12.7392        3.58004                 NaN            NaN            NaN   8.92656        42.5011       0.945453        31.3076                 NaN
  1001.16        2500.00                 NaN   4.51394        11.7843                 NaN            NaN            NaN   8.91704        42.5242       0.951831        31.3086                 NaN
  1000.00        2500.00                 NaN   11.5936        4.68415                 NaN            NaN            NaN   8.90499        42.5503       0.960432        31.3066                 NaN
