|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.25/K22/K22_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1589.74        500.000       0.244246E-003   99.9998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.26        500.000                 NaN   99.1255       0.834602       0.399174E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1586.78        500.000                 NaN   99.0412       0.958774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        500.000                 NaN   99.0519       0.931973       0.161222E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1583.83        500.000                 NaN   99.0575       0.942450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        500.000                 NaN   99.0685       0.887228       0.443131E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1580.87        500.000                 NaN   99.0799       0.919924       0.158011E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1579.39        500.000                 NaN   99.0861       0.913910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.92        500.000                 NaN   99.0912       0.892230       0.166010E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000                 NaN   99.1058       0.864068       0.300890E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1574.96        500.000                 NaN   99.1057       0.861237       0.330679E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.48        500.000                 NaN   99.1309       0.841666       0.274100E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.00        500.000                 NaN   99.1330       0.839240       0.277938E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.53        500.000                 NaN   99.1373       0.835744       0.270021E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.05        500.000                 NaN   99.1466       0.828070       0.253300E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.57        500.000                 NaN   99.1537       0.820510       0.257546E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.09        500.000                 NaN   99.1630       0.813579       0.234658E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.61        500.000                 NaN   99.1680       0.808635       0.233194E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.14        500.000                 NaN   99.3191       0.625509       0.553596E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.66        500.000                 NaN   99.0372       0.959978       0.286713E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1560.18        500.000                 NaN   99.1923       0.807724       0.657122E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1558.70        500.000                 NaN   99.1931       0.788719       0.182210E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1557.22        500.000                 NaN   99.2091       0.771317       0.195438E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        500.000                 NaN   99.1915       0.620503       0.187951                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.27        500.000                 NaN   99.2546       0.745415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000                 NaN   99.2261       0.773935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.31        500.000                 NaN   99.2491       0.464005       0.286931                 NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000                 NaN   99.2473       0.752704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.35        500.000                 NaN   99.2109       0.789090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.88        500.000                 NaN   99.2828       0.717169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.40        500.000                 NaN   99.2542       0.745798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.92        500.000                 NaN   99.2611       0.738891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        500.000                 NaN   99.2671       0.732914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.96        500.000                 NaN   99.2726       0.727403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.49        500.000                 NaN   99.2822       0.717788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        500.000                 NaN   99.2849       0.715100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.53        500.000                 NaN   99.2101       0.789895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
