|6.6.6
Archiving\03_Data\eq/QFM_m2.25/Y98/Y98_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0127       0.963665       0.236530E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0127       0.963664       0.236530E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0127       0.963663       0.236529E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0127       0.963662       0.236529E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0127       0.963661       0.236529E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0127       0.963660       0.236529E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0127       0.963659       0.236529E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0127       0.963659       0.236528E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0127       0.963658       0.236528E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0127       0.963657       0.236528E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0127       0.963656       0.236528E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0127       0.963655       0.236527E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0127       0.963654       0.236527E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0127       0.963653       0.236527E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0127       0.963652       0.236527E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0127       0.963651       0.236526E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0127       0.963650       0.236526E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0127       0.963649       0.236526E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0127       0.963648       0.236526E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0127       0.963647       0.236526E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0127       0.963646       0.236525E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0127       0.963645       0.236525E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0127       0.963644       0.236525E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0127       0.963643       0.236524E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0127       0.963642       0.236524E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0127       0.963641       0.236524E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0127       0.963640       0.236524E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.0127       0.963639       0.236523E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.0127       0.963637       0.236523E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.0127       0.963636       0.236523E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.0127       0.963635       0.236523E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.0127       0.963634       0.236522E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.0127       0.963633       0.236522E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.0127       0.963632       0.236522E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.0127       0.963630       0.236521E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.0127       0.963629       0.236521E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.0127       0.963628       0.236521E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.0127       0.963627       0.236520E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.0127       0.963625       0.236520E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.0127       0.963624       0.236520E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.0127       0.963623       0.236520E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.0127       0.963622       0.236519E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.0127       0.963620       0.236519E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.0127       0.963619       0.236519E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.0127       0.963618       0.236518E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.0127       0.963616       0.236518E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.0127       0.963615       0.236518E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.0127       0.963613       0.236517E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.0127       0.963612       0.236517E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.0127       0.963611       0.236517E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.0127       0.963609       0.236516E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.0127       0.963608       0.236516E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.0127       0.963606       0.236515E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.0127       0.963605       0.236515E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.0127       0.963603       0.236515E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.0127       0.963602       0.236514E-001            NaN            NaN            NaN            NaN            NaN            NaN
