|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        q              ilm           
  1266.82        500.000                 NaN   96.8794                 NaN            NaN  0.344337       0.517450                 NaN  0.357498                 NaN   1.90134                 NaN            NaN
  1265.43        500.000                 NaN   97.0118                 NaN            NaN  0.491925       0.330909                 NaN  0.342193                 NaN   1.82318                 NaN            NaN
  1264.04        500.000                 NaN   97.1301                 NaN            NaN  0.320039       0.468427                 NaN  0.328514                 NaN   1.75293                 NaN            NaN
  1262.65        500.000                 NaN   97.2409                 NaN            NaN  0.447104       0.309013                 NaN  0.315641                 NaN   1.68738                 NaN            NaN
  1261.26        500.000                 NaN   97.3484                 NaN            NaN  0.298241       0.426756                 NaN  0.303151                 NaN   1.62348                 NaN            NaN
  1259.87        500.000                 NaN   97.4489                 NaN            NaN  0.407550       0.287569                 NaN  0.291380                 NaN   1.56456                 NaN            NaN
  1258.48        500.000                 NaN   97.5407                 NaN            NaN  0.389373       0.278898                 NaN  0.280547                 NaN   1.51047                 NaN            NaN
  1257.09        500.000                 NaN   97.6273                 NaN            NaN  0.372653       0.270329                 NaN  0.270365                 NaN   1.45931                 NaN            NaN
  1255.70        500.000                 NaN   97.7094                 NaN            NaN  0.262118       0.356634                 NaN  0.260714                 NaN   1.41116                 NaN            NaN
  1254.31        500.000                 NaN   97.7870                 NaN            NaN  0.342473       0.253955                 NaN  0.251561                 NaN   1.36506                 NaN            NaN
  1252.93        500.000                 NaN   97.8599                 NaN            NaN  0.246794       0.328333                 NaN  0.242835                 NaN   1.32214                 NaN            NaN
  1251.54        500.000                 NaN   97.9283                 NaN            NaN  0.315241       0.239523                 NaN  0.234696                 NaN   1.28229                 NaN            NaN
  1250.15        500.000                 NaN   97.9956                 NaN            NaN  0.302351       0.233147                 NaN  0.226661                 NaN   1.24221                 NaN            NaN
  1248.76        500.000                 NaN   98.0584                 NaN            NaN  0.226210       0.290387                 NaN  0.219066                 NaN   1.20589                 NaN            NaN
  1247.37        500.000                 NaN   98.1161                 NaN            NaN  0.220432       0.280005                 NaN  0.212321                 NaN   1.17115                 NaN            NaN
  1245.98        500.000                 NaN   98.1715                 NaN            NaN  0.214831       0.269625                 NaN  0.205684                 NaN   1.13837                 NaN            NaN
  1244.59        500.000                 NaN   98.2254                 NaN            NaN  0.259685       0.209091                 NaN  0.199261                 NaN   1.10657                 NaN            NaN
  1243.20        500.000                 NaN   98.2775                 NaN            NaN  0.249969       0.203358                 NaN  0.192955                 NaN   1.07627                 NaN            NaN
  1241.81        500.000                 NaN   98.3253                 NaN            NaN  0.198906       0.240812                 NaN  0.187104                 NaN   1.04785                 NaN            NaN
  1240.42        500.000                 NaN   98.3712                 NaN            NaN  0.193994       0.232689                 NaN  0.181731                 NaN   1.02041                 NaN            NaN
  1239.03        500.000                 NaN   98.4158                 NaN            NaN  0.189159       0.224560                 NaN  0.176327                 NaN  0.994141                 NaN            NaN
  1237.64        500.000                 NaN   98.4587                 NaN            NaN  0.216847       0.184465                 NaN  0.171158                 NaN  0.968876                 NaN            NaN
  1236.25        500.000                 NaN   98.4993                 NaN            NaN  0.209204       0.180530                 NaN  0.166188                 NaN  0.944791                 NaN            NaN
  1234.86        500.000                 NaN   98.5375                 NaN            NaN  0.202215       0.176477                 NaN  0.161570                 NaN  0.922203                 NaN            NaN
  1233.47        500.000                 NaN   98.5757                 NaN            NaN  0.195575       0.172351                 NaN  0.156997                 NaN  0.899343                 NaN            NaN
  1232.08        500.000                 NaN   98.6092                 NaN            NaN  0.189039       0.169377                 NaN  0.152906                 NaN  0.879438                 NaN            NaN
  1230.69        500.000                 NaN   98.6454                 NaN            NaN  0.183238       0.164979                 NaN  0.148557                 NaN  0.857855                 NaN            NaN
  1229.30        500.000                 NaN   98.6791                 NaN            NaN  0.176651       0.161900                 NaN  0.144405                 NaN  0.837983                 NaN            NaN
  1227.91        500.000                 NaN   98.7090                 NaN            NaN  0.171843       0.158223                 NaN  0.140871                 NaN  0.820078                 NaN            NaN
  1226.52        500.000                 NaN   98.7406                 NaN            NaN  0.165517       0.155728                 NaN  0.136976                 NaN  0.801204                 NaN            NaN
  1225.13        500.000                 NaN   98.7697                 NaN            NaN  0.152442       0.160661                 NaN  0.133472                 NaN  0.783758                 NaN            NaN
  1223.74        500.000                 NaN   98.7967                 NaN            NaN  0.149283       0.156233                 NaN  0.130197                 NaN  0.767542                 NaN            NaN
  1222.35        500.000                 NaN   98.8250                 NaN            NaN  0.146908       0.150719                 NaN  0.126722                 NaN  0.750677                 NaN            NaN
  1220.96        500.000                 NaN   98.8505                 NaN            NaN  0.144307       0.146224                 NaN  0.123690                 NaN  0.735242                 NaN            NaN
  1219.57        500.000                 NaN   98.8754                 NaN            NaN  0.141406       0.142275                 NaN  0.120619                 NaN  0.720286                 NaN            NaN
  1218.18        500.000                 NaN   98.9000                 NaN            NaN  0.139496       0.137385                 NaN  0.117672                 NaN  0.705487                 NaN            NaN
  1216.79        500.000                 NaN   98.9242                 NaN            NaN  0.132791       0.137171                 NaN  0.114658                 NaN  0.691173                 NaN            NaN
  1215.40        500.000                 NaN   98.9467                 NaN            NaN  0.128426       0.135452                 NaN  0.111986                 NaN  0.677470                 NaN            NaN
  1214.01        500.000                 NaN   98.9678                 NaN            NaN  0.125576       0.132441                 NaN  0.109568                 NaN  0.664657                 NaN            NaN
  1212.62        500.000                 NaN   98.9887                 NaN            NaN  0.133153       0.119448                 NaN  0.106985                 NaN  0.651750                 NaN            NaN
  1211.23        500.000                 NaN   99.0098                 NaN            NaN  0.131046       0.115868                 NaN  0.104320                 NaN  0.639001                 NaN            NaN
  1209.84        500.000                 NaN   97.2571                 NaN            NaN  0.251840       0.125426                 NaN  0.225897                 NaN   1.28051       0.859214                 NaN
  1208.45        500.000                 NaN   94.0159                 NaN            NaN  0.124811E-001  0.612132                 NaN  0.452491                 NaN   2.46393        2.44310                 NaN
  1207.07        500.000                 NaN   94.0974                 NaN            NaN  0.621131                 NaN            NaN  0.448153                 NaN   2.42497        2.40834                 NaN
  1205.68        500.000                 NaN   93.7554                 NaN            NaN  0.638273                 NaN            NaN  0.475445                 NaN   2.57116        2.53147       0.282498E-001
  1204.29        500.000                 NaN   92.7721                 NaN            NaN  0.690578                 NaN            NaN  0.551998                 NaN   2.99632        2.89256       0.964411E-001
  1202.90        500.000                 NaN   92.7283                 NaN            NaN  0.694813                 NaN            NaN  0.549881                 NaN   3.01811        2.91298       0.958583E-001
  1201.51        500.000                 NaN   91.3952                 NaN            NaN  0.704405       0.144018E-002            NaN  0.629347                 NaN   3.58053        3.57264       0.116415     
  1200.12        500.000                 NaN   90.9741                 NaN            NaN  0.131073       0.164726       0.425443E-004  0.566566                 NaN   4.04041        3.95869       0.164358     
  1198.73        500.000                 NaN   92.3369                 NaN            NaN  0.474801       0.541115                 NaN  0.599373                 NaN   3.07398        2.90394       0.699278E-001
  1197.34        500.000                 NaN   90.0878                 NaN            NaN  0.767433E-001   1.41573       0.151961E-004  0.832421                 NaN   3.89682        3.63751       0.529334E-001
  1195.95        500.000                 NaN   89.3120                 NaN            NaN   1.00307                 NaN            NaN  0.765048                 NaN   4.54376        4.25665       0.119472     
  1194.56        500.000                 NaN   80.2949                 NaN            NaN   1.66947                 NaN            NaN   1.37983       0.385849E-001   8.41855        7.99424       0.204417     
  1193.17        500.000                 NaN   31.6921                 NaN            NaN   4.94258                 NaN            NaN   4.68819       0.603659        29.2223        28.2115       0.639696     
  1191.78        500.000                 NaN            NaN            NaN            NaN   7.48724                 NaN            NaN   6.71562       0.846597        42.6208        41.4055       0.924281     
  1190.39        500.000                 NaN            NaN            NaN            NaN   7.55222                 NaN            NaN   6.72158       0.824057        42.6009        41.3808       0.920433     
  1189.00        500.000                 NaN            NaN            NaN            NaN   7.58740                 NaN            NaN   6.72340       0.811002        42.5932        41.3662       0.918818     
  1187.61        500.000                 NaN            NaN            NaN            NaN   7.63466                 NaN            NaN   6.72832       0.794132        42.5801        41.3471       0.915697     
  1186.22        500.000                 NaN            NaN            NaN            NaN   7.79565                 NaN            NaN   6.74241       0.737640        42.5323        41.2854       0.906589     
  1184.83        500.000                 NaN            NaN            NaN            NaN   7.77937                 NaN            NaN   6.73718       0.740201        42.5469        41.2862       0.910160     
  1183.44        500.000                 NaN            NaN            NaN            NaN   7.95879                 NaN            NaN   6.75534       0.678393        42.4903        41.2191       0.898038     
  1182.05        500.000                 NaN            NaN            NaN            NaN   8.05364                 NaN            NaN   6.76430       0.645022        42.4626        41.1824       0.892103     
  1180.66        500.000                 NaN            NaN            NaN            NaN   7.92622                 NaN            NaN   6.75116       0.688299        42.5046        41.2287       0.901047     
  1179.27        500.000                 NaN            NaN            NaN            NaN   7.98491                 NaN            NaN   6.75656       0.667375        42.4883        41.2054       0.897504     
  1177.88        500.000                 NaN            NaN            NaN            NaN   8.41302                 NaN            NaN   6.79517       0.515775        42.3661        41.0383       0.871549     
  1176.49        500.000                 NaN            NaN            NaN            NaN   8.12081                 NaN            NaN   6.76879       0.618658        42.4513        41.1510       0.889448     
  1175.10        500.000                 NaN            NaN            NaN            NaN   8.68650                 NaN            NaN   6.81520       0.414193        42.3027        40.9233       0.858076     
  1173.71        500.000                 NaN            NaN            NaN            NaN   8.96361                 NaN            NaN   6.84201       0.316767        42.2216        40.8159       0.840099     
  1172.32        500.000                 NaN            NaN            NaN            NaN   9.21825                 NaN            NaN   6.86332       0.224208        42.1564        40.7121       0.825683     
  1170.93        500.000                 NaN            NaN            NaN            NaN   3.64393        5.71581                 NaN   6.87069       0.168767        42.1325        40.6478       0.820478     
  1169.54        500.000                 NaN            NaN            NaN            NaN   4.02750        5.64847                 NaN   6.89532       0.523318E-001   42.0563        40.5166       0.803472     
  1168.15        500.000                 NaN            NaN            NaN            NaN   9.82060                 NaN            NaN   6.90695                 NaN   42.0182        40.4584       0.795835     
  1166.76        500.000                 NaN            NaN            NaN            NaN   3.01162        6.81358                 NaN   6.90943                 NaN   42.0130        40.4589       0.793544     
  1165.37        500.000                 NaN            NaN            NaN            NaN   4.09506        5.71993                 NaN   6.90619                 NaN   42.0257        40.4566       0.796515     
  1163.98        500.000                 NaN            NaN            NaN            NaN   6.03146        3.78733                 NaN   6.90868                 NaN   42.0197        40.4575       0.795408     
  1162.59        500.000                 NaN            NaN            NaN            NaN   7.50684        2.30726                 NaN   6.90599                 NaN   42.0254        40.4569       0.797659     
  1161.21        500.000                 NaN            NaN            NaN            NaN   8.77696        1.03279                 NaN   6.90375                 NaN   42.0306        40.4562       0.799682     
  1159.82        500.000                 NaN            NaN            NaN            NaN   9.80659                 NaN            NaN   6.90258                 NaN   42.0340        40.4557       0.801165     
  1158.43        500.000                 NaN            NaN            NaN            NaN   9.28942       0.517730                 NaN   6.90354                 NaN   42.0328        40.4559       0.800641     
  1157.04        500.000                 NaN            NaN            NaN            NaN   7.97683        1.82594                 NaN   6.90222                 NaN   42.0386        40.4550       0.801415     
  1155.65        500.000                 NaN            NaN            NaN            NaN   7.87166        1.93308                 NaN   6.90388                 NaN   42.0356        40.4553       0.800528     
  1154.26        500.000                 NaN            NaN            NaN            NaN   7.87894        1.92765                 NaN   6.90534                 NaN   42.0326        40.4556       0.799862     
  1152.87        500.000                 NaN            NaN            NaN            NaN   7.88808        1.92036                 NaN   6.90681                 NaN   42.0296        40.4560       0.799190     
  1151.48        500.000                 NaN            NaN            NaN            NaN   7.89911        1.91120                 NaN   6.90829                 NaN   42.0266        40.4563       0.798512     
  1150.09        500.000                 NaN            NaN            NaN            NaN   7.91211        1.90010                 NaN   6.90978                 NaN   42.0236        40.4566       0.797828     
  1148.70        500.000                 NaN            NaN            NaN            NaN   7.92712        1.88701                 NaN   6.91127                 NaN   42.0205        40.4570       0.797137     
  1147.31        500.000                 NaN            NaN            NaN            NaN   7.94416        1.87190                 NaN   6.91278                 NaN   42.0174        40.4573       0.796440     
  1145.92        500.000                 NaN            NaN            NaN            NaN   7.96314        1.85488                 NaN   6.91429                 NaN   42.0143        40.4577       0.795737     
  1144.53        500.000                 NaN            NaN            NaN            NaN   7.98443        1.83556                 NaN   6.91581                 NaN   42.0111        40.4580       0.795028     
  1143.14        500.000                 NaN            NaN            NaN            NaN   8.00807        1.81393                 NaN   6.91734                 NaN   42.0080        40.4584       0.794311     
  1141.75        500.000                 NaN            NaN            NaN            NaN   8.03379        1.79023                 NaN   6.91888                 NaN   42.0048        40.4587       0.793588     
  1140.36        500.000                 NaN            NaN            NaN            NaN   9.84002                 NaN            NaN   6.92750                 NaN   41.9825        40.4617       0.788342     
  1138.97        500.000                 NaN            NaN            NaN            NaN   8.11649        1.71184                 NaN   6.92217                 NaN   41.9980        40.4595       0.791990     
  1137.58        500.000                 NaN            NaN            NaN            NaN   9.84361                 NaN            NaN   6.93037                 NaN   41.9767        40.4623       0.787028     
  1136.19        500.000                 NaN            NaN            NaN            NaN   9.84543                 NaN            NaN   6.93182                 NaN   41.9738        40.4626       0.786362     
  1134.80        500.000                 NaN            NaN            NaN            NaN   8.25557        1.57942                 NaN   6.92723                 NaN   41.9877        40.4606       0.789498     
  1133.41        500.000                 NaN            NaN            NaN            NaN   9.84913                 NaN            NaN   6.93474                 NaN   41.9678        40.4633       0.785012     
  1132.02        500.000                 NaN            NaN            NaN            NaN   8.35021        1.48930                 NaN   6.93064                 NaN   41.9807        40.4614       0.787811     
  1130.63        500.000                 NaN            NaN            NaN            NaN   8.39812        1.44368                 NaN   6.93235                 NaN   41.9771        40.4618       0.786961     
  1129.24        500.000                 NaN            NaN            NaN            NaN   8.44641        1.39768                 NaN   6.93407                 NaN   41.9736        40.4622       0.786105     
  1127.85        500.000                 NaN            NaN            NaN            NaN   9.85675                 NaN            NaN   6.94068                 NaN   41.9557        40.4646       0.782236     
  1126.46        500.000                 NaN            NaN            NaN            NaN   9.86310                 NaN            NaN   6.94471                 NaN   41.9465        40.4658       0.779892     
  1125.07        500.000                 NaN            NaN            NaN            NaN   9.86467                 NaN            NaN   6.94601                 NaN   41.9440        40.4660       0.779318     
  1123.68        500.000                 NaN            NaN            NaN            NaN   9.86815                 NaN            NaN   6.94845                 NaN   41.9387        40.4667       0.778018     
  1122.29        500.000                 NaN            NaN            NaN            NaN   9.87045                 NaN            NaN   6.95018                 NaN   41.9351        40.4671       0.777170     
  1120.90        500.000                 NaN            NaN            NaN            NaN   8.75933        1.09969       0.206131E-005   6.94456                 NaN   41.9503        40.4650       0.781055     
  1119.51        500.000                 NaN            NaN            NaN            NaN   8.75726        1.10376                 NaN   6.94597                 NaN   41.9472        40.4654       0.780389     
  1118.12        500.000                 NaN            NaN            NaN            NaN   8.05974        1.80710                 NaN   6.94971                 NaN   41.9391        40.4662       0.778125     
  1116.73        500.000                 NaN            NaN            NaN            NaN   8.14788        1.72122                 NaN   6.95140                 NaN   41.9356        40.4666       0.777283     
  1115.35        500.000                 NaN            NaN            NaN            NaN   8.09000        1.78246                 NaN   6.95324                 NaN   41.9304        40.4674       0.776472     
  1113.96        500.000                 NaN            NaN            NaN            NaN   8.16331        1.71138                 NaN   6.95486                 NaN   41.9269        40.4678       0.775689     
  1112.57        500.000                 NaN            NaN            NaN            NaN   8.23263        1.64432                 NaN   6.95649                 NaN   41.9234        40.4683       0.774894     
  1111.18        500.000                 NaN            NaN            NaN            NaN   8.30230        1.57692                 NaN   6.95813                 NaN   41.9199        40.4687       0.774094     
  1109.79        500.000                 NaN            NaN            NaN            NaN   8.37262        1.50889                 NaN   6.95978                 NaN   41.9163        40.4691       0.773290     
  1108.40        500.000                 NaN            NaN            NaN            NaN   9.88382                 NaN            NaN   6.96148                 NaN   41.9127        40.4695       0.772445     
  1107.01        500.000                 NaN            NaN            NaN            NaN   9.02519       0.852378                 NaN   6.95879                 NaN   41.9208        40.4684       0.774418     
  1105.62        500.000                 NaN            NaN            NaN            NaN   9.88847                 NaN            NaN   6.96504                 NaN   41.9056        40.4703       0.770627     
  1104.23        500.000                 NaN            NaN            NaN            NaN   9.90161                 NaN            NaN   6.97337                 NaN   41.8868        40.4725       0.765687     
  1102.84        500.000                 NaN            NaN            NaN            NaN   9.90348                 NaN            NaN   6.97475                 NaN   41.8838        40.4729       0.765060     
  1101.45        500.000                 NaN            NaN            NaN            NaN   9.89723                 NaN            NaN   6.97153                 NaN   41.8923        40.4717       0.767207     
  1100.06        500.000                 NaN            NaN            NaN            NaN   9.89801                 NaN            NaN   6.97229                 NaN   41.8910        40.4718       0.766904     
  1098.67        500.000                 NaN            NaN            NaN            NaN   9.90043                 NaN            NaN   6.97412                 NaN   41.8873        40.4722       0.765956     
  1097.28        500.000                 NaN            NaN            NaN            NaN   9.91046                 NaN            NaN   6.97994                 NaN   41.8728        40.4742       0.762633     
  1095.89        500.000                 NaN            NaN            NaN            NaN   9.90537                 NaN            NaN   6.97784                 NaN   41.8797        40.4730       0.764034     
  1094.50        500.000                 NaN            NaN            NaN            NaN   9.90786                 NaN            NaN   6.97972                 NaN   41.8759        40.4734       0.763062     
  1093.11        500.000                 NaN            NaN            NaN            NaN   9.91037                 NaN            NaN   6.98160                 NaN   41.8721        40.4739       0.762083     
  1091.72        500.000                 NaN            NaN            NaN            NaN   9.91291                 NaN            NaN   6.98350                 NaN   41.8682        40.4743       0.761095     
  1090.33        500.000                 NaN            NaN            NaN            NaN   9.87651       0.390316E-001            NaN   6.98545                 NaN   41.8642        40.4747       0.760075     
  1088.94        500.000                 NaN            NaN            NaN            NaN   9.83575       0.822785E-001            NaN   6.98727                 NaN   41.8604        40.4752       0.759113     
  1087.55        500.000                 NaN            NaN            NaN            NaN   9.78764       0.132963                 NaN   6.98915                 NaN   41.8565        40.4756       0.758117     
  1086.16        500.000                 NaN            NaN            NaN            NaN   9.73961       0.183570                 NaN   6.99104                 NaN   41.8526        40.4761       0.757117     
  1084.77        500.000                 NaN            NaN            NaN            NaN   9.76434       0.160201       0.202825E-004   6.99187                 NaN   41.8506        40.4763       0.756634     
  1083.38        500.000                 NaN            NaN            NaN            NaN   9.58066       0.348368                 NaN   6.99534                 NaN   41.8437        40.4771       0.754844     
  1081.99        500.000                 NaN            NaN            NaN            NaN   9.69907       0.230123       0.183901E-004   6.99521                 NaN   41.8435        40.4772       0.754849     
  1080.60        500.000                 NaN            NaN            NaN            NaN   9.97375                 NaN            NaN   7.02414                 NaN   41.7792        40.4850       0.737876     
  1079.21        500.000                 NaN            NaN            NaN            NaN   9.97631                 NaN            NaN   7.02605                 NaN   41.7753        40.4855       0.736902     
  1077.82        500.000                 NaN            NaN            NaN            NaN   9.97882                 NaN            NaN   7.02795                 NaN   41.7714        40.4859       0.735931     
  1076.43        500.000                 NaN            NaN            NaN            NaN   9.56766       0.370908       0.147606E-004   7.00197                 NaN   41.8293        40.4789       0.751250     
  1075.04        500.000                 NaN            NaN            NaN            NaN   9.98451                 NaN            NaN   7.03206                 NaN   41.7627        40.4869       0.733814     
  1073.65        500.000                 NaN            NaN            NaN            NaN   9.17789       0.770139                 NaN   7.00937                 NaN   41.8148        40.4804       0.747429     
  1072.26        500.000                 NaN            NaN            NaN            NaN   9.10039       0.850367                 NaN   7.01137                 NaN   41.8106        40.4809       0.746373     
  1070.87        500.000                 NaN            NaN            NaN            NaN   9.02404       0.929439                 NaN   7.01338                 NaN   41.8064        40.4814       0.745315     
  1069.48        500.000                 NaN            NaN            NaN            NaN   8.94891        1.00729                 NaN   7.01539                 NaN   41.8023        40.4819       0.744256     
  1068.10        500.000                 NaN            NaN            NaN            NaN   8.87519        1.08373                 NaN   7.01740                 NaN   41.7981        40.4824       0.743196     
  1066.71        500.000                 NaN            NaN            NaN            NaN   8.80297        1.15867                 NaN   7.01942                 NaN   41.7940        40.4829       0.742136     
  1065.32        500.000                 NaN            NaN            NaN            NaN   8.73237        1.23198                 NaN   7.02143                 NaN   41.7898        40.4833       0.741077     
  1063.93        500.000                 NaN            NaN            NaN            NaN   9.16341       0.795048       0.386865E-004   7.01629                 NaN   41.7990        40.4826       0.743680     
  1062.54        500.000                 NaN            NaN            NaN            NaN   9.11684       0.843859                 NaN   7.01789                 NaN   41.7956        40.4830       0.742839     
  1061.15        500.000                 NaN            NaN            NaN            NaN   8.53136        1.44110                 NaN   7.02746                 NaN   41.7774        40.4848       0.737908     
  1059.76        500.000                 NaN            NaN            NaN            NaN   9.02431       0.940801                 NaN   7.02111                 NaN   41.7888        40.4838       0.741154     
  1058.37        500.000                 NaN            NaN            NaN            NaN   8.97841       0.988876       0.368992E-004   7.02272                 NaN   41.7854        40.4842       0.740309     
  1056.98        500.000                 NaN            NaN            NaN            NaN   8.34809        1.63239                 NaN   7.03345                 NaN   41.7651        40.4862       0.734763     
  1055.59        500.000                 NaN            NaN            NaN            NaN   8.88749        1.08422       0.366779E-004   7.02597                 NaN   41.7786        40.4851       0.738617     
  1054.20        500.000                 NaN            NaN            NaN            NaN   8.23622        1.74955                 NaN   7.03741                 NaN   41.7570        40.4872       0.732687     
  1052.81        500.000                 NaN            NaN            NaN            NaN   8.18335        1.80504                 NaN   7.03938                 NaN   41.7529        40.4877       0.731655     
  1051.42        500.000                 NaN            NaN            NaN            NaN   8.13245        1.85854                 NaN   7.04134                 NaN   41.7489        40.4881       0.730628     
  1050.03        500.000                 NaN            NaN            NaN            NaN   10.0353                 NaN            NaN   7.06924                 NaN   41.6851        40.4958       0.714548     
  1048.64        500.000                 NaN            NaN            NaN            NaN  0.717589        9.31641                 NaN   7.06840                 NaN   41.6867        40.4958       0.715110     
  1047.25        500.000                 NaN            NaN            NaN            NaN   1.11231        8.92476                 NaN   7.07072                 NaN   41.6820        40.4963       0.713913     
  1045.86        500.000                 NaN            NaN            NaN            NaN  0.719529        9.32015                 NaN   7.07252                 NaN   41.6780        40.4968       0.712968     
  1044.47        500.000                 NaN            NaN            NaN            NaN   8.83511        1.20730                 NaN   7.07463                 NaN   41.6738        40.4973       0.711897     
  1043.08        500.000                 NaN            NaN            NaN            NaN  0.682490        9.36367                 NaN   7.07712                 NaN   41.6682        40.4979       0.710549     
  1041.69        500.000                 NaN            NaN            NaN            NaN   8.67874        1.36813                 NaN   7.07788                 NaN   41.6668        40.4982       0.710250     
  1040.30        500.000                 NaN            NaN            NaN            NaN   8.57118        1.47770                 NaN   7.07936                 NaN   41.6637        40.4986       0.709513     
  1038.91        500.000                 NaN            NaN            NaN            NaN   1.00754        9.04519                 NaN   7.08187                 NaN   41.6580        40.4992       0.708146     
  1037.52        500.000                 NaN            NaN            NaN            NaN   1.10433        8.95060                 NaN   7.08346                 NaN   41.6546        40.4997       0.707342     
  1036.13        500.000                 NaN            NaN            NaN            NaN   1.03944        9.01910                 NaN   7.08601                 NaN   41.6492        40.5003       0.705987     
  1034.74        500.000                 NaN            NaN            NaN            NaN   8.85974        1.20255                 NaN   7.08874                 NaN   41.6435        40.5009       0.704553     
  1033.35        500.000                 NaN            NaN            NaN            NaN   8.94509        1.12096                 NaN   7.09135                 NaN   41.6379        40.5016       0.703158     
  1031.96        500.000                 NaN            NaN            NaN            NaN   1.31487        8.75025                 NaN   7.09075                 NaN   41.6389        40.5016       0.703600     
  1030.57        500.000                 NaN            NaN            NaN            NaN   8.67953        1.39018                 NaN   7.09405                 NaN   41.6320        40.5024       0.701840     
  1029.18        500.000                 NaN            NaN            NaN            NaN   7.95197        2.08901                 NaN   7.07602                 NaN   41.6731        40.4975       0.712325     
  1027.79        500.000                 NaN            NaN            NaN            NaN   8.27883        1.78253                 NaN   7.08855                 NaN   41.6436        40.5012       0.705260     
  1026.40        500.000                 NaN            NaN            NaN            NaN   8.37336        1.70193                 NaN   7.09815                 NaN   41.6232        40.5036       0.699831     
  1025.01        500.000                 NaN            NaN            NaN            NaN   8.15010        1.92542                 NaN   7.09854                 NaN   41.6224        40.5037       0.699759     
  1023.62        500.000                 NaN            NaN            NaN            NaN   8.32107        1.75898                 NaN   7.10161                 NaN   41.6158        40.5045       0.698060     
  1022.24        500.000                 NaN            NaN            NaN            NaN   8.53428        1.53091                 NaN   7.09145                 NaN   41.6374        40.5020       0.703960     
  1020.85        500.000                 NaN            NaN            NaN            NaN   8.03892        2.04383                 NaN   7.10365                 NaN   41.6113        40.5052       0.697151     
  1019.46        500.000                 NaN            NaN            NaN            NaN   8.30447        1.76419                 NaN   7.09403                 NaN   41.6318        40.5027       0.702719     
  1018.07        500.000                 NaN            NaN            NaN            NaN   7.94834        2.13873                 NaN   7.10680                 NaN   41.6045        40.5060       0.695582     
  1016.68        500.000                 NaN            NaN            NaN            NaN   2.25241        7.83610                 NaN   7.10788                 NaN   41.6021        40.5064       0.695090     
  1015.29        500.000                 NaN            NaN            NaN            NaN   7.78522        2.30498                 NaN   7.10912                 NaN   41.5994        40.5068       0.694498     
  1013.90        500.000                 NaN            NaN            NaN            NaN   7.88387        2.20469                 NaN   7.10791                 NaN   41.6017        40.5066       0.695288     
  1012.51        500.000                 NaN            NaN            NaN            NaN   7.71249        2.38241                 NaN   7.11256                 NaN   41.5921        40.5077       0.692764     
  1011.12        500.000                 NaN            NaN            NaN            NaN   8.18246        1.90850                 NaN   7.10929                 NaN   41.5981        40.5070       0.694631     
  1009.73        500.000                 NaN            NaN            NaN            NaN   7.48668        2.57800                 NaN   7.09426                 NaN   41.6351        40.5026       0.703331     
  1008.34        500.000                 NaN            NaN            NaN            NaN   2.63953        7.45548                 NaN   7.11347                 NaN   41.5912        40.5078       0.692506     
  1006.95        500.000                 NaN            NaN            NaN            NaN   2.71201        7.38839                 NaN   7.11707                 NaN   41.5829        40.5089       0.690685     
  1005.56        500.000                 NaN            NaN            NaN            NaN   2.68991        7.41460                 NaN   7.11965                 NaN   41.5767        40.5098       0.689361     
  1004.17        500.000                 NaN            NaN            NaN            NaN   5.05829        5.04725       0.295876E-005   7.12887                 NaN   41.5760        40.5066       0.682979     
  1002.78        500.000                 NaN            NaN            NaN            NaN   2.58526        7.52289                 NaN   7.12193                 NaN   41.5711        40.5106       0.688205     
  1001.39        500.000                 NaN            NaN            NaN            NaN   7.28108        2.75070                 NaN   7.07260                 NaN   41.6834        40.4973       0.714989     
  1000.00        500.000                 NaN            NaN            NaN            NaN   7.26475        2.77000                 NaN   7.07457                 NaN   41.6781        40.4983       0.714305     
