|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1513.16        500.000                 NaN   99.5649       0.121392E-001  0.422917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.80        500.000                 NaN   99.5691       0.121900E-001  0.418669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.45        500.000                 NaN   99.5722       0.111925E-001  0.416646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.09        500.000                 NaN   99.5737       0.100441E-001  0.416227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000                 NaN   99.5766       0.908389E-002  0.414316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.37        500.000                 NaN   99.5806       0.993598E-002  0.409429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.02        500.000                 NaN   99.5835       0.181694E-001  0.398360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.66        500.000                 NaN   99.5837                 NaN  0.416300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.30        500.000                 NaN   99.5880       0.622556E-002  0.405810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.94        500.000                 NaN   99.5939       0.258459E-001  0.380266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.59        500.000                 NaN   99.5926       0.991916E-003  0.406399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.23        500.000                 NaN   99.5835       0.511704E-001  0.365350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.87        500.000                 NaN   99.6198       0.262747E-001  0.353896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.51        500.000                 NaN   99.5998                 NaN  0.400233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.16        500.000                 NaN   99.3767       0.334323E-001  0.589908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.80        500.000                 NaN   99.8030                 NaN  0.197021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.44        500.000                 NaN   99.6363                 NaN  0.363673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.08        500.000                 NaN   99.6100       0.567178E-002  0.384359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000                 NaN   99.6118                 NaN  0.388249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.37        500.000                 NaN   99.6160       0.518128E-002  0.378778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.01        500.000                 NaN   99.6158                 NaN  0.384220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.65        500.000                 NaN   99.6187                 NaN  0.381319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.29        500.000                 NaN   99.6198                 NaN  0.380215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.94        500.000                 NaN   99.6219       0.100168E-004  0.378114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.58        500.000                 NaN   99.6239                 NaN  0.376129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.22        500.000                 NaN   99.6260                 NaN  0.374035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.86        500.000                 NaN   99.2449       0.333082E-001  0.721766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.51        500.000                 NaN   99.9205                 NaN  0.794855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.15        500.000                 NaN   99.7316                 NaN  0.268441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.79        500.000                 NaN   99.6327                 NaN  0.367267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.43        500.000                 NaN   99.6347                 NaN  0.365346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.08        500.000                 NaN   99.6379                 NaN  0.362149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.72        500.000                 NaN   99.6400                 NaN  0.360039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.36        500.000                 NaN   99.6377       0.950498E-006  0.362311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.00        500.000                 NaN   99.6430                 NaN  0.356959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.65        500.000                 NaN   99.6450                 NaN  0.354975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.29        500.000                 NaN   99.6468                 NaN  0.353174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.93        500.000                 NaN   99.6499       0.229670E-003  0.349824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.57        500.000                 NaN   99.6499                 NaN  0.350139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.22        500.000                 NaN   99.5602                 NaN  0.273721E-001  0.412438                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.86        500.000                 NaN   99.5435                 NaN            NaN  0.456547                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.50        500.000                 NaN   99.5391                 NaN            NaN  0.460927                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000                 NaN   99.5521                 NaN  0.206546       0.241394                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.79        500.000                 NaN   99.3999                 NaN            NaN  0.217559       0.382538                 NaN            NaN            NaN            NaN            NaN
  1453.43        500.000                 NaN   99.2685                 NaN            NaN  0.422343       0.309190                 NaN            NaN            NaN            NaN            NaN
  1452.07        500.000                 NaN   99.2755                 NaN            NaN  0.418033       0.306423                 NaN            NaN            NaN            NaN            NaN
  1450.71        500.000                 NaN   99.2820                 NaN            NaN  0.414873       0.303148                 NaN            NaN            NaN            NaN            NaN
  1449.36        500.000                 NaN   99.2899                 NaN            NaN  0.410601       0.299530                 NaN            NaN            NaN            NaN            NaN
  1448.00        500.000                 NaN   99.2959                 NaN            NaN  0.296435       0.407636                 NaN            NaN            NaN            NaN            NaN
  1446.64        500.000                 NaN   99.3019                 NaN            NaN  0.404523       0.293544                 NaN            NaN            NaN            NaN            NaN
  1445.28        500.000                 NaN   99.3089                 NaN            NaN  0.400627       0.290449                 NaN            NaN            NaN            NaN            NaN
  1443.93        500.000                 NaN   99.3146                 NaN            NaN  0.287487       0.397892                 NaN            NaN            NaN            NaN            NaN
  1442.57        500.000                 NaN   99.3211                 NaN            NaN  0.284408       0.394450                 NaN            NaN            NaN            NaN            NaN
  1441.21        500.000                 NaN   99.3276                 NaN            NaN  0.281229       0.391201                 NaN            NaN            NaN            NaN            NaN
  1439.85        500.000                 NaN   99.3343                 NaN            NaN  0.387294       0.278427                 NaN            NaN            NaN            NaN            NaN
  1438.49        500.000                 NaN   99.3396                 NaN            NaN  0.384807       0.275570                 NaN            NaN            NaN            NaN            NaN
  1437.14        500.000                 NaN   99.3458                 NaN            NaN  0.381221       0.273008                 NaN            NaN            NaN            NaN            NaN
  1435.78        500.000                 NaN   99.3506                 NaN            NaN  0.270633       0.378743                 NaN            NaN            NaN            NaN            NaN
  1434.42        500.000                 NaN   99.3564                 NaN            NaN  0.375648       0.267989                 NaN            NaN            NaN            NaN            NaN
  1433.06        500.000                 NaN   99.3637                 NaN            NaN  0.371749       0.264595                 NaN            NaN            NaN            NaN            NaN
  1431.71        500.000                 NaN   99.3685                 NaN            NaN  0.262245       0.369272                 NaN            NaN            NaN            NaN            NaN
  1430.35        500.000                 NaN   99.3735                 NaN  0.120098E-001  0.367270       0.247232                 NaN            NaN            NaN            NaN            NaN
  1428.99        500.000                 NaN   99.3797                 NaN            NaN  0.256956       0.363311                 NaN            NaN            NaN            NaN            NaN
  1427.63        500.000                 NaN   99.3846                 NaN            NaN  0.254586       0.360768                 NaN            NaN            NaN            NaN            NaN
  1426.28        500.000                 NaN   99.3895                 NaN            NaN  0.252147       0.358319                 NaN            NaN            NaN            NaN            NaN
  1424.92        500.000                 NaN   99.1989                 NaN            NaN  0.330340       0.375883                 NaN  0.948573E-001            NaN            NaN            NaN
  1423.56        500.000                 NaN   98.2749                 NaN            NaN  0.711772       0.464222                 NaN  0.549117                 NaN            NaN            NaN
  1422.20        500.000                 NaN   98.3092                 NaN            NaN  0.454881       0.697449                 NaN  0.538451                 NaN            NaN            NaN
  1420.85        500.000                 NaN   98.3419                 NaN            NaN  0.445740       0.683974                 NaN  0.528385                 NaN            NaN            NaN
  1419.49        500.000                 NaN   98.3742                 NaN            NaN  0.436638       0.670822                 NaN  0.518352                 NaN            NaN            NaN
  1418.13        500.000                 NaN   98.4065                 NaN            NaN  0.428222       0.657020                 NaN  0.508233                 NaN            NaN            NaN
  1416.77        500.000                 NaN   98.4369                 NaN            NaN  0.644775       0.419603                 NaN  0.498753                 NaN            NaN            NaN
  1415.42        500.000                 NaN   98.4665                 NaN            NaN  0.632416       0.411590                 NaN  0.489540                 NaN            NaN            NaN
  1414.06        500.000                 NaN   98.4942                 NaN            NaN  0.403974       0.621120                 NaN  0.480732                 NaN            NaN            NaN
  1412.70        500.000                 NaN   98.5238                 NaN            NaN  0.395668       0.608974                 NaN  0.471547                 NaN            NaN            NaN
  1411.34        500.000                 NaN   98.5496                 NaN            NaN  0.598465       0.388296                 NaN  0.463651                 NaN            NaN            NaN
  1409.99        500.000                 NaN   98.5758                 NaN            NaN  0.380790       0.587916                 NaN  0.455496                 NaN            NaN            NaN
  1408.63        500.000                 NaN   98.6024                 NaN            NaN  0.576996       0.373681                 NaN  0.446892                 NaN            NaN            NaN
  1407.27        500.000                 NaN   98.6243                 NaN            NaN  0.568001       0.367516                 NaN  0.440164                 NaN            NaN            NaN
  1405.91        500.000                 NaN   98.6503                 NaN            NaN  0.360373       0.557390                 NaN  0.431975                 NaN            NaN            NaN
  1404.56        500.000                 NaN   98.6729                 NaN            NaN  0.353946       0.548203                 NaN  0.424952                 NaN            NaN            NaN
  1403.20        500.000                 NaN   98.6948                 NaN            NaN  0.347834       0.539310                 NaN  0.418027                 NaN            NaN            NaN
  1401.84        500.000                 NaN   98.7177                 NaN            NaN  0.341365       0.530127                 NaN  0.410848                 NaN            NaN            NaN
  1400.48        500.000                 NaN   98.7361                 NaN            NaN  0.522932       0.335853                 NaN  0.405129                 NaN            NaN            NaN
  1399.13        500.000                 NaN   98.7617                 NaN            NaN  0.511999       0.329456                 NaN  0.396834                 NaN            NaN            NaN
  1397.77        500.000                 NaN   98.7800                 NaN            NaN  0.504835       0.324016                 NaN  0.391106                 NaN            NaN            NaN
  1396.41        500.000                 NaN   98.7986                 NaN            NaN  0.497571       0.318617                 NaN  0.385172                 NaN            NaN            NaN
  1395.05        500.000                 NaN   98.8178                 NaN            NaN  0.312793       0.490179                 NaN  0.379194                 NaN            NaN            NaN
  1393.69        500.000                 NaN   98.8380                 NaN            NaN  0.481529       0.307730                 NaN  0.372707                 NaN            NaN            NaN
  1392.34        500.000                 NaN   98.8552                 NaN            NaN  0.302736       0.474784                 NaN  0.367301                 NaN            NaN            NaN
  1390.98        500.000                 NaN   98.8723                 NaN            NaN  0.467972       0.297974                 NaN  0.361713                 NaN            NaN            NaN
  1389.62        500.000                 NaN   98.8918                 NaN            NaN  0.459957       0.292683                 NaN  0.355595                 NaN            NaN            NaN
  1388.26        500.000                 NaN   98.9075                 NaN            NaN  0.453805       0.288069                 NaN  0.350661                 NaN            NaN            NaN
  1386.91        500.000                 NaN   98.9238                 NaN            NaN  0.447301       0.283437                 NaN  0.345484                 NaN            NaN            NaN
  1385.55        500.000                 NaN   98.9405                 NaN            NaN  0.440718       0.278641                 NaN  0.340140                 NaN            NaN            NaN
  1384.19        500.000                 NaN   98.9535                 NaN            NaN  0.274991       0.435367                 NaN  0.336175                 NaN            NaN            NaN
  1382.83        500.000                 NaN   98.9743                 NaN            NaN  0.427395       0.269055                 NaN  0.329235                 NaN            NaN            NaN
  1381.48        500.000                 NaN   98.9859                 NaN            NaN  0.265858       0.422531                 NaN  0.325678                 NaN            NaN            NaN
  1380.12        500.000                 NaN   98.9990                 NaN            NaN  0.417464       0.262026                 NaN  0.321470                 NaN            NaN            NaN
  1378.76        500.000                 NaN   99.0168                 NaN            NaN  0.256850       0.410681                 NaN  0.315686                 NaN            NaN            NaN
  1377.40        500.000                 NaN   99.0288                 NaN            NaN  0.405817       0.253474                 NaN  0.311946                 NaN            NaN            NaN
  1376.05        500.000                 NaN   99.0430                 NaN            NaN  0.400216       0.249492                 NaN  0.307300                 NaN            NaN            NaN
  1374.69        500.000                 NaN   99.0554       0.591528E-003            NaN  0.246147       0.394380                 NaN  0.303524                 NaN            NaN            NaN
  1373.33        500.000                 NaN   99.0690                 NaN            NaN  0.389961       0.242134                 NaN  0.298907                 NaN            NaN            NaN
  1371.97        500.000                 NaN   99.0884       0.355185E-001            NaN  0.328742       0.248524                 NaN  0.298856                 NaN            NaN            NaN
  1370.62        500.000                 NaN   99.1066       0.675101E-001            NaN  0.273095       0.254253                 NaN  0.298519                 NaN            NaN            NaN
  1369.26        500.000                 NaN   99.1192       0.675848E-001            NaN  0.267897       0.250791                 NaN  0.294504                 NaN            NaN            NaN
  1367.90        500.000                 NaN   99.1309       0.675914E-001            NaN  0.247827       0.262947                 NaN  0.290686                 NaN            NaN            NaN
  1366.54        500.000                 NaN   99.1431       0.678143E-001            NaN  0.257620       0.244703                 NaN  0.286790                 NaN            NaN            NaN
  1365.19        500.000                 NaN   99.1554       0.675004E-001            NaN  0.241202       0.253119                 NaN  0.282786                 NaN            NaN            NaN
  1363.83        500.000                 NaN   99.1675       0.679647E-001            NaN  0.238151       0.247497                 NaN  0.278928                 NaN            NaN            NaN
  1362.47        500.000                 NaN   99.1784       0.677503E-001            NaN  0.243253       0.235195                 NaN  0.275395                 NaN            NaN            NaN
  1361.11        500.000                 NaN   99.1892       0.679724E-001            NaN  0.238428       0.232463                 NaN  0.271949                 NaN            NaN            NaN
  1359.76        500.000                 NaN   99.2006       0.678561E-001            NaN  0.229460       0.233924                 NaN  0.268185                 NaN            NaN            NaN
  1358.40        500.000                 NaN   99.2120       0.675367E-001            NaN  0.226326       0.229776                 NaN  0.264382                 NaN            NaN            NaN
  1357.04        500.000                 NaN   99.2217       0.677934E-001            NaN  0.225310       0.223851                 NaN  0.261370                 NaN            NaN            NaN
  1355.68        500.000                 NaN   99.2322       0.681241E-001            NaN  0.221460       0.220243                 NaN  0.257939                 NaN            NaN            NaN
  1354.33        500.000                 NaN   99.2425       0.672003E-001            NaN  0.217805       0.218131                 NaN  0.254361                 NaN            NaN            NaN
  1352.97        500.000                 NaN   99.2519       0.677090E-001            NaN  0.213154       0.215706                 NaN  0.251508                 NaN            NaN            NaN
  1351.61        500.000                 NaN   99.2602       0.682465E-001            NaN  0.208239       0.214293                 NaN  0.249015                 NaN            NaN            NaN
  1350.25        500.000                 NaN   99.2747       0.668241E-001            NaN  0.205154       0.209668                 NaN  0.243689                 NaN            NaN            NaN
  1348.90        500.000                 NaN   99.2847       0.850522E-001            NaN  0.172776       0.213762                 NaN  0.243724                 NaN            NaN            NaN
  1347.54        500.000                 NaN   99.2866       0.490667E-001            NaN  0.199693       0.227675                 NaN  0.236994                 NaN            NaN            NaN
  1346.18        500.000                 NaN   99.2992       0.670045E-001            NaN  0.203135       0.194776                 NaN  0.235910                 NaN            NaN            NaN
  1344.82        500.000                 NaN   99.3074       0.670216E-001            NaN  0.201083       0.191222                 NaN  0.233289                 NaN            NaN            NaN
  1343.46        500.000                 NaN   99.3170       0.664156E-001            NaN  0.198422       0.188213                 NaN  0.229901                 NaN            NaN            NaN
  1342.11        500.000                 NaN   99.3254       0.665900E-001            NaN  0.196241       0.184511                 NaN  0.227222                 NaN            NaN            NaN
  1340.75        500.000                 NaN   99.3338       0.660621E-001            NaN  0.193742       0.182032                 NaN  0.224392                 NaN            NaN            NaN
  1339.39        500.000                 NaN   99.3415       0.662784E-001            NaN  0.192189       0.178111                 NaN  0.221909                 NaN            NaN            NaN
  1338.03        500.000                 NaN   99.3504       0.655790E-001            NaN  0.189240       0.175907                 NaN  0.218826                 NaN            NaN            NaN
  1336.68        500.000                 NaN   99.3577       0.653615E-001            NaN  0.187322       0.173191                 NaN  0.216467                 NaN            NaN            NaN
  1335.32        500.000                 NaN   99.3660       0.653410E-001            NaN  0.185292       0.169759                 NaN  0.213638                 NaN            NaN            NaN
  1333.96        500.000                 NaN   99.3734       0.649830E-001            NaN  0.167248       0.183197                 NaN  0.211212                 NaN            NaN            NaN
  1332.60        500.000                 NaN   99.3808       0.645434E-001            NaN  0.181025       0.164950                 NaN  0.208652                 NaN            NaN            NaN
  1331.25        500.000                 NaN   99.3880       0.643949E-001            NaN  0.162080       0.179205                 NaN  0.206301                 NaN            NaN            NaN
  1329.89        500.000                 NaN   99.3933       0.654421E-001            NaN  0.178734       0.157754                 NaN  0.204737                 NaN            NaN            NaN
  1328.53        500.000                 NaN   99.4042       0.619021E-001            NaN  0.159791       0.173818                 NaN  0.200310                 NaN            NaN            NaN
  1327.17        500.000                 NaN   99.4101       0.635630E-001            NaN  0.172900       0.154590                 NaN  0.198867                 NaN            NaN            NaN
  1325.82        500.000                 NaN   99.4170       0.627499E-001            NaN  0.171004       0.152836                 NaN  0.196417                 NaN            NaN            NaN
  1324.46        500.000                 NaN   99.4235       0.625014E-001            NaN  0.169224       0.150537                 NaN  0.194226                 NaN            NaN            NaN
  1323.10        500.000                 NaN   99.4300       0.626388E-001            NaN  0.147437       0.167702                 NaN  0.192192                 NaN            NaN            NaN
  1321.74        500.000                 NaN   99.4394       0.711499E-001            NaN  0.169103       0.130054                 NaN  0.190267                 NaN            NaN            NaN
  1320.39        500.000                 NaN   99.4409       0.508916E-001            NaN  0.162155       0.159428                 NaN  0.186648                 NaN            NaN            NaN
  1319.03        500.000                 NaN   99.4496       0.606633E-001            NaN  0.142689       0.161693                 NaN  0.185324                 NaN            NaN            NaN
  1317.67        500.000                 NaN   99.4558       0.599708E-001            NaN  0.159919       0.141190                 NaN  0.183092                 NaN            NaN            NaN
  1316.31        500.000                 NaN   99.4627       0.603162E-001            NaN  0.138016       0.157910                 NaN  0.181023                 NaN            NaN            NaN
  1314.96        500.000                 NaN   99.4683       0.587705E-001            NaN  0.138097       0.156034                 NaN  0.178766                 NaN            NaN            NaN
  1313.60        500.000                 NaN   99.4739       0.584500E-001            NaN  0.154447       0.136311                 NaN  0.176893                 NaN            NaN            NaN
  1312.24        500.000                 NaN   99.4790       0.584039E-001            NaN  0.133822       0.153446                 NaN  0.175359                 NaN            NaN            NaN
  1310.88        500.000                 NaN   99.4851       0.567327E-001            NaN  0.134246       0.151126                 NaN  0.172788                 NaN            NaN            NaN
  1309.53        500.000                 NaN   99.4915       0.564203E-001            NaN  0.132240       0.149134                 NaN  0.170663                 NaN            NaN            NaN
  1308.17        500.000                 NaN   99.4967       0.561825E-001            NaN  0.130525       0.147637                 NaN  0.169000                 NaN            NaN            NaN
  1306.81        500.000                 NaN   99.5022       0.556672E-001            NaN  0.129038       0.146021                 NaN  0.167074                 NaN            NaN            NaN
  1305.45        500.000                 NaN   99.5076       0.549891E-001            NaN  0.144499       0.127812                 NaN  0.165149                 NaN            NaN            NaN
  1304.10        500.000                 NaN   99.5128       0.543814E-001            NaN  0.126718       0.142725                 NaN  0.163336                 NaN            NaN            NaN
  1302.74        500.000                 NaN   99.5171       0.532183E-001            NaN  0.141271       0.126655                 NaN  0.161722                 NaN            NaN            NaN
  1301.38        500.000                 NaN   99.5231       0.530229E-001            NaN  0.124843       0.139241                 NaN  0.159753                 NaN            NaN            NaN
  1300.02        500.000                 NaN   99.5283       0.522413E-001            NaN  0.137996       0.123654                 NaN  0.157822                 NaN            NaN            NaN
  1298.67        500.000                 NaN   99.5323       0.524257E-001            NaN  0.136632       0.121974                 NaN  0.156645                 NaN            NaN            NaN
  1297.31        500.000                 NaN   99.5388       0.506127E-001            NaN  0.122107       0.134403                 NaN  0.154047                 NaN            NaN            NaN
  1295.95        500.000                 NaN   99.5429       0.498294E-001            NaN  0.132844       0.121773                 NaN  0.152645                 NaN            NaN            NaN
  1294.59        500.000                 NaN   99.5476       0.494496E-001            NaN  0.131501       0.120404                 NaN  0.151058                 NaN            NaN            NaN
  1293.23        500.000                 NaN   99.5521       0.489089E-001            NaN  0.129989       0.119484                 NaN  0.149533                 NaN            NaN            NaN
  1291.88        500.000                 NaN   99.5563       0.476732E-001            NaN  0.128684       0.119499                 NaN  0.147831                 NaN            NaN            NaN
  1290.52        500.000                 NaN   94.7329       0.751325E-001            NaN  0.846816       0.483850                 NaN  0.668712        3.19255                 NaN            NaN
  1289.16        500.000                 NaN   84.5904       0.974910E-001            NaN   2.43908        1.21939                 NaN   1.76726        9.88641                 NaN            NaN
  1287.80        500.000                 NaN   86.1381       0.766265E-001            NaN   1.10311        2.21863                 NaN   1.60138        8.86211                 NaN            NaN
  1286.45        500.000                 NaN   87.4137       0.577713E-001            NaN   1.00266        2.04288                 NaN   1.46421        8.01875                 NaN            NaN
  1285.09        500.000                 NaN   88.4640       0.423923E-001            NaN  0.918917        1.89984                 NaN   1.35138        7.32350                 NaN            NaN
  1283.73        500.000                 NaN   89.3950       0.316777E-001            NaN  0.844483        1.76814                 NaN   1.25072        6.71002                 NaN            NaN
  1282.37        500.000                 NaN   90.1726       0.226864E-001            NaN   1.65958       0.781396                 NaN   1.16670        6.19706                 NaN            NaN
  1281.02        500.000                 NaN   90.8926       0.163699E-001            NaN  0.723419        1.55547                 NaN   1.08826        5.72387                 NaN            NaN
  1279.66        500.000                 NaN   91.4907       0.921438E-002            NaN  0.671128        1.47557                 NaN   1.02345        5.32996                 NaN            NaN
  1278.30        500.000                 NaN   92.0330       0.465860E-002            NaN  0.625724        1.39839                 NaN  0.964207        4.97405                 NaN            NaN
  1276.94        500.000                 NaN   92.5144       0.990787E-003            NaN  0.584289        1.33044                 NaN  0.911585        4.65826                 NaN            NaN
  1275.59        500.000                 NaN   92.9531       0.315067E-002            NaN   1.25720       0.550269                 NaN  0.863724        4.37253                 NaN            NaN
  1274.23        500.000                 NaN   93.3428                 NaN            NaN   1.20212       0.515180                 NaN  0.820651        4.11923                 NaN            NaN
  1272.87        500.000                 NaN   93.7146                 NaN            NaN   1.14542       0.485042                 NaN  0.779533        3.87541                 NaN            NaN
  1271.51        500.000                 NaN   94.0180                 NaN            NaN  0.456417        1.10179                 NaN  0.746580        3.67720                 NaN            NaN
  1270.16        500.000                 NaN   94.3183                 NaN            NaN  0.429311        1.05666                 NaN  0.713100        3.48259                 NaN            NaN
  1268.80        500.000                 NaN   94.5893                 NaN            NaN   1.01636       0.404666                 NaN  0.682887        3.30677                 NaN            NaN
  1267.44        500.000                 NaN   94.8319                 NaN            NaN  0.982551       0.380770                 NaN  0.655944        3.14884                 NaN            NaN
  1266.08        500.000                 NaN   95.0582                 NaN            NaN  0.358309       0.951033                 NaN  0.630624        3.00181                 NaN            NaN
  1264.73        500.000                 NaN   95.2792                 NaN            NaN  0.336518       0.918227                 NaN  0.605278        2.86080                 NaN            NaN
  1263.37        500.000                 NaN   95.4727                 NaN            NaN  0.892919       0.315465                 NaN  0.583549        2.73539                 NaN            NaN
  1262.01        500.000                 NaN   95.6543                 NaN            NaN  0.870076       0.294703                 NaN  0.562888        2.61807                 NaN            NaN
  1260.65        500.000                 NaN   95.8228                 NaN            NaN  0.848834       0.274873                 NaN  0.543562        2.50990                 NaN            NaN
  1259.30        500.000                 NaN   95.9804                 NaN            NaN  0.254515       0.831202                 NaN  0.525635        2.40828                 NaN            NaN
  1257.94        500.000                 NaN   96.1254                 NaN            NaN  0.233977       0.816935                 NaN  0.508963        2.31477                 NaN            NaN
  1256.58        500.000                 NaN   96.2651                 NaN            NaN  0.801998       0.214237                 NaN  0.492644        2.22599                 NaN            NaN
  1255.22        500.000                 NaN   96.3980                 NaN            NaN  0.790981       0.193055                 NaN  0.477121        2.14089                 NaN            NaN
  1253.87        500.000                 NaN   96.5192                 NaN            NaN  0.170020       0.784180                 NaN  0.463072        2.06356                 NaN            NaN
  1252.51        500.000                 NaN   96.6322                 NaN            NaN  0.145643       0.780650                 NaN  0.449827        1.99169                 NaN            NaN
  1251.15        500.000                 NaN   96.7465                 NaN            NaN  0.122012       0.775770                 NaN  0.436017        1.91969                 NaN            NaN
  1249.79        500.000                 NaN   96.8484                 NaN            NaN  0.778575       0.942581E-001            NaN  0.423940        1.85486                 NaN            NaN
  1248.44        500.000                 NaN   96.9434                 NaN            NaN  0.791690       0.578290E-001            NaN  0.412732        1.79430                 NaN            NaN
