|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.5/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1589.13        2500.00        99.2900       0.634643       0.753211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.58        2500.00        99.2948       0.632351       0.728484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.03        2500.00        99.3023       0.624551       0.731235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.48        2500.00        99.3065       0.621929       0.715555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        2500.00        99.3176       0.611503       0.708566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.38        2500.00        99.3203       0.610555       0.691889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        2500.00        99.3263       0.605552       0.680991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.28        2500.00        99.3342       0.597621       0.682224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        2500.00        99.3385       0.595619       0.659298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.18        2500.00        99.2367       0.684590       0.787360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.63        2500.00        99.4607       0.485403       0.538960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.08        2500.00        99.3517       0.585569       0.627674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.53        2500.00        99.3631       0.575851       0.610249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.98        2500.00        99.3673       0.571268       0.614814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.43        2500.00        99.3720       0.567398       0.606118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.88        2500.00        98.7619        1.12504       0.113089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.33        2500.00        99.9855                 NaN  0.144721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.78        2500.00        99.3982       0.557329       0.444219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        2500.00        99.3927       0.550165       0.571769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.68        2500.00        99.3977       0.545446       0.568226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.13        2500.00        99.4014       0.545202       0.534061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.58        2500.00        99.4061       0.540516       0.533610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.03        2500.00        99.4106       0.536595       0.527765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.48        2500.00        99.9893                 NaN  0.106924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.92        2500.00        98.8481        1.05942       0.925119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.37        2500.00        99.4244       0.526002       0.495715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.82        2500.00        99.4284       0.522485       0.491046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.27        2500.00        99.4321       0.519679       0.482364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        2500.00        99.4357       0.518208       0.460852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.17        2500.00        99.4402       0.513702       0.461363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.62        2500.00        99.4435       0.511607       0.449232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.07        2500.00        99.4499       0.505885       0.442045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.52        2500.00        99.4536       0.499946       0.464252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00        99.4588       0.498306       0.428603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        2500.00        99.4596       0.498753       0.416729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.87        2500.00        99.4629       0.496442       0.406329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        2500.00        99.4681       0.491102       0.408086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.77        2500.00        99.4711       0.489382       0.395326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.22        2500.00        99.4727       0.486905       0.404101E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.67        2500.00        99.4800       0.482923       0.371203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.12        2500.00        99.4818       0.469912       0.482949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.57        2500.00        99.4829       0.493749       0.233829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.02        2500.00        99.4851       0.481586       0.332678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.47        2500.00        99.4926       0.470594       0.367765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.92        2500.00        99.3627       0.725799E-001            NaN  0.564769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.37        2500.00        99.2575       0.333484E-001            NaN  0.709181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.82        2500.00        99.5597                 NaN            NaN  0.440297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.27        2500.00        99.1384                 NaN            NaN  0.861551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.72        2500.00        99.3105                 NaN            NaN  0.689461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.17        2500.00        99.3098                 NaN            NaN  0.690193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.62        2500.00        99.4478                 NaN            NaN  0.552221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.07        2500.00        99.1680                 NaN            NaN  0.832048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.52        2500.00        99.2972                 NaN            NaN  0.702775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.96        2500.00        99.2862                 NaN            NaN  0.713761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.41        2500.00        99.5295       0.135926                 NaN  0.334612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.86        2500.00        98.5729                 NaN            NaN  0.936171       0.490879                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.31        2500.00        98.8691                 NaN            NaN  0.726294       0.404611                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.76        2500.00        98.8821                 NaN            NaN  0.400700       0.717219                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.21        2500.00        98.8917                 NaN            NaN  0.393735       0.714553                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.66        2500.00        98.9064                 NaN            NaN  0.702810       0.390820                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.11        2500.00        98.9137                 NaN            NaN  0.699035       0.387283                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.56        2500.00        98.9247                 NaN            NaN  0.383434       0.691876                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.01        2500.00        98.9357                 NaN            NaN  0.378645       0.685669                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.46        2500.00        98.9444                 NaN            NaN  0.376619       0.678961                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.91        2500.00        98.9554                 NaN  0.979835E-005  0.370710       0.673875                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.36        2500.00        98.9648                 NaN            NaN  0.366387       0.668841                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.81        2500.00        98.9731                 NaN            NaN  0.662684       0.364194                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.26        2500.00        98.9825                 NaN            NaN  0.657498       0.360001                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9929                 NaN            NaN  0.652407       0.354699                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.16        2500.00        99.0007                 NaN  0.804639E-006  0.648028       0.351285                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.61        2500.00        99.0100                 NaN            NaN  0.642133       0.347847                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.06        2500.00        99.0174                 NaN            NaN  0.637739       0.344888                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.51        2500.00        99.0256                 NaN            NaN  0.340030       0.634337                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.96        2500.00        99.0336                 NaN            NaN  0.628278       0.338130                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.41        2500.00        99.0406                 NaN  0.526829E-005  0.334195       0.625198                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.86        2500.00        99.0493                 NaN            NaN  0.330676       0.619987                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.31        2500.00        99.0567                 NaN  0.406822E-002  0.617846       0.321395                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        2500.00        99.0631                 NaN  0.160083E-005  0.613023       0.323921                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.21        2500.00        99.0721                 NaN  0.356040E-002  0.315888       0.608458                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.66        2500.00        99.0790                 NaN  0.518274E-002  0.309939       0.605880                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.11        2500.00        99.0864                 NaN  0.956216E-002  0.299648       0.604357                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.55        2500.00        96.8420                 NaN  0.276307       0.846216       0.947583        1.08789                 NaN            NaN            NaN            NaN            NaN
  1462.00        2500.00        96.9299                 NaN  0.272273       0.818362       0.915948        1.06355                 NaN            NaN            NaN            NaN            NaN
  1460.45        2500.00        96.9631                 NaN  0.274940       0.794636       0.910064        1.05731                 NaN            NaN            NaN            NaN            NaN
  1458.90        2500.00        97.0992                 NaN  0.264307       0.757632       0.872368        1.00645                 NaN            NaN            NaN            NaN            NaN
  1457.35        2500.00        97.1456                 NaN  0.266534       0.860623       0.733238       0.993963                 NaN            NaN            NaN            NaN            NaN
  1455.80        2500.00        97.2329                 NaN  0.260297       0.704918       0.839159       0.962701                 NaN            NaN            NaN            NaN            NaN
  1454.25        2500.00        97.2839                 NaN  0.260373       0.680784       0.827985       0.946920                 NaN            NaN            NaN            NaN            NaN
  1452.70        2500.00        97.3523                 NaN  0.257549       0.810175       0.655616       0.924399                 NaN            NaN            NaN            NaN            NaN
  1451.15        2500.00        97.4140                 NaN  0.255182       0.794689       0.632389       0.903726                 NaN            NaN            NaN            NaN            NaN
  1449.60        2500.00        97.4754                 NaN  0.253055       0.778080       0.610030       0.883430                 NaN            NaN            NaN            NaN            NaN
  1448.05        2500.00        97.5333                 NaN  0.250484       0.764374       0.587849       0.863959                 NaN            NaN            NaN            NaN            NaN
  1446.50        2500.00        97.5877                 NaN  0.248624       0.567334       0.750504       0.845863                 NaN            NaN            NaN            NaN            NaN
  1444.95        2500.00        97.6410                 NaN  0.246998       0.546997       0.736948       0.828016                 NaN            NaN            NaN            NaN            NaN
  1443.40        2500.00        97.6953                 NaN  0.244111       0.722864       0.528072       0.809635                 NaN            NaN            NaN            NaN            NaN
  1441.85        2500.00        97.7426                 NaN  0.242732       0.711426       0.509214       0.794028                 NaN            NaN            NaN            NaN            NaN
  1440.30        2500.00        97.7835                 NaN  0.241617       0.493623       0.700843       0.780392                 NaN            NaN            NaN            NaN            NaN
  1438.75        2500.00        97.8416                 NaN  0.239113       0.685929       0.473025       0.760325                 NaN            NaN            NaN            NaN            NaN
  1437.20        2500.00        97.8862                 NaN  0.236947       0.674574       0.457059       0.745258                 NaN            NaN            NaN            NaN            NaN
  1435.65        2500.00        97.9259                 NaN  0.235638       0.664924       0.441175       0.732338                 NaN            NaN            NaN            NaN            NaN
  1434.10        2500.00        97.9621                 NaN  0.235744       0.424710       0.656501       0.720923                 NaN            NaN            NaN            NaN            NaN
  1432.55        2500.00        98.0137                 NaN  0.231001       0.641953       0.411262       0.702098                 NaN            NaN            NaN            NaN            NaN
  1431.00        2500.00        98.0384                 NaN  0.233520       0.638866       0.394064       0.695176                 NaN            NaN            NaN            NaN            NaN
  1429.45        2500.00        98.0917                 NaN  0.227318       0.622476       0.382923       0.675602                 NaN            NaN            NaN            NaN            NaN
  1427.90        2500.00        98.1192                 NaN  0.228457       0.367807       0.617510       0.667061                 NaN            NaN            NaN            NaN            NaN
  1426.35        2500.00        98.1562                 NaN  0.226811       0.607765       0.354778       0.654441                 NaN            NaN            NaN            NaN            NaN
  1424.80        2500.00        98.1748                 NaN  0.228504       0.342361       0.605620       0.648685                 NaN            NaN            NaN            NaN            NaN
  1423.25        2500.00        98.2316                 NaN  0.222312       0.588273       0.329500       0.628292                 NaN            NaN            NaN            NaN            NaN
  1421.70        2500.00        98.2562                 NaN  0.222648       0.317056       0.583782       0.620320                 NaN            NaN            NaN            NaN            NaN
  1420.15        2500.00        98.2866                 NaN  0.221841       0.575457       0.305741       0.610370                 NaN            NaN            NaN            NaN            NaN
  1418.59        2500.00        98.3187                 NaN  0.220154       0.568073       0.293937       0.599151                 NaN            NaN            NaN            NaN            NaN
  1417.04        2500.00        98.3462                 NaN  0.219290       0.282990       0.561711       0.589853                 NaN            NaN            NaN            NaN            NaN
  1415.49        2500.00        98.3745                 NaN  0.218078       0.272403       0.554861       0.580120                 NaN            NaN            NaN            NaN            NaN
  1413.94        2500.00        98.4046                 NaN  0.216807       0.547377       0.261183       0.569995                 NaN            NaN            NaN            NaN            NaN
  1412.39        2500.00        98.4306                 NaN  0.215547       0.541671       0.251355       0.560810                 NaN            NaN            NaN            NaN            NaN
  1410.84        2500.00        98.4576                 NaN  0.214598       0.241957       0.534220       0.551597                 NaN            NaN            NaN            NaN            NaN
  1409.29        2500.00        98.4820                 NaN  0.213316       0.529144       0.232342       0.543234                 NaN            NaN            NaN            NaN            NaN
  1407.74        2500.00        98.5051                 NaN  0.212559       0.525993       0.221116       0.535264                 NaN            NaN            NaN            NaN            NaN
  1406.19        2500.00        98.5333                 NaN  0.210791       0.213903       0.516618       0.525371                 NaN            NaN            NaN            NaN            NaN
  1404.64        2500.00        98.5440                 NaN  0.211493       0.516161       0.205928       0.522386                 NaN            NaN            NaN            NaN            NaN
  1403.09        2500.00        98.5908                 NaN  0.206701       0.501586       0.195979       0.504932                 NaN            NaN            NaN            NaN            NaN
  1401.54        2500.00        98.6010                 NaN  0.207396       0.188119       0.501616       0.501858                 NaN            NaN            NaN            NaN            NaN
  1399.99        2500.00        98.6232                 NaN  0.206299       0.180027       0.496286       0.494202                 NaN            NaN            NaN            NaN            NaN
  1398.44        2500.00        98.6433                 NaN  0.204127       0.175435       0.490212       0.486965                 NaN            NaN            NaN            NaN            NaN
  1396.89        2500.00        98.6656                 NaN  0.204801       0.161008       0.489013       0.479544                 NaN            NaN            NaN            NaN            NaN
  1395.34        2500.00        98.6849                 NaN  0.202674       0.482938       0.156925       0.472596                 NaN            NaN            NaN            NaN            NaN
  1393.79        2500.00        98.7047                 NaN  0.201145       0.477737       0.150904       0.465490                 NaN            NaN            NaN            NaN            NaN
  1392.24        2500.00        98.7142                 NaN  0.204571       0.137075       0.480317       0.463862                 NaN            NaN            NaN            NaN            NaN
  1390.69        2500.00        98.7552                 NaN  0.194356       0.462874       0.141493       0.446105                 NaN            NaN            NaN            NaN            NaN
  1389.14        2500.00        98.7618                 NaN  0.197525       0.129901       0.465303       0.445423                 NaN            NaN            NaN            NaN            NaN
  1387.59        2500.00        98.7800                 NaN  0.195907       0.124690       0.460628       0.438807                 NaN            NaN            NaN            NaN            NaN
  1386.04        2500.00        98.7950                 NaN  0.195995       0.456107       0.118852       0.434019                 NaN            NaN            NaN            NaN            NaN
  1384.49        2500.00        98.8193                 NaN  0.192156       0.451457       0.112730       0.424331                 NaN            NaN            NaN            NaN            NaN
  1382.94        2500.00        98.8310                 NaN  0.192043       0.105797       0.450534       0.420589                 NaN            NaN            NaN            NaN            NaN
  1381.39        2500.00        98.8485                 NaN  0.190231       0.445867       0.101295       0.414112                 NaN            NaN            NaN            NaN            NaN
  1379.84        2500.00        98.1316                 NaN  0.248030       0.664547       0.287630       0.668221                 NaN            NaN            NaN            NaN            NaN
  1378.29        2500.00        99.6166                 NaN  0.978541E-001  0.147931                 NaN  0.137638                 NaN            NaN            NaN            NaN            NaN
  1376.74        2500.00        98.9109                 NaN  0.211797       0.480218                 NaN  0.397052                 NaN            NaN            NaN            NaN            NaN
  1375.18        2500.00        98.9133                 NaN  0.190692       0.595911E-001  0.444187       0.392238                 NaN            NaN            NaN            NaN            NaN
  1373.63        2500.00        98.9260                 NaN  0.181520       0.427989       0.789668E-001  0.385526                 NaN            NaN            NaN            NaN            NaN
  1372.08        2500.00        98.9389                 NaN  0.180939       0.426991       0.720543E-001  0.381146                 NaN            NaN            NaN            NaN            NaN
  1370.53        2500.00        98.9536                 NaN  0.179138       0.423177       0.684511E-001  0.375617                 NaN            NaN            NaN            NaN            NaN
  1368.98        2500.00        98.9676                 NaN  0.177693       0.633156E-001  0.420745       0.370603                 NaN            NaN            NaN            NaN            NaN
  1367.43        2500.00        98.9811                 NaN  0.175534       0.613063E-001  0.416562       0.365481                 NaN            NaN            NaN            NaN            NaN
  1365.88        2500.00        98.9954                 NaN  0.173943       0.571425E-001  0.413313       0.360223                 NaN            NaN            NaN            NaN            NaN
  1364.33        2500.00        99.0072                 NaN  0.171881       0.410808       0.545248E-001  0.355632                 NaN            NaN            NaN            NaN            NaN
  1362.78        2500.00        99.0197                 NaN  0.170342       0.513967E-001  0.407128       0.351384                 NaN            NaN            NaN            NaN            NaN
  1361.23        2500.00        99.0328                 NaN  0.167287       0.406073       0.482300E-001  0.345623                 NaN            NaN            NaN            NaN            NaN
  1359.68        2500.00        99.0445                 NaN  0.165837       0.453594E-001  0.402845       0.341486                 NaN            NaN            NaN            NaN            NaN
  1358.13        2500.00        99.0561                 NaN  0.165296       0.401374       0.396529E-001  0.337530                 NaN            NaN            NaN            NaN            NaN
  1356.58        2500.00        99.0561                 NaN  0.157696       0.777604E-001  0.368269       0.340126                 NaN            NaN            NaN            NaN            NaN
  1355.03        2500.00        99.0885                 NaN  0.161602       0.424352       0.526883E-002  0.320259                 NaN            NaN            NaN            NaN            NaN
  1353.48        2500.00        99.0238                 NaN  0.871493E-001  0.288148       0.268101       0.332827                 NaN            NaN            NaN            NaN            NaN
  1351.93        2500.00        99.1286                 NaN  0.166883       0.391976                 NaN  0.312534                 NaN            NaN            NaN            NaN            NaN
  1350.38        2500.00        99.1186                 NaN  0.163639       0.402727                 NaN  0.314997                 NaN            NaN            NaN            NaN            NaN
  1348.83        2500.00        99.1288                 NaN  0.162855       0.397065                 NaN  0.311295                 NaN            NaN            NaN            NaN            NaN
  1347.28        2500.00        99.1378                 NaN  0.159202       0.395589                 NaN  0.307361                 NaN            NaN            NaN            NaN            NaN
  1345.73        2500.00        99.1478                 NaN  0.152339       0.397257                 NaN  0.302561                 NaN            NaN            NaN            NaN            NaN
  1344.18        2500.00        99.1578                 NaN  0.153404       0.389541                 NaN  0.299233                 NaN            NaN            NaN            NaN            NaN
  1342.63        2500.00        99.1662                 NaN  0.146750       0.388255       0.370953E-002  0.295082                 NaN            NaN            NaN            NaN            NaN
  1341.08        2500.00        99.1715                 NaN  0.139916       0.378126       0.186907E-001  0.291765                 NaN            NaN            NaN            NaN            NaN
  1339.53        2500.00        99.1804                 NaN  0.135506       0.370483       0.257567E-001  0.287882                 NaN            NaN            NaN            NaN            NaN
  1337.98        2500.00        99.1893                 NaN  0.132794       0.368064       0.255822E-001  0.284234                 NaN            NaN            NaN            NaN            NaN
  1336.43        2500.00        99.1979                 NaN  0.130029       0.365905       0.253900E-001  0.280784                 NaN            NaN            NaN            NaN            NaN
  1334.88        2500.00        99.2063                 NaN  0.127345       0.364067       0.249825E-001  0.277269                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.2157                 NaN  0.126707       0.366130       0.173952E-001  0.274063                 NaN            NaN            NaN            NaN            NaN
  1331.78        2500.00        99.2051                 NaN  0.167570       0.340381                 NaN  0.286943                 NaN            NaN            NaN            NaN            NaN
  1330.22        2500.00        99.2501                 NaN  0.742227E-001  0.608330E-001  0.364756       0.250073                 NaN            NaN            NaN            NaN            NaN
  1328.67        2500.00        99.2371                 NaN  0.114334       0.312434E-001  0.353332       0.264012                 NaN            NaN            NaN            NaN            NaN
  1327.12        2500.00        99.2451                 NaN  0.112155       0.301028E-001  0.351841       0.260822                 NaN            NaN            NaN            NaN            NaN
  1325.57        2500.00        99.2532                 NaN  0.111269       0.198085E-001  0.357920       0.257823                 NaN            NaN            NaN            NaN            NaN
  1324.02        2500.00        99.2608                 NaN  0.110822       0.913271E-002  0.364147       0.255121                 NaN            NaN            NaN            NaN            NaN
  1322.47        2500.00        99.2645                 NaN  0.983480E-001  0.537727E-001  0.331880       0.251502                 NaN            NaN            NaN            NaN            NaN
  1320.92        2500.00        99.2739                 NaN  0.101907       0.215960E-001  0.353624       0.248952                 NaN            NaN            NaN            NaN            NaN
  1319.37        2500.00        99.2786                 NaN  0.962036E-001  0.313653E-001  0.347736       0.246107                 NaN            NaN            NaN            NaN            NaN
  1317.82        2500.00        99.2862                 NaN  0.945238E-001  0.350298       0.256605E-001  0.243309                 NaN            NaN            NaN            NaN            NaN
  1316.27        2500.00        99.2916                 NaN  0.912137E-001  0.355092       0.212645E-001  0.240826                 NaN            NaN            NaN            NaN            NaN
  1314.72        2500.00        99.2981                 NaN  0.881789E-001  0.357176       0.185137E-001  0.238041                 NaN            NaN            NaN            NaN            NaN
  1313.17        2500.00        99.3042                 NaN  0.850857E-001  0.360771       0.144674E-001  0.235512                 NaN            NaN            NaN            NaN            NaN
  1311.62        2500.00        99.2977                 NaN  0.619496E-001  0.179281       0.226454       0.234579                 NaN            NaN            NaN            NaN            NaN
  1310.07        2500.00        99.3167                 NaN  0.813850E-001  0.371553                 NaN  0.230395                 NaN            NaN            NaN            NaN            NaN
  1308.52        2500.00        99.3219                 NaN  0.779670E-001  0.372031                 NaN  0.228062                 NaN            NaN            NaN            NaN            NaN
  1306.97        2500.00        91.9980                 NaN  0.414820        1.65479                 NaN   1.14823        4.78416                 NaN            NaN            NaN            NaN
  1305.42        2500.00        87.3308                 NaN  0.637835        2.46629                 NaN   1.73428        7.83077                 NaN            NaN            NaN            NaN
  1303.87        2500.00        88.2193                 NaN  0.608816        2.29567                 NaN   1.62234        7.25392                 NaN            NaN            NaN            NaN
  1302.32        2500.00        88.9521                 NaN  0.574670        2.17143                 NaN   1.53078        6.77102                 NaN            NaN            NaN            NaN
  1300.77        2500.00        89.6286                 NaN  0.536643        2.06482                 NaN   1.44520        6.32472                 NaN            NaN            NaN            NaN
  1299.22        2500.00        85.0109                 NaN  0.744724        2.79692                 NaN   2.07401        9.17415       0.199326                 NaN            NaN            NaN
  1297.67        2500.00        79.4840                 NaN   1.01289        3.67114                 NaN   2.81738        12.5764       0.438174                 NaN            NaN            NaN
  1296.12        2500.00        81.0343                 NaN  0.994699        3.34578                 NaN   2.60241        11.6206       0.402197                 NaN            NaN            NaN
  1294.57        2500.00        82.2090                 NaN  0.955676        3.15404                 NaN   2.44190        10.8694       0.369975                 NaN            NaN            NaN
  1293.02        2500.00        83.2464                 NaN  0.922443        2.96148                 NaN   2.29676        10.2287       0.344144                 NaN            NaN            NaN
  1291.47        2500.00        83.8806                 NaN  0.918770        2.84808                 NaN   2.20832        9.81906       0.325162                 NaN            NaN            NaN
  1289.92        2500.00        68.5463                 NaN  0.783220        6.97801                 NaN   4.57449        18.5250       0.592966                 NaN            NaN            NaN
  1288.37        2500.00        94.9315                 NaN            NaN   1.19702                 NaN  0.464540        3.32333       0.836281E-001            NaN            NaN            NaN
  1286.81        2500.00        94.1753                 NaN  0.414139        1.26379                 NaN  0.752563        3.32345       0.707827E-001            NaN            NaN            NaN
  1285.26        2500.00        86.1144                 NaN  0.772782        2.53844                 NaN   1.87109        8.43916       0.264124                 NaN            NaN            NaN
  1283.71        2500.00        86.3824                 NaN  0.873904        2.39669                 NaN   1.84042        8.26027       0.246353                 NaN            NaN            NaN
  1282.16        2500.00        83.6035                 NaN  0.981512        2.91800                 NaN   2.18545        10.0140       0.297508                 NaN            NaN            NaN
  1280.61        2500.00        79.4192                 NaN   1.12376        3.58427                 NaN   2.67581        12.7471       0.254120       0.195731                 NaN            NaN
