|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.75/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1519.05        2500.00                 NaN   99.4870                 NaN  0.474306       0.386502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00                 NaN   99.4890                 NaN  0.473283       0.376944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00                 NaN   99.5683                 NaN            NaN            NaN  0.431667                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00                 NaN   99.3311                 NaN  0.636653       0.322295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00                 NaN   99.3522                 NaN  0.479881E-001            NaN  0.599776                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00                 NaN   99.3480                 NaN            NaN  0.191428E-001  0.632828                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00                 NaN   99.5574                 NaN            NaN  0.775745E-002  0.434821                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00                 NaN   99.1189                 NaN            NaN            NaN  0.881110                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00                 NaN   99.3402                 NaN            NaN  0.129644E-001  0.646832                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00                 NaN   99.3319                 NaN            NaN            NaN  0.668113                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00                 NaN   99.3299                 NaN            NaN            NaN  0.670095                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00                 NaN   99.3266                 NaN            NaN            NaN  0.673364                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00                 NaN   99.3192                 NaN            NaN            NaN  0.680772                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00                 NaN   99.3109                 NaN            NaN            NaN  0.689055                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00                 NaN   99.2965                 NaN            NaN            NaN  0.703517                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00                 NaN   99.2961                 NaN            NaN            NaN  0.703859                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00                 NaN   99.2741                 NaN            NaN            NaN  0.725944                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00                 NaN   99.0270                 NaN            NaN            NaN  0.532705       0.440284                 NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00                 NaN   98.9319                 NaN            NaN            NaN  0.756051       0.312006                 NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00                 NaN   98.9394                 NaN            NaN            NaN  0.311224       0.749340                 NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00                 NaN   98.9529                 NaN            NaN            NaN  0.307305       0.739761                 NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00                 NaN   98.9605                 NaN            NaN            NaN  0.735663       0.303853                 NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00                 NaN   98.9699                 NaN            NaN            NaN  0.301908       0.728203                 NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00                 NaN   98.9788                 NaN            NaN            NaN  0.297984       0.723244                 NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00                 NaN   98.9890                 NaN            NaN            NaN  0.295275       0.715720                 NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00                 NaN   98.9963                 NaN            NaN            NaN  0.293472       0.710224                 NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00                 NaN   99.0043                 NaN            NaN            NaN  0.704674       0.290992                 NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00                 NaN   99.0131                 NaN            NaN            NaN  0.696202       0.290720                 NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00                 NaN   99.0211                 NaN            NaN            NaN  0.692312       0.286587                 NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00                 NaN   99.0299                 NaN            NaN            NaN  0.687234       0.282841                 NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00                 NaN   99.0368                 NaN            NaN            NaN  0.680898       0.282316                 NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00                 NaN   99.0390                 NaN            NaN            NaN  0.680092       0.280933                 NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00                 NaN   99.0533                 NaN            NaN  0.266193E-005  0.277827       0.668895                 NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00                 NaN   99.0605                 NaN            NaN  0.965515E-003  0.666451       0.272088                 NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00                 NaN   99.0717                 NaN            NaN  0.273592E-001  0.224145       0.676804                 NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00                 NaN   99.0774                 NaN            NaN  0.330559E-001  0.676647       0.212937                 NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00                 NaN   99.0867                 NaN            NaN  0.310416E-001  0.214474       0.667755                 NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00                 NaN   99.0932                 NaN            NaN  0.303167E-001  0.662690       0.213805                 NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00                 NaN   99.0987                 NaN            NaN  0.291095E-001  0.212284       0.659878                 NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00                 NaN   99.1037                 NaN            NaN  0.284197E-001  0.655698       0.212174                 NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00                 NaN   99.1104                 NaN            NaN  0.267743E-001  0.212933       0.649868                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00                 NaN   99.1155                 NaN            NaN  0.258609E-001  0.212016       0.646606                 NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00                 NaN   99.1212                 NaN            NaN  0.248235E-001  0.642413       0.211533                 NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00                 NaN   99.1256                 NaN            NaN  0.239333E-001  0.639515       0.210904                 NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00                 NaN   98.6842                 NaN            NaN  0.892314E-001  0.697386       0.301826                 NaN  0.227335                 NaN            NaN            NaN
  1447.84        2500.00                 NaN   97.2204                 NaN            NaN  0.312166       0.893184       0.593212                 NaN  0.981022                 NaN            NaN            NaN
  1446.26        2500.00                 NaN   97.2780                 NaN            NaN  0.311337       0.566053       0.882197                 NaN  0.962402                 NaN            NaN            NaN
  1444.68        2500.00                 NaN   97.3488                 NaN            NaN  0.307312       0.862939       0.543579                 NaN  0.937350                 NaN            NaN            NaN
  1443.09        2500.00                 NaN   97.4015                 NaN            NaN  0.306551       0.519015       0.852877                 NaN  0.920072                 NaN            NaN            NaN
  1441.51        2500.00                 NaN   97.4568                 NaN            NaN  0.304927       0.497657       0.839136                 NaN  0.901513                 NaN            NaN            NaN
  1439.93        2500.00                 NaN   97.5086                 NaN            NaN  0.303646       0.475743       0.827840                 NaN  0.884175                 NaN            NaN            NaN
  1438.35        2500.00                 NaN   97.5609                 NaN            NaN  0.302232       0.454128       0.816231                 NaN  0.866460                 NaN            NaN            NaN
  1436.76        2500.00                 NaN   97.6117                 NaN            NaN  0.300571       0.804760       0.433531                 NaN  0.849466                 NaN            NaN            NaN
  1435.18        2500.00                 NaN   97.6567                 NaN            NaN  0.299858       0.795573       0.413276                 NaN  0.834628                 NaN            NaN            NaN
  1433.60        2500.00                 NaN   97.7085                 NaN            NaN  0.297415       0.394149       0.783518                 NaN  0.816463                 NaN            NaN            NaN
  1432.02        2500.00                 NaN   97.7504                 NaN            NaN  0.296794       0.775053       0.375116                 NaN  0.802588                 NaN            NaN            NaN
  1430.43        2500.00                 NaN   97.7947                 NaN            NaN  0.295575       0.356785       0.765262                 NaN  0.787650                 NaN            NaN            NaN
  1428.85        2500.00                 NaN   97.8322                 NaN            NaN  0.294945       0.340418       0.757670                 NaN  0.774747                 NaN            NaN            NaN
  1427.27        2500.00                 NaN   97.8756                 NaN            NaN  0.293845       0.748067       0.322072                 NaN  0.760437                 NaN            NaN            NaN
  1425.69        2500.00                 NaN   97.9193                 NaN            NaN  0.292100       0.303804       0.739962                 NaN  0.744805                 NaN            NaN            NaN
  1424.10        2500.00                 NaN   97.9569                 NaN            NaN  0.290579       0.731300       0.288825                 NaN  0.732346                 NaN            NaN            NaN
  1422.52        2500.00                 NaN   97.9934                 NaN            NaN  0.290032       0.271994       0.724360                 NaN  0.720227                 NaN            NaN            NaN
  1420.94        2500.00                 NaN   98.0276                 NaN            NaN  0.289288       0.717836       0.256748                 NaN  0.708525                 NaN            NaN            NaN
  1419.36        2500.00                 NaN   98.0619                 NaN            NaN  0.288383       0.711672       0.241127                 NaN  0.696875                 NaN            NaN            NaN
  1417.78        2500.00                 NaN   98.0992                 NaN            NaN  0.286601       0.226845       0.703551                 NaN  0.683820                 NaN            NaN            NaN
  1416.19        2500.00                 NaN   98.1302                 NaN            NaN  0.286203       0.698019       0.212163                 NaN  0.673415                 NaN            NaN            NaN
  1414.61        2500.00                 NaN   98.1595                 NaN            NaN  0.285630       0.195932       0.695316                 NaN  0.663618                 NaN            NaN            NaN
  1413.03        2500.00                 NaN   98.1956                 NaN            NaN  0.283653       0.685948       0.184087                 NaN  0.650689                 NaN            NaN            NaN
  1411.45        2500.00                 NaN   98.2234                 NaN            NaN  0.283092       0.680298       0.171885                 NaN  0.641292                 NaN            NaN            NaN
  1409.86        2500.00                 NaN   98.2532                 NaN            NaN  0.282138       0.675674       0.157841                 NaN  0.631135                 NaN            NaN            NaN
  1408.28        2500.00                 NaN   98.2675                 NaN            NaN  0.286632       0.666848       0.149910                 NaN  0.629077                 NaN            NaN            NaN
  1406.70        2500.00                 NaN   98.3319                 NaN            NaN  0.274672       0.657196       0.134297                 NaN  0.601894                 NaN            NaN            NaN
  1405.12        2500.00                 NaN   98.3376                 NaN            NaN  0.279146       0.663360       0.118092                 NaN  0.601834                 NaN            NaN            NaN
  1403.53        2500.00                 NaN   98.3645                 NaN            NaN  0.277689       0.657051       0.108404                 NaN  0.592331                 NaN            NaN            NaN
  1401.95        2500.00                 NaN   98.3846                 NaN            NaN  0.277726       0.945386E-001  0.657683                 NaN  0.585430                 NaN            NaN            NaN
  1400.37        2500.00                 NaN   98.4163                 NaN            NaN  0.274912       0.862320E-001  0.648626                 NaN  0.573906                 NaN            NaN            NaN
  1398.79        2500.00                 NaN   98.4404                 NaN            NaN  0.274673       0.742307E-001  0.644725                 NaN  0.565926                 NaN            NaN            NaN
  1397.20        2500.00                 NaN   98.4631                 NaN            NaN  0.273615       0.635090E-001  0.641887                 NaN  0.557855                 NaN            NaN            NaN
  1395.62        2500.00                 NaN   98.4862                 NaN            NaN  0.271926       0.639627       0.526630E-001            NaN  0.549592                 NaN            NaN            NaN
  1394.04        2500.00                 NaN   98.5042                 NaN            NaN  0.271817       0.401774E-001  0.640359                 NaN  0.543434                 NaN            NaN            NaN
  1392.46        2500.00                 NaN   98.5044                 NaN            NaN  0.282215       0.650963       0.122777E-001            NaN  0.550100                 NaN            NaN            NaN
  1390.87        2500.00                 NaN   98.5860                 NaN            NaN  0.253223       0.409392E-001  0.612017                 NaN  0.507784                 NaN            NaN            NaN
  1389.29        2500.00                 NaN   98.5712                 NaN            NaN  0.267707       0.145080E-001  0.627036                 NaN  0.519594                 NaN            NaN            NaN
  1387.71        2500.00                 NaN   98.5987                 NaN            NaN  0.263806       0.622148       0.614219E-002            NaN  0.509158                 NaN            NaN            NaN
  1386.13        2500.00                 NaN   98.6117                 NaN            NaN  0.255459       0.604256       0.253375E-001            NaN  0.503215                 NaN            NaN            NaN
  1384.54        2500.00                 NaN   98.6026                 NaN            NaN  0.245308       0.644312E-001  0.581447                 NaN  0.506248                 NaN            NaN            NaN
  1382.96        2500.00                 NaN   98.6805                 NaN            NaN  0.251302       0.590846                 NaN            NaN  0.477387                 NaN            NaN            NaN
  1381.38        2500.00                 NaN   98.4765                 NaN            NaN  0.904348E-001  0.749148       0.157976                 NaN  0.525894                 NaN            NaN            NaN
  1379.80        2500.00                 NaN   98.8035                 NaN            NaN  0.225380       0.551412                 NaN            NaN  0.419750                 NaN            NaN            NaN
  1378.21        2500.00                 NaN   98.7106                 NaN            NaN  0.253528       0.567464                 NaN            NaN  0.468431                 NaN            NaN            NaN
  1376.63        2500.00                 NaN   98.7272                 NaN            NaN  0.252913       0.557259                 NaN            NaN  0.462611                 NaN            NaN            NaN
  1375.05        2500.00                 NaN   98.7370                 NaN            NaN  0.258845       0.541349                 NaN            NaN  0.462847                 NaN            NaN            NaN
  1373.47        2500.00                 NaN   98.7728                 NaN            NaN  0.238729       0.546907                 NaN            NaN  0.441538                 NaN            NaN            NaN
  1371.88        2500.00                 NaN   98.7690                 NaN            NaN  0.243160       0.540652                 NaN            NaN  0.447182                 NaN            NaN            NaN
  1370.30        2500.00                 NaN   98.8007                 NaN            NaN  0.235498       0.531345                 NaN            NaN  0.432422                 NaN            NaN            NaN
  1368.72        2500.00                 NaN   98.8072                 NaN            NaN  0.233216       0.528952                 NaN            NaN  0.430668                 NaN            NaN            NaN
  1367.14        2500.00                 NaN   98.8251                 NaN            NaN  0.231568       0.519387                 NaN            NaN  0.423938                 NaN            NaN            NaN
  1365.55        2500.00                 NaN   98.8371                 NaN            NaN  0.231831       0.511318                 NaN            NaN  0.419723                 NaN            NaN            NaN
  1363.97        2500.00                 NaN   98.8518                 NaN            NaN  0.220599       0.515253                 NaN            NaN  0.412315                 NaN            NaN            NaN
  1362.39        2500.00                 NaN   98.8661                 NaN            NaN  0.220125       0.506428                 NaN            NaN  0.407392                 NaN            NaN            NaN
  1360.81        2500.00                 NaN   98.8817                 NaN            NaN  0.217237       0.499995                 NaN            NaN  0.401056                 NaN            NaN            NaN
  1359.22        2500.00                 NaN   98.8940                 NaN            NaN  0.213886       0.495654                 NaN            NaN  0.396426                 NaN            NaN            NaN
  1357.64        2500.00                 NaN   98.9095                 NaN            NaN  0.211150       0.489320                 NaN            NaN  0.390031                 NaN            NaN            NaN
  1356.06        2500.00                 NaN   98.9221                 NaN            NaN  0.209289       0.483024                 NaN            NaN  0.385562                 NaN            NaN            NaN
  1354.48        2500.00                 NaN   98.9369                 NaN            NaN  0.206814       0.476673                 NaN            NaN  0.379658                 NaN            NaN            NaN
  1352.89        2500.00                 NaN   98.9463                 NaN            NaN  0.201310       0.477052                 NaN            NaN  0.375306                 NaN            NaN            NaN
  1351.31        2500.00                 NaN   98.9612                 NaN            NaN  0.199323       0.469983                 NaN            NaN  0.369532                 NaN            NaN            NaN
  1349.73        2500.00                 NaN   98.9730                 NaN            NaN  0.197619       0.464382                 NaN            NaN  0.365012                 NaN            NaN            NaN
  1348.15        2500.00                 NaN   98.9855                 NaN            NaN  0.194837       0.459471                 NaN            NaN  0.360167                 NaN            NaN            NaN
  1346.56        2500.00                 NaN   98.9976                 NaN            NaN  0.192900       0.454244                 NaN            NaN  0.355219                 NaN            NaN            NaN
  1344.98        2500.00                 NaN   99.0096                 NaN            NaN  0.190095       0.449685                 NaN            NaN  0.350597                 NaN            NaN            NaN
  1343.40        2500.00                 NaN   99.0197                 NaN            NaN  0.184833       0.449553                 NaN            NaN  0.345933                 NaN            NaN            NaN
  1341.82        2500.00                 NaN   99.0318                 NaN            NaN  0.183200       0.443717                 NaN            NaN  0.341327                 NaN            NaN            NaN
  1340.23        2500.00                 NaN   99.0441                 NaN            NaN  0.180954       0.438277                 NaN            NaN  0.336643                 NaN            NaN            NaN
  1338.65        2500.00                 NaN   99.0529                 NaN            NaN  0.177158       0.437321                 NaN            NaN  0.332641                 NaN            NaN            NaN
  1337.07        2500.00                 NaN   99.0649                 NaN            NaN  0.174564       0.432634                 NaN            NaN  0.327942                 NaN            NaN            NaN
  1335.49        2500.00                 NaN   99.0745                 NaN            NaN  0.172008       0.429580                 NaN            NaN  0.323937                 NaN            NaN            NaN
  1333.90        2500.00                 NaN   99.0859                 NaN            NaN  0.168447       0.426203                 NaN            NaN  0.319440                 NaN            NaN            NaN
  1332.32        2500.00                 NaN   99.0980                 NaN            NaN  0.171236       0.413627                 NaN            NaN  0.317149                 NaN            NaN            NaN
  1330.74        2500.00                 NaN   99.1094                 NaN            NaN  0.161155       0.420844                 NaN            NaN  0.308632                 NaN            NaN            NaN
  1329.16        2500.00                 NaN   99.1146                 NaN            NaN  0.157816       0.420328                 NaN            NaN  0.307280                 NaN            NaN            NaN
  1327.57        2500.00                 NaN   99.1241                 NaN            NaN  0.154339       0.418117                 NaN            NaN  0.303431                 NaN            NaN            NaN
  1325.99        2500.00                 NaN   99.1341                 NaN            NaN  0.152646       0.414070                 NaN            NaN  0.299183                 NaN            NaN            NaN
  1324.41        2500.00                 NaN   99.1421                 NaN            NaN  0.149118       0.412864                 NaN            NaN  0.295870                 NaN            NaN            NaN
  1322.83        2500.00                 NaN   99.1523                 NaN            NaN  0.148165       0.407508                 NaN            NaN  0.292054                 NaN            NaN            NaN
  1321.24        2500.00                 NaN   99.1605                 NaN            NaN  0.144378       0.406643                 NaN            NaN  0.288431                 NaN            NaN            NaN
  1319.66        2500.00                 NaN   99.1687                 NaN            NaN  0.140100       0.406297                 NaN            NaN  0.284870                 NaN            NaN            NaN
  1318.08        2500.00                 NaN   99.1769                 NaN            NaN  0.137476       0.404152                 NaN            NaN  0.281464                 NaN            NaN            NaN
  1316.50        2500.00                 NaN   99.1851                 NaN            NaN  0.133772       0.403153                 NaN            NaN  0.277941                 NaN            NaN            NaN
  1314.91        2500.00                 NaN   99.1941                 NaN            NaN  0.132298       0.399056                 NaN            NaN  0.274540                 NaN            NaN            NaN
  1313.33        2500.00                 NaN   99.2019                 NaN            NaN  0.129384       0.397442                 NaN            NaN  0.271255                 NaN            NaN            NaN
  1311.75        2500.00                 NaN   99.2077                 NaN            NaN  0.123953       0.399872                 NaN            NaN  0.268467                 NaN            NaN            NaN
