|6.6.6
Archiving\03_Data\eq/QFM_m1/EETA/EETA_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1794.87        2500.00        99.2080       0.780886       0.111609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.2079       0.780955       0.111609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.2078       0.781024       0.111610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.2077       0.781093       0.111610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.2077       0.781163       0.111611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.2076       0.781232       0.111612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.2075       0.781302       0.111612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.2075       0.781371       0.111613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.2074       0.781441       0.111614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.2073       0.781510       0.111615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.2073       0.781579       0.111615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.2072       0.781648       0.111616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.2071       0.781718       0.111617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.2071       0.781787       0.111618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.2070       0.781856       0.111618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.2069       0.781926       0.111619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.2068       0.781995       0.111620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.2068       0.782065       0.111621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.2067       0.782134       0.111622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.2066       0.782203       0.111622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.2066       0.782272       0.111623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.2065       0.782342       0.111624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.2064       0.782411       0.111625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.2064       0.782481       0.111626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.2063       0.782550       0.111627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.2062       0.782620       0.111628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.2061       0.782689       0.111629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.2061       0.782758       0.111630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.2060       0.782828       0.111631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.2059       0.782897       0.111632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        98.9448       0.783011                 NaN  0.272183                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        98.9350       0.783084                 NaN  0.281909                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        98.9252       0.783156                 NaN  0.291637                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        98.9113       0.783230                 NaN  0.305477                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        98.8974       0.783304                 NaN  0.319318                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        98.8835       0.783378                 NaN  0.333161                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        98.8695       0.783452                 NaN  0.347007                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        98.8556       0.783525                 NaN  0.360855                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        98.8417       0.783599                 NaN  0.374705                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        98.8278       0.783673                 NaN  0.388558                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.8138       0.783747                 NaN  0.402412                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        98.7893       0.783828                 NaN  0.423222       0.368754E-002            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        98.7549       0.783921                 NaN  0.446605       0.145627E-001            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        98.7183       0.784013                 NaN  0.472385       0.252783E-001            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        98.6817       0.784106                 NaN  0.498170       0.359965E-001            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        98.6277       0.784204                 NaN  0.541647       0.464759E-001            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        98.5736       0.784302                 NaN  0.585134       0.569580E-001            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        98.5195       0.784400                 NaN  0.628630       0.674428E-001            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        98.4654       0.784498                 NaN  0.672135       0.779303E-001            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        98.3382       0.784620                 NaN  0.789303       0.878872E-001            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        98.2109       0.784742                 NaN  0.906504       0.978472E-001            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        98.0836       0.784864                 NaN   1.02374       0.107810                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        97.9562       0.784985                 NaN   1.14100       0.117777                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        97.8288       0.785106                 NaN   1.25830       0.127746                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        97.7014       0.785227                 NaN   1.37563       0.137719                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        97.5740       0.785347                 NaN   1.49300       0.147694                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        97.4465       0.785467                 NaN   1.61039       0.157673                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        97.0284       0.785687                 NaN   2.01879       0.167090                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        96.6102       0.785905                 NaN   2.42740       0.176512                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        96.1917       0.786121                 NaN   2.83622       0.185939                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        95.7730       0.786336                 NaN   3.24524       0.195371                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        95.3542       0.786550                 NaN   3.65448       0.204808                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        94.9351       0.786762                 NaN   4.06391       0.214250                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        94.5158       0.786973                 NaN   4.47355       0.223696                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        94.0963       0.787183                 NaN   4.88338       0.233147                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        92.7672       0.788381                 NaN   5.05459       0.229765        1.16005                 NaN            NaN            NaN            NaN
  1583.33        2500.00        91.3076       0.789746                 NaN   5.14899       0.223439        2.53022                 NaN            NaN            NaN            NaN
  1580.13        2500.00        89.9011       0.791069                 NaN   5.23708       0.216707        3.85408                 NaN            NaN            NaN            NaN
  1576.92        2500.00        88.4899       0.792395                 NaN   5.32545       0.209952        5.18234                 NaN            NaN            NaN            NaN
  1573.72        2500.00        87.1788       0.793637                 NaN   5.40755       0.202418        6.41762                 NaN            NaN            NaN            NaN
  1570.51        2500.00        85.8636       0.794882                 NaN   5.48990       0.194861        7.65672                 NaN            NaN            NaN            NaN
  1567.31        2500.00        84.5445       0.796128                 NaN   5.57248       0.187279        8.89965                 NaN            NaN            NaN            NaN
  1564.10        2500.00        83.2212       0.797377                 NaN   5.65532       0.179673        10.1464                 NaN            NaN            NaN            NaN
  1560.90        2500.00        82.0552       0.798504                 NaN   5.71866       0.170012        11.2576                 NaN            NaN            NaN            NaN
  1557.69        2500.00        80.8860       0.799633                 NaN   5.78216       0.160324        12.3719                 NaN            NaN            NaN            NaN
  1554.49        2500.00        79.7136       0.800763                 NaN   5.84584       0.150608        13.4892                 NaN            NaN            NaN            NaN
  1551.28        2500.00        78.5379       0.801895                 NaN   5.90968       0.140865        14.6097                 NaN            NaN            NaN            NaN
  1548.08        2500.00        77.3590       0.803028                 NaN   5.97369       0.131093        15.7332                 NaN            NaN            NaN            NaN
  1544.87        2500.00        76.1768       0.804164                 NaN   6.03788       0.121293        16.8599                 NaN            NaN            NaN            NaN
  1541.67        2500.00        74.9914       0.805301                 NaN   6.10222       0.111466        17.9896                 NaN            NaN            NaN            NaN
  1538.46        2500.00        73.8027       0.806439                 NaN   6.16674       0.101610        19.1225                 NaN            NaN            NaN            NaN
  1535.26        2500.00        72.7261       0.807492                 NaN   6.22086       0.892337E-001   20.1563                 NaN            NaN            NaN            NaN
  1532.05        2500.00        71.6469       0.808547                 NaN   6.27512       0.768247E-001   21.1926                 NaN            NaN            NaN            NaN
  1528.85        2500.00        70.5649       0.809603                 NaN   6.32950       0.643831E-001   22.2316                 NaN            NaN            NaN            NaN
  1525.64        2500.00        69.4802       0.810660                 NaN   6.38402       0.519086E-001   23.2732                 NaN            NaN            NaN            NaN
  1522.44        2500.00        68.4265       0.811696                 NaN   6.43572       0.372418E-001   24.2888                 NaN            NaN            NaN            NaN
  1519.23        2500.00        67.3703       0.812734                 NaN   6.48754       0.225372E-001   25.3069                 NaN            NaN            NaN            NaN
  1516.03        2500.00        66.3351       0.813755                 NaN   6.53800       0.761207E-002   26.3055                 NaN            NaN            NaN            NaN
  1512.82        2500.00        65.3275       0.814742                 NaN   6.60243                 NaN   27.2553                 NaN            NaN            NaN            NaN
  1509.62        2500.00        64.3687       0.815687                 NaN   6.66122                 NaN   28.1544                 NaN            NaN            NaN            NaN
  1506.41        2500.00        63.4078       0.816633                 NaN   6.72014                 NaN   29.0555                 NaN            NaN            NaN            NaN
  1503.21        2500.00        62.4447       0.817581                 NaN   6.77918                 NaN   29.9585                 NaN            NaN            NaN            NaN
  1500.00        2500.00        61.4795       0.818529                 NaN   6.83835                 NaN   30.8636                 NaN            NaN            NaN            NaN
  1496.79        2500.00        60.4795       0.819516                 NaN   6.90348                 NaN   31.6034       0.194028                 NaN            NaN            NaN
  1493.59        2500.00        58.8314       0.821192                 NaN   6.93165                 NaN   30.4652       0.908596E-001   2.85970                 NaN            NaN
  1490.38        2500.00        58.8296       0.821240                 NaN   6.93196                 NaN   30.4665       0.908636E-001   2.85983                 NaN            NaN
  1487.18        2500.00        55.0800       0.825114                 NaN   7.15035                 NaN   29.5363        4.97642        2.43181                 NaN            NaN
  1483.97        2500.00        55.0781       0.825159                 NaN   7.15065                 NaN   29.5375        4.97664        2.43191                 NaN            NaN
  1480.77        2500.00        55.0762       0.825205                 NaN   7.15096                 NaN   29.5388        4.97685        2.43201                 NaN            NaN
  1477.56        2500.00        55.0743       0.825250                 NaN   7.15126                 NaN   29.5400        4.97706        2.43210                 NaN            NaN
  1474.36        2500.00        48.0501       0.832533                 NaN   7.51196                 NaN   27.6238        9.23392        6.74771                 NaN            NaN
  1471.15        2500.00        46.3824       0.834315                 NaN   7.57924                 NaN   27.2032        7.77658        10.2243                 NaN            NaN
  1467.95        2500.00        44.7941       0.836013                 NaN   7.64996       0.474421E-003   26.8140        11.1350        8.77037                 NaN            NaN
  1464.74        2500.00        44.7923       0.836051                 NaN   7.65022       0.474448E-003   26.8148        11.1354        8.77065                 NaN            NaN
  1461.54        2500.00        41.6282       0.839423                 NaN   7.74211       0.434387E-001   25.2551        13.8486        10.6432                 NaN            NaN
  1458.33        2500.00        41.6265       0.839458                 NaN   7.74234       0.434410E-001   25.2558        13.8490        10.6435                 NaN            NaN
  1455.13        2500.00        41.6248       0.839493                 NaN   7.74257       0.434433E-001   25.2565        13.8494        10.6438                 NaN            NaN
  1451.92        2500.00        41.6230       0.839529                 NaN   7.74281       0.434456E-001   25.2573        13.8499        10.6441                 NaN            NaN
  1448.72        2500.00        41.6212       0.839564                 NaN   7.74304       0.434480E-001   25.2580        13.8503        10.6444                 NaN            NaN
  1445.51        2500.00        41.6195       0.839599                 NaN   7.74328       0.434503E-001   25.2588        13.8507        10.6447                 NaN            NaN
  1442.31        2500.00        41.6177       0.839635                 NaN   7.74351       0.434526E-001   25.2595        13.8512        10.6450                 NaN            NaN
  1439.10        2500.00        41.6160       0.839670                 NaN   7.74375       0.434549E-001   25.2603        13.8516        10.6453                 NaN            NaN
  1435.90        2500.00        30.7472       0.851525                 NaN   7.87526       0.182896        22.2271        20.5475        17.5686                 NaN            NaN
  1432.69        2500.00        30.7458       0.851552                 NaN   7.87542       0.182904        22.2275        20.5479        17.5689                 NaN            NaN
  1429.49        2500.00        30.7444       0.851579                 NaN   7.87557       0.182912        22.2279        20.5483        17.5693                 NaN            NaN
  1426.28        2500.00        30.7430       0.851606                 NaN   7.87573       0.182920        22.2283        20.5488        17.5696                 NaN            NaN
  1423.08        2500.00        26.2269       0.856796                 NaN   7.80011       0.242917        22.0591        22.2000        20.6142                 NaN            NaN
  1419.87        2500.00        26.2257       0.856819                 NaN   7.80023       0.242927        22.0595        22.2004        20.6145                 NaN            NaN
  1416.67        2500.00        24.1762       0.859251                 NaN   7.73026       0.273527        22.1757        22.7687        22.0164                 NaN            NaN
  1413.46        2500.00        23.2044       0.860431                 NaN   7.68792       0.289210        22.2678        22.6822        23.0080                 NaN            NaN
  1410.26        2500.00        21.7742       0.861591                 NaN   7.81775       0.309974        21.8642        23.0996        23.8463       0.426441                 NaN
  1407.05        2500.00        21.7732       0.861610                 NaN   7.81784       0.309986        21.8644        23.0998        23.8466       0.426472                 NaN
  1403.85        2500.00        21.7723       0.861630                 NaN   7.81794       0.309998        21.8647        23.1001        23.8469       0.426502                 NaN
  1400.64        2500.00        21.7713       0.861649                 NaN   7.81803       0.310010        21.8649        23.1003        23.8473       0.426532                 NaN
  1397.44        2500.00        21.7703       0.861669                 NaN   7.81812       0.310022        21.8651        23.1006        23.8476       0.426562                 NaN
  1394.23        2500.00        21.7693       0.861689                 NaN   7.81821       0.310034        21.8653        23.1009        23.8479       0.426593                 NaN
  1391.03        2500.00        21.7684       0.861708                 NaN   7.81830       0.310046        21.8656        23.1011        23.8483       0.426623                 NaN
  1387.82        2500.00        21.7674       0.861728                 NaN   7.81839       0.310058        21.8658        23.1014        23.8486       0.426653                 NaN
  1384.62        2500.00        12.3601       0.868375                 NaN   8.93268       0.443973        18.4732        30.1799        24.5031        4.23864                 NaN
  1381.41        2500.00        12.3596       0.868386                 NaN   8.93270       0.443986        18.4732        30.1801        24.5032        4.23890                 NaN
  1378.21        2500.00        12.3591       0.868398                 NaN   8.93272       0.443998        18.4732        30.1802        24.5032        4.23916                 NaN
  1375.00        2500.00        12.3586       0.868409                 NaN   8.93274       0.444011        18.4732        30.1803        24.5032        4.23942                 NaN
  1371.79        2500.00        12.3581       0.868420                 NaN   8.93276       0.444024        18.4733        30.1805        24.5033        4.23968                 NaN
  1368.59        2500.00        12.3576       0.868432                 NaN   8.93278       0.444037        18.4733        30.1806        24.5033        4.23994                 NaN
  1365.38        2500.00        12.3571       0.868443                 NaN   8.93280       0.444050        18.4733        30.1807        24.5034        4.24020                 NaN
  1362.18        2500.00        12.3566       0.868454                 NaN   8.93282       0.444063        18.4733        30.1809        24.5034        4.24046                 NaN
  1358.97        2500.00        6.61217       0.872719                 NaN   9.47581       0.520044        16.8804        33.8145        24.8329        6.99152                 NaN
  1355.77        2500.00        6.61194       0.872726                 NaN   9.47579       0.520056        16.8803        33.8144        24.8328        6.99192                 NaN
  1352.56        2500.00        6.61171       0.872733                 NaN   9.47576       0.520069        16.8802        33.8144        24.8328        6.99231                 NaN
  1349.36        2500.00        6.61148       0.872740                 NaN   9.47573       0.520081        16.8802        33.8144        24.8327        6.99270                 NaN
  1346.15        2500.00        6.61124       0.872747                 NaN   9.47571       0.520093        16.8801        33.8144        24.8326        6.99310                 NaN
  1342.95        2500.00        6.61101       0.872753                 NaN   9.47568       0.520106        16.8800        33.8144        24.8325        6.99349                 NaN
  1339.74        2500.00        6.61078       0.872760                 NaN   9.47565       0.520118        16.8800        33.8144        24.8325        6.99388                 NaN
  1336.54        2500.00        6.61054       0.872767                 NaN   9.47563       0.520130        16.8799        33.8143        24.8324        6.99428                 NaN
  1333.33        2500.00        2.47096       0.876143                 NaN   9.70071       0.565216        16.2696        24.8067        36.1098        9.20086                 NaN
  1330.13        2500.00        2.47089       0.876147                 NaN   9.70066       0.565228        16.2695        24.8065        36.1097        9.20135                 NaN
  1326.92        2500.00        2.47081       0.876151                 NaN   9.70060       0.565240        16.2694        24.8064        36.1096        9.20184                 NaN
  1323.72        2500.00        2.47074       0.876155                 NaN   9.70054       0.565252        16.2693        24.8062        36.1094        9.20233                 NaN
  1320.51        2500.00       0.727863       0.877727                 NaN   9.72479       0.580147        16.2241        36.9351        24.7705        10.1599                 NaN
  1317.31        2500.00       0.315828       0.878114                 NaN   9.72449       0.583406        16.2216        24.7513        37.1363        10.3889                 NaN
  1314.10        2500.00                 NaN  0.878314                 NaN   9.75117       0.582887        16.3624        37.0181        24.7892        10.5146       0.103269     
  1310.90        2500.00                 NaN  0.878316                 NaN   9.75110       0.582898        16.3623        37.0179        24.7890        10.5152       0.103271     
  1307.69        2500.00                 NaN  0.878200                 NaN   9.79477       0.577224        16.8150        36.3898        24.8460        10.5808       0.118272     
  1304.49        2500.00                 NaN  0.878202                 NaN   9.79469       0.577235        16.8148        36.3896        24.8459        10.5813       0.118274     
  1301.28        2500.00                 NaN  0.878205                 NaN   9.79462       0.577246        16.8147        36.3894        24.8457        10.5819       0.118276     
  1298.08        2500.00                 NaN  0.878207                 NaN   9.79455       0.577257        16.8146        36.3893        24.8455        10.5824       0.118277     
  1294.87        2500.00                 NaN  0.878209                 NaN   9.79447       0.577268        16.8144        36.3891        24.8453        10.5829       0.118279     
  1291.67        2500.00                 NaN  0.878211                 NaN   9.79440       0.577279        16.8143        36.3889        24.8451        10.5835       0.118280     
  1288.46        2500.00                 NaN  0.878214                 NaN   9.79432       0.577290        16.8142        36.3887        24.8450        10.5840       0.118282     
  1285.26        2500.00                 NaN  0.878216                 NaN   9.79425       0.577301        16.8140        36.3886        24.8448        10.5846       0.118283     
  1282.05        2500.00                 NaN  0.877788                 NaN   9.95340       0.560290        18.4915        34.1311        24.9869        10.8351       0.163912     
  1278.85        2500.00                 NaN  0.877791                 NaN   9.95333       0.560300        18.4914        34.1309        24.9867        10.8356       0.163914     
  1275.64        2500.00                 NaN  0.877793                 NaN   9.95325       0.560311        18.4912        34.1308        24.9865        10.8362       0.163916     
  1272.44        2500.00                 NaN  0.877795                 NaN   9.95317       0.560321        18.4911        34.1306        24.9864        10.8367       0.163918     
  1269.23        2500.00                 NaN  0.877796                 NaN   9.95309       0.560332        18.4909        34.1305        24.9862        10.8373       0.163920     
  1266.03        2500.00                 NaN  0.877798                 NaN   9.95301       0.560342        18.4908        34.1303        24.9860        10.8379       0.163922     
  1262.82        2500.00                 NaN  0.877800                 NaN   9.95294       0.560353        18.4906        34.1302        24.9858        10.8384       0.163925     
  1259.62        2500.00                 NaN  0.877802                 NaN   9.95286       0.560363        18.4905        34.1300        24.9856        10.8390       0.163927     
  1256.41        2500.00                 NaN  0.877426                 NaN   10.0959       0.549813        19.9876        32.1929        25.0248        11.0788       0.192737     
