|6.6.6
Archiving\03_Data\eq/QFM_m1/EETA/EETA_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.0010       0.967373       0.316587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0010       0.967371       0.316586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0010       0.967369       0.316585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0010       0.967368       0.316585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0010       0.967366       0.316584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0010       0.967364       0.316584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0010       0.967363       0.316583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0010       0.967361       0.316583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0010       0.967359       0.316582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0010       0.967358       0.316582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0010       0.967356       0.316581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0010       0.967354       0.316580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0010       0.967352       0.316580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0010       0.967351       0.316579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0010       0.967349       0.316579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0010       0.967347       0.316578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0010       0.967345       0.316578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0010       0.967343       0.316577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0010       0.967341       0.316576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0010       0.967339       0.316576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0010       0.967337       0.316575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0010       0.967335       0.316574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0010       0.967333       0.316574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0010       0.967331       0.316573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0010       0.967329       0.316572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0010       0.967327       0.316572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0010       0.967325       0.316571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.0010       0.967323       0.316570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.0010       0.967321       0.316570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.0010       0.967319       0.316569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.0010       0.967316       0.316568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.0010       0.967314       0.316567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.0010       0.967312       0.316567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.0010       0.967310       0.316566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.0010       0.967307       0.316565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.0010       0.967305       0.316564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.0010       0.967303       0.316564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.0010       0.967300       0.316563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.0010       0.967298       0.316562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.0010       0.967295       0.316561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.0011       0.967293       0.316561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.0011       0.967290       0.316560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.0011       0.967288       0.316559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.0011       0.967285       0.316558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.0011       0.967283       0.316557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.0011       0.967280       0.316556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.0011       0.967277       0.316555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.0011       0.967275       0.316555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.0011       0.967272       0.316554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.0011       0.967269       0.316553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.0011       0.967267       0.316552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.0011       0.967264       0.316551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.0011       0.967261       0.316550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.0011       0.967258       0.316549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.0011       0.967255       0.316548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.0011       0.967252       0.316547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.0011       0.967250       0.316546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.0011       0.967247       0.316545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0011       0.967243       0.316544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0011       0.967240       0.316543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0011       0.967237       0.316542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0011       0.967234       0.316541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.0011       0.967231       0.316540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.0011       0.967228       0.316539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.0011       0.967225       0.316538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.0011       0.967222       0.316537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.0011       0.967218       0.316536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.0011       0.967215       0.316535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.0011       0.967211       0.316534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.0011       0.967208       0.316533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.0011       0.967205       0.316532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.0011       0.967201       0.316530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.0011       0.967198       0.316529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.0012       0.967194       0.316528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.0012       0.967191       0.316527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.0012       0.967187       0.316526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.0012       0.967183       0.316525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.0012       0.967180       0.316523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.0012       0.967176       0.316522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.0012       0.967172       0.316521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.0012       0.967169       0.316520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.0012       0.967165       0.316518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.0012       0.967161       0.316517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.0012       0.967157       0.316516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.0012       0.967153       0.316515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.0012       0.967149       0.316513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.0012       0.967145       0.316512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.0012       0.967141       0.316511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.0012       0.967137       0.316509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.0012       0.967133       0.316508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.0012       0.967128       0.316507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.0012       0.967124       0.316505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.0012       0.967120       0.316504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.0012       0.967116       0.316502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        98.7056       0.967035                 NaN  0.327353                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        98.6944       0.967031                 NaN  0.338561                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        98.6832       0.967027                 NaN  0.349769                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        98.6673       0.967022                 NaN  0.365723                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        98.6513       0.967018                 NaN  0.381677                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        98.6354       0.967014                 NaN  0.397630                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        98.6194       0.967010                 NaN  0.413584                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        98.6035       0.967006                 NaN  0.429537                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        98.5875       0.967001                 NaN  0.445490                 NaN            NaN            NaN            NaN            NaN            NaN
