|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1820.51        500.000        84.5792                 NaN   1.74105       0.722872        12.9554       0.144589E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        83.9803                 NaN   1.72665       0.723124        13.5568       0.131419E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        83.3810                 NaN   1.71225       0.723374        14.1586       0.248463E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        82.7813                 NaN   1.69783       0.723624        14.7607       0.365590E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        82.1813                 NaN   1.68340       0.723872        15.3632       0.482799E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        81.5809                 NaN   1.66896       0.724119        15.9660       0.600090E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        80.9802                 NaN   1.65450       0.724364        16.5692       0.717461E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        80.3791                 NaN   1.64004       0.724608        17.1728       0.834913E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        79.7777                 NaN   1.62556       0.724851        17.7767       0.952444E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        79.1767                 NaN   1.60556       0.725061        18.3863       0.106382                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        78.5754                 NaN   1.58554       0.725269        18.9962       0.117527                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        77.9739                 NaN   1.56551       0.725476        19.6064       0.128678                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        77.3721                 NaN   1.54546       0.725682        20.2169       0.139835                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        76.7700                 NaN   1.52541       0.725886        20.8277       0.150998                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        76.1676                 NaN   1.50534       0.726089        21.4388       0.162168                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        75.5650                 NaN   1.48526       0.726290        22.0501       0.173343                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        74.9621                 NaN   1.46517       0.726490        22.6617       0.184525                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        74.3513                 NaN   1.43907       0.726658        23.2878       0.195179                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        73.7403                 NaN   1.41295       0.726826        23.9140       0.205837                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        73.1292                 NaN   1.38682       0.726991        24.5405       0.216501                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        72.5178                 NaN   1.36068       0.727155        25.1672       0.227168                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        71.9062                 NaN   1.33453       0.727318        25.7941       0.237841                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        71.2944                 NaN   1.30836       0.727478        26.4212       0.248517                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        70.6825                 NaN   1.28219       0.727638        27.0485       0.259198                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        70.0703                 NaN   1.25600       0.727795        27.6760       0.269884                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        69.4495                 NaN   1.22369       0.727923        28.3188       0.280069                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        68.8285                 NaN   1.19138       0.728049        28.9618       0.290257                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        68.2073                 NaN   1.15905       0.728173        29.6050       0.300448                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        67.5861                 NaN   1.12671       0.728296        30.2483       0.310642                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        66.9647                 NaN   1.09437       0.728417        30.8917       0.320839                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        66.3433                 NaN   1.06201       0.728536        31.5352       0.331039                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        65.7217                 NaN   1.02964       0.728653        32.1788       0.341241                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        65.1000                 NaN  0.997263       0.728769        32.8225       0.351446                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        64.4712                 NaN  0.957875       0.728852        33.4808       0.361296                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        63.8423                 NaN  0.918479       0.728933        34.1392       0.371146                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        63.2133                 NaN  0.879076       0.729013        34.7976       0.380999                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        62.5844                 NaN  0.839666       0.729091        35.4560       0.390852                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        61.9554                 NaN  0.800250       0.729167        36.1145       0.400707                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        61.3264                 NaN  0.760827       0.729242        36.7729       0.410563                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        60.6974                 NaN  0.721399       0.729314        37.4315       0.420421                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        60.0684                 NaN  0.681964       0.729385        38.0900       0.430279                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        59.4491                 NaN  0.636518       0.729424        38.7452       0.439799                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        58.8299                 NaN  0.591070       0.729462        39.4003       0.449318                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        58.2107                 NaN  0.545620       0.729498        40.0554       0.458838                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        57.5915                 NaN  0.500169       0.729533        40.7104       0.468358                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        56.9725                 NaN  0.454716       0.729565        41.3654       0.477878                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        56.3535                 NaN  0.409263       0.729596        42.0203       0.487397                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        55.7346                 NaN  0.363810       0.729625        42.6751       0.496917                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        55.1157                 NaN  0.318356       0.729652        43.3299       0.506436                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        54.5133                 NaN  0.268375       0.729654        43.9730       0.515666                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        53.9110                 NaN  0.218399       0.729655        44.6160       0.524896                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        53.3089                 NaN  0.168426       0.729653        45.2589       0.534124                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        52.7068                 NaN  0.118458       0.729650        45.9017       0.543351                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        52.1664                 NaN  0.787345E-001  0.729670        46.4732       0.552014                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        51.6261                 NaN  0.390126E-001  0.729688        47.0445       0.560675                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        51.0622                 NaN            NaN  0.729746        47.6392       0.568919                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        50.6460                 NaN            NaN  0.729929        48.0480       0.576093                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        50.2566                 NaN            NaN  0.730099        48.4306       0.582717                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        49.8672                 NaN            NaN  0.730269        48.8132       0.589344                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        49.4777                 NaN            NaN  0.730436        49.1959       0.595972                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        49.0882                 NaN            NaN  0.730603        49.5786       0.602602                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        48.6986                 NaN            NaN  0.730768        49.9614       0.609234                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        48.3089                 NaN            NaN  0.730931        50.3443       0.615868                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        47.9192                 NaN            NaN  0.731093        50.7272       0.622504                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        47.5295                 NaN            NaN  0.731253        51.1101       0.629142                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        47.1752                 NaN            NaN  0.731399        51.4577       0.635692                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        46.8210                 NaN            NaN  0.731543        51.8053       0.642244                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        46.4667                 NaN            NaN  0.731686        52.1528       0.648797                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        46.1124                 NaN            NaN  0.731827        52.5005       0.655352                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        45.7751                 NaN            NaN  0.731961        52.8313       0.661691                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        45.4377                 NaN            NaN  0.732094        53.1621       0.668031                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        45.0996                 NaN            NaN  0.732235        53.4794       0.674566       0.142262E-001            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        44.2501                 NaN            NaN  0.732977        53.5264       0.670930       0.819586                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        43.5096                 NaN            NaN  0.733642        53.5588       0.666387        1.53156                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        42.7679                 NaN            NaN  0.734308        53.5912       0.661835        2.24480                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        42.0249                 NaN            NaN  0.734974        53.6236       0.657274        2.95931                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        41.2806                 NaN            NaN  0.735640        53.6560       0.652705        3.67509                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        40.5351                 NaN            NaN  0.736307        53.6883       0.648127        4.39214                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        39.7883                 NaN            NaN  0.736974        53.7207       0.643540        5.11047                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        39.0402                 NaN            NaN  0.737641        53.7531       0.638945        5.83007                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        38.2909                 NaN            NaN  0.738309        53.7855       0.634341        6.55095                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        37.6989                 NaN            NaN  0.738855        53.8001       0.629108        7.13296                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        37.1062                 NaN            NaN  0.739402        53.8148       0.623868        7.71581                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        36.5126                 NaN            NaN  0.739949        53.8294       0.618619        8.29950                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        35.9182                 NaN            NaN  0.740496        53.8439       0.613363        8.88403                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        35.3230                 NaN            NaN  0.741043        53.8585       0.608099        9.46940                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        34.7270                 NaN            NaN  0.741590        53.8730       0.602826        10.0556                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        34.1301                 NaN            NaN  0.742138        53.8875       0.597546        10.6426                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        33.5325                 NaN            NaN  0.742686        53.9021       0.592258        11.2305                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        33.0422                 NaN            NaN  0.743148        53.9073       0.586391        11.7209                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        32.5515                 NaN            NaN  0.743611        53.9125       0.580517        12.2119                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        32.0601                 NaN            NaN  0.744073        53.9177       0.574636        12.7034                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        31.5682                 NaN            NaN  0.744536        53.9229       0.568747        13.1955                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        31.0758                 NaN            NaN  0.744999        53.9281       0.562850        13.6883                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        30.5828                 NaN            NaN  0.745462        53.9332       0.556947        14.1816                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        30.0892                 NaN            NaN  0.745925        53.9383       0.551035        14.6755                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        29.5951                 NaN            NaN  0.746388        53.9434       0.545117        15.1700                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        29.1716                 NaN            NaN  0.746796        53.9448       0.538461        15.5983                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        28.7477                 NaN            NaN  0.747204        53.9462       0.531798        16.0271                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        28.3234                 NaN            NaN  0.747612        53.9476       0.525128        16.4563                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        27.8986                 NaN            NaN  0.748020        53.9489       0.518450        16.8860                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        27.4735                 NaN            NaN  0.748428        53.9502       0.511765        17.3161                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        27.0479                 NaN            NaN  0.748836        53.9515       0.505073        17.7466                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        26.6219                 NaN            NaN  0.749245        53.9528       0.498374        18.1776                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        26.1955                 NaN            NaN  0.749653        53.9541       0.491667        18.6091                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        25.8195                 NaN            NaN  0.750021        53.9553       0.484334        18.9909                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        25.4431                 NaN            NaN  0.750389        53.9566       0.476995        19.3730                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        25.0664                 NaN            NaN  0.750757        53.9578       0.469648        19.7554                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        24.6894                 NaN            NaN  0.751125        53.9590       0.462294        20.1382                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        24.3121                 NaN            NaN  0.751494        53.9601       0.454933        20.5213                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        23.9344                 NaN            NaN  0.751862        53.9613       0.447565        20.9048                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        23.5565                 NaN            NaN  0.752230        53.9624       0.440189        21.2887                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        23.1782                 NaN            NaN  0.752599        53.9636       0.432807        21.6729                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        22.8282                 NaN            NaN  0.752944        53.9670       0.424913        22.0269                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        22.4780                 NaN            NaN  0.753290        53.9704       0.417013        22.3813                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        22.1276                 NaN            NaN  0.753635        53.9738       0.409105        22.7359                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        21.7768                 NaN            NaN  0.753981        53.9771       0.401190        23.0909                 NaN            NaN            NaN            NaN            NaN
  1445.51        500.000        21.3120                 NaN            NaN  0.754455        53.9899       0.397957        23.3439       0.201900                 NaN            NaN            NaN            NaN
  1442.31        500.000        20.7686                 NaN            NaN  0.755024        54.0069       0.400063        23.4889       0.580568                 NaN            NaN            NaN            NaN
  1439.10        500.000        20.2419                 NaN            NaN  0.755581        54.0190       0.403667        23.6298       0.950133                 NaN            NaN            NaN            NaN
  1435.90        500.000        19.7145                 NaN            NaN  0.756137        54.0310       0.407278        23.7708        1.32023                 NaN            NaN            NaN            NaN
  1432.69        500.000        19.2434                 NaN            NaN  0.756644        54.0367       0.412314        23.8952        1.65570                 NaN            NaN            NaN            NaN
  1429.49        500.000        18.7718                 NaN            NaN  0.757150        54.0423       0.417358        24.0198        1.99160                 NaN            NaN            NaN            NaN
  1426.28        500.000        18.2996                 NaN            NaN  0.757656        54.0479       0.422410        24.1445        2.32794                 NaN            NaN            NaN            NaN
  1423.08        500.000        17.8268                 NaN            NaN  0.758163        54.0534       0.427470        24.2694        2.66472                 NaN            NaN            NaN            NaN
  1419.87        500.000        17.3857                 NaN            NaN  0.758643        54.0530       0.434237        24.3863        2.98209                 NaN            NaN            NaN            NaN
  1416.67        500.000        16.9373                 NaN            NaN  0.759131        54.0417       0.445529        24.3825        3.28193       0.151947                 NaN            NaN            NaN
  1413.46        500.000        16.2263                 NaN            NaN  0.759660        54.0814       0.455725        24.2305       0.527396        3.52970       0.189208                 NaN            NaN
  1410.26        500.000        15.5159                 NaN            NaN  0.760146        54.1335       0.463974        24.0685        3.73893       0.904955       0.414103                 NaN            NaN
  1407.05        500.000        15.5154                 NaN            NaN  0.760160        54.1338       0.463991        24.0686        3.73895       0.904964       0.414131                 NaN            NaN
  1403.85        500.000        15.5149                 NaN            NaN  0.760174        54.1341       0.464007        24.0688        3.73897       0.904973       0.414159                 NaN            NaN
  1400.64        500.000        15.5143                 NaN            NaN  0.760188        54.1343       0.464024        24.0690        3.73899       0.904982       0.414187                 NaN            NaN
  1397.44        500.000        15.5138                 NaN            NaN  0.760202        54.1346       0.464040        24.0692        3.73901       0.904991       0.414214                 NaN            NaN
  1394.23        500.000        15.5133                 NaN            NaN  0.760215        54.1349       0.464057        24.0693        3.73903       0.905000       0.414242                 NaN            NaN
  1391.03        500.000        15.5127                 NaN            NaN  0.760229        54.1352       0.464073        24.0695        3.73905       0.905009       0.414270                 NaN            NaN
  1387.82        500.000        15.5122                 NaN            NaN  0.760243        54.1354       0.464090        24.0697        3.73907       0.905018       0.414297                 NaN            NaN
  1384.62        500.000        11.5265                 NaN            NaN  0.762901        54.4138       0.517746        23.0924        4.88772        3.06276        1.73610                 NaN            NaN
  1381.41        500.000        11.5262                 NaN            NaN  0.762912        54.4139       0.517762        23.0925        4.88773        3.06278        1.73621                 NaN            NaN
  1378.21        500.000        11.5259                 NaN            NaN  0.762923        54.4140       0.517778        23.0926        4.88774        3.06280        1.73632                 NaN            NaN
  1375.00        500.000        11.5256                 NaN            NaN  0.762934        54.4140       0.517795        23.0927        4.88775        3.06282        1.73643                 NaN            NaN
  1371.79        500.000        11.5252                 NaN            NaN  0.762945        54.4141       0.517811        23.0928        4.88775        3.06284        1.73654                 NaN            NaN
  1368.59        500.000        11.5249                 NaN            NaN  0.762956        54.4142       0.517827        23.0928        4.88776        3.06286        1.73665                 NaN            NaN
  1365.38        500.000        11.5246                 NaN            NaN  0.762967        54.4143       0.517844        23.0929        4.88777        3.06288        1.73675                 NaN            NaN
  1362.18        500.000        11.5243                 NaN            NaN  0.762977        54.4143       0.517860        23.0930        4.88778        3.06290        1.73686                 NaN            NaN
  1358.97        500.000        9.19988                 NaN            NaN  0.764553        54.5567       0.558689        22.4515        5.51269        4.37173        2.58426                 NaN            NaN
  1355.77        500.000        9.19968                 NaN            NaN  0.764562        54.5566       0.558705        22.4515        5.51269        4.37175        2.58442                 NaN            NaN
  1352.56        500.000        9.19947                 NaN            NaN  0.764571        54.5566       0.558722        22.4516        5.51270        4.37178        2.58458                 NaN            NaN
  1349.36        500.000        9.19927                 NaN            NaN  0.764580        54.5565       0.558738        22.4516        5.51270        4.37180        2.58474                 NaN            NaN
  1346.15        500.000        9.19907                 NaN            NaN  0.764589        54.5565       0.558754        22.4517        5.51270        4.37182        2.58489                 NaN            NaN
  1342.95        500.000        9.19886                 NaN            NaN  0.764598        54.5565       0.558771        22.4517        5.51270        4.37184        2.58505                 NaN            NaN
  1339.74        500.000        9.19865                 NaN            NaN  0.764607        54.5564       0.558787        22.4518        5.51270        4.37186        2.58521                 NaN            NaN
  1336.54        500.000        9.19845                 NaN            NaN  0.764616        54.5564       0.558803        22.4518        5.51270        4.37188        2.58537                 NaN            NaN
  1333.33        500.000        7.63207                 NaN            NaN  0.765710        54.6306       0.592254        22.0207        5.26703        5.88130        3.21040                 NaN            NaN
  1330.13        500.000        7.63194                 NaN            NaN  0.765718        54.6305       0.592270        22.0207        5.26705        5.88129        3.21060                 NaN            NaN
