|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1526.32        500.000        99.4014                 NaN            NaN  0.588803       0.978982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4050                 NaN            NaN  0.585249       0.971751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1574                 NaN            NaN  0.305958       0.289860E-004            NaN            NaN  0.536606                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9234                 NaN            NaN  0.500923E-001            NaN            NaN            NaN   1.02649                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9339                 NaN            NaN  0.479663E-001            NaN            NaN            NaN   1.01816                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9473                 NaN            NaN  0.435122E-001            NaN            NaN            NaN   1.00918                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9628                 NaN            NaN  0.447788E-001            NaN            NaN            NaN  0.992432                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9726                 NaN            NaN  0.427029E-001            NaN            NaN            NaN  0.984666                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9821                 NaN            NaN  0.369550E-001            NaN            NaN            NaN  0.980921                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9967                 NaN            NaN  0.416387E-001            NaN            NaN            NaN  0.961677                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.6174                 NaN            NaN  0.680346E-001            NaN            NaN            NaN   2.31452                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000       100.0000                 NaN            NaN  0.304501E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.4511                 NaN            NaN  0.147609E-001            NaN            NaN            NaN  0.534154                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0367                 NaN            NaN  0.312268E-001            NaN            NaN            NaN  0.932052                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0436                 NaN            NaN  0.245135E-001            NaN            NaN            NaN  0.931846                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0562                 NaN            NaN  0.273924E-001            NaN            NaN            NaN  0.916417                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0672                 NaN            NaN  0.479072E-001            NaN            NaN            NaN  0.884865                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0720                 NaN            NaN  0.554618E-002            NaN            NaN            NaN  0.922460                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0828                 NaN            NaN  0.251835E-001            NaN            NaN            NaN  0.892041                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0888                 NaN            NaN  0.107655E-001            NaN            NaN            NaN  0.900425                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0977                 NaN            NaN  0.157294E-001            NaN            NaN            NaN  0.886531                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1057                 NaN            NaN  0.155346E-001            NaN            NaN            NaN  0.878803                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1130                 NaN            NaN  0.124983E-001            NaN            NaN            NaN  0.874515                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1202                 NaN            NaN  0.104828E-001            NaN            NaN            NaN  0.869317                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1275                 NaN            NaN  0.102609E-001            NaN            NaN            NaN  0.862250                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1348                 NaN            NaN  0.980852E-002            NaN            NaN            NaN  0.855389                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1406                 NaN            NaN  0.414310E-002            NaN            NaN            NaN  0.855230                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9997                 NaN            NaN            NaN            NaN            NaN            NaN  0.159427       0.840854                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06632                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06895                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07198                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07744                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08219                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09334                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.8955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10448                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12200                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.8491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14104       0.982364E-002            NaN            NaN            NaN            NaN
  1433.58        500.000        98.4142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.677918       0.907839                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.3392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.576072        1.08470                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.3633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.568706        1.06802                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.3819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05349       0.564653                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.3988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.559642        1.04157                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.554834        1.02753                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.551104        1.01497                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.4502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.546286        1.00352                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.4661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.542229       0.991653                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.4804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.980236       0.539324                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.4963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.969670       0.534070                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.5099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.958794       0.531318                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.5245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.527665       0.947872                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.5386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.524436       0.936963                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.5510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.520501       0.928497                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.5631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.518796       0.918132                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.5748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.515410       0.909806                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.5872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.900739       0.512071                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.5984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.891594       0.509969                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.6087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.883379       0.507880                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.6195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.875091       0.505365                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.6297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.867840       0.502497                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.4912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.866110       0.572315       0.703828E-001            NaN            NaN            NaN
  1375.94        500.000        97.1303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.23774       0.903598       0.728312                 NaN            NaN            NaN
  1373.43        500.000        97.1838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.21641       0.887596       0.712199                 NaN            NaN            NaN
  1370.93        500.000        97.2388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.868699        1.19618       0.696338                 NaN            NaN            NaN
  1368.42        500.000        97.2868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.17868       0.852682       0.681866                 NaN            NaN            NaN
  1365.91        500.000        97.3343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.837471        1.16071       0.667475                 NaN            NaN            NaN
  1363.41        500.000        97.3785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14460       0.822806       0.654123                 NaN            NaN            NaN
  1360.90        500.000        97.3956                 NaN            NaN  0.229411                 NaN            NaN            NaN            NaN  0.888011       0.808737       0.678264                 NaN            NaN            NaN
  1358.40        500.000        97.3934                 NaN            NaN  0.647156                 NaN            NaN            NaN            NaN   1.02083       0.206392       0.732253                 NaN            NaN            NaN
  1355.89        500.000        97.4465                 NaN            NaN  0.648439                 NaN            NaN            NaN            NaN   1.00806       0.180704       0.716340                 NaN            NaN            NaN
  1353.38        500.000        97.4846                 NaN            NaN  0.657606                 NaN            NaN            NaN            NaN   1.00273       0.149141       0.705930                 NaN            NaN            NaN
  1350.88        500.000        97.5272                 NaN            NaN  0.663581                 NaN            NaN            NaN            NaN  0.994026       0.121329       0.693856                 NaN            NaN            NaN
  1348.37        500.000        97.5675                 NaN            NaN  0.668752                 NaN            NaN            NaN            NaN  0.954604E-001  0.986017       0.682221                 NaN            NaN            NaN
  1345.86        500.000        97.5052                 NaN            NaN  0.584586       0.724983E-001            NaN            NaN            NaN  0.979374       0.175201       0.683151                 NaN            NaN            NaN
  1343.36        500.000        97.4417                 NaN            NaN  0.513721       0.134467                 NaN            NaN            NaN   1.00423       0.222139       0.683744                 NaN            NaN            NaN
  1340.85        500.000        97.3107                 NaN            NaN  0.398393       0.231622                 NaN            NaN            NaN   1.05955       0.307687       0.691996                 NaN            NaN            NaN
  1338.35        500.000        97.1833                 NaN            NaN  0.278265       0.332872                 NaN            NaN            NaN  0.384885        1.12177       0.698914                 NaN            NaN            NaN
  1335.84        500.000        97.0884                 NaN            NaN  0.174032       0.415884                 NaN            NaN            NaN   1.17342       0.446480       0.701817                 NaN            NaN            NaN
  1333.33        500.000        97.0697                 NaN            NaN  0.113510       0.459086                 NaN            NaN            NaN   1.19217       0.469936       0.695598                 NaN            NaN            NaN
  1330.83        500.000        97.0961                 NaN            NaN  0.790131E-001  0.478015                 NaN            NaN            NaN  0.473291        1.18939       0.684173                 NaN            NaN            NaN
  1328.32        500.000        97.1484                 NaN            NaN  0.599481E-001  0.483423                 NaN            NaN            NaN   1.17341       0.464880       0.669928                 NaN            NaN            NaN
  1325.81        500.000        97.2109                 NaN            NaN  0.475490E-001  0.482178                 NaN            NaN            NaN   1.15155       0.453263       0.654599                 NaN            NaN            NaN
  1323.31        500.000        97.2799                 NaN            NaN  0.424634E-001  0.475866                 NaN            NaN            NaN  0.436647        1.12614       0.638963                 NaN            NaN            NaN
  1320.80        500.000        97.3443                 NaN            NaN  0.323576E-001  0.470870                 NaN            NaN            NaN  0.426795        1.10200       0.623690                 NaN            NaN            NaN
  1318.30        500.000        97.4187                 NaN            NaN  0.312653E-001  0.460660                 NaN            NaN            NaN   1.07107       0.410567       0.607706                 NaN            NaN            NaN
  1315.79        500.000        97.4865                 NaN            NaN  0.261422E-001  0.452182                 NaN            NaN            NaN   1.04296       0.399740       0.592506                 NaN            NaN            NaN
  1313.28        500.000        97.5536                 NaN            NaN  0.217711E-001  0.443109                 NaN            NaN            NaN   1.01320       0.390459       0.577853                 NaN            NaN            NaN
  1310.78        500.000        97.6220                 NaN            NaN  0.192697E-001  0.433721                 NaN            NaN            NaN  0.375536       0.987028       0.562436                 NaN            NaN            NaN
  1308.27        500.000        97.6838                 NaN            NaN  0.138575E-001  0.425417                 NaN            NaN            NaN  0.959638       0.368592       0.548671                 NaN            NaN            NaN
  1305.76        500.000        97.7473                 NaN            NaN  0.987217E-002  0.416478                 NaN            NaN            NaN  0.359678       0.932064       0.534572                 NaN            NaN            NaN
  1303.26        500.000        97.8085                 NaN            NaN  0.636699E-002  0.407550                 NaN            NaN            NaN  0.905415       0.351131       0.521012                 NaN            NaN            NaN
  1300.75        500.000        97.8717                 NaN            NaN  0.265446E-001  0.394427                 NaN            NaN            NaN  0.887077       0.311003       0.509262                 NaN            NaN            NaN
  1298.25        500.000        97.9258                 NaN            NaN            NaN  0.389793                 NaN            NaN            NaN  0.854202       0.335361       0.494848                 NaN            NaN            NaN
  1295.74        500.000        97.9827                 NaN            NaN  0.271002E-005  0.380519                 NaN            NaN            NaN  0.830210       0.324069       0.482495                 NaN            NaN            NaN
  1293.23        500.000        98.0387                 NaN            NaN            NaN  0.371405                 NaN            NaN            NaN  0.806706       0.312906       0.470248                 NaN            NaN            NaN
  1290.73        500.000        98.0928                 NaN            NaN  0.152725E-004  0.361595                 NaN            NaN            NaN  0.304307       0.782871       0.458398                 NaN            NaN            NaN
  1288.22        500.000        98.1455                 NaN            NaN            NaN  0.352541                 NaN            NaN            NaN  0.294249       0.761034       0.446692                 NaN            NaN            NaN
  1285.71        500.000        98.1961                 NaN            NaN            NaN  0.343719                 NaN            NaN            NaN  0.285315       0.739306       0.435549                 NaN            NaN            NaN
  1283.21        500.000        98.2455                 NaN            NaN            NaN  0.334747                 NaN            NaN            NaN  0.277351       0.717895       0.424528                 NaN            NaN            NaN
  1280.70        500.000        98.2939                 NaN            NaN            NaN  0.326136                 NaN            NaN            NaN  0.697061       0.269220       0.413692                 NaN            NaN            NaN
  1278.20        500.000        98.3415                 NaN            NaN  0.305346E-005  0.317108                 NaN            NaN            NaN  0.676313       0.261896       0.403144                 NaN            NaN            NaN
  1275.69        500.000        98.3876                 NaN            NaN            NaN  0.308602                 NaN            NaN            NaN  0.656571       0.254429       0.392794                 NaN            NaN            NaN
  1273.18        500.000        98.4315                 NaN            NaN            NaN  0.299641                 NaN            NaN            NaN  0.637004       0.248983       0.382835                 NaN            NaN            NaN
  1270.68        500.000        98.4763                 NaN            NaN            NaN  0.290943                 NaN            NaN            NaN  0.242662       0.617420       0.372630                 NaN            NaN            NaN
  1268.17        500.000        98.5182                 NaN            NaN            NaN  0.282315                 NaN            NaN            NaN  0.598674       0.237579       0.363236                 NaN            NaN            NaN
  1265.66        500.000        98.5598                 NaN            NaN            NaN  0.273960                 NaN            NaN            NaN  0.232146       0.580377       0.353708                 NaN            NaN            NaN
  1263.16        500.000        98.5998                 NaN            NaN            NaN  0.265922                 NaN            NaN            NaN  0.562794       0.226891       0.344581                 NaN            NaN            NaN
  1260.65        500.000        98.6393                 NaN            NaN            NaN  0.257953                 NaN            NaN            NaN  0.545238       0.221946       0.335525                 NaN            NaN            NaN
  1258.15        500.000        98.6773                 NaN            NaN            NaN  0.249699                 NaN            NaN            NaN  0.528214       0.218008       0.326829                 NaN            NaN            NaN
  1255.64        500.000        93.1920                 NaN            NaN            NaN  0.508825                 NaN            NaN            NaN   1.03334        1.06157       0.903800        3.30046                 NaN            NaN
  1253.13        500.000        92.0061                 NaN            NaN            NaN  0.557911                 NaN            NaN            NaN   1.15844        1.18301        1.01585        4.07864                 NaN            NaN
  1250.63        500.000        92.7036                 NaN            NaN            NaN  0.522215                 NaN            NaN            NaN   1.07648        1.04266       0.929632        3.72540                 NaN            NaN
  1248.12        500.000        93.2897                 NaN            NaN            NaN  0.491061                 NaN            NaN            NaN  0.925609        1.00769       0.856008        3.42995                 NaN            NaN
  1245.61        500.000        93.8005                 NaN            NaN            NaN  0.465047                 NaN            NaN            NaN  0.820595       0.947454       0.791161        3.17522                 NaN            NaN
  1243.11        500.000        94.2396                 NaN            NaN            NaN  0.439959                 NaN            NaN            NaN  0.892853       0.734764       0.734772        2.95809                 NaN            NaN
  1240.60        500.000        94.6275                 NaN            NaN            NaN  0.417802                 NaN            NaN            NaN  0.657840       0.845171       0.684178        2.76753                 NaN            NaN
  1238.10        500.000        94.9813                 NaN            NaN            NaN  0.396493                 NaN            NaN            NaN  0.590680       0.799138       0.637934        2.59450                 NaN            NaN
  1235.59        500.000        95.2903                 NaN            NaN            NaN  0.376743                 NaN            NaN            NaN  0.533245       0.757960       0.596655        2.44511                 NaN            NaN
  1233.08        500.000        95.5768                 NaN            NaN            NaN  0.357838                 NaN            NaN            NaN  0.481139       0.718691       0.558031        2.30755                 NaN            NaN
  1230.58        500.000        95.8327                 NaN            NaN            NaN  0.339263                 NaN            NaN            NaN  0.438798       0.681484       0.523567        2.18417                 NaN            NaN
  1228.07        500.000        96.0716                 NaN            NaN            NaN  0.321487                 NaN            NaN            NaN  0.400709       0.645591       0.491023        2.06963                 NaN            NaN
  1225.56        500.000        96.2735                 NaN            NaN            NaN  0.303164                 NaN            NaN            NaN  0.375081       0.611868       0.463222        1.97313                 NaN            NaN
  1223.06        500.000        96.4974                 NaN            NaN            NaN  0.285698                 NaN            NaN            NaN  0.344389       0.576509       0.432368        1.86365                 NaN            NaN
  1220.55        500.000        96.2701                 NaN            NaN            NaN  0.164843       0.244182                 NaN            NaN  0.728697       0.131248       0.473068        1.98788                 NaN            NaN
  1218.05        500.000        51.6646                 NaN            NaN  0.814589        2.65833                 NaN            NaN            NaN   4.56167                 NaN   4.33431        19.7300        16.2364                 NaN
  1215.54        500.000        98.6365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.459043E-001   1.15229       0.165323                 NaN            NaN            NaN
  1213.03        500.000        98.9971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.151504       0.571320       0.280095                 NaN
  1210.53        500.000        98.2819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.465335       0.208069       0.213366       0.831305                 NaN            NaN
  1208.02        500.000        84.6005                 NaN            NaN            NaN  0.739683                 NaN            NaN            NaN   1.42570       0.509140        1.28874        5.75203        5.68423                 NaN
  1205.51        500.000        74.1617                 NaN            NaN            NaN   1.07863                 NaN            NaN            NaN   2.44466                 NaN   2.11449        10.0026        10.1379       0.600374E-001
  1203.01        500.000        80.7548                 NaN            NaN            NaN  0.994513                 NaN            NaN            NaN   1.71393       0.142011        1.60395        7.38334        7.40744                 NaN
  1200.50        500.000        80.2633                 NaN            NaN            NaN  0.995133                 NaN            NaN            NaN   1.76851       0.718201E-001   1.63028        7.53902        7.73190                 NaN
  1197.99        500.000        98.3822                 NaN            NaN  0.168772                 NaN            NaN            NaN            NaN  0.444938E-001            NaN  0.154676       0.660244       0.589629                 NaN
  1195.49        500.000        65.8180                 NaN            NaN            NaN   1.64135       0.931062E-001  0.553778E-004            NaN   2.99049                 NaN   2.77562        13.0648        13.6165                 NaN
  1192.98        500.000        85.4904                 NaN            NaN            NaN  0.743090                 NaN            NaN            NaN   1.29167                 NaN   1.17289        5.62360        5.67835                 NaN
  1190.48        500.000        89.5932                 NaN            NaN            NaN  0.483759                 NaN            NaN            NaN  0.942584E-001  0.769618       0.833100        4.09097        4.13508                 NaN
  1187.97        500.000        71.4555                 NaN            NaN            NaN   1.36917                 NaN            NaN            NaN   2.21761                 NaN   2.21179        11.3411        11.4049                 NaN
  1185.46        500.000        21.4021                 NaN            NaN            NaN   3.47372                 NaN            NaN            NaN   5.03162                 NaN   5.72599        32.4944        31.8723                 NaN
  1182.96        500.000                 NaN            NaN            NaN            NaN   4.30684                 NaN            NaN            NaN   6.07865                 NaN   7.13552        41.6779        40.8011                 NaN
  1180.45        500.000                 NaN            NaN            NaN            NaN   4.30754                 NaN            NaN            NaN   6.07649                 NaN   7.13747        41.6769        40.8016                 NaN
  1177.94        500.000                 NaN            NaN            NaN            NaN   4.31220                 NaN            NaN            NaN   6.06883                 NaN   7.13998        41.6726        40.8064                 NaN
  1175.44        500.000                 NaN            NaN            NaN            NaN   4.31706                 NaN            NaN            NaN   6.06000                 NaN   7.14270        41.6694        40.8108                 NaN
  1172.93        500.000                 NaN            NaN            NaN            NaN   4.32254                 NaN            NaN            NaN   6.04902                 NaN   7.14618        41.6666        40.8157                 NaN
  1170.43        500.000                 NaN            NaN            NaN            NaN   4.32470                 NaN            NaN            NaN   6.04973                 NaN   7.14332        41.6645        40.8178                 NaN
  1167.92        500.000                 NaN            NaN            NaN            NaN   4.33132                 NaN            NaN            NaN   6.03392                 NaN   7.15109        41.6597        40.8239                 NaN
  1165.41        500.000                 NaN            NaN            NaN            NaN   4.33288                 NaN            NaN            NaN   6.03498                 NaN   7.14850        41.6582        40.8255                 NaN
  1162.91        500.000                 NaN            NaN            NaN            NaN   4.33555                 NaN            NaN            NaN   6.02544                 NaN   7.15594        41.6550        40.8281                 NaN
  1160.40        500.000                 NaN            NaN            NaN            NaN   4.33981                 NaN            NaN            NaN   6.01688                 NaN   7.15896        41.6526        40.8317                 NaN
  1157.89        500.000                 NaN            NaN            NaN            NaN   4.36043                 NaN            NaN            NaN   5.97897                 NaN   7.16335        41.6493        40.8480                 NaN
  1155.39        500.000                 NaN            NaN            NaN            NaN   3.94302       0.403868                 NaN            NaN   6.00329                 NaN   7.16354        41.6480        40.8383                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN   4.35005                 NaN            NaN            NaN   5.99876                 NaN   7.16636        41.6428        40.8420                 NaN
  1150.38        500.000                 NaN            NaN            NaN            NaN   4.35390                 NaN            NaN            NaN   5.99168                 NaN   7.16914        41.6395        40.8458                 NaN
  1147.87        500.000                 NaN            NaN            NaN            NaN   4.35846                 NaN            NaN            NaN   5.98296                 NaN   7.17182        41.6370        40.8498                 NaN
  1145.36        500.000                 NaN            NaN            NaN            NaN   4.36163                 NaN            NaN            NaN   5.97735                 NaN   7.17458        41.6333        40.8531                 NaN
  1142.86        500.000                 NaN            NaN            NaN            NaN   4.36511                 NaN            NaN            NaN   5.97024                 NaN   7.17755        41.6309        40.8562                 NaN
  1140.35        500.000                 NaN            NaN            NaN            NaN   4.38968                 NaN            NaN            NaN   5.92559                 NaN   7.18370        41.6255        40.8755                 NaN
  1137.84        500.000                 NaN            NaN            NaN            NaN   4.39438                 NaN            NaN            NaN   5.91711                 NaN   7.18632        41.6223        40.8799                 NaN
  1135.34        500.000                 NaN            NaN            NaN            NaN   4.39897                 NaN            NaN            NaN   5.90887                 NaN   7.18882        41.6191        40.8842                 NaN
  1132.83        500.000                 NaN            NaN            NaN            NaN   4.38028                 NaN            NaN            NaN   5.94363                 NaN   7.18881        41.6153        40.8720                 NaN
  1130.33        500.000                 NaN            NaN            NaN            NaN   4.39367                 NaN            NaN            NaN   5.92440                 NaN   7.21570        41.5709        40.8953                 NaN
  1127.82        500.000                 NaN            NaN            NaN            NaN   4.38757                 NaN            NaN            NaN   5.92734                 NaN   7.19702        41.6088        40.8793                 NaN
  1125.31        500.000                 NaN            NaN            NaN            NaN   4.40016                 NaN            NaN            NaN   5.89399                 NaN   7.21252        41.6017        40.8916                 NaN
  1122.81        500.000                 NaN            NaN            NaN            NaN   4.37050                 NaN            NaN            NaN   5.94382                 NaN   7.21961        41.5942        40.8719                 NaN
  1120.30        500.000                 NaN            NaN            NaN            NaN   4.40368                 NaN            NaN            NaN   5.88955                 NaN   7.21553        41.5954        40.8959                 NaN
  1117.79        500.000                 NaN            NaN            NaN            NaN   4.40690                 NaN            NaN            NaN   5.88506                 NaN   7.21680        41.5922        40.8991                 NaN
  1115.29        500.000                 NaN            NaN            NaN            NaN   4.40685                 NaN            NaN            NaN   5.89583                 NaN   7.21054        41.5869        40.8999                 NaN
  1112.78        500.000                 NaN            NaN            NaN            NaN   4.40884                 NaN            NaN            NaN   5.88391                 NaN   7.22534        41.5764        40.9055                 NaN
  1110.28        500.000                 NaN            NaN            NaN            NaN   4.41084                 NaN            NaN            NaN   5.88108                 NaN   7.22680        41.5734        40.9078                 NaN
  1107.77        500.000                 NaN            NaN            NaN  0.181629E-001   4.39696       0.119334E-004            NaN            NaN   5.88141                 NaN   7.23389        41.5630        40.9066                 NaN
  1105.26        500.000                 NaN            NaN            NaN            NaN   4.39457                 NaN            NaN            NaN   5.90920                 NaN   7.23400        41.5633        40.8990                 NaN
  1102.76        500.000                 NaN            NaN            NaN            NaN   4.39500                 NaN            NaN            NaN   5.90891                 NaN   7.23480        41.5618        40.8995                 NaN
  1100.25        500.000                 NaN            NaN            NaN            NaN   4.42275                 NaN            NaN            NaN   5.86634                 NaN   7.22633        41.5674        40.9172                 NaN
  1097.74        500.000                 NaN            NaN            NaN            NaN   4.42633                 NaN            NaN            NaN   5.86038                 NaN   7.23063        41.5609        40.9217                 NaN
  1095.24        500.000                 NaN            NaN            NaN            NaN   4.41166                 NaN            NaN            NaN   5.88221                 NaN   7.23357        41.5598        40.9128                 NaN
  1092.73        500.000                 NaN            NaN            NaN            NaN   4.41348                 NaN            NaN            NaN   5.87959                 NaN   7.23439        41.5580        40.9146                 NaN
  1090.23        500.000                 NaN            NaN            NaN            NaN   4.41566                 NaN            NaN            NaN   5.87642                 NaN   7.23538        41.5558        40.9167                 NaN
  1087.72        500.000                 NaN            NaN            NaN            NaN   4.43822                 NaN            NaN            NaN   5.83595                 NaN   7.24482        41.5461        40.9349                 NaN
  1085.21        500.000                 NaN            NaN            NaN            NaN   4.44082                 NaN            NaN            NaN   5.83444                 NaN   7.24562        41.5407        40.9384                 NaN
  1082.71        500.000                 NaN            NaN            NaN            NaN   4.49117                 NaN            NaN            NaN   5.74758                 NaN   7.25326        41.5263        40.9817                 NaN
  1080.20        500.000                 NaN            NaN            NaN            NaN   4.44622                 NaN            NaN            NaN   5.82484                 NaN   7.25230        41.5316        40.9451                 NaN
  1077.69        500.000                 NaN            NaN            NaN            NaN   4.45011                 NaN            NaN            NaN   5.81809                 NaN   7.25425        41.5285        40.9491                 NaN
  1075.19        500.000                 NaN            NaN            NaN            NaN   4.45285                 NaN            NaN            NaN   5.81338                 NaN   7.25736        41.5239        40.9525                 NaN
  1072.68        500.000                 NaN            NaN            NaN            NaN   4.45548                 NaN            NaN            NaN   5.80855                 NaN   7.26087        41.5193        40.9558                 NaN
  1070.18        500.000                 NaN            NaN            NaN            NaN   4.45828                 NaN            NaN            NaN   5.80331                 NaN   7.26347        41.5160        40.9589                 NaN
  1067.67        500.000                 NaN            NaN            NaN            NaN   4.46091                 NaN            NaN            NaN   5.79834                 NaN   7.26725        41.5113        40.9622                 NaN
  1065.16        500.000                 NaN            NaN            NaN            NaN   4.46330                 NaN            NaN            NaN   5.79316                 NaN   7.27206        41.5060        40.9655                 NaN
