|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1761.90        500.000        99.2718       0.728154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.2718       0.728209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.2717       0.728265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2717       0.728320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2716       0.728376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2716       0.728431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2715       0.728487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2715       0.728542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2714       0.728598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2713       0.728653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2713       0.728709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2712       0.728764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2712       0.728820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2711       0.728875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2711       0.728931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2710       0.728986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2710       0.729042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2709       0.729097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2708       0.729152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2708       0.729208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2707       0.729263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2707       0.729319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2706       0.729374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2706       0.729430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2705       0.729485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2705       0.729540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2704       0.729596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2703       0.729651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2703       0.729706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2702       0.729762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2702       0.729817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2701       0.729872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2701       0.729927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2700       0.729983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2700       0.730038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2699       0.730093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2699       0.730149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2698       0.730204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2615       0.730271       0.822533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2613       0.730398       0.828953E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2612       0.730525       0.822629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2612       0.730652       0.815691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2611       0.730778       0.812482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2611       0.730904       0.799285E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2610       0.731028       0.797287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2610       0.731153       0.786164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2609       0.731277       0.786390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2609       0.731400       0.770691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2608       0.731522       0.769065E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2607       0.731644       0.761188E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2607       0.731765       0.755225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2606       0.731886       0.751585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2606       0.732006       0.741865E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2605       0.732125       0.735782E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2571       0.732249       0.106707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2637       0.732387       0.388197E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2603       0.732481       0.718096E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2603       0.732598       0.710484E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2436       0.732721       0.704957E-002  0.166457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4433                 NaN  0.756195E-002  0.549104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4451                 NaN  0.751525E-002  0.547419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4468                 NaN  0.748214E-002  0.545701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4482                 NaN  0.745090E-002  0.544396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4508                 NaN  0.740883E-002  0.541840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.8625                 NaN  0.152956E-001   1.12224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.9996                 NaN  0.360884E-003  0.243365E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4590                 NaN  0.694900E-002  0.534041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.7737                 NaN  0.305046E-002  0.223286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.1988                 NaN  0.107562E-001  0.790461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4648                 NaN  0.719438E-002  0.527986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4040                 NaN  0.800261E-002  0.587976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5974                 NaN  0.539621E-002  0.397169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4096                 NaN  0.791480E-002  0.582531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4759                 NaN  0.700417E-002  0.517074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4740                 NaN  0.703064E-002  0.518959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4874                 NaN  0.685254E-002  0.505796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4851                 NaN  0.689921E-002  0.507955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4866                 NaN  0.686116E-002  0.506507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4935                 NaN  0.677843E-002  0.499699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4933                 NaN  0.679230E-002  0.499935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4995                 NaN  0.670660E-002  0.493810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.5022                 NaN  0.667298E-002  0.491162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4381                 NaN  0.752393E-002  0.554339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.5756                 NaN  0.569042E-002  0.418671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.5110                 NaN  0.653525E-002  0.482477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.5169                 NaN  0.647406E-002  0.476617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.5197                 NaN  0.644150E-002  0.473824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5216                 NaN  0.641769E-002  0.471983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5267                 NaN  0.636469E-002  0.466931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5326                 NaN  0.627105E-002  0.461110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5345                 NaN  0.626436E-002  0.459201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.7500                 NaN  0.338475E-002  0.246642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4530                 NaN  0.690418E-002  0.540049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4164                 NaN  0.819224E-002  0.575388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5494                 NaN  0.607112E-002  0.444526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5532                 NaN  0.602741E-002  0.440811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5571                 NaN  0.597612E-002  0.436940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1920                 NaN  0.109207E-001  0.797073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.9349                 NaN  0.878406E-003  0.641829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.5682                 NaN  0.582733E-002  0.425980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.5723                 NaN  0.579027E-002  0.421927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.5201                 NaN  0.663903E-002  0.473258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.6329                 NaN  0.485293E-002  0.362203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.7174                 NaN  0.379668E-002  0.278774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.4548                 NaN  0.737407E-002  0.537867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.5910                 NaN  0.553935E-002  0.403494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.5939                 NaN  0.549514E-002  0.400598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.5978                 NaN  0.544219E-002  0.396789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2674                 NaN            NaN  0.611956E-001  0.671397                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2342                 NaN            NaN  0.203654E-001  0.745481                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9490                 NaN            NaN  0.270900E-001   1.02393                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.5449                 NaN            NaN  0.122868E-001  0.442767                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2596                 NaN            NaN  0.204299E-001  0.719930                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2664                 NaN            NaN  0.162401E-001  0.717405                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2724                 NaN            NaN  0.141896E-001  0.713429                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2783                 NaN            NaN  0.108912E-001  0.710819                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2872                 NaN            NaN  0.142858E-001  0.698533                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2557                 NaN            NaN  0.276865E-002  0.583165       0.158405                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1004                 NaN            NaN            NaN  0.107360       0.792282                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1097                 NaN            NaN            NaN  0.132868E-001  0.877012                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0744                 NaN            NaN            NaN            NaN  0.925649                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0894                 NaN            NaN            NaN            NaN  0.910585                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0830                 NaN            NaN            NaN  0.107604E-001  0.906235                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0747                 NaN            NaN            NaN            NaN  0.925264                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.0261                 NaN            NaN            NaN            NaN   1.97392                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.9903                 NaN            NaN            NaN            NaN  0.971925E-002            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1650                 NaN            NaN            NaN            NaN  0.834982                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6168                 NaN            NaN            NaN            NaN  0.479005       0.904236                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.6196                 NaN            NaN            NaN            NaN  0.452618       0.927824                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.6407                 NaN            NaN            NaN            NaN  0.448187       0.911102                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.6594                 NaN  0.308193E-003            NaN            NaN  0.443693       0.896643                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6790                 NaN  0.209053E-002            NaN            NaN  0.441964       0.876984                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6969                 NaN  0.196798E-002            NaN            NaN  0.436671       0.864476                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.7165                 NaN  0.183887E-002            NaN            NaN  0.850666       0.431023                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.7340                 NaN  0.171310E-002            NaN            NaN  0.837916       0.426357                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.7515                 NaN  0.159315E-002            NaN            NaN  0.825849       0.421090                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.7680                 NaN  0.147448E-002            NaN            NaN  0.416073       0.814489                 NaN            NaN            NaN            NaN
