|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         q              hed           
  1300.75        2500.00        88.0702                 NaN   1.19061       0.126386E-001   2.54371                 NaN   1.60089        6.58195                 NaN            NaN            NaN            NaN
  1299.21        2500.00        88.7823                 NaN   1.08014        2.48761                 NaN            NaN   1.51197        6.13795                 NaN            NaN            NaN            NaN
  1297.67        2500.00        89.4258                 NaN   1.00761        2.38873                 NaN            NaN   1.43158        5.74629                 NaN            NaN            NaN            NaN
  1296.12        2500.00        86.1595                 NaN   1.28183        2.97108                 NaN            NaN   1.86142        7.48577       0.240449                 NaN            NaN            NaN
  1294.58        2500.00        76.6968                 NaN   2.12170        4.65359                 NaN            NaN   3.09647        12.5532       0.878250                 NaN            NaN            NaN
  1293.04        2500.00        78.4998                 NaN   2.04596        4.25921                 NaN            NaN   2.86185        11.5337       0.799479                 NaN            NaN            NaN
  1291.50        2500.00        80.1135                 NaN   1.94006        3.94407                 NaN            NaN   2.65144        10.6233       0.727702                 NaN            NaN            NaN
  1289.95        2500.00        80.8459                 NaN   1.45248        4.00517                 NaN            NaN   2.51198        10.2006       0.272252       0.711586                 NaN            NaN
  1288.41        2500.00        81.6785                 NaN   1.11905        3.99934                 NaN            NaN   2.37955        9.71514                 NaN   1.10842                 NaN            NaN
  1286.87        2500.00        78.1193                 NaN   1.39402        4.69919                 NaN            NaN   2.89344        11.5652                 NaN   1.32881                 NaN            NaN
  1285.33        2500.00        89.5496                 NaN  0.972173        2.33293                 NaN            NaN   1.35210        5.45363       0.339581                 NaN            NaN            NaN
  1283.78        2500.00        78.3716                 NaN   2.10986        4.22202                 NaN            NaN   2.94511        11.5255       0.825986                 NaN            NaN            NaN
  1282.24        2500.00        94.5098                 NaN  0.346640        1.49663                 NaN            NaN  0.639631        2.86054                 NaN  0.146794                 NaN            NaN
  1280.70        2500.00        86.5752                 NaN   1.24217        2.79866                 NaN            NaN   1.77318        7.11742       0.366259       0.127112                 NaN            NaN
  1279.16        2500.00        85.8105                 NaN   1.23103        2.98540                 NaN            NaN   1.86061        7.54909       0.333060       0.230306                 NaN            NaN
  1277.62        2500.00        83.4994                 NaN   1.45627        3.35966                 NaN            NaN   2.16345        8.92637       0.594811                 NaN            NaN            NaN
  1276.07        2500.00        87.8271                 NaN   1.33803        2.51117                 NaN            NaN   1.58334        6.41593       0.324460                 NaN            NaN            NaN
  1274.53        2500.00        84.3156                 NaN   1.45761        3.21004                 NaN            NaN   2.02190        8.49464       0.500185                 NaN            NaN            NaN
  1272.99        2500.00        88.4279                 NaN   1.23387        1.94460                 NaN            NaN   1.52221        6.48835       0.383118                 NaN            NaN            NaN
  1271.45        2500.00        79.4798                 NaN   1.61716        4.78906                 NaN            NaN   2.57052        10.9206       0.622805                 NaN            NaN            NaN
  1269.90        2500.00        87.5526                 NaN   1.20137        2.38123                 NaN            NaN   1.60514        6.86053       0.399107                 NaN            NaN            NaN
  1268.36        2500.00        81.2396                 NaN   1.76626        3.59434                 NaN            NaN   2.39733        10.3990       0.603461                 NaN            NaN            NaN
  1266.82        2500.00        93.0780                 NaN  0.233497        2.25955                 NaN            NaN  0.833637        3.40048       0.194837                 NaN            NaN            NaN
  1265.28        2500.00        79.1928                 NaN  0.485021        6.33103                 NaN            NaN   2.67690        10.7784       0.535898                 NaN            NaN            NaN
  1263.73        2500.00        84.1246                 NaN            NaN   5.17149                 NaN            NaN   2.02100        8.28413       0.398776                 NaN            NaN            NaN
  1262.19        2500.00        99.9997                 NaN  0.726917E-004  0.718713E-004            NaN            NaN  0.133765E-003            NaN  0.196294E-004            NaN            NaN            NaN
  1260.65        2500.00        99.9993                 NaN            NaN  0.116879E-003  0.588417E-004            NaN            NaN  0.542962E-003  0.100939E-004            NaN            NaN            NaN
  1259.11        2500.00        88.8603                 NaN            NaN   3.88436                 NaN            NaN   1.42702        5.58098       0.247361                 NaN            NaN            NaN
  1257.57        2500.00        93.0441                 NaN            NaN   2.31579                 NaN            NaN  0.897512        3.57713       0.165434                 NaN            NaN            NaN
  1256.02        2500.00        92.9355                 NaN            NaN   2.39830                 NaN            NaN  0.912471        3.59403       0.159683                 NaN            NaN            NaN
  1254.48        2500.00        94.5858                 NaN            NaN   1.82375                 NaN            NaN  0.689590        2.76874       0.132130                 NaN            NaN            NaN
  1252.94        2500.00        93.2218                 NaN            NaN  0.567965        1.75420                 NaN  0.866448        3.42675       0.162835                 NaN            NaN            NaN
  1251.40        2500.00        94.3421                 NaN            NaN   1.96574                 NaN            NaN  0.738045        2.83525       0.118910                 NaN            NaN            NaN
  1249.85        2500.00        95.0090                 NaN            NaN   1.66752                 NaN            NaN  0.647055        2.55916       0.117260                 NaN            NaN            NaN
  1248.31        2500.00        95.4429                 NaN            NaN   1.19556       0.303260                 NaN  0.575255        2.36553       0.117521                 NaN            NaN            NaN
  1246.77        2500.00        95.5996                 NaN            NaN  0.925933       0.531867                 NaN  0.551890        2.27861       0.112091                 NaN            NaN            NaN
  1245.23        2500.00        95.5194                 NaN            NaN   1.54597                 NaN            NaN  0.589672        2.25560       0.893833E-001            NaN            NaN            NaN
  1243.68        2500.00        95.1506                 NaN            NaN   1.59611                 NaN            NaN  0.627199        2.52159       0.104539                 NaN            NaN            NaN
  1242.14        2500.00        98.2634                 NaN            NaN  0.508970                 NaN            NaN  0.232237       0.946963       0.484073E-001            NaN            NaN            NaN
  1240.60        2500.00        93.8198                 NaN            NaN  0.182594        1.32400                 NaN  0.696190        3.76753       0.209919                 NaN            NaN            NaN
  1239.06        2500.00        96.2386                 NaN            NaN  0.789278       0.274166                 NaN  0.540014        2.07016       0.877609E-001            NaN            NaN            NaN
  1237.52        2500.00        99.6038                 NaN            NaN  0.278900                 NaN            NaN  0.808944E-001  0.364508E-001            NaN            NaN            NaN            NaN
  1235.97        2500.00        99.1088                 NaN            NaN  0.218869                 NaN            NaN  0.783056E-001  0.571756       0.222266E-001            NaN            NaN            NaN
  1234.43        2500.00        93.8483                 NaN            NaN   2.87365                 NaN            NaN  0.835780        2.42015       0.221557E-001            NaN            NaN            NaN
  1232.89        2500.00        97.2854                 NaN  0.454405E-005  0.869215                 NaN            NaN  0.343893        1.44278       0.587445E-001            NaN            NaN            NaN
  1231.35        2500.00        95.7679                 NaN  0.616519E-001   1.26235                 NaN            NaN  0.537419        2.27517       0.955416E-001            NaN            NaN            NaN
  1229.80        2500.00        99.7062                 NaN            NaN  0.120441                 NaN            NaN  0.622576E-001  0.904454E-001  0.206621E-001            NaN            NaN            NaN
  1228.26        2500.00        99.9996                 NaN            NaN  0.225185E-003            NaN            NaN  0.864783E-004  0.240453E-004  0.229841E-004            NaN            NaN            NaN
  1226.72        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73912        43.6476        1.08559                 NaN   29.6996                 NaN
  1225.18        2500.00                 NaN            NaN            NaN   16.8281                 NaN            NaN   8.73912        43.6476        1.08559                 NaN   29.6996                 NaN
  1223.63        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73912        43.6476        1.08559                 NaN   29.6996                 NaN
  1222.09        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73912        43.6476        1.08559                 NaN   29.6996                 NaN
  1220.55        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73912        43.6476        1.08559                 NaN   29.6996                 NaN
  1219.01        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73912        43.6476        1.08559                 NaN   29.6996                 NaN
  1217.47        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73911        43.6475        1.08559                 NaN   29.6996                 NaN
  1215.92        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73911        43.6475        1.08559                 NaN   29.6996                 NaN
  1214.38        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73911        43.6475        1.08559                 NaN   29.6996                 NaN
  1212.84        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73912        43.6475        1.08559                 NaN   29.6996                 NaN
  1211.30        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73912        43.6475        1.08559                 NaN   29.6996                 NaN
  1209.75        2500.00                 NaN            NaN  0.872872E-005   16.8281                 NaN            NaN   8.73911        43.6476        1.08559                 NaN   29.6996                 NaN
  1208.21        2500.00                 NaN            NaN   1.69466        14.2796                 NaN            NaN   8.70988        43.9811        1.19892                 NaN   30.1359                 NaN
  1206.67        2500.00                 NaN            NaN   1.69466        14.2796                 NaN            NaN   8.70988        43.9811        1.19892                 NaN   30.1359                 NaN
  1205.13        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73912        43.6476        1.08559                 NaN   29.6996                 NaN
  1203.58        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73912        43.6476        1.08559                 NaN   29.6996                 NaN
  1202.04        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73913        43.6475        1.08559                 NaN   29.6996                 NaN
  1200.50        2500.00                 NaN            NaN   1.51508        14.5496                 NaN            NaN   8.71298        43.9458        1.18691                 NaN   30.0896                 NaN
  1198.96        2500.00                 NaN            NaN   1.49542        14.5792                 NaN            NaN   8.71332        43.9419        1.18560                 NaN   30.0846                 NaN
  1197.42        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73913        43.6475        1.08559                 NaN   29.6996                 NaN
  1195.87        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73913        43.6475        1.08559                 NaN   29.6996                 NaN
  1194.33        2500.00                 NaN            NaN            NaN   16.8594                 NaN            NaN   8.85194        43.5281        1.06365                 NaN   29.6970                 NaN
  1192.79        2500.00                 NaN            NaN            NaN   16.8282                 NaN            NaN   8.73913        43.6475        1.08559                 NaN   29.6996                 NaN
  1191.25        2500.00                 NaN            NaN            NaN   16.8645                 NaN            NaN   8.86404        43.5135        1.06084                 NaN   29.6971                 NaN
  1189.70        2500.00                 NaN            NaN            NaN   9.85153        6.95790                 NaN   8.78100        43.6294        1.08611                 NaN   29.6941                 NaN
  1188.16        2500.00                 NaN            NaN            NaN   16.8700                 NaN            NaN   8.87661        43.4982        1.05785                 NaN   29.6973                 NaN
  1186.62        2500.00                 NaN            NaN   1.60043        14.4213                 NaN            NaN   8.71151        43.9626        1.19262                 NaN   30.1116                 NaN
  1185.08        2500.00                 NaN            NaN            NaN   16.8777                 NaN            NaN   8.89212        43.4786        1.05389                 NaN   29.6978                 NaN
  1183.53        2500.00                 NaN            NaN            NaN   16.8819                 NaN            NaN   8.90037        43.4680        1.05175                 NaN   29.6980                 NaN
  1181.99        2500.00                 NaN            NaN            NaN   16.8832                 NaN            NaN   8.90671        43.4616        1.05060                 NaN   29.6978                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   16.8835                 NaN            NaN   8.91207        43.4571        1.04985                 NaN   29.6975                 NaN
  1178.91        2500.00                 NaN            NaN            NaN   16.8837                 NaN            NaN   8.91717        43.4527        1.04913                 NaN   29.6973                 NaN
  1177.37        2500.00                 NaN            NaN            NaN   16.8840                 NaN            NaN   8.92200        43.4486        1.04844                 NaN   29.6970                 NaN
  1175.82        2500.00                 NaN            NaN            NaN   16.8842                 NaN            NaN   8.92657        43.4447        1.04779                 NaN   29.6967                 NaN
  1174.28        2500.00                 NaN            NaN            NaN   8.60124        8.18469                 NaN   8.83677        43.6084        1.08462                 NaN   29.6842                 NaN
  1172.74        2500.00                 NaN            NaN            NaN   8.60124        8.18469                 NaN   8.83677        43.6084        1.08462                 NaN   29.6842                 NaN
  1171.20        2500.00                 NaN            NaN            NaN   8.60155        8.18437                 NaN   8.83677        43.6084        1.08462                 NaN   29.6842                 NaN
  1169.65        2500.00                 NaN            NaN            NaN   8.60156        8.18437                 NaN   8.83677        43.6084        1.08462                 NaN   29.6842                 NaN
  1168.11        2500.00                 NaN            NaN            NaN   8.60156        8.18437                 NaN   8.83677        43.6084        1.08462                 NaN   29.6842                 NaN
  1166.57        2500.00                 NaN            NaN            NaN   8.60145        8.18448                 NaN   8.83677        43.6085        1.08462                 NaN   29.6842                 NaN
  1165.03        2500.00                 NaN            NaN            NaN   8.60145        8.18447                 NaN   8.83677        43.6085        1.08462                 NaN   29.6842                 NaN
  1163.48        2500.00                 NaN            NaN            NaN   3.03810        13.9002                 NaN   9.05264        43.2547        1.04072                 NaN   29.7137                 NaN
  1161.94        2500.00                 NaN            NaN            NaN   3.03809        13.9002                 NaN   9.05264        43.2547        1.04072                 NaN   29.7137                 NaN
  1160.40        2500.00                 NaN            NaN            NaN   3.03810        13.9002                 NaN   9.05264        43.2547        1.04072                 NaN   29.7137                 NaN
  1158.86        2500.00                 NaN            NaN            NaN   3.03809        13.9002                 NaN   9.05264        43.2547        1.04072                 NaN   29.7137                 NaN
  1157.32        2500.00                 NaN            NaN            NaN   3.03809        13.9002                 NaN   9.05264        43.2547        1.04072                 NaN   29.7137                 NaN
  1155.77        2500.00                 NaN            NaN            NaN   3.03809        13.9002       0.168882E-005   9.05264        43.2547        1.04072                 NaN   29.7137                 NaN
  1154.23        2500.00                 NaN            NaN            NaN  0.785816        16.1763                 NaN   9.10156        43.1818        1.03321                 NaN   29.7213                 NaN
  1152.69        2500.00                 NaN            NaN            NaN  0.785816        16.1763                 NaN   9.10156        43.1818        1.03321                 NaN   29.7213                 NaN
  1151.15        2500.00                 NaN            NaN            NaN  0.785816        16.1763                 NaN   9.10156        43.1818        1.03321                 NaN   29.7213                 NaN
  1149.60        2500.00                 NaN            NaN            NaN  0.785816        16.1763                 NaN   9.10156        43.1818        1.03321                 NaN   29.7213                 NaN
  1148.06        2500.00                 NaN            NaN            NaN  0.785816        16.1763                 NaN   9.10156        43.1818        1.03321                 NaN   29.7213                 NaN
  1146.52        2500.00                 NaN            NaN            NaN  0.785816        16.1763                 NaN   9.10156        43.1818        1.03321                 NaN   29.7213                 NaN
  1144.98        2500.00                 NaN            NaN            NaN   16.1039       0.866609                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1143.43        2500.00                 NaN            NaN            NaN   16.1039       0.866609                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1141.89        2500.00                 NaN            NaN            NaN   16.1039       0.866609                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1140.35        2500.00                 NaN            NaN            NaN   16.1039       0.866609                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1138.81        2500.00                 NaN            NaN            NaN   16.1039       0.866609                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1137.27        2500.00                 NaN            NaN            NaN   16.1039       0.866610                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1135.72        2500.00                 NaN            NaN            NaN   16.1039       0.866610                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1134.18        2500.00                 NaN            NaN            NaN   16.1039       0.866610                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1132.64        2500.00                 NaN            NaN            NaN   16.1039       0.866610                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1131.10        2500.00                 NaN            NaN            NaN   16.1039       0.866610                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1129.55        2500.00                 NaN            NaN            NaN   16.1039       0.866610                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1128.01        2500.00                 NaN            NaN            NaN   16.1039       0.866610                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1126.47        2500.00                 NaN            NaN            NaN   16.1039       0.866610                 NaN   9.10664        43.1719        1.02990                 NaN   29.7210                 NaN
  1124.93        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1123.38        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1121.84        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1120.30        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1118.76        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1117.22        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1115.67        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1114.13        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1112.59        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1111.05        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1109.50        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1107.96        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1106.42        2500.00                 NaN            NaN            NaN   15.1259        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1104.88        2500.00                 NaN            NaN            NaN   15.1260        1.79242                 NaN   9.11537        43.2447        1.02349                 NaN   29.6980                 NaN
  1103.33        2500.00                 NaN            NaN            NaN  0.750136        16.2727                 NaN   9.15875        43.1260       0.980356                 NaN   29.7121                 NaN
  1101.79        2500.00                 NaN            NaN            NaN   15.2461        1.80507                 NaN   9.21445        43.0507       0.965491                 NaN   29.7182                 NaN
  1100.25        2500.00                 NaN            NaN            NaN  0.910036        16.1168                 NaN   9.16609        43.1154       0.978424                 NaN   29.7132                 NaN
  1098.71        2500.00                 NaN            NaN            NaN   16.0353       0.993783                 NaN   9.16983        43.1101       0.977369                 NaN   29.7136                 NaN
  1097.17        2500.00                 NaN            NaN            NaN   15.9678        1.06264                 NaN   9.17327        43.1054       0.976582                 NaN   29.7143                 NaN
  1095.62        2500.00                 NaN            NaN            NaN   15.8695        1.16275                 NaN   9.17647        43.1005       0.975849                 NaN   29.7149                 NaN
  1094.08        2500.00                 NaN            NaN            NaN   1.63600        15.4192                 NaN   9.21597        43.0433       0.965144                 NaN   29.7203                 NaN
  1092.54        2500.00                 NaN            NaN            NaN   1.63538        15.4198                 NaN   9.21596        43.0433       0.965144                 NaN   29.7203                 NaN
  1091.00        2500.00                 NaN            NaN            NaN   1.63546        15.4198                 NaN   9.21596        43.0433       0.965144                 NaN   29.7203                 NaN
  1089.45        2500.00                 NaN            NaN            NaN   1.61007        15.4450                 NaN   9.21543        43.0440       0.965125                 NaN   29.7203                 NaN
  1087.91        2500.00                 NaN            NaN            NaN   1.63561        15.4196                 NaN   9.21596        43.0433       0.965147                 NaN   29.7203                 NaN
  1086.37        2500.00                 NaN            NaN            NaN   1.61025        15.4449                 NaN   9.21543        43.0440       0.965125                 NaN   29.7203                 NaN
  1084.83        2500.00                 NaN            NaN            NaN   1.63586        15.4194                 NaN   9.21597        43.0433       0.965144                 NaN   29.7203                 NaN
  1083.28        2500.00                 NaN            NaN            NaN   1.62014        15.4350                 NaN   9.21564        43.0437       0.965132                 NaN   29.7203                 NaN
  1081.74        2500.00                 NaN            NaN            NaN   1.63593        15.4193                 NaN   9.21597        43.0433       0.965144                 NaN   29.7203                 NaN
  1080.20        2500.00                 NaN            NaN            NaN   1.61691        15.4382                 NaN   9.21557        43.0438       0.965130                 NaN   29.7203                 NaN
  1078.66        2500.00                 NaN            NaN            NaN   1.63450        15.4207                 NaN   9.21594        43.0434       0.965143                 NaN   29.7203                 NaN
  1077.12        2500.00                 NaN            NaN            NaN   1.60108        15.4540                 NaN   9.21524        43.0443       0.965118                 NaN   29.7203                 NaN
  1075.57        2500.00                 NaN            NaN            NaN   1.60111        15.4540                 NaN   9.21524        43.0443       0.965118                 NaN   29.7203                 NaN
  1074.03        2500.00                 NaN            NaN            NaN   1.60114        15.4539                 NaN   9.21524        43.0443       0.965118                 NaN   29.7203                 NaN
  1072.49        2500.00                 NaN            NaN            NaN   1.51530        15.5395                 NaN   9.21648        43.0436       0.964814                 NaN   29.7204                 NaN
  1070.95        2500.00                 NaN            NaN            NaN   1.51490        15.5399                 NaN   9.21650        43.0435       0.964812                 NaN   29.7204                 NaN
  1069.40        2500.00                 NaN            NaN            NaN   1.47072        15.5845                 NaN   9.21779        43.0411       0.964701                 NaN   29.7211                 NaN
  1067.86        2500.00                 NaN            NaN            NaN   1.47072        15.5845                 NaN   9.21779        43.0411       0.964701                 NaN   29.7211                 NaN
  1066.32        2500.00                 NaN            NaN            NaN   15.5853        1.47001                 NaN   9.21782        43.0411       0.964698                 NaN   29.7211                 NaN
  1064.78        2500.00                 NaN            NaN            NaN   14.6119        2.45377                 NaN   9.24133        43.0047       0.960606                 NaN   29.7277                 NaN
  1063.23        2500.00                 NaN            NaN            NaN   14.5629        2.50440                 NaN   9.24444        43.0000       0.959897                 NaN   29.7284                 NaN
  1061.69        2500.00                 NaN            NaN            NaN   2.55313        14.5159                 NaN   9.24756        42.9952       0.959179                 NaN   29.7290                 NaN
  1060.15        2500.00                 NaN            NaN            NaN   14.4706        2.60011                 NaN   9.25070        42.9904       0.958451                 NaN   29.7298                 NaN
  1058.61        2500.00                 NaN            NaN            NaN   14.4270        2.64541                 NaN   9.25385        42.9856       0.957716                 NaN   29.7305                 NaN
  1057.07        2500.00                 NaN            NaN            NaN   2.68914        14.3850                 NaN   9.25702        42.9807       0.956971                 NaN   29.7312                 NaN
  1055.52        2500.00                 NaN            NaN            NaN   2.73134        14.3446                 NaN   9.26019        42.9758       0.956218                 NaN   29.7319                 NaN
  1053.98        2500.00                 NaN            NaN            NaN   2.77210        14.3056                 NaN   9.26339        42.9708       0.955456                 NaN   29.7326                 NaN
  1052.44        2500.00                 NaN            NaN            NaN   2.81152        14.2680                 NaN   9.26659        42.9659       0.954687                 NaN   29.7333                 NaN
  1050.90        2500.00                 NaN            NaN            NaN   2.84962        14.2318                 NaN   9.26981        42.9609       0.953908                 NaN   29.7340                 NaN
  1049.35        2500.00                 NaN            NaN            NaN   2.88650        14.1967                 NaN   9.27304        42.9558       0.953122                 NaN   29.7348                 NaN
  1047.81        2500.00                 NaN            NaN            NaN   2.92222        14.1629                 NaN   9.27628        42.9507       0.952328                 NaN   29.7355                 NaN
  1046.27        2500.00                 NaN            NaN            NaN   2.95684        14.1302                 NaN   9.27954        42.9456       0.951526                 NaN   29.7363                 NaN
  1044.73        2500.00                 NaN            NaN            NaN   2.99037        14.0986                 NaN   9.28281        42.9405       0.950715                 NaN   29.7370                 NaN
  1043.18        2500.00                 NaN            NaN            NaN   3.02288        14.0681                 NaN   9.28608        42.9353       0.949892                 NaN   29.7378                 NaN
  1041.64        2500.00                 NaN            NaN            NaN   14.0295        3.06305                 NaN   9.28905        42.9307       0.949242                 NaN   29.7385                 NaN
  1040.10        2500.00                 NaN            NaN            NaN   3.10457        13.9896                 NaN   9.29196        42.9260       0.948608                 NaN   29.7393                 NaN
  1038.56        2500.00                 NaN            NaN            NaN   16.1447       0.234636                 NaN   9.15447        43.2428       0.977700                 NaN   29.6751       0.570503     
  1037.02        2500.00                 NaN            NaN            NaN   14.0264        3.07380                 NaN   9.30379        42.9103       0.945141                 NaN   29.7405                 NaN
  1035.47        2500.00                 NaN            NaN            NaN   14.1019        3.01185                 NaN   9.30791        42.8908       0.942706                 NaN   29.7449                 NaN
  1033.93        2500.00                 NaN            NaN            NaN   13.8749        3.22218                 NaN   9.30372        42.9122       0.947611                 NaN   29.7394                 NaN
  1032.39        2500.00                 NaN            NaN            NaN   13.8999        3.20098                 NaN   9.30880        42.9050       0.945420                 NaN   29.7399                 NaN
  1030.85        2500.00                 NaN            NaN            NaN   13.8887        3.21575                 NaN   9.31345        42.8974       0.943723                 NaN   29.7410                 NaN
  1029.30        2500.00                 NaN            NaN            NaN   13.8548        3.25194                 NaN   9.31632        42.8918       0.942936                 NaN   29.7421                 NaN
  1027.76        2500.00                 NaN            NaN            NaN   13.8882        3.22500                 NaN   9.32432        42.8797       0.939475                 NaN   29.7432                 NaN
  1026.22        2500.00                 NaN            NaN            NaN   13.8624        3.25439                 NaN   9.32856        42.8717       0.938306                 NaN   29.7447                 NaN
  1024.68        2500.00                 NaN            NaN            NaN   13.8602        3.26147                 NaN   9.33362        42.8623       0.936352                 NaN   29.7460                 NaN
  1023.13        2500.00                 NaN            NaN            NaN   3.30249        13.8216                 NaN   9.33575        42.8571       0.935839                 NaN   29.7472                 NaN
  1021.59        2500.00                 NaN            NaN            NaN   3.31144        13.8157                 NaN   9.33960        42.8503       0.934561                 NaN   29.7483                 NaN
  1020.05        2500.00                 NaN            NaN            NaN   13.8566        3.27451                 NaN   9.34455        42.8414       0.933191                 NaN   29.7498                 NaN
  1018.51        2500.00                 NaN            NaN            NaN   13.8409        3.29384                 NaN   9.34716        42.8350       0.931964                 NaN   29.7511                 NaN
  1016.97        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1015.42        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1013.88        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1012.34        2500.00                 NaN            NaN            NaN   12.4068        4.59192                 NaN   9.24247        43.0211       0.990705                 NaN   29.7470                 NaN
  1010.80        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1009.25        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1007.71        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1006.17        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1004.63        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1003.08        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1001.54        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   12.4068        4.59197                 NaN   9.24247        43.0211       0.990707                 NaN   29.7470                 NaN
