|6.6.6
Archiving\03_Data\eq/QFM_m0.5/EETA/EETA_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.2133       0.775591       0.111478E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2132       0.775658       0.111478E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2131       0.775726       0.111477E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2131       0.775793       0.111476E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2130       0.775860       0.111476E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2129       0.775928       0.111475E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2129       0.775995       0.111475E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2128       0.776063       0.111474E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2127       0.776131       0.111474E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2127       0.776198       0.111473E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2126       0.776266       0.111473E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2125       0.776333       0.111472E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2125       0.776401       0.111472E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2124       0.776468       0.111471E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2123       0.776536       0.111471E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2122       0.776604       0.111470E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2122       0.776672       0.111470E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2121       0.776739       0.111470E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2120       0.776807       0.111469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2120       0.776875       0.111469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2119       0.776942       0.111469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2118       0.777010       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2118       0.777078       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2117       0.777146       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2116       0.777214       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2116       0.777282       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2115       0.777349       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2114       0.777417       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2114       0.777485       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2113       0.777553       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2112       0.777621       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2112       0.777689       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2111       0.777757       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2110       0.777825       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2110       0.777893       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2109       0.777961       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2108       0.778029       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2108       0.778097       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.2107       0.778165       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.2106       0.778233       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.2106       0.778301       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.2105       0.778369       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.2104       0.778437       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.2103       0.778505       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.2103       0.778573       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.2102       0.778641       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.2101       0.778709       0.111467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.2101       0.778778       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.2100       0.778846       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.2099       0.778914       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.2099       0.778982       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.2098       0.779050       0.111468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.2097       0.779118       0.111469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.2097       0.779186       0.111469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.2096       0.779254       0.111469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.2095       0.779322       0.111469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.2095       0.779391       0.111470E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.2094       0.779459       0.111470E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2093       0.779526       0.111470E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2093       0.779595       0.111471E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.2092       0.779663       0.111471E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.2091       0.779731       0.111472E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.2091       0.779799       0.111472E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.2090       0.779867       0.111472E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.2089       0.779936       0.111473E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.2088       0.780004       0.111473E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.2088       0.780072       0.111474E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.2087       0.780140       0.111474E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.2086       0.780208       0.111475E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.0678       0.780281                 NaN  0.151960                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.0652       0.780350                 NaN  0.154494                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.0626       0.780419                 NaN  0.156974                 NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.0601       0.780488                 NaN  0.159453                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.0570       0.780557                 NaN  0.162489                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.0538       0.780626                 NaN  0.165526                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.0507       0.780695                 NaN  0.168563                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.0476       0.780764                 NaN  0.171601                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.0445       0.780833                 NaN  0.174639                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.0414       0.780902                 NaN  0.177677                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.0383       0.780971                 NaN  0.180716                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.0352       0.781040                 NaN  0.183756                 NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.0307       0.781110                 NaN  0.188161                 NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.0263       0.781179                 NaN  0.192567                 NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.0218       0.781248                 NaN  0.196973                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.0173       0.781317                 NaN  0.201380                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.0128       0.781387                 NaN  0.205788                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.0083       0.781456                 NaN  0.210196                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.0039       0.781526                 NaN  0.214606                 NaN            NaN            NaN            NaN            NaN
