|6.6.6
Archiving\03_Data\eqLP/QFM_m4.5/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1833.33        500.000        84.2788                 NaN  0.135740        14.8297       0.712902       0.428278E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        83.5859                 NaN  0.116990        15.5289       0.713191       0.550440E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        82.8924                 NaN  0.982255E-001   16.2286       0.713478       0.672702E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        82.1984                 NaN  0.794481E-001   16.9289       0.713763       0.795063E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        81.5039                 NaN  0.606575E-001   17.6296       0.714047       0.917522E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        80.8104                 NaN  0.392250E-001   18.3323       0.714316       0.103726                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        80.1165                 NaN  0.177786E-001   19.0354       0.714584       0.115708                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        79.4396                 NaN            NaN   19.7182       0.714863       0.127308                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        78.7931                 NaN            NaN   20.3538       0.715237       0.137955                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        78.1602                 NaN            NaN   20.9759       0.715603       0.148296                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        77.5268                 NaN            NaN   21.5986       0.715967       0.158648                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        76.8928                 NaN            NaN   22.2219       0.716330       0.169010                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        76.2582                 NaN            NaN   22.8457       0.716692       0.179383                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        75.6478                 NaN            NaN   23.4460       0.717042       0.189092                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        75.0369                 NaN            NaN   24.0469       0.717390       0.198810                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        74.4255                 NaN            NaN   24.6483       0.717737       0.208537                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        73.8135                 NaN            NaN   25.2501       0.718083       0.218274                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        73.2011                 NaN            NaN   25.8525       0.718427       0.228019                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        72.5881                 NaN            NaN   26.4553       0.718770       0.237774                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        71.9747                 NaN            NaN   27.0587       0.719112       0.247537                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        71.3607                 NaN            NaN   27.6625       0.719452       0.257310                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        70.7766                 NaN            NaN   28.2373       0.719777       0.266371                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        70.1920                 NaN            NaN   28.8125       0.720101       0.275441                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        69.6070                 NaN            NaN   29.3881       0.720424       0.284519                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        69.0215                 NaN            NaN   29.9642       0.720744       0.293604                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        68.4356                 NaN            NaN   30.5406       0.721064       0.302696                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        67.8493                 NaN            NaN   31.1175       0.721382       0.311796                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        67.2626                 NaN            NaN   31.6948       0.721699       0.320904                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        66.6754                 NaN            NaN   32.2725       0.722014       0.330019                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        66.1192                 NaN            NaN   32.8201       0.722313       0.338453                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        65.5625                 NaN            NaN   33.3680       0.722610       0.346894                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        65.0055                 NaN            NaN   33.9162       0.722906       0.355342                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        64.4482                 NaN            NaN   34.4648       0.723201       0.363795                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        63.8905                 NaN            NaN   35.0137       0.723494       0.372255                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        63.3325                 NaN            NaN   35.5630       0.723785       0.380721                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        62.7741                 NaN            NaN   36.1126       0.724075       0.389193                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        62.2154                 NaN            NaN   36.6626       0.724363       0.397671                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        61.6953                 NaN            NaN   37.1745       0.724631       0.405541                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        61.1750                 NaN            NaN   37.6867       0.724896       0.413417                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        60.6544                 NaN            NaN   38.1991       0.725161       0.421297                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        60.1335                 NaN            NaN   38.7119       0.725423       0.429183                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        59.6124                 NaN            NaN   39.2248       0.725684       0.437073                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        59.0910                 NaN            NaN   39.7381       0.725944       0.444968                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        58.5694                 NaN            NaN   40.2516       0.726202       0.452867                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        58.0475                 NaN            NaN   40.7653       0.726458       0.460772                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        57.5659                 NaN            NaN   41.2393       0.726694       0.468185                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        57.0841                 NaN            NaN   41.7134       0.726929       0.475603                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        56.6021                 NaN            NaN   42.1877       0.727162       0.483024                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        56.1199                 NaN            NaN   42.6623       0.727394       0.490449                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        55.6375                 NaN            NaN   43.1370       0.727624       0.497878                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        55.1550                 NaN            NaN   43.6119       0.727852       0.505311                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        54.6722                 NaN            NaN   44.0869       0.728079       0.512747                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        54.1893                 NaN            NaN   44.5622       0.728304       0.520186                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        53.7525                 NaN            NaN   44.9918       0.728507       0.527204                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        53.3155                 NaN            NaN   45.4215       0.728708       0.534225                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        52.8785                 NaN            NaN   45.8514       0.728909       0.541248                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        52.4413                 NaN            NaN   46.2814       0.729107       0.548274                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        52.0039                 NaN            NaN   46.7115       0.729304       0.555303                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        51.5665                 NaN            NaN   47.1417       0.729499       0.562335                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        51.1290                 NaN            NaN   47.5720       0.729693       0.569370                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        50.6913                 NaN            NaN   48.0024       0.729885       0.576407                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        50.3015                 NaN            NaN   48.3854       0.730056       0.583088                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        49.9116                 NaN            NaN   48.7684       0.730226       0.589771                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        49.5217                 NaN            NaN   49.1515       0.730394       0.596456                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        49.1317                 NaN            NaN   49.5346       0.730561       0.603144                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        48.7416                 NaN            NaN   49.9178       0.730726       0.609833                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        48.3515                 NaN            NaN   50.3011       0.730890       0.616525                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        47.9613                 NaN            NaN   50.6844       0.731052       0.623218                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        47.5711                 NaN            NaN   51.0678       0.731212       0.629913                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        47.2161                 NaN            NaN   51.4161       0.731359       0.636440                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        46.8611                 NaN            NaN   51.7645       0.731504       0.642970                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        46.5060                 NaN            NaN   52.1128       0.731648       0.649500                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        46.1510                 NaN            NaN   52.4612       0.731790       0.656033                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        45.8208                 NaN            NaN   52.7849       0.731911       0.662396                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        45.4906                 NaN            NaN   53.1087       0.732031       0.668760                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        45.1506                 NaN            NaN   53.4323       0.732176       0.675062       0.979225E-002            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        44.2818                 NaN            NaN   53.4924       0.732952       0.670759       0.822098                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        43.5387                 NaN            NaN   53.5252       0.733620       0.666223        1.53621                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        42.7943                 NaN            NaN   53.5581       0.734288       0.661678        2.25160                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        42.0487                 NaN            NaN   53.5909       0.734957       0.657124        2.96827                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        41.3018                 NaN            NaN   53.6238       0.735626       0.652562        3.68622                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        40.5536                 NaN            NaN   53.6566       0.736296       0.647990        4.40545                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        39.8042                 NaN            NaN   53.6895       0.736966       0.643410        5.12597                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        39.0535                 NaN            NaN   53.7223       0.737636       0.638822        5.84777                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        38.3014                 NaN            NaN   53.7552       0.738307       0.634224        6.57086                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        37.7104                 NaN            NaN   53.7703       0.738851       0.629072        7.15134                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        37.1186                 NaN            NaN   53.7854       0.739396       0.623913        7.73265                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        36.5260                 NaN            NaN   53.8005       0.739940       0.618745        8.31479                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        35.9326                 NaN            NaN   53.8156       0.740485       0.613570        8.89777                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        35.3384                 NaN            NaN   53.8306       0.741030       0.608387        9.48158                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        34.7433                 NaN            NaN   53.8457       0.741576       0.603196        10.0662                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        34.1475                 NaN            NaN   53.8607       0.742121       0.597997        10.6517                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        33.5509                 NaN            NaN   53.8757       0.742667       0.592790        11.2380                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        33.0595                 NaN            NaN   53.8812       0.743130       0.586921        11.7292                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        32.5675                 NaN            NaN   53.8868       0.743594       0.581044        12.2211                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        32.0750                 NaN            NaN   53.8923       0.744058       0.575160        12.7134                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        31.5820                 NaN            NaN   53.8978       0.744522       0.569268        13.2064                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        31.0884                 NaN            NaN   53.9033       0.744986       0.563369        13.7000                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        30.5942                 NaN            NaN   53.9087       0.745450       0.557462        14.1942                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        30.0994                 NaN            NaN   53.9141       0.745914       0.551548        14.6889                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        29.6041                 NaN            NaN   53.9195       0.746379       0.545627        15.1843                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        29.1809                 NaN            NaN   53.9211       0.746786       0.539020        15.6122                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        28.7573                 NaN            NaN   53.9226       0.747193       0.532406        16.0404                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        28.3333                 NaN            NaN   53.9242       0.747601       0.525785        16.4692                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        27.9088                 NaN            NaN   53.9256       0.748008       0.519156        16.8984                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        27.4840                 NaN            NaN   53.9271       0.748416       0.512520        17.3280                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        27.0587                 NaN            NaN   53.9286       0.748824       0.505878        17.7580                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        26.6330                 NaN            NaN   53.9300       0.749232       0.499227        18.1885                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        26.2069                 NaN            NaN   53.9314       0.749640       0.492570        18.6195                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        25.8308                 NaN            NaN   53.9330       0.750007       0.485275        19.0009                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        25.4543                 NaN            NaN   53.9346       0.750375       0.477973        19.3827                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        25.0775                 NaN            NaN   53.9362       0.750743       0.470663        19.7648                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        24.7004                 NaN            NaN   53.9378       0.751111       0.463347        20.1473                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        24.3230                 NaN            NaN   53.9394       0.751479       0.456024        20.5301                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        23.9452                 NaN            NaN   53.9409       0.751848       0.448693        20.9133                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        23.5671                 NaN            NaN   53.9425       0.752216       0.441356        21.2968                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        23.1887                 NaN            NaN   53.9440       0.752584       0.434011        21.6807                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        22.8359                 NaN            NaN   53.9471       0.752933       0.425986        22.0381                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        22.4827                 NaN            NaN   53.9502       0.753281       0.417954        22.3958                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        22.1293                 NaN            NaN   53.9533       0.753630       0.409915        22.7539                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        21.7756                 NaN            NaN   53.9563       0.753979       0.401868        23.1122                 NaN            NaN            NaN            NaN            NaN
  1445.51        500.000        21.3159                 NaN            NaN   53.9694       0.754448       0.398482        23.3670       0.194785                 NaN            NaN            NaN            NaN
  1442.31        500.000        20.7717                 NaN            NaN   53.9861       0.755018       0.400710        23.5133       0.573179                 NaN            NaN            NaN            NaN
  1439.10        500.000        20.2484                 NaN            NaN   53.9991       0.755570       0.403887        23.6532       0.939860                 NaN            NaN            NaN            NaN
  1435.90        500.000        19.7244                 NaN            NaN   54.0120       0.756123       0.407070        23.7933        1.30707                 NaN            NaN            NaN            NaN
  1432.69        500.000        19.2513                 NaN            NaN   54.0176       0.756631       0.412230        23.9187        1.64361                 NaN            NaN            NaN            NaN
  1429.49        500.000        18.7776                 NaN            NaN   54.0232       0.757140       0.417398        24.0441        1.98060                 NaN            NaN            NaN            NaN
  1426.28        500.000        18.3033                 NaN            NaN   54.0287       0.757648       0.422574        24.1698        2.31802                 NaN            NaN            NaN            NaN
  1423.08        500.000        17.8285                 NaN            NaN   54.0341       0.758156       0.427758        24.2956        2.65589                 NaN            NaN            NaN            NaN
  1419.87        500.000        17.3857                 NaN            NaN   54.0333       0.758638       0.434891        24.4134        2.97406                 NaN            NaN            NaN            NaN
  1416.67        500.000        16.9450                 NaN            NaN   54.0248       0.759118       0.444878        24.4439       0.106946        3.27537                 NaN            NaN            NaN
  1413.46        500.000        16.2652                 NaN            NaN   54.0588       0.759640       0.455438        24.2969       0.471147        3.52435       0.168606                 NaN            NaN
  1410.26        500.000        15.5431                 NaN            NaN   54.1124       0.760135       0.463638        24.1330        3.73835       0.852423       0.396916                 NaN            NaN
  1407.05        500.000        15.5426                 NaN            NaN   54.1127       0.760149       0.463654        24.1332        3.73837       0.852431       0.396943                 NaN            NaN
  1403.85        500.000        15.5421                 NaN            NaN   54.1130       0.760163       0.463671        24.1333        3.73839       0.852440       0.396969                 NaN            NaN
  1400.64        500.000        15.5415                 NaN            NaN   54.1132       0.760177       0.463687        24.1335        3.73841       0.852448       0.396996                 NaN            NaN
  1397.44        500.000        15.5410                 NaN            NaN   54.1135       0.760190       0.463704        24.1337        3.73843       0.852457       0.397023                 NaN            NaN
  1394.23        500.000        15.5405                 NaN            NaN   54.1138       0.760204       0.463720        24.1339        3.73845       0.852466       0.397049                 NaN            NaN
  1391.03        500.000        15.5399                 NaN            NaN   54.1141       0.760218       0.463737        24.1340        3.73847       0.852474       0.397076                 NaN            NaN
  1387.82        500.000        15.5394                 NaN            NaN   54.1143       0.760232       0.463753        24.1342        3.73850       0.852483       0.397102                 NaN            NaN
  1384.62        500.000        11.5404                 NaN            NaN   54.3960       0.762900       0.517683        23.1462        4.89080        3.02349        1.72246                 NaN            NaN
  1381.41        500.000        11.5401                 NaN            NaN   54.3961       0.762911       0.517700        23.1463        4.89081        3.02351        1.72257                 NaN            NaN
  1378.21        500.000        11.5398                 NaN            NaN   54.3962       0.762922       0.517716        23.1464        4.89082        3.02353        1.72268                 NaN            NaN
  1375.00        500.000        11.5394                 NaN            NaN   54.3963       0.762933       0.517732        23.1465        4.89083        3.02355        1.72278                 NaN            NaN
  1371.79        500.000        11.5391                 NaN            NaN   54.3963       0.762944       0.517749        23.1466        4.89084        3.02357        1.72289                 NaN            NaN
  1368.59        500.000        11.5388                 NaN            NaN   54.3964       0.762955       0.517765        23.1467        4.89085        3.02359        1.72300                 NaN            NaN
  1365.38        500.000        11.5384                 NaN            NaN   54.3965       0.762965       0.517781        23.1468        4.89085        3.02361        1.72311                 NaN            NaN
  1362.18        500.000        11.5381                 NaN            NaN   54.3966       0.762976       0.517797        23.1468        4.89086        3.02363        1.72322                 NaN            NaN
  1358.97        500.000        9.20257                 NaN            NaN   54.5410       0.764558       0.558370        22.5107        5.51262        4.33457        2.57561                 NaN            NaN
  1355.77        500.000        9.20237                 NaN            NaN   54.5409       0.764567       0.558387        22.5108        5.51262        4.33459        2.57576                 NaN            NaN
  1352.56        500.000        9.20216                 NaN            NaN   54.5409       0.764576       0.558403        22.5108        5.51263        4.33461        2.57592                 NaN            NaN
  1349.36        500.000        9.20196                 NaN            NaN   54.5409       0.764586       0.558419        22.5108        5.51263        4.33463        2.57608                 NaN            NaN
  1346.15        500.000        9.20175                 NaN            NaN   54.5408       0.764595       0.558436        22.5109        5.51263        4.33465        2.57624                 NaN            NaN
  1342.95        500.000        9.20155                 NaN            NaN   54.5408       0.764604       0.558452        22.5109        5.51263        4.33467        2.57639                 NaN            NaN
  1339.74        500.000        9.20134                 NaN            NaN   54.5407       0.764613       0.558468        22.5110        5.51263        4.33470        2.57655                 NaN            NaN
  1336.54        500.000        9.20113                 NaN            NaN   54.5407       0.764622       0.558484        22.5110        5.51263        4.33472        2.57671                 NaN            NaN
  1333.33        500.000        7.63530                 NaN            NaN   54.6154       0.765716       0.592755        22.0594        5.88851        5.24270        3.20022                 NaN            NaN
  1330.13        500.000        7.63518                 NaN            NaN   54.6153       0.765724       0.592771        22.0594        5.88851        5.24272        3.20041                 NaN            NaN
  1326.92        500.000        7.63505                 NaN            NaN   54.6152       0.765732       0.592788        22.0594        5.88850        5.24274        3.20060                 NaN            NaN
