|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1578.33        2500.00                 NaN   98.9727                 NaN            NaN  0.910524       0.116727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.83        2500.00                 NaN   99.4208                 NaN            NaN  0.513162       0.659962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.33        2500.00                 NaN   99.3789                 NaN            NaN  0.550510       0.705693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.82        2500.00                 NaN   99.4779                 NaN            NaN  0.464085       0.580188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.32        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.82        2500.00                 NaN   98.8767                 NaN            NaN   1.00296       0.120387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.32        2500.00                 NaN   99.4466                 NaN            NaN  0.489529       0.639129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        2500.00                 NaN   99.4506                 NaN            NaN  0.493067       0.563707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.31        2500.00                 NaN   99.4553                 NaN            NaN  0.481008       0.636611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        2500.00                 NaN   99.4599                 NaN            NaN  0.481056       0.590914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.31        2500.00                 NaN   99.4646                 NaN            NaN  0.477996       0.574371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.81        2500.00                 NaN   99.4691                 NaN            NaN  0.475021       0.558397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.30        2500.00                 NaN   99.4658                 NaN            NaN  0.479367       0.547859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        2500.00                 NaN   99.4814                 NaN            NaN  0.465772       0.528383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        2500.00                 NaN   99.4817                 NaN            NaN  0.463296       0.550204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        2500.00                 NaN   99.4881                 NaN            NaN  0.457633       0.543165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        2500.00                 NaN   99.4910                 NaN            NaN  0.456211       0.528196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        2500.00                 NaN   99.4946                 NaN            NaN  0.453161       0.522600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        2500.00                 NaN   99.4985                 NaN            NaN  0.450391       0.510880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        2500.00                 NaN   99.7916                 NaN            NaN  0.184270       0.241182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        2500.00                 NaN   99.0862                 NaN            NaN  0.835738       0.780162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        2500.00                 NaN   99.6302                 NaN            NaN  0.333423       0.363748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        2500.00                 NaN   99.4433                 NaN            NaN  0.502245       0.544320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        2500.00                 NaN   99.5884                 NaN            NaN  0.370379       0.412698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        2500.00                 NaN   99.5199                 NaN            NaN  0.433654       0.464390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00                 NaN   99.0889                 NaN            NaN  0.823452       0.876929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        2500.00                 NaN   99.9426                 NaN            NaN  0.212941E-001  0.361212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        2500.00                 NaN   99.3463                 NaN            NaN  0.598004       0.557292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        2500.00                 NaN   99.7407                 NaN            NaN  0.259134       0.191128E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        2500.00                 NaN   99.5410                 NaN            NaN  0.422118       0.368994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        2500.00                 NaN   99.5431                 NaN            NaN  0.413927       0.429270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        2500.00                 NaN   99.5448                 NaN            NaN  0.411989       0.431715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        2500.00                 NaN   99.5519                 NaN            NaN  0.406977       0.411557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        2500.00                 NaN   99.5522                 NaN            NaN  0.407525       0.402297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        2500.00                 NaN   99.5554                 NaN            NaN  0.405368       0.392097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        2500.00                 NaN   99.5590                 NaN            NaN  0.400878       0.401707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        2500.00                 NaN   99.5619                 NaN            NaN  0.400692       0.374436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        2500.00                 NaN   99.5647                 NaN            NaN  0.397963       0.373320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        2500.00                 NaN   99.5670                 NaN            NaN  0.396472       0.364924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        2500.00                 NaN   99.5711                 NaN            NaN  0.392581       0.362865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        2500.00                 NaN   99.9947                 NaN            NaN            NaN  0.525128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        2500.00                 NaN   99.1307                 NaN            NaN  0.810487       0.588317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        2500.00                 NaN   99.4643                 NaN            NaN  0.493171       0.424854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00                 NaN   99.8319                 NaN            NaN  0.154670       0.134502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        2500.00                 NaN   99.4662                 NaN            NaN  0.490893       0.429507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        2500.00                 NaN   99.5899                 NaN            NaN  0.377754       0.323622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        2500.00                 NaN   99.5896                 NaN            NaN  0.379441       0.309313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        2500.00                 NaN   99.6642                 NaN            NaN  0.309516       0.262618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        2500.00                 NaN   99.5215                 NaN            NaN  0.438619       0.339942E-001  0.590788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00                 NaN   99.5669                 NaN            NaN  0.299666E-001  0.203984       0.199176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        2500.00                 NaN   99.4323                 NaN            NaN  0.208277E-001            NaN  0.546830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        2500.00                 NaN   99.6264                 NaN            NaN            NaN            NaN  0.373589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        2500.00                 NaN   99.4116                 NaN            NaN            NaN            NaN  0.588413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        2500.00                 NaN   99.4680                 NaN            NaN            NaN            NaN  0.532035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        2500.00                 NaN   99.5281                 NaN            NaN  0.187500                 NaN  0.284393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        2500.00                 NaN   99.4962                 NaN            NaN            NaN            NaN  0.503752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        2500.00                 NaN   99.4947                 NaN            NaN            NaN            NaN  0.505270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        2500.00                 NaN   99.4984                 NaN            NaN  0.656423E-001            NaN  0.435920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        2500.00                 NaN   99.4956                 NaN            NaN            NaN            NaN  0.504367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        2500.00                 NaN   99.4941                 NaN            NaN            NaN            NaN  0.505881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        2500.00                 NaN   99.4932                 NaN            NaN            NaN            NaN  0.506760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00                 NaN   99.4930                 NaN            NaN            NaN            NaN  0.506978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        2500.00                 NaN   99.4917                 NaN            NaN            NaN            NaN  0.508293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        2500.00                 NaN   99.4929                 NaN            NaN            NaN            NaN  0.507142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        2500.00                 NaN   99.4897                 NaN            NaN            NaN            NaN  0.510276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00                 NaN   99.4872                 NaN            NaN            NaN            NaN  0.512786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        2500.00                 NaN   99.4856                 NaN            NaN            NaN            NaN  0.514351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.69        2500.00                 NaN   99.4830                 NaN            NaN            NaN            NaN  0.517011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.18        2500.00                 NaN   99.4758                 NaN            NaN            NaN            NaN  0.524226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.68        2500.00                 NaN   99.4722                 NaN            NaN            NaN            NaN  0.527816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        2500.00                 NaN   99.4639                 NaN            NaN            NaN            NaN  0.536116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.68        2500.00                 NaN   99.2427                 NaN            NaN            NaN            NaN  0.255997       0.501340                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.17        2500.00                 NaN   99.2446                 NaN            NaN            NaN            NaN  0.507997       0.247381                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00                 NaN   99.2499                 NaN            NaN            NaN            NaN  0.504667       0.245401                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.17        2500.00                 NaN   99.2568                 NaN            NaN            NaN            NaN  0.499788       0.243432                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.67        2500.00                 NaN   99.2630                 NaN            NaN            NaN            NaN  0.494461       0.242528                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.17        2500.00                 NaN   99.2686                 NaN            NaN            NaN            NaN  0.238937       0.492465                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.66        2500.00                 NaN   99.2759                 NaN            NaN            NaN            NaN  0.486919       0.237171                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.16        2500.00                 NaN   99.2811                 NaN            NaN            NaN            NaN  0.484498       0.234369                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00                 NaN   99.2873                 NaN            NaN            NaN            NaN  0.233144       0.479568                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00                 NaN   99.2924                 NaN            NaN            NaN            NaN  0.476038       0.231526                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.66        2500.00                 NaN   99.2977                 NaN            NaN            NaN            NaN  0.230442       0.471861                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.15        2500.00                 NaN   99.3048                 NaN            NaN            NaN            NaN  0.227382       0.467793                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.65        2500.00                 NaN   99.3099                 NaN            NaN            NaN            NaN  0.225997       0.464103                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.15        2500.00                 NaN   99.3145                 NaN            NaN            NaN            NaN  0.224056       0.461459                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.65        2500.00                 NaN   99.3207                 NaN            NaN            NaN            NaN  0.457507       0.221800                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.14        2500.00                 NaN   99.3243                 NaN            NaN            NaN            NaN  0.455050       0.220691                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.64        2500.00                 NaN   99.3553                 NaN            NaN            NaN            NaN  0.432521       0.212224                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.14        2500.00                 NaN   99.3098                 NaN            NaN            NaN            NaN  0.224514       0.465638                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.64        2500.00                 NaN   99.3407                 NaN            NaN            NaN            NaN  0.444097       0.215200                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.14        2500.00                 NaN   99.3451                 NaN            NaN            NaN            NaN  0.212663       0.442193                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.63        2500.00                 NaN   99.3496                 NaN            NaN            NaN            NaN  0.210895       0.439507                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.13        2500.00                 NaN   99.3537                 NaN            NaN            NaN            NaN  0.436557       0.209725                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.63        2500.00                 NaN   99.3579                 NaN            NaN            NaN            NaN  0.207905       0.434216                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00                 NaN   99.3637                 NaN            NaN            NaN            NaN  0.430082       0.206241                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.63        2500.00                 NaN   99.3675                 NaN            NaN            NaN            NaN  0.428232       0.204287                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.12        2500.00                 NaN   99.3338                 NaN            NaN            NaN            NaN  0.220954       0.426129                 NaN  0.191021E-001            NaN            NaN            NaN            NaN
  1432.62        2500.00                 NaN   98.2887                 NaN            NaN            NaN            NaN  0.442501       0.694202                 NaN  0.574634                 NaN            NaN            NaN            NaN
  1431.12        2500.00                 NaN   98.3112                 NaN            NaN            NaN            NaN  0.434727       0.686452                 NaN  0.567647                 NaN            NaN            NaN            NaN
  1429.62        2500.00                 NaN   98.3417                 NaN            NaN            NaN            NaN  0.673632       0.427510                 NaN  0.557117                 NaN            NaN            NaN            NaN
  1428.11        2500.00                 NaN   98.3738                 NaN            NaN            NaN            NaN  0.661211       0.418608                 NaN  0.546405                 NaN            NaN            NaN            NaN
  1426.61        2500.00                 NaN   98.4026                 NaN            NaN            NaN  0.315065E-003  0.650073       0.410220                 NaN  0.536835                 NaN            NaN            NaN            NaN
  1425.11        2500.00                 NaN   98.4246                 NaN            NaN            NaN  0.465811E-001  0.566903       0.423564                 NaN  0.538381                 NaN            NaN            NaN            NaN
  1423.61        2500.00                 NaN   98.4753                 NaN            NaN            NaN  0.172303       0.338649       0.467928                 NaN  0.545839                 NaN            NaN            NaN            NaN
  1422.11        2500.00                 NaN   98.4222                 NaN            NaN            NaN  0.177426       0.479360       0.356226                 NaN  0.564832                 NaN            NaN            NaN            NaN
  1420.60        2500.00                 NaN   98.4900                 NaN            NaN            NaN  0.172888       0.334743       0.460880                 NaN  0.541480                 NaN            NaN            NaN            NaN
  1419.10        2500.00                 NaN   98.5174                 NaN            NaN            NaN  0.171314       0.324701       0.454697                 NaN  0.531937                 NaN            NaN            NaN            NaN
  1417.60        2500.00                 NaN   98.5431                 NaN            NaN            NaN  0.170188       0.447933       0.315663                 NaN  0.523106                 NaN            NaN            NaN            NaN
  1416.10        2500.00                 NaN   98.5690                 NaN            NaN            NaN  0.168892       0.441590       0.306383                 NaN  0.514089                 NaN            NaN            NaN            NaN
  1414.59        2500.00                 NaN   98.5916                 NaN            NaN            NaN  0.168044       0.438869       0.294972                 NaN  0.506502                 NaN            NaN            NaN            NaN
  1413.09        2500.00                 NaN   98.6196                 NaN            NaN            NaN  0.166033       0.428969       0.289054                 NaN  0.496365                 NaN            NaN            NaN            NaN
  1411.59        2500.00                 NaN   98.6416                 NaN            NaN            NaN  0.165476       0.423820       0.280149                 NaN  0.488932                 NaN            NaN            NaN            NaN
  1410.09        2500.00                 NaN   98.6647                 NaN            NaN            NaN  0.164009       0.418153       0.272211                 NaN  0.480973                 NaN            NaN            NaN            NaN
  1408.59        2500.00                 NaN   98.6882                 NaN            NaN            NaN  0.162893       0.411949       0.264325                 NaN  0.472661                 NaN            NaN            NaN            NaN
  1407.08        2500.00                 NaN   98.7078                 NaN            NaN            NaN  0.163281       0.407161       0.255332                 NaN  0.466457                 NaN            NaN            NaN            NaN
  1405.58        2500.00                 NaN   98.7334                 NaN            NaN            NaN  0.143309       0.278698       0.391255                 NaN  0.453343                 NaN            NaN            NaN            NaN
  1404.08        2500.00                 NaN   98.7520                 NaN            NaN            NaN  0.175646       0.404544       0.214205                 NaN  0.453609                 NaN            NaN            NaN            NaN
  1402.58        2500.00                 NaN   98.7723                 NaN            NaN            NaN  0.158492       0.391203       0.234683                 NaN  0.443305                 NaN            NaN            NaN            NaN
  1401.08        2500.00                 NaN   98.7907                 NaN            NaN            NaN  0.157799       0.386422       0.227998                 NaN  0.437058                 NaN            NaN            NaN            NaN
  1399.57        2500.00                 NaN   98.8114                 NaN            NaN            NaN  0.155680       0.220830       0.382798                 NaN  0.429312                 NaN            NaN            NaN            NaN
  1398.07        2500.00                 NaN   98.8300                 NaN            NaN            NaN  0.155076       0.214652       0.377431                 NaN  0.422851                 NaN            NaN            NaN            NaN
  1396.57        2500.00                 NaN   98.8492                 NaN            NaN            NaN  0.153940       0.372054       0.208561                 NaN  0.416219                 NaN            NaN            NaN            NaN
  1395.07        2500.00                 NaN   98.8665                 NaN            NaN            NaN  0.153879       0.201045       0.368098                 NaN  0.410470                 NaN            NaN            NaN            NaN
  1393.56        2500.00                 NaN   98.8845                 NaN            NaN            NaN  0.150679       0.198765       0.362571                 NaN  0.403436                 NaN            NaN            NaN            NaN
  1392.06        2500.00                 NaN   98.9012                 NaN            NaN            NaN  0.150561       0.359797       0.190773                 NaN  0.397652                 NaN            NaN            NaN            NaN
  1390.56        2500.00                 NaN   98.9161                 NaN            NaN            NaN  0.149880       0.356158       0.185245                 NaN  0.392591                 NaN            NaN            NaN            NaN
  1389.06        2500.00                 NaN   98.9360                 NaN            NaN            NaN  0.148113       0.349777       0.180905                 NaN  0.385209                 NaN            NaN            NaN            NaN
  1387.56        2500.00                 NaN   98.9498                 NaN            NaN            NaN  0.147346       0.347405       0.175069                 NaN  0.380359                 NaN            NaN            NaN            NaN
  1386.05        2500.00                 NaN   98.9653                 NaN            NaN            NaN  0.145817       0.343659       0.170377                 NaN  0.374800                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.9810                 NaN            NaN            NaN  0.145265       0.339862       0.164673                 NaN  0.369204                 NaN            NaN            NaN            NaN
  1383.05        2500.00                 NaN   98.9933                 NaN            NaN            NaN  0.143836       0.160287       0.337577                 NaN  0.364950                 NaN            NaN            NaN            NaN
  1381.55        2500.00                 NaN   99.0133                 NaN            NaN            NaN  0.142416       0.332160       0.154861                 NaN  0.357306                 NaN            NaN            NaN            NaN
  1380.05        2500.00                 NaN   99.0245                 NaN            NaN            NaN  0.141677       0.329437       0.150891                 NaN  0.353516                 NaN            NaN            NaN            NaN
  1378.54        2500.00                 NaN   99.0390                 NaN            NaN            NaN  0.140176       0.147564       0.325088                 NaN  0.348196                 NaN            NaN            NaN            NaN
  1377.04        2500.00                 NaN   99.0513                 NaN            NaN            NaN  0.129776       0.163928       0.312481                 NaN  0.342466                 NaN            NaN            NaN            NaN
  1375.54        2500.00                 NaN   99.0081                 NaN            NaN            NaN  0.612936E-001  0.243442       0.318537                 NaN  0.355459       0.131385E-001            NaN            NaN            NaN
  1374.04        2500.00                 NaN   99.0179                 NaN            NaN            NaN  0.447517E-001  0.304441       0.268765                 NaN  0.350164       0.139491E-001            NaN            NaN            NaN
  1372.53        2500.00                 NaN   99.9566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.256012E-001  0.177635E-001            NaN            NaN            NaN
  1371.03        2500.00                 NaN   98.1390                 NaN            NaN            NaN  0.103354       0.597410       0.499374                 NaN  0.653880       0.696290E-002            NaN            NaN            NaN
  1369.53        2500.00                 NaN   99.0713                 NaN            NaN            NaN  0.558971E-001  0.293349       0.236471                 NaN  0.331556       0.114037E-001            NaN            NaN            NaN
  1368.03        2500.00                 NaN   99.0882                 NaN            NaN            NaN  0.591167E-001  0.289047       0.227439                 NaN  0.325614       0.105861E-001            NaN            NaN            NaN
  1366.53        2500.00                 NaN   99.1050                 NaN            NaN            NaN  0.627726E-001  0.285285       0.217438                 NaN  0.319756       0.979388E-002            NaN            NaN            NaN
  1365.02        2500.00                 NaN   99.1204                 NaN            NaN            NaN  0.666334E-001  0.207915       0.281499                 NaN  0.314581       0.893445E-002            NaN            NaN            NaN
  1363.52        2500.00                 NaN   99.0067                 NaN            NaN            NaN  0.807354E-001  0.225211       0.322860                 NaN  0.355183       0.934247E-002            NaN            NaN            NaN
  1362.02        2500.00                 NaN   99.2803                 NaN            NaN            NaN  0.621707E-001  0.234211       0.159769                 NaN  0.257233       0.631029E-002            NaN            NaN            NaN
  1360.52        2500.00                 NaN   99.1661                 NaN            NaN            NaN  0.770145E-001  0.272960       0.178928                 NaN  0.298389       0.664758E-002            NaN            NaN            NaN
  1359.02        2500.00                 NaN   99.1797                 NaN            NaN            NaN  0.808805E-001  0.271082       0.168720                 NaN  0.293681       0.589539E-002            NaN            NaN            NaN
  1357.51        2500.00                 NaN   99.1946                 NaN            NaN            NaN  0.848129E-001  0.268164       0.158898                 NaN  0.288487       0.506212E-002            NaN            NaN            NaN
  1356.01        2500.00                 NaN   99.2080                 NaN            NaN            NaN  0.876120E-001  0.265109       0.151221                 NaN  0.283673       0.436655E-002            NaN            NaN            NaN
  1354.51        2500.00                 NaN   99.2211                 NaN            NaN            NaN  0.915523E-001  0.263430       0.141193                 NaN  0.279127       0.360128E-002            NaN            NaN            NaN
  1353.01        2500.00                 NaN   99.2339                 NaN            NaN            NaN  0.957229E-001  0.132424       0.260173                 NaN  0.274980       0.283182E-002            NaN            NaN            NaN
  1351.50        2500.00                 NaN   99.2471                 NaN            NaN            NaN  0.985069E-001  0.122455       0.260082                 NaN  0.269732       0.212321E-002            NaN            NaN            NaN
  1350.00        2500.00                 NaN   99.2589                 NaN            NaN            NaN  0.102614       0.257938       0.113306                 NaN  0.265840       0.137022E-002            NaN            NaN            NaN
  1348.50        2500.00                 NaN   99.2707                 NaN            NaN            NaN  0.105907       0.255707       0.105299                 NaN  0.261710       0.636681E-003            NaN            NaN            NaN
  1347.00        2500.00                 NaN   99.2823                 NaN            NaN            NaN  0.108654       0.254784       0.967311E-001            NaN  0.257492       0.578594E-004            NaN            NaN            NaN
  1345.50        2500.00                 NaN   99.2909                 NaN            NaN            NaN  0.107342       0.252316       0.952480E-001            NaN  0.254161                 NaN            NaN            NaN            NaN
  1343.99        2500.00                 NaN   99.2996                 NaN            NaN            NaN  0.106087       0.250045       0.934148E-001            NaN  0.250895                 NaN            NaN            NaN            NaN
  1342.49        2500.00                 NaN   99.3084                 NaN            NaN            NaN  0.104279       0.247449       0.925164E-001            NaN  0.247402                 NaN            NaN            NaN            NaN
  1340.99        2500.00                 NaN   99.3146                 NaN            NaN            NaN  0.986105E-001  0.242519       0.990287E-001            NaN  0.244691       0.528025E-003            NaN            NaN            NaN
  1339.49        2500.00                 NaN   99.3249                 NaN            NaN            NaN  0.101076       0.914458E-001  0.241554                 NaN  0.240977                 NaN            NaN            NaN            NaN
  1337.98        2500.00                 NaN   99.3320                 NaN            NaN            NaN  0.995371E-001  0.907568E-001  0.239401                 NaN  0.238295                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.3419                 NaN            NaN            NaN  0.978987E-001  0.895688E-001  0.236243                 NaN  0.234397                 NaN            NaN            NaN            NaN
  1334.98        2500.00                 NaN   99.3488                 NaN            NaN            NaN  0.963290E-001  0.234149       0.889960E-001            NaN  0.231680                 NaN            NaN            NaN            NaN
  1333.48        2500.00                 NaN   99.3559                 NaN            NaN            NaN  0.944865E-001  0.893172E-001  0.231450                 NaN  0.228847                 NaN            NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.3637                 NaN            NaN            NaN  0.929619E-001  0.228699       0.887882E-001            NaN  0.225865                 NaN            NaN            NaN            NaN
  1330.47        2500.00                 NaN   99.3710                 NaN            NaN            NaN  0.911538E-001  0.225785       0.891804E-001            NaN  0.222918                 NaN            NaN            NaN            NaN
