|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1328.97        2500.00                 NaN   99.3773                 NaN            NaN            NaN  0.894463E-001  0.887370E-001  0.224094                 NaN  0.220469                 NaN            NaN            NaN            NaN
  1327.47        2500.00                 NaN   99.3859                 NaN            NaN            NaN  0.879537E-001  0.884279E-001  0.220643                 NaN  0.217056                 NaN            NaN            NaN            NaN
  1325.97        2500.00                 NaN   99.3913                 NaN            NaN            NaN  0.863440E-001  0.217799       0.894688E-001            NaN  0.215075                 NaN            NaN            NaN            NaN
  1324.47        2500.00                 NaN   99.3996                 NaN            NaN            NaN  0.844497E-001  0.877833E-001  0.216734                 NaN  0.211393                 NaN            NaN            NaN            NaN
  1322.96        2500.00                 NaN   99.4049                 NaN            NaN            NaN  0.820768E-001  0.908401E-001  0.212939                 NaN  0.209265                 NaN            NaN            NaN            NaN
  1321.46        2500.00                 NaN   99.4118                 NaN            NaN            NaN  0.808794E-001  0.210454       0.901730E-001            NaN  0.206735                 NaN            NaN            NaN            NaN
  1319.96        2500.00                 NaN   99.4181                 NaN            NaN            NaN  0.788351E-001  0.207762       0.912161E-001            NaN  0.204081                 NaN            NaN            NaN            NaN
  1318.46        2500.00                 NaN   99.4098                 NaN            NaN            NaN  0.565960E-001  0.163394       0.165952                 NaN  0.204279                 NaN            NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.4442                 NaN            NaN            NaN  0.958969E-001  0.180183E-001  0.245017                 NaN  0.196826                 NaN            NaN            NaN            NaN
  1315.45        2500.00                 NaN   94.8249                 NaN            NaN            NaN  0.330379       0.169343       0.849829                 NaN  0.765653                 NaN   3.05992                 NaN            NaN
  1313.95        2500.00                 NaN   71.6622                 NaN            NaN            NaN            NaN   3.34871        2.96014                 NaN   3.74289       0.253734        18.0323                 NaN            NaN
  1312.45        2500.00                 NaN   74.1349                 NaN            NaN            NaN            NaN   3.25444        2.45185                 NaN   3.44302       0.257519        16.4583                 NaN            NaN
  1310.95        2500.00                 NaN   78.2382                 NaN            NaN            NaN            NaN   2.04545        2.77400                 NaN   2.89823       0.211824        13.8323                 NaN            NaN
  1309.44        2500.00                 NaN   81.1839                 NaN            NaN            NaN            NaN   1.76468        2.42002                 NaN   2.50785       0.178276        11.9453                 NaN            NaN
  1307.94        2500.00                 NaN   83.3819                 NaN            NaN            NaN            NaN   2.15768        1.55310                 NaN   2.21673       0.152997        10.5376                 NaN            NaN
  1306.44        2500.00                 NaN   85.0753                 NaN            NaN            NaN            NaN   1.97020        1.37550                 NaN   1.99273       0.133523        9.45271                 NaN            NaN
  1304.94        2500.00                 NaN   86.4124                 NaN            NaN            NaN            NaN   1.83318        1.22417                 NaN   1.81621       0.117959        8.59608                 NaN            NaN
  1303.44        2500.00                 NaN   87.4813                 NaN            NaN            NaN            NaN   1.79565        1.03322                 NaN   1.67504       0.104924        7.90988                 NaN            NaN
  1301.93        2500.00                 NaN   88.3668                 NaN            NaN            NaN            NaN   2.63800                 NaN            NaN   1.55840       0.943097E-001   7.34248                 NaN            NaN
  1300.43        2500.00                 NaN   89.1095                 NaN            NaN            NaN            NaN   2.47656                 NaN            NaN   1.45909       0.855061E-001   6.86938                 NaN            NaN
  1298.93        2500.00                 NaN   89.7489                 NaN            NaN            NaN            NaN   2.33761                 NaN            NaN   1.37400       0.775192E-001   6.46201                 NaN            NaN
  1297.43        2500.00                 NaN   89.8720                 NaN            NaN            NaN            NaN   2.26918                 NaN            NaN   1.34940       0.829524E-001   6.42650                 NaN            NaN
  1295.92        2500.00                 NaN   5.06741        83.8314                 NaN            NaN            NaN  0.297587        2.07968                 NaN   1.50085       0.944186E-001   7.12864                 NaN            NaN
  1294.42        2500.00                 NaN   11.7505        76.1653                 NaN            NaN            NaN   1.64358       0.754534                 NaN   1.57826       0.113724        7.89155       0.102562                 NaN
  1292.92        2500.00                 NaN   77.9474                 NaN            NaN            NaN            NaN   2.64385        1.55945       0.311999E-004   2.82009       0.145228        14.3764       0.507521                 NaN
  1291.42        2500.00                 NaN   85.0659                 NaN            NaN            NaN            NaN   2.12952       0.711214       0.651728E-005   1.87583       0.944098E-001   9.78541       0.337702                 NaN
  1289.92        2500.00                 NaN   89.2384                 NaN            NaN            NaN            NaN   1.05012       0.393620       0.107040E-005   1.30204       0.120008        7.60579       0.289973                 NaN
  1288.41        2500.00                 NaN   44.3447                 NaN            NaN            NaN            NaN   10.4851                 NaN            NaN   6.59902       0.310846        37.0999        1.16046                 NaN
  1286.91        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1285.41        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.799293E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1283.91        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.237028E-005            NaN            NaN
  1282.41        2500.00                 NaN  100.0000       0.337540E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1280.90        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1279.40        2500.00                 NaN  100.0000       0.513433E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.157776E-005            NaN            NaN
  1277.90        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1276.40        2500.00                 NaN  100.0000       0.183498E-005  0.188763E-005            NaN            NaN            NaN            NaN            NaN  0.125379E-005            NaN  0.252483E-005            NaN            NaN
  1274.89        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.157827E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.39        2500.00       0.146198E-005  100.0000                 NaN            NaN            NaN            NaN  0.209740E-005            NaN            NaN  0.182758E-005            NaN  0.766371E-005            NaN            NaN
  1271.89        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.406007E-005            NaN            NaN            NaN            NaN  0.832644E-005  0.876273E-006            NaN
  1270.39        2500.00                 NaN   99.9998       0.397603E-004            NaN            NaN            NaN  0.303266E-004            NaN            NaN  0.168037E-004            NaN  0.809458E-004  0.289059E-005            NaN
  1268.89        2500.00                 NaN   34.0508                 NaN            NaN            NaN            NaN   15.3287                 NaN            NaN   8.32553                 NaN   41.0431        1.25193                 NaN
  1267.38        2500.00                 NaN   95.4415                 NaN            NaN            NaN            NaN  0.890168                 NaN            NaN  0.566057                 NaN   2.99239       0.109863                 NaN
  1265.88        2500.00                 NaN   95.9655                 NaN            NaN            NaN            NaN  0.315934       0.463828                 NaN  0.511022                 NaN   2.64872       0.950129E-001            NaN
  1264.38        2500.00                 NaN   88.2027                 NaN            NaN            NaN            NaN   1.72144       0.421277                 NaN   1.37279                 NaN   7.95818       0.323640                 NaN
  1262.88        2500.00                 NaN   99.7491                 NaN            NaN            NaN            NaN  0.856950E-001  0.219689E-003            NaN  0.515440E-001            NaN  0.881455E-001  0.252816E-001            NaN
  1261.38        2500.00                 NaN   99.0280                 NaN            NaN            NaN            NaN  0.189674                 NaN            NaN  0.109633                 NaN  0.672681                 NaN            NaN
  1259.87        2500.00                 NaN   99.9814                 NaN            NaN            NaN            NaN  0.922551E-002            NaN            NaN  0.257388E-002            NaN  0.628111E-002  0.552638E-003            NaN
  1258.37        2500.00                 NaN   99.2723                 NaN            NaN            NaN            NaN  0.156251                 NaN            NaN  0.900060E-001            NaN  0.466116       0.153240E-001            NaN
  1256.87        2500.00                 NaN   91.3589                 NaN            NaN            NaN            NaN   1.61476       0.717945E-003  0.179098E-005   1.10894                 NaN   5.70187       0.214791                 NaN
  1255.37        2500.00                 NaN   96.9794                 NaN            NaN            NaN            NaN  0.273318       0.135762                 NaN  0.350860                 NaN   2.20879       0.518621E-001            NaN
  1253.86        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.210614E-005            NaN            NaN            NaN            NaN  0.131142E-005            NaN            NaN
  1252.36        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.143683E-005            NaN  0.674612E-005            NaN            NaN
  1250.86        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1249.36        2500.00                 NaN   92.0745                 NaN            NaN            NaN            NaN   2.06966                 NaN            NaN  0.999563                 NaN   4.70001       0.156274                 NaN
  1247.86        2500.00                 NaN   97.3702                 NaN            NaN            NaN            NaN  0.417467                 NaN            NaN  0.315681                 NaN   1.83644       0.602038E-001            NaN
  1246.35        2500.00                 NaN   97.0274                 NaN            NaN            NaN            NaN  0.443034                 NaN            NaN  0.367813                 NaN   2.09388       0.679087E-001            NaN
  1244.85        2500.00                 NaN   98.7812                 NaN            NaN            NaN            NaN  0.533035                 NaN            NaN  0.170293                 NaN  0.501914       0.135876E-001            NaN
  1243.35        2500.00                 NaN   97.8753                 NaN            NaN            NaN            NaN  0.435158                 NaN            NaN  0.261345                 NaN   1.38470       0.434631E-001            NaN
  1241.85        2500.00                 NaN   98.4129                 NaN            NaN            NaN            NaN  0.343934                 NaN            NaN  0.222566                 NaN  0.976928       0.436573E-001            NaN
  1240.34        2500.00                 NaN   98.3974                 NaN            NaN            NaN            NaN  0.487397                 NaN            NaN  0.290079                 NaN  0.788063       0.370125E-001            NaN
  1238.84        2500.00                 NaN   97.3511                 NaN            NaN            NaN            NaN  0.359856                 NaN            NaN  0.217072                 NaN   2.04130       0.306537E-001            NaN
  1237.34        2500.00                 NaN   97.8565                 NaN            NaN            NaN            NaN  0.382340                 NaN            NaN  0.265445                 NaN   1.45257       0.431000E-001            NaN
  1235.84        2500.00                 NaN   98.9466                 NaN            NaN            NaN            NaN  0.198658                 NaN            NaN  0.132677                 NaN  0.701227       0.208397E-001            NaN
  1234.34        2500.00                 NaN   99.1498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.585192E-001            NaN  0.455653       0.102610E-001  0.325769     
  1232.83        2500.00                 NaN   69.2419                 NaN            NaN            NaN            NaN   2.70431       0.749650                 NaN   2.60760                 NaN   15.1057       0.257812        9.33300     
  1231.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4657                 NaN            NaN   8.02914                 NaN   47.0769       0.695822        33.7325     
  1229.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4785                 NaN            NaN   7.99388                 NaN   47.0952       0.692041        33.7404     
  1228.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.57349        8.88821                 NaN   7.96804                 NaN   47.1324       0.699240        33.7386     
  1226.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.56226        8.90276                 NaN   7.97145                 NaN   47.1246       0.698435        33.7405     
  1225.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.58731        8.87990                 NaN   7.97391                 NaN   47.1186       0.698010        33.7422     
  1223.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4855                 NaN            NaN   7.99151                 NaN   47.0806       0.694751        33.7476     
  1222.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5007                 NaN            NaN   8.00019                 NaN   47.0556       0.691161        33.7524     
  1220.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4794                 NaN            NaN   8.03769                 NaN   47.0472       0.692306        33.7434     
  1219.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5014                 NaN            NaN   8.00481                 NaN   47.0488       0.690728        33.7543     
  1217.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.873646E-001   8.07622        2.29251        8.04691                 NaN   47.0646       0.695250        33.7371     
  1216.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.24391        2.21335                 NaN   8.05002                 NaN   47.0595       0.694865        33.7383     
  1214.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4940                 NaN            NaN   8.00872                 NaN   47.0502       0.692025        33.7550     
  1213.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4832                 NaN            NaN   8.04419                 NaN   47.0323       0.691030        33.7492     
  1211.80        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.39661        2.06617                 NaN   8.04602                 NaN   47.0540       0.693839        33.7434     
  1210.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.40665        2.05653                 NaN   8.04681                 NaN   47.0518       0.693667        33.7445     
  1208.80        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.41665        2.04693                 NaN   8.04759                 NaN   47.0497       0.693494        33.7456     
  1207.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.42662        2.03737                 NaN   8.04838                 NaN   47.0476       0.693320        33.7467     
  1205.80        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5163                 NaN            NaN   8.03129                 NaN   47.0002       0.686088        33.7661     
  1204.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.44639        2.01844                 NaN   8.04995                 NaN   47.0433       0.692969        33.7490     
  1202.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.45618        2.00907                 NaN   8.05073                 NaN   47.0411       0.692792        33.7501     
  1201.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5221                 NaN            NaN   8.04053                 NaN   46.9829       0.684380        33.7701     
  1199.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5240                 NaN            NaN   8.04361                 NaN   46.9770       0.683799        33.7715     
  1198.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5292                 NaN            NaN   8.04877                 NaN   46.9659       0.682525        33.7737     
  1196.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5311                 NaN            NaN   8.05180                 NaN   46.9601       0.681955        33.7750     
  1195.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5082                 NaN            NaN   8.04061                 NaN   46.9968       0.685402        33.7690     
  1193.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5350                 NaN            NaN   8.05787                 NaN   46.9486       0.680804        33.7778     
  1192.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5342                 NaN            NaN   8.05910                 NaN   46.9473       0.680810        33.7785     
  1190.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5364                 NaN            NaN   8.06221                 NaN   46.9413       0.680197        33.7799     
  1189.27        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5385                 NaN            NaN   8.06533                 NaN   46.9353       0.679581        33.7813     
  1187.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5243                 NaN            NaN   8.05933                 NaN   46.9571       0.681695        33.7777     
  1186.27        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5450                 NaN            NaN   8.07309                 NaN   46.9193       0.677854        33.7847     
  1184.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4890       0.134580E-005            NaN   8.06408                 NaN   46.9895       0.688106        33.7693     
  1183.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.63782        2.88712                 NaN   8.04068                 NaN   46.9654       0.685842        33.7832     
  1181.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.72441        1.80406                 NaN   8.03347                 NaN   46.9665       0.685789        33.7858     
  1180.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5540                 NaN            NaN   8.08574                 NaN   46.8945       0.675298        33.7905     
  1178.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.09968        9.50270                 NaN   8.07092                 NaN   46.8249       0.686980        33.8148     
  1177.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5578                 NaN            NaN   8.09140                 NaN   46.8834       0.674162        33.7932     
  1175.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5022       0.405235E-003            NaN   8.07655                 NaN   46.9572       0.684930        33.7787     
  1174.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2561       0.248083                 NaN   8.07901                 NaN   46.9532       0.683793        33.7798     
  1172.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2775       0.227502                 NaN   8.08036                 NaN   46.9502       0.683514        33.7809     
  1171.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2994       0.206348                 NaN   8.08169                 NaN   46.9472       0.683235        33.7821     
  1169.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3225       0.184092                 NaN   8.08303                 NaN   46.9442       0.682956        33.7832     
  1168.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3462       0.161165                 NaN   8.08435                 NaN   46.9413       0.682677        33.7844     
  1166.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3705       0.137673                 NaN   8.08569                 NaN   46.9382       0.682393        33.7855     
  1165.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3889       0.120219                 NaN   8.08699                 NaN   46.9351       0.682078        33.7868     
  1163.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5700                 NaN            NaN   8.11453                 NaN   46.8410       0.670302        33.8042     
  1162.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4479       0.625011E-001            NaN   8.08959                 NaN   46.9294       0.681562        33.7890     
  1160.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4748       0.363746E-001            NaN   8.09088                 NaN   46.9265       0.681284        33.7901     
  1159.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5022       0.977543E-002            NaN   8.09216                 NaN   46.9236       0.681007        33.7913     
  1157.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5839                 NaN            NaN   8.12883                 NaN   46.8097       0.666491        33.8111     
  1156.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5123       0.180266E-002            NaN   8.09493                 NaN   46.9168       0.680337        33.7938     
  1154.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5153                 NaN            NaN   8.09621                 NaN   46.9134       0.680042        33.7951     
  1153.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4849       0.319744E-001            NaN   8.09797                 NaN   46.9092       0.679543        33.7964     
  1151.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5981                 NaN            NaN   8.14443                 NaN   46.7765       0.662771        33.8182     
  1150.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.18921        1.40470                 NaN   8.14219                 NaN   46.7822       0.663618        33.8181     
  1148.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.37937        1.21745                 NaN   8.14562                 NaN   46.7751       0.662811        33.8197     
  1147.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6042                 NaN            NaN   8.15286                 NaN   46.7596       0.661030        33.8223     
  1145.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6084                 NaN            NaN   8.15700                 NaN   46.7505       0.659918        33.8242     
  1144.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6065                 NaN            NaN   8.15728                 NaN   46.7513       0.660270        33.8247     
  1142.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6116                 NaN            NaN   8.16165                 NaN   46.7410       0.658893        33.8268     
  1141.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.10709        2.48849                 NaN   8.15181                 NaN   46.7659       0.662678        33.8240     
  1139.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6192                 NaN            NaN   8.16984                 NaN   46.7236       0.656947        33.8304     
  1138.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6076                 NaN            NaN   8.16383                 NaN   46.7405       0.659640        33.8285     
  1136.70        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6246                 NaN            NaN   8.17616                 NaN   46.7103       0.655459        33.8335     
  1135.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6169                 NaN            NaN   8.17107                 NaN   46.7219       0.657289        33.8329     
  1133.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.11726        3.48710                 NaN   8.16182                 NaN   46.7430       0.660155        33.8307     
  1132.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6214                 NaN            NaN   8.17765                 NaN   46.7096       0.655888        33.8355     
  1130.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6241                 NaN            NaN   8.18073                 NaN   46.7030       0.655174        33.8370     
  1129.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6384                 NaN            NaN   8.19204                 NaN   46.6766       0.651673        33.8412     
  1127.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.33318        3.28247                 NaN   8.17409                 NaN   46.7159       0.657217        33.8371     
  1126.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6443                 NaN            NaN   8.19838                 NaN   46.6627       0.650132        33.8445     
  1124.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6475                 NaN            NaN   8.20210                 NaN   46.6551       0.649245        33.8461     
  1123.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6453                 NaN            NaN   8.20138                 NaN   46.6570       0.649635        33.8466     
  1121.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6409                 NaN            NaN   8.19965                 NaN   46.6624       0.650578        33.8464     
  1120.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6560                 NaN            NaN   8.21156                 NaN   46.6348       0.646897        33.8508     
  1118.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6569                 NaN            NaN   8.21347                 NaN   46.6311       0.646584        33.8519     
  1117.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6622                 NaN            NaN   8.21827                 NaN   46.6202       0.645230        33.8541     
  1115.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6560                 NaN            NaN   8.21502                 NaN   46.6288       0.646604        33.8535     
  1114.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6561                 NaN            NaN   8.21625                 NaN   46.6267       0.646485        33.8545     
  1112.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6571       0.418561E-003            NaN   8.21841                 NaN   46.6224       0.646058        33.8557     
  1111.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6600       0.495418E-004            NaN   8.22151                 NaN   46.6159       0.645324        33.8571     
  1109.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.481704        10.1807       0.131610E-004   8.22407                 NaN   46.6105       0.644495        33.8586     
  1108.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.675369        9.98955       0.196182E-004   8.22697                 NaN   46.6043       0.643707        33.8601     
  1106.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.812744        9.86052       0.285790E-004   8.23371                 NaN   46.5886       0.641516        33.8629     
  1105.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.927930        9.74755       0.386206E-004   8.23641                 NaN   46.5829       0.640845        33.8643     
  1103.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.243048        10.4278                 NaN   8.23549                 NaN   46.5877       0.642071        33.8639     
  1102.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.483308        10.1894       0.783493E-004   8.23783                 NaN   46.5827       0.641390        33.8653     
  1100.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62930        7.05723                 NaN   8.24705                 NaN   46.5581       0.638477        33.8698     
  1099.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.68486        8.00863                 NaN   8.25235                 NaN   46.5451       0.636668        33.8724     
  1097.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.48040        3.20934                 NaN   8.25067                 NaN   46.5496       0.637505        33.8725     
  1096.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.47956        4.22273                 NaN   8.26193                 NaN   46.5241       0.634524        33.8771     
  1094.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7079                 NaN            NaN   8.26598                 NaN   46.5148       0.632999        33.8784     
  1093.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7136                 NaN            NaN   8.27122                 NaN   46.5027       0.631554        33.8810     
  1091.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7037                 NaN            NaN   8.26557                 NaN   46.5176       0.633929        33.8792     
  1090.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.46816        1.24635                 NaN   8.27464                 NaN   46.4971       0.630864        33.8828     
  1088.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3653       0.342689                 NaN   8.27091                 NaN   46.5065       0.632630        33.8819     
  1087.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7091                 NaN            NaN   8.27254                 NaN   46.5029       0.632346        33.8831     
  1085.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7143                 NaN            NaN   8.27728                 NaN   46.4923       0.630954        33.8852     
  1084.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.526371E-001   10.6773                 NaN   8.28971                 NaN   46.4640       0.626850        33.8894     
  1082.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.31632        9.40086       0.218476E-003   8.28091                 NaN   46.4842       0.629649        33.8879     
  1081.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.32891        9.39185       0.170784E-003   8.28542                 NaN   46.4760       0.628301        33.8893     
  1079.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7336                 NaN            NaN   8.29449                 NaN   46.4527       0.625735        33.8935     
  1078.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7341                 NaN            NaN   8.29566                 NaN   46.4500       0.625851        33.8944     
  1076.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82006        2.92173                 NaN   8.30162                 NaN   46.4359       0.623602        33.8971     
  1075.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.648618        10.0744       0.426485E-005   8.29289                 NaN   46.4659       0.626336        33.8919     
  1073.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.679397        10.0483       0.395619E-004   8.29696                 NaN   46.4561       0.625201        33.8940     
  1072.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.728337        10.0029       0.601396E-005   8.30079                 NaN   46.4481       0.624183        33.8957     
  1070.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.736171        9.99886       0.610914E-005   8.30397                 NaN   46.4402       0.623300        33.8975     
  1069.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.767237        9.97133       0.580217E-005   8.30733                 NaN   46.4324       0.622376        33.8993     
  1067.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.801390        9.94070       0.547411E-005   8.31051                 NaN   46.4249       0.621450        33.9010     
  1066.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.839731        9.90582       0.516900E-005   8.31401                 NaN   46.4171       0.620544        33.9027     
  1064.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.881706        9.86724       0.513384E-004   8.31729                 NaN   46.4096       0.619639        33.9045     
