|6.6.6
Archiving\03_Data\eq/QFM_m2.75/KHA22/KHA22_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7739       0.212334       0.137929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7739       0.212348       0.137932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.7738       0.212361       0.137935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.7738       0.212374       0.137938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.7738       0.212388       0.137941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.7738       0.212401       0.137944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7738       0.212415       0.137947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.7738       0.212428       0.137951E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.7738       0.212442       0.137954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.7737       0.212455       0.137957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.7737       0.212469       0.137960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.7737       0.212483       0.137964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.7737       0.212496       0.137967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.7737       0.212510       0.137970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.7737       0.212524       0.137974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.7737       0.212537       0.137977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.7737       0.212551       0.137980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.7736       0.212565       0.137984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.7736       0.212579       0.137987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.7736       0.212593       0.137991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.7736       0.212606       0.137994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.7736       0.212620       0.137998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.7736       0.212634       0.138002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5418       0.212677       0.129414E-001  0.232542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.7653       0.212786       0.100456E-001   1.01186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        98.0063       0.212893       0.714643E-002   1.77367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        97.2465       0.213000       0.424459E-002   2.53629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        96.5035       0.213104       0.134520E-002   3.28204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        95.8976       0.213193                 NaN   3.88922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        95.3737       0.213273                 NaN   4.41305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        94.8494       0.213352                 NaN   4.93730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        93.7405       0.117498                 NaN   5.89460       0.247411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        92.4601                 NaN            NaN   6.98924       0.550676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        91.8553                 NaN            NaN   7.59381       0.550934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        91.2499                 NaN            NaN   8.19890       0.551191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        90.6440                 NaN            NaN   8.80453       0.551447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        90.0376                 NaN            NaN   9.41068       0.551703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        89.4234                 NaN            NaN   10.0159       0.551968       0.869709E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        88.8082                 NaN            NaN   10.6183       0.552235       0.212812E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        88.1987                 NaN            NaN   11.2152       0.552499       0.336350E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        87.5885                 NaN            NaN   11.8127       0.552762       0.460007E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        86.9968                 NaN            NaN   12.3924       0.553020       0.577384E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        86.4045                 NaN            NaN   12.9727       0.553277       0.694871E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        85.8118                 NaN            NaN   13.5535       0.553533       0.812467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        85.2185                 NaN            NaN   14.1347       0.553788       0.930172E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        84.6247                 NaN            NaN   14.7164       0.554043       0.104799                 NaN            NaN            NaN            NaN            NaN            NaN
