|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1580.13        2500.00       0.778282E-002   99.7135       0.259371       0.193155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.68        2500.00       0.611923E-003   99.8599       0.121433       0.180210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.22        2500.00                 NaN   99.0067       0.887963       0.105334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00                 NaN   99.4397       0.500381       0.598967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.31        2500.00                 NaN   99.4440       0.493025       0.630081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        2500.00                 NaN   99.4491       0.496913       0.539759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.41        2500.00                 NaN   99.9919                 NaN  0.806086E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00                 NaN   99.9548                 NaN  0.451718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.50        2500.00                 NaN   98.4225        1.46536       0.112181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.04        2500.00                 NaN   99.4695       0.475766       0.546899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.59        2500.00                 NaN   99.4715       0.474312       0.542036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.14        2500.00                 NaN   99.4691       0.478270       0.526727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.68        2500.00                 NaN   99.3150       0.613112       0.718433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        2500.00                 NaN   99.8951       0.102597       0.231925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.77        2500.00                 NaN   99.2483       0.671338       0.803466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.32        2500.00                 NaN   99.4919       0.457694       0.503719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.87        2500.00                 NaN   99.4969       0.452953       0.501264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.41        2500.00                 NaN   99.4958       0.455840       0.483592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.96        2500.00                 NaN   99.5083       0.443212       0.484396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.50        2500.00                 NaN   99.5078       0.444761       0.474012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.05        2500.00                 NaN   99.5123       0.441108       0.466165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.60        2500.00                 NaN   99.8447       0.138983       0.162962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.14        2500.00                 NaN   99.1898       0.734294       0.758585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.69        2500.00                 NaN   99.5239       0.435505       0.405613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.23        2500.00                 NaN   99.5257       0.425712       0.486212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        2500.00                 NaN   99.8388       0.146840       0.143655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
