|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1466.72        2500.00                 NaN   99.1540                 NaN            NaN  0.326979       0.518991                 NaN            NaN            NaN            NaN            NaN
  1465.27        2500.00                 NaN   99.1643                 NaN  0.134622E-003  0.322655       0.512874                 NaN            NaN            NaN            NaN            NaN
  1463.81        2500.00                 NaN   98.7644                 NaN            NaN  0.476706       0.758859                 NaN            NaN            NaN            NaN            NaN
  1462.36        2500.00                 NaN   99.7783                 NaN            NaN  0.859686E-001  0.135738                 NaN            NaN            NaN            NaN            NaN
  1460.91        2500.00                 NaN   98.9867                 NaN            NaN  0.623236       0.390103                 NaN            NaN            NaN            NaN            NaN
  1459.45        2500.00                 NaN   99.1888                 NaN            NaN  0.312279       0.498963                 NaN            NaN            NaN            NaN            NaN
  1458.00        2500.00                 NaN   99.1933                 NaN            NaN  0.496720       0.310015                 NaN            NaN            NaN            NaN            NaN
  1456.54        2500.00                 NaN   99.1998                 NaN            NaN  0.493278       0.306915                 NaN            NaN            NaN            NaN            NaN
  1455.09        2500.00                 NaN   99.2026                 NaN            NaN  0.491758       0.305663                 NaN            NaN            NaN            NaN            NaN
  1453.64        2500.00                 NaN   99.2133                 NaN            NaN  0.301456       0.485291                 NaN            NaN            NaN            NaN            NaN
  1452.18        2500.00                 NaN   99.2168                 NaN            NaN  0.299399       0.483763                 NaN            NaN            NaN            NaN            NaN
  1450.73        2500.00                 NaN   99.2217                 NaN            NaN  0.297499       0.480837                 NaN            NaN            NaN            NaN            NaN
  1449.27        2500.00                 NaN   99.2276                 NaN            NaN  0.294646       0.477735                 NaN            NaN            NaN            NaN            NaN
  1447.82        2500.00                 NaN   99.2338                 NaN            NaN  0.474182       0.292043                 NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00                 NaN   98.7955                 NaN            NaN  0.749067       0.455398                 NaN            NaN            NaN            NaN            NaN
  1444.91        2500.00                 NaN   99.6867                 NaN            NaN  0.193752       0.119514                 NaN            NaN            NaN            NaN            NaN
  1443.46        2500.00                 NaN   99.0551                 NaN  0.172061E-003  0.375944       0.478058       0.907547E-001            NaN            NaN            NaN            NaN
  1442.00        2500.00                 NaN   98.0524                 NaN            NaN  0.531865       0.849223       0.566549                 NaN            NaN            NaN            NaN
  1440.55        2500.00                 NaN   98.0888                 NaN            NaN  0.833798       0.521566       0.555869                 NaN            NaN            NaN            NaN
  1439.10        2500.00                 NaN   98.1020                 NaN  0.133463       0.548739       0.643272       0.572493                 NaN            NaN            NaN            NaN
  1437.64        2500.00                 NaN   98.1303                 NaN  0.184338       0.560529       0.552661       0.572211                 NaN            NaN            NaN            NaN
  1436.19        2500.00                 NaN   98.1637                 NaN  0.182952       0.547760       0.543457       0.562122                 NaN            NaN            NaN            NaN
  1434.73        2500.00                 NaN   98.1969                 NaN  0.181653       0.534795       0.534249       0.552436                 NaN            NaN            NaN            NaN
  1433.28        2500.00                 NaN   98.2302                 NaN  0.179957       0.524948       0.522680       0.542210                 NaN            NaN            NaN            NaN
  1431.83        2500.00                 NaN   98.2631                 NaN  0.178649       0.517100       0.508921       0.532228                 NaN            NaN            NaN            NaN
  1430.37        2500.00                 NaN   98.2446                 NaN  0.189967       0.512548       0.509593       0.543281                 NaN            NaN            NaN            NaN
  1428.92        2500.00                 NaN   98.3646                 NaN  0.165151       0.497464       0.477012       0.495759                 NaN            NaN            NaN            NaN
  1427.46        2500.00                 NaN   98.3535                 NaN  0.174284       0.491141       0.475890       0.505183                 NaN            NaN            NaN            NaN
  1426.01        2500.00                 NaN   99.6816                 NaN  0.440084E-001  0.764775E-001  0.988237E-001  0.991311E-001            NaN            NaN            NaN            NaN
  1424.56        2500.00                 NaN   97.1185                 NaN  0.299935       0.880673       0.818172       0.882770                 NaN            NaN            NaN            NaN
  1423.10        2500.00                 NaN   98.6136                 NaN  0.327770       0.604266                 NaN  0.454359                 NaN            NaN            NaN            NaN
  1421.65        2500.00                 NaN   98.2823                 NaN  0.958991E-002  0.883661       0.326098       0.498344                 NaN            NaN            NaN            NaN
  1420.19        2500.00                 NaN   98.4864                 NaN  0.168665       0.425690       0.454143       0.465075                 NaN            NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.5120                 NaN  0.166358       0.417483       0.447374       0.456829                 NaN            NaN            NaN            NaN
  1417.29        2500.00                 NaN   98.5350                 NaN  0.165897       0.441184       0.407956       0.449977                 NaN            NaN            NaN            NaN
  1415.83        2500.00                 NaN   98.5590                 NaN  0.164405       0.434279       0.399440       0.442835                 NaN            NaN            NaN            NaN
  1414.38        2500.00                 NaN   98.5809                 NaN  0.163653       0.428408       0.391014       0.436072                 NaN            NaN            NaN            NaN
  1412.92        2500.00                 NaN   98.6024                 NaN  0.162818       0.382243       0.423055       0.429506                 NaN            NaN            NaN            NaN
  1411.47        2500.00                 NaN   98.6259                 NaN  0.161028       0.415765       0.375075       0.422229                 NaN            NaN            NaN            NaN
  1410.02        2500.00                 NaN   98.6452                 NaN  0.160518       0.410562       0.367335       0.416400                 NaN            NaN            NaN            NaN
  1408.56        2500.00                 NaN   98.6665                 NaN  0.159050       0.404386       0.360252       0.409845                 NaN            NaN            NaN            NaN
  1407.11        2500.00                 NaN   98.6861                 NaN  0.158214       0.398995       0.352767       0.403906                 NaN            NaN            NaN            NaN
  1405.65        2500.00                 NaN   98.7046                 NaN  0.157146       0.394313       0.345786       0.398109                 NaN            NaN            NaN            NaN
  1404.20        2500.00                 NaN   98.7244                 NaN  0.156041       0.339445       0.387967       0.392194                 NaN            NaN            NaN            NaN
  1402.75        2500.00                 NaN   98.7426                 NaN  0.155061       0.382524       0.333154       0.386625                 NaN            NaN            NaN            NaN
  1401.29        2500.00                 NaN   98.7613                 NaN  0.153955       0.326079       0.378003       0.380676                 NaN            NaN            NaN            NaN
  1399.84        2500.00                 NaN   98.7773                 NaN  0.153254       0.373876       0.319841       0.375683                 NaN            NaN            NaN            NaN
  1398.39        2500.00                 NaN   98.8295                 NaN  0.147730       0.368723       0.293903       0.360125                 NaN            NaN            NaN            NaN
  1396.93        2500.00                 NaN   98.7708                 NaN  0.155017       0.375588       0.321637       0.376942                 NaN            NaN            NaN            NaN
  1395.48        2500.00                 NaN   98.8275                 NaN  0.150493       0.359608       0.302186       0.360258                 NaN            NaN            NaN            NaN
  1394.02        2500.00                 NaN   97.7620                 NaN  0.314233       0.724615       0.511318       0.687804                 NaN            NaN            NaN            NaN
  1392.57        2500.00                 NaN   99.9016                 NaN  0.150023E-002  0.508631E-001  0.205532E-001  0.254845E-001            NaN            NaN            NaN            NaN
  1391.12        2500.00                 NaN   98.8772                 NaN  0.131181       0.309321       0.339879       0.342463                 NaN            NaN            NaN            NaN
  1389.66        2500.00                 NaN   98.8913                 NaN  0.146468       0.279788       0.341915       0.340503                 NaN            NaN            NaN            NaN
  1388.21        2500.00                 NaN   98.9061                 NaN  0.143650       0.277641       0.337081       0.335484                 NaN            NaN            NaN            NaN
  1386.75        2500.00                 NaN   98.9200                 NaN  0.143509       0.271460       0.333810       0.331269                 NaN            NaN            NaN            NaN
  1385.30        2500.00                 NaN   98.9354                 NaN  0.142387       0.266740       0.329012       0.326428                 NaN            NaN            NaN            NaN
  1383.85        2500.00                 NaN   98.9479                 NaN  0.141856       0.261931       0.325615       0.322707                 NaN            NaN            NaN            NaN
  1382.39        2500.00                 NaN   98.9632                 NaN  0.140462       0.257630       0.321124       0.317610                 NaN            NaN            NaN            NaN
  1380.94        2500.00                 NaN   98.9757                 NaN  0.139431       0.317439       0.253707       0.313767                 NaN            NaN            NaN            NaN
  1379.48        2500.00                 NaN   98.9886                 NaN  0.138506       0.249135       0.314038       0.309716                 NaN            NaN            NaN            NaN
  1378.03        2500.00                 NaN   99.0012                 NaN  0.137493       0.310444       0.245152       0.305730                 NaN            NaN            NaN            NaN
  1376.58        2500.00                 NaN   99.0128                 NaN  0.136474       0.306906       0.241647       0.302167                 NaN            NaN            NaN            NaN
  1375.12        2500.00                 NaN   99.0260                 NaN  0.135268       0.303445       0.237529       0.297749                 NaN            NaN            NaN            NaN
  1373.67        2500.00                 NaN   99.0375                 NaN  0.134301       0.234350       0.299559       0.294248                 NaN            NaN            NaN            NaN
  1372.21        2500.00                 NaN   99.0494                 NaN  0.133192       0.230506       0.296566       0.290348                 NaN            NaN            NaN            NaN
  1370.76        2500.00                 NaN   99.0592                 NaN  0.133246       0.225701       0.294205       0.287690                 NaN            NaN            NaN            NaN
  1369.31        2500.00                 NaN   99.0743                 NaN  0.130684       0.222923       0.290007       0.282121                 NaN            NaN            NaN            NaN
  1367.85        2500.00                 NaN   99.0831                 NaN  0.129291       0.221466       0.286675       0.279487                 NaN            NaN            NaN            NaN
  1366.40        2500.00                 NaN   99.0942                 NaN  0.129057       0.283215       0.217428       0.276081                 NaN            NaN            NaN            NaN
  1364.94        2500.00                 NaN   99.1041                 NaN  0.128582       0.281226       0.213175       0.272885                 NaN            NaN            NaN            NaN
  1363.49        2500.00                 NaN   99.1147                 NaN  0.126377       0.212436       0.276967       0.269494                 NaN            NaN            NaN            NaN
  1362.04        2500.00                 NaN   99.1267                 NaN  0.126297       0.273070       0.208084       0.265864                 NaN            NaN            NaN            NaN
  1360.58        2500.00                 NaN   99.1356                 NaN  0.123258       0.270803       0.207977       0.262411                 NaN            NaN            NaN            NaN
  1359.13        2500.00                 NaN   99.1449                 NaN  0.123178       0.203652       0.268620       0.259622                 NaN            NaN            NaN            NaN
  1357.67        2500.00                 NaN   99.1523                 NaN  0.123169       0.199455       0.267460       0.257588                 NaN            NaN            NaN            NaN
  1356.22        2500.00                 NaN   99.1661                 NaN  0.119534       0.200462       0.261560       0.252348                 NaN            NaN            NaN            NaN
  1354.77        2500.00                 NaN   99.1730                 NaN  0.119424       0.197266       0.259877       0.250419                 NaN            NaN            NaN            NaN
  1353.31        2500.00                 NaN   99.1820                 NaN  0.118164       0.256999       0.195305       0.247522                 NaN            NaN            NaN            NaN
  1351.86        2500.00                 NaN   99.1910                 NaN  0.117141       0.192759       0.254406       0.244653                 NaN            NaN            NaN            NaN
  1350.40        2500.00                 NaN   99.1992                 NaN  0.115705       0.191152       0.252087       0.241837                 NaN            NaN            NaN            NaN
  1348.95        2500.00                 NaN   99.2091                 NaN  0.114090       0.248581       0.189685       0.238563                 NaN            NaN            NaN            NaN
  1347.50        2500.00                 NaN   99.2174                 NaN  0.113091       0.245585       0.187971       0.235956                 NaN            NaN            NaN            NaN
  1346.04        2500.00                 NaN   99.2256                 NaN  0.111863       0.243488       0.185784       0.233228                 NaN            NaN            NaN            NaN
  1344.59        2500.00                 NaN   99.2335                 NaN  0.110326       0.185062       0.240512       0.230556                 NaN            NaN            NaN            NaN
  1343.13        2500.00                 NaN   99.2377                 NaN  0.111338       0.240948       0.180421       0.229627                 NaN            NaN            NaN            NaN
  1341.68        2500.00                 NaN   99.2529                 NaN  0.105204       0.233241       0.185003       0.223661                 NaN            NaN            NaN            NaN
  1340.23        2500.00                 NaN   99.2568                 NaN  0.106385       0.180935       0.232999       0.222857                 NaN            NaN            NaN            NaN
  1338.77        2500.00                 NaN   99.2655                 NaN  0.105656       0.229876       0.178737       0.220190                 NaN            NaN            NaN            NaN
  1337.32        2500.00                 NaN   99.2722                 NaN  0.102509       0.227310       0.180484       0.217523                 NaN            NaN            NaN            NaN
  1335.86        2500.00                 NaN   99.2793                 NaN  0.102170       0.225222       0.177855       0.215422                 NaN            NaN            NaN            NaN
  1334.41        2500.00                 NaN   99.2858                 NaN  0.101120       0.176741       0.222940       0.213387                 NaN            NaN            NaN            NaN
  1332.96        2500.00                 NaN   99.2942                 NaN  0.976310E-001  0.219251       0.178913       0.209989                 NaN            NaN            NaN            NaN
  1331.50        2500.00                 NaN   99.3001                 NaN  0.987550E-001  0.174360       0.217949       0.208842                 NaN            NaN            NaN            NaN
  1330.05        2500.00                 NaN   99.3089                 NaN  0.940833E-001  0.177844       0.214270       0.204879                 NaN            NaN            NaN            NaN
  1328.59        2500.00                 NaN   99.3149                 NaN  0.959828E-001  0.212907       0.172268       0.203980                 NaN            NaN            NaN            NaN
  1327.14        2500.00                 NaN   99.3222                 NaN  0.922001E-001  0.174757       0.210374       0.200483                 NaN            NaN            NaN            NaN
  1325.69        2500.00                 NaN   99.3277                 NaN  0.915900E-001  0.173584       0.208011       0.199067                 NaN            NaN            NaN            NaN
  1324.23        2500.00                 NaN   99.3341                 NaN  0.895293E-001  0.174230       0.205279       0.196817                 NaN            NaN            NaN            NaN
  1322.78        2500.00                 NaN   99.3403                 NaN  0.888211E-001  0.202290       0.173633       0.194948                 NaN            NaN            NaN            NaN
  1321.33        2500.00                 NaN   99.3466                 NaN  0.859082E-001  0.200107       0.174827       0.192567                 NaN            NaN            NaN            NaN
  1319.87        2500.00                 NaN   99.3527                 NaN  0.848536E-001  0.198178       0.173732       0.190542                 NaN            NaN            NaN            NaN
  1318.42        2500.00                 NaN   99.3586                 NaN  0.837877E-001  0.196356       0.172638       0.188626                 NaN            NaN            NaN            NaN
  1316.96        2500.00                 NaN   93.4068                 NaN  0.664800       0.240369        1.08310       0.901756        3.70315                 NaN            NaN            NaN
  1315.51        2500.00                 NaN   80.1502                 NaN   1.98377       0.250674        3.17165        2.48748        11.9562                 NaN            NaN            NaN
  1314.06        2500.00                 NaN   82.7083                 NaN   1.78608       0.225075E-001   2.91044        2.17577        10.3969                 NaN            NaN            NaN
  1312.60        2500.00                 NaN   84.5427                 NaN   1.61733        2.61909                 NaN   1.95319        9.26771                 NaN            NaN            NaN
  1311.15        2500.00                 NaN   86.4726                 NaN   1.38720        2.35817                 NaN   1.71593        8.06605                 NaN            NaN            NaN
  1309.69        2500.00                 NaN   87.6877                 NaN   1.26658        2.15753                 NaN   1.56880        7.31939                 NaN            NaN            NaN
  1308.24        2500.00                 NaN   88.8395                 NaN   1.15017        1.97146                 NaN   1.42781        6.61105                 NaN            NaN            NaN
  1306.79        2500.00                 NaN   89.8222                 NaN   1.05380        1.80868                 NaN   1.30732        6.00804                 NaN            NaN            NaN
  1305.33        2500.00                 NaN   90.6714                 NaN  0.971659        1.66677                 NaN   1.20298        5.48718                 NaN            NaN            NaN
  1303.88        2500.00                 NaN   91.3945                 NaN  0.916077        1.52243                 NaN   1.11455        5.05243                 NaN            NaN            NaN
  1302.42        2500.00                 NaN   92.0964                 NaN  0.832730        1.42947                 NaN   1.02666        4.61472                 NaN            NaN            NaN
  1300.97        2500.00                 NaN   92.6292                 NaN  0.781813        1.33935                 NaN  0.961500        4.28810                 NaN            NaN            NaN
  1299.52        2500.00                 NaN   93.1378                 NaN  0.733197        1.25283                 NaN  0.898761        3.97737                 NaN            NaN            NaN
  1298.06        2500.00                 NaN   93.6026                 NaN  0.689149        1.17280                 NaN  0.840850        3.69465                 NaN            NaN            NaN
  1296.61        2500.00                 NaN   94.0091                 NaN  0.648795        1.10671                 NaN  0.790560        3.44482                 NaN            NaN            NaN
  1295.15        2500.00                 NaN   94.3694                 NaN  0.612202        1.04992                 NaN  0.746021        3.22249                 NaN            NaN            NaN
  1293.70        2500.00                 NaN   91.0150                 NaN  0.766511        1.57559                 NaN   1.15328        5.12302       0.366635                 NaN            NaN
  1292.25        2500.00                 NaN   91.4752                 NaN  0.730576        1.48081                 NaN   1.09199        4.84870       0.372684                 NaN            NaN
  1290.79        2500.00                 NaN   92.2308                 NaN  0.681283        1.34033                 NaN  0.996130        4.41076       0.340662                 NaN            NaN
  1289.34        2500.00                 NaN   92.6627                 NaN  0.649591        1.26289                 NaN  0.940509        4.16042       0.323936                 NaN            NaN
  1287.88        2500.00                 NaN   93.6509                 NaN  0.569896        1.11308                 NaN  0.816059        3.57252       0.277580                 NaN            NaN
  1286.43        2500.00                 NaN   89.6158                 NaN  0.791830        1.56437                 NaN   1.44748        6.09556       0.484988                 NaN            NaN
  1284.98        2500.00                 NaN   98.8756                 NaN  0.265348       0.361882                 NaN  0.278381E-001  0.431718       0.376353E-001            NaN            NaN
  1283.52        2500.00                 NaN   95.0023                 NaN  0.474575       0.881005                 NaN  0.624005        2.80001       0.218058                 NaN            NaN
  1282.07        2500.00                 NaN   92.5095                 NaN  0.693862        1.32607                 NaN  0.996749        4.12585       0.347926                 NaN            NaN
  1280.61        2500.00                 NaN   98.2382                 NaN  0.179106       0.341121                 NaN  0.197135       0.992528       0.519384E-001            NaN            NaN
  1279.16        2500.00                 NaN   93.6178                 NaN  0.554815        1.30638                 NaN  0.827010        3.43151       0.262456                 NaN            NaN
  1277.71        2500.00                 NaN   97.6433                 NaN  0.268261       0.275728                 NaN  0.311200        1.38128       0.120233                 NaN            NaN
  1276.25        2500.00                 NaN   96.3852                 NaN  0.351714       0.668372                 NaN  0.468082        1.97128       0.155327                 NaN            NaN
  1274.80        2500.00       0.464983        93.0358                 NaN  0.348427        1.50401                 NaN  0.857593        3.78918                 NaN            NaN            NaN
  1273.34        2500.00       0.885862E-001   98.9413                 NaN  0.119034       0.130893                 NaN  0.131153       0.588990                 NaN            NaN            NaN
  1271.89        2500.00       0.333693        95.1925                 NaN  0.258006        1.00516                 NaN  0.581916        2.62872                 NaN            NaN            NaN
  1270.44        2500.00       0.386702        94.5278                 NaN  0.277271        1.10702                 NaN  0.666095        3.03512                 NaN            NaN            NaN
  1268.98        2500.00       0.692462E-001   99.3257                 NaN  0.632163E-001  0.127503                 NaN  0.799739E-001  0.334409                 NaN            NaN            NaN
  1267.53        2500.00       0.234968        96.6845                 NaN  0.185619       0.690178                 NaN  0.399940        1.80480                 NaN            NaN            NaN
