|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1329.30        2500.00        99.2919                 NaN            NaN            NaN  0.309437       0.157956                 NaN            NaN  0.237714       0.296334E-002            NaN            NaN            NaN
  1327.70        2500.00        99.2992                 NaN            NaN            NaN  0.310637       0.152841                 NaN            NaN  0.234780       0.250845E-002            NaN            NaN            NaN
  1326.10        2500.00        99.3085                 NaN            NaN            NaN  0.145940       0.312401                 NaN            NaN  0.231044       0.211231E-002            NaN            NaN            NaN
  1324.50        2500.00        99.3155                 NaN            NaN            NaN  0.139956       0.314424                 NaN            NaN  0.228363       0.175452E-002            NaN            NaN            NaN
  1322.91        2500.00        99.3238                 NaN            NaN            NaN  0.317194       0.132582                 NaN            NaN  0.225122       0.131748E-002            NaN            NaN            NaN
  1321.31        2500.00        99.3301                 NaN            NaN            NaN  0.319174       0.127092                 NaN            NaN  0.222579       0.103168E-002            NaN            NaN            NaN
  1319.71        2500.00        99.3387                 NaN            NaN            NaN  0.322572       0.119094                 NaN            NaN  0.219088       0.538518E-003            NaN            NaN            NaN
  1318.11        2500.00        99.3453                 NaN            NaN            NaN  0.112679       0.325192                 NaN            NaN  0.216578       0.207620E-003            NaN            NaN            NaN
  1316.51        2500.00        99.3526                 NaN            NaN            NaN  0.106379       0.327055                 NaN            NaN  0.213936                 NaN            NaN            NaN            NaN
  1314.91        2500.00        99.3589                 NaN            NaN            NaN  0.999494E-001  0.329492                 NaN            NaN  0.211633                 NaN            NaN            NaN            NaN
  1313.32        2500.00        99.3647                 NaN            NaN            NaN  0.332222       0.933439E-001            NaN            NaN  0.209697                 NaN            NaN            NaN            NaN
  1311.72        2500.00        85.5979                 NaN            NaN            NaN   1.73136        1.66631                 NaN            NaN   1.97236       0.107370        8.92472                 NaN            NaN
  1310.12        2500.00        82.3730                 NaN            NaN            NaN   1.99718        2.09155                 NaN            NaN   2.37361       0.124293        11.0404                 NaN            NaN
  1308.52        2500.00        85.0095                 NaN            NaN            NaN   3.51315                 NaN            NaN            NaN   2.02497       0.965922E-001   9.35582                 NaN            NaN
  1306.92        2500.00        86.9810                 NaN            NaN            NaN   3.08137                 NaN            NaN            NaN   1.76363       0.756006E-001   8.09844                 NaN            NaN
  1305.32        2500.00        88.5086                 NaN            NaN            NaN   2.74341                 NaN            NaN            NaN   1.55805       0.613786E-001   7.12858                 NaN            NaN
  1303.72        2500.00        89.7072                 NaN            NaN            NaN   2.48222                 NaN            NaN            NaN   1.40042       0.480488E-001   6.36208                 NaN            NaN
  1302.13        2500.00        90.6801                 NaN            NaN            NaN   2.26890                 NaN            NaN            NaN   1.27051       0.381429E-001   5.74234                 NaN            NaN
  1300.53        2500.00        91.4776                 NaN            NaN            NaN   2.09510                 NaN            NaN            NaN   1.16387       0.297401E-001   5.23370                 NaN            NaN
  1298.93        2500.00        92.1492                 NaN            NaN            NaN   1.94977                 NaN            NaN            NaN   1.07498       0.222263E-001   4.80384                 NaN            NaN
  1297.33        2500.00        92.7055                 NaN            NaN            NaN   1.82946                 NaN            NaN            NaN  0.999880       0.162267E-001   4.44894                 NaN            NaN
  1295.73        2500.00        93.1951                 NaN            NaN            NaN   1.72511                 NaN            NaN            NaN  0.934381       0.108095E-001   4.13463                 NaN            NaN
  1294.13        2500.00        93.5339                 NaN            NaN            NaN   1.64411                 NaN            NaN            NaN  0.901827                 NaN   3.92015                 NaN            NaN
  1292.53        2500.00        93.8528                 NaN            NaN            NaN   1.58081                 NaN            NaN            NaN  0.851469       0.595484E-002   3.70899                 NaN            NaN
  1290.94        2500.00        93.5457                 NaN            NaN            NaN   1.64968                 NaN            NaN            NaN  0.891047                 NaN   3.91356                 NaN            NaN
  1289.34        2500.00        95.3341                 NaN            NaN            NaN   1.24710                 NaN            NaN            NaN  0.641158                 NaN   2.77762                 NaN            NaN
  1287.74        2500.00        95.1992                 NaN            NaN            NaN   1.27224                 NaN            NaN            NaN  0.652107                 NaN   2.87650                 NaN            NaN
  1286.14        2500.00        91.5081                 NaN            NaN            NaN   1.88219                 NaN            NaN            NaN   1.13593       0.771332E-002   5.30074       0.165384                 NaN
  1284.54        2500.00        93.5556                 NaN            NaN            NaN   1.65760                 NaN            NaN            NaN  0.974273       0.698974E-002   3.69583       0.109692                 NaN
  1282.94        2500.00        94.5841                 NaN            NaN            NaN   1.17529                 NaN            NaN            NaN  0.707255                 NaN   3.42461       0.108740                 NaN
  1281.34        2500.00        93.4424                 NaN            NaN            NaN  0.547677        1.13954                 NaN            NaN  0.988258                 NaN   3.73131       0.150856                 NaN
  1279.75        2500.00        98.2367                 NaN            NaN            NaN  0.447225                 NaN            NaN            NaN  0.207545                 NaN   1.10196       0.658096E-002            NaN
  1278.15        2500.00        95.4056                 NaN            NaN            NaN   1.03509                 NaN            NaN            NaN  0.618968                 NaN   2.83284       0.107533                 NaN
  1276.55        2500.00        94.7680                 NaN            NaN            NaN   1.20714                 NaN            NaN            NaN  0.748633                 NaN   3.15566       0.120608                 NaN
  1274.95        2500.00        94.1204                 NaN            NaN            NaN   1.33415                 NaN            NaN            NaN  0.752039                 NaN   3.67434       0.119050                 NaN
  1273.35        2500.00        94.1448                 NaN            NaN            NaN   1.33588                 NaN            NaN            NaN  0.886141       0.586415E-002   3.46176       0.165522                 NaN
  1271.75        2500.00        96.8177                 NaN            NaN            NaN  0.416534       0.209412                 NaN            NaN  0.412670                 NaN   2.06032       0.833805E-001            NaN
  1270.15        2500.00        98.5089                 NaN            NaN            NaN  0.477717                 NaN            NaN            NaN  0.202183                 NaN  0.786146       0.250333E-001            NaN
  1268.56        2500.00        95.8958                 NaN            NaN            NaN   1.17580                 NaN            NaN            NaN  0.532696                 NaN   2.36397       0.316845E-001            NaN
  1266.96        2500.00        95.6561                 NaN            NaN            NaN  0.862724                 NaN            NaN            NaN  0.498640                 NaN   2.87894       0.103597                 NaN
  1265.36        2500.00        96.4569        2.14590                 NaN            NaN            NaN            NaN            NaN            NaN  0.350425                 NaN  0.982137       0.646383E-001            NaN
  1263.76        2500.00        95.5337                 NaN            NaN            NaN   1.60950                 NaN            NaN            NaN  0.547913                 NaN   2.28210       0.268205E-001            NaN
  1262.16        2500.00        96.6868                 NaN            NaN            NaN  0.774764                 NaN            NaN            NaN  0.453035                 NaN   2.01824       0.671773E-001            NaN
  1260.56        2500.00        97.0375                 NaN            NaN            NaN  0.694684                 NaN            NaN            NaN  0.413135                 NaN   1.79783       0.568167E-001            NaN
  1258.96        2500.00        96.2831                 NaN            NaN            NaN  0.654996                 NaN            NaN            NaN  0.445333                 NaN   2.52203       0.945067E-001            NaN
  1257.37        2500.00        97.5765                 NaN            NaN            NaN  0.751057                 NaN            NaN            NaN  0.383059                 NaN   1.25846       0.308869E-001            NaN
  1255.77        2500.00        97.4289                 NaN            NaN            NaN  0.560511                 NaN            NaN            NaN  0.315304                 NaN   1.63640       0.588548E-001            NaN
  1254.17        2500.00        94.9245                 NaN            NaN            NaN  0.547254       0.513401                 NaN            NaN  0.661661                 NaN   3.24265       0.110571                 NaN
  1252.57        2500.00        98.6657                 NaN            NaN            NaN  0.542237                 NaN            NaN            NaN  0.284095                 NaN  0.507317       0.696267E-003            NaN
  1250.97        2500.00        98.5086                 NaN            NaN            NaN  0.236913                 NaN            NaN            NaN  0.133720                 NaN   1.09403       0.267328E-001            NaN
  1249.37        2500.00        97.4262                 NaN            NaN            NaN  0.480205       0.100593                 NaN            NaN  0.395321                 NaN   1.55872       0.389223E-001            NaN
  1247.77        2500.00        92.6365                 NaN            NaN            NaN   1.52183       0.325161E-001            NaN            NaN  0.913319                 NaN   4.73353       0.162292                 NaN
  1246.18        2500.00        99.9876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.124030E-001            NaN            NaN            NaN            NaN
  1244.58        2500.00        99.0201                 NaN            NaN            NaN  0.292734                 NaN            NaN            NaN  0.132679                 NaN  0.544675       0.984318E-002            NaN
  1242.98        2500.00        98.6645                 NaN            NaN            NaN  0.628451       0.432998E-001            NaN            NaN  0.270765                 NaN  0.392973                 NaN            NaN
  1241.38        2500.00        98.5829                 NaN            NaN            NaN  0.317861                 NaN            NaN            NaN  0.145531                 NaN  0.942133       0.115584E-001            NaN
  1239.78        2500.00        98.2580                 NaN            NaN            NaN  0.387745                 NaN            NaN            NaN  0.236288                 NaN   1.08796       0.299795E-001            NaN
  1238.18        2500.00        97.8288                 NaN            NaN            NaN  0.470239                 NaN            NaN            NaN  0.270212                 NaN   1.39346       0.372455E-001            NaN
  1236.58        2500.00        98.3485                 NaN            NaN            NaN  0.425410                 NaN            NaN            NaN  0.235411                 NaN  0.950709       0.400161E-001            NaN
  1234.99        2500.00        98.1576                 NaN            NaN            NaN  0.104507       0.224559                 NaN            NaN  0.198027                 NaN   1.28919       0.260810E-001            NaN
  1233.39        2500.00        87.7898                 NaN            NaN            NaN   1.13761                 NaN            NaN            NaN  0.971926                 NaN   5.82959       0.135740        4.13532     
  1231.79        2500.00        30.1684                 NaN            NaN            NaN   7.69836                 NaN            NaN            NaN   5.74437                 NaN   32.9095       0.444026        23.0353     
  1230.19        2500.00                 NaN            NaN            NaN            NaN   10.8370                 NaN            NaN            NaN   8.10687                 NaN   46.7262       0.633122        33.6968     
  1228.59        2500.00                 NaN            NaN            NaN            NaN   10.8299                 NaN            NaN            NaN   8.10725                 NaN   46.7324       0.634506        33.6959     
  1226.99        2500.00                 NaN            NaN            NaN            NaN   10.8261                 NaN            NaN            NaN   8.10886                 NaN   46.7341       0.635196        33.6958     
  1225.40        2500.00                 NaN            NaN            NaN            NaN   10.8225                 NaN            NaN            NaN   8.11049                 NaN   46.7354       0.635833        33.6958     
  1223.80        2500.00                 NaN            NaN            NaN            NaN   10.8244                 NaN            NaN            NaN   8.11411                 NaN   46.7291       0.635217        33.6972     
  1222.20        2500.00                 NaN            NaN            NaN            NaN   10.8402                 NaN            NaN            NaN   8.12688                 NaN   46.6997       0.630936        33.7023     
  1220.60        2500.00                 NaN            NaN            NaN            NaN   10.8385                 NaN            NaN            NaN   8.12550                 NaN   46.7017       0.631696        33.7026     
  1219.00        2500.00                 NaN            NaN            NaN            NaN   10.8321                 NaN            NaN            NaN   8.12573                 NaN   46.7074       0.632959        33.7019     
  1217.40        2500.00                 NaN            NaN            NaN            NaN   10.8347                 NaN            NaN            NaN   8.12966                 NaN   46.7000       0.632188        33.7034     
  1215.80        2500.00                 NaN            NaN            NaN            NaN   10.8496                 NaN            NaN            NaN   8.13804                 NaN   46.6753       0.628671        33.7084     
  1214.21        2500.00                 NaN            NaN            NaN            NaN   10.8447                 NaN            NaN            NaN   8.13951                 NaN   46.6784       0.629565        33.7078     
  1212.61        2500.00                 NaN            NaN            NaN            NaN   10.8408                 NaN            NaN            NaN   8.14080                 NaN   46.6804       0.630278        33.7077     
  1211.01        2500.00                 NaN            NaN            NaN            NaN   10.8375                 NaN            NaN            NaN   8.14224                 NaN   46.6816       0.630862        33.7078     
  1209.41        2500.00                 NaN            NaN            NaN            NaN   10.8420                 NaN            NaN            NaN   8.14595                 NaN   46.6724       0.629679        33.7099     
  1207.81        2500.00                 NaN            NaN            NaN            NaN   10.8422                 NaN            NaN            NaN   8.14924                 NaN   46.6683       0.629478        33.7108     
  1206.21        2500.00                 NaN            NaN            NaN            NaN   10.8632                 NaN            NaN            NaN   8.16097                 NaN   46.6341       0.624543        33.7171     
  1204.61        2500.00                 NaN            NaN            NaN            NaN   10.8464                 NaN            NaN            NaN   8.15685                 NaN   46.6549       0.628174        33.7137     
  1203.02        2500.00                 NaN            NaN            NaN            NaN   10.8659                 NaN            NaN            NaN   8.16658                 NaN   46.6243       0.623587        33.7197     
  1201.42        2500.00                 NaN            NaN            NaN            NaN   10.8688                 NaN            NaN            NaN   8.17158                 NaN   46.6156       0.622746        33.7213     
  1199.82        2500.00                 NaN            NaN            NaN            NaN  0.100761        10.8061                 NaN            NaN   8.27577                 NaN   46.4865       0.608066        33.7228     
  1198.22        2500.00                 NaN            NaN            NaN            NaN   10.8727                 NaN            NaN            NaN   8.17883                 NaN   46.6029       0.621508        33.7241     
  1196.62        2500.00                 NaN            NaN            NaN            NaN   10.8743                 NaN            NaN            NaN   8.18231                 NaN   46.5970       0.620963        33.7254     
  1195.02        2500.00                 NaN            NaN            NaN            NaN   10.9061                 NaN            NaN            NaN   8.27491                 NaN   46.4849       0.608072        33.7260     
  1193.42        2500.00                 NaN            NaN            NaN            NaN   10.9058                 NaN            NaN            NaN   8.27498                 NaN   46.4842       0.608041        33.7270     
  1191.83        2500.00                 NaN            NaN            NaN            NaN  0.997103E-001   10.8056                 NaN            NaN   8.27578                 NaN   46.4831       0.607969        33.7279     
  1190.23        2500.00                 NaN            NaN            NaN            NaN   10.8675                 NaN            NaN            NaN   8.19296                 NaN   46.5907       0.621748        33.7270     
  1188.63        2500.00                 NaN            NaN            NaN            NaN   10.8785                 NaN            NaN            NaN   8.19718                 NaN   46.5741       0.619195        33.7310     
  1187.03        2500.00                 NaN            NaN            NaN            NaN   10.8836                 NaN            NaN            NaN   8.20225                 NaN   46.5631       0.617852        33.7332     
  1185.43        2500.00                 NaN            NaN            NaN            NaN   10.8880                 NaN            NaN            NaN   8.20670                 NaN   46.5534       0.616659        33.7352     
  1183.83        2500.00                 NaN            NaN            NaN            NaN   10.8921                 NaN            NaN            NaN   8.20991                 NaN   46.5445       0.616022        33.7374     
  1182.23        2500.00                 NaN            NaN            NaN            NaN   10.8902                 NaN            NaN            NaN   8.21348                 NaN   46.5430       0.615820        33.7376     
  1180.64        2500.00                 NaN            NaN            NaN            NaN  0.982441E-001   10.8048                 NaN            NaN   8.27578                 NaN   46.4784       0.607834        33.7350     
  1179.04        2500.00                 NaN            NaN            NaN            NaN   10.8914                 NaN            NaN            NaN   8.21881                 NaN   46.5348       0.615208        33.7397     
  1177.44        2500.00                 NaN            NaN            NaN            NaN   10.8835                 NaN            NaN            NaN   8.21679                 NaN   46.5440       0.617000        33.7387     
  1175.84        2500.00                 NaN            NaN            NaN            NaN   10.8854                 NaN            NaN            NaN   8.22078                 NaN   46.5375       0.616319        33.7400     
  1174.24        2500.00                 NaN            NaN            NaN            NaN   9.54062        1.36473                 NaN            NaN   8.23631                 NaN   46.5015       0.611302        33.7455     
  1172.64        2500.00                 NaN            NaN            NaN            NaN   10.8898                 NaN            NaN            NaN   8.22773                 NaN   46.5245       0.614980        33.7430     
  1171.04        2500.00                 NaN            NaN            NaN            NaN   9.66229        1.24733                 NaN            NaN   8.24226                 NaN   46.4896       0.609943        33.7485     
  1169.45        2500.00                 NaN            NaN            NaN            NaN   9.70916        1.20219                 NaN            NaN   8.24522                 NaN   46.4841       0.609408        33.7499     
  1167.85        2500.00                 NaN            NaN            NaN            NaN   9.74606        1.16716                 NaN            NaN   8.24803                 NaN   46.4786       0.608830        33.7513     
  1166.25        2500.00                 NaN            NaN            NaN            NaN   9.77167        1.14334                 NaN            NaN   8.25087                 NaN   46.4731       0.608256        33.7527     
  1164.65        2500.00                 NaN            NaN            NaN            NaN   9.79538        1.12154                 NaN            NaN   8.25375                 NaN   46.4675       0.607677        33.7541     
  1163.05        2500.00                 NaN            NaN            NaN            NaN   9.80401        1.11487                 NaN            NaN   8.25659                 NaN   46.4619       0.607084        33.7556     
  1161.45        2500.00                 NaN            NaN            NaN            NaN   9.81408        1.10650                 NaN            NaN   8.25942                 NaN   46.4566       0.606518        33.7569     
  1159.85        2500.00                 NaN            NaN            NaN            NaN   9.81528        1.10729                 NaN            NaN   8.26227                 NaN   46.4508       0.605916        33.7584     
  1158.26        2500.00                 NaN            NaN            NaN            NaN   9.80547        1.11910                 NaN            NaN   8.26510                 NaN   46.4452       0.605327        33.7598     
  1156.66        2500.00                 NaN            NaN            NaN            NaN   9.78990        1.13665                 NaN            NaN   8.26791                 NaN   46.4395       0.604746        33.7613     
  1155.06        2500.00                 NaN            NaN            NaN            NaN   9.76122        1.16717                 NaN            NaN   8.27066                 NaN   46.4341       0.604176        33.7627     
  1153.46        2500.00                 NaN            NaN            NaN            NaN   10.9207                 NaN            NaN            NaN   8.27110                 NaN   46.4406       0.605936        33.7616     
  1151.86        2500.00                 NaN            NaN            NaN            NaN   9.68943        1.24292                 NaN            NaN   8.27635                 NaN   46.4227       0.602971        33.7656     
  1150.26        2500.00                 NaN            NaN            NaN            NaN   9.63832        1.29602                 NaN            NaN   8.27914                 NaN   46.4171       0.602374        33.7670     
  1148.66        2500.00                 NaN            NaN            NaN            NaN   9.57992        1.35644                 NaN            NaN   8.28196                 NaN   46.4114       0.601762        33.7685     
  1147.07        2500.00                 NaN            NaN            NaN            NaN   10.9415                 NaN            NaN            NaN   8.29112                 NaN   46.3966       0.600443        33.7704     
  1145.47        2500.00                 NaN            NaN            NaN            NaN   9.43839        1.50200                 NaN            NaN   8.28758                 NaN   46.4001       0.600547        33.7714     
  1143.87        2500.00                 NaN            NaN            NaN            NaN   10.9531                 NaN            NaN            NaN   8.30188                 NaN   46.3726       0.597386        33.7751     
  1142.27        2500.00                 NaN            NaN            NaN            NaN   10.9564                 NaN            NaN            NaN   8.30586                 NaN   46.3645       0.596490        33.7768     
  1140.67        2500.00                 NaN            NaN            NaN            NaN   10.9589                 NaN            NaN            NaN   8.30934                 NaN   46.3578       0.595740        33.7783     
  1139.07        2500.00                 NaN            NaN            NaN            NaN   10.9618                 NaN            NaN            NaN   8.31309                 NaN   46.3503       0.594903        33.7799     
  1137.47        2500.00                 NaN            NaN            NaN            NaN   10.9471                 NaN            NaN            NaN   8.30598                 NaN   46.3713       0.598311        33.7773     
  1135.88        2500.00                 NaN            NaN            NaN            NaN   8.83090        2.12200                 NaN            NaN   8.30432                 NaN   46.3657       0.596829        33.7802     
  1134.28        2500.00                 NaN            NaN            NaN            NaN   10.9629                 NaN            NaN            NaN   8.31976                 NaN   46.3401       0.594241        33.7830     
  1132.68        2500.00                 NaN            NaN            NaN            NaN   4.43015        6.52694                 NaN            NaN   8.30981                 NaN   46.3543       0.595588        33.7832     
  1131.08        2500.00                 NaN            NaN            NaN            NaN   10.9757                 NaN            NaN            NaN   8.33121                 NaN   46.3143       0.590908        33.7879     
  1129.48        2500.00                 NaN            NaN            NaN            NaN   10.9795                 NaN            NaN            NaN   8.33541                 NaN   46.3055       0.589863        33.7897     
  1127.88        2500.00                 NaN            NaN            NaN            NaN   10.9822                 NaN            NaN            NaN   8.33882                 NaN   46.2986       0.589084        33.7913     
  1126.29        2500.00                 NaN            NaN            NaN            NaN   10.9852                 NaN            NaN            NaN   8.34241                 NaN   46.2911       0.588241        33.7930     
  1124.69        2500.00                 NaN            NaN            NaN            NaN   10.9883                 NaN            NaN            NaN   8.34611                 NaN   46.2836       0.587378        33.7946     
  1123.09        2500.00                 NaN            NaN            NaN            NaN   10.9912                 NaN            NaN            NaN   8.35007                 NaN   46.2760       0.586491        33.7962     
  1121.49        2500.00                 NaN            NaN            NaN            NaN   10.7932       0.980955E-001            NaN            NaN   8.27585                 NaN   46.4532       0.607103        33.7725     
  1119.89        2500.00                 NaN            NaN            NaN            NaN   10.8930                 NaN            NaN            NaN   8.27734                 NaN   46.4489       0.606687        33.7740     
  1118.29        2500.00                 NaN            NaN            NaN            NaN   10.8929                 NaN            NaN            NaN   8.27754                 NaN   46.4478       0.606619        33.7751     
  1116.69        2500.00                 NaN            NaN            NaN            NaN   10.8929                 NaN            NaN            NaN   8.27777                 NaN   46.4466       0.606539        33.7762     
  1115.10        2500.00                 NaN            NaN            NaN            NaN   10.8929                 NaN            NaN            NaN   8.27807                 NaN   46.4453       0.606445        33.7772     
  1113.50        2500.00                 NaN            NaN            NaN            NaN   10.8931       0.103830E-005            NaN            NaN   8.27844                 NaN   46.4438       0.606331        33.7784     
  1111.90        2500.00                 NaN            NaN            NaN            NaN   8.76846        2.20171                 NaN            NaN   8.33291                 NaN   46.3066       0.591157        33.7992     
  1110.30        2500.00                 NaN            NaN            NaN            NaN   9.23362        1.73865                 NaN            NaN   8.33483                 NaN   46.3015       0.590685        33.8007     
  1108.70        2500.00                 NaN            NaN            NaN            NaN   11.0198                 NaN            NaN            NaN   8.38202                 NaN   46.2068       0.579268        33.8121     
  1107.10        2500.00                 NaN            NaN            NaN            NaN   1.44430        9.57083                 NaN            NaN   8.37637                 NaN   46.2170       0.579883        33.8117     
  1105.50        2500.00                 NaN            NaN            NaN            NaN   10.0746       0.935233                 NaN            NaN   8.37191                 NaN   46.2258       0.580902        33.8116     
  1103.91        2500.00                 NaN            NaN            NaN            NaN   10.6115       0.400161                 NaN            NaN   8.37443                 NaN   46.2208       0.580269        33.8129     
  1102.31        2500.00                 NaN            NaN            NaN            NaN   11.0298                 NaN            NaN            NaN   8.39699                 NaN   46.1804       0.575487        33.8173     
  1100.71        2500.00                 NaN            NaN            NaN            NaN   11.0302                 NaN            NaN            NaN   8.39896                 NaN   46.1774       0.575223        33.8183     
  1099.11        2500.00                 NaN            NaN            NaN            NaN   10.5847       0.451083                 NaN            NaN   8.40340                 NaN   46.1664       0.573737        33.8207     
  1097.51        2500.00                 NaN            NaN            NaN            NaN   10.7533       0.133962                 NaN            NaN   8.27640                 NaN   46.4419       0.606672        33.7877     
  1095.91        2500.00                 NaN            NaN            NaN            NaN   11.0390                 NaN            NaN            NaN   8.40774                 NaN   46.1568       0.572909        33.8235     
  1094.31        2500.00                 NaN            NaN            NaN            NaN   11.0420                 NaN            NaN            NaN   8.41085                 NaN   46.1498       0.572119        33.8252     
  1092.72        2500.00                 NaN            NaN            NaN            NaN   11.0454                 NaN            NaN            NaN   8.41440                 NaN   46.1420       0.571219        33.8269     
  1091.12        2500.00                 NaN            NaN            NaN            NaN   11.0493                 NaN            NaN            NaN   8.41854                 NaN   46.1332       0.570175        33.8288     
  1089.52        2500.00                 NaN            NaN            NaN            NaN   11.0539                 NaN            NaN            NaN   8.42345                 NaN   46.1230       0.568947        33.8307     
  1087.92        2500.00                 NaN            NaN            NaN            NaN   11.0662                 NaN            NaN            NaN   8.43439                 NaN   46.0993       0.565691        33.8345     
  1086.32        2500.00                 NaN            NaN            NaN            NaN   11.0587                 NaN            NaN            NaN   8.43061                 NaN   46.1095       0.567551        33.8336     
  1084.72        2500.00                 NaN            NaN            NaN            NaN   11.0609                 NaN            NaN            NaN   8.43326                 NaN   46.1038       0.566910        33.8351     
  1083.12        2500.00                 NaN            NaN            NaN            NaN   3.73475        7.33545                 NaN            NaN   8.43867                 NaN   46.0881       0.564546        33.8385     
  1081.53        2500.00                 NaN            NaN            NaN            NaN   5.37445        5.69744                 NaN            NaN   8.44004                 NaN   46.0841       0.564176        33.8398     
  1079.93        2500.00                 NaN            NaN            NaN            NaN   8.94484        2.13447                 NaN            NaN   8.44739                 NaN   46.0691       0.561968        33.8422     
  1078.33        2500.00                 NaN            NaN            NaN            NaN   7.91965        3.15915                 NaN            NaN   8.44833                 NaN   46.0678       0.562049        33.8430     
  1076.73        2500.00                 NaN            NaN            NaN            NaN   10.0974       0.985914                 NaN            NaN   8.45158                 NaN   46.0589       0.561006        33.8452     
  1075.13        2500.00                 NaN            NaN            NaN            NaN   10.9650       0.125963                 NaN            NaN   8.46188                 NaN   46.0411       0.558585        33.8475     
  1073.53        2500.00                 NaN            NaN            NaN            NaN   11.0018                 NaN            NaN            NaN   8.39661                 NaN   46.1969       0.577523        33.8272     
  1071.93        2500.00                 NaN            NaN            NaN            NaN   11.0959                 NaN            NaN            NaN   8.46796                 NaN   46.0280       0.557389        33.8508     
  1070.34        2500.00                 NaN            NaN            NaN            NaN   9.87062        1.20860                 NaN            NaN   8.45244                 NaN   46.0584       0.561012        33.8489     
  1068.74        2500.00                 NaN            NaN            NaN            NaN   8.26013        2.82879                 NaN            NaN   8.46275                 NaN   46.0373       0.558841        33.8522     
  1067.14        2500.00                 NaN            NaN            NaN            NaN   7.51254        3.57843                 NaN            NaN   8.46432                 NaN   46.0326       0.558429        33.8536     
  1065.54        2500.00                 NaN            NaN            NaN            NaN   6.68118        4.41341                 NaN            NaN   8.46663                 NaN   46.0255       0.557856        33.8554     
  1063.94        2500.00                 NaN            NaN            NaN            NaN   4.24048        6.87724                 NaN            NaN   8.48779                 NaN   45.9820       0.551697        33.8608     
  1062.34        2500.00                 NaN            NaN            NaN            NaN   6.46764        4.63471                 NaN            NaN   8.47473                 NaN   46.0082       0.555580        33.8591     
  1060.74        2500.00                 NaN            NaN            NaN            NaN  0.955840        7.92154        2.20617                 NaN   8.46062                 NaN   46.0401       0.559437        33.8563     
  1059.15        2500.00                 NaN            NaN            NaN            NaN   7.00003        4.10716                 NaN            NaN   8.48008                 NaN   45.9963       0.554237        33.8622     
  1057.55        2500.00                 NaN            NaN            NaN            NaN   7.13870        3.97187                 NaN            NaN   8.48355                 NaN   45.9886       0.553317        33.8640     
  1055.95        2500.00                 NaN            NaN            NaN            NaN   7.26914        3.84487                 NaN            NaN   8.48708                 NaN   45.9808       0.552383        33.8657     
  1054.35        2500.00                 NaN            NaN            NaN            NaN   7.39198        3.72551                 NaN            NaN   8.49065                 NaN   45.9730       0.551435        33.8675     
  1052.75        2500.00                 NaN            NaN            NaN            NaN   7.76775        3.35386                 NaN            NaN   8.49517                 NaN   45.9636       0.550239        33.8694     
  1051.15        2500.00                 NaN            NaN            NaN            NaN   1.28735        8.35542        1.46311                 NaN   8.48556                 NaN   45.9896       0.552600        33.8664     
  1049.55        2500.00                 NaN            NaN            NaN            NaN   9.09600        2.04941                 NaN            NaN   8.51790                 NaN   45.9168       0.543897        33.8759     
  1047.96        2500.00                 NaN            NaN            NaN            NaN   10.2033       0.953758       0.134038E-003            NaN   8.52973                 NaN   45.8933       0.540337        33.8795     
  1046.36        2500.00                 NaN            NaN            NaN            NaN   11.1731       0.835446E-003            NaN            NaN   8.54444                 NaN   45.8618       0.536009        33.8838     
  1044.76        2500.00                 NaN            NaN            NaN            NaN   8.67806        2.48134                 NaN            NaN   8.52631                 NaN   45.8911       0.540704        33.8825     
  1043.16        2500.00                 NaN            NaN            NaN            NaN   4.19367        6.98003                 NaN            NaN   8.54185                 NaN   45.8618       0.536910        33.8857     
  1041.56        2500.00                 NaN            NaN            NaN            NaN   1.55488        4.81785        4.76821                 NaN   8.50681                 NaN   45.9250       0.546385        33.8809     
  1039.96        2500.00                 NaN            NaN            NaN            NaN   1.61253        4.32905        5.20074                 NaN   8.50949                 NaN   45.9202       0.545849        33.8822     
  1038.37        2500.00                 NaN            NaN            NaN            NaN   1.77574        9.42177                 NaN            NaN   8.56234                 NaN   45.8155       0.530738        33.8939     
  1036.77        2500.00                 NaN            NaN            NaN            NaN   2.78633        3.42377        4.95314                 NaN   8.53157                 NaN   45.8769       0.539847        33.8885     
  1035.17        2500.00                 NaN            NaN            NaN            NaN   11.2004                 NaN            NaN            NaN   8.56363                 NaN   45.8089       0.530363        33.8967     
  1033.57        2500.00                 NaN            NaN            NaN            NaN   11.2095                 NaN            NaN            NaN   8.57478                 NaN   45.7891       0.527364        33.8992     
  1031.97        2500.00                 NaN            NaN            NaN            NaN  0.394260        10.8006                 NaN            NaN   8.56393                 NaN   45.8130       0.531211        33.8970     
  1030.37        2500.00                 NaN            NaN            NaN            NaN   1.79761        9.40362                 NaN            NaN   8.56732                 NaN   45.8019       0.529803        33.8997     
  1028.77        2500.00                 NaN            NaN            NaN            NaN   2.60683        6.04302        2.54934                 NaN   8.56530                 NaN   45.8046       0.530442        33.9005     
