|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1637.82        2500.00        99.7841                 NaN  0.388165E-001  0.177065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.22        2500.00        98.8862                 NaN  0.969796       0.143963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        98.8983                 NaN  0.958982       0.142746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1633.02        2500.00        98.9035                 NaN  0.957167       0.139335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.43        2500.00        98.9286                 NaN  0.933028       0.138359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.83        2500.00        99.3773                 NaN  0.546948       0.757254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.23        2500.00        98.5033                 NaN   1.30177       0.194956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.63        2500.00        98.9598                 NaN  0.906638       0.133515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.03        2500.00        98.9714                 NaN  0.896888       0.131724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.43        2500.00        98.9796                 NaN  0.890894       0.129533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.83        2500.00        98.9935                 NaN  0.878775       0.127763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.24        2500.00        99.0018                 NaN  0.870965       0.127192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.64        2500.00        99.0162                 NaN  0.853547       0.130296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.04        2500.00        99.0255                 NaN  0.856903       0.117631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.44        2500.00        99.0343                 NaN  0.844753       0.120925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1613.84        2500.00        99.0440                 NaN  0.836440       0.119525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.24        2500.00        99.0546                 NaN  0.827798       0.117587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.64        2500.00        99.0642                 NaN  0.818065       0.117771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.05        2500.00        99.0742                 NaN  0.811363       0.114464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.45        2500.00        99.0829                 NaN  0.804381       0.112689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.85        2500.00        99.0926                 NaN  0.795894       0.111547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.25        2500.00        99.1015                 NaN  0.788473       0.110032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.65        2500.00        99.1099                 NaN  0.781944       0.108146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        2500.00        99.1174                 NaN  0.775704       0.106866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.45        2500.00        99.1294                 NaN  0.765115       0.105444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1597.86        2500.00        99.1291                 NaN  0.769513       0.101387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.26        2500.00        99.1478                 NaN  0.750003       0.102175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        2500.00        99.1518                 NaN  0.746957       0.101257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.06        2500.00        99.1620                 NaN  0.737906       0.100124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.46        2500.00        99.1680                 NaN  0.734213       0.978160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.86        2500.00        99.1670                 NaN  0.732505       0.100486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.27        2500.00        98.4171                 NaN   1.39923       0.183661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.67        2500.00        99.9737                 NaN  0.175228E-001  0.877940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.07        2500.00        99.1986                 NaN  0.714509       0.869303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.47        2500.00        99.2057                 NaN  0.702425       0.919132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.87        2500.00        99.2128                 NaN  0.697034       0.901575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.27        2500.00        99.2205                 NaN  0.690147       0.893242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.67        2500.00        99.2247                 NaN  0.686812       0.884698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.08        2500.00        99.2356                 NaN  0.677798       0.866499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.48        2500.00        99.2411                 NaN  0.673165       0.857450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.88        2500.00        99.2466                 NaN  0.669681       0.837046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.28        2500.00        99.4908                 NaN  0.452912       0.562600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.68        2500.00        99.0207                 NaN  0.872753       0.106575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.08        2500.00        99.2654                 NaN  0.641817       0.928126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.48        2500.00        99.2715                 NaN  0.662936       0.655797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.89        2500.00        99.5263                 NaN  0.422204       0.515329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.29        2500.00        99.0352                 NaN  0.863045       0.101803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.69        2500.00        99.2894                 NaN  0.635112       0.754728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.09        2500.00        99.2256                 NaN  0.692762       0.816707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.49        2500.00        99.3716                 NaN  0.562187       0.662456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.89        2500.00        99.3067                 NaN  0.621285       0.720585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.29        2500.00        99.3119                 NaN  0.617566       0.704851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.70        2500.00        99.3169                 NaN  0.614039       0.690613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.10        2500.00        99.3216                 NaN  0.610977       0.673879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.50        2500.00        99.3283                 NaN  0.604499       0.672098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.90        2500.00        98.6060                 NaN   1.25001       0.144003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.30        2500.00        99.9340                 NaN  0.598947E-001  0.606380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.70        2500.00        99.8147                 NaN  0.167751       0.175489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.10        2500.00        99.0155                 NaN  0.889394       0.951387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.51        2500.00        99.3530                 NaN  0.584421       0.626109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.91        2500.00        99.3574                 NaN  0.579827       0.627927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.31        2500.00        99.3611                 NaN  0.581630       0.573139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.71        2500.00        99.3657                 NaN  0.576233       0.581114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.11        2500.00        99.3669                 NaN  0.578738       0.544080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.51        2500.00        99.3734                 NaN  0.570798       0.558294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.91        2500.00        99.3777                 NaN  0.568322       0.539711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.32        2500.00        99.3824                 NaN  0.563846       0.537315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.72        2500.00        99.3871                 NaN  0.559999       0.528707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.12        2500.00        99.3903                 NaN  0.557103       0.526294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.52        2500.00        99.3950                 NaN  0.554869       0.501175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.92        2500.00        99.3972                 NaN  0.554019       0.487320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.32        2500.00        99.3714                 NaN  0.433474       0.357277E-001  0.159446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00        99.2448                 NaN  0.333058E-001            NaN  0.721930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.13        2500.00        99.2438                 NaN            NaN            NaN  0.756195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.53        2500.00        99.2441                 NaN            NaN  0.131109E-005  0.755914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.93        2500.00        99.2434                 NaN            NaN            NaN  0.756586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.33        2500.00        99.2447                 NaN            NaN            NaN  0.755286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.73        2500.00        99.2446                 NaN            NaN  0.508969E-003  0.754936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.13        2500.00        99.2430                 NaN            NaN            NaN  0.756976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.53        2500.00        99.2405                 NaN            NaN            NaN  0.759515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.94        2500.00        98.8799                 NaN            NaN  0.144097       0.975981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.34        2500.00        99.6345                 NaN            NaN            NaN  0.365481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.74        2500.00        99.2347                 NaN            NaN            NaN  0.765347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.14        2500.00        99.2303                 NaN            NaN            NaN  0.769668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.54        2500.00        99.2259                 NaN            NaN            NaN  0.774071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.94        2500.00        99.3935                 NaN            NaN            NaN  0.606546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.35        2500.00        99.0355                 NaN            NaN            NaN  0.964531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2011                 NaN            NaN            NaN  0.798946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.15        2500.00        99.1894                 NaN            NaN            NaN  0.810623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.55        2500.00        99.1704                 NaN            NaN            NaN  0.829561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.95        2500.00        99.1447                 NaN            NaN            NaN  0.152762E-001  0.839976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.35        2500.00        98.7753                 NaN            NaN            NaN  0.351663       0.873029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.75        2500.00        98.7850                 NaN            NaN            NaN  0.337883       0.877074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.16        2500.00        98.7925                 NaN            NaN            NaN  0.872605       0.334898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.56        2500.00        98.8010                 NaN            NaN            NaN  0.331584       0.867432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.96        2500.00        98.8155                 NaN            NaN            NaN  0.854739       0.329738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.36        2500.00        98.8246                 NaN            NaN            NaN  0.850015       0.325373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.76        2500.00        98.8347                 NaN            NaN            NaN  0.842482       0.322855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.16        2500.00        98.8405                 NaN            NaN            NaN  0.836118       0.323387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.56        2500.00        98.8533                 NaN            NaN            NaN  0.824703       0.321985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.97        2500.00        98.8685                 NaN            NaN            NaN  0.312682       0.818769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.37        2500.00        98.8689                 NaN            NaN            NaN  0.311257       0.819843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.77        2500.00        98.8832                 NaN            NaN            NaN  0.308726       0.808078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.17        2500.00        98.8888                 NaN            NaN            NaN  0.305706       0.805452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.57        2500.00        98.8984                 NaN            NaN            NaN  0.301697       0.799940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.97        2500.00        98.9065                 NaN            NaN            NaN  0.792865       0.300600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.37        2500.00        98.9126                 NaN            NaN            NaN  0.297225       0.790144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.78        2500.00        98.9231                 NaN            NaN            NaN  0.779165       0.297759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.18        2500.00        98.9298                 NaN            NaN            NaN  0.294113       0.776055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.58        2500.00        98.9377                 NaN            NaN            NaN  0.290560       0.771721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.98        2500.00        98.9427                 NaN            NaN            NaN  0.288062       0.769223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00        98.9507                 NaN            NaN            NaN  0.283708       0.765614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.78        2500.00        98.9590                 NaN            NaN            NaN  0.757260       0.283770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.18        2500.00        98.9637                 NaN            NaN            NaN  0.280190       0.756074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.59        2500.00        98.9694                 NaN            NaN            NaN  0.279369       0.751236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.99        2500.00        98.9771                 NaN            NaN            NaN  0.748598       0.274305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.39        2500.00        97.1695                 NaN            NaN            NaN  0.904654        1.13955                 NaN            NaN  0.780144       0.610613E-002            NaN            NaN            NaN
  1450.79        2500.00        94.9197                 NaN            NaN            NaN   1.69255        1.55078                 NaN            NaN   1.52610       0.310857                 NaN            NaN            NaN
  1449.19        2500.00        95.1786                 NaN            NaN            NaN   1.46863        1.61008                 NaN            NaN   1.44930       0.293384                 NaN            NaN            NaN
  1447.59        2500.00        95.4186                 NaN            NaN            NaN   1.53105        1.39559                 NaN            NaN   1.37779       0.276949                 NaN            NaN            NaN
  1445.99        2500.00        95.6354                 NaN            NaN            NaN   1.32859        1.46026                 NaN            NaN   1.31343       0.262339                 NaN            NaN            NaN
  1444.40        2500.00        95.8338                 NaN            NaN            NaN   1.39549        1.26755                 NaN            NaN   1.25426       0.248869                 NaN            NaN            NaN
  1442.80        2500.00        96.0153                 NaN            NaN            NaN   1.21179        1.33587                 NaN            NaN   1.20030       0.236705                 NaN            NaN            NaN
  1441.20        2500.00        96.1879                 NaN            NaN            NaN   1.28044        1.15827                 NaN            NaN   1.14854       0.224876                 NaN            NaN            NaN
  1439.60        2500.00        96.3387                 NaN            NaN            NaN   1.23039        1.11245                 NaN            NaN   1.10361       0.214820                 NaN            NaN            NaN
  1438.00        2500.00        96.4841                 NaN            NaN            NaN   1.06882        1.18234                 NaN            NaN   1.05996       0.204756                 NaN            NaN            NaN
  1436.40        2500.00        96.6162                 NaN            NaN            NaN   1.13850        1.02904                 NaN            NaN   1.02046       0.195762                 NaN            NaN            NaN
  1434.80        2500.00        96.7421                 NaN            NaN            NaN   1.09643       0.991630                 NaN            NaN  0.982569       0.187257                 NaN            NaN            NaN
  1433.21        2500.00        96.8579                 NaN            NaN            NaN   1.05790       0.956906                 NaN            NaN  0.947916       0.179389                 NaN            NaN            NaN
  1431.61        2500.00        96.9672                 NaN            NaN            NaN   1.02109       0.924452                 NaN            NaN  0.915187       0.172113                 NaN            NaN            NaN
  1430.01        2500.00        97.0694                 NaN            NaN            NaN  0.987043       0.894228                 NaN            NaN  0.884291       0.164998                 NaN            NaN            NaN
  1428.41        2500.00        97.1653                 NaN            NaN            NaN  0.865392       0.955647                 NaN            NaN  0.855363       0.158322                 NaN            NaN            NaN
  1426.81        2500.00        97.2552                 NaN            NaN            NaN  0.924701       0.839658                 NaN            NaN  0.828263       0.152153                 NaN            NaN            NaN
  1425.21        2500.00        97.3405                 NaN            NaN            NaN  0.895246       0.815040                 NaN            NaN  0.802854       0.146340                 NaN            NaN            NaN
  1423.61        2500.00        97.4213                 NaN            NaN            NaN  0.868275       0.791508                 NaN            NaN  0.778140       0.140727                 NaN            NaN            NaN
  1422.02        2500.00        97.4971                 NaN            NaN            NaN  0.770033       0.842188                 NaN            NaN  0.755322       0.135367                 NaN            NaN            NaN
  1420.42        2500.00        97.5687                 NaN            NaN            NaN  0.818477       0.748483                 NaN            NaN  0.733560       0.130788                 NaN            NaN            NaN
  1418.82        2500.00        97.6373                 NaN            NaN            NaN  0.794720       0.729621                 NaN            NaN  0.712539       0.125785                 NaN            NaN            NaN
  1417.22        2500.00        97.7016                 NaN            NaN            NaN  0.710231       0.773522                 NaN            NaN  0.693275       0.121389                 NaN            NaN            NaN
  1415.62        2500.00        97.7652                 NaN            NaN            NaN  0.692142       0.751889                 NaN            NaN  0.673864       0.116909                 NaN            NaN            NaN
  1414.02        2500.00        97.8258                 NaN            NaN            NaN  0.676491       0.729473                 NaN            NaN  0.655430       0.112838                 NaN            NaN            NaN
  1412.42        2500.00        97.8798                 NaN            NaN            NaN  0.660418       0.711738                 NaN            NaN  0.638953       0.109066                 NaN            NaN            NaN
  1410.83        2500.00        97.9334                 NaN            NaN            NaN  0.692655       0.645978                 NaN            NaN  0.622651       0.105282                 NaN            NaN            NaN
  1409.23        2500.00        97.9849                 NaN            NaN            NaN  0.674566       0.631827                 NaN            NaN  0.606947       0.101719                 NaN            NaN            NaN
  1407.63        2500.00        98.0337                 NaN            NaN            NaN  0.657679       0.618318                 NaN            NaN  0.592020       0.982876E-001            NaN            NaN            NaN
  1406.03        2500.00        98.0803                 NaN            NaN            NaN  0.606469       0.640471                 NaN            NaN  0.577736       0.950125E-001            NaN            NaN            NaN
  1404.43        2500.00        98.1070                 NaN            NaN            NaN  0.601845       0.630070                 NaN            NaN  0.568835       0.922524E-001            NaN            NaN            NaN
  1402.83        2500.00        98.1854                 NaN            NaN            NaN  0.577294       0.604714                 NaN            NaN  0.544999       0.876106E-001            NaN            NaN            NaN
  1401.24        2500.00        98.2094                 NaN            NaN            NaN  0.595133       0.571211                 NaN            NaN  0.538214       0.860227E-001            NaN            NaN            NaN
  1399.64        2500.00        98.2503                 NaN            NaN            NaN  0.580485       0.561006                 NaN            NaN  0.525430       0.827748E-001            NaN            NaN            NaN
  1398.04        2500.00        98.2871                 NaN            NaN            NaN  0.551258       0.567364                 NaN            NaN  0.514176       0.801045E-001            NaN            NaN            NaN
  1396.44        2500.00        98.3243                 NaN            NaN            NaN  0.553845       0.541908                 NaN            NaN  0.502642       0.773529E-001            NaN            NaN            NaN
  1394.84        2500.00        98.3589                 NaN            NaN            NaN  0.541281       0.533161                 NaN            NaN  0.491882       0.747614E-001            NaN            NaN            NaN
  1393.24        2500.00        98.3922                 NaN            NaN            NaN  0.529030       0.524871                 NaN            NaN  0.481632       0.722976E-001            NaN            NaN            NaN
  1391.64        2500.00        98.4271                 NaN            NaN            NaN  0.515856       0.516279                 NaN            NaN  0.470888       0.699210E-001            NaN            NaN            NaN
  1390.05        2500.00        98.4577                 NaN            NaN            NaN  0.508190       0.505108                 NaN            NaN  0.461385       0.676240E-001            NaN            NaN            NaN
  1388.45        2500.00        98.4835                 NaN            NaN            NaN  0.498727       0.497733                 NaN            NaN  0.453428       0.666478E-001            NaN            NaN            NaN
  1386.85        2500.00        98.5222                 NaN            NaN            NaN  0.492753       0.481332                 NaN            NaN  0.441034       0.627176E-001            NaN            NaN            NaN
  1385.25        2500.00        98.5461                 NaN            NaN            NaN  0.472324       0.486788                 NaN            NaN  0.433836       0.610000E-001            NaN            NaN            NaN
  1383.65        2500.00        98.5729                 NaN            NaN            NaN  0.480925       0.461802                 NaN            NaN  0.425527       0.588784E-001            NaN            NaN            NaN
  1382.05        2500.00        98.5990                 NaN            NaN            NaN  0.451859       0.475028                 NaN            NaN  0.417328       0.568207E-001            NaN            NaN            NaN
  1380.45        2500.00        98.6251                 NaN            NaN            NaN  0.442190       0.468599                 NaN            NaN  0.409166       0.549071E-001            NaN            NaN            NaN
  1378.86        2500.00        98.6492                 NaN            NaN            NaN  0.463236       0.433032                 NaN            NaN  0.401537       0.529484E-001            NaN            NaN            NaN
  1377.26        2500.00        98.6735                 NaN            NaN            NaN  0.458029       0.423520                 NaN            NaN  0.393924       0.510389E-001            NaN            NaN            NaN
  1375.66        2500.00        98.6966                 NaN            NaN            NaN  0.452843       0.414445                 NaN            NaN  0.386770       0.493706E-001            NaN            NaN            NaN
  1374.06        2500.00        98.7193                 NaN            NaN            NaN  0.405559       0.448028                 NaN            NaN  0.379594       0.475375E-001            NaN            NaN            NaN
  1372.46        2500.00        98.7403                 NaN            NaN            NaN  0.397639       0.443480                 NaN            NaN  0.372883       0.456644E-001            NaN            NaN            NaN
  1370.86        2500.00        98.7620                 NaN            NaN            NaN  0.439647       0.388249                 NaN            NaN  0.366092       0.440066E-001            NaN            NaN            NaN
  1369.26        2500.00        98.7820                 NaN            NaN            NaN  0.380554       0.435328                 NaN            NaN  0.359775       0.423897E-001            NaN            NaN            NaN
  1367.67        2500.00        98.8007                 NaN            NaN            NaN  0.432924       0.371918                 NaN            NaN  0.353824       0.406338E-001            NaN            NaN            NaN
  1366.07        2500.00        98.8214                 NaN            NaN            NaN  0.427925       0.364528                 NaN            NaN  0.347114       0.390137E-001            NaN            NaN            NaN
  1364.47        2500.00        98.8394                 NaN            NaN            NaN  0.356635       0.424980                 NaN            NaN  0.341519       0.374909E-001            NaN            NaN            NaN
  1362.87        2500.00        98.8573                 NaN            NaN            NaN  0.421835       0.349035                 NaN            NaN  0.335808       0.359771E-001            NaN            NaN            NaN
  1361.27        2500.00        98.8749                 NaN            NaN            NaN  0.418692       0.341712                 NaN            NaN  0.330221       0.344595E-001            NaN            NaN            NaN
  1359.67        2500.00        98.8917                 NaN            NaN            NaN  0.334181       0.416386                 NaN            NaN  0.324844       0.329327E-001            NaN            NaN            NaN
  1358.07        2500.00        98.9085                 NaN            NaN            NaN  0.413573       0.326873                 NaN            NaN  0.319552       0.315102E-001            NaN            NaN            NaN
