|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1052.75        2500.00                 NaN            NaN            NaN            NaN   10.4686        4.44973                 NaN            NaN   8.66916                 NaN   43.2610       0.964173        32.1873     
  1051.15        2500.00                 NaN            NaN            NaN            NaN   1.72606        11.2503        1.92577                 NaN   8.65945                 NaN   43.2863       0.968340        32.1838     
  1049.55        2500.00                 NaN            NaN            NaN            NaN   12.2193        2.72635                 NaN            NaN   8.69229                 NaN   43.2177       0.953092        32.1913     
  1047.96        2500.00                 NaN            NaN            NaN            NaN   13.7010        1.25802       0.178530E-003            NaN   8.70436                 NaN   43.1960       0.946870        32.1936     
  1046.36        2500.00                 NaN            NaN            NaN            NaN   14.9774       0.110989E-002            NaN            NaN   8.71929                 NaN   43.1664       0.939296        32.1964     
  1044.76        2500.00                 NaN            NaN            NaN            NaN   11.5964        3.36563                 NaN            NaN   8.70089                 NaN   43.1950       0.947554        32.1945     
  1043.16        2500.00                 NaN            NaN            NaN            NaN   5.60110        9.37638                 NaN            NaN   8.71676                 NaN   43.1682       0.940927        32.1967     
  1041.56        2500.00                 NaN            NaN            NaN            NaN   2.08297        6.39081        6.46602                 NaN   8.68125                 NaN   43.2294       0.957577        32.1920     
  1039.96        2500.00                 NaN            NaN            NaN            NaN   2.16028        5.73430        7.04683                 NaN   8.68403                 NaN   43.2256       0.956661        32.1923     
  1038.37        2500.00                 NaN            NaN            NaN            NaN   2.36548        12.6393                 NaN            NaN   8.73765                 NaN   43.1260       0.930164        32.2014     
  1036.77        2500.00                 NaN            NaN            NaN            NaN   3.68320        4.63474        6.64769                 NaN   8.70650                 NaN   43.1855       0.946175        32.1961     
  1035.17        2500.00                 NaN            NaN            NaN            NaN   15.0085                 NaN            NaN            NaN   8.73898                 NaN   43.1209       0.929546        32.2021     
  1033.57        2500.00                 NaN            NaN            NaN            NaN   15.0188                 NaN            NaN            NaN   8.75039                 NaN   43.1029       0.924311        32.2036     
  1031.97        2500.00                 NaN            NaN            NaN            NaN  0.533316        14.4688                 NaN            NaN   8.73943                 NaN   43.1265       0.931083        32.2008     
  1030.37        2500.00                 NaN            NaN            NaN            NaN   2.43127        12.5783                 NaN            NaN   8.74288                 NaN   43.1165       0.928634        32.2024     
  1028.77        2500.00                 NaN            NaN            NaN            NaN   3.52531        8.09245        3.38955                 NaN   8.74086                 NaN   43.1197       0.929777        32.2023     
  1027.18        2500.00                 NaN            NaN            NaN            NaN   4.21509        8.37862        2.41536                 NaN   8.74216                 NaN   43.1168       0.929226        32.2027     
  1025.58        2500.00                 NaN            NaN            NaN            NaN   7.39067        7.60066                 NaN            NaN   8.72689                 NaN   43.1443       0.937060        32.2005     
  1023.98        2500.00                 NaN            NaN            NaN            NaN   2.67657        4.29659        8.01773                 NaN   8.72695                 NaN   43.1466       0.935287        32.2003     
  1022.38        2500.00                 NaN            NaN            NaN            NaN   5.93353        5.36246        3.70955                 NaN   8.73895                 NaN   43.1212       0.931284        32.2030     
  1020.78        2500.00                 NaN            NaN            NaN            NaN   3.11960        3.54848        8.29651                 NaN   8.71164                 NaN   43.1807       0.945870        32.1972     
  1019.18        2500.00                 NaN            NaN            NaN            NaN   3.15316        3.45692        8.36789       0.442508E-005   8.72353                 NaN   43.1595       0.939895        32.1991     
  1017.58        2500.00                 NaN            NaN            NaN            NaN   3.22222        3.40188        8.35644       0.229216E-004   8.72615                 NaN   43.1550       0.938740        32.1996     
  1015.99        2500.00                 NaN            NaN            NaN            NaN   13.3232        1.75995                 NaN            NaN   8.80019                 NaN   43.0020       0.899482        32.2152     
  1014.39        2500.00                 NaN            NaN            NaN            NaN   12.2231        2.86044                 NaN            NaN   8.80032                 NaN   43.0011       0.899587        32.2154     
  1012.79        2500.00                 NaN            NaN            NaN            NaN   9.17905        5.82915                 NaN            NaN   8.74246                 NaN   43.1145       0.930554        32.2043     
  1011.19        2500.00                 NaN            NaN            NaN            NaN   9.25805        5.75322                 NaN            NaN   8.74514                 NaN   43.1093       0.929360        32.2049     
  1009.59        2500.00                 NaN            NaN            NaN            NaN   9.32643        5.68794                 NaN            NaN   8.74783                 NaN   43.1041       0.928154        32.2056     
  1007.99        2500.00                 NaN            NaN            NaN            NaN   9.27626        5.74072                 NaN            NaN   8.74979                 NaN   43.0998       0.927285        32.2062     
  1006.39        2500.00                 NaN            NaN            NaN            NaN   9.20063        5.81884                 NaN            NaN   8.75153                 NaN   43.0958       0.926507        32.2067     
  1004.80        2500.00                 NaN            NaN            NaN            NaN   9.13155        5.89043                 NaN            NaN   8.75330                 NaN   43.0917       0.925723        32.2073     
  1003.20        2500.00                 NaN            NaN            NaN            NaN   2.67824        9.56336        2.85295                 NaN   8.80873                 NaN   42.9844       0.895393        32.2169     
  1001.60        2500.00                 NaN            NaN            NaN            NaN   2.75219        12.3647                 NaN            NaN   8.82719                 NaN   42.9473       0.886741        32.2219     
  1000.00        2500.00                 NaN            NaN            NaN            NaN  0.824489        11.2755        3.00404                 NaN   8.81866                 NaN   42.9656       0.892013        32.2197     
