|6.6.6
Archiving\03_Data\frac/QFM_m0.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1508.77        2500.00        97.9439                 NaN  0.391285E-002            NaN  0.234434       0.118596        1.69913                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.0174                 NaN  0.353933E-002            NaN  0.234153       0.112630        1.63231                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.0395                 NaN  0.321075E-002            NaN  0.232012       0.117047        1.60824                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.0766                 NaN  0.301370E-002            NaN  0.230366       0.110554        1.57948                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1116                 NaN  0.283835E-002            NaN  0.229117       0.104006        1.55245                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1402                 NaN  0.280932E-002            NaN  0.227752       0.919110E-001   1.53736                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1792                 NaN  0.249980E-002            NaN  0.226840       0.917586E-001   1.49973                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2090                 NaN  0.237761E-002            NaN  0.225387       0.845968E-001   1.47864                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2385                 NaN  0.220560E-002            NaN  0.224423       0.802601E-001   1.45457                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2673                 NaN  0.210733E-002            NaN  0.223463       0.728545E-001   1.43426                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2952                 NaN  0.195385E-002            NaN  0.222414       0.683203E-001   1.41209                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3217                 NaN  0.185604E-002            NaN  0.221286       0.620078E-001   1.39316                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3499                 NaN  0.181378E-002            NaN  0.220625       0.528742E-001   1.37482                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3697                 NaN  0.178846E-002            NaN  0.220132       0.452671E-001   1.36315                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4007                 NaN  0.170413E-002            NaN  0.218913       0.384544E-001   1.34021                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4200                 NaN  0.162993E-002            NaN  0.218239       0.329944E-001   1.32711                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4435                 NaN  0.162902E-002            NaN  0.217398       0.243023E-001   1.31313                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4647                 NaN  0.156743E-002            NaN  0.216408       0.187639E-001   1.29854                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4815                 NaN  0.123739E-001            NaN  0.233548                 NaN   1.27257                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5270                 NaN            NaN            NaN  0.216281                 NaN   1.25674                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5221                 NaN            NaN            NaN  0.209779                 NaN   1.26813                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5408                 NaN            NaN            NaN  0.207411                 NaN   1.25180                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5549                 NaN            NaN            NaN  0.201393                 NaN   1.24366                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5659                 NaN            NaN            NaN  0.186924       0.247807E-001   1.22236                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5906                 NaN            NaN            NaN  0.196759                 NaN   1.21266                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6026                 NaN            NaN            NaN  0.194239                 NaN   1.20320                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6180                 NaN  0.454405E-004            NaN  0.195038                 NaN   1.18692                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6335                 NaN  0.545288E-003            NaN  0.192591                 NaN   1.17334                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6345                 NaN  0.677477E-003            NaN  0.166794                 NaN  0.592536E-001   1.13878                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6288                 NaN  0.711198E-003            NaN  0.134310                 NaN  0.155578        1.08061                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6416                 NaN  0.605591E-003            NaN  0.130960                 NaN   1.06626       0.160551                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6505                 NaN  0.508623E-003            NaN  0.128299                 NaN  0.165737        1.05496                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6625                 NaN  0.426763E-003            NaN  0.124910                 NaN  0.173291        1.03887                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6731                 NaN  0.334074E-003            NaN  0.122043                 NaN  0.177715        1.02678                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6816                 NaN  0.244433E-003            NaN  0.119142                 NaN   1.01716       0.181864                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6906                 NaN  0.167233E-003            NaN  0.116189                 NaN   1.00536       0.187689                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6986                 NaN  0.843587E-004            NaN  0.113284                 NaN  0.996262       0.191761                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7058                 NaN  0.115531E-004            NaN  0.110353                 NaN  0.986372       0.197424                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7137                 NaN  0.352091E-003            NaN  0.107269                 NaN  0.974520       0.204119                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7200                 NaN  0.204547E-003            NaN  0.104369                 NaN  0.966707       0.208703                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.7245                 NaN  0.432636E-003            NaN  0.101376                 NaN  0.215169       0.958484                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.7319                 NaN            NaN            NaN  0.988162E-001            NaN  0.217926       0.951401                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7360                 NaN            NaN            NaN  0.956575E-001            NaN  0.944573       0.223781                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.7341                 NaN            NaN            NaN  0.928943E-001            NaN  0.943215       0.229785                 NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        98.7485                 NaN            NaN            NaN  0.892287E-001            NaN  0.234604       0.927690                 NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        97.0616                 NaN            NaN            NaN  0.640974                 NaN  0.158097        1.11268                 NaN   1.02669                 NaN            NaN            NaN
  1393.48        2500.00        97.0944                 NaN            NaN            NaN  0.651512                 NaN   1.10398       0.126198                 NaN   1.02394                 NaN            NaN            NaN
  1390.98        2500.00        97.1511                 NaN            NaN            NaN  0.652567                 NaN   1.09556       0.956728E-001            NaN   1.00513                 NaN            NaN            NaN
  1388.47        2500.00        97.2023                 NaN            NaN            NaN  0.654939                 NaN  0.684932E-001   1.08618                 NaN  0.988037                 NaN            NaN            NaN
  1385.96        2500.00        97.2564                 NaN            NaN            NaN  0.653455                 NaN   1.07760       0.442396E-001            NaN  0.968279                 NaN            NaN            NaN
  1383.46        2500.00        97.3035                 NaN            NaN            NaN  0.654812                 NaN   1.07188       0.173670E-001            NaN  0.952404                 NaN            NaN            NaN
  1380.95        2500.00        97.3522                 NaN            NaN            NaN  0.652306                 NaN   1.06053                 NaN            NaN  0.934936                 NaN            NaN            NaN
  1378.45        2500.00        97.3745                 NaN            NaN            NaN  0.591983                 NaN  0.971760       0.147791                 NaN  0.913990                 NaN            NaN            NaN
  1375.94        2500.00        97.3476                 NaN            NaN            NaN  0.426010                 NaN  0.754431       0.588273                 NaN  0.883730                 NaN            NaN            NaN
  1373.43        2500.00        97.4884                 NaN            NaN            NaN  0.638165                 NaN  0.990151                 NaN            NaN  0.883283                 NaN            NaN            NaN
  1370.93        2500.00        97.5141                 NaN            NaN            NaN  0.628451                 NaN  0.986140                 NaN            NaN  0.871342                 NaN            NaN            NaN
  1368.42        2500.00        97.5633                 NaN            NaN            NaN  0.621684                 NaN  0.962229                 NaN            NaN  0.852827                 NaN            NaN            NaN
  1365.91        2500.00        97.5807                 NaN  0.115772E-001            NaN  0.607401                 NaN  0.957985                 NaN            NaN  0.842292                 NaN            NaN            NaN
  1363.41        2500.00        97.4087                 NaN  0.126788                 NaN  0.510493                 NaN   1.09157                 NaN            NaN  0.862425                 NaN            NaN            NaN
  1360.90        2500.00        97.3043                 NaN  0.194623                 NaN  0.437098                 NaN   1.19701                 NaN            NaN  0.866929                 NaN            NaN            NaN
  1358.40        2500.00        97.2286                 NaN  0.249679                 NaN  0.371688                 NaN   1.28317                 NaN            NaN  0.866885                 NaN            NaN            NaN
  1355.89        2500.00        97.2115                 NaN  0.280305                 NaN  0.320731                 NaN   1.33136                 NaN            NaN  0.856098                 NaN            NaN            NaN
  1353.38        2500.00        97.2356                 NaN  0.291579                 NaN  0.282732                 NaN   1.35056                 NaN            NaN  0.839529                 NaN            NaN            NaN
  1350.88        2500.00        97.2765                 NaN  0.295646                 NaN  0.209422                 NaN  0.147819        1.25695                 NaN  0.813664                 NaN            NaN            NaN
  1348.37        2500.00        97.3176                 NaN  0.297801                 NaN  0.150333                 NaN   1.18355       0.260160                 NaN  0.790606                 NaN            NaN            NaN
  1345.86        2500.00        97.3952                 NaN  0.290704                 NaN  0.141090                 NaN  0.256935        1.14768                 NaN  0.768435                 NaN            NaN            NaN
  1343.36        2500.00        97.4654                 NaN  0.284854                 NaN  0.131175                 NaN   1.11614       0.254469                 NaN  0.747983                 NaN            NaN            NaN
  1340.85        2500.00        97.5364                 NaN  0.277901                 NaN  0.122740                 NaN   1.08273       0.252572                 NaN  0.727656                 NaN            NaN            NaN
  1338.35        2500.00        97.6054                 NaN  0.271148                 NaN  0.114257                 NaN   1.04915       0.252072                 NaN  0.708006                 NaN            NaN            NaN
  1335.84        2500.00        97.6733                 NaN  0.264094                 NaN  0.106510                 NaN   1.01567       0.251695                 NaN  0.688738                 NaN            NaN            NaN
  1333.33        2500.00        97.7404                 NaN  0.256958                 NaN  0.992194E-001            NaN  0.981695       0.251962                 NaN  0.669772                 NaN            NaN            NaN
  1330.83        2500.00        97.8032                 NaN  0.250460                 NaN  0.902568E-001            NaN  0.948241       0.256161                 NaN  0.651684                 NaN            NaN            NaN
  1328.32        2500.00        97.8656                 NaN  0.243779                 NaN  0.832046E-001            NaN  0.916412       0.257105                 NaN  0.633901                 NaN            NaN            NaN
  1325.81        2500.00        97.9254                 NaN  0.237221                 NaN  0.754655E-001            NaN  0.884094       0.261005                 NaN  0.616798                 NaN            NaN            NaN
  1323.31        2500.00        97.9833                 NaN  0.230725                 NaN  0.683265E-001            NaN  0.852620       0.264715                 NaN  0.600283                 NaN            NaN            NaN
  1320.80        2500.00        98.0399                 NaN  0.224625                 NaN  0.609232E-001            NaN  0.821839       0.268631                 NaN  0.584108                 NaN            NaN            NaN
  1318.30        2500.00        98.0935                 NaN  0.218709                 NaN  0.533693E-001            NaN  0.792373       0.273650                 NaN  0.568443                 NaN            NaN            NaN
  1315.79        2500.00        98.1458                 NaN  0.212855                 NaN  0.458624E-001            NaN  0.279865       0.762298                 NaN  0.553349                 NaN            NaN            NaN
  1313.28        2500.00        98.1962                 NaN  0.207277                 NaN  0.390000E-001            NaN  0.733774       0.284871                 NaN  0.538893                 NaN            NaN            NaN
  1310.78        2500.00        98.2456                 NaN  0.201521                 NaN  0.312308E-001            NaN  0.705770       0.291812                 NaN  0.524033                 NaN            NaN            NaN
  1308.27        2500.00        98.2922                 NaN  0.196415                 NaN  0.238843E-001            NaN  0.298415       0.678597                 NaN  0.510523                 NaN            NaN            NaN
  1305.76        2500.00        98.3383                 NaN  0.191259                 NaN  0.170925E-001            NaN  0.652061       0.304194                 NaN  0.497094                 NaN            NaN            NaN
  1303.26        2500.00        98.3819                 NaN  0.186153                 NaN  0.921559E-002            NaN  0.624792       0.313984                 NaN  0.483955                 NaN            NaN            NaN
  1300.75        2500.00        98.4260                 NaN  0.181286                 NaN  0.344940E-002            NaN  0.600538       0.317476                 NaN  0.471287                 NaN            NaN            NaN
  1298.25        2500.00        98.4683                 NaN  0.175923                 NaN            NaN            NaN  0.577995       0.318428                 NaN  0.459353                 NaN            NaN            NaN
  1295.74        2500.00        98.5095                 NaN  0.169834                 NaN            NaN            NaN  0.557721       0.314887                 NaN  0.448056                 NaN            NaN            NaN
  1293.23        2500.00        98.5498                 NaN  0.163897                 NaN            NaN            NaN  0.537288       0.311735                 NaN  0.437232                 NaN            NaN            NaN
  1290.73        2500.00        98.5895                 NaN  0.158167                 NaN            NaN            NaN  0.518012       0.307879                 NaN  0.426419                 NaN            NaN            NaN
  1288.22        2500.00        95.5545                 NaN  0.262779                 NaN            NaN            NaN  0.748620       0.763201                 NaN  0.813606        1.85731                 NaN            NaN
  1285.71        2500.00        83.7341                 NaN  0.621976                 NaN            NaN            NaN   2.66427        1.58901                 NaN   2.32769        9.06295                 NaN            NaN
  1283.21        2500.00        86.2874                 NaN  0.506898                 NaN            NaN            NaN   2.35124        1.28131                 NaN   1.98417        7.58894                 NaN            NaN
  1280.70        2500.00        88.1168                 NaN  0.424742                 NaN            NaN            NaN   1.06019        2.12579                 NaN   1.73612        6.53634                 NaN            NaN
  1278.20        2500.00        89.4866                 NaN  0.364820                 NaN            NaN            NaN  0.898322        1.94644                 NaN   1.54794        5.75592                 NaN            NaN
  1275.69        2500.00        90.4851                 NaN  0.315589                 NaN            NaN            NaN  0.752629        1.86371                 NaN   1.41211        5.17085                 NaN            NaN
  1273.18        2500.00        90.9308                 NaN  0.317713                 NaN            NaN            NaN   1.64224       0.779882                 NaN   1.35678        4.97261                 NaN            NaN
  1270.68        2500.00        91.3423                 NaN  0.251739                 NaN            NaN            NaN   1.69686       0.595393                 NaN   1.31342        4.80029                 NaN            NaN
  1268.17        2500.00        94.5587                 NaN  0.184414                 NaN            NaN            NaN  0.427417        1.28378                 NaN  0.792539        2.75317                 NaN            NaN
  1265.66        2500.00        91.2201                 NaN  0.286261                 NaN            NaN            NaN  0.639446        1.72949                 NaN   1.32671        4.79797                 NaN            NaN
  1263.16        2500.00        95.9178                 NaN  0.115264                 NaN            NaN            NaN  0.925123       0.342359                 NaN  0.609088        2.09037                 NaN            NaN
  1260.65        2500.00        92.5326                 NaN  0.458309                 NaN            NaN            NaN  0.523379        1.16051                 NaN  0.987443        4.33776                 NaN            NaN
  1258.15        2500.00        96.3299                 NaN            NaN            NaN            NaN            NaN   1.31885                 NaN            NaN  0.711995        1.63920                 NaN            NaN
  1255.64        2500.00        92.0177                 NaN            NaN            NaN            NaN            NaN  0.123406        2.35407                 NaN   1.16084        4.34402                 NaN            NaN
  1253.13        2500.00        98.5131                 NaN  0.128698                 NaN            NaN            NaN  0.450249                 NaN            NaN  0.255988       0.651922                 NaN            NaN
  1250.63        2500.00        95.5859                 NaN  0.812162E-001            NaN            NaN            NaN   1.29216                 NaN            NaN  0.677360        2.36332                 NaN            NaN
  1248.12        2500.00        94.6805                 NaN  0.167796                 NaN            NaN            NaN  0.214378        1.10264                 NaN  0.804307        3.03041                 NaN            NaN
  1245.61        2500.00        92.6362                 NaN  0.387342                 NaN            NaN            NaN  0.308366                 NaN            NaN  0.775021        3.48198        2.41113                 NaN
  1243.11        2500.00        56.6512                 NaN   1.06023                 NaN            NaN            NaN   4.24783        2.26375                 NaN   4.39311        18.0398        13.3440                 NaN
  1240.60        2500.00        66.8383                 NaN  0.828907                 NaN            NaN            NaN   2.33469        2.38589                 NaN   3.37399        13.8321        10.4062                 NaN
  1238.10        2500.00        73.5751                 NaN  0.368116                 NaN            NaN            NaN  0.248999        4.06264                 NaN   2.75779        10.9671        8.02021                 NaN
  1235.59        2500.00        75.9344                 NaN  0.404592                 NaN            NaN            NaN  0.860363        2.92682                 NaN   2.48233        9.99537        7.39609                 NaN
  1233.08        2500.00        79.5683                 NaN  0.558434                 NaN            NaN            NaN   1.58586       0.975801                 NaN   2.01161        8.70600        6.59396                 NaN
  1230.58        2500.00        80.4522                 NaN  0.220224                 NaN            NaN            NaN   3.11205       0.846606E-001            NaN   2.01544        8.18707        5.92832                 NaN
  1228.07        2500.00        77.2303                 NaN  0.470482                 NaN            NaN            NaN   1.27207        1.70918                 NaN   2.23293        9.78920        7.29583                 NaN
  1225.56        2500.00        81.2594                 NaN  0.331714                 NaN            NaN            NaN   1.79143       0.742703                 NaN   1.81032        8.18098        5.88350                 NaN
  1223.06        2500.00        31.0472                 NaN   1.45913                 NaN            NaN            NaN   2.95303        4.28182                 NaN   6.02839        31.7459        22.4846                 NaN
  1220.55        2500.00                 NaN            NaN   2.68749       0.901087E-006   2.05567                 NaN  0.147153E-005   4.97309                 NaN   8.31451        47.6067        34.3625                 NaN
  1218.05        2500.00                 NaN            NaN   2.67859       0.900781E-006   2.07116                 NaN  0.147147E-005   4.96822                 NaN   8.31795        47.6044        34.3597                 NaN
  1215.54        2500.00                 NaN            NaN   2.06462                 NaN            NaN            NaN   5.93533        3.92069                 NaN   8.47510        46.6468        32.9574                 NaN
  1213.03        2500.00                 NaN            NaN   2.07194                 NaN            NaN            NaN   5.91394        3.92473                 NaN   8.48061        46.6389        32.9698                 NaN
  1210.53        2500.00                 NaN            NaN   2.09356                 NaN            NaN            NaN   5.93546        3.93963                 NaN   8.47520        46.5081        33.0480                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.170883       0.690435E-001   12.8940        8.83911        46.2041        31.1767       0.646081     
  1205.51        2500.00                 NaN            NaN   2.27055                 NaN            NaN            NaN   3.43677        5.97617                 NaN   8.43178        46.6576        33.2271                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51671        10.5923                 NaN   8.76107        46.3071        31.1928       0.630049     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.35746        10.7513                 NaN   8.76877        46.2984        31.1947       0.629472     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.387218        12.8884                 NaN   8.86478        46.0624        31.2153       0.581921     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.5589       0.711534                 NaN   8.86599        46.0623        31.2181       0.583109     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.839866        12.4304                 NaN   8.87128        46.0557        31.2197       0.583038     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8942        1.36353                 NaN   8.87207        46.0628        31.2220       0.585407     
  1187.97        2500.00                 NaN            NaN   3.03081                 NaN  0.301797                 NaN   7.19956                 NaN            NaN   8.33910        46.8352        34.2935                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.39252        11.8678                 NaN   8.88460        46.0446        31.2260       0.584583     
  1182.96        2500.00                 NaN            NaN   2.99290                 NaN  0.315238                 NaN   7.28053       0.260808E-005            NaN   8.36327        46.7763        34.2718                 NaN
  1180.45        2500.00                 NaN            NaN   2.96017                 NaN  0.416642                 NaN   7.20078       0.354685E-005            NaN   8.36268        46.7890        34.2707                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.45365        11.8071                 NaN   8.91127        46.0156        31.2295       0.582940     
  1175.44        2500.00                 NaN            NaN   2.92792                 NaN  0.479780                 NaN   7.16230                 NaN            NaN   8.36796        46.8088        34.2532                 NaN
  1172.93        2500.00                 NaN            NaN   2.94606                 NaN  0.533854                 NaN   7.03480       0.131242E-005            NaN   8.37814        46.8014        34.3057                 NaN
  1170.43        2500.00                 NaN            NaN   2.89489                 NaN  0.573993                 NaN   7.09160                 NaN            NaN   8.38095        46.8027        34.2559                 NaN
  1167.92        2500.00                 NaN            NaN   2.88496                 NaN  0.624091                 NaN   7.03602                 NaN            NaN   8.38525        46.8032        34.2664                 NaN
  1165.41        2500.00                 NaN            NaN   2.86025                 NaN  0.640797                 NaN   7.06550                 NaN            NaN   8.39490        46.7922        34.2463                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN  0.752320E-006            NaN   11.7147        1.54907                 NaN   8.96515        45.9548        31.2370       0.579205     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.69693        11.5655                 NaN   8.97255        45.9454        31.2405       0.579112     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.23451        10.8936                 NaN   8.98405        46.0503        31.2129       0.624581     
  1155.39        2500.00                 NaN            NaN   2.82626                 NaN  0.815941                 NaN   6.86055       0.817790E-006            NaN   8.41845        46.7951        34.2837                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN   3.96689                 NaN   6.41251                 NaN            NaN   8.71554        47.1323        32.9371       0.835662     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.74532        10.4473                 NaN   8.93772        46.0272        31.2461       0.596306     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   4.06154                 NaN   6.24705       0.266471E-004            NaN   8.71264        47.1516        32.9854       0.841728     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   4.08236                 NaN   6.21153       0.283808E-004            NaN   8.71266        47.1534        32.9972       0.842853     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   4.10101                 NaN   6.17998       0.299894E-004            NaN   8.71292        47.1542        33.0081       0.843817     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   4.18094                 NaN   6.02828                 NaN            NaN   8.71028        47.1916        33.0392       0.849767     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   3.96747                 NaN   5.77143       0.629032                 NaN   8.73752        47.1087        32.9503       0.835588     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.80529        11.4656                 NaN   9.05803        45.8436        31.2540       0.573420     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.05068        10.1336                 NaN   8.95137        45.9984        31.2675       0.598443     
  1130.33        2500.00                 NaN            NaN            NaN            NaN   4.27574                 NaN   5.87544                 NaN            NaN   8.72823        47.1769        33.0901       0.853580     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.00223        10.1847                 NaN   8.97266        45.9736        31.2699       0.596841     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   4.30162                 NaN   5.83289                 NaN            NaN   8.73084        47.1727        33.1071       0.854854     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.95993        10.2306                 NaN   8.99234        45.9493        31.2730       0.594919     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.95165        10.2416                 NaN   9.00291        45.9355        31.2744       0.593851     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   4.27944                 NaN   5.88410                 NaN            NaN   8.71911        47.1522        33.1121       0.853055     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   4.29808                 NaN   5.84857                 NaN            NaN   8.72589        47.1490        33.1246       0.853871     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   4.30528                 NaN   5.83245                 NaN            NaN   8.71907        47.1569        33.1298       0.856563     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   4.31622                 NaN   5.81613                 NaN            NaN   8.72177        47.1513        33.1379       0.856646     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   4.11060                 NaN   6.22347                 NaN            NaN   8.77434        47.0117        33.0469       0.833073     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   4.14518                 NaN   6.16273                 NaN            NaN   8.77323        47.0180        33.0652       0.835645     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   4.17511                 NaN   6.11035                 NaN            NaN   8.77269        47.0225        33.0816       0.837799     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   4.35946                 NaN   5.75187                 NaN            NaN   8.73170        47.1310        33.1693       0.856695     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   4.35158                 NaN   5.76311                 NaN            NaN   8.76389        47.0989        33.1649       0.857616     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   4.39549                 NaN   5.68900                 NaN            NaN   8.73121        47.1361        33.1898       0.858377     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   4.40430                 NaN   5.67530                 NaN            NaN   8.73240        47.1328        33.1966       0.858650     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   4.40141                 NaN   5.67290                 NaN            NaN   8.73085        47.1358        33.1982       0.860863     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   4.40684                 NaN   5.66551                 NaN            NaN   8.73482        47.1281        33.2039       0.860844     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   4.41017                 NaN   5.66349                 NaN            NaN   8.74124        47.1159        33.2092       0.860047     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   4.44349                 NaN   5.59015                 NaN            NaN   8.75742        47.1333        33.2125       0.863190     
  1080.20        2500.00                 NaN            NaN            NaN            NaN   4.43276                 NaN   5.61803                 NaN            NaN   8.75557        47.1139        33.2161       0.863652     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   4.45240                 NaN   5.57847                 NaN            NaN   8.76959        47.1106        33.2253       0.863577     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   4.46832                 NaN   5.55573                 NaN            NaN   8.76479        47.1128        33.2346       0.863793     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   4.47584                 NaN   5.54539                 NaN            NaN   8.76700        47.1060        33.2417       0.864101     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   4.48302                 NaN   5.53560                 NaN            NaN   8.76899        47.0995        33.2485       0.864358     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   4.49328                 NaN   5.52049                 NaN            NaN   8.76622        47.0995        33.2561       0.864358     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   4.52225                 NaN   5.48057                 NaN            NaN   8.77632        47.0817        33.2748       0.864360     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   4.49690                 NaN   5.51928                 NaN            NaN   8.76966        47.0838        33.2656       0.864791     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   4.51236                 NaN   5.49242                 NaN            NaN   8.76965        47.0861        33.2743       0.865251     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   4.54485                 NaN   5.45080                 NaN            NaN   8.77298        47.0717        33.2947       0.864988     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   4.46772                 NaN   5.61807                 NaN            NaN   8.79051        46.9979        33.2699       0.855885     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   4.55799                 NaN   5.43011                 NaN            NaN   8.78432        47.0565        33.3061       0.864969     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   4.56572                 NaN   5.41918                 NaN            NaN   8.77901        47.0576        33.3129       0.865605     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   4.53228                 NaN   5.47726                 NaN            NaN   8.79014        47.0325        33.3037       0.864208     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   4.57472                 NaN   5.40946                 NaN            NaN   8.78326        47.0412        33.3252       0.866151     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   4.58192                 NaN   5.39664                 NaN            NaN   8.78446        47.0407        33.3301       0.866173     
