|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1303.64        2500.00                 NaN            NaN            NaN   88.9793                 NaN   1.05780        1.36967       0.287879E-001   1.47142        7.09305                 NaN            NaN            NaN
  1302.20        2500.00                 NaN            NaN            NaN   89.8438                 NaN  0.984062        1.28919                 NaN   1.36325        6.51966                 NaN            NaN            NaN
  1300.75        2500.00                 NaN            NaN            NaN   90.6114                 NaN  0.909832        1.20500                 NaN   1.26636        6.00742                 NaN            NaN            NaN
  1299.30        2500.00                 NaN            NaN            NaN   91.2717                 NaN  0.845610        1.13311                 NaN   1.18283        5.56674                 NaN            NaN            NaN
  1297.86        2500.00                 NaN            NaN            NaN   91.8809                 NaN  0.788198        1.06405                 NaN   1.10555        5.16133                 NaN            NaN            NaN
  1296.41        2500.00                 NaN            NaN            NaN   92.4102                 NaN  0.737760        1.00501                 NaN   1.03835        4.80871                 NaN            NaN            NaN
  1294.97        2500.00                 NaN            NaN            NaN   92.8716                 NaN  0.694178       0.953230                 NaN  0.979985        4.50097                 NaN            NaN            NaN
  1293.52        2500.00                 NaN            NaN            NaN   93.1315                 NaN  0.659516       0.927759                 NaN  0.947905        4.33337                 NaN            NaN            NaN
  1292.07        2500.00       0.427553                 NaN            NaN   88.1777                 NaN  0.676675        1.76784                 NaN   1.53849        7.41172                 NaN            NaN            NaN
  1290.63        2500.00        1.03573                 NaN            NaN   80.7571                 NaN  0.706651        2.97169                 NaN   2.41530        12.1136                 NaN            NaN            NaN
  1289.18        2500.00       0.910414                 NaN            NaN   83.2337                 NaN  0.617240        2.57201                 NaN   2.09400        10.5726                 NaN            NaN            NaN
  1287.74        2500.00       0.812389                 NaN            NaN   85.1721                 NaN  0.544705        2.26306                 NaN   1.84222        9.36549                 NaN            NaN            NaN
  1286.29        2500.00       0.732240                 NaN            NaN   86.7690                 NaN  0.483029        2.00989                 NaN   1.63614        8.36973                 NaN            NaN            NaN
  1284.85        2500.00       0.670604                 NaN            NaN   88.0232                 NaN  0.428526        1.81959                 NaN   1.46760        7.59047                 NaN            NaN            NaN
  1283.40        2500.00       0.686229                 NaN            NaN   88.7580                 NaN  0.225042        1.81643                 NaN   1.32387        7.19039                 NaN            NaN            NaN
  1281.95        2500.00       0.536969                 NaN            NaN   89.6423                 NaN  0.544353        1.45087                 NaN   1.29524        6.53031                 NaN            NaN            NaN
  1280.51        2500.00       0.521031                 NaN            NaN   90.9679                 NaN  0.307896        1.37203                 NaN   1.08473        5.74644                 NaN            NaN            NaN
  1279.06        2500.00       0.533373                 NaN            NaN   90.9590                 NaN  0.285565        1.38002                 NaN   1.07208        5.76998                 NaN            NaN            NaN
  1277.62        2500.00       0.452193                 NaN            NaN   92.3201                 NaN  0.250441        1.17186                 NaN  0.904681        4.90073                 NaN            NaN            NaN
  1276.17        2500.00       0.491150                 NaN            NaN   92.0692                 NaN  0.200837        1.24281                 NaN  0.912058        5.08392                 NaN            NaN            NaN
  1274.72        2500.00       0.397541                 NaN            NaN   93.2294                 NaN  0.243602        1.01865                 NaN  0.790312        4.32047                 NaN            NaN            NaN
  1273.28        2500.00       0.446112                 NaN            NaN   92.2711                 NaN  0.249211        1.19126                 NaN  0.906039        4.93629                 NaN            NaN            NaN
  1271.83        2500.00       0.333736                 NaN            NaN   94.8661                 NaN  0.128754       0.795708                 NaN  0.565716        3.30997                 NaN            NaN            NaN
  1270.39        2500.00       0.604757                 NaN            NaN   91.9475                 NaN  0.656293E-001   1.29532                 NaN  0.847351        5.23948                 NaN            NaN            NaN
  1268.94        2500.00       0.136013                 NaN            NaN   96.1869                 NaN  0.245096       0.570857                 NaN  0.457840        2.40329                 NaN            NaN            NaN
  1267.49        2500.00       0.433449                 NaN            NaN   92.8427                 NaN  0.281469        1.05378                 NaN  0.826917        4.56164                 NaN            NaN            NaN
  1266.05        2500.00       0.247089                 NaN            NaN   96.3232                 NaN            NaN  0.643400                 NaN  0.337620        2.44874                 NaN            NaN            NaN
  1264.60        2500.00       0.403613                 NaN            NaN   92.5419                 NaN  0.579334       0.993265                 NaN  0.961858        4.52007                 NaN            NaN            NaN
  1263.16        2500.00       0.159634                 NaN            NaN   96.7897                 NaN            NaN  0.489352                 NaN  0.228450        2.33287                 NaN            NaN            NaN
  1261.71        2500.00       0.311150                 NaN            NaN   95.7234                 NaN            NaN  0.773832                 NaN  0.402319        2.78926                 NaN            NaN            NaN
  1260.26        2500.00       0.308358                 NaN            NaN   95.7382                 NaN            NaN  0.768892                 NaN  0.397846        2.78673                 NaN            NaN            NaN
  1258.82        2500.00       0.303291                 NaN            NaN   95.8165                 NaN            NaN  0.758905                 NaN  0.378591        2.74272                 NaN            NaN            NaN
  1257.37        2500.00       0.288756                 NaN            NaN   96.0583                 NaN            NaN  0.730385                 NaN  0.347437        2.57515                 NaN            NaN            NaN
  1255.93        2500.00       0.169375       0.205616                 NaN   95.4249                 NaN            NaN   1.10191                 NaN  0.112543        2.98565                 NaN            NaN            NaN
  1254.48        2500.00       0.569290       0.139817                 NaN   89.7013                 NaN            NaN   2.55432                 NaN  0.583069E-002   6.14501       0.884434                 NaN            NaN
  1253.04        2500.00        1.18089       0.844772                 NaN   59.5626                 NaN            NaN   8.00165                 NaN   1.49572        22.7649        6.07235       0.770720E-001            NaN
  1251.59        2500.00        2.37930        1.00496                 NaN            NaN            NaN   2.15136        14.6275                 NaN   7.40232        51.5987        15.2902        5.54579                 NaN
  1250.14        2500.00        2.26721        1.08295       0.728136E-004            NaN            NaN   2.70772        13.1075                 NaN   7.92827        51.9626        15.3738        5.56980                 NaN
  1248.70        2500.00        2.26721        1.08295       0.748110E-004            NaN            NaN   2.70777        13.1078                 NaN   7.92860        51.9990        15.3901        5.51648                 NaN
  1247.25        2500.00        2.26722        1.08295       0.769603E-004            NaN            NaN   2.70781        13.1081                 NaN   7.92894        52.0356        15.4065        5.46284                 NaN
  1245.81        2500.00        2.26722        1.08295       0.792967E-004            NaN            NaN   2.70785        13.1084                 NaN   7.92927        52.0724        15.4230        5.40888                 NaN
  1244.36        2500.00        2.26723        1.08295       0.818244E-004            NaN            NaN   2.70789        13.1087                 NaN   7.92960        52.1094        15.4395        5.35459                 NaN
  1242.91        2500.00        2.26723        1.08295       0.845576E-004            NaN            NaN   2.70793        13.1090                 NaN   7.92994        52.1467        15.4562        5.29997                 NaN
  1241.47        2500.00        2.26724        1.08296       0.875165E-004            NaN            NaN   2.70798        13.1092                 NaN   7.93027        52.1842        15.4730        5.24502                 NaN
  1240.02        2500.00        2.26725        1.08296       0.907254E-004            NaN            NaN   2.70802        13.1095                 NaN   7.93061        52.2219        15.4899        5.18974                 NaN
  1238.58        2500.00        2.26725        1.08296       0.941986E-004            NaN            NaN   2.70806        13.1098                 NaN   7.93094        52.2598        15.5069        5.13412                 NaN
  1237.13        2500.00        2.26726        1.08296       0.979589E-004            NaN            NaN   2.70811        13.1101                 NaN   7.93128        52.2990        15.5245        5.07673                 NaN
  1235.68        2500.00        2.26726        1.08296       0.102036E-003            NaN            NaN   2.70815        13.1104                 NaN   7.93162        52.3376        15.5418        5.02009                 NaN
  1234.24        2500.00        2.26727        1.08296       0.106460E-003            NaN            NaN   2.70819        13.1107                 NaN   7.93195        52.3765        15.5593        4.96306                 NaN
  1232.79        2500.00        2.26727        1.08296       0.111270E-003            NaN            NaN   2.70824        13.1110                 NaN   7.93229        52.4156        15.5768        4.90566                 NaN
  1231.35        2500.00        2.26728        1.08297       0.116495E-003            NaN            NaN   2.70828        13.1113                 NaN   7.93263        52.4550        15.5945        4.84786                 NaN
  1229.90        2500.00        2.26729        1.08297       0.122168E-003            NaN            NaN   2.70832        13.1116                 NaN   7.93297        52.4947        15.6124        4.78966                 NaN
  1228.45        2500.00        2.26729        1.08297       0.128351E-003            NaN            NaN   2.70837        13.1119                 NaN   7.93331        52.5346        15.6303        4.73107                 NaN
  1227.01        2500.00        2.26730        1.08297       0.135081E-003            NaN            NaN   2.70841        13.1122                 NaN   7.93365        52.5749        15.6484        4.67207                 NaN
  1225.56        2500.00        2.42226        2.73395                 NaN            NaN            NaN            NaN   19.9724                 NaN   2.85075        54.8856        14.2251        2.91002                 NaN
  1224.12        2500.00        2.41723        2.74218                 NaN            NaN            NaN            NaN   19.9890                 NaN   2.85220        54.9250        14.2391        2.83532                 NaN
  1222.67        2500.00        2.41216        2.75040                 NaN            NaN            NaN            NaN   20.0058                 NaN   2.85372        54.9645        14.2533        2.76014                 NaN
  1221.22        2500.00        2.40705        2.75861                 NaN            NaN            NaN            NaN   20.0230                 NaN   2.85529        55.0041        14.2675        2.68444                 NaN
  1219.78        2500.00        2.40191        2.76683                 NaN            NaN            NaN            NaN   20.0403                 NaN   2.85690        55.0439        14.2819        2.60822                 NaN
  1218.33        2500.00        2.39670        2.77502                 NaN            NaN            NaN            NaN   20.0580                 NaN   2.85868        55.0837        14.2965        2.53153                 NaN
  1216.89        2500.00        2.39143        2.78319                 NaN            NaN            NaN            NaN   20.0759                 NaN   2.86058        55.1235        14.3111        2.45429                 NaN
  1215.44        2500.00        2.38612        2.79138                 NaN            NaN            NaN            NaN   20.0941                 NaN   2.86251        55.1635        14.3259        2.37653                 NaN
  1214.00        2500.00        2.38075        2.79957                 NaN            NaN            NaN            NaN   20.1126                 NaN   2.86452        55.2036        14.3408        2.29823                 NaN
  1212.55        2500.00        2.37535        2.80776                 NaN            NaN            NaN            NaN   20.1313                 NaN   2.86657        55.2438        14.3558        2.21939                 NaN
  1211.10        2500.00        2.36988        2.81594                 NaN            NaN            NaN            NaN   20.1503                 NaN   2.86875        55.2842        14.3709        2.14001                 NaN
  1209.66        2500.00        2.36269        2.82477                 NaN            NaN            NaN            NaN   20.1759                 NaN   2.87001        55.3208        14.3860        2.05989                 NaN
  1208.21        2500.00        2.34573        2.84988                 NaN            NaN            NaN            NaN   20.2266                 NaN   2.83846        55.3678        14.3974        1.97411                 NaN
  1206.77        2500.00        2.34401        2.85447                 NaN            NaN            NaN            NaN   20.2356                 NaN   2.84665        55.4116        14.4137        1.89398                 NaN
  1205.32        2500.00        2.32536        2.88038                 NaN            NaN            NaN            NaN   20.2659                 NaN   2.83238        55.4624        14.4257        1.80788                 NaN
  1203.87        2500.00        2.94483       0.238434E-003            NaN            NaN            NaN   2.90547        12.9910                 NaN   8.05617        53.0057        16.0512        3.77851       0.266858     
  1202.43        2500.00        2.35784        2.87705                 NaN            NaN            NaN            NaN   20.1728                 NaN   2.83899        55.6397        14.4636        1.64995                 NaN
  1200.98        2500.00        2.90782        2.31130                 NaN            NaN            NaN            NaN   20.3056                 NaN   2.84411        55.6080        14.4683        1.55484                 NaN
  1199.54        2500.00        2.91121        2.30792                 NaN            NaN            NaN            NaN   20.3201                 NaN   2.85572        55.6454        14.4866        1.47311                 NaN
  1198.09        2500.00        2.91465        2.30447                 NaN            NaN            NaN            NaN   20.3347                 NaN   2.86734        55.6831        14.5049        1.39081                 NaN
  1196.64        2500.00        2.94493       0.214088E-003            NaN            NaN            NaN   2.90574        12.9926                 NaN   8.05796        53.2347        16.1549        3.44209       0.266897     
  1195.20        2500.00        2.94495       0.211252E-003            NaN            NaN            NaN   2.90579        12.9929                 NaN   8.05832        53.2813        16.1761        3.37350       0.266905     
  1193.75        2500.00        2.94496       0.209078E-003            NaN            NaN            NaN   2.90585        12.9932                 NaN   8.05868        53.3283        16.1974        3.30448       0.266913     
  1192.31        2500.00        2.94498       0.207517E-003            NaN            NaN            NaN   2.90590        12.9935                 NaN   8.05904        53.3756        16.2188        3.23502       0.266920     
  1190.86        2500.00        2.84110       0.205816E-003            NaN            NaN            NaN   2.99842        12.9615                 NaN   8.09033        53.3007        16.2836        3.21540       0.308791     
  1189.41        2500.00        2.84111       0.204787E-003            NaN            NaN            NaN   2.99848        12.9618                 NaN   8.09069        53.3485        16.3053        3.14520       0.308799     
  1187.97        2500.00        2.84113       0.204446E-003            NaN            NaN            NaN   2.99854        12.9621                 NaN   8.09106        53.3965        16.3271        3.07455       0.308808     
  1186.52        2500.00        2.84115       0.204807E-003            NaN            NaN            NaN   2.99859        12.9624                 NaN   8.09142        53.4449        16.3490        3.00346       0.308817     
  1185.08        2500.00        2.84116       0.205898E-003            NaN            NaN            NaN   2.99865        12.9628                 NaN   8.09179        53.4935        16.3712        2.93190       0.308826     
  1183.63        2500.00        2.84118       0.207751E-003            NaN            NaN            NaN   2.99871        12.9631                 NaN   8.09216        53.5434        16.3938        2.85859       0.308835     
  1182.19        2500.00        2.84120       0.210385E-003            NaN            NaN            NaN   2.99877        12.9634                 NaN   8.09253        53.5930        16.4164        2.78570       0.308843     
  1180.74        2500.00        2.84143                 NaN            NaN            NaN            NaN   2.99883        12.9637                 NaN   8.09290        53.6429        16.4391        2.71229       0.308852     
  1179.29        2500.00        2.84144                 NaN            NaN            NaN            NaN   2.99889        12.9641                 NaN   8.09327        53.6932        16.4620        2.63834       0.308861     
  1177.85        2500.00        2.84146                 NaN            NaN            NaN            NaN   2.99895        12.9644                 NaN   8.09364        53.7438        16.4850        2.56386       0.308870     
  1176.40        2500.00        2.84148                 NaN            NaN            NaN            NaN   2.99901        12.9647                 NaN   8.09401        53.7948        16.5082        2.48884       0.308879     
  1174.96        2500.00        2.84150                 NaN            NaN            NaN            NaN   2.99907        12.9651                 NaN   8.09439        53.8462        16.5316        2.41327       0.308888     
  1173.51        2500.00        3.66151        1.27148                 NaN            NaN            NaN            NaN   21.6881                 NaN   2.02696        56.2925        14.6332                 NaN  0.426181     
  1172.06        2500.00        3.73598        1.16217                 NaN            NaN            NaN            NaN   21.8217                 NaN   1.94130        56.2567        14.6121                 NaN  0.470079     
  1170.62        2500.00        1.09363        3.78545                 NaN            NaN            NaN            NaN   21.9085                 NaN   1.88304        56.2401        14.5894                 NaN  0.499869     
  1169.17        2500.00        1.03026        3.82428                 NaN            NaN            NaN            NaN   21.9706                 NaN   1.85003        56.2092        14.5882                 NaN  0.527432     
  1167.73        2500.00       0.942057        3.88668                 NaN            NaN            NaN            NaN   22.0823                 NaN   1.77769        56.1825        14.5654                 NaN  0.563369     
  1166.28        2500.00       0.854058        3.94917                 NaN            NaN            NaN            NaN   22.1946                 NaN   1.70542        56.1554        14.5424                 NaN  0.598992     
  1164.83        2500.00        2.71098                 NaN            NaN            NaN            NaN   3.11582        12.9267                 NaN   8.13596        54.0596        16.7534        1.93582       0.361619     
  1163.39        2500.00       0.678694        4.07442                 NaN            NaN            NaN            NaN   22.4212                 NaN   1.56116        56.0995        14.4958                 NaN  0.669276     
  1161.94        2500.00       0.591267        4.13723                 NaN            NaN            NaN            NaN   22.5356                 NaN   1.48912        56.0707        14.4722                 NaN  0.703950     
  1160.50        2500.00       0.504114        4.20009                 NaN            NaN            NaN            NaN   22.6505                 NaN   1.41721        56.0414        14.4483                 NaN  0.738273     
  1159.05        2500.00        4.29218       0.376945                 NaN            NaN            NaN            NaN   22.8211                 NaN   1.30805        56.0000        14.4161                 NaN  0.785637     
  1157.60        2500.00       0.289260        4.35577                 NaN            NaN            NaN            NaN   22.9381                 NaN   1.23604        55.9690        14.3923                 NaN  0.819587     
  1156.16        2500.00       0.208540        4.41336                 NaN            NaN            NaN            NaN   23.0422                 NaN   1.17384        55.9374        14.3737                 NaN  0.850970     
  1154.71        2500.00        4.47879       0.119458                 NaN            NaN            NaN            NaN   23.1640                 NaN   1.09941        55.9053        14.3481                 NaN  0.884851     
  1153.27        2500.00        4.54434       0.305544E-001            NaN            NaN            NaN            NaN   23.2866                 NaN   1.02515        55.8726        14.3224                 NaN  0.918389     
  1151.82        2500.00        4.56636                 NaN            NaN            NaN            NaN            NaN   23.3233                 NaN   1.00839        55.8555        14.3140                 NaN  0.932504     
  1150.38        2500.00        4.56842                 NaN            NaN            NaN            NaN            NaN   23.3662                 NaN  0.995543        55.8378        14.2950                 NaN  0.937001     
  1148.93        2500.00        4.57076                 NaN            NaN            NaN            NaN            NaN   23.3752                 NaN   1.00772        55.8219        14.2886                 NaN  0.935823     
  1147.48        2500.00        4.59424                 NaN            NaN            NaN            NaN            NaN   23.2753                 NaN  0.976638        55.9300        14.2763                 NaN  0.947544     
  1146.04        2500.00        4.59650                 NaN            NaN            NaN            NaN            NaN   23.3401                 NaN  0.949766        55.9067        14.2542                 NaN  0.952689     
  1144.59        2500.00        4.59882                 NaN            NaN            NaN            NaN            NaN   23.4004                 NaN  0.926219        55.8841        14.2331                 NaN  0.957360     
  1143.15        2500.00        4.60118                 NaN            NaN            NaN            NaN            NaN   23.4627                 NaN  0.901950        55.8606        14.2115                 NaN  0.962068     
  1141.70        2500.00        4.59979                 NaN            NaN            NaN            NaN            NaN   23.4838                 NaN  0.919265        55.8301        14.2058                 NaN  0.961217     
  1140.25        2500.00        4.59831                 NaN            NaN            NaN            NaN            NaN   23.5014                 NaN  0.938991        55.7999        14.2013                 NaN  0.960048     
  1138.81        2500.00        4.59733                 NaN            NaN            NaN            NaN            NaN   23.5185                 NaN  0.956893        55.7719        14.1962                 NaN  0.959142     
  1137.36        2500.00        4.58587                 NaN            NaN            NaN            NaN            NaN   23.5103                 NaN   1.03749        55.7058        14.2107                 NaN  0.949856     
  1135.92        2500.00        4.58833                 NaN            NaN            NaN            NaN            NaN   23.5162                 NaN   1.04676        55.6943        14.2042                 NaN  0.950216     
  1134.47        2500.00        4.60055                 NaN            NaN            NaN            NaN            NaN   23.5780                 NaN  0.982355        55.7103        14.1678                 NaN  0.961059     
  1133.02        2500.00        4.60043                 NaN            NaN            NaN            NaN            NaN   23.5927                 NaN  0.998184        55.6860        14.1624                 NaN  0.960404     
  1131.58        2500.00        4.60049                 NaN            NaN            NaN            NaN            NaN   23.6072                 NaN   1.01332        55.6625        14.1567                 NaN  0.959838     
  1130.13        2500.00        4.59782                 NaN            NaN            NaN            NaN            NaN   23.6270                 NaN   1.03605        55.6271        14.1539                 NaN  0.958153     
  1128.69        2500.00        4.60045                 NaN            NaN            NaN            NaN            NaN   23.6362                 NaN   1.04419        55.6148        14.1458                 NaN  0.958541     
  1127.24        2500.00        4.60293                 NaN            NaN            NaN            NaN            NaN   23.6379                 NaN   1.06644        55.6026        14.1310                 NaN  0.959251     
  1125.79        2500.00        4.60521                 NaN            NaN            NaN            NaN            NaN   23.6601                 NaN   1.07550        55.5854        14.1125                 NaN  0.961303     
  1124.35        2500.00        4.61396                 NaN            NaN            NaN            NaN            NaN   23.6350                 NaN   1.06514        55.6128        14.1072                 NaN  0.965819     
  1122.90        2500.00        4.62232                 NaN            NaN            NaN            NaN            NaN   23.6121                 NaN   1.05555        55.6380        14.1018                 NaN  0.970112     
  1121.46        2500.00        4.62550                 NaN            NaN            NaN            NaN            NaN   23.6043                 NaN   1.06245        55.6368        14.0993                 NaN  0.971572     
  1120.01        2500.00        4.61588                 NaN            NaN            NaN            NaN            NaN   23.6349                 NaN   1.10939        55.5701        14.1035                 NaN  0.966335     
  1118.57        2500.00        4.61258                 NaN            NaN            NaN            NaN            NaN   23.6971                 NaN   1.12391        55.5131        14.0900                 NaN  0.963303     
  1117.12        2500.00        4.61564                 NaN            NaN            NaN            NaN            NaN   23.7545                 NaN   1.10313        55.4883        14.0726                 NaN  0.965836     
  1115.67        2500.00        4.61863                 NaN            NaN            NaN            NaN            NaN   23.7988                 NaN   1.09920        55.4652        14.0501                 NaN  0.968191     
  1114.23        2500.00        4.62137                 NaN            NaN            NaN            NaN            NaN   23.8425                 NaN   1.09038        55.4425        14.0330                 NaN  0.970192     
  1112.78        2500.00        4.62355                 NaN            NaN            NaN            NaN            NaN   23.8521                 NaN   1.10001        55.4282        14.0258                 NaN  0.970346     
  1111.34        2500.00        4.64341                 NaN            NaN            NaN            NaN            NaN   23.8240                 NaN   1.03758        55.5094        14.0002                 NaN  0.985407     
  1109.89        2500.00        4.64517                 NaN            NaN            NaN            NaN            NaN   23.8531                 NaN   1.04560        55.4831        13.9885                 NaN  0.984533     
  1108.44        2500.00        4.64241                 NaN            NaN            NaN            NaN            NaN   23.8655                 NaN   1.08298        55.4413        13.9897                 NaN  0.978103     
  1107.00        2500.00        4.64085                 NaN            NaN            NaN            NaN            NaN   23.8813                 NaN   1.10283        55.4117        13.9860                 NaN  0.977279     
  1105.55        2500.00        4.63400                 NaN            NaN            NaN            NaN            NaN   23.9071                 NaN   1.14998        55.3526        13.9845                 NaN  0.971806     
  1104.11        2500.00        4.63360                 NaN            NaN            NaN            NaN            NaN   23.9132                 NaN   1.16869        55.3337        13.9775                 NaN  0.973332     
  1102.66        2500.00        4.64196                 NaN            NaN            NaN            NaN            NaN   23.9515                 NaN   1.16590        55.3190        13.9506                 NaN  0.971076     
  1101.21        2500.00        4.64803                 NaN            NaN            NaN            NaN            NaN   23.9798                 NaN   1.16806        55.3031        13.9317                 NaN  0.969293     
  1099.77        2500.00        4.63942                 NaN            NaN            NaN            NaN            NaN   23.9577                 NaN   1.19802        55.2829        13.9472                 NaN  0.974698     
  1098.32        2500.00        4.64952                 NaN            NaN            NaN            NaN            NaN   24.0261                 NaN   1.17733        55.2612        13.9135                 NaN  0.972410     
  1096.88        2500.00        4.65413                 NaN            NaN            NaN            NaN            NaN   24.0382                 NaN   1.19128        55.2527        13.8892                 NaN  0.974537     
  1095.43        2500.00        4.65156                 NaN            NaN            NaN            NaN            NaN   24.0537                 NaN   1.20175        55.2235        13.8956                 NaN  0.973890     
  1093.98        2500.00        4.65270                 NaN            NaN            NaN            NaN            NaN   24.0638                 NaN   1.22037        55.2057        13.8827                 NaN  0.974785     
  1092.54        2500.00        4.65117                 NaN            NaN            NaN            NaN            NaN   24.0127                 NaN   1.23546        55.2219        13.9041                 NaN  0.974654     
  1091.09        2500.00        4.66737                 NaN            NaN            NaN            NaN            NaN   24.1006                 NaN   1.17386        55.2186        13.8573                 NaN  0.982300     
  1089.65        2500.00        4.66022                 NaN            NaN            NaN            NaN            NaN   24.1321                 NaN   1.22324        55.1506        13.8594                 NaN  0.974459     
  1088.20        2500.00        4.66311                 NaN            NaN            NaN            NaN            NaN   24.1136                 NaN   1.26200        55.1417        13.8475                 NaN  0.972047     
  1086.75        2500.00        1.06734                 NaN            NaN            NaN            NaN   4.67181        13.2048                 NaN   9.71885        52.7222        17.6383                 NaN  0.976740     
  1085.31        2500.00        1.04858                 NaN            NaN            NaN            NaN   4.64695        13.4174                 NaN   9.74655        52.5588        17.6115                 NaN  0.970150     
  1083.86        2500.00        4.68631                 NaN            NaN            NaN            NaN            NaN   24.2004                 NaN   1.19170        55.1491        13.7868                 NaN  0.985750     
  1082.42        2500.00        4.67512                 NaN            NaN            NaN            NaN            NaN   24.2580                 NaN   1.25626        55.0505        13.7860                 NaN  0.974082     
  1080.97        2500.00        4.67705                 NaN            NaN            NaN            NaN            NaN   24.2508                 NaN   1.28176        55.0390        13.7780                 NaN  0.973386     
  1079.53        2500.00        4.67955                 NaN            NaN            NaN            NaN            NaN   24.3312                 NaN   1.26945        54.9970        13.7493                 NaN  0.973505     
  1078.08        2500.00        4.63575                 NaN            NaN            NaN            NaN            NaN   24.3168                 NaN   1.29873        54.9675        13.7703                 NaN   1.01087     
  1076.63        2500.00        4.68472                 NaN            NaN            NaN            NaN            NaN   24.3315                 NaN   1.30617        54.9700        13.7366                 NaN  0.971069     
  1075.19        2500.00        4.68764                 NaN            NaN            NaN            NaN            NaN   24.3570                 NaN   1.31387        54.9487        13.7222                 NaN  0.970634     
  1073.74        2500.00        4.69002                 NaN            NaN            NaN            NaN            NaN   24.3661                 NaN   1.32606        54.9330        13.7153                 NaN  0.969513     
  1072.30        2500.00        4.69453                 NaN            NaN            NaN            NaN            NaN   24.4240                 NaN   1.32109        54.9023        13.6880                 NaN  0.970149     
  1070.85        2500.00        4.69514                 NaN            NaN            NaN            NaN            NaN   24.4247                 NaN   1.34138        54.8857        13.6842                 NaN  0.968814     
  1069.40        2500.00        4.69803                 NaN            NaN            NaN            NaN            NaN   24.4766                 NaN   1.34177        54.8541        13.6600                 NaN  0.969592     
  1067.96        2500.00        4.70077                 NaN            NaN            NaN            NaN            NaN   24.4908                 NaN   1.35606        54.8353        13.6489                 NaN  0.968240     
  1066.51        2500.00        4.70063                 NaN            NaN            NaN            NaN            NaN   24.2884                 NaN   1.36061        54.9533        13.7136                 NaN  0.983448     
  1065.07        2500.00        4.70490                 NaN            NaN            NaN            NaN            NaN   24.5262                 NaN   1.38702        54.7932        13.6218                 NaN  0.966931     
  1063.62        2500.00        4.71598                 NaN            NaN            NaN            NaN            NaN   24.4352                 NaN   1.35796        54.8806        13.6324                 NaN  0.977931     
  1062.17        2500.00        4.71608                 NaN            NaN            NaN            NaN            NaN   24.4907                 NaN   1.35317        54.8484        13.6106                 NaN  0.981044     
  1060.73        2500.00        4.71406                 NaN            NaN            NaN            NaN            NaN   24.6039                 NaN   1.39461        54.7308        13.5932                 NaN  0.963417     
  1059.28        2500.00        4.71644                 NaN            NaN            NaN            NaN            NaN   24.6218                 NaN   1.41771        54.7073        13.5746                 NaN  0.962114     
  1057.84        2500.00        4.71722                 NaN            NaN            NaN            NaN            NaN   24.6405                 NaN   1.42569        54.6889        13.5633                 NaN  0.964409     
  1056.39        2500.00        4.71941                 NaN            NaN            NaN            NaN            NaN   24.6979                 NaN   1.42063        54.6539        13.5435                 NaN  0.964626     
  1054.94        2500.00        4.72369                 NaN            NaN            NaN            NaN            NaN   24.6501                 NaN   1.44928        54.6714        13.5404                 NaN  0.965136     
  1053.50        2500.00        4.72922                 NaN            NaN            NaN            NaN            NaN   24.6534                 NaN   1.44872        54.6725        13.5299                 NaN  0.966245     
  1052.05        2500.00        4.72599                 NaN            NaN            NaN            NaN            NaN   24.6730                 NaN   1.48142        54.6295        13.5268                 NaN  0.963302     
  1050.61        2500.00        4.73364                 NaN            NaN            NaN            NaN            NaN   24.7814                 NaN   1.46346        54.5718        13.4928                 NaN  0.956847     
  1049.16        2500.00        4.74475                 NaN            NaN            NaN            NaN            NaN   24.6806                 NaN   1.44941        54.6624        13.4942                 NaN  0.968594     
  1047.72        2500.00        4.74784                 NaN            NaN            NaN            NaN            NaN   24.7282                 NaN   1.45289        54.6304        13.4728                 NaN  0.967803     
  1046.27        2500.00        4.75252                 NaN            NaN            NaN            NaN            NaN   24.7783                 NaN   1.47582        54.5838        13.4467                 NaN  0.962916     
  1044.82        2500.00        4.74194                 NaN            NaN            NaN            NaN            NaN   25.0051                 NaN   1.51072        54.4121        13.3735                 NaN  0.956618     
  1043.38        2500.00        4.75426                 NaN            NaN            NaN            NaN            NaN   24.8588                 NaN   1.50086        54.5140        13.4144                 NaN  0.957692     
  1041.93        2500.00        4.74940                 NaN            NaN            NaN            NaN            NaN   24.9745                 NaN   1.52003        54.4138        13.3914                 NaN  0.950851     
  1040.49        2500.00        4.75122                 NaN            NaN            NaN            NaN            NaN   24.9592                 NaN   1.54206        54.4086        13.3880                 NaN  0.950890     
  1039.04        2500.00        4.75401                 NaN            NaN            NaN            NaN            NaN   25.0261                 NaN   1.57516        54.3479        13.3531                 NaN  0.943779     
  1037.59        2500.00        4.76599                 NaN            NaN            NaN            NaN            NaN   24.9634                 NaN   1.55114        54.4149        13.3538                 NaN  0.950775     
  1036.15        2500.00        4.77171                 NaN            NaN            NaN            NaN            NaN   25.0172                 NaN   1.52715        54.4005        13.3279                 NaN  0.955575     
  1034.70        2500.00        4.77178                 NaN            NaN            NaN            NaN            NaN   25.0212                 NaN   1.54873        54.3831        13.3194                 NaN  0.955703     
