|6.6.6
Archiving\03_Data\fracLP/QFM_m3.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1842.11        500.000        99.3778                 NaN            NaN  0.622236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3816                 NaN            NaN  0.618443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3814                 NaN            NaN  0.618580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3700                 NaN            NaN  0.630025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3985                 NaN            NaN  0.601515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3888                 NaN            NaN  0.611227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3928                 NaN            NaN  0.607174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3812                 NaN            NaN  0.618804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3906                 NaN            NaN  0.609435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3890                 NaN            NaN  0.610966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3883                 NaN            NaN  0.611373       0.340218E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3859                 NaN            NaN  0.610155       0.391617E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3762                 NaN            NaN  0.609424       0.144050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3765                 NaN            NaN  0.609139       0.143527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3620                 NaN            NaN  0.623220       0.147429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3874                 NaN            NaN  0.598657       0.139622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3758                 NaN            NaN  0.609871       0.142937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3743                 NaN            NaN  0.611428       0.142945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3741                 NaN            NaN  0.611675       0.142570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3745                 NaN            NaN  0.611251       0.142072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3734                 NaN            NaN  0.612419       0.142106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3692                 NaN            NaN  0.616502       0.142872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3755                 NaN            NaN  0.610459       0.140423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3702                 NaN            NaN  0.615618       0.141451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3694                 NaN            NaN  0.616538       0.141022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3632                 NaN            NaN  0.622544       0.142627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3731                 NaN            NaN  0.613017       0.138920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3652                 NaN            NaN  0.620757       0.140549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3645                 NaN            NaN  0.621529       0.140157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3625                 NaN            NaN  0.623506       0.140008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4106                 NaN            NaN  0.576489       0.128903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3083                 NaN            NaN  0.676686       0.150581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3581                 NaN            NaN  0.628011       0.139272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3545                 NaN            NaN  0.631605       0.139409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4430                 NaN            NaN  0.545068       0.119596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2602                 NaN            NaN  0.723980       0.158320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3490                 NaN            NaN  0.637145       0.138761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3504                 NaN            NaN  0.635796       0.137630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3464                 NaN            NaN  0.639829       0.138104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3421                 NaN            NaN  0.644067       0.138196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3404                 NaN            NaN  0.645800       0.137767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3372                 NaN            NaN  0.649038       0.137911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3963                 NaN            NaN  0.591182       0.124778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2688                 NaN            NaN  0.716181       0.150531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3280                 NaN            NaN  0.658234       0.137514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3290                 NaN            NaN  0.657401       0.136440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3255                 NaN            NaN  0.660796       0.136760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3234                 NaN            NaN  0.662981       0.136506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3168                 NaN            NaN  0.669496       0.137252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3190                 NaN            NaN  0.667397       0.136041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3124                 NaN            NaN  0.673864       0.136915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3129                 NaN            NaN  0.673541       0.135715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3077                 NaN            NaN  0.678696       0.136269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3067                 NaN            NaN  0.679743       0.135729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3463                 NaN            NaN  0.640960       0.127646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2561                 NaN            NaN  0.729464       0.144117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2980                 NaN            NaN  0.688462       0.135458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1628                 NaN            NaN  0.816233       0.210109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4277                 NaN            NaN  0.566266       0.603575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2915                 NaN            NaN  0.695051       0.134810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        98.3481                 NaN            NaN   1.61905       0.328129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.9993                 NaN            NaN            NaN  0.667054E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.5263                 NaN            NaN  0.467049       0.669747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2826                 NaN            NaN  0.703939       0.134224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2712                 NaN            NaN  0.715200       0.136201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2875                 NaN            NaN  0.699324       0.132060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2792                 NaN            NaN  0.707467       0.133345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2754                 NaN            NaN  0.711252       0.133494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2750                 NaN            NaN  0.711669       0.133257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2736                 NaN            NaN  0.713072       0.133003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2734                 NaN            NaN  0.713385       0.132537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2714                 NaN            NaN  0.715345       0.132563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2700                 NaN            NaN  0.716777       0.132343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2721                 NaN            NaN  0.714696       0.131654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2707                 NaN            NaN  0.716175       0.131647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2699                 NaN            NaN  0.716891       0.131812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2584                 NaN            NaN  0.728291       0.133428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2825                 NaN            NaN  0.704712       0.127966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2691                 NaN            NaN  0.717798       0.130717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2726                 NaN            NaN  0.714385       0.129914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2700                 NaN            NaN  0.717014       0.130175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2756                 NaN            NaN  0.711512       0.128933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2714                 NaN            NaN  0.715659       0.129478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2766                 NaN            NaN  0.710530       0.128401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2766                 NaN            NaN  0.710609       0.128241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2220                 NaN            NaN  0.764235       0.137783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3367                 NaN            NaN  0.651529       0.117316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2777                 NaN            NaN  0.709526       0.127428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2843                 NaN            NaN  0.703077       0.126660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2851                 NaN            NaN  0.702288       0.126465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2893                 NaN            NaN  0.698174       0.125587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2918                 NaN            NaN  0.695635       0.125280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2931                 NaN            NaN  0.694378       0.125037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.5800                 NaN            NaN   1.39426       0.257384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.9926                 NaN            NaN  0.424061E-002  0.312784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3553                 NaN            NaN  0.636943       0.780329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2781                 NaN            NaN  0.709067       0.128073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3096                 NaN            NaN  0.678127       0.122431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3138                 NaN            NaN  0.674018       0.121685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3162                 NaN            NaN  0.671652       0.121418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3204                 NaN            NaN  0.667517       0.120730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3246                 NaN            NaN  0.663443       0.119980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.2003                 NaN            NaN  0.785437       0.142805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4561                 NaN            NaN  0.534249       0.964307E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3369                 NaN            NaN  0.651331       0.118123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3390                 NaN            NaN  0.649175       0.118089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3469                 NaN            NaN  0.641415       0.116668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3480                 NaN            NaN  0.640308       0.116680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3557                 NaN            NaN  0.632757       0.115306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3586                 NaN            NaN  0.629865       0.115030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3637                 NaN            NaN  0.624855       0.114312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.3672                 NaN            NaN  0.621389       0.114013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.7176                 NaN            NaN  0.276853       0.549727E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.0277                 NaN            NaN  0.955285       0.170171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3801                 NaN            NaN  0.608688       0.111690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.3912                 NaN            NaN  0.597739       0.110240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.3915                 NaN            NaN  0.597492       0.110090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.3957                 NaN            NaN  0.593349       0.109526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4008                 NaN            NaN  0.588304       0.108840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4044                 NaN            NaN  0.584746       0.108220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4065                 NaN            NaN  0.582672       0.108057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4186                 NaN            NaN  0.570826       0.105917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.4194                 NaN            NaN  0.570049       0.105930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.9998                 NaN            NaN            NaN  0.181264E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8581                 NaN            NaN   1.12117       0.207038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4342                 NaN            NaN  0.555470       0.103651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4362                 NaN            NaN  0.553457       0.103478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4464                 NaN            NaN  0.543390       0.101647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4487                 NaN            NaN  0.541142       0.101351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4536                 NaN            NaN  0.536319       0.100666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4563                 NaN            NaN  0.533716       0.100075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2361                 NaN            NaN  0.261360       0.555198E-003  0.502021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0376                 NaN            NaN  0.326419E-001            NaN  0.929754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0491                 NaN            NaN  0.318562E-001            NaN  0.919046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0612                 NaN            NaN  0.301748E-001            NaN  0.908577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0697                 NaN            NaN  0.277909E-001            NaN  0.902552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0832                 NaN            NaN  0.300616E-001            NaN  0.886708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
