|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.741149E-003   99.9344       0.648746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.644876E-003   99.3038       0.610846                 NaN            NaN  0.846756E-001            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.903712E-003   99.2678       0.101835       0.558192                 NaN  0.713049E-001            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.108797E-002   99.2451       0.519990       0.196015                 NaN  0.378237E-001            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.104503E-002   99.2583       0.191319       0.510176                 NaN  0.392096E-001            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.100646E-002   99.2572       0.193229       0.511083                 NaN  0.375276E-001            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.972266E-003   99.2607       0.193850       0.507753                 NaN  0.366796E-001            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.933278E-003   99.2632       0.194046       0.505690                 NaN  0.361153E-001            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.940225E-003   99.2319       0.527397       0.202743                 NaN  0.370259E-001            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.819701E-003   99.3073       0.185120       0.473720                 NaN  0.330255E-001            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.985752E-003   99.2450       0.470355       0.237208                 NaN  0.464101E-001            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.642417E-003   99.3065       0.520894       0.151303                 NaN  0.206858E-001            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.849724E-003   99.2170       0.215780       0.531355                 NaN  0.350328E-001            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.661878E-003   99.3471       0.177346       0.445462                 NaN  0.293880E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00       0.458431E-003   99.2453       0.188906       0.538748                 NaN  0.265623E-001            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.907648E-003   99.3290       0.202607       0.431777                 NaN  0.357353E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.634615E-003   99.2867       0.195476       0.487278                 NaN  0.299418E-001            NaN            NaN            NaN            NaN
  1441.88        2500.00       0.601492E-003   99.3041       0.472069       0.194441                 NaN  0.287996E-001            NaN            NaN            NaN            NaN
  1440.72        2500.00       0.570614E-003   99.2980       0.195308       0.477553                 NaN  0.285506E-001            NaN            NaN            NaN            NaN
  1439.56        2500.00       0.541533E-003   99.3019       0.474107       0.195526                 NaN  0.279701E-001            NaN            NaN            NaN            NaN
  1438.41        2500.00       0.530565E-003   99.2817       0.202227       0.487378                 NaN  0.281947E-001            NaN            NaN            NaN            NaN
  1437.25        2500.00       0.471448E-003   99.3292       0.455022       0.189467                 NaN  0.258328E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00       0.479542E-003   99.3091       0.195919       0.468553                 NaN  0.259324E-001            NaN            NaN            NaN            NaN
  1434.93        2500.00       0.435112E-003   99.3113       0.196423       0.466371                 NaN  0.254223E-001            NaN            NaN            NaN            NaN
  1433.78        2500.00       0.424306E-003   99.2861       0.204169       0.483582                 NaN  0.257649E-001            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.101511E-003   99.8150       0.522391E-001  0.125966                 NaN  0.669325E-002            NaN            NaN            NaN            NaN
  1431.46        2500.00       0.641975E-003   98.8459       0.333013       0.780398                 NaN  0.400432E-001            NaN            NaN            NaN            NaN
  1430.31        2500.00       0.338435E-003   99.3212       0.196804       0.458844                 NaN  0.228549E-001            NaN            NaN            NaN            NaN
  1429.15        2500.00       0.316550E-003   99.3227       0.197309       0.457434                 NaN  0.222051E-001            NaN            NaN            NaN            NaN
  1427.99        2500.00       0.293559E-003   99.3252       0.455893       0.196784                 NaN  0.218648E-001            NaN            NaN            NaN            NaN
  1426.84        2500.00       0.272417E-003   99.3260       0.454883       0.197710                 NaN  0.211333E-001            NaN            NaN            NaN            NaN
  1425.68        2500.00       0.254019E-003   99.3299       0.452072       0.197308                 NaN  0.204482E-001            NaN            NaN            NaN            NaN
  1424.52        2500.00       0.234921E-003   99.3306       0.197725       0.451478                 NaN  0.199172E-001            NaN            NaN            NaN            NaN
  1423.37        2500.00       0.214600E-003   99.3328       0.449797       0.197978                 NaN  0.192591E-001            NaN            NaN            NaN            NaN
  1422.21        2500.00       0.201840E-003   99.3330       0.449629       0.198351                 NaN  0.188569E-001            NaN            NaN            NaN            NaN
  1421.05        2500.00       0.351972E-003   98.7071       0.263285       0.517726                 NaN  0.189021       0.322535                 NaN            NaN            NaN
  1419.90        2500.00                 NaN   98.1279       0.655758       0.338592                 NaN  0.320253       0.557517                 NaN            NaN            NaN
  1418.74        2500.00       0.300843E-003   99.8619       0.475730E-001  0.254601E-001            NaN  0.236422E-001  0.411340E-001            NaN            NaN            NaN
  1417.58        2500.00                 NaN   97.3639       0.927647       0.464627                 NaN  0.459498       0.784345                 NaN            NaN            NaN
  1416.43        2500.00                 NaN   98.4838       0.536300       0.260009                 NaN  0.268429       0.451486                 NaN            NaN            NaN
  1415.27        2500.00                 NaN   98.5005       0.252051       0.532053                 NaN  0.268806       0.446564                 NaN            NaN            NaN
  1414.11        2500.00                 NaN   98.5159       0.529007       0.244183                 NaN  0.268845       0.442024                 NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.5286       0.526157       0.237136                 NaN  0.270005       0.438074                 NaN            NaN            NaN
  1411.80        2500.00                 NaN   98.5494       0.229324       0.520850                 NaN  0.268454       0.431951                 NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.5627       0.517973       0.221681                 NaN  0.269416       0.428185                 NaN            NaN            NaN
  1409.49        2500.00                 NaN   98.5770       0.515295       0.214075                 NaN  0.269629       0.423957                 NaN            NaN            NaN
  1408.33        2500.00                 NaN   98.5923       0.208366       0.511196                 NaN  0.268782       0.419316                 NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.6060       0.508711       0.199014                 NaN  0.270839       0.415450                 NaN            NaN            NaN
  1406.02        2500.00                 NaN   98.6204       0.193294       0.505155                 NaN  0.270058       0.411067                 NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.6350       0.186546       0.501264                 NaN  0.270231       0.406943                 NaN            NaN            NaN
  1403.70        2500.00                 NaN   98.6476       0.180017       0.499281                 NaN  0.270233       0.402843                 NaN            NaN            NaN
  1402.55        2500.00                 NaN   98.6613       0.495965       0.173532                 NaN  0.270392       0.398808                 NaN            NaN            NaN
  1401.39        2500.00                 NaN   98.6738       0.493101       0.167344                 NaN  0.270658       0.395057                 NaN            NaN            NaN
  1400.23        2500.00                 NaN   98.6881       0.160636       0.488964                 NaN  0.271186       0.391071                 NaN            NaN            NaN
  1399.08        2500.00                 NaN   98.7015       0.486503       0.155307                 NaN  0.269999       0.386645                 NaN            NaN            NaN
  1397.92        2500.00                 NaN   98.7103       0.485314       0.148955                 NaN  0.271295       0.384183                 NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.7236       0.142935       0.482517                 NaN  0.270896       0.380040                 NaN            NaN            NaN
  1395.61        2500.00                 NaN   98.7359       0.137025       0.479433                 NaN  0.271150       0.376469                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.7469       0.477377       0.131594                 NaN  0.271053       0.373036                 NaN            NaN            NaN
  1393.29        2500.00                 NaN   98.7543       0.474596       0.126460                 NaN  0.273340       0.371342                 NaN            NaN            NaN
  1392.14        2500.00                 NaN   98.7738       0.471221       0.121556                 NaN  0.269174       0.364224                 NaN            NaN            NaN
  1390.98        2500.00                 NaN   98.7786       0.470955       0.114835                 NaN  0.272006       0.363611                 NaN            NaN            NaN
  1389.82        2500.00                 NaN   98.7923       0.467974       0.110099                 NaN  0.270640       0.359019                 NaN            NaN            NaN
  1388.67        2500.00                 NaN   98.8017       0.104801       0.466083                 NaN  0.271052       0.356338                 NaN            NaN            NaN
  1387.51        2500.00                 NaN   98.8119       0.100008       0.464010                 NaN  0.270985       0.353133                 NaN            NaN            NaN
  1386.35        2500.00                 NaN   99.0126       0.387207       0.772578E-001            NaN  0.228895       0.294025                 NaN            NaN            NaN
  1385.20        2500.00                 NaN   98.6415       0.534280       0.108201                 NaN  0.313038       0.402949                 NaN            NaN            NaN
  1384.04        2500.00                 NaN   98.8376       0.459972       0.857638E-001            NaN  0.271575       0.345107                 NaN            NaN            NaN
  1382.88        2500.00                 NaN   98.8547       0.455005       0.808329E-001            NaN  0.269676       0.339793                 NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.8611       0.454129       0.766319E-001            NaN  0.270263       0.337832                 NaN            NaN            NaN
  1380.57        2500.00                 NaN   98.8657       0.454566       0.715833E-001            NaN  0.271528       0.336606                 NaN            NaN            NaN
  1379.41        2500.00                 NaN   98.8858       0.688280E-001  0.447636                 NaN  0.267831       0.329931                 NaN            NaN            NaN
