|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.485054E-003   99.9426       0.569127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.422582E-003   99.3945       0.536065                 NaN            NaN  0.690302E-001            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.592409E-003   99.3633       0.883361E-001  0.489659                 NaN  0.580809E-001            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.714018E-003   99.3425       0.456064       0.169963                 NaN  0.307867E-001            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.685710E-003   99.3544       0.165796       0.447249                 NaN  0.318955E-001            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.660733E-003   99.3536       0.167369       0.447866                 NaN  0.305004E-001            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.638646E-003   99.3570       0.167834       0.444784                 NaN  0.297888E-001            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.613164E-003   99.3594       0.167907       0.442788                 NaN  0.293060E-001            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.617728E-003   99.3324       0.461611       0.175344                 NaN  0.300022E-001            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.539129E-003   99.3982       0.160034       0.414493                 NaN  0.267594E-001            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.648288E-003   99.3455       0.411306       0.205014                 NaN  0.375739E-001            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.422927E-003   99.3967       0.455424       0.130671                 NaN  0.167347E-001            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.560890E-003   99.3202       0.186355       0.464566                 NaN  0.283568E-001            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.436159E-003   99.4337       0.153004       0.389157                 NaN  0.237365E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00       0.302283E-003   99.3448       0.162930       0.470512                 NaN  0.214368E-001            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.598906E-003   99.4190       0.174636       0.376975                 NaN  0.288279E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.418886E-003   99.3818       0.168421       0.425193                 NaN  0.241328E-001            NaN            NaN            NaN            NaN
