|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1567.31        500.000       0.125098E-001   99.8122       0.652661E-001  0.110006                 NaN            NaN            NaN            NaN            NaN            NaN
  1565.89        500.000                 NaN   99.2777       0.682655       0.395974E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.47        500.000                 NaN   99.2852       0.676344       0.384223E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.04        500.000                 NaN   99.2877       0.675293       0.369673E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.62        500.000                 NaN   99.2996       0.664388       0.360555E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        500.000                 NaN   99.3024       0.662422       0.351537E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.78        500.000                 NaN   99.3098       0.655172       0.350345E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        500.000                 NaN   99.3137       0.651950       0.343318E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.94        500.000                 NaN   99.3234       0.643403       0.331820E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1554.51        500.000                 NaN   99.3240       0.644391       0.315920E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1553.09        500.000                 NaN   99.3338       0.635368       0.308234E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1551.67        500.000                 NaN   99.3379       0.630709       0.313954E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1550.25        500.000                 NaN   99.3442       0.623786       0.319937E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.83        500.000                 NaN   99.3502       0.621074       0.287099E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1547.40        500.000                 NaN   99.3546       0.617411       0.279766E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.98        500.000                 NaN   99.3585       0.613658       0.278228E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.56        500.000                 NaN   99.3664       0.607539       0.260232E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.14        500.000                 NaN   99.3693       0.605285       0.254378E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.72        500.000                 NaN   99.3760       0.597151       0.268561E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.30        500.000                 NaN   99.3804       0.593279       0.262902E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.87        500.000                 NaN   99.3874       0.588933       0.237100E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        500.000                 NaN   99.3883       0.588684       0.229846E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.03        500.000                 NaN   99.3940       0.585171       0.208282E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.61        500.000                 NaN   99.3976       0.579755       0.226593E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.19        500.000                 NaN   99.3332       0.645549       0.212322E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000                 NaN   99.4787       0.504491       0.167995E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.34        500.000                 NaN   99.4132       0.567784       0.189942E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000                 NaN   99.4158       0.567238       0.169462E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.50        500.000                 NaN   99.1870       0.790408       0.226280E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        500.000                 NaN   99.9795       0.204554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.66        500.000                 NaN   99.1049       0.878780       0.162892E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        500.000                 NaN   99.4335       0.550732       0.157448E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.81        500.000                 NaN   99.4391       0.547105       0.138183E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1520.39        500.000                 NaN   99.4413       0.545586       0.131160E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.97        500.000                 NaN   99.4454       0.541880       0.127117E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.55        500.000                 NaN   99.4476       0.541111       0.112758E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.12        500.000                 NaN   99.4533       0.536060       0.106426E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        500.000                 NaN   99.4549       0.536638       0.842504E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1513.28        500.000                 NaN   99.4562       0.492165       0.515903E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.86        500.000                 NaN   99.4693       0.530716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000                 NaN   99.4683       0.531683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.01        500.000                 NaN   99.4711       0.508542       0.203316E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1507.59        500.000                 NaN   99.4736       0.511838       0.145996E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1506.17        500.000                 NaN   99.4860       0.456172       0.578655E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1504.75        500.000                 NaN   99.3492       0.650825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.33        500.000                 NaN   99.8607       0.139342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.91        500.000                 NaN   99.2528       0.664600       0.825562E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        500.000                 NaN   99.4923       0.507740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.06        500.000                 NaN   99.4942       0.505832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN   99.4972       0.495029       0.782053E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1496.22        500.000                 NaN   99.5010       0.499025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.80        500.000                 NaN   98.9480        1.05200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.37        500.000                 NaN   99.8876       0.112431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        500.000                 NaN   99.9073       0.926565E-001  0.160997E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1490.53        500.000                 NaN   99.5808       0.365543       0.536595E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1489.11        500.000                 NaN   99.2251       0.774859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.69        500.000                 NaN   99.5195       0.480505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.27        500.000                 NaN   99.5203       0.479677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.84        500.000                 NaN   99.5249       0.474766       0.334752E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1483.42        500.000                 NaN   99.3038       0.583787       0.112368                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.00        500.000                 NaN   99.7652       0.234795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.58        500.000                 NaN   99.5307       0.469251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.16        500.000                 NaN   99.5344       0.465553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.73        500.000                 NaN   99.5357       0.464294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.31        500.000                 NaN   99.5409       0.459143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.89        500.000                 NaN   99.5410       0.459031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.47        500.000                 NaN   99.5426       0.457383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.05        500.000                 NaN   99.5460       0.453963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        500.000                 NaN   99.4938       0.506238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.20        500.000                 NaN   99.6238       0.376238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.78        500.000                 NaN   99.5350       0.465027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.36        500.000                 NaN   99.5541       0.445921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.94        500.000                 NaN   99.5579       0.442076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.52        500.000                 NaN   99.5601       0.439904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.09        500.000                 NaN   99.5612       0.438794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.67        500.000                 NaN   99.5627       0.433522                 NaN  0.374282E-002            NaN            NaN            NaN            NaN            NaN
  1459.25        500.000                 NaN   99.4644       0.527427E-001            NaN  0.482845                 NaN            NaN            NaN            NaN            NaN
  1457.83        500.000                 NaN   99.4573       0.153478E-001            NaN  0.527323                 NaN            NaN            NaN            NaN            NaN
  1456.41        500.000                 NaN   99.4566                 NaN            NaN  0.543439                 NaN            NaN            NaN            NaN            NaN
  1454.99        500.000                 NaN   99.4556                 NaN            NaN  0.544377                 NaN            NaN            NaN            NaN            NaN
  1453.56        500.000                 NaN   99.4563                 NaN            NaN  0.543653                 NaN            NaN            NaN            NaN            NaN
  1452.14        500.000                 NaN   99.4645                 NaN            NaN  0.535518                 NaN            NaN            NaN            NaN            NaN
  1450.72        500.000                 NaN   99.4476                 NaN            NaN  0.552417                 NaN            NaN            NaN            NaN            NaN
  1449.30        500.000                 NaN   99.4547                 NaN            NaN  0.545304                 NaN            NaN            NaN            NaN            NaN
  1447.88        500.000                 NaN   99.4515                 NaN            NaN  0.548499                 NaN            NaN            NaN            NaN            NaN
  1446.45        500.000                 NaN   99.4534                 NaN            NaN  0.546625                 NaN            NaN            NaN            NaN            NaN
  1445.03        500.000                 NaN   99.4408                 NaN            NaN  0.559195                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000                 NaN   99.3228                 NaN            NaN  0.461020       0.216226                 NaN            NaN            NaN            NaN
  1442.19        500.000                 NaN   99.1540                 NaN            NaN  0.525478       0.320521                 NaN            NaN            NaN            NaN
  1440.77        500.000                 NaN   99.1609                 NaN            NaN  0.317441       0.521610                 NaN            NaN            NaN            NaN
  1439.35        500.000                 NaN   99.1682                 NaN            NaN  0.517056       0.314730                 NaN            NaN            NaN            NaN
  1437.92        500.000                 NaN   99.1757                 NaN            NaN  0.311742       0.512580                 NaN            NaN            NaN            NaN
  1436.50        500.000                 NaN   99.1821                 NaN            NaN  0.508916       0.308951                 NaN            NaN            NaN            NaN
  1435.08        500.000                 NaN   99.1895                 NaN            NaN  0.305895       0.504609                 NaN            NaN            NaN            NaN
  1433.66        500.000                 NaN   99.1954                 NaN            NaN  0.501227       0.303419                 NaN            NaN            NaN            NaN
