|6.6.6
Archiving\03_Data\frac/QFM_m5/GRV/GRV_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1511.28        2500.00        98.0418                 NaN  0.246168E-001            NaN            NaN            NaN   1.26568       0.667902                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.0811                 NaN  0.238982E-001            NaN            NaN            NaN  0.658673        1.23636                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.1179                 NaN  0.231925E-001            NaN            NaN            NaN   1.20859       0.650295                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.1532                 NaN  0.225157E-001            NaN            NaN            NaN   1.18181       0.642513                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.1893                 NaN  0.218221E-001            NaN            NaN            NaN   1.15522       0.633639                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.2228                 NaN  0.211846E-001            NaN            NaN            NaN  0.624635        1.13137                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2560                 NaN  0.205641E-001            NaN            NaN            NaN  0.616121        1.10735                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.2875                 NaN  0.199280E-001            NaN            NaN            NaN  0.608049        1.08451                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3183                 NaN  0.193213E-001  0.282935E-003            NaN            NaN   1.06190       0.600166                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3494                 NaN  0.183598E-001  0.236724E-002            NaN            NaN  0.595457        1.03440                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3776                 NaN  0.179351E-001  0.220202E-002            NaN            NaN   1.01527       0.587019                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4090                 NaN  0.172791E-001  0.202463E-002            NaN            NaN  0.577362       0.994286                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4357                 NaN  0.168375E-001  0.186950E-002            NaN            NaN  0.568766       0.976841                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4640                 NaN  0.162516E-001  0.171165E-002            NaN            NaN  0.559664       0.958391                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4881                 NaN  0.158005E-001  0.156362E-002            NaN            NaN  0.942812       0.551686                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5145                 NaN  0.152297E-001  0.140848E-002            NaN            NaN  0.543223       0.925649                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5419                 NaN  0.148339E-001  0.129691E-002            NaN            NaN  0.534136       0.907818                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5636                 NaN  0.144065E-001  0.116835E-002            NaN            NaN  0.526637       0.894154                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5863                 NaN  0.139596E-001  0.104486E-002            NaN            NaN  0.518936       0.879713                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6082                 NaN  0.135030E-001  0.927357E-003            NaN            NaN  0.511204       0.866177                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6308                 NaN  0.130391E-001  0.817753E-003            NaN            NaN  0.851987       0.503368                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6515                 NaN  0.126681E-001  0.721289E-003            NaN            NaN  0.839396       0.495705                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6715                 NaN  0.122393E-001  0.620019E-003            NaN            NaN  0.827212       0.488391                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6912                 NaN  0.118284E-001  0.528405E-003            NaN            NaN  0.815412       0.480987                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6053                 NaN  0.137380E-001  0.148217E-003            NaN            NaN  0.823036       0.507303       0.504323E-001            NaN            NaN            NaN            NaN
  1448.62        2500.00        95.6832                 NaN  0.761163E-001            NaN            NaN            NaN   1.31894        1.44576        1.47597                 NaN            NaN            NaN            NaN
  1446.12        2500.00        95.9222                 NaN  0.713203E-001            NaN            NaN            NaN   1.24745        1.36444        1.39461                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.1394                 NaN  0.667859E-001            NaN            NaN            NaN   1.18050        1.29268        1.32063                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.3368                 NaN  0.626476E-001            NaN            NaN            NaN   1.11912        1.22758        1.25384                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.5178                 NaN  0.591055E-001            NaN            NaN            NaN   1.06410        1.16722        1.19179                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.6828                 NaN  0.556073E-001            NaN            NaN            NaN   1.01312        1.11291        1.13552                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.8344                 NaN  0.524662E-001            NaN            NaN            NaN   1.06343       0.965755        1.08391                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.9764                 NaN  0.495710E-001            NaN            NaN            NaN   1.01707       0.921870        1.03504                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1054                 NaN  0.469187E-001            NaN            NaN            NaN  0.882064       0.974502       0.991163                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2270                 NaN  0.444135E-001            NaN            NaN            NaN  0.935504       0.843864       0.949181                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3389                 NaN  0.420840E-001            NaN            NaN            NaN  0.899439       0.808785       0.910842                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4434                 NaN  0.397983E-001            NaN            NaN            NaN  0.866504       0.775497       0.874770                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5417                 NaN  0.378290E-001            NaN            NaN            NaN  0.744689       0.834817       0.840972                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6316                 NaN  0.358989E-001            NaN            NaN            NaN  0.806572       0.715698       0.810271                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7199                 NaN  0.340658E-001            NaN            NaN            NaN  0.778460       0.688327       0.779259                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.7985                 NaN  0.323228E-001            NaN            NaN            NaN  0.754589       0.662166       0.752456                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8768                 NaN  0.306466E-001            NaN            NaN            NaN  0.637534       0.730044       0.724982                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9480                 NaN  0.292242E-001            NaN            NaN            NaN  0.615482       0.707025       0.700268                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0148                 NaN  0.278031E-001            NaN            NaN            NaN  0.593611       0.686653       0.677093                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0787                 NaN  0.263634E-001            NaN            NaN            NaN  0.667574       0.572548       0.654817                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1395                 NaN  0.250543E-001            NaN            NaN            NaN  0.648915       0.552966       0.633550                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1960                 NaN  0.238152E-001            NaN            NaN            NaN  0.534248       0.632169       0.613750                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2516                 NaN  0.226021E-001            NaN            NaN            NaN  0.515702       0.615676       0.594439                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3027                 NaN  0.215030E-001            NaN            NaN            NaN  0.600273       0.498920       0.576571                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3510                 NaN  0.203430E-001            NaN            NaN            NaN  0.586013       0.482944       0.559740                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3990                 NaN  0.192991E-001            NaN            NaN            NaN  0.466359       0.572609       0.542740                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4426                 NaN  0.183190E-001            NaN            NaN            NaN  0.452023       0.559626       0.527470                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4849                 NaN  0.173770E-001            NaN            NaN            NaN  0.547484       0.437682       0.512589                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5248                 NaN  0.164126E-001            NaN            NaN            NaN  0.423916       0.536402       0.498441                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.5628                 NaN  0.155219E-001            NaN            NaN            NaN  0.410775       0.525659       0.485226                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.6009                 NaN  0.145884E-001            NaN            NaN            NaN  0.397523       0.515367       0.471585                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.6354                 NaN  0.137935E-001            NaN            NaN            NaN  0.385157       0.506118       0.459487                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.6689                 NaN  0.130217E-001            NaN            NaN            NaN  0.496833       0.373580       0.447710                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.7010                 NaN  0.121927E-001            NaN            NaN            NaN  0.361866       0.488636       0.436285                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7315                 NaN  0.114414E-001            NaN            NaN            NaN  0.350913       0.480655       0.425478                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.7608                 NaN  0.108217E-001            NaN            NaN            NaN  0.341041       0.472224       0.415096                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.7890                 NaN  0.994964E-002            NaN            NaN            NaN  0.329459       0.466533       0.405052                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8100                 NaN  0.931279E-002            NaN            NaN            NaN  0.320562       0.462243       0.397853                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.8466                 NaN  0.846734E-002            NaN            NaN            NaN  0.307758       0.452691       0.384456                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.8670                 NaN  0.793126E-002            NaN            NaN            NaN  0.300013       0.447815       0.377238                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.8877                 NaN  0.732575E-002            NaN            NaN            NaN  0.290471       0.443648       0.370880                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9158                 NaN  0.656276E-002            NaN            NaN            NaN  0.437375       0.280605       0.359663                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.9341                 NaN  0.600283E-002            NaN            NaN            NaN  0.272500       0.433867       0.353491                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.9550                 NaN  0.546532E-002            NaN            NaN            NaN  0.263745       0.429317       0.346479                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.9753                 NaN  0.475716E-002            NaN            NaN            NaN  0.425839       0.255428       0.338630                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9935                 NaN  0.423227E-002            NaN            NaN            NaN  0.246919       0.422826       0.332493                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0129                 NaN  0.356807E-002            NaN            NaN            NaN  0.238121       0.420011       0.325411                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.0298                 NaN  0.307552E-002            NaN            NaN            NaN  0.230467       0.417117       0.319558                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.0464                 NaN  0.244804E-002            NaN            NaN            NaN  0.415606       0.221959       0.313540                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.0614                 NaN  0.195279E-002            NaN            NaN            NaN  0.215402       0.412994       0.308275                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0785                 NaN  0.135398E-002            NaN            NaN            NaN  0.205994       0.411930       0.302235                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0919                 NaN  0.746121E-003            NaN            NaN            NaN  0.198051       0.411850       0.297466                 NaN            NaN            NaN            NaN
  1318.30        2500.00        79.5207                 NaN  0.112093                 NaN            NaN            NaN   2.71554        1.97953        2.62480        13.0473                 NaN            NaN            NaN
  1315.79        2500.00        72.7087                 NaN  0.150494                 NaN            NaN            NaN   2.61407        3.42896        3.39492        17.7028                 NaN            NaN            NaN
  1313.28        2500.00        78.4494                 NaN  0.118600                 NaN            NaN            NaN   2.11652        2.67134        2.68722        13.9569                 NaN            NaN            NaN
  1310.78        2500.00        82.1965                 NaN  0.975546E-001            NaN            NaN            NaN   1.78071        2.18827        2.22682        11.5102                 NaN            NaN            NaN
  1308.27        2500.00        58.2069                 NaN  0.642413E-001            NaN            NaN            NaN   5.34539        2.87843        4.97864        27.3376        1.18885                 NaN            NaN
  1305.76        2500.00        61.8968                 NaN  0.431858E-001            NaN            NaN            NaN   5.05191        2.24203        4.49584        24.9919        1.27835                 NaN            NaN
  1303.26        2500.00        73.5663                 NaN  0.379652E-001            NaN            NaN            NaN   3.49830        1.55707        3.12345        17.3278       0.889083                 NaN            NaN
  1300.75        2500.00        80.2589                 NaN  0.322665E-001            NaN            NaN            NaN   2.60427        1.18431        2.34025        12.9132       0.666829                 NaN            NaN
  1298.25        2500.00        84.5669                 NaN  0.276105E-001            NaN            NaN            NaN   2.03670       0.943835        1.83344        10.0676       0.523838                 NaN            NaN
  1295.74        2500.00        87.2393                 NaN  0.240461E-001            NaN            NaN            NaN  0.806909        1.67738        1.52130        8.29591       0.435124                 NaN            NaN
  1293.23        2500.00        88.7167                 NaN  0.217914E-001            NaN            NaN            NaN   1.46454       0.749487        1.35404        7.30629       0.387125                 NaN            NaN
  1290.73        2500.00        86.6031                 NaN  0.336410E-001            NaN            NaN            NaN  0.845189        1.91699        1.72988        8.36956       0.501679                 NaN            NaN
  1288.22        2500.00        96.7688                 NaN            NaN            NaN            NaN            NaN  0.239780       0.319222       0.256004        2.35664       0.595644E-001            NaN            NaN
  1285.71        2500.00        92.7460                 NaN  0.101826E-001            NaN            NaN            NaN  0.567596       0.926722       0.876176        4.62116       0.252153                 NaN            NaN
  1283.21        2500.00        93.5183                 NaN  0.113742E-001            NaN            NaN            NaN  0.831140       0.521244       0.785988        4.11005       0.221932                 NaN            NaN
  1280.70        2500.00        94.0414                 NaN  0.103133E-001            NaN            NaN            NaN  0.498383       0.762468       0.724064        3.75999       0.203330                 NaN            NaN
  1278.20        2500.00        94.5233                 NaN  0.899768E-002            NaN            NaN            NaN  0.697669       0.479727       0.667079        3.43724       0.185951                 NaN            NaN
  1275.69        2500.00        94.9308                 NaN  0.789859E-002            NaN            NaN            NaN  0.464197       0.643321       0.618781        3.16405       0.170993                 NaN            NaN
  1273.18        2500.00        95.2546                 NaN  0.705947E-002            NaN            NaN            NaN  0.451690       0.600411       0.580352        2.94702       0.158891                 NaN            NaN
  1270.68        2500.00        95.6118                 NaN  0.606525E-002            NaN            NaN            NaN  0.437719       0.553309       0.537057        2.70862       0.145403                 NaN            NaN
  1268.17        2500.00        95.6058                 NaN            NaN            NaN  0.140389                 NaN  0.195037       0.592228       0.534986        2.77919       0.152342                 NaN            NaN
  1265.66        2500.00        92.4250                 NaN            NaN            NaN  0.303086                 NaN   1.19072                 NaN  0.796678        4.25092       0.210546       0.823044                 NaN
  1263.16        2500.00        84.2851                 NaN  0.657777E-001            NaN  0.218853                 NaN   2.86451                 NaN   1.51523        7.98077       0.282511        2.78727                 NaN
  1260.65        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1258.15        2500.00        71.3046                 NaN            NaN            NaN            NaN  0.701016        1.69643        4.26820        2.44898        14.0511       0.408897        5.12075                 NaN
  1255.64        2500.00        75.4878                 NaN            NaN            NaN            NaN   1.01369        3.22609        1.06950        1.73640        12.8301       0.342493        4.29391                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN   4.83695        2.58322        13.2035        6.18195        49.8064        1.19833        16.5336        5.65611     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN   4.83706        2.58332        13.2040        6.18239        49.8663        1.19838        16.5602        5.56831     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN   4.83717        2.58341        13.2046        6.18284        49.9268        1.19842        16.5872        5.47951     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN   4.83728        2.58351        13.2051        6.18328        49.9881        1.19847        16.6145        5.38970     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN   4.83736        2.58367        13.2057        6.18376        50.0500        1.19852        16.6422        5.29884     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN   4.40256        12.9246        3.20175        6.49273        49.8799        1.24662        16.7254        5.12638     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN   4.31822        12.8468        3.33456        6.55367        49.8952        1.25805        16.7635        5.02998     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN   4.24114        3.49395        12.7223        6.61103        49.8982        1.26398        16.8000        4.96934     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN   3.80944        11.3521        5.00369        6.75883        49.8904        1.36103        16.8722        4.95231     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN   3.83265        11.6127        4.73811        6.73686        49.9895        1.35880        16.9062        4.82521     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   3.69586        11.4059        5.02176        6.83354        49.9611        1.37687        16.9421        4.76283     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   3.45162        4.51078        12.2283        7.21924        49.6200        1.36939        16.9716        4.62914     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   3.75376        12.5718        4.00458        6.98176        49.9304        1.32720        16.9961        4.43445     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   3.66675        4.04104        12.5835        7.05058        49.9490        1.33973        17.0412        4.32820     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   3.56762        12.5104        4.19916        7.12505        49.9462        1.34934        17.0758        4.22645     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   3.47132        4.30454        12.4740        7.19757        49.9546        1.36085        17.1164        4.12080     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   3.37245        12.4289        4.42024        7.27025        49.9639        1.37278        17.1575        4.01401     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   3.27362        4.53427        12.3855        7.34308        49.9739        1.38470        17.1989        3.90606     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   3.17483        4.64670        12.3438        7.41607        49.9844        1.39659        17.2407        3.79691     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   2.91610        4.92184        12.1480        7.62579        49.8189        1.44301        17.2685        3.85781     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   2.91618        4.92202        12.1486        7.62635        49.8911        1.44307        17.3011        3.75159     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   2.91625        4.92222        12.1492        7.62692        49.9652        1.44313        17.3346        3.64256     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   2.91633        4.92241        12.1497        7.62749        50.0401        1.44319        17.3684        3.53233     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.69563        12.2174        5.12368        7.78375        50.0421        1.45237        17.4532        3.23187     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   2.60219        5.20562        12.2052        7.85788        50.0549        1.46289        17.4964        3.11484     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   2.50660        12.1852        5.29677        7.93203        50.0687        1.47378        17.5402        2.99667     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   2.40791        5.39539        12.1600        8.00702        50.0826        1.48510        17.5846        2.87738     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   2.10277        5.67756        11.9725        8.24489        49.8738        1.53801        17.6054        2.98511     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   2.10282        5.67779        11.9730        8.24552        49.9538        1.53808        17.6417        2.86723     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   2.10288        5.67802        11.9736        8.24614        50.0343        1.53815        17.6783        2.74867     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   2.10294        5.67825        11.9742        8.24678        50.1157        1.53821        17.7153        2.62863     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   1.71336        6.01727        11.9163        8.54823        49.9238        1.58224        17.7803        2.51841     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   1.71341        6.01752        11.9169        8.54888        50.0068        1.58231        17.8181        2.39600     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.71346        6.01777        11.9175        8.54955        50.0909        1.58238        17.8564        2.27205     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   1.71351        6.01802        11.9181        8.55021        50.1760        1.58245        17.8951        2.14654     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   1.56998        6.10582        12.0870        8.69131        50.2307        1.57827        17.9980        1.73890     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   1.43782        6.22071        12.0825        8.77726        50.2423        1.59015        18.0469        1.60236     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   1.33757        12.0810        6.30148        8.85746        50.2596        1.60060        18.0954        1.46678     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   1.23284        12.0732        6.39180        8.93906        50.2770        1.61169        18.1446        1.32979     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   1.13879        12.0650        6.47338        9.01220        50.3046        1.62198        18.1944        1.18960     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN  0.963502        6.57220        12.0316        9.13238        50.2636        1.64914        18.2365        1.15095     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN  0.936488        12.0676        6.63277        9.17427        50.3444        1.64274        18.2946       0.907015     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN  0.837058        12.0760        6.70538        9.25585        50.3647        1.65265        18.3452       0.763196     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN  0.753636        6.75107        12.1066        9.33282        50.3870        1.65911        18.3938       0.615937     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN  0.656114        12.1155        6.82248        9.41367        50.4098        1.66868        18.4451       0.468625     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.534022        12.0993        6.92996        9.50362        50.4288        1.68270        18.4997       0.321935     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN  0.430268        12.1047        7.00953        9.58755        50.4509        1.69304        18.5523       0.171619     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN  0.916352        12.0883        6.47753        9.43090        50.5527        1.65993        18.5065       0.367755     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN  0.770287        12.1145        6.55415        9.52156        50.5725        1.67809        18.5623       0.226613     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN  0.770310        12.1152        6.55446        9.52235        50.6731        1.67817        18.6085       0.778752E-001
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN  0.630690E-001   7.23466        12.1853        9.91295        50.2568        1.72603        18.6212                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.29584        12.1745        9.96964        50.2030        1.73286        18.6242                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2310        7.24205        10.0025        50.1713        1.73088        18.6223                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2895        7.19363        10.0358        50.1339        1.72803        18.6191                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3644        7.11259        10.0801        50.0946        1.72592        18.6223                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4140        7.09855        10.1309        50.0266        1.71823        18.6117                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.4714        7.05359        10.1695        49.9825        1.71454        18.6085                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.5296        7.00680        10.2090        49.9382        1.71084        18.6055                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.01339        12.5151        10.2232        49.9303        1.70796        18.6100                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.16241        12.3100        10.2307        49.9493        1.72050        18.6271                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.6761        6.89295        10.3172        49.8165        1.70127        18.5959                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.83142        12.7643        10.3699        49.7519        1.69389        18.5886                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.94204        12.6261        10.3775        49.7613        1.69279        18.6002                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.94103        12.6326        10.4083        49.7277        1.68884        18.6016                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9248        6.71373        10.4874        49.6163        1.68095        18.5768                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.78113        12.8231        10.5165        49.6024        1.68249        18.5944                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.82582        12.7842        10.5264        49.5931        1.67572        18.5947                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.56924        13.1279        10.6190        49.4580        1.66548        18.5604                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.60675        13.0549        10.6422        49.4547        1.66579        18.5757                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.46439        13.2727        10.7085        49.3503        1.65422        18.5499                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.3824        6.36923        10.7528        49.3006        1.64904        18.5459                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4279        6.32933        10.7902        49.2615        1.64595        18.5451                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5134        6.29755        10.8501        49.1746        1.63464        18.5298                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5066        6.30845        10.8727        49.1506        1.63271        18.5290                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6015        6.23219        10.9244        49.0901        1.62728        18.5245                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7129        6.13441        10.9711        49.0389        1.62148        18.5212                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8013        6.06936        11.0231        48.9766        1.61425        18.5154                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8766        6.02000        11.0700        48.9176        1.60738        18.5085                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9394        5.97580        11.1136        48.8656        1.60167        18.5038                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0176        5.94944        11.1716        48.7816        1.59058        18.4892                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.89009        14.1079        11.2232        48.7154        1.58240        18.4809                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1865        5.83747        11.2719        48.6545        1.57524        18.4744                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2828        5.77835        11.3200        48.5899        1.56343        18.4655                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0702        5.88689        11.3674        48.6096        1.57130        18.4946                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0992        5.86811        11.3750        48.5973        1.56978        18.4906                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5389        5.60731        11.4777        48.3915        1.54220        18.4424                 NaN
