|6.6.6
Archiving\03_Data\frac/QFM_m5/GRV/GRV_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN  0.955428        14.3036        7.77118        9.62638        47.1870        2.91023        17.1767       0.694504E-001
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN  0.781686E-001   8.56355        14.3261        10.0245        46.8174        2.99430        17.1960                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.63271        14.3087        10.0821        46.7691        3.00631        17.2011                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3653        8.57705        10.1150        46.7389        3.00288        17.2008                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4272        8.52227        10.1486        46.7043        2.99800        17.1996                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5228        8.41785        10.1932        46.6675        2.99438        17.2042                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5784        8.39954        10.2439        46.6019        2.98095        17.1953                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.6435        8.34438        10.2828        46.5608        2.97460        17.1940                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.7097        8.28734        10.3225        46.5194        2.96821        17.1928                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.29463        14.6915        10.3371        46.5141        2.96338        17.1994                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.47501        14.4486        10.3444        46.5305        2.98513        17.2164                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8685        8.15376        10.4314        46.4058        2.95172        17.1888                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.07970        14.9703        10.4841        46.3440        2.93886        17.1831                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.21244        14.8065        10.4922        46.3552        2.93716        17.1964                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.20961        14.8134        10.5232        46.3240        2.93037        17.1994                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1490        7.93904        10.6021        46.2166        2.91648        17.1768                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.01704        15.0300        10.6320        46.2060        2.91936        17.1956                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.06845        14.9860        10.6419        46.1981        2.90770        17.1978                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.76801        15.3747        10.7343        46.0675        2.88968        17.1659                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80624        15.2944        10.7583        46.0677        2.89046        17.1829                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.64182        15.5383        10.8241        45.9664        2.87017        17.1591                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6568        7.53574        10.8689        45.9202        2.86125        17.1572                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7116        7.48401        10.9064        45.8839        2.85593        17.1581                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.8051        7.44667        10.9663        45.8009        2.83622        17.1447                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7967        7.45597        10.9891        45.7794        2.83296        17.1459                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.9061        7.36301        11.0412        45.7228        2.82356        17.1433                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.0305        7.25120        11.0882        45.6748        2.81353        17.1418                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.1327        7.17256        11.1403        45.6159        2.80097        17.1377                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2168        7.11381        11.1873        45.5604        2.78906        17.1327                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2892        7.05915        11.2312        45.5115        2.77916        17.1299                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.3753        7.02733        11.2891        45.4313        2.75985        17.1172                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.95705        16.4767        11.3409        45.3689        2.74563        17.1108                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.5659        6.89320        11.3897        45.3117        2.73322        17.1063                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.6744        6.82427        11.4380        45.2512        2.71274        17.0994                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.4493        6.95335        11.4842        45.2614        2.72607        17.1257                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.4819        6.93011        11.4916        45.2497        2.72345        17.1234                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9625        6.61995        11.5961        45.0637        2.67587        17.0819                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9476        6.61753        11.6061        45.0683        2.67584        17.0847                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9533        6.61278        11.6181        45.0572        2.67405        17.0846                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.2691        6.41530        11.7526        44.8720        2.62903        17.0620                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.3650        6.32877        11.7946        44.8301        2.61979        17.0618                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.4882        6.27902        11.8498        44.7450        2.59096        17.0471                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.96387        17.9826        12.2530        44.2985        2.48850        17.0135                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.7240        6.11807        11.9780        44.5903        2.55980        17.0298                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.95681        17.9935        12.2594        44.2909        2.48662        17.0128                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.95884        17.9914        12.2676        44.2835        2.48521        17.0134                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.95794        17.9928        12.2680        44.2829        2.48509        17.0133                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.83170        18.1742        12.2030        44.3063        2.48758        16.9972                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.3207        5.73447        12.2626        44.2294        2.46541        16.9874                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   18.4710        5.63933        12.3333        44.1387        2.44167        16.9759                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.95512        17.9971        12.2693        44.2809        2.48464        17.0129                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.95457        17.9980        12.2696        44.2805        2.48454        17.0128                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.95406        17.9989        12.2699        44.2800        2.48443        17.0127                 NaN
