|6.6.6
Archiving\03_Data\frac/QFM_m5/GRV/GRV_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  2000.00        2500.00        95.6772       0.841108        3.48168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1997.49        2500.00        95.6552       0.841161        3.50359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1994.99        2500.00        95.6334       0.841213        3.52535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1992.48        2500.00        95.6116       0.841265        3.54711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1989.97        2500.00        95.5899       0.841316        3.56875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.47        2500.00        95.5683       0.841368        3.59032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1984.96        2500.00        95.5468       0.841419        3.61183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1982.46        2500.00        95.5253       0.841470        3.63324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1979.95        2500.00        95.5039       0.841522        3.65462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.44        2500.00        95.4826       0.841572        3.67588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.94        2500.00        95.4613       0.841623        3.69707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1972.43        2500.00        95.4401       0.841674        3.71822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        2500.00        95.4190       0.841724        3.73928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        2500.00        95.3980       0.841774        3.76024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        2500.00        95.3770       0.841824        3.78119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        2500.00        95.3561       0.841874        3.80202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        2500.00        95.3353       0.841923        3.82276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        95.3146       0.841973        3.84346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        95.2939       0.842022        3.86407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        95.2733       0.842071        3.88461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        95.2528       0.842120        3.90507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        95.2324       0.842169        3.92546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        95.2120       0.842217        3.94578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        95.1917       0.842266        3.96604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        95.1715       0.842314        3.98622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        95.1513       0.842362        4.00633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        95.1312       0.842410        4.02638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        95.1112       0.842457        4.04633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        95.0913       0.842505        4.06621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        95.0714       0.842552        4.08606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        95.0516       0.842600        4.10582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        95.0319       0.842647        4.12549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        95.0122       0.842693        4.14506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        94.9927       0.842740        4.16461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        94.9731       0.842787        4.18409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        94.9537       0.842833        4.20349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        94.9343       0.842879        4.22279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        94.9150       0.842925        4.24206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        94.8958       0.842971        4.26123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        94.8766       0.843016        4.28034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        94.8575       0.843062        4.29942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        94.8385       0.843107        4.31836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        94.8196       0.843152        4.33726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        94.8005       0.843198        4.35628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        94.7819       0.843242        4.37488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        94.7632       0.843287        4.39355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        94.7445       0.843331        4.41216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        94.7259       0.843376        4.43074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        94.7074       0.843420        4.44920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        94.6889       0.843464        4.46759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        94.6705       0.843507        4.48597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        94.6522       0.843551        4.50423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        94.6340       0.843595        4.52245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        94.6158       0.843638        4.54055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        94.5977       0.843681        4.55863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        94.5797       0.843724        4.57661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        94.5617       0.843767        4.59454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        94.5438       0.843809        4.61239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        94.5260       0.843852        4.63019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        94.5081       0.843894        4.64797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        94.4905       0.843936        4.66556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        94.4729       0.843978        4.68314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        94.4553       0.844020        4.70067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        94.4378       0.844062        4.71811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        94.4204       0.844103        4.73553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        94.4031       0.844144        4.75280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        94.3858       0.844186        4.77006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        94.3686       0.844226        4.78721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        94.3476       0.844276        4.80810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        94.3343       0.844308        4.82135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        94.3173       0.844348        4.83832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        94.3003       0.844389        4.85532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        94.3052       0.844377        4.85047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        94.2667       0.844469        4.88887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        94.2499       0.844509        4.90555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        94.2333       0.844549        4.92219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        94.3180       0.844347        4.83768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        94.2001       0.844627        4.95526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        94.1836       0.844667        4.97171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        94.1672       0.844706        4.98806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        94.1509       0.844744        5.00434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        94.1346       0.844783        5.02059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        94.1184       0.844822        5.03674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        94.1023       0.844860        5.05285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        94.0862       0.844898        5.06889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        94.0674       0.844935        5.08435       0.334639E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        94.0416       0.844996        5.09815       0.152389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        94.0272       0.845157        5.11252       0.151325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        94.0128       0.845317        5.12683       0.150772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        93.9986       0.845477        5.14106       0.148727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        93.9843       0.845634        5.15526       0.148352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        93.9701       0.845791        5.16938       0.146884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        93.9560       0.845947        5.18346       0.146018E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        93.9316       0.846114        5.20240       0.198620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        93.9329       0.846302        5.21175       0.906172E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        93.9139       0.846410        5.22539       0.143081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        93.9000       0.846562        5.23923       0.141776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        93.8862       0.846713        5.25302       0.140895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        93.8724       0.846864        5.26678       0.139917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        93.8586       0.847013        5.28046       0.139137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        93.8450       0.847162        5.29411       0.137660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        93.8252       0.847308        5.30717       0.136880E-001  0.659275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4312                 NaN            NaN  0.144219E-001  0.554337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3893                 NaN            NaN  0.143197E-001  0.596339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3872                 NaN            NaN  0.142412E-001  0.598556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3844                 NaN            NaN  0.142268E-001  0.601413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3754                 NaN            NaN  0.142852E-001  0.610343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3685                 NaN            NaN  0.143413E-001  0.617142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3744                 NaN            NaN  0.140829E-001  0.611544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3653                 NaN            NaN  0.141897E-001  0.620520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3604                 NaN            NaN  0.141879E-001  0.625431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3581                 NaN            NaN  0.141247E-001  0.627728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3517                 NaN            NaN  0.141495E-001  0.634109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3679                 NaN            NaN  0.136857E-001  0.618441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3251                 NaN            NaN  0.145471E-001  0.660336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3431                 NaN            NaN  0.140070E-001  0.642860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3360                 NaN            NaN  0.140701E-001  0.649980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3313                 NaN            NaN  0.140524E-001  0.654611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3291                 NaN            NaN  0.140188E-001  0.656884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3226                 NaN            NaN  0.140627E-001  0.663358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3213                 NaN            NaN  0.139681E-001  0.664704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3170                 NaN            NaN  0.139772E-001  0.668996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3124                 NaN            NaN  0.139780E-001  0.673578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3090                 NaN            NaN  0.139594E-001  0.677018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.0039                 NaN            NaN  0.138082E-001  0.629466       0.352837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        97.1678                 NaN            NaN  0.102458E-001  0.210235        2.61173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        97.1804                 NaN            NaN  0.981506E-002  0.203310        2.60644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        97.2345                 NaN            NaN  0.924649E-002  0.196718        2.55950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        97.2871                 NaN            NaN  0.880010E-002  0.190142        2.51393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        97.3389                 NaN            NaN  0.833795E-002  0.182686        2.47005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.3864                 NaN            NaN  0.797285E-002  0.178462        2.42721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.3657                 NaN            NaN  0.788273E-002  0.262874        2.36359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.5525                 NaN            NaN  0.668594E-002  0.717487E-001   2.36910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.5250                 NaN            NaN  0.672700E-002  0.159061        2.30922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.5644                 NaN            NaN  0.632910E-002  0.153402        2.27588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.6126                 NaN            NaN  0.586983E-002  0.147571        2.23396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.6464                 NaN            NaN  0.552859E-002  0.142166        2.20586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.6876                 NaN            NaN  0.518110E-002  0.136557        2.17071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.7246                 NaN            NaN  0.475978E-002  0.131072        2.13960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.7445                 NaN            NaN  0.437821E-002  0.124975        2.12618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.8115                 NaN            NaN  0.405823E-002  0.120964        2.06351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.8223                 NaN            NaN  0.396492E-002  0.114556        2.05917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        97.8676                 NaN            NaN  0.337721E-002  0.110282        2.01877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        97.8859                 NaN            NaN  0.295671E-002  0.105259        2.00585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        97.9279                 NaN            NaN  0.269474E-002  0.100325        1.96905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        97.9505                 NaN            NaN  0.244810E-002  0.950243E-001   1.95198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        97.9819                 NaN            NaN  0.199611E-002  0.904673E-001   1.92563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.0069                 NaN            NaN  0.166429E-002  0.856069E-001   1.90587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.0340                 NaN            NaN  0.129717E-002  0.809121E-001   1.88378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.0579                 NaN            NaN  0.991394E-003  0.764025E-001   1.86475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.0845                 NaN            NaN  0.637946E-003  0.718223E-001   1.84307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.1051                 NaN            NaN  0.256678E-003  0.672525E-001   1.82741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.1301                 NaN            NaN  0.736765E-003  0.636901E-001   1.80548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.1530                 NaN            NaN  0.754959E-003  0.596281E-001   1.78658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.1696                 NaN            NaN            NaN  0.550482E-001   1.77530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.1960                 NaN            NaN            NaN  0.503477E-001   1.75362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.2137                 NaN            NaN            NaN  0.472399E-001   1.73901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.2322                 NaN            NaN            NaN  0.435882E-001   1.72416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
