|6.6.6
Archiving\03_Data\eqfrac/QFM/TAY13/TAY13_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1586.54        2500.00       0.781069E-002            NaN   99.9558       0.329067E-001  0.351912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.07        2500.00                 NaN            NaN   99.3466       0.593931       0.594953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.60        2500.00                 NaN            NaN   99.3515       0.568847       0.796525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.13        2500.00                 NaN            NaN   99.3572       0.563758       0.790218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.66        2500.00                 NaN            NaN   99.3619       0.560707       0.773969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.19        2500.00                 NaN            NaN   99.3660       0.528341       0.105629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.72        2500.00                 NaN            NaN   99.7051       0.286836       0.808890E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.25        2500.00                 NaN            NaN   99.0496       0.835423       0.114991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.78        2500.00                 NaN            NaN   99.3857       0.540300       0.740364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.31        2500.00                 NaN            NaN   99.3904       0.533569       0.760175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.84        2500.00                 NaN            NaN   99.3934       0.538226       0.683900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.37        2500.00                 NaN            NaN   99.3995       0.528488       0.719741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.90        2500.00                 NaN            NaN   99.4083       0.521870       0.697972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.43        2500.00                 NaN            NaN   99.5825       0.369535       0.479688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.96        2500.00                 NaN            NaN   99.2440       0.666805       0.892359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.49        2500.00                 NaN            NaN   99.2298       0.677515       0.926842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.02        2500.00                 NaN            NaN   99.6202       0.337002       0.428211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.55        2500.00                 NaN            NaN   99.4280       0.506965       0.650230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.08        2500.00                 NaN            NaN   99.4313       0.504634       0.641103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.61        2500.00                 NaN            NaN   99.4450       0.510736       0.442203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.14        2500.00                 NaN            NaN   99.4426       0.476414       0.810139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.67        2500.00                 NaN            NaN   99.4474       0.490879       0.617355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.20        2500.00                 NaN            NaN   98.7622        1.10597       0.131847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.73        2500.00                 NaN            NaN   99.6236       0.337895       0.384813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.26        2500.00                 NaN            NaN   99.9370       0.560011E-001  0.696032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
