|6.6.6
Archiving\03_Data\eqfrac/QFM/TAY13/TAY13_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1538.03        2500.00                 NaN            NaN   99.6854       0.280768       0.338251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.56        2500.00                 NaN            NaN   99.2254       0.691846       0.827670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.09        2500.00                 NaN            NaN   99.4300       0.510823       0.591283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00                 NaN            NaN   99.4323       0.509517       0.581375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.15        2500.00                 NaN            NaN   98.9913       0.903051       0.105604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.68        2500.00                 NaN            NaN   99.8935       0.938626E-001  0.126835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.21        2500.00                 NaN            NaN   99.4444       0.499339       0.562352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.74        2500.00                 NaN            NaN   99.4472       0.505347       0.474587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.27        2500.00                 NaN            NaN   99.4508       0.488180       0.610115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.80        2500.00                 NaN            NaN   99.4555       0.487553       0.569605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.33        2500.00                 NaN            NaN   99.4589       0.489516       0.515660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.86        2500.00                 NaN            NaN   99.4625       0.487197       0.502811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.39        2500.00                 NaN            NaN   99.4647       0.484397       0.508799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.92        2500.00                 NaN            NaN   99.4677       0.483517       0.488315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        2500.00                 NaN            NaN   99.4698       0.483049       0.471309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.98        2500.00                 NaN            NaN   99.4726       0.479138       0.482665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        2500.00                 NaN            NaN   99.4795       0.474580       0.459658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.04        2500.00                 NaN            NaN   99.4789       0.476181       0.449294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.57        2500.00                 NaN            NaN   99.4833       0.471221       0.455126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.10        2500.00                 NaN            NaN   99.4866       0.469938       0.435072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        2500.00                 NaN            NaN   99.4887       0.469102       0.422112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.16        2500.00                 NaN            NaN   99.4906       0.468630       0.407656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.69        2500.00                 NaN            NaN   99.4945       0.465817       0.397191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.22        2500.00                 NaN            NaN   99.4934       0.466976       0.396195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.75        2500.00                 NaN            NaN   99.5024       0.464810       0.327873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.28        2500.00                 NaN            NaN   99.5025       0.454794       0.427393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.81        2500.00                 NaN            NaN   99.5041       0.458669       0.372283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.34        2500.00                 NaN            NaN   99.5089       0.455326       0.357352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.87        2500.00                 NaN            NaN   99.7503       0.230562       0.191015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.40        2500.00                 NaN            NaN   99.9842       0.135775E-001  0.225960E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.93        2500.00                 NaN            NaN   98.8023        1.11787       0.798385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.46        2500.00                 NaN            NaN   99.5178       0.448377       0.338598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.99        2500.00                 NaN            NaN   99.5199       0.449495       0.305826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.52        2500.00                 NaN            NaN   99.5222       0.447321       0.305208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.05        2500.00                 NaN            NaN   99.5233       0.453689       0.229666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.58        2500.00                 NaN            NaN   99.5262       0.440104       0.336678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00                 NaN            NaN   99.5280       0.443861       0.281482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.64        2500.00                 NaN            NaN   99.5314       0.442110       0.264576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.17        2500.00                 NaN            NaN   99.5280       0.448447       0.235522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.70        2500.00                 NaN            NaN   99.5055       0.468370       0.260823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.23        2500.00                 NaN            NaN   99.6449       0.337250       0.178110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.76        2500.00                 NaN            NaN   99.4585       0.512898       0.285963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.29        2500.00                 NaN            NaN   99.5380       0.442784       0.192172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.82        2500.00                 NaN            NaN   99.5420       0.437274       0.206960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.35        2500.00                 NaN            NaN   99.5424       0.439163       0.184865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.88        2500.00                 NaN            NaN   99.5434       0.438885       0.176778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.41        2500.00                 NaN            NaN   99.0582       0.914109       0.277046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.94        2500.00                 NaN            NaN   99.9847                 NaN  0.152709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.47        2500.00                 NaN            NaN   99.4752       0.141573       0.291875E-001  0.354030                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.00        2500.00                 NaN            NaN   98.8411       0.284891       0.829324E-001  0.791029                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.53        2500.00                 NaN            NaN   99.1188       0.222765       0.562234E-001  0.602236                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00                 NaN            NaN   99.1249       0.203885       0.711088E-001  0.600103                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.59        2500.00                 NaN            NaN   99.1313       0.211786       0.619228E-001  0.594987                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.12        2500.00                 NaN            NaN   99.1374       0.211394       0.603025E-001  0.590862                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00                 NaN            NaN   99.1443       0.209481       0.597416E-001  0.586517                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.18        2500.00                 NaN            NaN   99.1504       0.208269       0.587759E-001  0.582564                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.71        2500.00                 NaN            NaN   99.1565       0.207708       0.574645E-001  0.578333                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.24        2500.00                 NaN            NaN   99.1624       0.206761       0.564016E-001  0.574459                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.77        2500.00                 NaN            NaN   99.1680       0.205934       0.553145E-001  0.570729                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.30        2500.00                 NaN            NaN   99.1720       0.207545       0.524923E-001  0.568010                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.83        2500.00                 NaN            NaN   99.1795       0.205178       0.524734E-001  0.562807                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.36        2500.00                 NaN            NaN   99.1838       0.204699       0.512619E-001  0.560283                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.89        2500.00                 NaN            NaN   99.1892       0.204230       0.502366E-001  0.556320                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.42        2500.00                 NaN            NaN   99.1935       0.205109       0.480426E-001  0.553380                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.95        2500.00                 NaN            NaN   99.1993       0.203524       0.476500E-001  0.549495                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN            NaN   99.2032       0.204389       0.457930E-001  0.546581                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.01        2500.00                 NaN            NaN   99.2067       0.207004       0.428215E-001  0.543470                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.54        2500.00                 NaN            NaN   99.2120       0.204531       0.428454E-001  0.540582                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.07        2500.00                 NaN            NaN   99.2168       0.205195       0.411746E-001  0.536860                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.60        2500.00                 NaN            NaN   99.2214       0.204167       0.405259E-001  0.533887                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.13        2500.00                 NaN            NaN   99.2194       0.205737       0.394281E-001  0.535436                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.66        2500.00                 NaN            NaN   99.2351       0.206175       0.352095E-001  0.523565                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.19        2500.00                 NaN            NaN   99.2329       0.206848       0.348535E-001  0.525417                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.72        2500.00                 NaN            NaN   99.2367       0.205659       0.346545E-001  0.523007                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.25        2500.00                 NaN            NaN   99.2399       0.206702       0.327262E-001  0.520711                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.78        2500.00                 NaN            NaN   99.2441       0.206217       0.321606E-001  0.517481                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.31        2500.00                 NaN            NaN   99.2448       0.230397       0.988736E-002  0.514928                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.84        2500.00                 NaN            NaN   99.2528       0.183286       0.495054E-001  0.514424                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.37        2500.00                 NaN            NaN   99.2516       0.212897       0.247238E-001  0.510806                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.90        2500.00                 NaN            NaN   99.2561       0.210689       0.247839E-001  0.508403                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.43        2500.00                 NaN            NaN   99.2585       0.211382       0.231223E-001  0.506948                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.96        2500.00                 NaN            NaN   99.2609       0.214000       0.206351E-001  0.504450                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.49        2500.00                 NaN            NaN   99.2637       0.214776       0.191051E-001  0.502463                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.02        2500.00                 NaN            NaN   99.2670       0.214727       0.182087E-001  0.500094                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.55        2500.00                 NaN            NaN   99.2685       0.217510       0.155110E-001  0.498462                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.08        2500.00                 NaN            NaN   99.2699       0.219858       0.130436E-001  0.497244                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.61        2500.00                 NaN            NaN   99.0226       0.219016       0.962512E-001  0.520483                 NaN            NaN  0.141693                 NaN            NaN            NaN
  1410.14        2500.00                 NaN            NaN   98.5023       0.159437       0.280183       0.606778E-001  0.551235                 NaN  0.446178                 NaN            NaN            NaN
  1408.67        2500.00                 NaN            NaN   98.4381                 NaN  0.233567       0.386691       0.483935                 NaN  0.457721                 NaN            NaN            NaN
  1407.20        2500.00                 NaN            NaN   98.4569                 NaN  0.230981       0.383600       0.476769                 NaN  0.451706                 NaN            NaN            NaN
  1405.73        2500.00                 NaN            NaN   98.4766                 NaN  0.231404       0.374480       0.471460                 NaN  0.446050                 NaN            NaN            NaN
  1404.26        2500.00                 NaN            NaN   98.5007                 NaN  0.230113       0.463901       0.366332                 NaN  0.438921                 NaN            NaN            NaN
  1402.79        2500.00                 NaN            NaN   98.5196                 NaN  0.229707       0.459397       0.358018                 NaN  0.433229                 NaN            NaN            NaN
  1401.32        2500.00                 NaN            NaN   98.5395                 NaN  0.229989       0.453825       0.349251                 NaN  0.427435                 NaN            NaN            NaN
  1399.85        2500.00                 NaN            NaN   98.5576                 NaN  0.229944       0.448515       0.341697                 NaN  0.422257                 NaN            NaN            NaN
  1398.38        2500.00                 NaN            NaN   98.4581                 NaN  0.117685       0.624170       0.369706                 NaN  0.430292                 NaN            NaN            NaN
  1396.91        2500.00                 NaN            NaN   98.7246                 NaN  0.356199       0.522971                 NaN            NaN  0.396220                 NaN            NaN            NaN
  1395.44        2500.00                 NaN            NaN   98.6018                 NaN  0.216715       0.424836       0.349852                 NaN  0.406795                 NaN            NaN            NaN
  1393.97        2500.00                 NaN            NaN   98.6306                 NaN  0.229018       0.428239       0.311544                 NaN  0.400594                 NaN            NaN            NaN
  1392.50        2500.00                 NaN            NaN   98.6469                 NaN  0.228996       0.304275       0.423981                 NaN  0.395854                 NaN            NaN            NaN
  1391.03        2500.00                 NaN            NaN   98.6197                 NaN  0.239763       0.303557       0.431045                 NaN  0.405983                 NaN            NaN            NaN
  1389.56        2500.00                 NaN            NaN   98.7145                 NaN  0.220624       0.408437       0.282580                 NaN  0.373831                 NaN            NaN            NaN
  1388.09        2500.00                 NaN            NaN   98.6970                 NaN  0.227986       0.409912       0.284184                 NaN  0.380901                 NaN            NaN            NaN
  1386.62        2500.00                 NaN            NaN   98.7079                 NaN  0.229095       0.407476       0.277765                 NaN  0.377714                 NaN            NaN            NaN
  1385.15        2500.00                 NaN            NaN   98.7293                 NaN  0.227568       0.270757       0.401131                 NaN  0.371280                 NaN            NaN            NaN
  1383.68        2500.00                 NaN            NaN   98.7424                 NaN  0.228086       0.397657       0.264280                 NaN  0.367580                 NaN            NaN            NaN
  1382.21        2500.00                 NaN            NaN   98.7563                 NaN  0.227995       0.393989       0.258499                 NaN  0.363232                 NaN            NaN            NaN
  1380.74        2500.00                 NaN            NaN   98.7699                 NaN  0.227863       0.390588       0.252388                 NaN  0.359288                 NaN            NaN            NaN
  1379.27        2500.00                 NaN            NaN   98.7841                 NaN  0.227922       0.386178       0.246807                 NaN  0.355008                 NaN            NaN            NaN
  1377.80        2500.00                 NaN            NaN   98.7992                 NaN  0.227342       0.240791       0.382233                 NaN  0.350452                 NaN            NaN            NaN
  1376.33        2500.00                 NaN            NaN   98.8117                 NaN  0.227650       0.234985       0.378851                 NaN  0.346802                 NaN            NaN            NaN
  1374.86        2500.00                 NaN            NaN   98.8238                 NaN  0.227365       0.375548       0.230307                 NaN  0.343017                 NaN            NaN            NaN
  1373.39        2500.00                 NaN            NaN   98.8369                 NaN  0.227799       0.224106       0.371773                 NaN  0.339421                 NaN            NaN            NaN
  1371.92        2500.00                 NaN            NaN   98.8509                 NaN  0.226331       0.368032       0.219955                 NaN  0.334752                 NaN            NaN            NaN
  1370.45        2500.00                 NaN            NaN   98.8626                 NaN  0.226697       0.214194       0.365137                 NaN  0.331383                 NaN            NaN            NaN
  1368.98        2500.00                 NaN            NaN   98.8747                 NaN  0.226640       0.209205       0.361618                 NaN  0.327789                 NaN            NaN            NaN
  1367.51        2500.00                 NaN            NaN   98.8846                 NaN  0.226497       0.359042       0.205309                 NaN  0.324504                 NaN            NaN            NaN
  1366.04        2500.00                 NaN            NaN   98.8975                 NaN  0.226228       0.200095       0.355377                 NaN  0.320818                 NaN            NaN            NaN
  1364.57        2500.00                 NaN            NaN   98.9090                 NaN  0.225859       0.352568       0.195259                 NaN  0.317324                 NaN            NaN            NaN
  1363.10        2500.00                 NaN            NaN   98.9203                 NaN  0.225537       0.349334       0.190981                 NaN  0.313808                 NaN            NaN            NaN
  1361.63        2500.00                 NaN            NaN   98.9311                 NaN  0.225476       0.346520       0.186431                 NaN  0.310521                 NaN            NaN            NaN
  1360.16        2500.00                 NaN            NaN   98.9402                 NaN  0.225414       0.343917       0.182724                 NaN  0.307753                 NaN            NaN            NaN
  1358.69        2500.00                 NaN            NaN   98.9529                 NaN  0.224129       0.340417       0.178802                 NaN  0.303711                 NaN            NaN            NaN
  1357.22        2500.00                 NaN            NaN   98.9616                 NaN  0.224834       0.338361       0.173864                 NaN  0.301336                 NaN            NaN            NaN
  1355.75        2500.00                 NaN            NaN   98.9728                 NaN  0.223405       0.171289       0.334909                 NaN  0.297585                 NaN            NaN            NaN
  1354.28        2500.00                 NaN            NaN   98.9821                 NaN  0.223354       0.332608       0.167203                 NaN  0.294711                 NaN            NaN            NaN
  1352.81        2500.00                 NaN            NaN   98.9915                 NaN  0.223065       0.163466       0.330046                 NaN  0.291895                 NaN            NaN            NaN
  1351.34        2500.00                 NaN            NaN   99.0016                 NaN  0.222456       0.160090       0.327188                 NaN  0.288693                 NaN            NaN            NaN
  1349.87        2500.00                 NaN            NaN   99.0103                 NaN  0.222025       0.156944       0.324770                 NaN  0.285961                 NaN            NaN            NaN
  1348.40        2500.00                 NaN            NaN   99.0202                 NaN  0.221311       0.153534       0.322108                 NaN  0.282864                 NaN            NaN            NaN
  1346.93        2500.00                 NaN            NaN   99.0299                 NaN  0.221185       0.149035       0.319778                 NaN  0.280070                 NaN            NaN            NaN
  1345.46        2500.00                 NaN            NaN   99.0378                 NaN  0.220004       0.317256       0.147664                 NaN  0.277257                 NaN            NaN            NaN
  1343.99        2500.00                 NaN            NaN   99.0461                 NaN  0.219414       0.144623       0.315253                 NaN  0.274656                 NaN            NaN            NaN
  1342.52        2500.00                 NaN            NaN   99.0556                 NaN  0.218867       0.312440       0.141371                 NaN  0.271737                 NaN            NaN            NaN
  1341.05        2500.00                 NaN            NaN   99.0639                 NaN  0.217659       0.139438       0.309953                 NaN  0.269023                 NaN            NaN            NaN
  1339.58        2500.00                 NaN            NaN   99.0719                 NaN  0.217328       0.136328       0.307913                 NaN  0.266557                 NaN            NaN            NaN
  1338.11        2500.00                 NaN            NaN   99.0796                 NaN  0.217055       0.306194       0.132995                 NaN  0.264161                 NaN            NaN            NaN
  1336.64        2500.00                 NaN            NaN   99.0877                 NaN  0.214949       0.303094       0.132894                 NaN  0.261342                 NaN            NaN            NaN
  1335.17        2500.00                 NaN            NaN   99.0958                 NaN  0.213954       0.130649       0.300912                 NaN  0.258676                 NaN            NaN            NaN
  1333.70        2500.00                 NaN            NaN   99.1034                 NaN  0.213409       0.299009       0.127896                 NaN  0.256301                 NaN            NaN            NaN
  1332.23        2500.00                 NaN            NaN   99.1103                 NaN  0.213470       0.296984       0.124828                 NaN  0.254417                 NaN            NaN            NaN
  1330.76        2500.00                 NaN            NaN   99.1181                 NaN  0.211959       0.294938       0.123323                 NaN  0.251639                 NaN            NaN            NaN
  1329.29        2500.00                 NaN            NaN   99.1259                 NaN  0.208529       0.291912       0.124986                 NaN  0.248689                 NaN            NaN            NaN
  1327.82        2500.00                 NaN            NaN   99.1324                 NaN  0.208822       0.121567       0.290492                 NaN  0.246766                 NaN            NaN            NaN
  1326.35        2500.00                 NaN            NaN   99.1397                 NaN  0.207692       0.119825       0.288361                 NaN  0.244423                 NaN            NaN            NaN
  1324.88        2500.00                 NaN            NaN   99.1459                 NaN  0.206383       0.286446       0.119035                 NaN  0.242211                 NaN            NaN            NaN
  1323.41        2500.00                 NaN            NaN   99.1535                 NaN  0.205401       0.284482       0.116659                 NaN  0.239915                 NaN            NaN            NaN
  1321.94        2500.00                 NaN            NaN   99.1600                 NaN  0.203457       0.282176       0.116768                 NaN  0.237600                 NaN            NaN            NaN
  1320.47        2500.00                 NaN            NaN   99.1668                 NaN  0.202257       0.280251       0.115333                 NaN  0.235393                 NaN            NaN            NaN
  1319.00        2500.00                 NaN            NaN   99.1731                 NaN  0.200631       0.278311       0.114695                 NaN  0.233294                 NaN            NaN            NaN
  1317.53        2500.00                 NaN            NaN   99.1795                 NaN  0.198971       0.276376       0.114105                 NaN  0.231057                 NaN            NaN            NaN
  1316.06        2500.00                 NaN            NaN   99.1856                 NaN  0.197393       0.274287       0.113699                 NaN  0.229015                 NaN            NaN            NaN
  1314.59        2500.00                 NaN            NaN   99.1918                 NaN  0.195770       0.113160       0.272362                 NaN  0.226937                 NaN            NaN            NaN
  1313.12        2500.00       0.181656E-001            NaN   99.1733                 NaN  0.157958       0.273874       0.151806                 NaN  0.224943                 NaN            NaN            NaN
  1311.65        2500.00       0.178787                 NaN   98.9622                 NaN            NaN  0.346783       0.266829                 NaN  0.245355                 NaN            NaN            NaN
  1310.18        2500.00       0.175069                 NaN   98.9794                 NaN            NaN  0.263594       0.340065                 NaN  0.241884                 NaN            NaN            NaN
  1308.71        2500.00       0.172628                 NaN   98.9941                 NaN            NaN  0.335988       0.258745                 NaN  0.238552                 NaN            NaN            NaN
  1307.24        2500.00       0.168979                 NaN   99.0100                 NaN            NaN  0.256289       0.329214                 NaN  0.235482                 NaN            NaN            NaN
  1305.77        2500.00       0.165578                 NaN   99.0256                 NaN            NaN  0.253722       0.322693                 NaN  0.232424                 NaN            NaN            NaN
  1304.30        2500.00       0.162615                 NaN   99.0403                 NaN            NaN  0.249957       0.317930                 NaN  0.229214                 NaN            NaN            NaN
  1302.83        2500.00       0.159490                 NaN   99.0551                 NaN            NaN  0.312092       0.247097                 NaN  0.226252                 NaN            NaN            NaN
  1301.36        2500.00       0.156393                 NaN   99.0694                 NaN            NaN  0.306543       0.244398                 NaN  0.223298                 NaN            NaN            NaN
  1299.89        2500.00       0.153403                 NaN   99.0829                 NaN            NaN  0.301183       0.241891                 NaN  0.220583                 NaN            NaN            NaN
  1298.42        2500.00        1.09478                 NaN   86.7369                 NaN            NaN   1.83405        1.93809                 NaN   1.65878        6.73741                 NaN            NaN
  1296.95        2500.00        2.66328                 NaN   65.4708                 NaN            NaN   4.89261        4.39284                 NaN   4.13672        18.4438                 NaN            NaN
  1295.48        2500.00        2.11253                 NaN   72.2629                 NaN            NaN   3.96817        3.49668                 NaN   3.34241        14.8173                 NaN            NaN
  1294.01        2500.00        1.73827                 NaN   76.9354                 NaN            NaN   2.87754        3.33025                 NaN   2.79435        12.3242                 NaN            NaN
  1292.53        2500.00        1.46776                 NaN   80.3043                 NaN            NaN   2.43149        2.87180                 NaN   2.39884        10.5258                 NaN            NaN
  1291.06        2500.00        1.30833                 NaN   82.1975                 NaN            NaN   2.14885        2.64337                 NaN   2.18502        9.51688                 NaN            NaN
