|6.6.6
Archiving\03_Data\frac/QFM_m3.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        hed            q             
  1536.34        2500.00        97.5783                 NaN            NaN  0.755279E-002  0.209040                 NaN   2.20508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.6260                 NaN            NaN  0.723995E-002  0.203373                 NaN   2.16337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.6772                 NaN            NaN  0.687588E-002  0.213086                 NaN   2.10287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.7596                 NaN            NaN  0.640773E-002  0.215220                 NaN   2.01876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.7947                 NaN            NaN  0.611595E-002  0.216599                 NaN   1.98263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.8432                 NaN            NaN  0.581835E-002  0.213927                 NaN   1.93703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.8874                 NaN            NaN  0.556033E-002  0.206324                 NaN   1.90068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.9371                 NaN            NaN  0.520366E-002  0.212109                 NaN   1.84560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.9775                 NaN            NaN  0.494504E-002  0.207168                 NaN   1.81044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.0213                 NaN            NaN  0.465715E-002  0.208525                 NaN   1.76556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.0658                 NaN            NaN  0.437627E-002  0.209451                 NaN   1.72035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.1008                 NaN            NaN  0.416905E-002  0.198910                 NaN   1.69611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.1320                 NaN            NaN  0.394663E-002  0.195033                 NaN   1.66898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.1684                 NaN            NaN  0.371349E-002  0.190960                 NaN   1.63690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.2025                 NaN            NaN  0.350683E-002  0.186251                 NaN   1.60779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.2313                 NaN            NaN  0.331713E-002  0.179817                 NaN   1.58557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2658                 NaN            NaN  0.308073E-002  0.181694                 NaN   1.54945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.2948                 NaN            NaN  0.289399E-002  0.177172                 NaN   1.52516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3246                 NaN            NaN  0.265719E-002  0.177807                 NaN   1.49490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3546                 NaN            NaN  0.248969E-002  0.173930                 NaN   1.46893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3795                 NaN            NaN  0.231914E-002  0.168939                 NaN   1.44922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4025                 NaN            NaN  0.217784E-002  0.162554                 NaN   1.43280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4294                 NaN            NaN  0.197226E-002  0.164534                 NaN   1.40409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4517                 NaN            NaN  0.180046E-002  0.162472                 NaN   1.38398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4795                 NaN            NaN  0.163994E-002  0.159847                 NaN   1.35901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4980                 NaN            NaN  0.151003E-002  0.155015                 NaN   1.34550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5210                 NaN            NaN  0.134871E-002  0.154139                 NaN   1.32349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5395                 NaN            NaN  0.122134E-002  0.150201                 NaN   1.30911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5546                 NaN            NaN  0.111884E-002  0.141483                 NaN   1.30276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5779                 NaN            NaN  0.957873E-003  0.144284                 NaN   1.27683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5949                 NaN            NaN  0.824907E-003  0.141534                 NaN   1.26270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6124                 NaN            NaN  0.691932E-003  0.140901                 NaN   1.24598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6287                 NaN            NaN  0.581831E-003  0.136373                 NaN   1.23436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6402                 NaN            NaN  0.505078E-003  0.142107                 NaN   1.21720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6508                 NaN            NaN  0.155207E-003  0.137048                 NaN   1.21200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6957                 NaN            NaN  0.306635E-003  0.129715                 NaN   1.17427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6839                 NaN            NaN  0.176878E-003  0.118609                 NaN   1.19735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6999                 NaN            NaN  0.551860E-004  0.116098                 NaN   1.18397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7087                 NaN            NaN  0.103223E-004  0.112515                 NaN   1.17877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7251                 NaN            NaN  0.746868E-003  0.117697                 NaN   1.15644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7322                 NaN            NaN            NaN  0.107242                 NaN   1.16057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7425                 NaN            NaN            NaN  0.105572                 NaN   1.15194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7546                 NaN            NaN  0.397515E-003  0.109223                 NaN   1.13581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7617                 NaN            NaN            NaN  0.957983E-001            NaN   1.14248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7686                 NaN            NaN            NaN  0.932194E-001            NaN   1.13818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7749                 NaN            NaN            NaN  0.866056E-001            NaN   1.13854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7719                 NaN            NaN            NaN  0.648978E-001            NaN   1.08796       0.752596E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6741                 NaN            NaN            NaN  0.515009E-001            NaN   1.18233       0.920798E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.8972                 NaN            NaN            NaN  0.310848                 NaN   1.19778       0.322253E-001            NaN  0.561942                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.7019                 NaN            NaN            NaN  0.548335                 NaN  0.117086        1.44433                 NaN   1.18835                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.7944                 NaN            NaN            NaN  0.564271                 NaN   1.48091                 NaN            NaN   1.16039                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.8706                 NaN            NaN            NaN  0.557909                 NaN   1.43870                 NaN            NaN   1.13284                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.9398                 NaN            NaN            NaN  0.547441                 NaN   1.40575                 NaN            NaN   1.10706                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0096                 NaN            NaN            NaN  0.532792                 NaN   1.37766                 NaN            NaN   1.07991                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.0699                 NaN            NaN            NaN  0.539933                 NaN   1.32585                 NaN            NaN   1.06434                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.1596                 NaN            NaN            NaN  0.512129                 NaN   1.30571                 NaN            NaN   1.02257                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.1997                 NaN            NaN            NaN  0.505563                 NaN   1.28653                 NaN            NaN   1.00825                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.2595                 NaN            NaN            NaN  0.502989                 NaN   1.25079                 NaN            NaN  0.986699                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.3196                 NaN            NaN            NaN  0.494108                 NaN   1.22241                 NaN            NaN  0.963875                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.3774                 NaN            NaN            NaN  0.487542                 NaN   1.19289                 NaN            NaN  0.942187                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.4290                 NaN            NaN            NaN  0.478937                 NaN   1.16993                 NaN            NaN  0.922177                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.4844                 NaN            NaN            NaN  0.471549                 NaN   1.14318                 NaN            NaN  0.900878                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.5319                 NaN            NaN            NaN  0.462799                 NaN   1.12301                 NaN            NaN  0.882316                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.5853                 NaN            NaN            NaN  0.463451                 NaN   1.08764                 NaN            NaN  0.863589                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.6267                 NaN            NaN            NaN  0.448173                 NaN   1.08046                 NaN            NaN  0.844639                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.6712                 NaN            NaN            NaN  0.441336                 NaN   1.06018                 NaN            NaN  0.827267                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.7182                 NaN            NaN            NaN  0.432429                 NaN   1.04032                 NaN            NaN  0.809033                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.7578                 NaN            NaN            NaN  0.422639                 NaN   1.02737                 NaN            NaN  0.792200                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.8102                 NaN            NaN            NaN  0.426494                 NaN  0.986657                 NaN            NaN  0.776634                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.8404                 NaN            NaN            NaN  0.403647                 NaN  0.998226                 NaN            NaN  0.757763                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.8756                 NaN            NaN            NaN  0.397354                 NaN  0.982771                 NaN            NaN  0.744294                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.9127                 NaN            NaN            NaN  0.390652                 NaN  0.967302                 NaN            NaN  0.729303                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.9471                 NaN            NaN            NaN  0.378033                 NaN  0.960376                 NaN            NaN  0.714463                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.9866                 NaN            NaN            NaN  0.374139                 NaN  0.939825                 NaN            NaN  0.699401                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.0072                 NaN            NaN            NaN  0.371899                 NaN  0.931556                 NaN            NaN  0.689339                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.0530                 NaN            NaN            NaN  0.351780                 NaN  0.925093                 NaN            NaN  0.670083                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.0810                 NaN            NaN            NaN  0.342568                 NaN  0.918031                 NaN            NaN  0.658437                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.1105                 NaN            NaN            NaN  0.333480                 NaN  0.910311                 NaN            NaN  0.645750                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.1381                 NaN            NaN            NaN  0.321943                 NaN  0.906549                 NaN            NaN  0.633389                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.1685                 NaN            NaN            NaN  0.313975                 NaN  0.896867                 NaN            NaN  0.620610                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.0295                 NaN            NaN            NaN  0.297733                 NaN  0.957880                 NaN            NaN  0.656485       0.584222E-001            NaN            NaN            NaN
  1333.33        2500.00        98.0233                 NaN            NaN            NaN  0.301178                 NaN  0.941294                 NaN            NaN  0.658231       0.760366E-001            NaN            NaN            NaN
  1330.83        2500.00        98.0658                 NaN            NaN            NaN  0.277055                 NaN  0.945255                 NaN            NaN  0.639289       0.725634E-001            NaN            NaN            NaN
  1328.32        2500.00        98.1078                 NaN            NaN            NaN  0.270866                 NaN  0.926268                 NaN            NaN  0.624998       0.700241E-001            NaN            NaN            NaN
  1325.81        2500.00        98.1529                 NaN            NaN            NaN  0.263735                 NaN  0.906468                 NaN            NaN  0.609407       0.674469E-001            NaN            NaN            NaN
  1323.31        2500.00        98.1948                 NaN            NaN            NaN  0.256951                 NaN  0.888290                 NaN            NaN  0.595017       0.649796E-001            NaN            NaN            NaN
  1320.80        2500.00        98.2364                 NaN            NaN            NaN  0.250887                 NaN  0.869444                 NaN            NaN  0.580682       0.625912E-001            NaN            NaN            NaN
  1318.30        2500.00        98.2756                 NaN            NaN            NaN  0.241582                 NaN  0.856046                 NaN            NaN  0.566579       0.601530E-001            NaN            NaN            NaN
  1315.79        2500.00        98.3161                 NaN            NaN            NaN  0.232871                 NaN  0.840641                 NaN            NaN  0.552569       0.578011E-001            NaN            NaN            NaN
  1313.28        2500.00        98.3533                 NaN            NaN            NaN  0.225403                 NaN  0.826578                 NaN            NaN  0.539193       0.555508E-001            NaN            NaN            NaN
  1310.78        2500.00        98.3903                 NaN            NaN            NaN  0.217744                 NaN  0.812343                 NaN            NaN  0.526274       0.533743E-001            NaN            NaN            NaN
  1308.27        2500.00        98.4250                 NaN            NaN            NaN  0.209581                 NaN  0.800387                 NaN            NaN  0.513825       0.512045E-001            NaN            NaN            NaN
  1305.76        2500.00        98.4617                 NaN            NaN            NaN  0.201244                 NaN  0.786921                 NaN            NaN  0.500999       0.491157E-001            NaN            NaN            NaN
  1303.26        2500.00        98.4968                 NaN            NaN            NaN  0.193673                 NaN  0.773608                 NaN            NaN  0.488807       0.470965E-001            NaN            NaN            NaN
  1300.75        2500.00        98.5307                 NaN            NaN            NaN  0.185985                 NaN  0.761263                 NaN            NaN  0.476960       0.451127E-001            NaN            NaN            NaN
  1298.25        2500.00        98.5652                 NaN            NaN            NaN  0.181478                 NaN  0.743982                 NaN            NaN  0.465937       0.433715E-001            NaN            NaN            NaN
  1295.74        2500.00        75.6788                 NaN            NaN            NaN   1.04122                 NaN   5.34941                 NaN            NaN   3.53765       0.457913        13.9350                 NaN            NaN
  1293.23        2500.00        76.5901                 NaN            NaN            NaN  0.890241                 NaN   5.33098                 NaN            NaN   3.38928       0.424410        13.3749                 NaN            NaN
  1290.73        2500.00        80.7886                 NaN            NaN            NaN  0.625435                 NaN   4.61586                 NaN            NaN   2.80277       0.337012        10.8303                 NaN            NaN
  1288.22        2500.00        83.8021                 NaN            NaN            NaN  0.406763                 NaN   4.12590                 NaN            NaN   2.37763       0.273825        9.01378                 NaN            NaN
  1285.71        2500.00        64.5566                 NaN            NaN            NaN            NaN            NaN   5.49052        4.18686                 NaN   5.41998       0.586431        19.7596                 NaN            NaN
  1283.21        2500.00        98.1704                 NaN            NaN            NaN  0.434928                 NaN   1.29531                 NaN            NaN  0.354504E-001  0.639110E-001            NaN            NaN            NaN
  1280.70        2500.00        95.5481                 NaN            NaN            NaN            NaN            NaN  0.249241        1.16312                 NaN  0.694267       0.139194E-001   2.33134                 NaN            NaN
  1278.20        2500.00        94.4371                 NaN            NaN            NaN            NaN            NaN  0.186063        1.30299                 NaN  0.825084       0.190149E-001   3.22972                 NaN            NaN
  1275.69        2500.00        90.7948                 NaN            NaN            NaN            NaN            NaN  0.734058        2.22059                 NaN   1.40990       0.118050        4.72256                 NaN            NaN
  1273.18        2500.00        71.3618                 NaN            NaN            NaN  0.142891E-001            NaN   8.21711       0.222525                 NaN   4.33495       0.407662        15.4417                 NaN            NaN
  1270.68        2500.00        97.6792        2.31155                 NaN            NaN  0.129045E-002            NaN            NaN            NaN            NaN            NaN  0.502422E-003  0.749926E-002            NaN            NaN
  1268.17        2500.00        99.8953                 NaN            NaN            NaN            NaN            NaN  0.244071E-001            NaN            NaN  0.157027E-001  0.163659E-002  0.629884E-001            NaN            NaN
  1265.66        2500.00        99.7734                 NaN            NaN            NaN  0.111006E-001            NaN  0.110245E-001  0.459573E-001            NaN  0.364116E-001  0.257291E-002  0.119571                 NaN            NaN
  1263.16        2500.00        99.9416                 NaN            NaN            NaN            NaN            NaN  0.999679E-002            NaN            NaN  0.672088E-002  0.112370E-002  0.347695E-001  0.576033E-002            NaN
  1260.65        2500.00        96.3137                 NaN            NaN            NaN            NaN            NaN   1.06698                 NaN            NaN  0.556206       0.526407E-001   2.01045                 NaN            NaN
  1258.15        2500.00        94.7684                 NaN            NaN            NaN            NaN            NaN   1.42682                 NaN            NaN  0.738800       0.931542E-001   2.97286                 NaN            NaN
  1255.64        2500.00        94.7853                 NaN            NaN            NaN            NaN            NaN  0.960518       0.492448       0.258894E-004  0.830330       0.739107E-001   2.85743                 NaN            NaN
  1253.13        2500.00        97.9872                 NaN            NaN            NaN            NaN            NaN  0.575812                 NaN            NaN  0.224087       0.303466E-001   1.18252                 NaN            NaN
  1250.63        2500.00        92.9609                 NaN            NaN            NaN  0.353800E-001            NaN   1.22547                 NaN            NaN  0.866220       0.744590E-001   3.02248                 NaN   1.81514     
  1248.12        2500.00        72.4067                 NaN            NaN            NaN            NaN            NaN   4.50583                 NaN            NaN   2.76499       0.177406        11.9696                 NaN   8.17551     
  1245.61        2500.00        73.2972                 NaN            NaN            NaN            NaN            NaN   4.11754                 NaN            NaN   2.63585       0.178987        11.2354                 NaN   8.53502     
  1243.11        2500.00        73.8413                 NaN            NaN            NaN            NaN            NaN   1.23005        2.68149                 NaN   2.54094       0.179167        11.1123                 NaN   8.41476     
  1240.60        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1238.10        2500.00        66.1150                 NaN            NaN            NaN            NaN            NaN   3.34039        1.74976                 NaN   3.32083       0.197941        14.4242                 NaN   10.8520     
  1235.59        2500.00        63.4654                 NaN            NaN            NaN            NaN            NaN   3.23755        1.85188                 NaN   3.43885       0.230498        15.9354                 NaN   11.8404     
  1233.08        2500.00        99.9997                 NaN            NaN            NaN            NaN            NaN  0.388877E-004            NaN            NaN  0.247006E-004  0.245217E-005  0.120117E-003            NaN  0.105629E-003
  1230.58        2500.00        22.8458                 NaN            NaN            NaN            NaN            NaN   9.27571                 NaN            NaN   6.44282       0.486445        35.4552                 NaN   25.4940     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.20158        7.07783       0.211486E-003   8.26151       0.614999        46.4683                 NaN   33.3756     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.20363        7.07749       0.189245E-003   8.26482       0.614430        46.4619                 NaN   33.3776     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.20528        7.07776                 NaN   8.26813       0.613854        46.4554                 NaN   33.3796     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.97675        7.29604       0.725860E-004   8.26557       0.616146        46.4667                 NaN   33.3787     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.97726        7.29745                 NaN   8.26895       0.615545        46.4601                 NaN   33.3807     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.97707        7.29952                 NaN   8.27231       0.614937        46.4535                 NaN   33.3827     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.75595        6.48814                 NaN   8.24585       0.626521        46.5022                 NaN   33.3813     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.66926        7.62173                 NaN   8.28218       0.613272        46.4247                 NaN   33.3888     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.46291        7.85380                 NaN   8.29351       0.606074        46.3914                 NaN   33.3923     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.05017        7.23956       0.345955E-004   8.29741       0.610768        46.4107                 NaN   33.3914     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.35389        7.93324                 NaN   8.28138       0.614978        46.4254                 NaN   33.3911     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.05113        7.24269       0.170755E-005   8.30410       0.609488        46.3971                 NaN   33.3955     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.05060        7.24530                 NaN   8.30744       0.608837        46.3902                 NaN   33.3976     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.04740        7.24727       0.336863E-002   8.31079       0.608176        46.3833                 NaN   33.3997     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.04719        7.25297       0.261015E-004   8.31416       0.607510        46.3764                 NaN   33.4017     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.04430        7.25808                 NaN   8.31752       0.606834        46.3694                 NaN   33.4038     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.16430        6.12429                 NaN   8.31462       0.609153        46.3858                 NaN   33.4018     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82930        7.49644                 NaN   8.34631       0.600120        46.3144                 NaN   33.4134     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.02304        7.30406                 NaN   8.34470       0.599602        46.3146                 NaN   33.4140     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.03544        7.29212                 NaN   8.34775       0.598879        46.3107                 NaN   33.4151     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.00641        7.32482                 NaN   8.35018       0.598136        46.3029                 NaN   33.4175     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.89819        7.44067                 NaN   8.35591       0.597032        46.2860                 NaN   33.4222     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.01160        7.32387                 NaN   8.35600       0.596500        46.2901                 NaN   33.4219     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.38398        6.95904                 NaN   8.37313       0.595100        46.2642                 NaN   33.4246     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.38520        6.95942                 NaN   8.37529       0.594628        46.2590                 NaN   33.4265     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.39242        6.95629                 NaN   8.37958       0.593472        46.2491                 NaN   33.4291     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.39728        6.95378                 NaN   8.38363       0.592680        46.2414                 NaN   33.4312     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.39752        6.95630                 NaN   8.38635       0.591953        46.2344                 NaN   33.4335     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.39949        6.95715                 NaN   8.38982       0.591138        46.2267                 NaN   33.4357     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.39640        6.96287                 NaN   8.39315       0.590379        46.2193                 NaN   33.4379     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.21099        6.23198                 NaN   8.47486       0.572433        46.0482                 NaN   33.4616     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.24443        6.20109                 NaN   8.47813       0.571696        46.0409                 NaN   33.4638     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.27747        6.17058                 NaN   8.48130       0.570964        46.0337                 NaN   33.4660     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.31093        6.13960                 NaN   8.48442       0.570246        46.0266                 NaN   33.4682     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.34505        6.10801                 NaN   8.48755       0.569517        46.0194                 NaN   33.4705     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.37945        6.07615                 NaN   8.49060       0.568795        46.0123                 NaN   33.4727     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.41423        6.04391                 NaN   8.49364       0.568072        46.0052                 NaN   33.4749     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.44957        6.01111                 NaN   8.49664       0.567352        45.9982                 NaN   33.4772     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.48544        5.97777                 NaN   8.49960       0.566634        45.9911                 NaN   33.4794     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.52194        5.94380                 NaN   8.50252       0.565920        45.9841                 NaN   33.4817     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.55914        5.90913                 NaN   8.50541       0.565208        45.9772                 NaN   33.4839     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.59722        5.87359                 NaN   8.50825       0.564501        45.9703                 NaN   33.4862     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4553                 NaN            NaN   8.48958       0.566459        46.0095                 NaN   33.4791     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.91956        9.54392                 NaN   8.49613       0.564618        45.9913                 NaN   33.4845     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4646                 NaN            NaN   8.50329       0.563588        45.9850                 NaN   33.4835     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.43567        9.03418                 NaN   8.50976       0.562111        45.9722                 NaN   33.4861     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.35551        9.11966                 NaN   8.51634       0.560598        45.9592                 NaN   33.4887     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.28706        9.19352                 NaN   8.52292       0.559075        45.9461                 NaN   33.4913     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.89394        5.59419                 NaN   8.52689       0.559713        45.9233                 NaN   33.5020     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.94174        5.54878                 NaN   8.52934       0.559065        45.9169                 NaN   33.5042     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.99191        5.50098                 NaN   8.53171       0.558428        45.9105                 NaN   33.5065     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.04380        5.45140                 NaN   8.53402       0.557806        45.9042                 NaN   33.5087     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.09840        5.39906                 NaN   8.53624       0.557200        45.8981                 NaN   33.5110     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.15523        5.34445                 NaN   8.53838       0.556611        45.8921                 NaN   33.5132     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.21460        5.28722                 NaN   8.54042       0.556044        45.8862                 NaN   33.5155     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.27694        5.22695                 NaN   8.54236       0.555503        45.8805                 NaN   33.5177     
