|6.6.6
Archiving\03_Data\frac/QFM_m0.5/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1526.32        2500.00        98.9794                 NaN            NaN  0.947617E-001            NaN            NaN  0.925822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9871                 NaN            NaN  0.920468E-001            NaN            NaN  0.920858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9953                 NaN            NaN  0.870929E-001            NaN            NaN  0.917613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0084                 NaN            NaN  0.883253E-001            NaN            NaN  0.903272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0133                 NaN            NaN  0.832541E-001            NaN            NaN  0.903427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0238                 NaN            NaN  0.817384E-001            NaN            NaN  0.894499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0318                 NaN            NaN  0.795683E-001            NaN            NaN  0.888671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0384                 NaN            NaN  0.757348E-001            NaN            NaN  0.885905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0456                 NaN            NaN  0.730191E-001            NaN            NaN  0.881375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9744                 NaN            NaN  0.459945E-001            NaN            NaN  0.595705       0.383938                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7336                 NaN            NaN  0.176596E-001            NaN            NaN            NaN   1.24876                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.7117                 NaN            NaN            NaN            NaN            NaN            NaN   1.28833                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.6894                 NaN            NaN            NaN            NaN            NaN            NaN   1.31058                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.6441                 NaN            NaN            NaN            NaN            NaN            NaN   1.35586                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.4119                 NaN            NaN  0.120021                 NaN            NaN  0.306062E-001   1.43748                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        97.8299                 NaN            NaN            NaN            NaN            NaN            NaN  0.991856        1.17826                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.0806                 NaN            NaN  0.103207E-001            NaN            NaN            NaN  0.603039        1.30606                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1085                 NaN            NaN  0.157195                 NaN            NaN            NaN   1.36637       0.367919                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0857                 NaN            NaN  0.167351                 NaN            NaN            NaN  0.363598        1.38332                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2029                 NaN            NaN  0.159268                 NaN            NaN            NaN   1.29963       0.338246                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1801                 NaN            NaN  0.155455                 NaN            NaN            NaN  0.357127        1.30729                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2010                 NaN            NaN  0.150533                 NaN            NaN            NaN  0.359273        1.28918                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2231                 NaN            NaN  0.145719                 NaN            NaN            NaN   1.26716       0.364044                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2390                 NaN            NaN  0.140852                 NaN            NaN            NaN  0.366702        1.25347                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2714                 NaN            NaN  0.135831                 NaN            NaN            NaN  0.368985        1.22378                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2828                 NaN            NaN  0.131794                 NaN            NaN            NaN   1.21218       0.373231                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2998                 NaN            NaN  0.127643                 NaN            NaN            NaN  0.376915        1.19568                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3168                 NaN            NaN  0.123487                 NaN            NaN            NaN  0.379102        1.18063                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3345                 NaN            NaN  0.119272                 NaN            NaN            NaN   1.16315       0.383086                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3502                 NaN            NaN  0.115314                 NaN            NaN            NaN   1.14841       0.386033                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3630                 NaN            NaN  0.111716                 NaN            NaN            NaN   1.13747       0.387776                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3821                 NaN            NaN  0.107412                 NaN            NaN            NaN   1.11959       0.390873                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3870                 NaN            NaN  0.105589                 NaN            NaN            NaN  0.393656        1.11375                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4611                 NaN            NaN  0.975522E-001            NaN            NaN            NaN  0.379634        1.06167                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.3708                 NaN            NaN  0.978647E-001            NaN            NaN            NaN   1.11606       0.415268                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4310                 NaN            NaN  0.937679E-001            NaN            NaN            NaN   1.07406       0.401226                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4460                 NaN            NaN  0.890485E-001            NaN            NaN            NaN  0.404894        1.06006                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4552                 NaN            NaN  0.863660E-001            NaN            NaN            NaN  0.406945        1.05152                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4655                 NaN            NaN  0.829802E-001            NaN            NaN            NaN  0.408808        1.04276                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.4757                 NaN            NaN  0.796086E-001            NaN            NaN            NaN   1.03197       0.412705                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.4826                 NaN            NaN  0.771060E-001            NaN            NaN            NaN  0.415812        1.02449                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.4844                 NaN            NaN  0.753580E-001            NaN            NaN            NaN   1.01945       0.420744                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5098                 NaN            NaN  0.673702E-001            NaN            NaN            NaN  0.420486        1.00230                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5086                 NaN            NaN  0.672242E-001            NaN            NaN            NaN   1.00165       0.422531                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5134                 NaN            NaN  0.642421E-001            NaN            NaN            NaN  0.999496       0.422882                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.5219                 NaN            NaN  0.602411E-001            NaN            NaN            NaN  0.990590       0.427305                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.5266                 NaN            NaN  0.569229E-001            NaN            NaN            NaN  0.986095       0.430425                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.4652                 NaN            NaN  0.414902                 NaN            NaN            NaN  0.464433        1.08604                 NaN  0.569396                 NaN            NaN            NaN
  1406.02        2500.00        96.8339                 NaN            NaN  0.650122                 NaN            NaN            NaN  0.455766        1.13847                 NaN  0.921716                 NaN            NaN            NaN
  1403.51        2500.00        96.8884                 NaN            NaN  0.655315                 NaN            NaN            NaN  0.422104        1.12864                 NaN  0.905575                 NaN            NaN            NaN
  1401.00        2500.00        96.9674                 NaN            NaN  0.654114                 NaN            NaN            NaN  0.389214        1.10660                 NaN  0.882627                 NaN            NaN            NaN
  1398.50        2500.00        97.0156                 NaN            NaN  0.662974                 NaN            NaN            NaN   1.09034       0.357724                 NaN  0.873314                 NaN            NaN            NaN
  1395.99        2500.00        97.0950                 NaN            NaN  0.655909                 NaN            NaN            NaN   1.08106       0.325920                 NaN  0.842141                 NaN            NaN            NaN
  1393.48        2500.00        97.1271                 NaN            NaN  0.665852                 NaN            NaN            NaN  0.299025        1.07216                 NaN  0.835817                 NaN            NaN            NaN
  1390.98        2500.00        97.1807                 NaN            NaN  0.668203                 NaN            NaN            NaN   1.05937       0.272016                 NaN  0.819720                 NaN            NaN            NaN
  1388.47        2500.00        97.2147                 NaN            NaN  0.675818                 NaN            NaN            NaN  0.239956        1.05953                 NaN  0.809985                 NaN            NaN            NaN
  1385.96        2500.00        97.2871                 NaN            NaN  0.669863                 NaN            NaN            NaN   1.03345       0.222459                 NaN  0.787088                 NaN            NaN            NaN
  1383.46        2500.00        97.3203                 NaN            NaN  0.677700                 NaN            NaN            NaN  0.194172        1.02952                 NaN  0.778326                 NaN            NaN            NaN
  1380.95        2500.00        97.3658                 NaN            NaN  0.677072                 NaN            NaN            NaN   1.01925       0.174577                 NaN  0.763301                 NaN            NaN            NaN
  1378.45        2500.00        97.3949                 NaN            NaN  0.683389                 NaN            NaN            NaN   1.01532       0.151892                 NaN  0.754486                 NaN            NaN            NaN
  1375.94        2500.00        97.4553                 NaN            NaN  0.678154                 NaN            NaN            NaN  0.130714       0.999947                 NaN  0.735893                 NaN            NaN            NaN
  1373.43        2500.00        97.4900                 NaN            NaN  0.681047                 NaN            NaN            NaN  0.109122       0.994465                 NaN  0.725360                 NaN            NaN            NaN
  1370.93        2500.00        97.5279                 NaN            NaN  0.681845                 NaN            NaN            NaN  0.903865E-001  0.986198                 NaN  0.713720                 NaN            NaN            NaN
  1368.42        2500.00        97.5579                 NaN            NaN  0.683657                 NaN            NaN            NaN  0.739272E-001  0.980622                 NaN  0.703865                 NaN            NaN            NaN
  1365.91        2500.00        97.6031                 NaN            NaN  0.678705                 NaN            NaN            NaN  0.969596       0.596429E-001            NaN  0.688952                 NaN            NaN            NaN
  1363.41        2500.00        97.6338                 NaN            NaN  0.679167                 NaN            NaN            NaN  0.964349       0.436068E-001            NaN  0.679036                 NaN            NaN            NaN
  1360.90        2500.00        97.2365                 NaN            NaN  0.426541       0.242121                 NaN            NaN   1.11414       0.271271                 NaN  0.709452                 NaN            NaN            NaN
  1358.40        2500.00        96.9840                 NaN            NaN  0.247262       0.403120                 NaN            NaN  0.411342        1.23074                 NaN  0.723563                 NaN            NaN            NaN
  1355.89        2500.00        96.9749                 NaN            NaN  0.200240       0.433324                 NaN            NaN   1.24833       0.428842                 NaN  0.714413                 NaN            NaN            NaN
  1353.38        2500.00        97.0091                 NaN            NaN  0.172844       0.443778                 NaN            NaN  0.431817        1.24140                 NaN  0.701045                 NaN            NaN            NaN
  1350.88        2500.00        97.0560                 NaN            NaN  0.153603       0.446466                 NaN            NaN   1.22766       0.429371                 NaN  0.686905                 NaN            NaN            NaN
  1348.37        2500.00        97.1172                 NaN            NaN  0.139983       0.442480                 NaN            NaN  0.424957        1.20403                 NaN  0.671404                 NaN            NaN            NaN
  1345.86        2500.00        97.1845                 NaN            NaN  0.130488       0.435274                 NaN            NaN  0.418710        1.17538                 NaN  0.655678                 NaN            NaN            NaN
  1343.36        2500.00        97.2475                 NaN            NaN  0.119804       0.428200                 NaN            NaN  0.415498        1.14834                 NaN  0.640658                 NaN            NaN            NaN
  1340.85        2500.00        97.3130                 NaN            NaN  0.110909       0.419767                 NaN            NaN  0.411730        1.11898                 NaN  0.625646                 NaN            NaN            NaN
  1338.35        2500.00        97.3792                 NaN            NaN  0.103928       0.410382                 NaN            NaN  0.408533        1.08711                 NaN  0.610850                 NaN            NaN            NaN
  1335.84        2500.00        97.4423                 NaN            NaN  0.940283E-001  0.401760                 NaN            NaN   1.05648       0.409060                 NaN  0.596375                 NaN            NaN            NaN
  1333.33        2500.00        97.5021                 NaN            NaN  0.841544E-001  0.393435                 NaN            NaN  0.411396        1.02629                 NaN  0.582618                 NaN            NaN            NaN
  1330.83        2500.00        97.5622                 NaN            NaN  0.761020E-001  0.384931                 NaN            NaN  0.409943       0.997837                 NaN  0.568974                 NaN            NaN            NaN
  1328.32        2500.00        97.6201                 NaN            NaN  0.660161E-001  0.377079                 NaN            NaN  0.968241       0.412994                 NaN  0.555602                 NaN            NaN            NaN
  1325.81        2500.00        97.6774                 NaN            NaN  0.575527E-001  0.368889                 NaN            NaN  0.939026       0.414435                 NaN  0.542725                 NaN            NaN            NaN
  1323.31        2500.00        97.7311                 NaN            NaN  0.477978E-001  0.361369                 NaN            NaN  0.418612       0.910856                 NaN  0.530247                 NaN            NaN            NaN
  1320.80        2500.00        97.7822                 NaN            NaN  0.369046E-001  0.354007                 NaN            NaN  0.883133       0.425521                 NaN  0.518264                 NaN            NaN            NaN
  1318.30        2500.00        97.8328                 NaN            NaN  0.258930E-001  0.346898                 NaN            NaN  0.855254       0.432745                 NaN  0.506459                 NaN            NaN            NaN
  1315.79        2500.00        97.8832                 NaN            NaN  0.164924E-001  0.340001                 NaN            NaN  0.828348       0.437084                 NaN  0.494920                 NaN            NaN            NaN
  1313.28        2500.00        97.9297                 NaN            NaN  0.523265E-002  0.333143                 NaN            NaN  0.801436       0.446593                 NaN  0.483851                 NaN            NaN            NaN
  1310.78        2500.00        97.9773                 NaN            NaN  0.160319E-002  0.325373                 NaN            NaN  0.777789       0.444213                 NaN  0.473715                 NaN            NaN            NaN
  1308.27        2500.00        98.0274                 NaN            NaN  0.129260E-001  0.314588                 NaN            NaN  0.759706       0.420674                 NaN  0.464742                 NaN            NaN            NaN
  1305.76        2500.00        98.0708                 NaN            NaN            NaN  0.308715                 NaN            NaN  0.733619       0.432548                 NaN  0.454337                 NaN            NaN            NaN
  1303.26        2500.00        98.1155                 NaN            NaN            NaN  0.300186                 NaN            NaN  0.427096       0.712178                 NaN  0.445051                 NaN            NaN            NaN
  1300.75        2500.00        98.1591                 NaN            NaN            NaN  0.292371                 NaN            NaN  0.692070       0.420422                 NaN  0.435998                 NaN            NaN            NaN
  1298.25        2500.00        98.2015                 NaN            NaN            NaN  0.283763                 NaN            NaN  0.415649       0.671866                 NaN  0.427252                 NaN            NaN            NaN
  1295.74        2500.00        98.2423                 NaN            NaN  0.231929E-005  0.275620                 NaN            NaN  0.651921       0.411291                 NaN  0.418832                 NaN            NaN            NaN
  1293.23        2500.00        87.8994                 NaN            NaN            NaN   1.04198                 NaN            NaN   2.04320        1.82976                 NaN   1.67060        5.51505                 NaN            NaN
  1290.73        2500.00        70.5148                 NaN            NaN            NaN   2.14951                 NaN            NaN   4.65312        4.05358                 NaN   3.78259        14.8464                 NaN            NaN
  1288.22        2500.00        77.4516                 NaN            NaN            NaN   1.58081                 NaN            NaN   2.98099        3.79664                 NaN   2.93410        11.2559                 NaN            NaN
  1285.71        2500.00        81.7044                 NaN            NaN            NaN   1.24104                 NaN            NaN   3.24856        2.33104                 NaN   2.40961        9.06530                 NaN            NaN
  1283.21        2500.00        84.6052                 NaN            NaN            NaN   1.01996                 NaN            NaN   1.90214        2.84711                 NaN   2.04854        7.57707                 NaN            NaN
  1280.70        2500.00        79.4277                 NaN            NaN            NaN  0.221272       0.366392                 NaN   5.23597        1.73296                 NaN   2.75296        10.2627                 NaN            NaN
  1278.20        2500.00        94.4609                 NaN            NaN            NaN   1.08091                 NaN            NaN   1.24477       0.977629E-001            NaN  0.763609        2.35201                 NaN            NaN
  1275.69        2500.00        89.9829                 NaN            NaN            NaN  0.634962                 NaN            NaN   1.14525        2.01479                 NaN   1.36298        4.85916                 NaN            NaN
  1273.18        2500.00        88.9520                 NaN            NaN            NaN  0.745601                 NaN            NaN   1.99686        1.36882                 NaN   1.51675        5.41994                 NaN            NaN
  1270.68        2500.00        92.7003                 NaN            NaN            NaN  0.390237                 NaN            NaN   1.83768       0.639514                 NaN   1.00154        3.43070                 NaN            NaN
  1268.17        2500.00        89.6777                 NaN            NaN            NaN  0.765510                 NaN            NaN   1.51793        1.46409                 NaN   1.42877        5.14596                 NaN            NaN
  1265.66        2500.00        95.3272                 NaN            NaN            NaN  0.189853                 NaN            NaN   1.55617       0.188453                 NaN  0.646206        2.09208                 NaN            NaN
  1263.16        2500.00        91.1997                 NaN            NaN            NaN  0.582299                 NaN            NaN   1.17957        1.64345                 NaN   1.25024        4.14473                 NaN            NaN
  1260.65        2500.00        95.9179                 NaN            NaN            NaN  0.325941                 NaN            NaN   1.01127       0.181140                 NaN  0.509623        2.05414                 NaN            NaN
  1258.15        2500.00        94.0359                 NaN            NaN            NaN  0.312319                 NaN            NaN   1.69540       0.239945                 NaN  0.845707        2.87072                 NaN            NaN
  1255.64        2500.00        94.2169                 NaN            NaN            NaN  0.308801                 NaN            NaN   1.61991       0.249101                 NaN  0.815452        2.78985                 NaN            NaN
  1253.13        2500.00        95.0823                 NaN            NaN            NaN  0.313231                 NaN            NaN   1.29147       0.240687                 NaN  0.687860        2.38441                 NaN            NaN
  1250.63        2500.00        94.0140                 NaN            NaN            NaN  0.711650                 NaN            NaN  0.155594        1.27934                 NaN  0.875341        2.96407                 NaN            NaN
  1248.12        2500.00        96.1314                 NaN            NaN            NaN  0.507486E-002            NaN            NaN   1.58499                 NaN            NaN  0.479596        1.79892                 NaN            NaN
  1245.61        2500.00        94.5792                 NaN            NaN            NaN  0.707978                 NaN            NaN   1.01567                 NaN            NaN  0.683124        3.01403                 NaN            NaN
  1243.11        2500.00        96.3791                 NaN            NaN            NaN            NaN            NaN            NaN   1.66308                 NaN            NaN  0.581481        1.37638                 NaN            NaN
  1240.60        2500.00        96.5993                 NaN            NaN            NaN            NaN            NaN            NaN   1.02814       0.200851                 NaN  0.460959        1.71079                 NaN            NaN
  1238.10        2500.00        95.4223                 NaN            NaN            NaN            NaN            NaN            NaN   1.75077                 NaN            NaN  0.629579        2.09584       0.101496                 NaN
  1235.59        2500.00        85.8302                 NaN            NaN            NaN            NaN            NaN            NaN  0.464337        2.56119                 NaN   1.45558        5.76682       0.228466        3.69341     
  1233.08        2500.00        80.7752                 NaN            NaN            NaN  0.800996                 NaN            NaN   1.79731        1.46397                 NaN   1.91079        7.60695                 NaN   5.64475     
  1230.58        2500.00        80.8996                 NaN            NaN            NaN  0.908446                 NaN            NaN   1.84598        1.06540                 NaN   1.85517        7.67032                 NaN   5.75513     
  1228.07        2500.00        80.5867                 NaN            NaN            NaN  0.762496                 NaN            NaN   1.23099        2.04595                 NaN   1.88530        7.76468                 NaN   5.72390     
  1225.56        2500.00        76.7534                 NaN            NaN            NaN  0.931485                 NaN            NaN   1.87851        1.63693                 NaN   2.18311        9.58587                 NaN   7.03073     
  1223.06        2500.00                 NaN            NaN            NaN   3.61054        3.89409       0.204219                 NaN   7.72607       0.403765E-001            NaN   9.01053        43.5110                 NaN   32.0032     
  1220.55        2500.00                 NaN            NaN            NaN   3.39665        3.13822        1.11349                 NaN   7.81069       0.403731E-001            NaN   8.95755        43.4814                 NaN   32.0616     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   3.87324                 NaN            NaN   6.06921        7.29890                 NaN   8.72740        43.0512                 NaN   30.9800     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   4.18844                 NaN            NaN   6.11665        6.70283                 NaN   8.69791        43.1048                 NaN   31.1894     
  1213.03        2500.00                 NaN            NaN            NaN   6.86899       0.202177                 NaN            NaN  0.404243E-001   7.73424                 NaN   9.02175        43.5626        1.48838        31.0814     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   3.93440                 NaN            NaN   6.21232        7.04600                 NaN   8.74154        43.0433                 NaN   31.0225     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   3.85226                 NaN            NaN   6.14401        7.24036                 NaN   8.75608        43.0209       0.106464E-001   30.9757     
  1205.51        2500.00                 NaN            NaN            NaN            NaN  0.114337                 NaN            NaN   18.1488                 NaN            NaN   9.06412        42.4896        1.04809        29.1351     
  1203.01        2500.00                 NaN            NaN            NaN   6.82788       0.247432                 NaN            NaN  0.404235E-001   7.74151                 NaN   9.01710        43.5598        1.47293        31.0929     
  1200.50        2500.00                 NaN            NaN            NaN            NaN  0.972125                 NaN            NaN   4.69397        12.3471                 NaN   8.84693        42.6089       0.872224        29.6587     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   3.56749                 NaN            NaN   6.21216        7.36526       0.178332E-004   8.79952        42.8757       0.212089        30.9678     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.49307        16.7842                 NaN   9.09264        42.4628        1.08429        29.0830     
  1192.98        2500.00                 NaN            NaN            NaN   5.94850        1.17466                 NaN            NaN  0.404103E-001   7.81988                 NaN   8.96451        43.5206        1.19202        31.3394     
  1190.48        2500.00                 NaN            NaN            NaN   6.81931       0.252378                 NaN            NaN  0.404234E-001   7.74206                 NaN   9.01670        43.5594        1.47444        31.0953     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.636155        17.6715                 NaN   9.14190        42.4034        1.06828        29.0787     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80703        16.4912                 NaN   9.12538        42.4152        1.07431        29.0869     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.8027        1.50088                 NaN   9.13991        42.4013        1.07114        29.0841     
  1180.45        2500.00                 NaN            NaN            NaN   7.03276                 NaN            NaN            NaN  0.404269E-001   7.71590       0.292793E-001   9.03276        43.5694        1.55672        31.0227     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.43962        14.8325                 NaN   9.03429        42.4778        1.09002        29.1257     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37950        14.8670                 NaN   9.05245        42.4859        1.09982        29.1153     
  1172.93        2500.00                 NaN            NaN            NaN   7.03274                 NaN            NaN            NaN  0.404269E-001   7.71577       0.293029E-001   9.03283        43.5695        1.55676        31.0227     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.76673        14.5068                 NaN   9.05326        42.4525        1.08977        29.1310     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3411        2.89027                 NaN   9.15803        42.4319        1.09320        29.0855     
  1165.41        2500.00                 NaN            NaN            NaN   7.03285                 NaN            NaN            NaN  0.404269E-001   7.71590       0.292103E-001   9.03284        43.5693        1.55670        31.0228     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.77089        14.5356                 NaN   9.08235        42.4558        1.06046        29.0949     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.76703        14.4870                 NaN   9.09460        42.4340        1.09261        29.1247     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3131        3.89664                 NaN   9.13777        42.4520        1.10484        29.0957     
  1155.39        2500.00                 NaN            NaN            NaN   7.03281                 NaN            NaN            NaN  0.404269E-001   7.71596       0.291539E-001   9.03285        43.5693        1.55671        31.0227     
  1152.88        2500.00                 NaN            NaN            NaN   7.03282                 NaN            NaN            NaN  0.404267E-001   7.71591       0.291218E-001   9.03292        43.5693        1.55673        31.0227     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2432        3.06229                 NaN   9.15746        42.3744        1.06279        29.0999     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3486        3.95036                 NaN   9.11977        42.4238        1.06022        29.0972     
  1145.36        2500.00                 NaN            NaN            NaN   7.03286                 NaN            NaN            NaN  0.404269E-001   7.71593       0.290797E-001   9.03290        43.5693        1.55672        31.0228     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5613        2.72410                 NaN   9.25720        42.3020        1.06602        29.0894     
  1140.35        2500.00                 NaN            NaN            NaN   7.03282                 NaN            NaN            NaN  0.404270E-001   7.71583       0.291858E-001   9.03297        43.5693        1.55673        31.0227     
  1137.84        2500.00                 NaN            NaN            NaN   7.03284                 NaN            NaN            NaN  0.404269E-001   7.71591       0.291531E-001   9.03292        43.5693        1.55671        31.0227     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5162        2.79418                 NaN   9.27537        42.2673        1.05423        29.0927     
  1132.83        2500.00                 NaN            NaN            NaN   7.03279                 NaN            NaN            NaN  0.404269E-001   7.71576       0.292765E-001   9.03299        43.5693        1.55673        31.0227     
  1130.33        2500.00                 NaN            NaN            NaN   7.03280                 NaN            NaN            NaN  0.404269E-001   7.71586       0.292273E-001   9.03294        43.5693        1.55672        31.0227     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.96857        15.3306                 NaN   9.30457        42.2463        1.05696        29.0930     
  1125.31        2500.00                 NaN            NaN            NaN   7.04301                 NaN            NaN  0.122761E-001  0.404268E-001   7.71713                 NaN   9.03315        43.5709        1.55772        31.0254     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3690        2.93374                 NaN   9.33039        42.2186        1.05470        29.0936     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3445        2.95865                 NaN   9.33785        42.2113        1.05390        29.0938     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.13551        15.1652                 NaN   9.33792        42.2103        1.05510        29.0959     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2829        3.02140                 NaN   9.35352        42.1950        1.05231        29.0949     
  1112.78        2500.00                 NaN            NaN            NaN   7.03274                 NaN            NaN            NaN  0.404268E-001   7.71574       0.294342E-001   9.03308        43.5692        1.55670        31.0227     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.08682        15.2196                 NaN   9.36946        42.1771        1.05044        29.0966     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.14920        15.1500                 NaN   9.37482        42.1771        1.05256        29.0964     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8080        3.46543                 NaN   9.36172        42.2036        1.06343        29.0978     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0442        3.25930                 NaN   9.38575        42.1598        1.05084        29.1001     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0324        3.27475                 NaN   9.39327        42.1499        1.04887        29.1009     
  1097.74        2500.00                 NaN            NaN            NaN   7.03278                 NaN            NaN            NaN  0.404270E-001   7.71570       0.293390E-001   9.03314        43.5692        1.55673        31.0227     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7381        3.55155                 NaN   9.39328        42.1588        1.05534        29.1029     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6705        3.60448                 NaN   9.39862        42.1643        1.06033        29.1017     
  1090.23        2500.00                 NaN            NaN            NaN   7.03271                 NaN            NaN            NaN  0.404271E-001   7.71576       0.294381E-001   9.03313        43.5691        1.55671        31.0227     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.79492        14.4920                 NaN   9.41562        42.1373        1.05689        29.1032     
  1085.21        2500.00                 NaN            NaN            NaN   5.49939                 NaN            NaN            NaN   6.85574        3.23715                 NaN   9.10558        43.2572        1.43790        30.6071     
  1082.71        2500.00                 NaN            NaN            NaN   5.50014                 NaN            NaN            NaN   6.85613        3.23564                 NaN   9.10555        43.2573        1.43795        30.6073     
