|6.6.6
Archiving\03_Data\frac/QFM_m0.5/EETA/EETA_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1080.20        2500.00                 NaN            NaN            NaN   3.46357                 NaN            NaN            NaN   5.32461        2.37789                 NaN   9.02183        46.4351       0.830037        32.5470     
  1077.69        2500.00                 NaN            NaN            NaN   3.46374                 NaN            NaN            NaN   5.32458        2.37704                 NaN   9.02178        46.4342       0.830028        32.5487     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0181        2.65711                 NaN   9.42258        45.2603       0.599590        31.0423     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0722        2.61063                 NaN   9.43240        45.2430       0.597522        31.0443     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0584        2.62648                 NaN   9.44032        45.2311       0.596834        31.0468     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9831        2.69720                 NaN   9.44330        45.2293       0.598011        31.0491     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9873        2.69734                 NaN   9.45163        45.2149       0.596788        31.0520     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9848        2.70256                 NaN   9.46034        45.2021       0.595860        31.0543     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9785        2.71161                 NaN   9.46872        45.1895       0.594998        31.0567     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9705        2.72217                 NaN   9.47690        45.1771       0.594176        31.0592     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9980        2.70103                 NaN   9.48896        45.1585       0.592190        31.0614     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.71550        10.9861                 NaN   9.49644        45.1465       0.591480        31.0640     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6129        3.08787                 NaN   9.41081        45.2204       0.591126        31.0769     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6185        3.08470                 NaN   9.42092        45.2064       0.590360        31.0791     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6238        3.08185                 NaN   9.43107        45.1922       0.589593        31.0814     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6289        3.07930                 NaN   9.44126        45.1780       0.588826        31.0837     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6335        3.07723                 NaN   9.45146        45.1637       0.588063        31.0860     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6367        3.07660                 NaN   9.46162        45.1494       0.587334        31.0883     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6396        3.07620                 NaN   9.47183        45.1351       0.586606        31.0907     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6424        3.07603                 NaN   9.48208        45.1206       0.585881        31.0930     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6450        3.07606                 NaN   9.49237        45.1060       0.585158        31.0954     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6473        3.07631                 NaN   9.50271        45.0914       0.584438        31.0978     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6495        3.07677                 NaN   9.51310        45.0766       0.583719        31.1003     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6539        3.07559                 NaN   9.52312        45.0618       0.582817        31.1027     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6590        3.07397                 NaN   9.53301        45.0469       0.581843        31.1053     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6639        3.07253                 NaN   9.54291        45.0320       0.580858        31.1078     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6688        3.07126                 NaN   9.55282        45.0169       0.579862        31.1104     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6735        3.07014                 NaN   9.56273        45.0018       0.578856        31.1130     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6782        3.06917                 NaN   9.57265        44.9865       0.577840        31.1156     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6828        3.06835                 NaN   9.58257        44.9712       0.576811        31.1183     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.84843        10.9301                 NaN   9.67673        44.8514       0.571910        31.1214     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.06172        10.6757                 NaN   9.63946        44.9234       0.581850        31.1178     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.06498        10.6762                 NaN   9.64734        44.9098       0.580814        31.1208     
