|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000        99.4792                 NaN  0.520803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000        99.1475                 NaN  0.779935       0.725590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000        99.1537                 NaN  0.846294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000        99.1627                 NaN  0.837260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000        99.1665                 NaN  0.826214       0.723825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000        99.1819                 NaN  0.817633       0.486858E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000        99.1889                 NaN  0.791625       0.194403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000        98.9224                 NaN   1.04632       0.313005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000        99.4780                 NaN  0.505776       0.162543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000        99.2186                 NaN  0.760592       0.207757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000        99.2125                 NaN  0.766600       0.209141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000        99.2397                 NaN  0.739474       0.208599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000        99.2365                 NaN  0.744547       0.189935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000        99.4374                 NaN  0.549354       0.132890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000        99.0611                 NaN  0.914700       0.242277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        500.000        99.2579                 NaN  0.725644       0.164780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        500.000        99.2681                 NaN  0.715974       0.159046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        500.000        99.2739                 NaN  0.709838       0.162583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        500.000        99.2813                 NaN  0.703322       0.153287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        500.000        99.2877                 NaN  0.697968       0.143363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        500.000        99.2712                 NaN  0.716780       0.120321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        500.000        99.4629                 NaN  0.525692       0.113927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        500.000        99.1663                 NaN  0.820734       0.129852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.3133                 NaN  0.675271       0.113993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        500.000        99.2193                 NaN  0.757662       0.230712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.8400                 NaN  0.159216       0.768249E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        98.9282                 NaN   1.05558       0.161978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.81        500.000        99.3082                 NaN  0.664449       0.273843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        500.000        99.3731                 NaN  0.626875       0.372854E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        500.000        99.3579                 NaN  0.596815       0.452472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        500.000        99.3543                 NaN  0.645705       0.118240E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000        99.3576                 NaN  0.642384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        500.000        99.3758                 NaN  0.568258       0.559298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000        99.3713                 NaN  0.621393       0.735455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        500.000        99.3753                 NaN  0.624694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3821                 NaN  0.617922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        500.000        99.3821                 NaN  0.617915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000        99.3957                 NaN  0.604254       0.330361E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        500.000        99.3966                 NaN  0.603380       0.196995E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000        99.4011                 NaN  0.598897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        500.000        99.4055                 NaN  0.594453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        500.000        99.4100                 NaN  0.590033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        500.000        99.4152                 NaN  0.584802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
