|6.6.6
Archiving\03_Data\DeqLP/QFM_m2.25/T13/T13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.9765       0.235487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9765       0.235487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9765       0.235486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9765       0.235486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9765       0.235485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9765       0.235485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9765       0.235484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9765       0.235484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9765       0.235483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9765       0.235483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9765       0.235482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9765       0.235482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9765       0.235481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9765       0.235481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9765       0.235480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.9765       0.235480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.9765       0.235479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.9765       0.235478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.1145       0.113862E-001  0.874064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        98.2561                 NaN   1.74386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        97.8941                 NaN   2.10586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        97.3305                 NaN   2.66953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.7668                 NaN   3.23320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.2031                 NaN   3.79688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        95.6394                 NaN   4.36056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        94.8937                 NaN   5.10634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        94.1479                 NaN   5.85213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        93.4021                 NaN   6.59793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        92.6563                 NaN   7.34374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        91.9104                 NaN   8.08956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        91.1646                 NaN   8.83539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        90.4188                 NaN   9.58123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        89.6729                 NaN   10.3271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        88.9254                 NaN   11.0746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
