|6.6.6
Archiving\03_Data\eqLP/QFM_m0.75/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7710       0.215003       0.139640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7710       0.215017       0.139644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7710       0.215030       0.139647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7710       0.215044       0.139650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7710       0.215058       0.139653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.7710       0.215071       0.139656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.7709       0.215085       0.139660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.7709       0.215099       0.139663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.7709       0.215113       0.139666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.7709       0.215127       0.139670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.7709       0.215141       0.139673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.7709       0.215155       0.139676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7709       0.215168       0.139680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.4482       0.215213       0.192692E-002  0.334685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3849       0.215234                 NaN  0.399851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3699       0.215250                 NaN  0.414876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3548       0.215266                 NaN  0.429905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3263       0.215284                 NaN  0.458385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2978       0.215302                 NaN  0.486871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2693       0.215320                 NaN  0.515364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2408       0.215338                 NaN  0.543864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2123       0.215356                 NaN  0.572370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.1837       0.215374                 NaN  0.600883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1552       0.215393                 NaN  0.629403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1267       0.215411                 NaN  0.657929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0497       0.215436                 NaN  0.734855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.9727       0.215461                 NaN  0.811803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.8957       0.215486                 NaN  0.888774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.8187       0.215512                 NaN  0.965768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.7417       0.215537                 NaN   1.04278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        98.6646       0.215562                 NaN   1.11982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        98.5875       0.215587                 NaN   1.19688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        98.5104       0.215612                 NaN   1.27397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        98.3450       0.215650                 NaN   1.43933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        98.1796       0.215688                 NaN   1.60476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        97.9657       0.215733                 NaN   1.81857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.6109       0.187670                 NaN   2.12881                 NaN  0.725950E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        96.8720       0.956326E-001            NaN   2.72189                 NaN  0.310455                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        96.1322       0.348255E-002            NaN   3.31572                 NaN  0.548630                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        95.6505                 NaN            NaN   3.78157       0.100495E-001  0.557867                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        95.1639                 NaN            NaN   4.25454       0.234165E-001  0.558120                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        94.6145                 NaN            NaN   4.79114       0.360145E-001  0.558396                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        94.0645                 NaN            NaN   5.32824       0.486250E-001  0.558672                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        93.5140                 NaN            NaN   5.86584       0.612478E-001  0.558947                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        92.9630                 NaN            NaN   6.40393       0.738830E-001  0.559220                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        92.4114                 NaN            NaN   6.94253       0.865305E-001  0.559494                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        91.8594                 NaN            NaN   7.48162       0.991902E-001  0.559766                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        91.3069                 NaN            NaN   8.02120       0.111862       0.560038                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        90.7539                 NaN            NaN   8.56127       0.124546       0.560309                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        90.1811                 NaN            NaN   9.12225       0.136038       0.560589                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        89.6078                 NaN            NaN   9.68377       0.147540       0.560869                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        89.0340                 NaN            NaN   10.2458       0.159054       0.561148                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        88.4596                 NaN            NaN   10.8083       0.170580       0.561426                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        87.8848                 NaN            NaN   11.3714       0.182116       0.561703                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        87.3094                 NaN            NaN   11.9350       0.193663       0.561980                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        86.7334                 NaN            NaN   12.4991       0.205222       0.562256                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        86.1570                 NaN            NaN   13.0637       0.216791       0.562530                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        85.6014                 NaN            NaN   13.6084       0.227426       0.562799                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        85.0453                 NaN            NaN   14.1536       0.238071       0.563066                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        84.4887                 NaN            NaN   14.6992       0.248725       0.563332                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        83.9317                 NaN            NaN   15.2453       0.259389       0.563598                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        83.3742                 NaN            NaN   15.7919       0.270063       0.563862                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        82.8162                 NaN            NaN   16.3389       0.280746       0.564126                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        82.2577                 NaN            NaN   16.8864       0.291439       0.564389                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        81.6988                 NaN            NaN   17.4344       0.302141       0.564651                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        81.1626                 NaN            NaN   17.9605       0.312031       0.564905                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        80.6259                 NaN            NaN   18.4870       0.321930       0.565158                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        80.0888                 NaN            NaN   19.0140       0.331837       0.565411                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        79.5512                 NaN            NaN   19.5413       0.341752       0.565662                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        79.0133                 NaN            NaN   20.0691       0.351675       0.565912                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        78.4749                 NaN            NaN   20.5973       0.361607       0.566162                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        77.9362                 NaN            NaN   21.1259       0.371547       0.566410                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        77.3970                 NaN            NaN   21.6549       0.381494       0.566658                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        76.8775                 NaN            NaN   22.1649       0.390705       0.566898                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        76.3576                 NaN            NaN   22.6754       0.399924       0.567137                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        75.8373                 NaN            NaN   23.1862       0.409149       0.567376                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        75.3167                 NaN            NaN   23.6973       0.418381       0.567613                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        74.7957                 NaN            NaN   24.2089       0.427620       0.567849                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        74.2743                 NaN            NaN   24.7207       0.436866       0.568085                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        73.7526                 NaN            NaN   25.2330       0.446119       0.568319                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        73.2305                 NaN            NaN   25.7456       0.455379       0.568553                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        72.7272                 NaN            NaN   26.2402       0.463832       0.568778                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        72.2236                 NaN            NaN   26.7351       0.472291       0.569003                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        71.7197                 NaN            NaN   27.2303       0.480756       0.569226                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        71.2155                 NaN            NaN   27.7258       0.489226       0.569449                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        70.7110                 NaN            NaN   28.2217       0.497702       0.569670                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        70.2061                 NaN            NaN   28.7178       0.506184       0.569891                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        69.7009                 NaN            NaN   29.2143       0.514671       0.570110                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        69.1954                 NaN            NaN   29.7111       0.523164       0.570328                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        68.7130                 NaN            NaN   30.1850       0.531444       0.570536                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        68.2303                 NaN            NaN   30.6593       0.539730       0.570743                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        67.7473                 NaN            NaN   31.1338       0.548020       0.570950                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        67.2640                 NaN            NaN   31.6085       0.556315       0.571155                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        66.7805                 NaN            NaN   32.0836       0.564616       0.571358                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        66.2967                 NaN            NaN   32.5588       0.572921       0.571561                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        65.8127                 NaN            NaN   33.0344       0.581231       0.571763                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        65.3284                 NaN            NaN   33.5101       0.589546       0.571964                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        64.8677                 NaN            NaN   33.9630       0.597162       0.572154                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        64.4068                 NaN            NaN   34.4161       0.604782       0.572343                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        63.9457                 NaN            NaN   34.8693       0.612406       0.572531                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        63.4844                 NaN            NaN   35.3228       0.620034       0.572718                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        63.0229                 NaN            NaN   35.7765       0.627665       0.572903                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        62.5612                 NaN            NaN   36.2304       0.635300       0.573088                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        62.0993                 NaN            NaN   36.6845       0.642939       0.573271                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        61.6372                 NaN            NaN   37.1388       0.650582       0.573453                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        61.2031                 NaN            NaN   37.5654       0.657870       0.573624                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        60.7689                 NaN            NaN   37.9921       0.665161       0.573794                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        60.3346                 NaN            NaN   38.4190       0.672455       0.573962                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        59.9000                 NaN            NaN   38.8461       0.679752       0.574129                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        59.4654                 NaN            NaN   39.2733       0.687052       0.574295                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        59.0306                 NaN            NaN   39.7006       0.694355       0.574460                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        58.5956                 NaN            NaN   40.1281       0.701660       0.574624                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        58.1605                 NaN            NaN   40.5558       0.708969       0.574787                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        57.7573                 NaN            NaN   40.9518       0.715930       0.574937                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        57.3540                 NaN            NaN   41.3480       0.722894       0.575086                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        56.9506                 NaN            NaN   41.7443       0.729861       0.575234                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        56.5471                 NaN            NaN   42.1407       0.736829       0.575381                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        56.1435                 NaN            NaN   42.5372       0.743800       0.575527                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        55.7398                 NaN            NaN   42.9338       0.750773       0.575672                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        55.3359                 NaN            NaN   43.3305       0.757748       0.575816                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        54.9320                 NaN            NaN   43.7273       0.764725       0.575958                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        54.5634                 NaN            NaN   44.0892       0.771292       0.576088                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        54.1948                 NaN            NaN   44.4512       0.777861       0.576217                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        53.8260                 NaN            NaN   44.8132       0.784431       0.576345                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        53.4572                 NaN            NaN   45.1753       0.791003       0.576471                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        53.0884                 NaN            NaN   45.5375       0.797576       0.576597                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        52.7194                 NaN            NaN   45.8997       0.804151       0.576721                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        52.3505                 NaN            NaN   46.2619       0.810728       0.576845                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        51.9815                 NaN            NaN   46.6243       0.817305       0.576967                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        51.5904                 NaN            NaN   46.9485       0.823137       0.577120       0.607465E-001            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        50.6008                 NaN            NaN   47.0136       0.817687       0.577807       0.990018                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        49.6599                 NaN            NaN   47.0723       0.812472       0.578464        1.87688                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        48.7168                 NaN            NaN   47.1311       0.807245       0.579122        2.76573                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        47.8651                 NaN            NaN   47.1794       0.801690       0.579722        3.57415                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        47.0116                 NaN            NaN   47.2277       0.796122       0.580323        4.38422                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        46.1565                 NaN            NaN   47.2761       0.790542       0.580924        5.19595                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        45.2997                 NaN            NaN   47.3245       0.784949       0.581526        6.00932                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        44.5818                 NaN            NaN   47.3568       0.779174       0.582043        6.70021                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        43.8626                 NaN            NaN   47.3891       0.773388       0.582559        7.39230                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        43.1423                 NaN            NaN   47.4214       0.767591       0.583076        8.08558                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        42.4208                 NaN            NaN   47.4538       0.761783       0.583593        8.78007                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        41.6981                 NaN            NaN   47.4861       0.755965       0.584111        9.47576                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        40.9741                 NaN            NaN   47.5185       0.750135       0.584628        10.1727                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        40.2490                 NaN            NaN   47.5508       0.744295       0.585146        10.8708                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        39.5226                 NaN            NaN   47.5832       0.738444       0.585665        11.5701                 NaN            NaN            NaN            NaN            NaN
