|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1553.88        500.000        98.5415                 NaN            NaN            NaN            NaN            NaN   1.45851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.5556                 NaN            NaN            NaN            NaN            NaN   1.44445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.5733                 NaN            NaN            NaN            NaN            NaN   1.42670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.5872                 NaN            NaN            NaN            NaN  0.148086E-005   1.41279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.6005                 NaN            NaN            NaN            NaN            NaN   1.39951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.6128                 NaN            NaN            NaN            NaN            NaN   1.38720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.6239                 NaN            NaN            NaN            NaN            NaN   1.37606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.6364                 NaN            NaN            NaN            NaN            NaN   1.36355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.5724                 NaN            NaN            NaN            NaN            NaN   1.11820       0.309355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.4252                 NaN            NaN            NaN            NaN            NaN  0.130002        1.44478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.2659                 NaN            NaN            NaN  0.840644E-002            NaN            NaN   1.72573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.1924                 NaN            NaN            NaN  0.173606E-001            NaN            NaN   1.79025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.1095                 NaN            NaN            NaN  0.172598E-001            NaN            NaN   1.87325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        97.9627                 NaN            NaN            NaN  0.172329E-001            NaN            NaN   2.02002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        97.0781                 NaN            NaN            NaN  0.165767E-001            NaN            NaN  0.764721        2.14057                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        97.1014                 NaN            NaN            NaN  0.159418E-001            NaN            NaN  0.661324        2.22134                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        97.1782                 NaN            NaN            NaN  0.153250E-001            NaN            NaN   2.16247       0.644012                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        97.2460                 NaN            NaN            NaN  0.147052E-001            NaN            NaN  0.616991        2.12232                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        97.3172                 NaN            NaN            NaN  0.140925E-001            NaN            NaN  0.600084        2.06861                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        97.3810                 NaN            NaN            NaN  0.135244E-001            NaN            NaN   2.02162       0.583852                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        97.4407                 NaN            NaN            NaN  0.129856E-001            NaN            NaN   1.98003       0.566243                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.5035                 NaN            NaN            NaN  0.123982E-001            NaN            NaN   1.93300       0.551070                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.5606                 NaN            NaN            NaN  0.118877E-001            NaN            NaN  0.538185        1.88936                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.6140                 NaN            NaN            NaN  0.113934E-001            NaN            NaN   1.84710       0.527537                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.6680                 NaN            NaN            NaN  0.108829E-001            NaN            NaN   1.81110       0.510028                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.7177                 NaN            NaN            NaN  0.104070E-001            NaN            NaN   1.77100       0.500844                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.7672                 NaN            NaN            NaN  0.993720E-002            NaN            NaN   1.73255       0.490280                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.8065                 NaN            NaN            NaN  0.952451E-002            NaN  0.100048E-003  0.480459        1.70343                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.8663                 NaN            NaN            NaN  0.905388E-002            NaN            NaN   1.65403       0.470591                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.9022                 NaN            NaN            NaN  0.866464E-002            NaN            NaN   1.62462       0.464483                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.9426                 NaN            NaN            NaN  0.827389E-002            NaN            NaN  0.454906        1.59426                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        97.9842                 NaN            NaN            NaN  0.787115E-002            NaN            NaN  0.446955        1.56101                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.0059                 NaN            NaN            NaN  0.757742E-002            NaN            NaN  0.453052        1.53345                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.0748                 NaN            NaN            NaN  0.708119E-002            NaN            NaN   1.49705       0.421053                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.0958                 NaN            NaN            NaN  0.677577E-002            NaN            NaN   1.47205       0.425400                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.1311                 NaN            NaN            NaN  0.644647E-002            NaN            NaN   1.44273       0.419747                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.1642                 NaN            NaN            NaN  0.612487E-002            NaN            NaN  0.414174        1.41554                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.1965                 NaN            NaN            NaN  0.580610E-002            NaN            NaN  0.408179        1.38948                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.2258                 NaN            NaN            NaN  0.551497E-002            NaN            NaN  0.406752        1.36190                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.2582                 NaN            NaN            NaN  0.521324E-002            NaN            NaN  0.397151        1.33940                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.2875                 NaN            NaN            NaN  0.492041E-002            NaN            NaN  0.392743        1.31482                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.3141                 NaN            NaN            NaN  0.465607E-002            NaN            NaN   1.29249       0.388717                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.3428                 NaN            NaN            NaN  0.437421E-002            NaN            NaN   1.27060       0.382277                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.3688                 NaN            NaN            NaN  0.412102E-002            NaN            NaN  0.378851        1.24825                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.3929                 NaN            NaN            NaN  0.387379E-002            NaN            NaN   1.22860       0.374641                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4183                 NaN            NaN            NaN  0.363679E-002            NaN            NaN   1.20472       0.373340                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.4419                 NaN            NaN            NaN  0.339684E-002            NaN            NaN   1.18760       0.367087                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.4642                 NaN            NaN            NaN  0.317462E-002            NaN            NaN   1.16877       0.363848                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.4859                 NaN            NaN            NaN  0.295122E-002            NaN            NaN   1.15271       0.358401                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.5085                 NaN            NaN            NaN  0.273668E-002            NaN            NaN  0.355541        1.13320                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.5293                 NaN            NaN            NaN  0.252510E-002            NaN            NaN  0.352530        1.11563                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.5484                 NaN            NaN            NaN  0.232697E-002            NaN            NaN  0.349877        1.09941                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.5692                 NaN            NaN            NaN  0.213461E-002            NaN            NaN  0.346114        1.08255                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.5879                 NaN            NaN            NaN  0.194116E-002            NaN            NaN   1.06616       0.344014                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.6052                 NaN            NaN            NaN  0.176127E-002            NaN            NaN  0.340389        1.05263                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.6236                 NaN            NaN            NaN  0.158979E-002            NaN            NaN  0.338178        1.03660                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.6404                 NaN            NaN            NaN  0.141009E-002            NaN            NaN   1.02277       0.335394                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.6569                 NaN            NaN            NaN  0.124794E-002            NaN            NaN  0.332913        1.00892                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.6737                 NaN            NaN            NaN  0.108141E-002            NaN            NaN  0.995368       0.329852                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.6882                 NaN            NaN            NaN  0.920436E-003            NaN            NaN  0.983537       0.327309                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.7036                 NaN            NaN            NaN  0.757274E-003            NaN            NaN  0.971070       0.324569                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.7175                 NaN            NaN            NaN  0.626760E-003            NaN            NaN  0.958414       0.323450                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        98.7321                 NaN            NaN            NaN  0.484172E-003            NaN            NaN  0.947215       0.320155                 NaN            NaN            NaN            NaN            NaN            NaN
  1395.99        500.000        98.7455                 NaN            NaN            NaN  0.333373E-003            NaN            NaN  0.936199       0.317933                 NaN            NaN            NaN            NaN            NaN            NaN
  1393.48        500.000        98.7589                 NaN            NaN            NaN  0.196110E-003            NaN            NaN  0.315901       0.924983                 NaN            NaN            NaN            NaN            NaN            NaN
  1390.98        500.000        97.1858                 NaN            NaN            NaN            NaN            NaN            NaN  0.986564        1.09012                 NaN  0.737525                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.0007                 NaN            NaN            NaN            NaN            NaN            NaN   1.18647       0.977930                 NaN  0.834932                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.0819                 NaN            NaN            NaN            NaN            NaN            NaN  0.952463        1.15448                 NaN  0.811154                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.1477                 NaN            NaN            NaN            NaN            NaN            NaN  0.932811        1.12813                 NaN  0.791397                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.2127                 NaN            NaN            NaN            NaN            NaN            NaN   1.10246       0.913052                 NaN  0.771823                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.2773                 NaN            NaN            NaN            NaN            NaN            NaN  0.893803        1.07616                 NaN  0.752725                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.3354                 NaN            NaN            NaN            NaN            NaN            NaN   1.05324       0.876128                 NaN  0.735203                 NaN            NaN            NaN            NaN
  1373.43        500.000        97.3926                 NaN            NaN            NaN            NaN            NaN            NaN  0.857073        1.03241                 NaN  0.717916                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.4441                 NaN            NaN            NaN            NaN            NaN            NaN  0.842458        1.01155                 NaN  0.701898                 NaN            NaN            NaN            NaN
  1368.42        500.000        97.4960                 NaN            NaN            NaN            NaN            NaN            NaN  0.825714       0.992277                 NaN  0.686007                 NaN            NaN            NaN            NaN
  1365.91        500.000        97.5442                 NaN            NaN            NaN            NaN            NaN            NaN  0.972441       0.812147                 NaN  0.671247                 NaN            NaN            NaN            NaN
  1363.41        500.000        97.5871                 NaN            NaN            NaN            NaN            NaN            NaN  0.798171       0.957149                 NaN  0.657556                 NaN            NaN            NaN            NaN
  1360.90        500.000        97.6340                 NaN            NaN            NaN            NaN            NaN            NaN  0.782816       0.940296                 NaN  0.642884                 NaN            NaN            NaN            NaN
  1358.40        500.000        97.6764                 NaN            NaN            NaN            NaN            NaN            NaN  0.925694       0.768320                 NaN  0.629604                 NaN            NaN            NaN            NaN
  1355.89        500.000        97.7160                 NaN            NaN            NaN            NaN            NaN            NaN  0.910964       0.755673                 NaN  0.617367                 NaN            NaN            NaN            NaN
  1353.38        500.000        97.7595                 NaN            NaN            NaN            NaN            NaN            NaN  0.741994       0.894931                 NaN  0.603568                 NaN            NaN            NaN            NaN
  1350.88        500.000        9.28196        85.7777                 NaN            NaN            NaN            NaN            NaN   1.49444        2.08137                 NaN   1.36455                 NaN            NaN            NaN            NaN
  1348.37        500.000        16.9818        79.0481                 NaN            NaN            NaN            NaN            NaN   1.22335        1.65774                 NaN   1.08902                 NaN            NaN            NaN            NaN
  1345.86        500.000        22.8108        74.0736                 NaN            NaN            NaN            NaN            NaN   1.27031       0.997935                 NaN  0.847325                 NaN            NaN            NaN            NaN
  1343.36        500.000        38.8041        55.7545                 NaN            NaN            NaN  0.999725                 NaN   2.84808                 NaN            NaN   1.59358                 NaN            NaN            NaN            NaN
  1340.85        500.000        46.2449        50.9420                 NaN            NaN            NaN  0.771310                 NaN   1.20483                 NaN            NaN  0.836942                 NaN            NaN            NaN            NaN
  1338.35        500.000        51.3273        46.4884                 NaN            NaN            NaN  0.603816                 NaN  0.938322                 NaN            NaN  0.642151                 NaN            NaN            NaN            NaN
  1335.84        500.000        55.2358        43.0061                 NaN            NaN            NaN  0.486795                 NaN  0.759994                 NaN            NaN  0.511301                 NaN            NaN            NaN            NaN
  1333.33        500.000        58.3072        40.2301                 NaN            NaN            NaN  0.403986                 NaN  0.637852                 NaN            NaN  0.420907                 NaN            NaN            NaN            NaN
  1330.83        500.000        60.7583        37.9934                 NaN            NaN            NaN  0.342767                 NaN  0.550047                 NaN            NaN  0.355450                 NaN            NaN            NaN            NaN
  1328.32        500.000        62.7402        36.1696                 NaN            NaN            NaN  0.296919                 NaN  0.486050                 NaN            NaN  0.307264                 NaN            NaN            NaN            NaN
  1325.81        500.000        64.3472        34.6862                 NaN            NaN            NaN  0.260606                 NaN  0.436198                 NaN            NaN  0.269830                 NaN            NaN            NaN            NaN
  1323.31        500.000        73.3152        19.7321                 NaN            NaN            NaN   2.53736                 NaN   2.54800                 NaN            NaN   1.86730                 NaN            NaN            NaN            NaN
  1320.80        500.000        79.7602        19.4885                 NaN            NaN            NaN  0.240016                 NaN  0.302397                 NaN            NaN  0.208837                 NaN            NaN            NaN            NaN
  1318.30        500.000        81.0986        18.2505                 NaN            NaN            NaN  0.206075                 NaN  0.265892                 NaN            NaN  0.178911                 NaN            NaN            NaN            NaN
  1315.79        500.000        33.9098        48.7656        16.5177                 NaN            NaN  0.260030                 NaN  0.288762                 NaN            NaN  0.228765       0.294042E-001            NaN            NaN            NaN
  1313.28        500.000        32.7993        52.4526        13.6031                 NaN            NaN  0.414294                 NaN  0.316730                 NaN            NaN  0.349404       0.645366E-001            NaN            NaN            NaN
  1310.78        500.000        32.2960        55.0000        11.9585                 NaN            NaN  0.257059                 NaN  0.227177                 NaN            NaN  0.220841       0.404008E-001            NaN            NaN            NaN
  1308.27        500.000        31.9149        56.6479        10.8978                 NaN            NaN  0.176253                 NaN  0.179707                 NaN            NaN  0.155262       0.282070E-001            NaN            NaN            NaN
  1305.76        500.000        31.6117        57.7429        10.2287                 NaN            NaN  0.127000                 NaN  0.152643                 NaN            NaN  0.116066       0.210192E-001            NaN            NaN            NaN
  1303.26        500.000        41.2069        58.4547                 NaN            NaN            NaN  0.949646E-001            NaN  0.135335                 NaN            NaN  0.914186E-001  0.166469E-001            NaN            NaN            NaN
  1300.75        500.000        40.8376        58.8744                 NaN            NaN            NaN  0.729404E-001            NaN  0.126024                 NaN            NaN  0.751997E-001  0.138606E-001            NaN            NaN            NaN
  1298.25        500.000        40.6190        59.1185                 NaN            NaN            NaN  0.605309E-001            NaN  0.122609                 NaN            NaN  0.668611E-001  0.124859E-001            NaN            NaN            NaN
  1295.74        500.000        40.4479        59.2934                 NaN            NaN            NaN  0.560729E-001            NaN  0.126490                 NaN            NaN  0.641786E-001  0.119488E-001            NaN            NaN            NaN
  1293.23        500.000        40.2785        59.4528                 NaN            NaN            NaN  0.575093E-001            NaN  0.133012                 NaN            NaN  0.660137E-001  0.121767E-001            NaN            NaN            NaN
  1290.73        500.000        40.0964        59.6150                 NaN            NaN            NaN  0.595229E-001            NaN  0.146538                 NaN            NaN  0.697816E-001  0.127808E-001            NaN            NaN            NaN
  1288.22        500.000        29.0846        70.5904                 NaN            NaN            NaN  0.644506E-001            NaN  0.168794                 NaN            NaN  0.776347E-001  0.141345E-001            NaN            NaN            NaN
  1285.71        500.000        27.5895        70.7497                 NaN            NaN            NaN   1.08116                 NaN            NaN            NaN            NaN  0.562442       0.171402E-001            NaN            NaN            NaN
  1283.21        500.000        23.2244        75.8235                 NaN            NaN            NaN            NaN            NaN  0.787982                 NaN            NaN  0.999190E-001  0.641430E-001            NaN            NaN            NaN
  1280.70        500.000        37.6907        61.5870                 NaN            NaN            NaN            NaN            NaN  0.525828                 NaN            NaN  0.153499       0.429128E-001            NaN            NaN            NaN
  1278.20        500.000        36.2779        62.0287                 NaN            NaN            NaN            NaN            NaN   1.25840                 NaN            NaN  0.354088       0.809095E-001            NaN            NaN            NaN
  1275.69        500.000        98.1193                 NaN            NaN            NaN            NaN  0.632181E-001            NaN   1.33261                 NaN            NaN  0.410623       0.742649E-001            NaN            NaN            NaN
  1273.18        500.000        99.3544                 NaN            NaN            NaN            NaN  0.632798E-001            NaN  0.396418                 NaN            NaN  0.157171       0.287511E-001            NaN            NaN            NaN
  1270.68        500.000        99.2108                 NaN            NaN            NaN            NaN  0.379381E-001            NaN  0.530894                 NaN            NaN  0.186005       0.343332E-001            NaN            NaN            NaN
  1268.17        500.000        99.0138                 NaN            NaN            NaN            NaN            NaN            NaN  0.717641                 NaN            NaN  0.228894       0.396619E-001            NaN            NaN            NaN
  1265.66        500.000        98.7735                 NaN            NaN            NaN            NaN            NaN            NaN  0.891602                 NaN            NaN  0.287143       0.477164E-001            NaN            NaN            NaN
  1263.16        500.000        98.3776                 NaN            NaN            NaN            NaN            NaN            NaN   1.17560                 NaN            NaN  0.383645       0.631814E-001            NaN            NaN            NaN
  1260.65        500.000        97.5027                 NaN            NaN            NaN            NaN            NaN            NaN  0.295155E-001   1.77030                 NaN  0.597885       0.995542E-001            NaN            NaN            NaN
  1258.15        500.000        90.5329                 NaN            NaN            NaN            NaN            NaN            NaN  0.490660        6.24689                 NaN   2.32178       0.407794                 NaN            NaN            NaN
  1255.64        500.000        98.9063                 NaN            NaN            NaN            NaN            NaN            NaN  0.338646       0.427588                 NaN  0.277066       0.504092E-001            NaN            NaN            NaN
  1253.13        500.000        98.9266                 NaN            NaN            NaN            NaN            NaN            NaN  0.284078       0.469017                 NaN  0.271877       0.484498E-001            NaN            NaN            NaN
  1250.63        500.000        98.9475                 NaN            NaN            NaN            NaN            NaN            NaN  0.335537       0.404186                 NaN  0.266880       0.459234E-001            NaN            NaN            NaN
  1248.12        500.000        98.9664                 NaN            NaN            NaN            NaN            NaN            NaN  0.728210                 NaN            NaN  0.261480       0.439152E-001            NaN            NaN            NaN
  1245.61        500.000        98.1239                 NaN            NaN            NaN            NaN            NaN            NaN  0.904320                 NaN            NaN  0.338538       0.645289E-001  0.568671                 NaN            NaN
  1243.11        500.000        95.1618                 NaN            NaN            NaN            NaN            NaN            NaN   1.53302                 NaN            NaN  0.612048       0.138592        2.55450                 NaN            NaN
  1240.60        500.000        95.4345                 NaN            NaN            NaN            NaN            NaN            NaN   1.45251                 NaN            NaN  0.575864       0.127264        2.40981                 NaN            NaN
  1238.10        500.000        95.6844                 NaN            NaN            NaN            NaN            NaN            NaN   1.37799                 NaN            NaN  0.541861       0.117257        2.27849                 NaN            NaN
  1235.59        500.000        95.9076                 NaN            NaN            NaN            NaN            NaN            NaN   1.31262                 NaN            NaN  0.511752       0.107827        2.16017                 NaN            NaN
  1233.08        500.000        96.1201                 NaN            NaN            NaN            NaN            NaN            NaN   1.24815                 NaN            NaN  0.483127       0.991239E-001   2.04949                 NaN            NaN
  1230.58        500.000        96.3115                 NaN            NaN            NaN            NaN            NaN            NaN   1.19090                 NaN            NaN  0.456097       0.916622E-001   1.94986                 NaN            NaN
  1228.07        500.000        96.4846                 NaN            NaN            NaN            NaN            NaN            NaN   1.13984                 NaN            NaN  0.432216       0.843970E-001   1.85892                 NaN            NaN
  1225.56        500.000        96.6561                 NaN            NaN            NaN            NaN            NaN            NaN   1.08663                 NaN            NaN  0.409537       0.773256E-001   1.77042                 NaN            NaN
  1223.06        500.000        96.8065                 NaN            NaN            NaN            NaN            NaN            NaN   1.04156                 NaN            NaN  0.387757       0.716389E-001   1.69252                 NaN            NaN
  1220.55        500.000        96.9510                 NaN            NaN            NaN            NaN            NaN            NaN  0.997056                 NaN            NaN  0.367643       0.660269E-001   1.61832                 NaN            NaN
  1218.05        500.000        69.2514                 NaN            NaN            NaN            NaN            NaN            NaN   5.14508                 NaN            NaN   2.65663       0.277138        11.6357        11.0340                 NaN
  1215.54        500.000        41.8768                 NaN            NaN            NaN            NaN   1.03139                 NaN   8.22119                 NaN            NaN   4.92125       0.489116        21.3796        22.0806                 NaN
  1213.03        500.000        54.2265                 NaN            NaN            NaN            NaN   1.03149                 NaN   6.28046                 NaN            NaN   3.87121       0.378745        16.7968        17.4148                 NaN
  1210.53        500.000        64.3935                 NaN            NaN            NaN            NaN  0.712355                 NaN   5.01751                 NaN            NaN   3.01041       0.282571        13.0517        13.5319                 NaN
  1208.02        500.000        71.0143                 NaN            NaN            NaN            NaN  0.416024                 NaN   4.29743                 NaN            NaN   2.45438       0.215435        10.6142        10.9882                 NaN
  1205.51        500.000        66.1989                 NaN            NaN            NaN            NaN   1.25070                 NaN   3.53604                 NaN            NaN   2.83888       0.295682        12.6798        13.2000                 NaN
  1203.01        500.000        75.6391                 NaN            NaN            NaN            NaN   1.34956                 NaN   1.30760                 NaN            NaN   1.64751       0.235387        9.49174        10.3291                 NaN
  1200.50        500.000        89.8023                 NaN            NaN            NaN            NaN  0.527020                 NaN   1.31818                 NaN            NaN  0.938324       0.112802        3.84752        3.45389                 NaN
  1197.99        500.000        83.3503                 NaN            NaN            NaN            NaN  0.970646                 NaN            NaN            NaN            NaN  0.757951       0.147736        6.75138        8.02194                 NaN
  1195.49        500.000        78.7917                 NaN            NaN            NaN            NaN            NaN            NaN   1.54904        4.11564                 NaN   2.74801       0.164925        6.98915        5.64150                 NaN
  1192.98        500.000        85.6111                 NaN            NaN            NaN            NaN  0.365175                 NaN   1.72260       0.852099E-005            NaN   1.14650       0.112271        5.58310        5.45925                 NaN
  1190.48        500.000        54.8368                 NaN            NaN            NaN            NaN   2.03250                 NaN  0.367072E-003   1.77318                 NaN   2.73393       0.405291        19.1104        19.1076                 NaN
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN   1.18044                 NaN   13.0179       0.276411E-003            NaN   8.35001       0.684094        39.9023        36.8650                 NaN
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4639        4.30277       0.970342E-002   8.45025       0.601286        39.6211        36.5510                 NaN
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   3.78268                 NaN   8.84548       0.257253E-004            NaN   8.03818       0.931819        40.8787        37.5231                 NaN
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.64556        9.17720                 NaN   8.48238       0.584111        39.5559        36.5549                 NaN
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   1.39608                 NaN   12.5128       0.203713                 NaN   8.34526       0.694264        39.9205        36.9274                 NaN
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.47778        11.3619                 NaN   8.49476       0.578522        39.5298        36.5572                 NaN
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.66903        11.1756                 NaN   8.50062       0.576043        39.5210        36.5578                 NaN
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   1.39306                 NaN   12.6748       0.159008E-001            NaN   8.35452       0.710261        39.9282        36.9233                 NaN
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   3.68578                 NaN   8.23927       0.777135                 NaN   8.06059       0.919629        40.8137        37.5039                 NaN
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.51278                 NaN   12.4710       0.473402E-001            NaN   8.34643       0.716743        39.9482        36.9575                 NaN
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.40967        6.40232       0.633464E-003   8.48927       0.586542        39.5526        36.5590                 NaN
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   1.64535                 NaN   12.3262       0.529188E-005            NaN   8.33754       0.724301        39.9715        36.9951                 NaN
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   1.70185                 NaN   12.2446       0.392979E-004            NaN   8.33387       0.727423        39.9809        37.0113                 NaN
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   3.71871                 NaN   8.13682       0.838837                 NaN   8.06268       0.919275        40.8089        37.5147                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   3.77225                 NaN   8.34350       0.547946                 NaN   8.05863       0.923517        40.8248        37.5294                 NaN
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   3.87023                 NaN   8.73432       0.164136E-004            NaN   8.04639       0.932110        40.8628        37.5541                 NaN
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   3.87647                 NaN   8.72642       0.167602E-004            NaN   8.04713       0.932145        40.8614        37.5564                 NaN
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.08349                 NaN   11.7058       0.505293E-005            NaN   8.31676       0.740853        40.0309        37.1221                 NaN
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.80962                 NaN   8.11426       0.735577                 NaN   8.06241       0.923843        40.8097        37.5446                 NaN
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   2.19665                 NaN   11.5364       0.381385E-003            NaN   8.30625       0.749004        40.0584        37.1528                 NaN
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   2.29182                 NaN   11.4127       0.399155E-003            NaN   8.30246       0.751393        40.0588        37.1824                 NaN
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.76601                 NaN   7.97072       0.952032                 NaN   8.07155       0.917929        40.7878        37.5340                 NaN
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.65804        6.24805                 NaN   8.56735       0.551976        39.4050        36.5696                 NaN
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   2.41328                 NaN   11.2440       0.363277E-003            NaN   8.30124       0.755009        40.0678        37.2184                 NaN
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.85823                 NaN   8.31286       0.463876                 NaN   8.06380       0.925122        40.8178        37.5583                 NaN
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN  0.226009E-005            NaN   9.71517        5.23138                 NaN   8.59289       0.537040        39.3486        36.5749                 NaN
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   2.51659                 NaN   11.0860       0.171030E-002            NaN   8.28895       0.764538        40.0938        37.2484                 NaN
