|6.6.6
Archiving\03_Data\eq/QFM_m0.75/EETA/EETA_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1753.21        2500.00        99.0014       0.966947       0.316447E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.0014       0.966943       0.316446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.0014       0.966939       0.316445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.0014       0.966935       0.316443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.0014       0.966930       0.316442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.0014       0.966926       0.316440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.0014       0.966922       0.316439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        98.7840       0.966839                 NaN  0.249119                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        98.7786       0.966835                 NaN  0.254604                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        98.7731       0.966831                 NaN  0.260090                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        98.7676       0.966826                 NaN  0.265575                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        98.7621       0.966822                 NaN  0.271060                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        98.7535       0.966817                 NaN  0.279667                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        98.7449       0.966813                 NaN  0.288275                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        98.7363       0.966808                 NaN  0.296882                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        98.7277       0.966804                 NaN  0.305489                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        98.7191       0.966799                 NaN  0.314097                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        98.7105       0.966795                 NaN  0.322704                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        98.7019       0.966790                 NaN  0.331311                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        98.6933       0.966786                 NaN  0.339918                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        98.6788       0.966781                 NaN  0.354458                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        98.6642       0.966776                 NaN  0.368999                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        98.6497       0.966772                 NaN  0.383540                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        98.6352       0.966767                 NaN  0.398080                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        98.6206       0.966762                 NaN  0.412621                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        98.6061       0.966757                 NaN  0.427161                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        98.5915       0.966753                 NaN  0.441701                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.5770       0.966748                 NaN  0.456241                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        98.5389       0.966743                 NaN  0.481813       0.125175E-001            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        98.5023       0.966738                 NaN  0.501556       0.293961E-001            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        98.4564       0.966733                 NaN  0.530848       0.460566E-001            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        98.4104       0.966728                 NaN  0.560140       0.627168E-001            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        98.3548       0.966723                 NaN  0.599536       0.789162E-001            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        98.2992       0.966718                 NaN  0.638931       0.951154E-001            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        98.2436       0.966713                 NaN  0.678325       0.111315                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        98.1881       0.966708                 NaN  0.717720       0.127513                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        98.0579       0.966705                 NaN  0.832526       0.142917                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        97.9276       0.966703                 NaN  0.947331       0.158320                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        97.7974       0.966700                 NaN   1.06214       0.173724                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        97.6672       0.966698                 NaN   1.17694       0.189127                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        97.5370       0.966695                 NaN   1.29174       0.204530                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        97.4068       0.966693                 NaN   1.40655       0.219933                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        97.2766       0.966690                 NaN   1.52135       0.235336                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        97.1464       0.966688                 NaN   1.63615       0.250739                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        96.7063       0.966696                 NaN   2.06185       0.265183                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        96.2661       0.966705                 NaN   2.48757       0.279627                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        95.8259       0.966714                 NaN   2.91328       0.294071                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        95.3858       0.966723                 NaN   3.33901       0.308516                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        94.9456       0.966731                 NaN   3.76474       0.322961                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        94.5054       0.966740                 NaN   4.19049       0.337406                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        94.0652       0.966749                 NaN   4.61624       0.351852                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        93.6250       0.966758                 NaN   5.04199       0.366298                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        92.2189       0.966775                 NaN   5.26688       0.362472        1.18493                 NaN            NaN            NaN            NaN
  1583.33        2500.00        90.5896       0.966793                 NaN   5.36208       0.352336        2.72917                 NaN            NaN            NaN            NaN
  1580.13        2500.00        89.0271       0.966811                 NaN   5.45617       0.341649        4.20831                 NaN            NaN            NaN            NaN
  1576.92        2500.00        87.4644       0.966828                 NaN   5.55027       0.330962        5.68750                 NaN            NaN            NaN            NaN
  1573.72        2500.00        86.0157       0.966845                 NaN   5.63548       0.319305        7.06270                 NaN            NaN            NaN            NaN
  1570.51        2500.00        84.5669       0.966861                 NaN   5.72069       0.307648        8.43794                 NaN            NaN            NaN            NaN
  1567.31        2500.00        83.1180       0.966877                 NaN   5.80591       0.295990        9.81323                 NaN            NaN            NaN            NaN
  1564.10        2500.00        81.6691       0.966894                 NaN   5.89113       0.284333        11.1886                 NaN            NaN            NaN            NaN
  1560.90        2500.00        80.3907       0.966908                 NaN   5.96091       0.269579        12.4119                 NaN            NaN            NaN            NaN
  1557.69        2500.00        79.1122       0.966922                 NaN   6.03069       0.254824        13.6353                 NaN            NaN            NaN            NaN
  1554.49        2500.00        77.8338       0.966937                 NaN   6.10048       0.240069        14.8588                 NaN            NaN            NaN            NaN
  1551.28        2500.00        76.5552       0.966951                 NaN   6.17026       0.225314        16.0822                 NaN            NaN            NaN            NaN
  1548.08        2500.00        75.2767       0.966965                 NaN   6.24005       0.210558        17.3057                 NaN            NaN            NaN            NaN
  1544.87        2500.00        73.9981       0.966980                 NaN   6.30985       0.195802        18.5293                 NaN            NaN            NaN            NaN
  1541.67        2500.00        72.7195       0.966994                 NaN   6.37964       0.181046        19.7528                 NaN            NaN            NaN            NaN
  1538.46        2500.00        71.4408       0.967009                 NaN   6.44944       0.166289        20.9765                 NaN            NaN            NaN            NaN
  1535.26        2500.00        70.3055       0.967021                 NaN   6.50637       0.145866        22.0752                 NaN            NaN            NaN            NaN
  1532.05        2500.00        69.1702       0.967033                 NaN   6.56331       0.125442        23.1741                 NaN            NaN            NaN            NaN
  1528.85        2500.00        68.0348       0.967045                 NaN   6.62025       0.105018        24.2729                 NaN            NaN            NaN            NaN
  1525.64        2500.00        66.8994       0.967057                 NaN   6.67719       0.845941E-001   25.3718                 NaN            NaN            NaN            NaN
  1522.44        2500.00        65.7640       0.967069                 NaN   6.73414       0.641692E-001   26.4707                 NaN            NaN            NaN            NaN
  1519.23        2500.00        64.6285       0.967081                 NaN   6.79108       0.437437E-001   27.5696                 NaN            NaN            NaN            NaN
  1516.03        2500.00        63.4930       0.967093                 NaN   6.84802       0.233178E-001   28.6685                 NaN            NaN            NaN            NaN
  1512.82        2500.00        62.3575       0.967105                 NaN   6.90497       0.289140E-002   29.7675                 NaN            NaN            NaN            NaN
  1509.62        2500.00        61.3228       0.967114                 NaN   6.96158                 NaN   30.7485                 NaN            NaN            NaN            NaN
  1506.41        2500.00        60.3011       0.967124                 NaN   7.03828                 NaN   31.6935                 NaN            NaN            NaN            NaN
  1503.21        2500.00        59.2883       0.967132                 NaN   7.10321                 NaN   32.6414                 NaN            NaN            NaN            NaN
  1500.00        2500.00        58.2754       0.967140                 NaN   7.16814                 NaN   33.5893                 NaN            NaN            NaN            NaN
  1496.79        2500.00        57.2639       0.967148                 NaN   7.23576                 NaN   34.5332                 NaN            NaN            NaN            NaN
  1493.59        2500.00        56.0897       0.967158                 NaN   7.31590                 NaN   35.3514       0.275852                 NaN            NaN            NaN
  1490.38        2500.00        54.1659       0.967182                 NaN   7.45559                 NaN   35.0267       0.798422        1.58620                 NaN            NaN
  1487.18        2500.00        52.2414       0.967208                 NaN   7.57197                 NaN   34.4573        1.97904        2.78309                 NaN            NaN
  1483.97        2500.00        52.2414       0.967208                 NaN   7.57197                 NaN   34.4573        1.97904        2.78309                 NaN            NaN
  1480.77        2500.00        52.2414       0.967208                 NaN   7.57197                 NaN   34.4573        1.97904        2.78309                 NaN            NaN
  1477.56        2500.00        52.2414       0.967208                 NaN   7.57197                 NaN   34.4573        1.97904        2.78309                 NaN            NaN
  1474.36        2500.00        52.2414       0.967208                 NaN   7.57197                 NaN   34.4573        1.97904        2.78309                 NaN            NaN
  1471.15        2500.00        52.2414       0.967208                 NaN   7.57197                 NaN   34.4573        1.97904        2.78309                 NaN            NaN
  1467.95        2500.00        52.2414       0.967208                 NaN   7.57197                 NaN   34.4573        1.97904        2.78309                 NaN            NaN
  1464.74        2500.00        52.2414       0.967208                 NaN   7.57197                 NaN   34.4573        1.97904        2.78309                 NaN            NaN
  1461.54        2500.00        38.5295       0.967395                 NaN   8.22071                 NaN   30.0232        11.2099        11.0492                 NaN            NaN
  1458.33        2500.00        37.0226       0.967414                 NaN   8.27220                 NaN   29.5454        12.0465        12.1458                 NaN            NaN
  1455.13        2500.00        35.5280       0.967433                 NaN   8.30222       0.211711E-001   28.9718        13.1249        13.0844                 NaN            NaN
  1451.92        2500.00        35.5280       0.967433                 NaN   8.30222       0.211711E-001   28.9718        13.1249        13.0844                 NaN            NaN
  1448.72        2500.00        32.6882       0.967471                 NaN   8.34065       0.751348E-001   27.7182        14.8572        15.3531                 NaN            NaN
  1445.51        2500.00        32.6882       0.967471                 NaN   8.34065       0.751348E-001   27.7182        14.8572        15.3531                 NaN            NaN
  1442.31        2500.00        32.6882       0.967471                 NaN   8.34065       0.751348E-001   27.7182        14.8572        15.3531                 NaN            NaN
  1439.10        2500.00        32.6882       0.967471                 NaN   8.34065       0.751348E-001   27.7182        14.8572        15.3531                 NaN            NaN
  1435.90        2500.00        27.5586       0.967529                 NaN   8.33838       0.169327        26.1787        18.1953        18.5921                 NaN            NaN
  1432.69        2500.00        27.5586       0.967529                 NaN   8.33838       0.169327        26.1787        18.1953        18.5921                 NaN            NaN
  1429.49        2500.00        27.5586       0.967529                 NaN   8.33838       0.169327        26.1787        18.1953        18.5921                 NaN            NaN
  1426.28        2500.00        27.5586       0.967529                 NaN   8.33838       0.169327        26.1787        18.1953        18.5921                 NaN            NaN
  1423.08        2500.00        27.5586       0.967529                 NaN   8.33838       0.169327        26.1787        18.1953        18.5921                 NaN            NaN
  1419.87        2500.00        27.5586       0.967529                 NaN   8.33838       0.169327        26.1787        18.1953        18.5921                 NaN            NaN
  1416.67        2500.00        27.5586       0.967529                 NaN   8.33838       0.169327        26.1787        18.1953        18.5921                 NaN            NaN
  1413.46        2500.00        27.5586       0.967529                 NaN   8.33838       0.169327        26.1787        18.1953        18.5921                 NaN            NaN
  1410.26        2500.00        19.2749       0.967587                 NaN   8.03696       0.335413        25.6225        23.8681        21.8945                 NaN            NaN
  1407.05        2500.00        18.0691       0.967609                 NaN   8.13864       0.362317        25.2525        22.6343        24.2891       0.286453                 NaN
  1403.85        2500.00        16.7410       0.967641                 NaN   8.33589       0.391217        24.6347        23.6435        24.5422       0.743828                 NaN
  1400.64        2500.00        16.7410       0.967641                 NaN   8.33589       0.391217        24.6347        23.6435        24.5422       0.743828                 NaN
  1397.44        2500.00        14.3999       0.967697                 NaN   8.68432       0.441786        23.5525        24.9409        25.4274        1.58539                 NaN
  1394.23        2500.00        14.3999       0.967697                 NaN   8.68432       0.441786        23.5525        24.9409        25.4274        1.58539                 NaN
  1391.03        2500.00        14.3999       0.967697                 NaN   8.68432       0.441786        23.5525        24.9409        25.4274        1.58539                 NaN
  1387.82        2500.00        14.3999       0.967697                 NaN   8.68432       0.441786        23.5525        24.9409        25.4274        1.58539                 NaN
  1384.62        2500.00        10.6653       0.967785                 NaN   9.21855       0.522949        21.8952        28.2664        25.4291        3.03474                 NaN
  1381.41        2500.00        10.6653       0.967785                 NaN   9.21855       0.522949        21.8952        28.2664        25.4291        3.03474                 NaN
  1378.21        2500.00        10.6653       0.967785                 NaN   9.21855       0.522949        21.8952        28.2664        25.4291        3.03474                 NaN
  1375.00        2500.00        10.6653       0.967785                 NaN   9.21855       0.522949        21.8952        28.2664        25.4291        3.03474                 NaN
  1371.79        2500.00        10.6653       0.967785                 NaN   9.21855       0.522949        21.8952        28.2664        25.4291        3.03474                 NaN
  1368.59        2500.00        10.6653       0.967785                 NaN   9.21855       0.522949        21.8952        28.2664        25.4291        3.03474                 NaN
  1365.38        2500.00        10.6653       0.967785                 NaN   9.21855       0.522949        21.8952        28.2664        25.4291        3.03474                 NaN
  1362.18        2500.00        10.6653       0.967785                 NaN   9.21855       0.522949        21.8952        28.2664        25.4291        3.03474                 NaN
  1358.97        2500.00        5.52482       0.967892                 NaN   9.84470       0.630326        19.9340        25.7039        32.0521        5.34222                 NaN
  1355.77        2500.00        5.52482       0.967892                 NaN   9.84470       0.630326        19.9340        25.7039        32.0521        5.34222                 NaN
  1352.56        2500.00        5.52482       0.967892                 NaN   9.84470       0.630326        19.9340        25.7039        32.0521        5.34222                 NaN
  1349.36        2500.00        5.52482       0.967892                 NaN   9.84470       0.630326        19.9340        25.7039        32.0521        5.34222                 NaN
  1346.15        2500.00        5.52482       0.967892                 NaN   9.84470       0.630326        19.9340        25.7039        32.0521        5.34222                 NaN
  1342.95        2500.00        5.52482       0.967892                 NaN   9.84470       0.630326        19.9340        25.7039        32.0521        5.34222                 NaN
  1339.74        2500.00        5.52482       0.967892                 NaN   9.84470       0.630326        19.9340        25.7039        32.0521        5.34222                 NaN
  1336.54        2500.00        5.52482       0.967892                 NaN   9.84470       0.630326        19.9340        25.7039        32.0521        5.34222                 NaN
  1333.33        2500.00        2.00366       0.967942                 NaN   10.0936       0.692908        19.1018        25.5999        34.3611        7.17910                 NaN
  1330.13        2500.00        2.00366       0.967942                 NaN   10.0936       0.692908        19.1018        25.5999        34.3611        7.17910                 NaN
  1326.92        2500.00        2.00366       0.967942                 NaN   10.0936       0.692908        19.1018        25.5999        34.3611        7.17910                 NaN
  1323.72        2500.00        2.00366       0.967942                 NaN   10.0936       0.692908        19.1018        25.5999        34.3611        7.17910                 NaN
  1320.51        2500.00       0.571134       0.967951                 NaN   10.1156       0.712545        18.9754        35.1680        25.5145        7.97490                 NaN
  1317.31        2500.00       0.238016       0.967953                 NaN   10.1255       0.714714        18.9535        35.3363        25.4911        8.17289                 NaN
  1314.10        2500.00                 NaN  0.967952                 NaN   10.1126       0.718829        19.0246        25.4817        35.3902        8.30411                 NaN
  1310.90        2500.00                 NaN  0.967953                 NaN   10.1387       0.716820        19.2160        25.4876        35.1344        8.33843                 NaN
  1307.69        2500.00                 NaN  0.967954                 NaN   10.1645       0.715114        19.4075        34.8751        25.4968        8.36981       0.323978E-002
  1304.49        2500.00                 NaN  0.967954                 NaN   10.1645       0.715114        19.4075        34.8751        25.4968        8.36981       0.323978E-002
  1301.28        2500.00                 NaN  0.967954                 NaN   10.1645       0.715114        19.4075        34.8751        25.4968        8.36981       0.323978E-002
  1298.08        2500.00                 NaN  0.967954                 NaN   10.1645       0.715114        19.4075        34.8751        25.4968        8.36981       0.323978E-002
  1294.87        2500.00                 NaN  0.967954                 NaN   10.1645       0.715114        19.4075        34.8751        25.4968        8.36981       0.323978E-002
  1291.67        2500.00                 NaN  0.967954                 NaN   10.1645       0.715114        19.4075        34.8751        25.4968        8.36981       0.323978E-002
  1288.46        2500.00                 NaN  0.967954                 NaN   10.1645       0.715114        19.4075        34.8751        25.4968        8.36981       0.323978E-002
  1285.26        2500.00                 NaN  0.967954                 NaN   10.1645       0.715114        19.4075        34.8751        25.4968        8.36981       0.323978E-002
  1282.05        2500.00                 NaN  0.967965                 NaN   10.3718       0.704137        20.8580        25.4983        32.9575        8.61421       0.280779E-001
  1278.85        2500.00                 NaN  0.967965                 NaN   10.3718       0.704137        20.8580        25.4983        32.9575        8.61421       0.280779E-001
  1275.64        2500.00                 NaN  0.967965                 NaN   10.3718       0.704137        20.8580        25.4983        32.9575        8.61421       0.280779E-001
  1272.44        2500.00                 NaN  0.967965                 NaN   10.3718       0.704137        20.8580        25.4983        32.9575        8.61421       0.280779E-001
  1269.23        2500.00                 NaN  0.967965                 NaN   10.3718       0.704137        20.8580        25.4983        32.9575        8.61421       0.280779E-001
  1266.03        2500.00                 NaN  0.967965                 NaN   10.3718       0.704137        20.8580        25.4983        32.9575        8.61421       0.280779E-001
  1262.82        2500.00                 NaN  0.967965                 NaN   10.3718       0.704137        20.8580        25.4983        32.9575        8.61421       0.280779E-001
  1259.62        2500.00                 NaN  0.967965                 NaN   10.3718       0.704137        20.8580        25.4983        32.9575        8.61421       0.280779E-001
  1256.41        2500.00                 NaN  0.967976                 NaN   10.5571       0.700234        22.1688        31.2855        25.4356        8.84494       0.398048E-001
